E_model_oracle,E_model_raw,E_norm,E_norm_Bcc1,E_norm_Bcc2,E_norm_Bcc3,E_norm_press,E_norm_rho,E_norm_vel1,E_norm_vel2,E_norm_vel3,E_oracle_raw,above_rin,above_rout,artifact_flag_count,evaluation_bound_clamp_fraction,finite,model_only_saturation_mean,prediction_global_norm,rho_press_positive,step
0.6166635205217385,0.8275908694593104,0.390703312337757,0.448953535913878,0.2639882196712209,0.39644086165618136,0.44717678717294257,0.4893815800645139,0.5151219673997931,0.31649702153028353,0.2480665252932426,0.4003378552452749,False,False,3,0.005615234375,True,0.008251667022705078,3673.3115234375,True,1
0.733721746854961,0.8882547821595648,0.5565661377305265,0.5053726785023148,0.3859678954128154,0.6988354967092155,0.5318761562764349,0.5746354270800568,0.6929774961993157,0.6057275970982152,0.4571363545658441,0.43902090694493034,False,False,5,0.0003147125244140625,True,0.011898517608642578,3586.40380859375,True,2
0.9432396741861382,0.9391413796841277,0.766565635812287,0.547835191702454,0.8351572942517952,0.9229193610708174,0.5625962789750707,0.6477466850518871,0.7282399115340064,1.395398451782552,0.49263191212971286,0.38306088363676666,False,False,7,0.0,True,0.02143383026123047,3554.452880859375,True,3
0.9776895182247424,0.94825623443395,0.8021597970923052,0.5750648334671173,1.0546279118179036,0.9364609899541022,0.5925415787503845,0.6674757040212175,0.6089880229128523,1.4658548284559063,0.5162645073589582,0.39051390875552233,False,False,7,0.0,True,0.022933483123779297,3540.894775390625,True,4
1.000523695746502,0.9555265251447743,0.8178053538731818,0.6015556159591106,1.0297944659810936,0.9501890080287576,0.6216797143487086,0.6885527914143771,0.6322635774365541,1.4927216876243814,0.5256859701924705,0.3924685541174242,False,False,6,0.0,True,0.023183822631835938,3534.875244140625,True,5
1.0161855812469511,0.9646903156699732,0.8340168220346273,0.6235449333427036,1.0830079892387312,0.9642321524820094,0.6412537197161731,0.701445689684561,0.6809255174544959,1.4466608345274494,0.5310637398308954,0.39137890651244966,False,False,7,0.0,True,0.02276754379272461,3533.05078125,True,6
1.0298050140531583,0.9751971396811637,0.8539107772793353,0.6410963309592167,1.105760084581513,0.9780443332743605,0.6643344588569201,0.7128618556486706,0.7251410990629852,1.469822846282263,0.5342252095687535,0.39045259877193783,False,False,6,0.0,True,0.02216625213623047,3534.631591796875,True,7
1.0433653305607191,0.9837772177016575,0.8717935796676386,0.6571405161921948,1.121912060838839,0.9909746602866524,0.693486259612976,0.7233901926472842,0.757478674882906,1.4937218829370513,0.536244389943205,0.39044701132793636,False,False,6,1.1444091796875e-05,True,0.021072864532470703,3538.347900390625,True,8
1.0572263206120607,0.992054561434059,0.8886007262467008,0.6726656933849637,1.1442105865305172,1.002407917255602,0.7217991587805788,0.7324696900782182,0.7819634799032852,1.5158689147697753,0.5374203692706663,0.3903270852215107,False,False,7,0.0001220703125,True,0.02111673355102539,3541.544921875,True,9
1.068246152046863,0.9984062505277245,0.9017565651247226,0.6883345287644488,1.1656471655407719,1.0123600012858884,0.7461437470492956,0.739887385663396,0.8010061624642153,1.524668118391402,0.5360054118383624,0.39024927493140305,False,False,10,0.0001220703125,True,0.02154254913330078,3542.868408203125,True,10
1.0753795144564275,1.0032855528747509,0.912379586026481,0.7033856551969194,1.1869737584150248,1.0209158241302925,0.7630427525856448,0.7467739130818938,0.8168240133490676,1.527887473239722,0.5332332982132829,0.39033456944648365,False,False,8,0.000244140625,True,0.021332263946533203,3541.498779296875,True,11
1.0815629106046316,1.0085566306204563,0.9227265804545433,0.7178286909583113,1.2066813777949486,1.028514013621965,0.7810766935360012,0.7545007009060636,0.8306787626352563,1.532039056854267,0.5304933473295335,0.3896964528687618,False,False,10,0.000244140625,True,0.020804882049560547,3537.793212890625,True,12
1.085659363490049,1.0118973731010057,0.9316124613311576,0.7320512160836798,1.2251217617901622,1.0355728344973267,0.7926886747537292,0.7635199831818635,0.8436641919713668,1.5318999327658611,0.5283810956052716,0.38993489208850984,False,False,8,0.000244140625,True,0.020961761474609375,3531.96240234375,True,13
1.089645175978089,1.0155804533099548,0.9405870124731478,0.7465961104644359,1.242739723481702,1.0428534905191882,0.8055258020953966,0.7738113916111102,0.8559645208785102,1.5305151397086783,0.526689921026161,0.38971765900616495,False,False,9,0.000244140625,True,0.020698070526123047,3524.654296875,True,14
1.092729707977417,1.0186429101505938,0.9488946472851449,0.7610536577502303,1.2560961110029485,1.0498540139652552,0.8166682170931902,0.7855240560973825,0.8684090355527915,1.528033923635825,0.5255181631835367,0.38976629954676945,False,False,9,0.000270843505859375,True,0.0201263427734375,3515.940673828125,True,15
1.0956907556375435,1.0223206840045256,0.9572688674558,0.7753125252378209,1.2679612751818243,1.0565180507958938,0.8276383847041248,0.7978491824655862,0.8810681671574011,1.5266160213052042,0.5251873327985438,0.38926343457779855,False,False,9,0.0003662109375,True,0.019763946533203125,3505.95263671875,True,16
1.0981605642045382,1.0254031587253163,0.965641683825011,0.7898030300131456,1.2765362386264651,1.0636371696112676,0.8381511163551545,0.8107093185106563,0.8938021910376143,1.5259798333690677,0.5265145730767168,0.38851751834700365,False,False,9,0.0003662109375,True,0.019031524658203125,3494.308349609375,True,17
1.0991526287355966,1.0259214829558525,0.9734600166846992,0.8044921289873668,1.2814380511220964,1.071072085524284,0.8495448941836011,0.8241543341206929,0.9051469915942327,1.5226414258072554,0.5291902221380632,0.39002320765702747,False,False,9,0.0003662109375,True,0.018280029296875,3480.7568359375,True,18
1.0989673788350545,1.0266498611623407,0.9804415218573178,0.8186116334392655,1.284520856192154,1.0784618865863709,0.8593655906302261,0.837716202271344,0.9152753106485237,1.5166261801599374,0.5329545149307207,0.3906404871867953,False,False,9,0.0003662109375,True,0.017906665802001953,3465.290771484375,True,19
