canonical_floor,channel,p3_floor,p3_over_canonical,targeted_by_p3
9.09742990194711e-07,Bcc1,7.039665287182059e-07,0.7738081373592524,False
0.9187001429962726,Bcc2,3.0670744646867807e-07,3.338493509627357e-07,True
0.9993537835756451,Bcc3,2.990755831058846e-07,2.9926897563323865e-07,True
1.4811659907546002e-06,rho,1.4184203194238466e-06,0.9576376505250522,False
1.5550826097238291e-06,press,1.1056845413913002e-06,0.711013379274855,False
0.0023018270526343624,vel1,0.002301833765517567,1.0000029163282258,False
0.5668102639892199,vel2,0.5668103043715379,1.0000000712448602,False
0.8511265950257523,vel3,6.216224331435119e-08,7.303524960640005e-08,True
