clip_scale_mean,clipping_fraction,epoch,final_accumulation_count,microbatches,nonfinite_count,optimizer_steps,parameter_displacement,peak_allocated_mib,peak_reserved_mib,train_total_maximum,train_total_mean,train_total_median,train_total_q95,validation_arithmetic_average,validation_global,wall_seconds
0.005264084513552888,1.0,1,3,79,0,20,7.746840000152588,622.43798828125,740.0,5905.63671875,2508.5409476364716,2299.173828125,4757.2054687499985,1.4374834016845452,0.9728549187437503,10.17869662999874
0.00046067224676550974,1.0,2,3,79,0,20,21.53766441345215,622.43798828125,782.0,4860.9130859375,1692.837649961061,1509.4052734375,3856.84560546875,2.464789994406901,0.7946212048950295,8.916180198997608
0.0007655935502032895,1.0,3,3,79,0,20,33.571014404296875,622.43798828125,782.0,2212.68115234375,657.0845275106309,558.825927734375,1504.6539062499994,2.7807777252184547,0.5457173967717458,8.954765327001951
0.0012886645751369612,1.0,4,3,79,0,20,43.93745422363281,622.43798828125,782.0,929.2427978515625,178.02517526361007,126.50580596923828,464.1636291503903,1.8046331972890526,0.4268615306159713,8.895591033000528
0.0018528265048686431,1.0,5,3,79,0,20,52.93288040161133,621.9853515625,782.0,599.444580078125,85.91224945647807,59.23350524902344,228.21612548828114,1.4013423712722823,0.3875219147863887,8.854860715000541
0.002181621660403514,1.0,6,3,79,0,20,60.82107925415039,622.43798828125,782.0,476.18804931640625,60.63961936854109,39.104461669921875,193.21815490722645,1.2891544316926646,0.3772830063468158,8.913531775000592
0.0024377341461249724,1.0,7,3,79,0,20,67.75975799560547,621.9853515625,782.0,287.7908935546875,45.839265171485614,32.83861541748047,127.60764923095685,1.1856740325987847,0.3715615397784965,8.967590432999714
0.002021659744635161,1.0,8,3,79,0,20,73.83234405517578,622.43798828125,782.0,229.32675170898438,38.917909754982475,28.63404083251953,117.81494064331044,1.1774167959482695,0.3618663738268905,9.063491331002297
0.002325147599025807,1.0,9,3,79,0,20,79.15215301513672,621.9853515625,782.0,221.63937377929688,33.57443179359919,24.13419532775879,111.36454086303708,1.177056261798047,0.35117964651554756,8.897043528999347
0.003371038489735704,1.0,10,3,79,0,20,83.8124008178711,622.43798828125,782.0,206.38720703125,30.13850711870797,20.424358367919922,94.99206695556637,1.118990351496402,0.35735923256301594,8.933263384999009
0.0024406196934414572,1.0,11,3,79,0,20,87.87342834472656,621.9853515625,782.0,168.85150146484375,29.955300765701487,20.7373046875,94.22136764526363,1.1480013947542678,0.3477531917685679,8.898932992000482
0.002715610494122193,1.0,12,3,79,0,20,91.40534210205078,622.43798828125,782.0,175.8939666748047,26.592333419413507,17.932100296020508,87.90977325439447,1.112536386433614,0.3463330278388584,8.869455552001455
0.0031398560948538157,1.0,13,3,79,0,20,94.48216247558594,621.9853515625,782.0,152.7904052734375,24.57205286508874,16.28866958618164,81.17344512939451,1.078366175874602,0.34782587575424784,8.945877573998587
0.003210597137592132,1.0,14,3,79,0,20,97.14727020263672,622.43798828125,782.0,139.8270721435547,23.63831270193752,15.644087791442871,97.70467300415037,1.0973048510531984,0.34426393029517227,8.971735667000758
0.0027482270826264714,1.0,15,3,79,0,20,99.44060516357422,621.9853515625,782.0,139.39891052246094,23.132974081401585,14.648294448852539,97.47248840332028,1.064621826852823,0.3494214482332178,9.039576097002282
0.002653947459702196,1.0,16,3,79,0,20,101.4072494506836,622.43798828125,782.0,133.52276611328125,22.48966420451297,15.173285484313965,86.9488342285156,1.056573877250047,0.3467242340235345,9.204524680000759
0.0037261617924977085,1.0,17,3,79,0,20,103.08980560302734,621.9853515625,782.0,126.74993896484375,20.740436065046094,13.100128173828125,81.13363876342771,1.0611407504488342,0.34438484935741703,8.995990944997175
