center_morphology_variance,channel,dynamic_span,ground_truth_available,magnetic_texture_high_k_energy,outer_shell_variance,outermost_two_shell_variance_mean,polar_morphology_variance,radial_profile_variance,source,standard_deviation,step,total_variation,view
0.008532339802348578,Bcc2,0.2943222220428288,True,7.890733109902325,9.948574711755917e-10,9.945270483281807e-10,0.0003059859148195384,0.0022135133758281137,raw_truth,0.06357393112564487,1,0.002293649844534316,spherical-coordinate adapted views
0.5148589207938135,Bcc3,2.6361044657230375,True,3176.7740035088605,6.110777285898552e-08,6.110302266217956e-08,0.26101914360056583,6.313079872695453e-06,raw_truth,0.3593643809876217,1,0.012910316893494584,spherical-coordinate adapted views
0.002585828281249136,rho,2.4798925441821122,True,847.9783057921014,0.05492439115778629,0.054919805508280135,1.1866576169986307e-05,0.03353259570029044,raw_truth,0.5471341337175383,1,0.02726610123697762,spherical-coordinate adapted views
0.00042205350073411024,press,0.07298213080561052,True,3.9014139440058644,7.608685399214915e-08,7.599618140468128e-08,1.934010688057869e-06,3.513281791147722e-05,raw_truth,0.01608985067455031,1,0.000767677203317331,spherical-coordinate adapted views
0.08233987498415718,vel1,1.1368193482235076,True,607.5719111184608,0.03939580071578028,0.03881823101607606,0.030348258032603083,0.023532157739558975,raw_truth,0.260396718609144,1,0.017647434658475594,spherical-coordinate adapted views
0.004095584066854813,vel2,0.23114405117929032,True,4.330921791422303,4.141198233011997e-08,4.141186530761419e-08,6.853343305612563e-05,7.120096514224044e-08,raw_truth,0.03205075031527821,1,0.002071296524322725,spherical-coordinate adapted views
0.14864020017373608,vel3,1.1708127098716796,True,994.5347847352158,9.993579396414006e-05,9.586406237084403e-05,0.09776515087184406,0.05972836291432311,raw_truth,0.26923618799810467,1,0.009780889709736175,spherical-coordinate adapted views
0.32619649945825313,Bcc1,1.7682988345623016,True,1079.9670740616891,3.7611408698766544e-05,3.761140750333246e-05,0.1466333550333968,2.8594014793836603e-06,p3_oracle,0.3028084285950354,1,0.008863861584793764,spherical-coordinate adapted views
0.00853233983028779,Bcc2,0.29432223858311773,True,7.890733142700865,9.948574623425874e-10,9.945270394148652e-10,0.0003059859152456889,0.0022135133792806167,p3_oracle,0.06357393120536979,1,0.0022936498420125795,spherical-coordinate adapted views
0.5148589229426781,Bcc3,2.636104619503021,True,3176.7740083900317,6.110777277052818e-08,6.110302257328846e-08,0.26101914509357355,6.3130829939285e-06,p3_oracle,0.3593643817397888,1,0.012910316929243252,spherical-coordinate adapted views
0.0025858282792405526,rho,2.479893090161113,True,847.9782791860565,0.054924392240548695,0.05491980660321551,1.1866576184595303e-05,0.0335325956703982,p3_oracle,0.5471341326883453,1,0.027266101108847293,spherical-coordinate adapted views
0.0004220535044476351,press,0.07298213825619722,True,3.9014140209934456,7.608685631527651e-08,7.599618371098194e-08,1.9340106979497604e-06,3.513281763364122e-05,p3_oracle,0.016089850618236076,1,0.0007676771971937164,spherical-coordinate adapted views
0.08233987486001756,vel1,1.1368193547427656,True,607.571912099333,0.03939580070666572,0.03881823099545089,0.03034825802913448,0.023532157718726965,p3_oracle,0.2603967184938563,1,0.01764743464807303,spherical-coordinate adapted views
0.0005880507614195648,vel2,0.07146305963397026,True,1.229248073727508,4.14119822486614e-08,4.141186522617843e-08,5.5884290237273596e-05,1.612358645367471e-08,p3_oracle,0.0122624358605357,1,0.0007805771969416365,spherical-coordinate adapted views
0.14864020023858696,vel3,1.1708127098716796,True,994.534785492345,9.993579386502089e-05,9.586406227472859e-05,0.0977651508996376,0.059728362940211985,p3_oracle,0.26923618805435184,1,0.00978088970617832,spherical-coordinate adapted views
0.17862675154928356,Bcc1,1.3487606835365296,True,647.4204654566603,3.753092203589891e-05,3.7530921214397586e-05,0.08655857590923627,1.5274605500651765e-06,p3_persistence,0.2278398923716166,1,0.006931017958535163,spherical-coordinate adapted views
0.0030954608927708377,Bcc2,0.19108650639653207,True,4.89980522482983,1.0024786688060187e-09,1.0019889703990856e-09,0.00022795099007525928,0.0007951699123133267,p3_persistence,0.03789914703032052,1,0.0015476707577063396,spherical-coordinate adapted views
0.32867107473771473,Bcc3,2.135194466114044,True,2059.1100369825676,5.4657278843110695e-08,5.465317242246882e-08,0.16267710291971263,4.0064829798747494e-06,p3_persistence,0.28716152271590883,1,0.010042697540249656,spherical-coordinate adapted views
3.202753918754312e-05,rho,1.4963402075386512,True,619.4146974550978,0.05518036756532078,0.055173899431733286,4.7868517642679375e-06,0.015266662316607891,p3_persistence,0.3656864687626106,1,0.020594735219475,spherical-coordinate adapted views
0.00012985393915211307,press,0.041007096378825755,True,1.767079805828021,7.659812813590829e-08,7.649496932648613e-08,1.908285471683177e-06,1.100728070146788e-05,p3_persistence,0.008642185681367131,1,0.000440370378856557,spherical-coordinate adapted views
0.08367675170572429,vel1,1.1315293161943556,True,638.0036105349213,0.03693169681167762,0.03640352860534482,0.025019781191966513,0.026960387465527622,p3_persistence,0.2606285666072869,1,0.016893927669694456,spherical-coordinate adapted views
0.0006262039112969236,vel2,0.07146305963397026,True,1.0881543004921996,4.1176061796308916e-08,4.1175954614795124e-08,6.810905922934527e-05,1.3785759682096823e-08,p3_persistence,0.012668515883206265,1,0.0008106865506398462,spherical-coordinate adapted views
0.1421789775006939,vel3,1.181883099405095,True,1012.0581815928887,9.069261039346378e-05,8.697798868315674e-05,0.09468962417739533,0.06369374336987893,p3_persistence,0.2729580266859052,1,0.009616399281964777,spherical-coordinate adapted views
5.911697163460826e+42,Bcc1,28910119.18953126,True,2.1243090552135754e+47,1.3029172596842287e+26,1.2979507928139277e+26,6.195530251036664e+41,1.728686991672791e+41,stage_o_p3_localno,1.2203160011478393e+21,3,6.220080565902101e+19,spherical-coordinate adapted views
0.0024027805506866813,Bcc2,0.09445036502555021,True,39.31108371690775,2.343295747274981e-07,2.268435197423308e-07,0.00150151893578178,0.0001736362372930087,stage_o_p3_localno,0.02484543032840382,3,0.002051500095708407,spherical-coordinate adapted views
0.6606487671683958,Bcc3,2.945875673294073,True,8137.250699528534,1.9898453851581933e-06,1.948510615270324e-06,0.28193212770541876,0.004714106479995022,stage_o_p3_localno,0.40679751257628316,3,0.025038016017341402,spherical-coordinate adapted views
0.2083779404226698,rho,1.2092733681706704,True,10801.689024496045,0.24229401269957626,0.2422537374572314,0.1093329320300011,0.02967637992671486,stage_o_p3_localno,0.38758847832511695,3,0.07523646045681781,spherical-coordinate adapted views
7.621308876800497e-05,press,0.018926646707361883,True,2.9674624532517835,9.390482144115101e-07,9.192790734074341e-07,5.140466246779807e-05,1.641654296407466e-05,stage_o_p3_localno,0.0062333956856940615,3,0.001156657629144698,spherical-coordinate adapted views
0.8015339356540668,vel1,3.5168697300553324,True,20214.510497292442,0.05095565727174452,0.048980454172090154,0.10696610801785762,0.08322483659760889,stage_o_p3_localno,0.565400797116001,3,0.11828616605017372,spherical-coordinate adapted views
0.000356085041906255,vel2,0.07146305963397026,True,5.277484888802944,7.678869869563709e-06,7.653787073594894e-06,0.00014774734717434585,9.593031541273743e-06,stage_o_p3_localno,0.010896121876116409,3,0.002047689314059284,spherical-coordinate adapted views
0.14885919555149923,vel3,1.4277827217336745,True,1765.1026034885356,0.0005150516474804912,0.0005083046363906906,0.11565759486423334,0.07587072965008032,stage_o_p3_localno,0.3010610754949326,3,0.019731878938658173,spherical-coordinate adapted views
0.009617318673245773,Bcc1,0.29193495228886607,True,267.1555613224822,7.446160794790865e-05,7.170021743938951e-05,0.007567716681793734,0.00022982931919965447,stage_k_canonical_localno,0.05826230119043932,3,0.007391009210788221,spherical-coordinate adapted views
0.0006357769505903343,Bcc2,0.07768774509313517,True,10.387204601573533,4.988520171968497e-08,3.921141511862768e-08,0.00028807138945509566,9.128192618640274e-05,stage_k_canonical_localno,0.016963203431836372,3,0.001931531880115919,spherical-coordinate adapted views
7.523788021536808e-06,Bcc3,0.010797557421028614,True,0.0887724959879184,5.9550053740198754e-08,5.935556172181292e-08,7.2082149512480074e-06,6.154733192459258e-08,stage_k_canonical_localno,0.002221663369720829,3,0.00027138938505060915,spherical-coordinate adapted views
5.7755689838581994e-05,rho,0.14006115016823983,True,232.58811629956642,0.0007067165106062227,0.0006556322645563848,1.0550718637558738e-05,0.0002639245424611426,stage_k_canonical_localno,0.06979659038878724,3,0.004725164881951543,spherical-coordinate adapted views
4.105943582238687e-06,press,0.0052016843872627425,True,0.11472084042737214,3.1115224657242303e-09,3.0741637843667977e-09,6.31507726554793e-07,5.157795606815394e-07,stage_k_canonical_localno,0.0011235057023254885,3,0.00012568225273309517,spherical-coordinate adapted views
0.04001274840189929,vel1,0.9272173872590068,True,513.1259311493282,0.01001952092972195,0.00970567290508784,0.006338864395422408,0.020652069931541693,stage_k_canonical_localno,0.1899551143527933,3,0.02148051184296068,spherical-coordinate adapted views
9.325295708152138e-05,vel2,0.030895384401082998,True,0.37034454582117016,1.1393754945640537e-06,1.0955246557584736e-06,1.7749104848298388e-05,3.046393035965496e-07,stage_k_canonical_localno,0.005357701965429943,3,0.0007399770907069223,spherical-coordinate adapted views
0.0004988663873237978,vel3,0.10670120492111891,True,6.610231063730676,3.7031378943513665e-05,3.253150666789484e-05,0.0009715412401274309,0.0001528545819972384,stage_k_canonical_localno,0.024501164059130647,3,0.0025433245877395532,spherical-coordinate adapted views
4.51048117227743,Bcc1,7.39896560907364,True,16175.932504837649,3.781535944205331e-05,3.781535694251506e-05,1.4223368612409943,4.5879521515737813e-05,raw_truth,1.0686807164249963,3,0.028617845829296332,spherical-coordinate adapted views
0.01476724237394321,Bcc2,0.47034618109464676,True,102.16421386385909,9.80594018498496e-10,9.804976119858102e-10,0.0029416065962689893,0.0008156661706763426,raw_truth,0.06099848230478877,3,0.002754997647063841,spherical-coordinate adapted views
5.3048792522828485,Bcc3,8.022727775573744,True,39549.90773601109,7.759652169611914e-08,7.759020927722449e-08,2.9899494750142313,3.850598629707383e-05,raw_truth,1.1520449779214847,3,0.036787661415064996,spherical-coordinate adapted views
66.34020016015066,rho,13.183743575619397,True,358782.76261929644,0.05441964522492453,0.0544179171150965,0.0019248545369070673,0.9832276281432564,raw_truth,4.168681715232094,3,0.15015593934899324,spherical-coordinate adapted views
0.20380870130111683,press,0.3137221709599779,True,2418.9148746328583,7.5082648116095e-08,7.501489361860974e-08,5.173159375202292e-05,0.003047757941073881,raw_truth,0.22874134073257849,3,0.007621149078371758,spherical-coordinate adapted views
0.04139734036590771,vel1,0.8071942478697748,True,360.2324334244779,0.04594688615636909,0.045213478995736675,0.04392383815563057,0.00954931441136607,raw_truth,0.23203778699236002,3,0.018388756545144404,spherical-coordinate adapted views
0.0008800943049763265,vel2,0.11974278107285505,True,4.5725194546431815,4.378587986160172e-08,4.378538906572911e-08,0.0001329653988355258,5.483722973893481e-08,raw_truth,0.014928742455501368,3,0.0008025589955870547,spherical-coordinate adapted views
0.08895050951026973,vel3,1.128379597037565,True,919.7966185006511,0.00011990711023801783,0.00011490422623523394,0.10130255056724434,0.059407501958235895,raw_truth,0.2572840098036638,3,0.009348672190803861,spherical-coordinate adapted views
4.5104811800696805,Bcc1,7.39896488904953,True,16175.932472272267,3.7815360154477655e-05,3.781535765493876e-05,1.4223368721510747,4.5879532270677673e-05,p3_oracle,1.0686807173439077,3,0.028617846074372396,spherical-coordinate adapted views
0.014767242425123258,Bcc2,0.47034613847732576,True,102.16421431697883,9.805940237423625e-10,9.804976172298464e-10,0.002941606577415944,0.0008156661774054565,p3_oracle,0.06099848241266884,3,0.002754997633398561,spherical-coordinate adapted views
5.304879295859402,Bcc3,8.022728252410904,True,39549.90775986788,7.759652154643562e-08,7.759020912754729e-08,2.989949509445544,3.850595360745755e-05,p3_oracle,1.1520449826458115,3,0.03678766160015374,spherical-coordinate adapted views
66.34019835929999,rho,13.18374412875102,True,358782.7540221048,0.05441964905320311,0.054417920936718114,0.0019248545477320944,0.9832276085561914,p3_oracle,4.168681660149619,3,0.15015593899334756,spherical-coordinate adapted views
0.20380870163647932,press,0.31372218347696934,True,2418.9149179595956,7.508264788852888e-08,7.50148933888554e-08,5.173159242766144e-05,0.003047757925071115,p3_oracle,0.2287413408951585,3,0.007621149059233082,spherical-coordinate adapted views
0.0413973403628154,vel1,0.8071942565217615,True,360.23243339966336,0.04594688625749128,0.04521347909222386,0.0439238381635598,0.009549314429145462,p3_oracle,0.2320377870831086,3,0.01838875653983099,spherical-coordinate adapted views
0.0003535723592286436,vel2,0.07146305963397026,True,0.9257618822118756,4.378587982865318e-08,4.378538903280307e-08,7.425078368198988e-05,2.2968287623420345e-08,p3_oracle,0.009551320565269137,3,0.0005336515679145273,spherical-coordinate adapted views
0.08895050955341133,vel3,1.128379597212188,True,919.7966224177802,0.00011990711022811742,0.00011490422622796579,0.10130255059687775,0.0594075019770469,p3_oracle,0.25728400984502814,3,0.009348672211131661,spherical-coordinate adapted views
0.17862675154928356,Bcc1,1.3487606835365296,True,647.4204654566603,3.753092203589891e-05,3.7530921214397586e-05,0.08655857590923627,1.5274605500651765e-06,p3_persistence,0.2278398923716166,3,0.006931017958535163,spherical-coordinate adapted views
0.0030954608927708377,Bcc2,0.19108650639653207,True,4.89980522482983,1.0024786688060187e-09,1.0019889703990856e-09,0.00022795099007525928,0.0007951699123133267,p3_persistence,0.03789914703032052,3,0.0015476707577063396,spherical-coordinate adapted views
0.32867107473771473,Bcc3,2.135194466114044,True,2059.1100369825676,5.4657278843110695e-08,5.465317242246882e-08,0.16267710291971263,4.0064829798747494e-06,p3_persistence,0.28716152271590883,3,0.010042697540249656,spherical-coordinate adapted views
3.202753918754312e-05,rho,1.4963402075386512,True,619.4146974550978,0.05518036756532078,0.055173899431733286,4.7868517642679375e-06,0.015266662316607891,p3_persistence,0.3656864687626106,3,0.020594735219475,spherical-coordinate adapted views
0.00012985393915211307,press,0.041007096378825755,True,1.767079805828021,7.659812813590829e-08,7.649496932648613e-08,1.908285471683177e-06,1.100728070146788e-05,p3_persistence,0.008642185681367131,3,0.000440370378856557,spherical-coordinate adapted views
0.08367675170572429,vel1,1.1315293161943556,True,638.0036105349213,0.03693169681167762,0.03640352860534482,0.025019781191966513,0.026960387465527622,p3_persistence,0.2606285666072869,3,0.016893927669694456,spherical-coordinate adapted views
0.0006262039112969236,vel2,0.07146305963397026,True,1.0881543004921996,4.1176061796308916e-08,4.1175954614795124e-08,6.810905922934527e-05,1.3785759682096823e-08,p3_persistence,0.012668515883206265,3,0.0008106865506398462,spherical-coordinate adapted views
0.1421789775006939,vel3,1.181883099405095,True,1012.0581815928887,9.069261039346378e-05,8.697798868315674e-05,0.09468962417739533,0.06369374336987893,p3_persistence,0.2729580266859052,3,0.009616399281964777,spherical-coordinate adapted views
4.896127883596897e+43,Bcc1,2.0899420193655448e+22,True,2.4793969807831363e+48,9.277432007092434e+42,9.170794856740727e+42,1.6325004492725588e+43,2.623086077718306e+42,stage_o_p3_localno,4.148609680192913e+21,5,6.673078586764705e+20,spherical-coordinate adapted views
0.004618672998760536,Bcc2,0.12541768334805967,True,116.27468644688109,7.854355087045427e-07,7.836767506389607e-07,0.0027662610699367954,0.00022043851408280884,stage_o_p3_localno,0.03450306585200263,5,0.0036930754368647415,spherical-coordinate adapted views
5.875169352802704,Bcc3,4.1712745320797,True,155369.60381663905,1.9933242869063697e-05,1.9589867420091272e-05,1.1031157771149098,0.18452453835604274,stage_o_p3_localno,1.2163984373772938,5,0.090233744695301,spherical-coordinate adapted views
0.2500643992859403,rho,1.2092733681706704,True,17887.576300984576,0.23105220601078558,0.23007781919102074,0.1240542776170363,0.03744747027928125,stage_o_p3_localno,0.4229716874289885,5,0.11340335205908897,spherical-coordinate adapted views
7.939907231342968e-05,press,0.018926646707361883,True,4.646660309288652,2.5799664008777798e-06,2.560955841834023e-06,5.256015761171895e-05,2.0979814545584804e-05,stage_o_p3_localno,0.007151185085723963,5,0.001712454495831457,spherical-coordinate adapted views
1.3936173820328313,vel1,3.990097210407257,True,61744.647070393905,0.08312226929814638,0.0818126057694728,0.275552507514647,0.1185004218575279,stage_o_p3_localno,0.7276611077774586,5,0.2064691720232896,spherical-coordinate adapted views
0.00044967227548129107,vel2,0.07146305963397026,True,15.402938971990057,3.363398241869257e-05,3.363369120987864e-05,0.0001619858493538272,1.7908000195022958e-05,stage_o_p3_localno,0.012890003782264146,5,0.003604880307423784,spherical-coordinate adapted views
0.17137512033290841,vel3,1.4908882905915386,True,4050.6081444167,0.002110419392715443,0.002074437177714153,0.13361895519480954,0.07792672769109484,stage_o_p3_localno,0.3248746805797284,5,0.04107524542667213,spherical-coordinate adapted views
0.0010556053432718721,Bcc1,0.19218433156609538,True,47.811147678727146,5.4948034731392394e-05,5.2737071688384456e-05,0.0018273057023540165,3.246026986713273e-05,stage_k_canonical_localno,0.030659481692210524,5,0.0051496111727533656,spherical-coordinate adapted views
0.0005809481439301757,Bcc2,0.07728038899425883,True,7.469664449772722,1.0022821019246771e-07,7.350297227117103e-08,0.0003184853159683874,7.060193153641926e-05,stage_k_canonical_localno,0.015465346171708168,5,0.001651851830022107,spherical-coordinate adapted views
4.559038485032738e-06,Bcc3,0.010797557421028614,True,0.08130189257862833,8.653922121439287e-08,8.621196152959276e-08,5.358010472153305e-06,4.393081688874085e-08,stage_k_canonical_localno,0.001986120016447029,5,0.0002695535157895918,spherical-coordinate adapted views
2.6841869222390282e-05,rho,0.10533034164640416,True,329.11595274524853,0.0001004629919273469,8.8196752831012e-05,3.186106820010627e-06,0.00013934735717041272,stage_k_canonical_localno,0.056820300757909614,5,0.004474323884331592,spherical-coordinate adapted views
3.9207628776735497e-07,press,0.001866542669006322,True,0.011811560004137005,1.4148008352048428e-09,1.408637435351865e-09,1.5859579022028977e-07,4.831504863592754e-08,stage_k_canonical_localno,0.0004101630259129729,5,6.822325490534767e-05,spherical-coordinate adapted views
0.02419498779824792,vel1,0.8017286667227752,True,428.19234543878696,0.009954335834764315,0.00922820499430178,0.007168768502941572,0.01580282077551417,stage_k_canonical_localno,0.16773346164898936,5,0.022750292683403128,spherical-coordinate adapted views
7.183067283900307e-05,vel2,0.028579350663349042,True,0.36287662738425647,1.8512044547741902e-06,1.7668249710190898e-06,1.529503812992968e-05,4.468726107134969e-07,stage_k_canonical_localno,0.00489502845699045,5,0.0007651992922902499,spherical-coordinate adapted views
0.000273246559753039,vel3,0.10688806885387749,True,5.259422416912023,3.9099696155286425e-05,3.3335877135866576e-05,0.0007442094981747273,8.413367841530859e-05,stage_k_canonical_localno,0.02053970659628525,5,0.0025115934918368693,spherical-coordinate adapted views
0.041538735576201954,Bcc1,0.6707821786403656,True,56.46890585936426,0.0003054834240032112,0.000305432047705548,0.029601589586721207,0.001451257553335505,stage_g_fno_plain_background,0.11757149545783581,5,0.008076877656086586,spherical-coordinate adapted views
0.0010585064913034383,Bcc2,0.07707592257065699,True,6.385606136368456,1.0078656880270894e-08,9.914178555118263e-09,0.0003297454296101664,0.00023748810814389483,stage_g_fno_plain_background,0.023276263287827375,5,0.0018480466356098745,spherical-coordinate adapted views
1.760138245634847e-05,Bcc3,0.010797557421028614,True,0.07024057157689256,9.39629038854715e-08,9.38985938657987e-08,1.2509923504881721e-05,7.682139957538333e-08,stage_g_fno_plain_background,0.002996097964233041,5,0.00021710848168342127,spherical-coordinate adapted views
7.952055056802164e-07,rho,0.6969892772328694,True,1.976577513982836,0.046289057882067594,0.04448663079793769,6.309607199808828e-07,0.004784870673342551,stage_g_fno_plain_background,0.12033219514802831,5,0.005290688479262819,spherical-coordinate adapted views
1.4501776684875483e-06,press,0.004064847112251187,True,0.011035966866070328,1.4451588010093073e-08,1.4432800312152046e-08,3.3395202808569257e-07,2.50900458178759e-07,stage_g_fno_plain_background,0.0009242240871450266,5,8.416477673637379e-05,spherical-coordinate adapted views
0.017945486089738845,vel1,0.7648831242322922,True,217.86664867953525,0.02033428221784011,0.02011398700537636,0.01224348999330015,0.020948814580431983,stage_g_fno_plain_background,0.18828950004231565,5,0.012690821022694027,spherical-coordinate adapted views
0.0002042604354752648,vel2,0.061791468616575,True,0.25403411295143585,9.354104380701929e-07,9.352403055879501e-07,4.105911163638715e-05,1.2946096278201987e-06,stage_g_fno_plain_background,0.007572786310618738,5,0.0006700563223669284,spherical-coordinate adapted views
0.0007756052217361739,vel3,0.10529022494331003,True,4.435108974916208,0.0002815984828315952,0.00026447995719812325,0.001102979450154293,0.00025460570252594424,stage_g_fno_plain_background,0.028227873167736443,5,0.0021066223640562065,spherical-coordinate adapted views
7.157857315837273,Bcc1,9.560849976539615,True,28762.452600948054,3.8100819947802626e-05,3.810081469610148e-05,3.172757210902108,8.232907444755887e-05,raw_truth,1.34547054230026,5,0.036095679837548265,spherical-coordinate adapted views
0.06694370776558646,Bcc2,1.0225746467709542,True,420.7866153402154,9.677510615727808e-10,9.677501677230346e-10,0.015836397126439524,0.003355529845376608,raw_truth,0.1305619535330638,5,0.005934723668903068,spherical-coordinate adapted views
17.798297112900954,Bcc3,15.675789561271674,True,118498.21168713563,1.0047933111204513e-07,1.00471099376116e-07,8.008682916786443,0.00022077362258234116,raw_truth,2.1100871098035348,5,0.07089262612049897,spherical-coordinate adapted views
81.08595713161517,rho,15.519378525359254,True,221184.2904686901,0.05392707189311388,0.05392685440473299,0.01092531979260553,1.3574244145395271,raw_truth,4.619983048555666,5,0.16637562621188162,spherical-coordinate adapted views
