disco_cosine,disco_physical_l2,disco_radial_skill,disco_residual_l2,disco_shell_skill,disco_state_l2,source_snapshot,stage_t_cosine,stage_t_physical_l2,stage_t_radial_skill,stage_t_residual_l2,stage_t_shell_skill,stage_t_state_l2
0.8296268460944599,69457.62134682848,-0.4360123170025547,0.8180281968252471,-4.626967399680512,0.2742461724541136,192,0.8287362686485066,7.39011544021943,-1.0066941616319869,0.832406644540276,-8.429671165987552,0.27977535435370515
0.8462052830569886,2.337284500787299,-1.1860216239456465,0.801693537922221,-3.067903063043789,0.25924089812826645,193,0.8474055109358157,21.690568699740542,-0.13142208017843982,0.8064010037250317,-0.5612616968223512,0.2593434077285678
0.8251113432736922,6.875804144567356,-2.8499620360848503,0.8278835211055476,-71.40495378289405,0.2749687627206367,194,0.8300228574539024,6.090615442620026,-0.3627731824353233,0.8139863094360213,-1.91493787192824,0.26624319344213665
0.7986004598815278,6.771160018664272,-0.705103009213444,0.8658220676253909,-5.658850497191906,0.2880519409759157,195,0.7904220209558145,544.0782592913678,-0.3231323099884378,0.8464820920215698,-3.7529143523930264,0.2833280874875629
0.7420853780234622,17.208317612492145,-0.6178919927560633,0.9179800881604263,-10.892604967502015,0.3028030871169264,196,0.7237315890990733,127.86926699985031,-0.556605738129111,0.9006302635919865,-0.11909014527874073,0.303012976781199
0.683909594671833,6540.00999636455,-1.1972293663999958,0.9759229481777287,-10.172918331412166,0.3221752363978793,197,0.6509657366609117,1439.1429970221964,-3.756833159817635,0.9734146420549679,-324.4971522456545,0.32902918280493737
0.6650548329491421,243.07361096207808,-2.3177064461540007,0.9836581546474756,-2035.9972144337419,0.3266163701762522,198,0.637617586734288,8.260348819552846,-0.4931844307276039,0.9829683825029717,-162.66655229075567,0.3367235569241923
0.7033330630037176,4524.3866882124685,-3.026524877342071,0.9539743319343196,-377.92492194472453,0.33571753626401907,199,0.6617904794914333,5.349626699202087,-1.726307295053707,0.9815441782251353,-435.74635622794216,0.35635062565456505
0.639388919512437,195.88465297799405,-1.493299704291851,0.9912652134160884,-21.476485802065305,0.3405275798866061,200,0.5825386892901541,771.9824202182915,-1.2437424794799083,0.9874637183311774,-22.49860482337724,0.3496588119726382
0.703831021933175,21.297280090611995,-1.2027869015230546,0.9587246748952848,-47.862711078068706,0.31264808010221556,201,0.6745104289463335,629.8266442356879,-5.926165230033809,0.9605440278387944,-1106.5110222804435,0.3196900553622626
0.7174042934551424,2.8867353336871586,-0.6599416649291636,0.9456042056606487,-21.36032106163058,0.31503381067932806,202,0.6933425428045572,44.18113694535993,0.003127860775898217,0.9532875344843764,-5.679772501624174,0.32096731799602146
0.7589158804427958,35.041591727264496,-1.0984685718371576,0.9197073227234098,-60.20225528823642,0.307327321047512,203,0.735953159964213,215.77051601930086,-0.9423222992471887,0.931963167237732,-5.031487548709127,0.3157496279521679
0.7261998271471942,416924.6232387954,-1.370831131657491,0.939918864011273,-17.92445627892763,0.3105463315208834,204,0.692536144527842,8.721177805332808,-0.8163417991524982,0.9554830269759793,-73.4681968947816,0.323939452773503
0.7175237470391183,268012773.3760162,-0.24824366416059784,0.9156462622051889,-1.6644048470185382,0.3120200709708226,205,0.6856961321589401,29.968129981065736,-0.5120681896330102,0.9379080646300895,-26.574509537174734,0.3246867670457932
0.7632014453283477,8.960536628202524,-0.5332097499490425,0.886319661057006,-67.38135540852547,0.30342762965085035,206,0.7531791763787494,22.94954633769536,-0.8215473095243373,0.8990618041755132,-4.708341560836885,0.31037143600557193
0.76895265303241,7354311.331206096,-0.18555781291596363,0.8970164777165235,-30.645342264879854,0.28486981462455596,207,0.7567744700306023,57.71730413560244,-1.0960206484439579,0.8861386118888743,-14.845491841355036,0.28315926606855113
0.8112445091631474,7879868437432.654,-0.2750813116185451,0.8619926975810277,-4.117383742391811,0.2683059569847047,208,0.7820831771926806,41.73147009147046,-2.8556961596401362,0.8680363054065382,-88.34474366607147,0.27305918308548743
0.8258799862263991,8438586301681.387,-1.8794515741464322,0.8490848678862721,-25.538985250036347,0.2551930727910038,209,0.8147174088761016,40.31649323724312,-0.4834351432442887,0.8391428244820196,-1.3403457032104558,0.254411212322518
0.7946592652373184,17419526130995.016,-0.48766908924996444,0.8556737125325764,-4.275319448826841,0.24841513180887315,210,0.783005042642557,16.022997954348472,-0.35175705667013224,0.8533776417891006,-5.424829923140237,0.2490352842860965
