channel,high_frequency_fraction_absolute_difference,index_grid_high_frequency_energy_fraction,index_grid_low_frequency_energy_fraction,radial_increment_relative_l2,reference_high_frequency_energy_fraction,reference_low_frequency_energy_fraction,reference_resolution,reference_semantics,residual_cosine,residual_relative_difference,resolution,shell_increment_relative_l2,source_snapshot,target_snapshot,temporal_increment_loss_inner,temporal_increment_loss_middle,temporal_increment_loss_outer
rho,0.0231721982825579,0.13797976845487633,0.8620202315451236,0.5136932752621209,0.16115196673743423,0.8388480332625657,128,HIGHER_RES_SAMPLING_REFERENCE,0.8329781273602566,0.560201961217076,64,0.032465398719158406,50,51,0.24592008086483072,0.8208242031894172,0.560526844753981
rho,0.001155147036058797,0.04076221527328968,0.9592377847267103,0.4627763816555752,0.04191736230934848,0.9580826376906515,128,HIGHER_RES_SAMPLING_REFERENCE,0.9047847879628984,0.4262903578772673,96,0.11926641833492342,50,51,0.17957424724508123,0.38939151436885056,0.4268520670529946
rho,0.0,0.01633950064757064,0.9836604993524294,0.0,0.01633950064757064,0.9836604993524294,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,50,51,0.0,0.0,0.0
press,0.060793219021743894,0.3649273359468537,0.6350726640531463,0.15236572518646627,0.30413411692510983,0.6958658830748902,128,HIGHER_RES_SAMPLING_REFERENCE,0.9290476772385405,0.38779086886976966,32,0.06802629757935505,50,51,0.3866914432361606,0.14588134070519065,0.6308948769991324
press,0.011595285285648613,0.05529733161120602,0.944702668388794,0.19025822157686856,0.06689261689685463,0.9331073831031453,128,HIGHER_RES_SAMPLING_REFERENCE,0.9264123348951684,0.3793211179408357,64,0.07123411881130379,50,51,0.37795069265515163,0.17512479402343534,0.6168108374711537
press,0.008113798468515277,0.035329958943031446,0.9646700410569685,0.09271360087684787,0.02721616047451617,0.9727838395254839,128,HIGHER_RES_SAMPLING_REFERENCE,0.9739277781738653,0.2303958692933232,96,0.024893073848684354,50,51,0.22886784225702808,0.10517471832693386,0.45225216278723607
press,0.0,0.016851012829061752,0.9831489871709382,0.0,0.016851012829061752,0.9831489871709382,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,50,51,0.0,0.0,0.0
vel1,0.009658650145653924,0.44360904652054917,0.5563909534794509,0.21013490862419165,0.4532676966662031,0.546732303333797,128,HIGHER_RES_SAMPLING_REFERENCE,0.9180696424026016,0.4116429035330163,32,0.11577005046241941,50,51,0.3000242437633549,0.3467805846115196,0.4814546948108316
vel1,0.00040840501838779186,0.1622548202736192,0.8377451797263809,0.19760323152408174,0.162663225292007,0.837336774707993,128,HIGHER_RES_SAMPLING_REFERENCE,0.9207385672632844,0.3966357718159069,64,0.03297965489940155,50,51,0.30216784489400883,0.2678044464512274,0.46500385192173677
vel1,0.008902509514888343,0.09798950852511357,0.9020104914748864,0.18621285725364492,0.08908699901022522,0.9109130009897748,128,HIGHER_RES_SAMPLING_REFERENCE,0.9600090551180612,0.2839118318828021,96,0.03856065163893162,50,51,0.1859921672387753,0.2068042166943659,0.3468970446407315
vel1,0.0,0.05195522307852196,0.948044776921478,0.0,0.05195522307852196,0.948044776921478,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,50,51,0.0,0.0,0.0
vel2,0.025422567116796607,0.2184794052319405,0.7815205947680595,2.2055674521303503,0.24390197234873712,0.7560980276512629,128,HIGHER_RES_SAMPLING_REFERENCE,0.9464461943168363,0.32343818921612694,32,2.1895257231902217,50,51,0.3247671087567614,0.22809373087515356,0.6854082533890982
vel2,0.0019924270348001885,0.03336707502388603,0.966632924976114,1.820664197232449,0.03535950205868622,0.9646404979413138,128,HIGHER_RES_SAMPLING_REFERENCE,0.9573416977148297,0.2903559817655131,64,2.081814205834176,50,51,0.2908070231631127,0.2703772237701434,0.48943788550515077
vel2,0.00018466118550396551,0.01578240092659085,0.9842175990734091,2.1022659407230706,0.015967062112094817,0.9840329378879051,128,HIGHER_RES_SAMPLING_REFERENCE,0.9805175820782753,0.19647220399662874,96,2.0938758860002604,50,51,0.19707289289374383,0.1632139345917258,0.4478063188119712
vel2,0.0,0.00759148893743808,0.9924085110625619,0.0,0.00759148893743808,0.9924085110625619,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999999,0.0,128,0.0,50,51,0.0,0.0,0.0
vel3,0.017314331628798058,0.1916562196956076,0.8083437803043925,0.14091896121533723,0.17434188806680953,0.8256581119331905,128,HIGHER_RES_SAMPLING_REFERENCE,0.9378743153773915,0.34953807374189555,32,0.08357291508751524,50,51,0.34839485505385287,0.409366677293054,0.49996799763428007
vel3,0.004087078948778702,0.04218350425925692,0.9578164957407431,0.12851919623414654,0.038096425310478216,0.9619035746895218,128,HIGHER_RES_SAMPLING_REFERENCE,0.9723766983530483,0.23342215451122972,64,0.06770898371648693,50,51,0.2320821439875148,0.2654302579650907,0.4312928681261799
vel3,0.0004048557715539032,0.023234770799800707,0.9767652292001993,0.08331608739978887,0.02363962657135461,0.9763603734286453,128,HIGHER_RES_SAMPLING_REFERENCE,0.9774460906250865,0.21181818435931718,96,0.03364281540444308,50,51,0.2109288405802067,0.23930681637012344,0.34162208193268817
vel3,0.0,0.015160574286447126,0.9848394257135529,0.0,0.015160574286447126,0.9848394257135529,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,50,51,0.0,0.0,0.0
Bcc1,0.0044421784172682666,0.11502075380528771,0.8849792461947122,1.8788356636025578,0.11946293222255598,0.880537067777444,128,HIGHER_RES_SAMPLING_REFERENCE,0.9956430842892348,0.10160276776870081,32,1.8887076296308023,75,76,0.08143228224730312,0.189626099759736,0.35774502957801024
