channel,field_loss_inner,field_loss_middle,field_loss_outer,global_cosine,global_relative_l2,high_frequency_fraction_absolute_difference,index_grid_high_frequency_energy_fraction,index_grid_low_frequency_energy_fraction,maximum,minimum,q001,q999,radial_profile_relative_l2,reference_high_frequency_energy_fraction,reference_low_frequency_energy_fraction,reference_maximum,reference_minimum,reference_q001,reference_q999,reference_resolution,reference_semantics,resolution,shell_mean_relative_l2,shell_variance_relative_l2,snapshot
vel1,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.018747318216135296,0.9812526817838647,0.04813704639673233,-5.379485601583972e-16,-3.8384941778141885e-16,0.0461864173412323,0.0,0.018747318216135296,0.9812526817838647,0.04813704639673233,-5.379485601583972e-16,-3.8384941778141885e-16,0.0461864173412323,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,0
vel2,0.0,0.0,0.6835857323794835,0.7779908288518284,0.6835857323794833,0.0286616947967403,0.26100258691135425,0.7389974130886457,1.2551894315038226e-06,-1.292842057409871e-06,-1.0690969247661997e-06,1.2232167136971839e-06,2.063738807402735,0.28966428170809455,0.7103357182919054,1.2575314940477256e-06,-1.2022935607092222e-06,-1.196502807943034e-06,1.0553998208706616e-06,128,HIGHER_RES_SAMPLING_REFERENCE,32,3.259409786163689,0.08510565192844599,0
vel2,0.0,0.0,0.3349009138057143,0.9458546709030945,0.33490091380571424,0.0029560939081780258,0.07549063578731002,0.92450936421269,1.26087843455025e-06,-1.26087843455025e-06,-1.196502807943034e-06,1.196502807943034e-06,0.0,0.07844672969548805,0.921553270304512,1.292842057409871e-06,-1.292842057409871e-06,-1.1530978554219473e-06,1.1530978554219473e-06,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.0,0.07789465408660332,0
vel2,0.0,0.0,0.4032801601979798,0.9194316285095089,0.4032801601979798,0.0017460550359648594,0.05698436417131286,0.9430156358286872,1.292842057409871e-06,-1.292842057409871e-06,-1.2022935607092222e-06,1.2022935607092222e-06,1.886085235130988,0.05873041920727772,0.9412695807927223,1.26087843455025e-06,-1.26087843455025e-06,-1.1878616987814894e-06,1.1681241858241265e-06,128,HIGHER_RES_SAMPLING_REFERENCE,96,1.7420938094945642,0.0423177215187618,0
vel2,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0470884687324066,0.9529115312675934,1.292842057409871e-06,-1.292842057409871e-06,-1.1878616987814894e-06,1.1878616987814894e-06,0.0,0.0470884687324066,0.9529115312675934,1.292842057409871e-06,-1.292842057409871e-06,-1.1878616987814894e-06,1.1878616987814894e-06,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,0
vel3,1.2464057138382736,0.05440552022170354,0.42703376708662144,0.9098505220715369,0.42703376708662144,0.004621829759720156,0.12490624943413799,0.875093750565862,0.004944709595292807,-3.0727337771511423e-16,-2.8100786540260364e-16,0.004851406905800104,0.12975981351725158,0.12952807919385814,0.8704719208061419,0.005166538525372744,-3.27844763979267e-16,-3.075771449058233e-16,0.005118095315992832,128,HIGHER_RES_SAMPLING_REFERENCE,32,0.04859783606058671,0.07407311032807555,0
vel3,1.2851143437605088,0.18595109425947492,0.40380909040574486,0.9198203073340129,0.4038090904057449,2.9162256253399688e-05,0.06173038806371154,0.9382696119362884,0.005166538525372744,-6.473360890327121e-16,-3.326257091011459e-16,0.005094100255519152,0.16126984560638954,0.06170122580745814,0.9382987741925418,0.004944709595292807,-4.801428496125867e-16,-3.619721449406164e-16,0.0047829607501626015,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.08977078818936389,0.16349550165257595,0
vel3,1.1385692999711434,0.2551204603482967,0.2953255825646456,0.9565860962908971,0.2953255825646456,0.0014715963376011956,0.042307252351526395,0.9576927476484736,0.004944709595292807,-4.192273105404912e-16,-3.526330773015457e-16,0.004738042131066322,0.0761147375101331,0.04377884868912759,0.9562211513108724,0.005166538525372744,-5.506968295310481e-16,-3.561522874391505e-16,0.004688499961048365,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.023762768599336563,0.042192689559217164,0
vel3,0.0,0.0,0.0,1.0,0.0,0.0,0.0330007933105479,0.966999206689452,0.005166538525372744,-5.506968295310481e-16,-3.4741437496461393e-16,0.004851406905800104,0.0,0.0330007933105479,0.966999206689452,0.005166538525372744,-5.506968295310481e-16,-3.4741437496461393e-16,0.004851406905800104,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,0
Bcc1,0.0778355087303169,0.06885706334473315,0.22727325858053277,0.9984475022523557,0.07955522090442946,0.003976355719717245,0.1329091517321845,0.8670908482678155,0.2721819281578064,-0.27614328265190125,-0.26494133472442627,0.25443172454833984,1.9017585978436005,0.13688550745190176,0.8631144925480982,0.3024534583091736,-0.29788637161254883,-0.27733081579208374,0.289507657289505,128,HIGHER_RES_SAMPLING_REFERENCE,32,1.9045401117523744,0.11706639539667194,25
Bcc1,0.08194727530078315,0.06685556974531809,0.06739749824458069,0.9982884339893654,0.0817993242952681,0.002562968747199912,0.06276004476821455,0.9372399552317855,0.3024534583091736,-0.302453875541687,-0.26305320858955383,0.26305583119392395,1.906114138340611,0.06532301351541446,0.9346769864845855,0.3373359441757202,-0.3373304009437561,-0.2874215841293335,0.2874237298965454,128,HIGHER_RES_SAMPLING_REFERENCE,64,1.9065821148363655,0.11903807416850319,25
Bcc1,0.04789806567355827,0.039349680954526206,0.13513496341865147,0.9989652801581985,0.048861689842648756,0.0009478773495417842,0.04398929137419029,0.9560107086258097,0.3373359441757202,-0.3373304009437561,-0.27614304423332214,0.27218151092529297,1.9563228631875966,0.043041414024648506,0.9569585859753515,0.3373359441757202,-0.3373304009437561,-0.28950583934783936,0.28950750827789307,128,HIGHER_RES_SAMPLING_REFERENCE,96,1.9567367974159504,0.03666694816934791,25
Bcc1,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.03155433382766237,0.9684456661723376,0.3373359441757202,-0.3373304009437561,-0.27733010053634644,0.27733203768730164,0.0,0.03155433382766237,0.9684456661723376,0.3373359441757202,-0.3373304009437561,-0.27733010053634644,0.27733203768730164,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,25
Bcc2,0.1738454130178758,0.07541255693406004,0.18397242034725203,0.9934283463205431,0.17370884504963735,0.002554000132300227,0.25302738466016,0.7469726153398399,0.03194361552596092,-0.006103243213146925,-0.004780618939548731,0.03143617883324623,0.1389414459920854,0.2504733845278598,0.7495266154721403,0.038377996534109116,-0.0062977466732263565,-0.0048063769936561584,0.038371458649635315,128,HIGHER_RES_SAMPLING_REFERENCE,32,0.145387121951084,0.2475457058054387,25
Bcc2,0.24882720119532745,0.06916248051180286,0.12575067511777197,0.9858098263732723,0.24863608095297063,0.025577398556999337,0.1271573295289352,0.8728426704710648,0.04047457128763199,-0.00752871623262763,-0.005327823106199503,0.03837617486715317,0.20605703452075488,0.15273472808593452,0.8472652719140654,0.05443653091788292,-0.00793618056923151,-0.005565490573644638,0.053581539541482925,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.1855360577468629,0.3684342567073418,25
