backward_runtime_seconds,evaluation_runtime_seconds,forward_runtime_seconds,geometry,model,parameter_count,peak_allocated_vram_mib,peak_reserved_vram_mib,training_runtime_seconds
0.16648133399985454,6.739276234002318,0.1317850739997084,INDEX_SPACE_DISCO3D,Stage AD,363480,648.0830078125,908.0,8874.88544394
1.31310383500022,31.652150658002938,0.6231939160002185,ANISOTROPIC_LOCAL_SPHERICAL_TANGENT_PROXY,Stage AG,363480,1608.5966796875,1992.0,92127.67364240902
