clipping_fraction,cumulative_runtime_seconds,epoch,epoch_runtime_seconds,gpu_peak_allocated_mib,gpu_peak_reserved_mib,gradient_norm_after_clip_mean,gradient_norm_before_clip_max,gradient_norm_before_clip_mean,learning_rate,learning_rate_start,microbatches_completed,microbatches_this_epoch,model,nonfinite_count,optimizer_updates,optimizer_updates_this_epoch,train_loss_max,train_loss_mean,train_loss_median,train_loss_min
0.9761904761904762,9.55769090900003,1,9.55769090900003,490.3427734375,664.0,0.9987304664793468,36.802799224853516,8.599158741178966,1.3333333333333335e-05,3.174603174603175e-07,168,168,fno,0,42,42,2603.46337890625,108.27414905563707,6.5484113693237305,0.13279317319393158
0.9523809523809523,18.678862176000052,2,9.121171267000022,490.3427734375,664.0,0.9930521831625984,39.636932373046875,7.434546118690854,2.666666666666667e-05,1.3650793650793652e-05,336,168,fno,0,84,42,2603.1015625,108.10034113479335,6.37381386756897,0.12465060502290726
0.9523809523809523,28.44205528900011,3,9.763193113000057,490.3427734375,664.0,0.9897024390243349,33.939022064208984,5.584755967060725,4e-05,2.6984126984126987e-05,504,168,fno,0,126,42,2602.322265625,107.83942069831703,6.082492113113403,0.11108338832855225
0.9523809523809523,38.1290044860001,4,9.68694919699999,490.3427734375,664.0,0.9879396259784698,33.112709045410156,3.9254884890147617,5.333333333333334e-05,4.031746031746032e-05,672,168,fno,0,168,42,2601.176025390625,107.58287037359108,5.771249055862427,0.10616406798362732
0.8095238095238095,47.73837309600003,5,9.609368609999933,490.3427734375,664.0,0.9854885566802252,28.975482940673828,3.0335908972081684,6.666666666666667e-05,5.3650793650793654e-05,840,168,fno,0,210,42,2600.9326171875,107.38375784234987,5.638625144958496,0.09058859944343567
0.7142857142857143,57.371709966000026,6,9.633336869999994,490.3427734375,664.0,0.9289731752304804,31.00653076171875,3.016129597311928,8e-05,6.698412698412698e-05,1008,168,fno,0,252,42,2602.01513671875,107.25324519275732,5.540903806686401,0.08102021366357803
0.5476190476190477,66.98118067500002,7,9.609470708999993,490.3427734375,664.0,0.8198266958906537,33.47690200805664,3.563007027620361,9.333333333333333e-05,8.031746031746032e-05,1176,168,fno,0,294,42,2603.9873046875,107.13578569631846,5.499585866928101,0.07454495877027512
0.6428571428571429,76.63550230499993,8,9.654321629999913,490.3427734375,664.0,0.8710078455152965,33.55241394042969,3.885546637432916,0.00010666666666666668,9.365079365079364e-05,1344,168,fno,0,336,42,2603.357666015625,106.96971239513229,5.496183156967163,0.07059244811534882
0.5952380952380952,86.26029191299995,9,9.624789608000015,490.3427734375,664.0,0.8834637985343025,37.848968505859375,4.926164523476646,0.00012,0.000106984126984127,1512,168,fno,0,378,42,2603.46435546875,106.73220655832085,5.484200954437256,0.06712106615304947
0.7380952380952381,95.84934189699993,10,9.589049983999985,490.3427734375,664.0,0.9335427660317648,43.84640121459961,6.087039569304103,0.00013333333333333334,0.00012031746031746032,1680,168,fno,0,420,42,2606.830078125,106.46159082948274,5.485639810562134,0.06650949269533157
