channel,detector_flag,detector_std_ratio_oracle_over_same_raw,inverse_clamp_occupancy,oracle_combined_demeaned_high_k_energy,oracle_combined_demeaned_low_k_energy,oracle_combined_demeaned_mid_k_energy,oracle_combined_demeaned_total_nonzero_mode_energy,oracle_dynamic_span_q99_q01,oracle_gradient_energy,oracle_near_zero_occupancy,oracle_std,oracle_total_variation,oracle_variance,preprocessing_combined_demeaned_high_k_energy_undefined,preprocessing_combined_demeaned_low_k_energy_undefined,preprocessing_combined_demeaned_mid_k_energy_undefined,preprocessing_combined_demeaned_total_nonzero_mode_energy_undefined,preprocessing_dynamic_span_q99_q01_undefined,preprocessing_gradient_energy_undefined,preprocessing_retention_combined_demeaned_high_k_energy,preprocessing_retention_combined_demeaned_low_k_energy,preprocessing_retention_combined_demeaned_mid_k_energy,preprocessing_retention_combined_demeaned_total_nonzero_mode_energy,preprocessing_retention_dynamic_span_q99_q01,preprocessing_retention_gradient_energy,preprocessing_retention_std,preprocessing_retention_total_variation,preprocessing_retention_variance,preprocessing_std_undefined,preprocessing_total_variation_undefined,preprocessing_variance_undefined,radial_profile_variance_retention,radial_profile_variance_undefined,raw_combined_demeaned_high_k_energy,raw_combined_demeaned_low_k_energy,raw_combined_demeaned_mid_k_energy,raw_combined_demeaned_total_nonzero_mode_energy,raw_dynamic_span_q99_q01,raw_gradient_energy,raw_near_zero_occupancy,raw_oracle_sign_agreement,raw_oracle_sign_change_fraction,raw_std,raw_to_oracle_relative_l2,raw_total_variation,raw_variance,shell_variance_retention,shell_variance_retention_median,step,target_snapshot,transform_clamp_occupancy
Bcc3,True,0.007013163684081008,0.434814453125,0.15884898881370266,3.2286520098616847,0.25026007591716565,3.637761074592553,0.010797557421028614,3.554424998132539e-06,0.0,0.0037251788177542927,0.00020828969794417341,1.387695722424527e-05,False,False,False,False,False,False,2.2394469596323903e-05,5.615932061011389e-05,2.6687508842512895e-05,4.9184465868205594e-05,0.0026956177843280907,0.00016601554726562387,0.007013163755981005,0.010202179261661832,4.9184465868205594e-05,False,False,False,0.00025676991237473805,False,7093.223982396888,57490.937831613075,9377.423625186935,73961.58543919692,4.005596596002579,0.021410193543171478,0.006591796875,1.0,0.0,0.5311695188319773,0.9966861761158348,0.020416196638192097,0.28214105773619425,"[1.3451974461642622e-05,0.00033451706566457485,0.005018742641894739,0.06755707302685456,0.37512773605337574,0.9565071681440535,1.0000000276200673,0.9999999704787654]",0.22134240454011514,2,93,0.434814453125
rho,False,1.0,0.0,1337.4257881561111,282269.5373960108,13651.2905139175,297258.2536980844,5.792183783641881,0.23843987592671734,0.0,1.064871000434581,0.04353701257971703,1.133950247566545,False,False,False,False,False,False,0.9999999800764632,1.0000000319751943,0.9999999631738756,1.0000000285820587,1.0000005869726645,1.000000007270328,1.0000000142910295,0.9999999574512158,1.0000000285820587,False,False,False,1.000000032288759,False,1337.4258148023637,282269.5283703878,13651.29101664164,297258.24520183174,5.792180383790328,0.23843987419318124,0.0,1.0,0.0,1.0648709852164784,7.193608931656242e-07,0.04353701443216406,1.1339502151559135,"[0.9999999883134166,1.0000000366397188,0.9999999735206935,1.0000001441281414,1.0000001243992127,1.0000000607977075,0.9999997461787242,0.9999999773120593]",1.0000000124765678,2,93,0.0
press,False,1.0,0.0,10.484440012397178,569.8911252854743,39.70089237190106,620.0764576697726,0.23534970114600412,0.0006462948198014788,0.0,0.048635418858598484,0.0019276764276997434,0.002365403967551317,False,False,False,False,False,False,0.9999998711785528,1.0000000064584065,0.999999983810351,1.0000000027209934,0.9999999379515927,0.9999999853309242,1.0000000013604968,1.0000000127721917,1.0000000027209937,False,False,False,0.9999999995021631,False,10.484441363018087,569.8911216048858,39.700893014644585,620.0764559825486,0.23534971574907915,0.0006462948292820267,0.0,1.0,0.0,0.048635418792430156,6.275565412282213e-07,0.0019276764030790906,0.002365403961115068,"[0.9999999162768943,1.0000000095961479,1.0000000348470373,0.9999999496108419,1.0000000559930011,1.0000000291027837,1.0000000695098277,1.000000041499678]",1.0000000319749105,2,93,0.0
vel1,False,1.0,0.0,514.325648993287,14593.027497425024,743.6643346346464,15851.017481052953,0.9853484594821931,0.004301360381669765,0.0,0.24590004685307967,0.01813777029897282,0.06046683304234678,False,False,False,False,False,False,1.0000000008326788,1.0000000002142089,1.00000000825982,1.0000000006117435,0.9999999975236525,1.0000000051047202,1.0000000003058718,1.0000000030382954,1.0000000006117435,False,False,False,1.0000000008248437,False,514.3256485650189,14593.027494299067,743.6643284921129,15851.017471356197,0.9853484619222582,0.004301360359712524,0.0,1.0,0.0,0.2459000467778658,5.7087335856540215e-08,0.018137770243864915,0.06046683300535659,"[0.9999999994871474,1.0000000024891706,1.0000000002470604,0.9999999983389908,1.0000000014468104,1.0000000044452506,0.9999999987864302,0.9999999994465305]",0.9999999998671039,2,93,0.0
vel2,False,0.31909083599972826,0.07134246826171875,1.2724324419357111,28.636945712350478,2.1514748239396684,32.06085297822586,0.07146307080984116,2.260685879224257e-05,0.0,0.011059043728534728,0.0006080605835711766,0.0001223024481896433,False,False,False,False,False,False,0.20897271997180142,0.09632292345433378,0.18723948785211672,0.10181896839863896,0.29406998625373076,0.06912381237848714,0.3190908466230878,0.2852537164269199,0.10181896839863894,False,False,False,0.07731209089014968,False,6.088988276112843,297.301459355385,11.490497269672735,314.88094490117055,0.24301382035017025,0.00032704878412172656,0.0,1.0,0.0,0.034657978583753433,0.7779258200415949,0.0021316482434925884,0.0012011754795119116,"[0.07868818021143995,0.708570678318151,1.000000001288118,1.000000000138408,0.999999999966404,0.9999999974498538,1.0000000017009107,0.9999999964099795]",0.999999998708129,2,93,0.07134246826171875
vel3,False,0.16806843491427775,0.2524070739746094,8.465793576796264,470.04106735864167,13.598015365213108,492.104876300651,0.13684375941753388,0.00016459064286245657,0.0,0.043327025353984576,0.002351757314893685,0.0018772311260248226,False,False,False,False,False,False,0.008883371447165146,0.031002422990346515,0.010403447740431008,0.028247000302176688,0.11152810290791981,0.06429619716464542,0.16806843933998042,0.2329315867822125,0.028247000302176688,False,False,False,0.019876070907736416,False,952.9933119590378,15161.430043871162,1307.0681666777664,17421.49152250796,1.2269890354946256,0.002559881456767712,0.0,1.0,0.0,0.2577939411119281,0.8580191053701159,0.01009634351176486,0.06645771607402025,"[0.012135325732518602,0.050120580563848535,0.14371780474730775,0.422160553265917,0.762719102985854,0.9999514554305781,0.9999999919930641,0.9999999968025733]",0.5924398281258855,2,93,0.2524070739746094
Bcc1,False,1.0,0.0,16175.932153140922,260408.53979997686,22804.546660488504,299389.01861360634,7.398968334197999,0.04024548511773992,0.0,1.0686807150236575,0.028617846216946952,1.142078470663476,False,False,False,False,False,False,0.9999999782580247,0.9999999958287826,1.0000000286237796,0.999999997377442,1.000000368311532,1.0000000066076173,0.9999999986887208,1.0000000135457652,0.9999999973774418,False,False,False,1.000001195101873,False,16175.932504837649,260408.5408861975,22804.546007736208,299389.0193987714,7.39896560907364,0.04024548485181316,0.0,1.0,0.0,1.0686807164249963,5.947552899610088e-07,0.028617845829296332,1.1420784736586431,"[0.9999999972007685,0.9999999982215672,0.9999999965916859,1.0000000159853062,1.0000000038470287,0.9999999880422606,1.00000005675568,0.9999999113487422]",0.9999999977111678,3,94,0.0
Bcc2,False,0.35800033919241303,0.0701141357421875,2.6607820547446006,118.0245702064566,4.324680550543128,125.0100328117443,0.13481904193758965,3.8514197493802254e-05,0.00263214111328125,0.021837477655229608,0.0008698529650722394,0.00047687543034265244,False,False,False,False,False,False,0.026044169030559738,0.15921137843887018,0.03278317373438195,0.12816424638202722,0.286637900670996,0.08177847940926175,0.35800034410881115,0.3157363731324024,0.1281642463820272,False,False,False,0.13151814171503587,False,102.16421386385909,741.3073824479987,131.91769001936322,975.389286331221,0.47034618109464676,0.0004709576134456758,0.00653076171875,1.0,0.0,0.06099848230478877,0.7492552287451488,0.002754997647063841,0.003720814843487629,"[0.10551758935638972,0.9999999722354255,1.000000017280972,0.9999999940607497,0.9999999853748058,1.0000000464426193,1.0000000378623572,0.9999994193065154]",0.9999999897177778,3,94,0.0701141357421875
Bcc3,True,0.0033852923471984686,0.482421875,0.09542569105916174,3.752756437902422,0.1390463536639513,3.987228482625536,0.010797557421028614,8.155811587461858e-07,0.0,0.003900008921796686,9.289352426991744e-05,1.5210069590093748e-05,False,False,False,False,False,False,2.4127917490000737e-06,1.451216944691818e-05,2.7934500395719088e-06,1.1460203537910163e-05,0.0013458710956020727,8.32806131918154e-06,0.003385292238184196,0.002525127194735907,1.1460203537910163e-05,False,False,False,8.0739924845361e-06,False,39549.90773601109,258593.7582681245,49775.85125712859,347919.5172612642,8.022727775573744,0.09793169472320107,0.013916015625,1.0,0.0,1.1520449779214847,0.9985457756617236,0.036787661415064996,1.3272076311541143,"[2.798602845686378e-06,0.00014955611547081812,0.0039030122608497524,0.06324229111997219,0.36437304240872154,0.9376255709134643,1.0000000206335014,0.9999998767591396]",0.21380766676434687,3,94,0.482421875
rho,False,1.0,0.0,358782.7862835353,3218350.4949891088,978380.8889179734,4555514.170190617,13.183742641019537,8.460514970927916,0.0,4.16868173989597,0.15015594121521048,17.37790744854209,False,False,False,False,False,False,1.0000000659570116,1.0000000083567504,1.00000000341986,1.000000011832938,0.9999999291096755,1.0000000407411334,1.0000000059164689,1.0000000124285275,1.0000000118329377,False,False,False,1.0000000085316287,False,358782.76261929644,3218350.4680941575,978380.8855720477,4555514.116285502,13.183743575619397,8.46051462623696,0.0,1.0,0.0,4.168681715232094,8.33090026877226e-07,0.15015593934899324,17.377907242910396,"[1.000000003200038,1.0000001091250972,0.9999999822245998,0.9999999475922235,0.9999999955339545,0.9999998514064077,1.000000193103926,1.0000000853819198]",0.9999999993669962,3,94,0.0
press,False,1.0,0.0,2418.914657934789,7185.461722350315,4111.6793617340945,13716.0557420192,0.3137220517507045,0.04217946116142806,0.01171875,0.22874133936444613,0.007621149195240487,0.05232260033424071,False,False,False,False,False,False,0.9999999104151734,0.9999999908931917,1.0000000287132296,0.9999999880377346,0.9999996200164208,0.9999999881833261,0.9999999940188671,1.0000000153347912,0.9999999880377343,False,False,False,0.9999999833173804,False,2418.9148746328583,7185.461787786938,4111.6792436745045,13716.055906094301,0.3137221709599779,0.042179461659849,0.01171875,1.0,0.0,0.22874134073257849,8.630087300187926e-07,0.007621149078371758,0.052322600960137564,"[0.9999999872768749,1.0000000467569512,1.0000000093794363,0.9999999537210826,1.0000000413734804,0.9999999907330895,0.9999999331138527,0.9999999014658232]",0.9999999890049822,3,94,0.0
vel1,False,1.0,0.0,360.2324359405548,13243.410710826256,510.5921012373015,14114.235248004114,0.8071942427754403,0.003677114090737264,0.0,0.2320377870239011,0.018388756512409097,0.05384153460694928,False,False,False,False,False,False,1.000000006984593,1.0000000005295708,0.9999999888515925,1.0000000002718614,0.999999993688837,1.0000000000619822,1.0000000001359308,0.9999999982198194,1.0000000002718612,False,False,False,1.0000000001974922,False,360.2324334244779,13243.410703812933,510.5921069295904,14114.235244166997,0.8071942478697748,0.0036771140905093487,0.0,1.0,0.0,0.23203778699236002,5.060604259198392e-08,0.018388756545144404,0.05384153459231185,"[0.9999999998156651,0.999999997424477,0.9999999982749264,0.9999999990439485,0.999999999878917,1.0000000016711315,1.000000002511018,0.9999999992335141]",0.9999999995245896,3,94,0.0
vel2,False,0.6397941039995518,0.04103851318359375,0.9257621164530154,21.8330753131528,1.1559675987842815,23.914805028390095,0.07146307080984116,1.1488921722257186e-05,3.814697265625e-06,0.009551321445211373,0.0005336516028492805,9.122774134975467e-05,False,False,False,False,False,False,0.20246214928904172,0.45679708359617016,0.1909170699533913,0.40933649911715,0.5968048359120781,0.47974975358524363,0.6397941068165209,0.6649375382789471,0.4093364991171498,False,False,False,0.4188461654384427,False,4.5725194546431815,47.79600417163402,6.054815313614903,58.4233389398921,0.11974278107285505,2.3947738662497914e-05,3.814697265625e-06,1.0,0.0,0.014928742455501368,0.4774278195709616,0.0008025589955870547,0.000222867351302689,"[0.3791260092823974,1.0000000035561423,0.9999999994826307,0.9999999992037828,1.000000002013939,1.0000000019488668,1.0000000064474122,1.0000000038316437]",1.000000001981403,3,94,0.04103851318359375
vel3,False,0.17404575853103804,0.3517341613769531,6.656505096907721,509.0244880741621,9.96380086613859,525.6447940372085,0.10325973341241479,3.78178964031489e-05,0.0,0.04477918889957427,0.0012813898937975917,0.002005175758503755,False,False,False,False,False,False,0.007236931472697091,0.03334451816537764,0.00853628410939252,0.03029192370227842,0.09151152119686648,0.018070232775030323,0.17404575175016027,0.13706651251052254,0.030291923702278414,False,False,False,0.027277156107651093,False,919.7966185006511,15265.612342921591,1167.2292930334131,17352.638254455655,1.128379597037565,0.002092828403151848,0.0,1.0,0.0,0.2572840098036638,0.8392543441145084,0.009348672190803861,0.06619506170065176,"[0.0,6.835280226029374e-07,0.07287508672612064,0.4024242278300873,0.7519449813481379,0.9968787539017644,0.9999999858827163,1.0000000007258312]",0.5771846045891126,3,94,0.3517341613769531
Bcc1,False,1.0,0.0,23262.7134220998,333269.1878937948,31399.32551900465,387931.22683489916,8.54719397068024,0.03853619429656837,0.0,1.2164868228869727,0.03269978625133022,1.4798401902576412,False,False,False,False,False,False,1.000000018035832,0.9999999939282855,0.9999999741007379,0.9999999937690699,1.0000003665321375,0.9999999771647716,0.9999999968845348,0.9999999838734055,0.9999999937690698,False,False,False,0.9999991097956936,False,23262.71300253742,333269.18991731014,31399.32633222403,387931.2292520715,8.547190837860112,0.038536195176551186,0.0,1.0,0.0,1.2164868266768951,6.098407142456389e-07,0.032699786778666425,1.4798401994784223,"[0.9999999924732367,1.0000000047472195,1.0000000055936022,0.9999999930439887,1.0000000184128108,1.0000000151025863,1.0000000076546978,0.9999999490229089]",1.0000000051704108,4,95,0.0
Bcc2,False,0.2274045662177462,0.0876617431640625,2.5572808913291327,130.01865605111232,4.97237384992039,137.54831079236183,0.13481904193758965,4.7124948795111045e-05,0.00319671630859375,0.0229064437456136,0.0009033398711421871,0.0005247051650709605,False,False,False,False,False,False,0.00783821917397094,0.06774295074629323,0.012001973912268177,0.05171283682287224,0.19496213835206486,0.03310129878650539,0.22740456640725634,0.2102705869720505,0.05171283682287226,False,False,False,0.02429009247931459,False,326.25789539304014,1919.2942530367516,414.2963387745519,2659.848487204344,0.6915139681845912,0.0014236586032183958,0.010356903076171875,0.9999961853027344,3.814697265625e-06,0.10072991984070673,0.8664949246226175,0.004296082890862241,0.010146516751115203,"[0.044601909225000826,0.98651609611665,1.0000000177426769,0.9999999853882495,1.0000000000861773,1.0000000198261667,0.9999999188835353,0.9999997788340709]",0.9999999521358924,4,95,0.0876617431640625
Bcc3,True,0.0022685446673150478,0.510498046875,0.0973625371498619,3.9505080005348505,0.14264244742634005,4.190512985111051,0.010797557421028614,8.292815363406598e-07,0.0,0.003998191894577997,8.615991648449306e-05,1.5985538425869188e-05,False,False,False,False,False,False,1.174292925606512e-06,6.372638248113075e-06,1.279891519673607e-06,5.1462948237073374e-06,0.0008209548031763864,2.95611026421537e-06,0.002268544648823853,0.0014522508984287088,5.146294823707338e-06,False,False,False,2.2484115277236447e-06,False,82911.62709642912,619917.1907654711,111448.85737090919,814277.6752328094,13.152438330650345,0.2805313273930846,0.02587890625,1.0,0.0,1.7624479626843115,0.9989864560313094,0.059328533780020704,3.10622282117008,"[1.1933322430497355e-06,7.095922374822071e-05,0.0022323370652252775,0.05200246048503767,0.34978586385185395,0.9312935785973323,0.999999939863645,1.0000001490329136]",0.2008941621684458,4,95,0.510498046875
rho,False,0.9999999250485104,0.0,288261.4798657821,1668615.0689923987,695638.4913077833,2652515.040165964,8.908401220554653,6.205104061050997,0.0,3.1809655563602526,0.1218353975439127,10.11854187075029,False,False,False,False,False,False,0.9999997596784759,0.9999999473911182,0.9999998206773046,0.9999998937600013,1.0000013595795532,0.9999998110283949,0.9999999468799995,0.999999952087203,0.9999998937600015,False,False,False,0.9999999273149529,False,288261.54914123693,1668615.1567763763,695638.6160515749,2652515.3219691883,8.908389108890969,6.205105233639693,0.0,1.0,0.0,3.1809657253331536,8.431952235567394e-07,0.12183540338138765,10.118542945744277,"[0.9999998794353233,0.9999999721926769,1.0000000203537487,1.0000000285970085,0.999999659232147,1.0000001790562612,0.9999998990760954,1.0000000964754399]",0.9999999962732128,4,95,0.0
press,False,1.000000108235721,0.0,4046.018669914615,9253.132071687876,6575.401795479715,19874.552537082207,0.31204334950531176,0.06919560588147165,0.01611328125,0.27534596641085535,0.009286412011732604,0.07581540121872789,False,False,False,False,False,False,1.000000208027153,1.0000001164228243,1.0000001478175775,1.000000145458241,1.0000003419149157,1.0000002090357527,1.0000000727291178,1.0000000457129499,1.000000145458241,False,False,False,1.0000000910870757,False,4046.0178282330453,9253.130994412233,6575.4008235198935,19874.549646165175,0.31204324281307266,0.06919559141711912,0.01611328125,1.0,0.0,0.27534594638518756,9.460522307906212e-07,0.009286411587223336,0.07581539019075459,"[1.0000001504028946,1.0000000005648764,1.0000000333931118,1.0000000616425155,0.9999999416019688,0.9999999835339523,1.0000000774714126,1.0000000360121664]",1.000000034702639,4,95,0.0
vel1,False,1.0,0.0,904.5762765139233,22321.365688577196,1222.1036585826487,24448.04562367377,1.3064758217334749,0.004942153524450671,0.0,0.30538810191378374,0.021718151492908844,0.09326189279050356,False,False,False,False,False,False,0.9999999927384713,0.9999999987893262,0.9999999932573143,0.9999999982889118,1.00000002138553,0.9999999972762306,0.9999999991444558,1.0000000011996872,0.9999999982889118,False,False,False,0.9999999973881966,False,904.5762830825299,22321.36571560109,1222.1036668229096,24448.04566550653,1.3064757937937976,0.0049421535379119575,0.0,1.0,0.0,0.30538810217505674,6.398236608724711e-08,0.021718151466853852,0.09326189295008289,"[0.9999999937167303,0.9999999999487275,0.9999999993560734,1.0000000010060484,1.0000000028350438,0.9999999986221189,0.9999999979220154,1.00000000437278]",0.9999999996524005,4,95,0.0
