channel,model,model_dynamic_span_q99_q01,model_dynamic_span_q99_q01_undefined,model_high_k_energy,model_high_k_energy_undefined,model_retention_dynamic_span_q99_q01,model_retention_high_k_energy,model_retention_std,model_retention_total_variation,model_retention_variance,model_std,model_std_undefined,model_total_variation,model_total_variation_undefined,model_variance,model_variance_undefined,oracle_dynamic_span_q99_q01,oracle_high_k_energy,oracle_std,oracle_total_variation,oracle_variance,preprocessing_dynamic_span_q99_q01_undefined,preprocessing_high_k_energy_undefined,preprocessing_retention_dynamic_span_q99_q01,preprocessing_retention_high_k_energy,preprocessing_retention_std,preprocessing_retention_total_variation,preprocessing_retention_variance,preprocessing_std_undefined,preprocessing_total_variation_undefined,preprocessing_variance_undefined,raw_dynamic_span_q99_q01,raw_high_k_energy,raw_std,raw_total_variation,raw_variance,shell,shell_group,step,total_dynamic_span_q99_q01_undefined,total_high_k_energy_undefined,total_retention_dynamic_span_q99_q01,total_retention_high_k_energy,total_retention_std,total_retention_total_variation,total_retention_variance,total_std_undefined,total_total_variation_undefined,total_variance_undefined,voxel_count
Bcc1,persistence,1.999531110525131,False,300.24185527845805,False,0.7904201023261005,0.6018226988228076,0.7599366983111767,0.8117342113027289,0.5775037854400925,0.5213503510950894,False,0.028210532626417262,False,0.27180618858697303,False,2.529706803560257,498.8875558627893,0.6860444458777912,0.03475341094857021,0.47065698171976555,False,False,1.0000003934835286,1.0000000306536896,1.0000000057843723,1.0000000337754944,1.0000000115687444,False,False,False,2.529705808162689,498.8875405700455,0.6860444419094548,0.03475340977475661,0.47065697627485525,1,inner,1,False,False,0.7904204133433915,0.6018227172708939,0.7599367027069335,0.8117342387194532,0.5775037921210863,False,False,False,32768
Bcc1,persistence,0.9081604242324829,False,54.097768224864275,False,0.7320805096139397,0.5391655553700662,0.6856903704109171,0.6396490039532313,0.4701712840742606,0.2923127211146622,False,0.008102741322077644,False,0.0854467269254583,False,1.2405198776721953,100.33609841365568,0.42630425295237345,0.01266748055886926,0.1817353160852812,False,False,0.999999903423293,0.9999999721922205,0.9999999971829535,0.9999999974701793,0.999999994365907,False,False,False,1.2405199974775316,100.33610120377986,0.4263042541532924,0.012667480590915714,0.18173531710919488,2,inner,1,False,False,0.7320804389120148,0.5391655403770692,0.6856903684792953,0.6396490023350341,0.47017128142527187,False,False,False,32768
Bcc1,persistence,0.5698485234379769,False,23.4879154632471,False,0.6918515739504074,0.49815245316388906,0.8249889556570981,0.6920545177057978,0.6806067769561891,0.21774344109097143,False,0.010458171183235589,False,0.04741220613813735,False,0.8236571902036667,47.15005479561439,0.2639349770658933,0.015111773589608303,0.06966167211877364,False,False,0.9999998538210237,0.9999999745312447,0.9999999927611285,0.999999973697618,0.999999985522257,False,False,False,0.8236573106050491,47.15005599646763,0.2639349789764847,0.015111773987083956,0.06966167312731744,3,middle,1,False,False,0.6918514728162526,0.4981524404765661,0.8249889496851089,0.6920544995031156,0.6806067671025391,False,False,False,32768
Bcc1,persistence,0.29667066007852555,False,7.229485110140794,False,0.9519792016403136,0.9218785470792323,0.9601382474195245,1.005580535148752,0.921865454157836,0.09533637847454464,False,0.0055162874467722485,False,0.009089025060641617,False,0.3116356529295444,7.84212316583981,0.09929442841254525,0.005485674447702236,0.009859383513774073,False,False,0.999999745140942,1.0000000501376518,0.999999996646994,0.9999999878989609,0.999999993293988,False,False,False,0.3116357323527336,7.842122772654189,0.09929442874548007,0.005485674514084597,0.009859383579891218,4,middle,1,False,False,0.951978959019791,0.9218785933000578,0.9601382442001752,1.0055805229801826,0.9218654479757953,False,False,False,32768
Bcc1,persistence,0.11564509198069572,False,1.1157619830767913,False,0.9630354350918391,0.9151811063687667,0.9691253578783536,0.9557590932469499,0.939203959282847,0.03533917173412253,False,0.002212023580279833,False,0.0012488570588538046,False,0.12008394267410039,1.2191706923495007,0.03646501605477376,0.0023144154169279646,0.0013296973958749079,False,False,0.9999998951443497,1.0000000163542189,0.9999999959491325,0.9999999724167635,0.9999999918982649,False,False,False,0.1200839552655816,1.2191706724109168,0.03646501620248871,0.002314415480767034,0.001329697406647764,5,middle,1,False,False,0.9630353341121323,0.9151811213358387,0.9691253539525552,0.9557590668840208,0.9392039516736652,False,False,False,32768
Bcc1,persistence,0.047802817076444626,False,0.15763786842011965,False,0.9903406453057867,0.9382950336045082,0.9881529096841581,0.9798932108793766,0.976446172917268,0.014082118212161673,False,0.0009226030181674071,False,0.00019830605334129547,False,0.04826906509697437,0.16800458573733013,0.01425095050993952,0.0009415342487570088,0.00020308959043674544,False,False,0.9999999614112046,0.9999999476464029,1.0000000001662404,1.0000000123276291,1.0000000003324807,False,False,False,0.04826906695961952,0.16800459453297498,0.014250950507570437,0.0009415342371501238,0.0002030895903692221,6,middle,1,False,False,0.9903406070897341,0.938294984481388,0.988152909848429,0.9798932229591368,0.9764461732419174,False,False,False,32768
Bcc1,persistence,0.03077322244644165,False,0.022258930695510108,False,1.0029818851599641,0.9333175692831354,0.9984867949338598,0.9952441106330537,0.996975879657292,0.007528848025310413,False,0.0006192195660644838,False,5.668355258822051e-05,False,0.030681733042001724,0.023849257131853627,0.00754025798188861,0.0006221785785505541,5.68554904334349e-05,False,False,1.0000003035431069,0.9999999326848611,1.0000000230558324,1.00000000433389,1.0000000461116656,False,False,False,0.030681723728775978,0.023849258737269792,0.00754025780804169,0.0006221785758541007,5.6855487811733665e-05,7,outer,1,False,False,1.0029821896082016,0.9333175064567335,0.9984868179548041,0.9952441149463321,0.9969759256295102,False,False,False,32768
Bcc1,persistence,0.020167140290141106,False,0.007909540549795794,False,1.0010702157702929,0.9768218547748653,1.0002985389255763,0.9972320579458988,1.0005971669766425,0.004286991233762355,False,0.0003379921507340972,False,1.837829383835528e-05,False,0.020145580172538757,0.008097219069303848,0.004285711781971636,0.00033893029013757774,1.8367325478130496e-05,False,False,1.0,0.9999999845867522,0.9999999749447062,1.0000000071239636,0.9999999498894127,False,False,False,0.020145580172538757,0.008097219194108295,0.004285711889351407,0.0003389302877230507,1.836732639852801e-05,8,outer,1,False,False,1.0010702157702929,0.9768218397188679,1.0002985138628024,0.9972320650501436,1.0005971168361307,False,False,False,32768
Bcc1,fno_plain,1.0291777139902114,False,44.32421975937872,False,0.4068367577387893,0.08884611219200135,0.3234972785582843,0.7996126717585895,0.10465048923461621,0.22193351121149163,False,0.02778926778131044,False,0.049254483398661286,False,2.529706803560257,498.8875558627893,0.6860444458777912,0.03475341094857021,0.47065698171976555,False,False,1.0000003934835286,1.0000000306536896,1.0000000057843723,1.0000000337754944,1.0000000115687444,False,False,False,2.529705808162689,498.8875405700455,0.6860444419094548,0.03475340977475661,0.47065697627485525,1,inner,1,False,False,0.4068369178223524,0.0888461149154625,0.323497280429513,0.7996126987659028,0.10465049044529098,False,False,False,32768
Bcc1,fno_plain,0.875082668364048,False,8.644828569118054,False,0.7054160792700226,0.08615870764157099,0.3843064226405763,1.1012615736353204,0.14769142648279723,0.16383146240858998,False,0.01395020957425519,False,0.026840748074937228,False,1.2405198776721953,100.33609841365568,0.42630425295237345,0.01266748055886926,0.1817353160852812,False,False,0.999999903423293,0.9999999721922205,0.9999999971829535,0.9999999974701793,0.999999994365907,False,False,False,1.2405199974775316,100.33610120377986,0.4263042541532924,0.012667480590915714,0.18173531710919488,2,inner,1,False,False,0.7054160111432606,0.08615870524568864,0.38430642155796724,1.1012615708493263,0.14769142565069002,False,False,False,32768
