channel,ground_truth_available,model,model_dynamic_span_q99_q01,model_high_k_energy,model_std,model_total_variation,model_variance,oracle_available,retention_vs_canonical_initial_dynamic_span_q99_q01,retention_vs_canonical_initial_dynamic_span_q99_q01_undefined,retention_vs_canonical_initial_high_k_energy,retention_vs_canonical_initial_high_k_energy_undefined,retention_vs_canonical_initial_std,retention_vs_canonical_initial_std_undefined,retention_vs_canonical_initial_total_variation,retention_vs_canonical_initial_total_variation_undefined,retention_vs_canonical_initial_variance,retention_vs_canonical_initial_variance_undefined,retention_vs_raw_initial_dynamic_span_q99_q01,retention_vs_raw_initial_dynamic_span_q99_q01_undefined,retention_vs_raw_initial_high_k_energy,retention_vs_raw_initial_high_k_energy_undefined,retention_vs_raw_initial_std,retention_vs_raw_initial_std_undefined,retention_vs_raw_initial_total_variation,retention_vs_raw_initial_total_variation_undefined,retention_vs_raw_initial_variance,retention_vs_raw_initial_variance_undefined,shell,shell_group,step,voxel_count
Bcc1,False,fno_plain,0.10213184744119644,0.8572569719667344,0.01902720331802081,0.0024594177157855764,0.0003620344661053021,False,2.136523612779362,False,5.438141105042505,False,1.3511606017898954,False,2.665737773837754,False,1.8256349718292317,False,2.136523696029382,False,5.438140799787512,False,1.3511605987428528,False,2.6657376434074624,False,1.825634963595144,False,6,middle,25,32768
Bcc1,False,fno_plain,0.13324837797321382,1.2881536794154458,0.026426468069617844,0.0025809499440053512,0.0006983582146345314,False,4.330010553984785,False,57.87131902411115,False,3.510028092050415,False,4.168069107390864,False,12.320297206983076,False,4.3300116023345465,False,57.871319021743304,False,3.5100281679634247,False,4.168068692946533,False,12.320297739896677,False,7,outer,25,32768
Bcc1,False,fno_plain,0.08859650393947958,2.4934479417666617,0.016491638849863727,0.0018494481999376611,0.00027197415195433466,False,4.393111897118642,False,315.2456107998633,False,3.8469028627777977,False,5.471867307926467,False,14.79866163564802,False,4.3931135201175335,False,315.24563208345256,False,3.846902805474948,False,5.471867454688091,False,14.798661194771032,False,8,outer,25,32768
Bcc2,False,fno_plain,0.07649108677776895,0.8971984662647904,0.016433967151965722,0.0015693594727923474,0.00027007527635188836,False,0.5673611507577554,False,0.26050805295817636,False,0.3834407453986204,False,0.3598955045544969,False,0.1470268052318496,False,0.28991374290925587,False,0.12712223829856623,False,0.27401944190437527,False,0.2288926704149469,False,0.07508665454158532,False,1,inner,25,32768
Bcc2,False,fno_plain,0.07496729746693745,1.9532112517489202,0.026602783113482884,0.004049360988210717,0.00070770806938301,False,0.9992605518693428,False,11.467217443857788,False,0.9941718747308051,False,2.88812823262628,False,0.9883777165057636,False,0.46431317726017207,False,2.6597007329824884,False,0.5598325456326396,False,1.2882548681952573,False,0.3134124791495214,False,2,inner,25,32768
Bcc2,False,fno_plain,0.07680885285430122,1.613082127614613,0.020040281281884037,0.003105130421280789,0.00040161287385703163,False,1.0086579563873175,False,1.8152740021853242,False,0.9202046018819751,False,1.3998196680348984,False,0.846776509324764,False,0.6699791243777904,False,1.2499878148760823,False,0.7669770856089088,False,1.1720726398554577,False,0.5882538498491352,False,3,middle,25,32768
Bcc2,False,fno_plain,0.004776841124694329,0.001617446211563988,0.0011493222964151259,0.00014146040350787036,1.3209417410369387e-06,False,0.6365625181406356,False,0.1707422618847265,False,0.6279165255830086,False,0.6215189680795195,False,0.39427916310023714,False,0.6365626114408843,False,0.1707422485917936,False,0.627916524379161,False,0.6215189665166327,False,0.3942791615884055,False,4,middle,25,32768
Bcc2,False,fno_plain,0.0022649741926579737,0.0003550851155336542,0.00042435239530340017,5.9944601273825326e-05,1.800749553997332e-07,False,1.6604267010223452,False,2.4842108906706715,False,1.3687251972158256,False,1.963256873483662,False,1.873408665493501,False,1.6604266264609693,False,2.484211035216563,False,1.368725204273156,False,1.9632568791380365,False,1.8734086848125928,False,5,middle,25,32768
Bcc2,False,fno_plain,0.0006834810736472718,2.884778055988499e-05,0.00014171742278484627,2.2389868154364948e-05,2.008382792077887e-08,False,1.55185515632285,False,1.9526969887176708,False,1.3161001017512586,False,2.455387023114669,False,1.7321194778296736,False,1.551855124276687,False,1.952696648923314,False,1.3161001347855765,False,2.4553871259900455,False,1.7321195647826133,False,6,middle,25,32768
Bcc2,False,fno_plain,0.001992465364164672,0.00034966470673460743,0.0002820756996236777,4.028025677433451e-05,7.956670031818725e-08,False,9.810734926783036,False,515.633087549095,False,6.578810273668765,False,9.97941895517898,False,43.2807446169297,False,9.81073668419082,False,515.6331378211046,False,6.578810914046565,False,9.979420191120628,False,43.2807530427782,False,7,outer,25,32768
Bcc2,False,fno_plain,0.0004113674035761505,2.6481732970883217e-05,7.530029217966005e-05,1.3757021371871e-05,5.670134002342174e-09,False,7.272818485580755,False,94.27330928663262,False,5.851619020412854,False,13.056613574471248,False,34.241445160057495,False,7.2728135154887505,False,94.27330620471331,False,5.851620028573436,False,13.056618230936381,False,34.241456958801784,False,8,outer,25,32768
Bcc3,False,fno_plain,0.010797557421028614,0.010575044455389829,0.0036458079159111738,0.0003479869747947632,1.3291915359720578e-05,False,1.0,False,0.20983404159762092,False,0.6766864777208074,False,1.507061383958211,False,0.4579045891301927,False,0.0025065655286550985,False,8.938684778485425e-06,False,0.004571347723314538,False,0.005053461950760151,False,2.0897220007453014e-05,False,1,inner,25,32768
Bcc3,False,fno_plain,0.010797557421028614,0.015432761159519099,0.003658860545560279,0.00038740848846187593,1.3387260491857662e-05,False,1.0,False,0.31063318687237423,False,0.6868830756391617,False,1.1493352433895971,False,0.47180835959951434,False,0.016034896954529896,False,0.00044437741722050313,False,0.02508738343384478,False,0.03524786206187493,False,0.0006293768075567496,False,2,inner,25,32768
Bcc3,False,fno_plain,0.010797557421028614,0.029287312946034715,0.004012453687040207,0.0004739653681212722,1.6099784590642553e-05,False,1.0,False,0.8769235308910468,False,0.816036954431041,False,1.0265342684678278,False,0.6659163109970889,False,0.04321219644254486,False,0.006903509676186709,False,0.08679882213607963,False,0.13823218400379908,False,0.007534035524210788,False,3,middle,25,32768
Bcc3,False,fno_plain,0.010797557421028614,0.023519025272471832,0.004407880120676755,0.0003282099101154486,1.9429407158257325e-05,False,1.0,False,1.7347321858844011,False,1.1424795321677381,False,1.1829661808806533,False,1.3052594814222136,False,0.13321522722533607,False,0.05915907748328058,False,0.3253330851955513,False,0.3298006509559772,False,0.10584161632285585,False,4,middle,25,32768
Bcc3,False,fno_plain,0.010797557421028614,0.007099717621878404,0.0022315064562870523,0.0002886819536134656,4.979621064450798e-06,False,1.0,False,0.6344863418076531,False,0.8639811705983562,False,1.6492176098123346,False,0.746463463148506,False,0.41532401320593054,False,0.13122883156186185,False,0.5518040402346736,False,0.9601339806596674,False,0.3044876988193092,False,5,middle,25,32768
Bcc3,False,fno_plain,0.0033947479876223936,0.0012186743817599159,0.0006089787318573623,7.0551807372357e-05,3.7085509585460116e-07,False,0.412688305939872,False,0.22056595875778484,False,0.5297093480940328,False,0.8213757048733795,False,0.2805919934582053,False,0.41268817371193794,False,0.20755243678783092,False,0.5260417212932267,False,0.8102121861325999,False,0.2767198925411408,False,6,middle,25,32768
Bcc3,False,fno_plain,0.006046639760606922,0.0015003252533822668,0.0009524199378827663,8.160883445602889e-05,9.071037380766123e-07,False,2.788386813471981,False,2.6820469298721323,False,2.9485184649599208,False,2.896763579337725,False,8.693761138209608,False,2.788386764073224,False,2.6820466124666944,False,2.9485185346174814,False,2.8967629137098463,False,8.693761548982817,False,7,outer,25,32768
Bcc3,False,fno_plain,0.0015639726346125793,0.003079961023369845,0.0004948388248688739,4.0527843662869234e-05,2.44865462597608e-07,False,3.439817181900755,False,71.24137281544076,False,7.021476078504307,False,5.41484566397278,False,49.30112632100821,False,3.4398148005797213,False,71.24137939970038,False,7.021477918420074,False,5.414849941345057,False,49.30115215886069,False,8,outer,25,32768
rho,False,fno_plain,0.01954943412711145,0.03638480931383428,0.0032657706972075624,0.0003646183302587072,1.0665258246739569e-05,False,0.493096191921645,False,0.30483165559545433,False,0.46533911895243496,False,0.46723580510004953,False,0.21654049562742844,False,0.4930961426929727,False,0.3048316675805657,False,0.46533912304478653,False,0.46723581348485677,False,0.21654049943609102,False,1,inner,25,32768
rho,False,fno_plain,0.004905103117926043,0.0027147637619443733,0.0013744501451190478,0.0002192203032216239,1.8891132014177717e-06,False,0.4635265645127826,False,0.22220781568188444,False,0.6626656380538096,False,1.0315601521856288,False,0.43912574785726255,False,0.46352653208118494,False,0.22220781227176872,False,0.662665638697172,False,1.0315601799013319,False,0.43912574870993104,False,2,inner,25,32768
rho,False,fno_plain,0.006358293659868647,0.009148131577580433,0.0017167682671919815,0.0003474563310150031,2.947293283237359e-06,False,0.0013017160314185003,False,1.767489181499074e-05,False,0.001994109049531845,False,0.003911743923891584,False,3.976470901424799e-06,False,0.0013017175995172286,False,1.7674888416170356e-05,False,0.0019941090572105327,False,0.003911744044524874,False,3.976470932049081e-06,False,3,middle,25,32768
rho,False,fno_plain,0.021064289060886948,0.01583022381060541,0.004793882639620278,0.000411144205996843,2.298131076245268e-05,False,0.013828110991981824,False,0.00019949181853730653,False,0.014120456878816594,False,0.01333859999385971,False,0.00019938730246651883,False,0.013828107745917344,False,0.00019949174447863663,False,0.01412045585194649,False,0.013338598915507937,False,0.00019938727346676977,False,4,middle,25,32768
rho,False,fno_plain,0.0065430989957894784,0.006974901421913696,0.001545878041419973,0.00024873599944391146,2.389738918944452e-06,False,0.009167110762331954,False,0.0004326157096932796,False,0.009641362623805518,False,0.022558524915948393,False,9.295587324371403e-05,False,0.009167108465839385,False,0.00043261498555117794,False,0.009641362360913367,False,0.022558518693028516,False,9.295586817443701e-05,False,5,middle,25,32768
rho,False,fno_plain,0.05495715001342433,0.228829237084461,0.010938137925710146,0.0010470064963589347,0.00011964286128185866,False,0.1183895601446379,False,0.1678662112768587,False,0.08967811905394929,False,0.16005697067219554,False,0.008042165037054303,False,0.1183895069403325,False,0.16786608237893347,False,0.0896781162973686,False,0.16005694725578046,False,0.008042164542644368,False,6,middle,25,32768
rho,False,fno_plain,0.18938791910652059,2.3350350594277822,0.03779516644277159,0.0034428180841376745,0.0014284746064368076,False,0.2035584903980762,False,0.06593137158721994,False,0.1485224773003249,False,0.20518546439288782,False,0.02205892626342552,False,0.203558542561067,False,0.06593130612039716,False,0.1485224632180751,False,0.20518541397554915,False,0.022058922080364467,False,7,outer,25,32768
rho,False,fno_plain,0.27175072853384336,5.590449191581842,0.07150963158301331,0.009104749095827945,0.005113627409138295,False,0.31893316151839324,False,0.1271312671919546,False,0.33490914578548986,False,0.6641569385992262,False,0.11216413593076652,False,0.31893316151907414,False,0.12713120019733076,False,0.3349091511449137,False,0.6641569068542522,False,0.11216413952060669,False,8,outer,25,32768
press,False,fno_plain,0.0028378557398991678,0.0017502094415885057,0.0007073574500510531,0.00011395855984462084,5.00354562142728e-07,False,0.03549254028503476,False,0.0013998578092493657,False,0.04536502788827729,False,0.08103660029876993,False,0.002057985755304176,False,0.03549254677768494,False,0.0013998578245231006,False,0.04536502739260362,False,0.08103659870707072,False,0.0020579857103316767,False,1,inner,25,32768
press,False,fno_plain,0.004573110614437609,0.0012077939851607492,0.0012576949768352114,0.00015847490567306814,1.581796654756523e-06,False,0.7447153834962165,False,0.2735007771032537,False,1.1789052954937762,False,1.3947234302005729,False,1.3898176957432677,False,0.7447157671582847,False,0.27350077712547466,False,1.1789052910066389,False,1.3947234244917197,False,1.389817685163448,False,2,inner,25,32768
