channel,dynamic_span,ground_truth_available,model,oracle_available,profile,profile_length,retention_vs_canonical_initial_dynamic_span,retention_vs_canonical_initial_dynamic_span_undefined,retention_vs_canonical_initial_std,retention_vs_canonical_initial_std_undefined,retention_vs_canonical_initial_variance,retention_vs_canonical_initial_variance_undefined,std,step,variance
Bcc2,0.025676710388989055,False,fno_plain,False,"[-0.0018023990711590887,-0.0025750533299890854,-0.0035567425606508607,-0.0053654796451656495,-0.010327564097536879,-0.012715897286255995,-0.014618553749329521,-0.01930129023395466,-0.024751392218291812,-0.02560454954459601,-0.022514563144909516,-0.01666783471466715,-0.015615941662701971,-0.015668234063525688,-0.01751657833423792,-0.02009511536900277,-0.014986064556730128,-0.012306769951823782,-0.015238768672451997,-0.009954026497064028,-0.009210061463148067,-0.010514905273891928,-0.006769546664807891,-0.002324285024286221,-0.0015729275987617086,-0.0013473354706583507,-0.0012069453016869125,-0.0010788460110866538,-0.0009270558473830626,-0.0007523027196034426,-0.0005929163630483125,-0.000455516756253882,-0.0005601327402826595,-0.00048274642754342345,-0.0003647143568640352,-0.0002363253836945578,-0.00019687617206179397,-0.00016702910451018085,-0.00012305411799140575,-9.79676236318428e-05,-8.002269087952624e-05,-5.284449194939422e-05,-3.755464927962526e-05,-3.15720388716051e-05,-4.490140109458807e-05,-5.969448348186468e-05,-6.669570829273552e-05,-5.4494659580656135e-05,-2.0473192068786675e-05,-2.1855129605223567e-05,-2.0918701255402683e-05,-2.5093258783887018e-05,6.581218434553726e-06,5.2953054910376274e-05,7.216084439304327e-05,4.4984377830209477e-05,-1.8492630032840296e-05,-1.1834052332015954e-05,-5.754370272692755e-06,1.7321646660350964e-06,8.67953641200958e-06,1.0307986538365954e-06,-3.972627173676191e-05,-0.0001377158484058283]",64,0.3780310340303472,False,0.350879030595867,False,0.12311609411189534,False,0.007411485039451676,25,5.493011049001601e-05
Bcc3,0.002486804627545247,False,fno_plain,False,"[0.0009527638001340932,0.0009285587076734991,0.0007288654166983655,0.0006895361065240024,0.000613795359627245,0.0006683886481546608,0.0008274548202074072,0.0009755904691708395,0.0009460636153777457,0.001280890217838504,0.0010226437290968282,0.0008117927006372483,0.0006978003723849824,0.000597005131677264,0.0005513466856363891,0.0006164615855084321,-0.0002175454527488796,-0.0003707821379634879,-0.00038220289061374757,0.0007423113449607222,0.0011734206496090138,0.0015125997450304851,0.0017382099097884574,0.0015385928609781274,0.0020597307591856406,0.0021046017369314995,0.0019733276297664304,0.001853461215970853,0.0015998425376757552,0.0010156712673441426,0.000858258260489908,0.0008487581003855382,0.0005047337135213326,0.0006281359704107814,0.0008004335776930493,0.0007076418990559219,0.00059948342863414,0.00045257357507821894,0.0002991827998625185,0.00023871666718333628,0.00022672649751551144,0.00023930211482677184,0.00023190332237915667,0.00022343382268542877,0.00019716454017848495,0.00017514113230479578,0.0001835641009980682,0.00027702420500952396,0.00031150745030186777,0.0003382741196826262,0.00039366046509516084,0.00041026994752077495,0.00033720160011142895,0.0001927816850382652,7.328501184100666e-05,3.0933315407655204e-05,3.441984566873724e-05,-1.8412450820542992e-06,-2.1287478738640786e-06,2.324526980674105e-06,1.3324643949957915e-05,2.8820202521706584e-05,4.463575036007389e-05,0.00039548053697013863]",64,11.74666591728213,False,12.197028153818463,False,148.7674957850402,False,0.0005769082969563824,25,3.3282318309711354e-07
rho,0.08599933764699563,False,fno_plain,False,"[0.00332918798167281,0.0030505136446805636,0.002675307465729304,0.0023142446043564746,0.0018431297039285255,0.0018923607935192877,0.0018577611386092485,0.0018612466624716717,0.0017017031012329653,0.001896619318799253,0.0022386044530264826,0.002481673363561754,0.0025627654499373875,0.0025856554883887384,0.002649310651420933,0.002732652650365708,0.003043648416337419,0.0032815085947959233,0.0034886683193633417,0.0027965183772238333,0.0025375238606386574,0.0025291676916197048,0.002798871126508118,0.0031063665388195716,0.003494827360341901,0.0039482196249238655,0.004332493844813712,0.004530171101265523,0.004471790859234659,0.003986058469443776,0.003309974556820805,0.0026830700906685934,0.0021096027735580947,0.0016740976092890492,0.0014484146500279849,0.001485097986481776,0.0016198641626488097,0.0014609058628440863,0.0012545302287714222,0.0011501011477577094,0.0010739564013031444,0.0013762578556946181,0.0020934025195871175,0.003268105291445389,0.004632950677590841,0.00580375981207748,0.006760348941077687,0.008028379934322594,0.011209900792297667,0.010427039698150509,0.008166471776243078,0.009091352938792152,0.012674568347781356,0.019670293307657793,0.030772227775219818,0.045472164944368565,0.07498489839676736,0.08707329404829878,0.08322508405163198,0.06050945537244257,0.03749795497972386,0.023525067953993783,0.013140389783126594,0.005333118924735203]",64,0.1435671220595333,False,0.1546581976709101,False,0.023919158106814303,False,0.019109309534043092,25,0.0003651657108678702
press,0.001686991094243466,False,fno_plain,False,"[0.0001506468325468413,0.00026939350898247394,0.00038845960115274636,0.0005568940901881092,0.0007850394448656317,0.0009234517923886187,0.0010343918486910297,0.0012330219147393962,0.0010844606014401847,0.0012517385163057781,0.0014091972683836218,0.0015186666791962011,0.0014308888749106075,0.0012629357963440668,0.0011411290988476708,0.0010947194443140518,0.0012638441388830302,0.0016990549740860672,0.00145989247841527,0.0012813974789338545,0.001102258707202708,0.0009606016975602927,0.000824621960752836,0.0006952515446450036,0.0006141412376852173,0.0005604765672231338,0.000538245180285557,0.0005355809089859775,0.0005226044766413196,0.00044981841606173134,0.0003516861347154787,0.00024968388498614047,0.00012271436430300042,8.332205185856978e-05,5.6989534318985235e-05,4.000295760997474e-05,3.298150098651753e-05,3.0129505034892645e-05,2.908860697098392e-05,2.985722024506643e-05,2.55995037706791e-05,2.5850724245990442e-05,2.4224917877513352e-05,2.2834541106825368e-05,2.1969233651331077e-05,2.106043485669562e-05,2.0284396973463403e-05,2.1235847550926668e-05,3.115732834174656e-05,2.6195092385356e-05,2.2172516966761924e-05,2.4785717724323808e-05,3.0835292256670144e-05,3.987267297604624e-05,4.87239622070923e-05,5.5649373249887224e-05,6.396492337719384e-05,6.422892427641186e-05,5.615511392317862e-05,4.1237351056006705e-05,2.785060095733538e-05,1.9288508061730825e-05,1.3185063117107654e-05,1.206387984260121e-05]",64,0.12088166751855162,False,0.15733423339205874,False,0.02475406099706681,False,0.0005219912811008575,25,2.7247489754531444e-07
vel1,0.45726048767755856,False,fno_plain,False,"[0.38791468268391327,0.42695382384044933,0.45209191340836696,0.47428346370907093,0.49632321356330067,0.4809027820447227,0.4652256045228569,0.44993754321330925,0.4213619022775674,0.4092658629306243,0.40567640393419424,0.41226110027491814,0.4041514401396853,0.3849704136555374,0.36742549497284926,0.3524510806601029,0.33360774337052135,0.32748682150486275,0.3192208491091151,0.30564318186588935,0.2996737694302283,0.29249128093215404,0.28658135837395093,0.28649982681235997,0.2777136842596519,0.2653342198464088,0.2546314625542436,0.24500700852877344,0.2355007394871791,0.22393395863764454,0.21617533153221302,0.21004615361380274,0.19685698871944624,0.18654851569590392,0.17163505850112415,0.1550632669841434,0.14832844704687886,0.14317141936589906,0.12836906670054304,0.11474771603388945,0.12181453931953001,0.1134473088568484,0.1154961719566927,0.13023358211285085,0.1487570971585228,0.15521652755160176,0.15280485731454974,0.14137564904194733,0.14556571198045276,0.1322077160475601,0.12097942082800728,0.11915821089678502,0.11693884816668287,0.11669509640887554,0.11421178720593161,0.11285193129697291,0.06509118492795096,0.053945441119140014,0.047260413972253446,0.04216799333153176,0.03906272588574211,0.043116382281368715,0.06366993468691362,0.1338827307081374]",64,0.5895917070978172,False,0.8119393790547824,False,0.6592455552598658,False,0.13331734926049862,25,0.017773515613845776
vel2,0.008179780192483221,False,fno_plain,False,"[-0.0011121283570787455,-0.0013163213298312826,-0.00039628840874428306,0.0018089225827681576,0.003961607781089782,0.0023624325499200793,-0.0003611651660904158,-0.0026433860808676712,-0.0037897132781239407,-0.0023479745523253825,-0.0021005259804161014,-0.004218172411393439,-0.004064584150846429,-0.003570407590999025,-0.003064263935666389,-0.0023414272252069157,-0.0009963139168149837,-0.0009969131661193842,-0.0019186494572878132,-0.00321716791672344,-0.0031036143147176176,-0.00293878869823061,-0.0026436573769270666,-0.0022714242941743734,-0.0016011996837121956,-0.001303327643552319,-0.001070904391145433,-0.0008994595762490398,-0.0008502237019943279,-0.0016490789585559273,-0.0022245251618340234,-0.002431241705906473,-0.002931673707637028,-0.0021539263505960804,-0.0012557220044576746,-0.0005536158658780155,-7.833291058378933e-05,0.0003319160403565391,0.0008994960832662269,0.0012074914407929072,0.0011477058484509542,0.0012643958446719172,0.0011986090562725593,0.0011926992633419786,0.0012003510726019684,0.0012931343979301069,0.001396844557077559,0.0015011815318988968,0.001457942601018336,0.0012199544843567445,0.0009984773948152892,0.0010328568120918785,0.0009818506139001038,0.0009063006757496495,0.000721672425815445,0.0006540190528330214,0.0007099646003738691,0.0006544853524852456,0.0007707862773305152,0.0009143741325878807,0.0010576033547167185,0.001122296413640811,0.0010535314272459573,0.0015669663504813691]",64,12.739793819909199,False,15.771216958843336,False,248.73128436290764,False,0.0018517420057207997,25,3.42894845575089e-06
vel3,0.047656941764387284,False,fno_plain,False,"[0.02476849757221089,0.030558076133502254,0.03614825733768612,0.03942793502119457,0.04193378516083612,0.044738419188888656,0.048553975024105966,0.04750645622425509,0.040819897184519505,0.03591933508175771,0.03590562392571428,0.04268980326287419,0.04252436254728309,0.0394633111169469,0.03849968806639481,0.03773020664539217,0.039248233000307664,0.03841707607625722,0.03631265735998568,0.04033590475046367,0.03927800463202402,0.0368060341288583,0.0347755046191196,0.03476148093335496,0.03703196675695608,0.03763959655327653,0.037909516843967594,0.0394813112520751,0.04169411888290142,0.042027280031788905,0.03992535050906554,0.0362482633208856,0.026449351540463795,0.022800665019360622,0.018884930310321124,0.014995902243640558,0.012391405340054007,0.010409210537659419,0.008780736894834718,0.007629127226380206,0.006953160356317767,0.006122116686924528,0.0056567011765196185,0.005779064651051158,0.006504270574566817,0.007316236566623502,0.008070830775409377,0.008197118802797831,0.010175804800041988,0.00971582540523741,0.008646181962603805,0.008374522729980072,0.007841679435841797,0.007193178850059212,0.005494478449179496,0.004232317788648743,0.0015656238282986124,0.0012198996409438223,0.0010588175716179649,0.0009228337295326128,0.0008970332597186825,0.0009994521020075808,0.001043261170423193,0.0018567186641007538]",64,0.46562469148295443,False,0.525818103254415,False,0.27648467771007074,False,0.01635951849520776,25,0.0002676338453950448
Bcc1,0.09275638939393605,False,fno_plain,False,"[-0.09123466000541569,-0.090424196566667,-0.08982307640788889,-0.08435632307835395,-0.07928726656930252,-0.0607257507124368,-0.04620842439146178,-0.04199554587296461,-0.04691633243634996,-0.038536478769430005,-0.028338006224515766,-0.017975197029478807,-0.011350725483918467,-0.009400599599268311,-0.01004686962233059,-0.009359983156735252,-0.00047015221859858514,0.0008887500259646686,0.0015217293885203542,0.0006083582399263321,-0.002492577232566795,-0.006315450791362309,-0.0075950648478629226,-0.007822240871658614,-0.012082798408331374,-0.013505960977700848,-0.013425973293919924,-0.011274620471787955,-0.011036692439706286,-0.012297870287333978,-0.013780291232590614,-0.01720795488121496,-0.02186907911850633,-0.029987355373949365,-0.03564722305618684,-0.03417047822908659,-0.027210704058648005,-0.018954668138544406,-0.010226167336472504,-0.0054124344439308025,-0.004793619527054815,-0.003396051751650475,-0.0036799574164234627,-0.005379854918352578,-0.007544951059932359,-0.008191517578314489,-0.008365427624315913,-0.0068071682091885855,-0.008572695769866634,-0.012011716959801078,-0.01661970155829451,-0.020843202355250945,-0.021114548252732845,-0.013063374171947473,-0.0011822558311624931,-0.0007148881003522511,-0.0012329892942437581,-0.001243499446054841,-0.001404232625052515,-0.0017676756189314302,-0.002395287236591326,-0.003419644824192849,-0.005577841455716041,-0.01002622161199529]",64,20.918901359718273,False,19.076323863007325,False,363.90613212634275,False,0.02357651224774552,50,0.0005558519297680945
Bcc2,0.017257806487504884,False,fno_plain,False,"[-0.0007775334785790414,-0.0010168937344134377,-0.001303549676671678,-0.0016261138140494236,-0.0021153405899618782,-0.0027385614221229204,-0.0034675550492035967,-0.003019448388842605,-0.0039488027110046175,-0.009086775442280981,-0.012692795582701422,-0.01604190855650245,-0.016018747649980014,-0.01726060638483773,-0.014239565122579734,-0.012333998846600025,-0.009707117112412789,-0.008285761756685162,-0.003961671995030613,-0.0027183540566939612,-0.0022691001517585185,-0.0024763994713836723,-0.002319367384220783,-0.002145320460829936,-0.0019308464316152296,-0.0017032866165198612,-0.0015062936645637848,-0.0013829920643253502,-0.001287434410587096,-0.0012698874481618105,-0.001255773520569825,-0.0011853106686201542,-0.0012311418861289947,-0.0010283570746576487,-0.0008655490967441892,-0.0007410202335229599,-0.0006528001519541249,-0.0005789364857839985,-0.0005148342861929223,-0.0004632149877714653,-0.0003996728441393316,-0.00032455508607220906,-0.0002568730526928409,-0.00020668865834849726,-0.0001665273560844463,-0.00013340297810795348,-0.00010129533164493498,-7.701156977469453e-05,-6.210836329684222e-05,-5.777932531325636e-05,-5.675249526337911e-05,-5.9264305746153934e-05,-6.219597876491734e-05,-6.059582515716144e-05,-5.164307030675053e-05,-3.974826855279723e-05,-1.877603030131514e-05,-9.107339554725868e-06,-2.799897332844692e-06,-3.055606169644065e-06,-1.2014245661828848e-05,-3.1151781933802525e-05,-6.9109479387576e-05,-0.0001408358349034855]",64,0.25408186378753517,False,0.2079736401809088,False,0.04325303501009812,False,0.004392948533240925,50,1.9297996815703597e-05
Bcc3,0.0033850602929561546,False,fno_plain,False,"[0.001215111642845601,0.001219423286369814,0.001119497330870911,0.0009084307745612641,0.0008037373975600115,0.0006736476083402665,0.0011959711668667605,0.0016142015220609318,0.0013479574617396572,0.001015912320907586,0.0007001497967680237,0.00040913193197233966,0.00017255878974031802,0.00011035461682684655,0.00018020383211592161,0.00024601685475289514,-0.0003462184335347729,-7.918920923799533e-05,0.0003260570130199647,0.0008363947492613377,0.0013112291072729931,0.0018333677652896119,0.0018738669298272725,0.00213583578583032,0.0026399737203419704,0.0027440629845749687,0.0030388418594213817,0.0026613357924816228,0.0023751446074413707,0.0020675121419628795,0.0016651331892303459,0.0012918092993228214,0.0007118592645669608,0.0002006019289586547,0.0002545980032429007,0.0003919674399188722,0.0003463684084312746,0.00010694721546045116,-5.247671606500859e-05,9.560549865383905e-05,0.00021361801715921377,0.0002524635419243193,0.00029694886914732876,0.00034457306397905896,0.00038578339533734685,0.00039531328247044417,0.000415948979719194,0.00039448166240633326,0.0003668821475717454,0.0003584949010365375,0.0003298685095265985,0.00028407584333883795,0.00019722185029258377,0.00010555973134388982,2.691218981660387e-05,2.227746621452642e-05,2.864641162414472e-05,1.9344261028189647e-05,7.439980665588375e-06,-5.05230002278978e-06,-1.2627697693279316e-05,-1.2237610089109452e-05,2.9370045926957467e-06,0.00014584076796420042]",64,15.989664781371989,False,17.229897041423172,False,296.869352058043,False,0.0008149584008125262,50,6.641571950549103e-07
rho,0.06584621593051487,False,fno_plain,False,"[0.013861974358469809,0.010649575581860027,0.008481552080210397,0.006315316483193278,0.001210049741239283,0.0011788915316368609,0.001189412265723,0.001220621684273837,0.0011091987549001203,0.0016626460563458068,0.002319026606116381,0.0024301935568189492,0.0026252031465077152,0.00274372908373266,0.002858521443869222,0.0028860725367962914,0.003607091514595595,0.0034805737845147178,0.00315078813071068,0.0026105339749449286,0.0024843875692113215,0.0024877698553211758,0.002813316589055148,0.0029675836502036645,0.0032351866342210656,0.0033892889673552418,0.003484801057311415,0.0034187334067041775,0.0032749494043287086,0.0031778968329518875,0.0027207369779631563,0.0021844669476251966,0.0015775810648364086,0.0013510859524288321,0.0012657012663730427,0.0012258273771283967,0.0011764770579727468,0.0010923031707887887,0.000993312028985116,0.0010019061728909762,0.0009481437309997176,0.0011738995494443571,0.0015786648969875472,0.0016346117597727527,0.0018891788377726204,0.0024527485845067254,0.0029602519938500826,0.003278311513786214,0.0029904174435853026,0.002795181063391272,0.0025941523754782203,0.002886074632624691,0.004714265538012796,0.006520200180165858,0.009801636161547833,0.015914326289223624,0.03846506654933535,0.054968950237377356,0.06679435966151459,0.06524407487141559,0.04940241095469844,0.030833856625423817,0.023054416290378965,0.021041662750678314]",64,0.10992354102142163,False,0.12067599332812522,False,0.014562695365729723,False,0.014910524915996802,50,0.00022232375327056145
press,0.002595996856245078,False,fno_plain,False,"[8.355421216615921e-05,0.00011900358256777821,0.00017242153183929382,0.0002735212615337865,0.00038933376781139645,0.00042019568262903484,0.00044023521245090125,0.000517629911956391,0.0004979179965133862,0.0006681057763597842,0.0008732189047959693,0.0010195862114592558,0.0011611551485870564,0.0013716496469200479,0.0016427192682009206,0.0019574147228418326,0.002406805427220604,0.0025175131922452465,0.002609855601399147,0.00215319351918275,0.001608740532606845,0.0011501531933255649,0.0009778861461313682,0.0007748864624321783,0.0006918099227100072,0.0005882914308852349,0.0005156623216233669,0.0004349018247893355,0.00038636329792751667,0.0003645197163280045,0.0002799535507449491,0.0002233725362916772,0.000139716006080981,0.00011108692201711179,8.49973902163903e-05,6.338040783604448e-05,4.77849419089349e-05,3.680215324552982e-05,3.0225198640265738e-05,2.83200368618175e-05,2.378624792775952e-05,2.5133487425832435e-05,2.7634704866053017e-05,2.9477491152729574e-05,3.4388845751992525e-05,3.6303423512490385e-05,3.252898796057835e-05,2.6843959933242623e-05,2.1209835652125086e-05,1.6852854795468275e-05,1.4576926481019159e-05,1.385874515406893e-05,1.4262196301059737e-05,1.5180322328028906e-05,1.8009886705444567e-05,2.264002117002839e-05,3.294780050813739e-05,3.668511398313701e-05,3.818322788887163e-05,3.6311581241926794e-05,3.100108025538839e-05,2.3738568737094456e-05,1.9793311141075298e-05,2.2835583466954135e-05]",64,0.18601664817712074,False,0.2045921298960304,False,0.04185793961539417,False,0.0006787798541049892,50,4.6074209033879046e-07
vel1,0.41561504242599767,False,fno_plain,False,"[0.27573155444770236,0.30532923289138125,0.33757050433268887,0.3694963826055755,0.43101925876362657,0.4306315773901588,0.42542836453685595,0.43538381330290576,0.4192626756193931,0.42831052535620984,0.4400190415290126,0.4421945735994086,0.42447328802518314,0.4075846142004593,0.3962164787662914,0.38350767169322353,0.3747456101154967,0.36686641939741094,0.3576578206229897,0.3391257143302937,0.32786067026972887,0.3209276236848382,0.31065444757405203,0.3006952478281164,0.2969345636993239,0.29324078127683606,0.2828524184660637,0.2675327097676927,0.25499202015271294,0.24754538991692243,0.23109388506236428,0.2135440004094562,0.20065283696021652,0.19103015247674193,0.18068170502192515,0.17202067910329788,0.17062699605048692,0.17135120021885086,0.16930143781428342,0.1676389896620094,0.18317725100860116,0.18817402203239908,0.19331572093324212,0.19707111352363427,0.19293827194996993,0.1838733330641844,0.17995084218819102,0.17344617082017066,0.181654934252947,0.17674737675770302,0.1677381264653377,0.1553864344041358,0.13440605994583166,0.11042922922206344,0.08721965303448087,0.07919849997051642,0.046371094049391104,0.038811765081845806,0.0313042940088053,0.026579531173410942,0.030229547830458614,0.04649689661709999,0.06959529030609701,0.11442456714394211]",64,0.5358940668677896,False,0.7491146675201379,False,0.5611727850938067,False,0.12300177124332602,50,0.015129435728995505
vel2,0.008554781717522886,False,fno_plain,False,"[-0.0027222952357348618,-0.0019311971243638482,-0.0007751293977422691,0.0003238352375802833,0.0010441198577453292,-0.0004594244828872718,-0.0028960333439484176,-0.006896985595277627,-0.006695021423819725,-0.005998003496575421,-0.005593121143647295,-0.004974198878703302,-0.002718603310551515,-0.0010261364350299118,0.0008505898943127477,0.0016577961222452586,0.0013397146260092363,-0.0007119062631844031,-0.000789731259033033,-0.004236538328295847,-0.005721013294073707,-0.004063285247618944,-0.0028565830937319348,-0.0024323726519313027,-0.001711997782284258,-0.0010920208903701933,-0.0005346741280369827,-0.0009509173084651934,-0.001818762359633297,-0.0034058586967891102,-0.004130186680320946,-0.0038431971287877786,-0.00380682797661247,-0.0028393163784237174,-0.0021465712881578725,-0.001591744759589453,-0.001291450724274057,-0.0011226680598157481,-0.0008658231696552221,-0.0004919799645746181,-0.0004455675150190075,-3.876170758587705e-06,0.0003546472751523311,0.0007393467484178018,0.001151619090997258,0.0013898105115181109,0.0015687844906746573,0.001625894972828501,0.0012526928797971237,0.0012525163036418135,0.0012343383923849593,0.001169169680975024,0.0009948729222299668,0.0008082494464198842,0.0006717081904061839,0.0007490776474323724,0.0008336906568402469,0.000881415513120487,0.0009202234967347067,0.0009305423144780889,0.0008889620444136881,0.0007536261582221648,0.0004973021051932758,0.0006394153395845592]",64,13.323848892140486,False,19.522932898997183,False,381.14490897874657,False,0.002292241303780338,50,5.254370194756585e-06
vel3,0.05359699225067516,False,fno_plain,False,"[0.016189900563858828,0.017855014052429397,0.02053916976024084,0.024340403726455406,0.03483881913808773,0.03707278929510949,0.03503572870931748,0.03731902978984181,0.03855260384835901,0.041129644393890885,0.044721985467504055,0.047206894837472646,0.047021941385082755,0.04779823732042132,0.050445379165466875,0.05241438079701766,0.0545058988409437,0.052293734401246184,0.047302169791691995,0.04371756025466311,0.039436834997559345,0.037490016546826155,0.036641976075543425,0.03410671715380431,0.03484495382934938,0.03543429193405245,0.03816186847870995,0.04416084280865107,0.04863713408349213,0.0476468587371528,0.039906495390368946,0.0374058393617247,0.029220569552649067,0.027072356653775387,0.024044929127967407,0.020786732944031883,0.018027427910169536,0.015293610840217298,0.01244129733322552,0.01036949934552922,0.010277833564657612,0.008969948311573717,0.007822498528014421,0.007122499331046583,0.006337338844275564,0.00561333252244367,0.005637909120423501,0.00508154443980402,0.004858231037701444,0.004667268099240118,0.004375202656945021,0.003921168188128377,0.00295026285300537,0.001955832612111408,0.0013823914253521252,0.0014232309126782638,0.0013725481148867402,0.0013052853732915537,0.0012194302951229474,0.0011685877557283675,0.0011641412075960034,0.0011146487325390808,0.0009282064438593807,0.0009089065902685434]",64,0.523661025176901,False,0.5823050409408945,False,0.3390791607051768,False,0.018116968640229655,50,0.0003282245527110647
Bcc1,0.10142899774825409,False,fno_plain,False,"[-0.050118879704635244,-0.05089652208724427,-0.06953452887630834,-0.05306748023589947,-0.09057594068210051,-0.09787151767989144,-0.08943774438878549,-0.0784653715843433,-0.05501392221107615,-0.040525878084198386,-0.03052610063167535,-0.024524249572774437,-0.024813462937878228,-0.02840735067088307,-0.026578339826887287,-0.023018076789970365,-0.015485605401220681,-0.012997393495195908,-0.010132190276693764,-0.006751015428033469,-0.004057545888485059,-0.0035558417403027676,-0.0036098980916019485,-0.004297532762045364,-0.008285897552003263,-0.010517711176163402,-0.012268672747573817,-0.01150177128756269,-0.012402863832630118,-0.01372028677199566,-0.018221318221855576,-0.021826844731649864,-0.021011121637354968,-0.01480134259408783,-0.007122116961775671,-0.0004588401450389412,0.003546397387528266,0.0035574800683626506,0.0017663948229262177,-0.0004436523160666894,-0.004151215035379963,-0.007216939153763535,-0.009556786395818829,-0.009529225096061467,-0.007213650325676113,-0.0036846800783130185,-0.0016655475038405143,-0.0022879587242883304,-0.0021151442427207456,-0.0021763093661357757,-0.00168080776889723,-0.0015226658025380146,-0.0018387267865822565,-0.002349130694527801,-0.002973735704554503,-0.0037253706682485177,-0.0052163968373517555,-0.005904901740240609,-0.006095444071051004,-0.006125308449101308,-0.007053748686757011,-0.010782380815669512,-0.017379179347974727,-0.026211842736657887]",64,22.87479291479974,False,19.2412934461768,False,370.22737348188633,False,0.023780398878420882,75,0.0005655073708168012
Bcc2,0.029559437121692178,False,fno_plain,False,"[-0.00026366482255882513,-0.0003206356838704183,-0.0005074146704027727,-0.0010170133487601846,-0.0019531943669192087,-0.004346868388498404,-0.014366822908801424,-0.018264500159489216,-0.023222785422376546,-0.028710837033003145,-0.02922483018578248,-0.029564479681715383,-0.026564006367792103,-0.02061722434228841,-0.016350553602755724,-0.011161668555970117,-0.004564069059521003,-0.003814483761495957,-0.0033142069214706655,-0.002995331802939205,-0.0028330248709238504,-0.0026877833475751345,-0.0026294781830564773,-0.002474756641056952,-0.0023418197389810658,-0.0020819627428397824,-0.0019177363242466328,-0.0020442784867338304,-0.0024328330315466218,-0.0035317545135111605,-0.0027535299419128023,-0.002258694458150634,-0.002224995118020434,-0.0017924476625701402,-0.001490210276443804,-0.0012181386372205338,-0.0009824701081768694,-0.0008068248984223203,-0.0006327441644811138,-0.000513573917095056,-0.0003809361268913847,-0.0002802764084570697,-0.00022168703577563065,-0.0001784921342964374,-0.0001486766793967753,-0.00012560723177346134,-0.00010145992361598744,-7.834023835751047e-05,-6.129719344266649e-05,-5.4426679487962204e-05,-4.6212138783391365e-05,-3.463515637613934e-05,-2.208916157675489e-05,-1.1475510370506647e-05,-5.18332885362377e-06,-5.042560023205134e-06,-5.757129597272481e-06,-1.455524671822861e-05,-2.5166342577376266e-05,-3.664072429909737e-05,-4.6381770647418996e-05,-4.8543324450367464e-05,-4.206564967519644e-05,-1.7877881726744912e-05]",64,0.4351953350402798,False,0.37781375692366664,False,0.14274323492077542,False,0.007980417075319435,75,6.368705669605e-05
Bcc3,0.0031159033632732758,False,fno_plain,False,"[0.0005491811808069347,0.000761217255184854,0.0014025027346011854,0.0011202092056923352,0.001320980407266692,0.0012468753946884709,0.0009453011877846983,0.0005529874207108598,8.382822719532612e-05,-8.875764901361549e-05,-0.00028455426803564166,-0.0003597018836131727,-9.139000026259225e-05,0.0006007840502530448,0.0009286519563804774,0.0011375251226048988,0.001067063802519641,0.0012098362361467885,0.001055025012304256,0.000937879114296436,0.0009857325881412748,0.001103959806250998,0.0009139545557261819,0.0010457666740387728,0.0025290481231934336,0.002512786705608505,0.002489838854955906,0.00226634977001261,0.001885998613602169,0.0013933363790243902,0.0011288107126707914,0.000881501971018217,0.00034429441772232394,5.9137834936337855e-05,-0.0002184373501329384,-0.0004102626384447916,-0.0005868552400798421,-0.0004861144493574221,-0.0003149928035659777,-0.00011357585332671949,1.0748129898097147e-05,-3.608608172678274e-05,-0.00011580278051426252,-0.00030155043135304815,-0.0003357262432460706,-0.00029492315373036426,-0.00010973152926296859,9.4544575447289e-05,8.498349738642053e-05,8.745786544786527e-05,7.667090004770394e-05,5.969464511912381e-05,4.163276361646151e-05,2.4516790481321493e-05,8.920378159138487e-06,-4.885383880230167e-06,-3.273360495215094e-06,-1.1354220931347747e-05,-1.6509021094339546e-05,-1.7566204630115045e-05,-1.0478896032034557e-05,8.912613667200198e-06,3.953427596870007e-05,9.892567630243043e-05]",64,14.718275586866941,False,16.324294206539427,False,266.4825813416567,False,0.0007721242134512311,75,5.961758009976822e-07
rho,0.14593897592183303,False,fno_plain,False,"[0.07114742290149878,0.01991974002456942,0.009951558559232243,0.004542141915137687,0.0038759742576668366,0.002991626808810821,0.0030866910337223885,0.002388654396852985,0.0015128233870882468,0.001507691280998813,0.0018829317340731677,0.0019923927653024975,0.0018139831524734973,0.0016768888000626703,0.0015912382839573525,0.001484801892090104,0.0015689354388968013,0.0014967207347211797,0.0015428832582244922,0.0016440339433358986,0.0018304494675760452,0.001935674786594177,0.002091145163049646,0.0022427572776564375,0.002441677258630648,0.0025872377122908574,0.0028547216247858387,0.002913534083944569,0.0029043091938092402,0.002934383608661051,0.0029203933215029565,0.0028636323764246185,0.0025835832634300004,0.0025335182551895485,0.002364640554905151,0.0021482058189263853,0.002031475765203794,0.0016157767975713,0.0008151319342957208,0.0008350270598000975,0.0010262083550101053,0.0012486829802198507,0.0016352871060116847,0.002509353815181914,0.003699230573854795,0.005074716685719682,0.006595867246407483,0.008002905063591026,0.009903406688875904,0.010538060433163743,0.009990694053634286,0.009632430738315989,0.010911947918733844,0.01472751490865587,0.021396745430454445,0.030597879863775823,0.053464827522774705,0.06600970257952454,0.07653281868562978,0.08955805156614405,0.11698867164552262,0.14675410785612875,0.1439671885533691,0.14208057223243176]",64,0.24363023417012383,False,0.2932824174554046,False,0.08601457638848621,False,0.03623748744294279,75,0.0013131554961774365
