channel,dynamic_span,ground_truth_available,model,oracle_available,profile,profile_length,retention_vs_canonical_initial_dynamic_span,retention_vs_canonical_initial_dynamic_span_undefined,retention_vs_canonical_initial_std,retention_vs_canonical_initial_std_undefined,retention_vs_canonical_initial_variance,retention_vs_canonical_initial_variance_undefined,std,step,variance
rho,0.030489942248803192,False,localno_plain,False,"[0.002057970810012577,0.0016557586187042617,0.001429261083882416,0.001152589344917132,0.0008654336638382887,0.0007379747707059181,0.0006769923213232332,0.0006702540580501015,0.0007304272436057246,0.0008060684940200957,0.0010352255308010427,0.0011716293075867412,0.0013184796209451122,0.001683022162378478,0.0019940976189722903,0.0018753834106455258,0.001716289770389956,0.00300441146642072,0.002029060417946482,0.0030616676679180443,0.0025705058457674568,0.0024771402992129765,0.001988462104856481,0.0027187129279546696,0.002248650764200111,0.0024700098439538465,0.0016951205899591315,0.0022659199852199663,0.0023931729346173825,0.0035233953013493746,0.008358019982240172,0.010342904729268021,0.004079891847435846,0.01895870815278755,0.00576770665927917,0.031160196306853294,0.013971538955843243,0.02159283043377691,0.01616991095153253,0.019828418563463845,0.013493149178351871,0.015583320870630857,0.017382080344333417,0.012004024148037473,0.011887766282073997,0.014672997448917258,0.015604817725709097,0.009432331371105995,0.010100388716368869,0.004403778970701211,0.006879399180437673,0.024680897993663464,0.0024388924657685607,0.0043950299210138155,0.003157440026139824,0.003491526712926074,0.003384792466601283,0.0033734365785900167,0.003815346905124528,0.004766796532667428,0.0047270987826948385,0.004415737680064424,0.0029108418087737675,0.004112424560905659]",64,0.05089984853592614,False,0.05479528224579727,False,0.0030025229563965857,False,0.006770413888232881,25,4.5838504217976674e-05
press,0.0006379555066864107,False,localno_plain,False,"[3.28644600860184e-05,2.942697773050673e-05,2.7668733938779333e-05,2.6211352467414573e-05,2.5859147100987245e-05,2.953076463163562e-05,3.505180993901291e-05,4.5874780764121326e-05,8.38307998032306e-05,7.578603217117674e-05,9.668495388792664e-05,0.00013982223128117255,0.00013655897391018357,0.00019378850236329015,0.00027654911610586197,0.0003196483777934134,0.000398753122128781,0.000455483319784733,0.0004424122074926373,0.0004648337625994259,0.0006638146537873979,0.0005095982206970717,0.0005443052867626363,0.00040555934246189196,0.000361784488438488,0.0003337948275201619,0.0002614535496109349,0.00022920046804708605,0.00015680250832098008,0.00017981015080925644,0.0001533065953678303,0.0001537265879680838,0.00012847444487862347,0.0002164637371426803,0.00015903135327810514,0.0003161303524984449,0.00036375833443669237,0.0006333168339718309,0.00022897768490437453,0.0006392314090005735,0.000449643245565845,0.0003379617511216626,0.0001684935326526915,0.0003028426089446423,0.0002180561486966326,0.0001208733102012749,0.00045111788721313717,0.0002964072306030907,0.00026514397195487316,0.00022299320438878834,0.0002165446582945707,0.0001548196510468003,0.0002454642426104048,0.00015169988426622094,0.00017938825945029713,0.00014109858566602185,0.00015391844375312047,9.074655208340943e-05,8.36564518311711e-05,6.056838145385157e-05,5.765921424583098e-05,5.013925690355858e-05,3.994567459897347e-05,3.851333191437489e-05]",64,0.045712823093164656,False,0.05011611765835804,False,0.0025116252491463867,False,0.00016627135681971693,25,2.7646164098669628e-08
vel1,0.33783702766595525,False,localno_plain,False,"[0.1992744921353733,0.20456538574944716,0.21276335327274865,0.22856524055168848,0.2561832103619963,0.28610844524155254,0.3205716632583062,0.33446581190582947,0.3716343057785707,0.37304613894957583,0.4011499243642902,0.41666322762102936,0.4110664079198614,0.402163435042894,0.4060918384220713,0.4098696231012582,0.41882424427785736,0.4238736495462945,0.40601313122169813,0.39204769204661716,0.39474667820104514,0.3766610378952464,0.3658924507071788,0.3390853017590416,0.3206364903871872,0.296629397686047,0.2663318309969327,0.24046350271237316,0.20618631402976462,0.17147833991111838,0.1738627714184986,0.1496306229801121,0.1453206825117377,0.12507881152305345,0.12665497065972886,0.11303628043788194,0.12890319973848818,0.13967605141988315,0.09962058451856137,0.10776727274969744,0.1541814291904302,0.12141857617461937,0.1136129446731502,0.12714954561488412,0.13163788299061707,0.08603662188033923,0.16481683439087647,0.1259011261518026,0.12968477895446995,0.13563053382677026,0.13131992391754466,0.1295961842934048,0.17630523642401386,0.1341025063611596,0.18031306937882619,0.1606478309859085,0.1870908874734596,0.17302716134508955,0.1928751452924189,0.199916247436704,0.1847222814685665,0.20570375034549215,0.19310586620304093,0.18309413568385935]",64,0.4356070888042284,False,0.6565484882645335,False,0.43105591744244437,False,0.1078027576619233,25,0.011621434559515365
vel2,0.005919763844840213,False,localno_plain,False,"[-0.0002297813078300237,-0.0005101642157441244,-0.0011262141790739921,-0.001435582362352002,-0.0016344955039775608,-0.0017065759636025746,-0.0024294933870882066,-0.0022459848657912862,-0.002108794403165637,-0.002866784095916841,-0.003037692901967759,-0.002749686919144497,-0.0026681501148860063,-0.002610030529270335,-0.002639527346032039,-0.0022781684127872737,-0.0024504205014430416,-0.0023093457546271567,-0.002620379627385372,-0.0016798491601677235,-0.0013475519330761188,-0.0006857441341132642,-0.0012660482718089838,-0.0007482107001344218,7.479574035329506e-05,0.0010161358232787308,0.0002746769668795501,0.0013652030850010988,0.0008642457569782991,0.001906030443663248,0.0017943889226302856,0.0014979922514655186,0.001641059180292781,0.0012308002282466063,0.0013035682247632963,0.000893573622749777,0.001949594352583378,0.002108192480739568,0.000953516762235207,0.0010372780909418677,0.002832810221836457,0.002882070942872454,0.0010026093014061654,0.0017115793687803946,0.001453652042317689,0.00046456654050075485,0.0016254488177452897,0.001645997798152228,0.0006728774055243941,0.0011069483723858166,0.0004059186421685283,0.0005759818933519512,0.0006593988194190104,0.0008543669144137622,0.0007048902275581526,0.00047865460420570133,0.000520158131610382,0.0003487053139530627,-6.5158784486249455e-06,0.0006662599532774038,-3.629092643819831e-05,0.000654384906190339,0.00043892838675301145,-0.00015068094342541444]",64,9.219877438164053,False,13.641891056060045,False,186.10119158541104,False,0.0016017319888436772,25,2.5655453640851214e-06
vel3,0.04244988064505151,False,localno_plain,False,"[0.00769069486295848,0.007198901686820136,0.006038315039290865,0.005740611684871055,0.005197277636909803,0.005820498291939202,0.005575833732848423,0.005663526915327566,0.006789008239366012,0.006514016823587099,0.0072548037727528936,0.00824690203000955,0.010158236131587728,0.012190775937540366,0.01358852327751947,0.01577728875054163,0.02077518691532987,0.021281103596265893,0.022722255645703626,0.02338275863326089,0.028740510564034594,0.026030431915387453,0.028348234850682275,0.025267556476819664,0.02632832135134322,0.023902263540605873,0.02235328530764491,0.02326648624830341,0.0182689198177286,0.01789692572367585,0.01713816619485442,0.01753586967913634,0.015181825799800208,0.015072596764980517,0.013922611415978281,0.015439352424721164,0.015991979344903484,0.017081219669819347,0.01629064933808877,0.015530081047756994,0.02039065287789299,0.018992996128304185,0.01612520173040366,0.028797798019127185,0.02313453094882334,0.022226714114992774,0.03297893543435748,0.03189602259635649,0.03603954930872533,0.030883101576023364,0.036882811379200575,0.03290500807850094,0.04764715828196131,0.03335803733057219,0.039963587082638696,0.030026556434449958,0.03078236049964289,0.02375655720948089,0.02314159418460804,0.018608864714565243,0.015622317819065756,0.013742779663175497,0.010787203380459687,0.00842116476803767]",64,0.4147499156903668,False,0.31110964498440075,False,0.09678921120231988,False,0.009679400461222308,25,9.369079328871065e-05
Bcc1,0.06605928493944677,False,localno_plain,False,"[0.0005277066121293639,0.003960138817598935,-0.004783601962987008,-0.002613123238575099,-0.0024685010628178183,-0.0007169637771313377,-0.0015176150230814534,-2.8544820387929604e-05,0.00015215711603986867,-7.167246766031938e-05,-0.00048693262481919186,0.00015230527057864124,0.00045336391477662774,0.00015497606981240697,0.00120529702142258,0.0009520904572955843,-0.0008987778369493465,-0.001260119278102087,-0.0010609880628081603,-0.0009132214119006998,-0.00749443965807034,-0.005295822161268671,-0.006856178314524244,-0.006358185544265059,-0.004125718850125956,-0.008417113288517686,-0.006026167012104899,-0.004746984126361431,-0.0027038800192934406,-0.0028991264783496326,-0.0017433280984158195,-0.0011664955402574256,0.001884870663398458,0.0010997914613459364,0.00042224925782353984,-0.00022061396958083374,-0.0033178126539995497,-0.0007371549700605773,-0.0025652671971335556,-0.002279986695451333,-0.0030580302155217495,-0.040136566703269524,-0.01175828776692489,-0.005016172210080827,-0.010743352000430528,-0.0205824978600221,-0.024164552875018674,-0.013069694810903643,-0.009164717511383464,0.0027089931949862978,0.012888557867768019,0.019001086132054895,0.023796478084334938,0.025922718236177242,0.020157037803569842,0.02065112660181287,0.024170364256801507,0.010536168830745485,0.010995834263638468,0.005801805733732929,0.010549164831661212,0.004992802044295919,0.0038235484854527435,-0.0002848589447362465]",64,14.898032087826726,False,8.577845406845613,False,73.57943182374237,False,0.010601396723293069,50,0.000112389612484649
Bcc2,0.029485985826891437,False,localno_plain,False,"[0.0011108820662038,0.0008053437210450154,0.0004574653828655073,0.0003822664161829163,0.0001836457136730335,0.00010308650403313213,6.0057787478619284e-05,-1.8586771490968686e-05,-6.49058496046892e-05,-0.00019517161172014769,-0.0002532862229846916,-0.000449400438270645,-0.0004232167067003065,-0.0005764263136846272,-0.0007765109769575229,-0.0011017133760186648,-0.0014435541598949442,-0.0018471887545201682,-0.002762064647708229,-0.0036500973385571456,-0.007154954737266905,-0.007211850552792498,-0.012771460170768023,-0.02064973572259987,-0.02442268842798967,-0.025384218424420624,-0.02769087483628141,-0.026565217162328736,-0.018847361224857195,-0.013995180542679009,-0.010674210200946277,-0.007770985526917684,-0.0032115540854960045,-0.003140270963825742,-0.002065272923353234,-0.0018473258581934715,-0.0013870230697250463,-0.0010371859984132925,-0.0010549062913796092,-0.0007717076082016661,-0.0007519059948393192,-0.0006132161874887743,-0.00036380761794058136,-0.00040986637317046853,-0.00026208151400940877,-0.00016080593671035856,5.955950168905211e-05,0.00011991752177175144,0.0002064413685886465,0.00042138122415463406,0.0005323164326035397,0.0005978250441365032,0.000614518323709401,0.0006696342180840253,0.0009782324842510792,0.000989107602710558,0.0009048744901470757,0.001276540501120138,0.0011682145771096941,0.001177232268915418,0.0011695203584949354,0.001795110990610027,0.001069715346361022,0.0009104915273905334]",64,0.4341139321462276,False,0.34925385550727145,False,0.12197825558669403,False,0.007377157080795497,50,5.4422446594731135e-05
Bcc3,0.0006944406264256953,False,localno_plain,False,"[-0.00011631906135601416,8.863536361761529e-05,1.358533964627203e-06,8.526661289563362e-05,4.2749831644573106e-05,2.47673879860133e-05,7.937992484907154e-05,5.788419632491598e-05,3.166700567274611e-05,0.00011311837359031423,9.579771703815965e-05,0.00010066999686703798,0.00014742937095273134,0.00010247191884801138,0.00019693460201898952,0.00020651618120320903,0.00020108064496475626,0.0001880518091378347,4.540896091920904e-05,-2.316135034430289e-05,0.00012777930278073946,2.9471700218539065e-06,-2.2539963420165066e-05,-8.798891123659724e-05,0.00012212253560266173,0.0001838314354581233,0.00018604781405813509,-3.242053724154467e-05,0.00010531635164640757,-0.0002580856015882982,-0.00044464883278717837,-0.00026153923719712813,-0.0002867630122361797,-0.0002836531553127297,-0.00021939122199280542,-0.0003076464025587207,-0.0002424815092210847,-0.000147176915816144,1.0572629324639635e-05,-3.8930592152687515e-05,-6.793662378570776e-05,0.00015098977090455962,2.985234359421593e-05,6.803103796162741e-05,-8.159801822268595e-05,0.00024979179363851696,-6.374247929290386e-05,4.1758116390009856e-05,-7.190366286879968e-05,9.08481302936354e-05,-0.00030224064039605526,-4.021857186459546e-05,-3.6739855944730934e-05,-3.569807997373664e-05,-0.00015811124964723242,-3.590235189018451e-05,-0.00023125444782916976,-5.272406663174578e-05,-0.00019404137528644325,-4.0470228331430935e-05,-0.00016185569652500502,-2.6094412709393514e-05,-0.00014906026236840425,3.647063168558387e-05]",64,3.2802585083103177,False,3.2026956688666433,False,10.257259547377156,False,0.00015148458138280178,50,2.2947578396722693e-08
rho,0.07450031145466252,False,localno_plain,False,"[0.0020128294641637012,0.0029204483629605704,0.0028004319805354783,0.002943118031140557,0.001673079003246869,0.002611891603358174,0.0013979779527968361,0.002053891160475274,0.0022212657404789837,0.002434701603638345,0.0008599365394035274,0.003343550427604036,0.0009479543558672532,0.0030305396834062748,0.0019368126100314242,0.001911607529924808,0.0017467562084449995,0.001900641149331861,0.0016753979879631231,0.001788048555102506,0.0020055074359994762,0.0024845150680157246,0.002694841096719358,0.0036089929813343247,0.0032440555384187775,0.003026799046084605,0.0034406385990113364,0.0032033742291837086,0.004067595482923014,0.00584475536776452,0.005740263900047893,0.005213044190467198,0.005434531132742393,0.002700788790360509,0.008025578575886705,0.008079647483256736,0.009095053300521627,0.012465910396614266,0.00897907610465909,0.023987977705626662,0.019276103107756626,0.02894312863216797,0.07536024799406604,0.011323207385387946,0.03621128837931309,0.02971206491310996,0.041445448409040964,0.0075966113911691835,0.0747205746757098,0.005189203993931413,0.025638169716627246,0.00711630111801087,0.008745302548414102,0.006964112244641996,0.00638603207830446,0.003973818688594921,0.009530853562507158,0.0029947084497137233,0.0054183417658637545,0.0018162647667749887,0.006194159574127056,0.003070762989210607,0.0038271833352503393,0.0039295060907740265]",64,0.12437067076014201,False,0.11789879670856716,False,0.013900126265328048,False,0.014567379123279375,50,0.00021220853452135578
press,0.0006637908387217561,False,localno_plain,False,"[0.00011061541987889001,0.00011907448539894006,8.495181693235487e-05,6.85591084380599e-05,3.471483662997876e-05,4.56580192217948e-05,3.8555936498485543e-05,3.4099254200892215e-05,5.168191433518876e-05,4.591057613767546e-05,3.734197141302964e-05,4.18358575731137e-05,5.371351458433038e-05,0.00011027637432248216,0.0003262324352086843,0.00033874040010406503,0.00021570699503714597,0.0002791508067021553,0.0002695639591721033,0.00030341515393139673,0.00034118540049021817,0.0004526403275431079,0.00047821918233470484,0.0006424399094622224,0.0006005090950633729,0.0006978900929226484,0.0006826560505190926,0.0005658271222066524,0.00046870174711388657,0.0004219298890237866,0.00029646074317124516,0.00023558407721913088,0.0001911062223414195,0.0001355432109159116,0.00016331004792724535,9.800192552955611e-05,0.00012094474144819234,0.00011864673057571107,0.00011455344938976486,0.00015329039111433573,0.00014368106302287131,0.0002566020861175522,0.00016988920850724565,0.000120911396154888,0.0001242698296572975,0.00026741353142480107,0.00025423674126212603,0.00020708618070178209,0.00045422344934076264,0.0004926168488690874,0.00045072174539950716,0.000456286352071511,0.00035705432992849673,0.00038846392446373335,0.0002860333751481259,0.00019460475662383403,0.00022385575382120881,0.00014477792830536185,0.00015094807407692312,0.00010705900184154737,0.00011387630802972559,0.00014358735353958707,0.0001341488639772237,7.34709636562858e-05]",64,0.047564058720895426,False,0.0527042175736633,False,0.00277773455005204,False,0.00017485795340000957,50,3.057530386723992e-08
vel1,0.31607036909372255,False,localno_plain,False,"[0.20886755581341276,0.2082842163854366,0.19474499500756792,0.1969451431014022,0.18320047909583081,0.1813885597530316,0.196187909839864,0.18537386941170553,0.21675034884719935,0.25551593330419564,0.27119824099463585,0.2895423959744221,0.31703465311875334,0.3255726602856157,0.37298835568799404,0.3934652102216205,0.4037735634483397,0.41348015228322765,0.41812218035738624,0.4104331720918708,0.40351121100320597,0.40706798237079056,0.41560297613978037,0.391583986724072,0.3797472446349275,0.37437111077451846,0.3621844979970774,0.34351289175538113,0.3387371058779536,0.3023279065164388,0.29928944637504173,0.2696251146917348,0.2376293804791203,0.20469315371701668,0.17213043059018673,0.16752818111308443,0.14262457899531,0.11652602185495198,0.1154651103533979,0.10899075208180875,0.1020518112636637,0.15471859716853942,0.11568921073558158,0.12125743456817872,0.12205029282995383,0.19006824880671047,0.14982292940294428,0.1996168363293691,0.15851766319246963,0.20602452931598236,0.14560429071752878,0.19128381315385923,0.17211340613175707,0.15548977979597112,0.14621912119400804,0.1595798697508144,0.14541125549840217,0.16363802203886735,0.15943465596501483,0.18323055994369497,0.1652798296254332,0.20194337910652393,0.18689884135346801,0.19168257782803266]",64,0.4075411576090808,False,0.5973360335443941,False,0.35681033697054954,False,0.09808029843635141,50,0.009619744941363756
vel2,0.005699926059938659,False,localno_plain,False,"[-0.0002444951763601877,0.0005784129812346217,0.00021054043590396088,0.0003122175715952191,-0.00015135090121472933,-0.0005058058767695786,-0.0006504491847808408,-0.0010845756569035359,-0.0013515227830399532,-0.0015681256595558857,-0.0019490885936929402,-0.0019885988749985817,-0.001817388790505893,-0.0020604283606290574,-0.00180602209579743,-0.0022913527453826965,-0.0020426167526000523,-0.002098676411805611,-0.0021568777304212805,-0.0020573873600129022,-0.0018322701150350618,-0.0036501752486717554,-0.003298008027209115,-0.0030464872070242732,-0.0020647790764569685,-0.0015520520277268143,-0.0009824815544791643,-0.0008537228758231374,-0.00013313581945578745,-0.00024236286495200876,0.0006135667937309242,0.0011754982304864603,0.0013172574351052457,0.0018728985700694478,0.001480719164742031,0.001947697906801736,0.002049750811266904,0.001440748869628839,0.0014613961845219292,0.0005365256132596474,0.0007245993418366486,0.001575104508562672,0.0010916228446137405,0.00015166089455912607,-6.0626978863640574e-05,0.0015935712874805275,0.0005808630335705431,0.0014192874894184693,0.0012224620451784483,0.0017533289332855029,0.0006809498240649692,0.000791568357714996,0.0008470371362722107,0.0006537123591737856,2.0823057759591923e-05,0.0002255818935784637,-0.00044633763632463686,4.8865533151559726e-05,-0.0005396224058281107,0.00020389511807825111,-0.0003771412013073433,0.0008779988917942162,0.00015433317482967113,0.00048502321974932747]",64,8.877485835019872,False,12.101019406737072,False,146.43467068222725,False,0.0014208140060449103,50,2.0187124397733866e-06
vel3,0.03313075278077804,False,localno_plain,False,"[0.018759814873533287,0.015732981615428798,0.011662467292069323,0.008938454556300712,0.007100969106716093,0.0062429042919234234,0.005974777743460891,0.004715903199837612,0.005935862305818773,0.0054828876035344365,0.005756745441772182,0.0056494447433692585,0.007200419505352329,0.008336569549385331,0.011813137701665255,0.013414603405635717,0.014885057485741982,0.015840599579576065,0.01564726483394452,0.017976309919902178,0.01935697486959498,0.024021673119364095,0.024215904999948634,0.027651098035846644,0.028506026846969235,0.03280137349679535,0.03205409051594188,0.03662789018744661,0.03359718429788927,0.034910851996016845,0.03045682906474667,0.02919408283304392,0.0226891248330503,0.018310152693118198,0.015528066726460565,0.01337450577511845,0.011693326311956298,0.007839610234782413,0.007546961036496214,0.00488253275165107,0.004951130614870181,0.007386740618017029,0.006163747891775984,0.005837697569688771,0.009455910108613352,0.014316353774916024,0.016280183694050265,0.020545873295702677,0.02316072381165668,0.03440371948249776,0.028402235215082783,0.03784665598061565,0.03309418542971798,0.034037171279408085,0.036715330527840706,0.03447604145844707,0.03410081055369574,0.03451159330597875,0.03416666697779647,0.02944436929794847,0.027477926916617434,0.026935150453482493,0.02291589529772864,0.01705506559778769]",64,0.32369883528018584,False,0.34811820141746713,False,0.12118628215813221,False,0.0108308293673411,50,0.00011730686478445842
Bcc1,0.01846748603482569,False,localno_plain,False,"[0.00019069763042004265,-0.00296340690026671,0.0017956538302659258,-0.000978801965413445,-0.0002126109560238315,-0.0008129961354851212,-0.0011008541868063743,-0.000997038734607679,-0.0014868592699603667,-0.0015869915635227383,-0.0019147720018130102,-0.001189768512813019,-0.0011176641129952425,-0.0006873176522539989,-0.00039336392487772723,0.0003184072928810733,0.0005139219729189976,0.0018403363738336287,0.0012020432798035482,0.0017192057041921088,0.0052010787139606385,0.0071036348179334685,0.008830647839744021,0.004209794664704558,0.014526225927676564,0.00895604896644627,0.013433533243271836,0.008004867742194038,0.0052496340905968525,0.008028233357611325,0.003903130708572719,0.00591499037293805,0.0010323675199908067,0.005790294564458898,0.0029483891665532816,0.004146393031363743,0.004576766268678284,0.0032966790355508924,0.0018459782236973157,0.0014490610595909587,0.000582383837311018,0.0003429497944602844,-0.001388263560350822,0.0007287786377577626,-0.002413805094585891,0.0009906400666127163,-0.003849351270040064,0.002179552400613195,-0.0038616981406567885,-0.00022449150476891444,-0.003941260107149125,0.0009135632650390524,-0.0025605717665567462,0.00177378988364231,-0.003221001918735658,0.0007793021219798663,0.0004103785031912832,0.0015820765254144949,-0.0004762912562239763,0.001553510124985568,-0.000591542581518667,0.0010519777741444525,-0.0009208463036572967,0.0003706389285532963]",64,4.164883101300933,False,3.0616239779484262,False,9.373541382348746,False,0.003783874489259855,75,1.4317706150471529e-05
Bcc2,0.0244827164384116,False,localno_plain,False,"[0.0010261291151917595,0.0007147078098147727,0.0007439835986167917,0.0010381831946748576,0.0005790454677724391,0.0005012447669248132,0.00047706148450221697,0.00025257616819655696,0.00019294699453853426,7.322565789028707e-05,3.687966835887028e-05,-6.202612142839313e-07,-3.061937495291233e-05,-5.579577735791109e-05,-9.676136082414216e-05,-0.00012188931426150747,-0.00016305409210372324,-0.0002481154497706732,-0.0003810623452157186,-0.0006693524358415623,-0.0009223645466453962,-0.001164081905232454,-0.0019471533078978531,-0.0034480861818474984,-0.005653493584386271,-0.009799184417047968,-0.01290148540793723,-0.01870906521152449,-0.016284827160433224,-0.023444533243736743,-0.01691895522054665,-0.019550703963517435,-0.010370912648710373,-0.00927702148398879,-0.00817893580567386,-0.0032051288866696837,-0.005965153637415455,-0.0024072592281818572,-0.002013051303563884,-0.003108188532674916,-0.0013876864466570993,-0.0012130351029537856,-0.0011170712559276375,-0.0009142374817805166,-0.000788755688559295,-0.0005928085971087429,-0.0004977417565405623,-0.00032776105686971313,-0.0002592310797472704,-0.00018925290039667128,-2.7541649020138698e-05,5.61257791080543e-05,0.00014861764865385305,0.00013780552176666586,0.0003608676539658528,0.00029397990611685146,0.00037757849462992463,0.0002879183414624979,0.00047083080946148936,0.00033617736216846883,0.0005731710566082918,0.00044620076431336277,0.0007795090624621789,0.00043652312667472395]",64,0.3604521946492584,False,0.2654669012596198,False,0.07047267566438473,False,0.005607356939552725,75,3.14424518475501e-05
Bcc3,0.0006058755633963978,False,localno_plain,False,"[4.438470249525789e-05,3.367960736330722e-05,-9.465372092981594e-05,0.00010747097887620592,6.087211871878167e-06,1.8301238568690058e-05,5.6630016711854345e-05,4.466657843125738e-05,6.669501722051546e-05,5.450986232452548e-05,6.708454773644758e-05,6.170002052292498e-05,7.069575208434875e-05,6.661514166139693e-05,7.942998936679894e-05,7.256379306287697e-05,6.884683785492e-05,9.088834533385777e-05,4.5756271647063446e-05,2.297599259609706e-05,0.0003005321156676691,0.00010887226139943973,-7.184712126859227e-05,0.0001516057767802781,-4.918897031919167e-05,0.0001893882245567191,5.770142022726299e-05,0.0002205172657821497,3.93910934431696e-05,0.0002547166549549604,6.736748735513241e-05,0.00029923611847591043,8.014177394150002e-05,3.440033587591429e-06,3.915213819909169e-05,-2.8440634352311367e-05,-0.00011426751929680123,-0.0001935198067659974,-0.0003053434477287287,-0.00015353473749863886,-0.00027217392215686705,-9.45129687510704e-05,-0.00028773487673664985,-6.800976466251815e-05,-0.00015858479192625355,2.648869287785044e-06,-0.00019954304314722532,-7.413938105679634e-05,-5.705538297900992e-06,-9.257984392299677e-05,-3.803721736625075e-05,-0.00010957546062674052,7.589680113037622e-05,-0.00011974801239527082,0.00018148268887591135,-0.00010822075376321636,7.420492003144634e-05,-0.00011956355603411311,9.155155879454909e-05,-0.00012997429083420713,6.266372309403356e-05,-0.0001137604854274379,0.00017667409739045847,-0.00010029546955648465]",64,2.8619127340485377,False,2.7291196321291027,False,7.448093966472487,False,0.00012908486717470795,75,1.666290293351199e-08
rho,0.1047650489892491,False,localno_plain,False,"[0.016432455526784295,0.04222199478209987,0.1059313372304942,0.01214868640599498,0.0147847123274234,0.048958092743013104,0.012813849414239797,0.01142405983565098,0.009973767410647483,0.007990451445919255,0.008891697939219956,0.007196050261472298,0.007976671920265854,0.007699323895452803,0.006055396821579961,0.004145247928273088,0.0020914552254263086,0.0011662882412450948,0.0014348990599044598,0.0011707929065924993,0.0015122509480782753,0.0018624627271881522,0.002776957164567051,0.0026205573585311726,0.003009046130808324,0.0030530950475324836,0.0038859824488124417,0.004394330407671676,0.004520229868268277,0.004474589054883404,0.0041602807982337175,0.003960223406968666,0.0032668976880838585,0.0026762022822666154,0.00274686075924091,0.0033215624405613653,0.003257022036767143,0.004570306895185894,0.002382699262883925,0.0072521829414828876,0.0019910217157264043,0.014699093705426325,0.00241611858381674,0.020154660566213067,0.0028912608864590794,0.008314083485597479,0.0039734682883096895,0.004979823039111153,0.005717370023450741,0.006820910052194762,0.007298142658222817,0.010307489359276722,0.007033168845163473,0.010856788114645965,0.009214897592304538,0.013024694674570014,0.01046819992412118,0.03885570923838699,0.00705171296235374,0.03585240958569402,0.031639928567614994,0.04408972086630847,0.00524611591231583,0.06729306075815167]",64,0.17489456299711348,False,0.14191205903630397,False,0.020139032499923416,False,0.01753441785548626,75,0.00030745580953079525
press,0.0007166593121567533,False,localno_plain,False,"[0.000159808974477621,9.832946113044749e-05,0.00017344294318777376,0.0002652380286525813,0.00013045875573325372,0.00015298653796311235,0.00011113879692170592,8.188044502718816e-05,7.562136992003698e-05,6.19512661758359e-05,5.8320306896786356e-05,5.501705877505869e-05,5.448857512924121e-05,5.4474249233243954e-05,5.144458639891325e-05,5.386703829950157e-05,4.611843729024345e-05,5.3092113800112806e-05,8.490153397230915e-05,0.00017555051759243767,0.0002619038753282066,0.0004411963632660054,0.0005796262146851028,0.0006517349369983272,0.0006810119784081969,0.0006376194716035677,0.0007627777494469967,0.0006140035943031918,0.0006640054526068084,0.0005011179611331684,0.0005547535763219535,0.00040301720463009616,0.0004020188311169015,0.0002603394955666971,0.0002845769423999167,0.00023511690098865223,0.00023221207885576467,0.0002690408385743748,0.00022079294761156998,0.00018208164704747176,0.00019629817916488879,0.00016893717921606655,0.00022553579197459594,0.00017048873367259132,0.00016906762747803672,0.00018909749080306404,0.00019031563668425733,0.00012563127510134553,0.00018134406250625013,0.00010583166630681595,0.00025420460119299215,9.327812209472541e-05,0.0002455157191731949,8.74491313502812e-05,0.00029400078373231775,0.00011453027515939684,0.00015261704735797244,0.0001042731720636847,0.00011943495531174797,7.993252518989635e-05,0.00011669563134486527,9.982861236618179e-05,0.00011841187676314702,0.00015515415891430295]",64,0.05135235923403398,False,0.055771044253992444,False,0.0031104093771807837,False,0.00018503283240291638,75,3.4237149067045743e-08
vel1,0.3153612265941774,False,localno_plain,False,"[0.2165140402103134,0.15236184148670873,0.1966872495795542,0.2321131955832243,0.1926219872002548,0.18258178503128875,0.2193406656588195,0.18632819449521776,0.19380394369363785,0.17144621633997303,0.17514900555579516,0.17101002723211423,0.17701077083256678,0.18911326868510514,0.19802342284674523,0.23444089542863367,0.2362326732290967,0.27488911381806247,0.31704600754346757,0.3692836436039215,0.39663304391615384,0.3925780921144906,0.41315713750736904,0.4102071605720994,0.4165546949934651,0.397021140981451,0.3909477910183341,0.3754120137091377,0.374289972231054,0.3569223619178956,0.3466970431909431,0.32957518641705974,0.3114895429516764,0.28391779272351414,0.2562210946562118,0.22784307559777517,0.21502385597159446,0.2112820809470577,0.18993700130158686,0.1719953073461511,0.16610313634555496,0.14662751926698547,0.15402421780891018,0.12672970085441193,0.13243967438211257,0.1259103750835493,0.13730785630650644,0.14241278681765834,0.14984042017749744,0.12184722092388256,0.17266372444282752,0.13889447452856984,0.17260581444134004,0.12248839295352809,0.16981896147444786,0.11108974541639327,0.1504142617322941,0.10353959642270638,0.15026309574204788,0.10119346839928767,0.15041995076899184,0.11812896431001718,0.18055890178584377,0.11599912882229546]",64,0.40662678921699424,False,0.5723522279605622,False,0.32758707285141936,False,0.09397805284905937,75,0.008831874417300597
