axis,channel,demeaned,ground_truth_available,high_k_axis_anisotropy,high_k_energy,low_k_energy,mid_k_energy,model,oracle_available,parseval_relative_error,retention_vs_canonical_initial_high_k_energy,retention_vs_canonical_initial_high_k_energy_undefined,retention_vs_canonical_initial_low_k_energy,retention_vs_canonical_initial_low_k_energy_undefined,retention_vs_canonical_initial_mid_k_energy,retention_vs_canonical_initial_mid_k_energy_undefined,retention_vs_canonical_initial_total_nonzero_mode_energy,retention_vs_canonical_initial_total_nonzero_mode_energy_undefined,spectral_centroid,step,total_nonzero_mode_energy
r,Bcc1,False,False,1773.9242476480856,4.247491272477431,1347.2031247454859,30.5411147411798,fno_full,False,0.0,0.01159211724986086,False,0.10565490031507421,False,0.062189996946639306,False,0.14378309889453753,False,0.05541998841265028,50,1193.1665895056294
r,Bcc1,True,False,1773.9242476480856,4.247491272477431,1277.6200379768354,30.541114741179804,fno_full,False,0.0,0.01159211724986086,False,0.10020034101938564,False,0.06218999694663931,False,0.14378309889453753,False,0.05541998841265029,50,1193.1665895056294
combined,Bcc1,False,False,1773.9242476480856,5.774809489447196,1336.7861395128793,39.43078175681644,fno_full,False,0.0,0.00891972071153319,False,0.11127769345041656,False,0.04159379392160533,False,0.09644276066979159,False,0.057323879701178,50,1312.4086439904931
combined,Bcc1,True,False,1773.9242476480856,5.774809489447197,1267.203052744229,39.430781756816444,fno_full,False,0.0,0.008919720711533193,False,0.10548822492591897,False,0.04159379392160534,False,0.09644276066979159,False,0.057323879701178,50,1312.4086439904931
phi,Bcc2,False,False,3058.52235248996,2.40018473855951e-06,2.127031300548075,2.070375730716951e-06,fno_full,False,2.0878314125324618e-16,9.939383550490058,False,0.008838923258130635,False,2.769295186748302,False,0.9565766632032197,False,0.18072027131121085,50,8.458745620745474e-06
phi,Bcc2,True,False,3058.52235248996,2.40018473855951e-06,1.1364485205288108,2.070375730716951e-06,fno_full,False,0.0,9.939383550490053,False,0.005933656925022242,False,2.7692951867483018,False,0.9565766632032193,False,0.18072027131121085,50,8.458745620745474e-06
theta,Bcc2,False,False,3058.52235248996,0.002473588308462344,2.1152944691769067,0.009267713623175647,fno_full,False,2.0878314125324618e-16,0.16878106115339045,False,0.008794185417113264,False,0.09678699519137819,False,0.014039033344791252,False,0.03657500997608222,50,1.0468388499543155
theta,Bcc2,True,False,3058.52235248996,0.002473588308462344,1.1247116891576423,0.009267713623175647,fno_full,False,0.0,0.16878106115339045,False,0.0058757634354130155,False,0.09678699519137819,False,0.014039033344791252,False,0.03657500997608222,50,1.0468388499543155
r,Bcc2,False,False,3058.52235248996,0.0073410186729895325,2.0891754917201997,0.030519260715355295,fno_full,False,2.0878314125324618e-16,0.0031933427528051776,False,0.008931955058884163,False,0.006864667775206668,False,0.0054800015553418185,False,0.05692082043216208,50,0.9326630768455373
r,Bcc2,True,False,3058.52235248996,0.0073410186729895325,1.0985927117009353,0.030519260715355295,fno_full,False,0.0,0.0031933427528051776,False,0.005945372984711744,False,0.006864667775206667,False,0.0054800015553418185,False,0.05692082043216208,50,0.9326630768455373
combined,Bcc2,False,False,3058.52235248996,0.008696861523984486,2.083548322247775,0.034790587336785146,fno_full,False,2.0878314125324618e-16,0.003763239551446653,False,0.008910222312099491,False,0.0077402960531443455,False,0.0059336802361946665,False,0.05731481345480217,50,1.13645299108928
combined,Bcc2,True,False,3058.52235248996,0.008696861523984486,1.0929655422285105,0.034790587336785146,fno_full,False,0.0,0.0037632395514466525,False,0.005916874461347191,False,0.007740296053144344,False,0.0059336802361946665,False,0.05731481345480217,50,1.13645299108928
phi,Bcc3,False,False,16189.46280050055,2.9187459440160406e-06,3.43812299391712,1.7023023345076294e-06,fno_full,False,1.2916600533297308e-16,2126.307214236602,False,1.0032799831962158,False,54.17806047639146,False,7.305988997256871,False,0.22769020535373555,50,6.709152507570867e-06
phi,Bcc3,True,False,16189.462800500554,2.9187459440160397e-06,3.3618235710767435,1.7023023345076298e-06,fno_full,False,1.3209753279192786e-16,2126.307214236601,False,0.9810512752904673,False,54.17806047639147,False,7.305988997256869,False,0.22769020535373558,50,6.709152507570866e-06
theta,Bcc3,False,False,16189.46280050055,0.03272356879288464,3.339681255484864,0.06572279068764962,fno_full,False,0.0,0.31303914279077955,False,1.0597259325178403,False,0.38459047914104966,False,0.9519506038492422,False,0.03603812475568631,50,3.2615443913554643
theta,Bcc3,True,False,16189.462800500554,0.03272356879288464,3.263381832644488,0.06572279068764962,fno_full,False,0.0,0.31303914279077955,False,1.0355567107280534,False,0.38459047914104966,False,0.9519506038492422,False,0.03603812475568631,50,3.2615443913554643
r,Bcc3,False,False,16189.46280050055,0.04725292888475955,3.2775217098990588,0.11335297618158048,fno_full,False,0.0,0.8278477146443757,False,1.0008700774786679,False,1.1915440810271116,False,1.3124226938899874,False,0.05143331294498941,50,3.1698119202112336
r,Bcc3,True,False,16189.462800500554,0.04725292888475955,3.201222287058682,0.11335297618158048,fno_full,False,1.3209753279192786e-16,0.8278477146443758,False,0.9776080215799542,False,1.1915440810271116,False,1.3124226938899874,False,0.05143331294498941,50,3.1698119202112336
combined,Bcc3,False,False,16189.46280050055,0.06515727706790349,3.2403842061049506,0.13258613179254458,fno_full,False,1.2916600533297308e-16,0.4421299879144816,False,1.058737982862125,False,0.6056886735566519,False,0.9810526144217391,False,0.05488040394770947,50,3.361828192125022
combined,Bcc3,True,False,16189.462800500554,0.06515727706790347,3.164084783264574,0.13258613179254455,fno_full,False,1.3209753279192786e-16,0.44212998791448155,False,1.0338512811351057,False,0.6056886735566518,False,0.9810526144217392,False,0.05488040394770947,50,3.361828192125022
phi,rho,False,False,10001.041183560626,0.00021177158960078416,189.56346537897574,0.0001413360822414714,fno_full,False,1.4993214241675541e-16,22096.21800603041,False,0.004895501959817552,False,1408.644881785195,False,290.35408107365686,False,0.2128545372689335,50,0.0005675896115918842
phi,rho,True,False,10001.041183560626,0.00021177158960078416,159.86065388766534,0.0001413360822414714,fno_full,False,0.0,22096.21800603041,False,0.004560200022729303,False,1408.644881785195,False,290.35408107365686,False,0.2128545372689335,50,0.0005675896115918842
theta,rho,False,False,10001.041183560626,1.2018672417089873,183.34979181357144,5.012159431367111,fno_full,False,1.4993214241675541e-16,0.0036425140670111344,False,0.005279572740636169,False,0.0013679989590489273,False,0.004759387052527238,False,0.048224048436058875,50,147.79590806402013
theta,rho,True,False,10001.041183560626,1.2018672417089873,153.64698032226107,5.012159431367111,fno_full,False,0.0,0.0036425140670111344,False,0.004946492206651519,False,0.0013679989590489273,False,0.004759387052527237,False,0.04822404843605887,50,147.79590806402013
r,rho,False,False,10001.041183560626,2.117936389105542,177.59453068103522,9.851351416506773,fno_full,False,0.0,0.006662825144535064,False,0.00503204148551128,False,0.0031662590165689886,False,0.005958445088274436,False,0.06398879984028481,50,148.6157561259778
r,rho,True,False,10001.041183560626,2.117936389105542,147.89171918972482,9.851351416506773,fno_full,False,1.7779013134349274e-16,0.006662825144535063,False,0.004676211578846092,False,0.003166259016568989,False,0.005958445088274436,False,0.06398879984028479,50,148.6157561259778
combined,rho,False,False,10001.041183560626,2.7176877278581877,174.73078525389514,12.115345504894224,fno_full,False,2.9986428483351083e-16,0.004387509579992422,False,0.005501982038930948,False,0.0019095031647967293,False,0.004560210095497607,False,0.06952731174150788,50,159.8610069953372
combined,rho,True,False,10001.041183560626,2.7176877278581877,145.02797376258476,12.115345504894224,fno_full,False,1.7779013134349274e-16,0.004387509579992422,False,0.005162709573452106,False,0.0019095031647967293,False,0.004560210095497605,False,0.06952731174150789,50,159.86100699533716
phi,press,False,False,4718.31844628582,1.3260058334690536e-06,0.9207574099330275,9.137690314524617e-07,fno_full,False,1.2057685466314373e-16,21.19876716316264,False,0.04460224162731805,False,2.24113849797201,False,0.7470356767569862,False,0.20309433774884747,50,3.800193200723656e-06
phi,press,True,False,4718.31844628582,1.3260058334690536e-06,0.649764615202143,9.137690314524617e-07,fno_full,False,1.7086482884148378e-16,21.19876716316264,False,0.033187074024904374,False,2.24113849797201,False,0.7470356767569862,False,0.20309433774884747,50,3.800193200723656e-06
theta,press,False,False,4718.31844628582,0.0029604455818983922,0.903918442084541,0.01388076204145295,fno_full,False,0.0,0.0036632188712452324,False,0.05123535048098591,False,0.00632923716853336,False,0.03561258237237658,False,0.04172281878857434,50,0.5944934429526624
theta,press,True,False,4718.31844628582,0.0029604455818983922,0.6329256473536565,0.01388076204145295,fno_full,False,0.0,0.003663218871245233,False,0.03817962868545953,False,0.006329237168533361,False,0.03561258237237658,False,0.04172281878857434,50,0.5944934429526624
r,press,False,False,4718.31844628582,0.0062565177839396385,0.881381117481435,0.03312201444251776,fno_full,False,0.0,0.005986999396443587,False,0.05042041024684471,False,0.015637687243838808,False,0.036240785329666,False,0.05775516825523343,50,0.5987649499544367
r,press,True,False,4718.31844628582,0.0062565177839396385,0.6103883227505504,0.03312201444251776,fno_full,False,0.0,0.005986999396443587,False,0.0371831129106303,False,0.015637687243838808,False,0.036240785329666,False,0.05775516825523343,50,0.5987649499544367
combined,press,False,False,4718.31844628582,0.0076987334435572215,0.8728782504423439,0.04018266582199121,fno_full,False,2.4115370932628745e-16,0.004356755001730344,False,0.05744712163295544,False,0.010912667978867268,False,0.03318718762545569,False,0.06278254489131331,50,0.6497668549770079
combined,press,True,False,4718.31844628582,0.0076987334435572215,0.6018854557114593,0.04018266582199121,fno_full,False,1.7086482884148378e-16,0.004356755001730344,False,0.042597598163582134,False,0.010912667978867268,False,0.03318718762545568,False,0.06278254489131331,50,0.6497668549770079
phi,vel1,False,False,25374.270524771746,0.0029477034833692373,41632.9305257162,0.0019594440515175457,fno_full,False,0.0,0.6745875479433092,False,1.1602776945764695,False,0.12364863411040976,False,0.0995542472354058,False,0.20677145181163387,50,0.008167240420892737
phi,vel1,True,False,25374.270524771746,0.0029477034833692373,5523.518204709973,0.0019594440515175457,fno_full,False,0.0,0.6745875479433092,False,0.31019324032989115,False,0.12364863411040976,False,0.0995542472354058,False,0.20677145181163387,50,0.008167240420892737
theta,vel1,False,False,25374.270524771746,32.27662625717093,41496.06175845856,104.59704814800432,fno_full,False,0.0,2.514915971375152,False,1.1605375297441427,False,0.9243657985227883,False,0.4677824572246566,False,0.03632100015090303,50,5023.617024471275
theta,vel1,True,False,25374.270524771746,32.27662625717093,5386.649437452333,104.59704814800432,fno_full,False,0.0,2.514915971375152,False,0.3046621381694026,False,0.9243657985227883,False,0.4677824572246566,False,0.03632100015090303,50,5023.617024471275
r,vel1,False,False,25374.270524771746,74.79582561382304,41324.4840772773,233.65552997261466,fno_full,False,0.0,0.11946799109183004,False,1.201115578628681,False,0.27465358284558494,False,0.3065186891027552,False,0.0654108289621899,50,4858.093972992632
r,vel1,True,False,25374.270524771746,74.79582561382304,5215.071756271069,233.65552997261466,fno_full,False,0.0,0.11946799109183004,False,0.3193568731436442,False,0.27465358284558494,False,0.3065186891027552,False,0.0654108289621899,50,4858.093972992632
combined,vel1,False,False,25374.270524771746,91.0364086192464,41259.46440721312,282.4346170313785,fno_full,False,1.74764463243685e-16,0.14268948762614908,False,1.2030804793155763,False,0.2976021278641212,False,0.31019316373649736,False,0.06638264803241208,50,5523.5231118575075
combined,vel1,True,False,25374.270524771746,91.0364086192464,5150.0520862068815,282.4346170313785,fno_full,False,1.6465844051969105e-16,0.14268948762614908,False,0.31751866290825354,False,0.2976021278641212,False,0.31019316373649736,False,0.06638264803241208,50,5523.5231118575075
phi,vel2,False,False,15830.400054120124,4.3744282710900785e-05,118.33643767486551,2.776477778665033e-05,fno_full,False,1.2008850703137276e-16,11.76145241841989,False,2.8127218673930408,False,2.2309862309265216,False,0.7769095778859194,False,0.20072000852721197,50,0.00012563823167024803
phi,vel2,True,False,15830.400054120124,4.3744282710900785e-05,95.9082378907851,2.7764777786650333e-05,fno_full,False,0.0,11.76145241841989,False,2.279631146171733,False,2.230986230926522,False,0.7769095778859196,False,0.20072000852721192,50,0.00012563823167024805
theta,vel2,False,False,15830.400054120124,0.2934374527402044,117.22244059300502,0.8206311381807823,fno_full,False,1.2008850703137276e-16,0.737464184448556,False,2.8497578749676387,False,1.5202531944077682,False,2.26562161445745,False,0.02345956634556098,50,95.31067249180438
theta,vel2,True,False,15830.400054120124,0.2934374527402044,94.79424080892463,0.8206311381807823,fno_full,False,1.4817125652748581e-16,0.737464184448556,False,2.304514984933294,False,1.5202531944077682,False,2.26562161445745,False,0.02345956634556098,50,95.31067249180438
r,vel2,False,False,15830.400054120124,0.6924894953940898,115.9653888980111,1.678630790520814,fno_full,False,0.0,0.9808854759012261,False,2.976950984589568,False,0.6961014189688435,False,2.478025637503031,False,0.0397652278065756,50,93.11941105249397
r,vel2,True,False,15830.400054120124,0.6924894953940898,93.53718911393071,1.678630790520814,fno_full,False,1.4817125652748581e-16,0.9808854759012261,False,2.4011982150920663,False,0.6961014189688435,False,2.478025637503031,False,0.0397652278065756,50,93.11941105249397
combined,vel2,False,False,15830.400054120124,0.8443742450562046,115.51067852368244,1.981456415187354,fno_full,False,1.2008850703137276e-16,0.7759689538505826,False,3.0301956728309127,False,0.6918865059934118,False,2.2796319700073187,False,0.04114055454302141,50,95.90830939984562
combined,vel2,True,False,15830.400054120124,0.8443742450562047,93.08247873960205,1.9814564151873542,fno_full,False,0.0,0.7759689538505827,False,2.441838231316196,False,0.691886505993412,False,2.279631970007318,False,0.04114055454302141,50,95.9083093998456
phi,vel3,False,False,27593.98428165024,0.0002454522397378184,957.9450770141,0.0001825628321900676,fno_full,False,1.1867777146483295e-16,1.938775614330797,False,1.1487238951351344,False,0.32530028745566225,False,0.31688498933837694,False,0.19636549475261877,50,0.0007417125021298451
phi,vel3,True,False,27593.98428165024,0.0002454522397378184,440.5506288456731,0.0001825628321900676,fno_full,False,1.2902799340866365e-16,1.938775614330797,False,0.8918743382125515,False,0.32530028745566225,False,0.31688498933837694,False,0.19636549475261877,50,0.0007417125021298451
theta,vel3,False,False,27593.98428165024,4.000202925258426,944.8362532369003,9.109048867013186,fno_full,False,1.1867777146483295e-16,9.061085287000282,False,1.1371477498353029,False,3.5065487808521123,False,1.769824800179393,False,0.03989823347053047,50,425.1275822949792
theta,vel3,True,False,27593.98428165024,4.000202925258426,427.4418050684734,9.109048867013186,fno_full,False,0.0,9.061085287000282,False,0.8706920353320081,False,3.5065487808521123,False,1.769824800179393,False,0.03989823347053047,50,425.1275822949792
r,vel3,False,False,27593.98428165024,6.773005245221207,936.2217253430188,14.95077444093187,fno_full,False,0.0,0.8435488474148045,False,1.1542072279344526,False,1.0133190673882637,False,1.0360314251362588,False,0.05389989935471263,50,408.450509056647
r,vel3,True,False,27593.98428165024,6.773005245221207,418.8272771745919,14.95077444093187,fno_full,False,0.0,0.8435488474148045,False,0.8888945733701389,False,1.0133190673882637,False,1.0360314251362588,False,0.05389989935471263,50,408.450509056647
combined,vel3,False,False,27593.98428165024,8.890080449450329,930.8779968459037,18.1774277338179,fno_full,False,2.373555429296659e-16,1.0651324110944573,False,1.1497043665731537,False,1.1426562039443768,False,0.8918739628198232,False,0.05642375285288572,50,440.5510568607452
combined,vel3,True,False,27593.98428165024,8.890080449450329,413.48354867747696,18.1774277338179,fno_full,False,5.161119736346546e-16,1.0651324110944573,False,0.8803017402909089,False,1.1426562039443768,False,0.8918739628198232,False,0.05642375285288572,50,440.5510568607452
phi,Bcc1,False,False,2333.8480304284376,0.002873383121593707,2194.990956389946,0.002328632590975448,fno_full,False,2.071745543357904e-16,137.87026010256267,False,0.1612957987625798,False,38.783589922054794,False,29.006506102346684,False,0.16538735053760423,75,0.011219451011277092
phi,Bcc1,True,False,2333.8480304284385,0.0028733831215937058,2028.565492352163,0.0023286325909754463,fno_full,False,1.1208565522242454e-16,137.8702601025626,False,0.14906977208705746,False,38.783589922054766,False,29.006506102346677,False,0.1653873505376042,75,0.011219451011277089
theta,Bcc1,False,False,2333.8480304284376,1.3393930636937137,2181.9982448156115,11.65852052635244,fno_full,False,0.0,0.004599419345051007,False,0.17045211173684263,False,0.02259255811219655,False,0.14181633594693094,False,0.03425272032483678,75,1929.8027892658463
theta,Bcc1,True,False,2333.8480304284385,1.3393930636937132,2015.5727807778294,11.658520526352437,fno_full,False,0.0,0.004599419345051006,False,0.15745532511437418,False,0.022592558112196542,False,0.14181633594693094,False,0.03425272032483678,75,1929.8027892658463
r,Bcc1,False,False,2333.8480304284376,6.706039538997789,2100.9716723315687,87.31844653509111,fno_full,False,0.0,0.018301908498783926,False,0.16476947575884135,False,0.1778040510119517,False,0.23538820314111286,False,0.05962423547347898,75,1953.340425342648
r,Bcc1,True,False,2333.8480304284385,6.706039538997789,1934.5462082937868,87.31844653509108,fno_full,False,0.0,0.018301908498783926,False,0.15172131308753897,False,0.17780405101195165,False,0.23538820314111283,False,0.05962423547347899,75,1953.3404253426477
combined,Bcc1,False,False,2333.8480304284376,7.6286754310046,2096.3251270924934,91.04235588215926,fno_full,False,0.0,0.011783185985241898,False,0.1745037728697639,False,0.09603656889316828,False,0.14907015347278615,False,0.06122496499325076,75,2028.5706943678758
combined,Bcc1,True,False,2333.8480304284385,7.628675431004599,1929.899663054712,91.04235588215924,fno_full,False,0.0,0.011783185985241897,False,0.16065435551145363,False,0.09603656889316826,False,0.14907015347278615,False,0.06122496499325075,75,2028.5706943678758
phi,Bcc2,False,False,875.8352425681506,0.00016427452945441112,13.22411140382958,0.0001607379977966928,fno_full,False,0.0,680.275784439659,False,0.05495307277579856,False,215.0000876757747,False,61.50383390492799,False,0.18705495618888082,75,0.0005438615698194627
phi,Bcc2,True,False,875.8352425681501,0.00016427452945441126,10.409175746754066,0.00016073799779669292,fno_full,False,1.7064764972675715e-16,680.2757844396592,False,0.05434868068177929,False,215.0000876757748,False,61.50383390492801,False,0.18705495618888082,75,0.0005438615698194632
theta,Bcc2,False,False,875.8352425681506,0.10076932464167657,12.575958328618565,0.5477087630965887,fno_full,False,0.0,6.875822256495591,False,0.052283647005797636,False,5.719974480819209,False,0.1309197877113283,False,0.05649061066284569,75,9.762204892464261
theta,Bcc2,True,False,875.8352425681501,0.10076932464167657,9.76102267154305,0.5477087630965889,fno_full,False,1.7064764972675715e-16,6.875822256495591,False,0.05099392196114298,False,5.719974480819211,False,0.1309197877113283,False,0.05649061066284569,75,9.762204892464261
r,Bcc2,False,False,875.8352425681506,0.14387742235247297,12.187907456811072,0.8926515371932854,fno_full,False,0.0,0.06258667147272824,False,0.05210756209687309,False,0.20078324632471706,False,0.055326113238941245,False,0.07330029153999292,75,9.416169408389326
r,Bcc2,True,False,875.8352425681501,0.143877422352473,9.372971799735557,0.8926515371932855,fno_full,False,1.7064764972675715e-16,0.06258667147272824,False,0.05072472512432139,False,0.20078324632471703,False,0.055326113238941245,False,0.07330029153999292,75,9.416169408389326
combined,Bcc2,False,False,875.8352425681506,0.20038509069276,11.749368327059974,1.2746829986040997,fno_full,False,0.0,0.08670910727226663,False,0.05024576713819801,False,0.28359463114534555,False,0.05435037736562964,False,0.08371518980290521,75,10.409500759281315
combined,Bcc2,True,False,875.8352425681501,0.20038509069276003,8.934432669984458,1.2746829986040997,fno_full,False,3.412952994535143e-16,0.08670910727226662,False,0.04836741365502681,False,0.2835946311453455,False,0.05435037736562964,False,0.08371518980290521,75,10.409500759281315
phi,Bcc3,False,False,29434.27832271655,1.4408569106819632e-06,3.824144015319083,8.235512015640173e-07,fno_full,False,1.161276733069277e-16,1049.6646514051256,False,1.1159249247968372,False,26.21062422301472,False,4.271546529271335,False,0.20632431504950785,75,3.922597901369219e-06
phi,Bcc3,True,False,29434.278322716556,1.4408569106819632e-06,3.823026711252454,8.235512015640173e-07,fno_full,False,1.1616161234386934e-16,1049.6646514051254,False,1.1156401135418546,False,26.21062422301472,False,4.271546529271334,False,0.20632431504950785,75,3.922597901369219e-06
theta,Bcc3,False,False,29434.27832271655,0.024905024093918808,3.7443864994669696,0.054854756166307195,fno_full,False,2.322553466138554e-16,0.23824563399207419,False,1.1881443680704664,False,0.320993931274588,False,1.0960969248108752,False,0.029876528746277865,75,3.7554141601921183
theta,Bcc3,True,False,29434.278322716556,0.024905024093918808,3.74326919540034,0.054854756166307195,fno_full,False,0.0,0.23824563399207419,False,1.1878375667174692,False,0.320993931274588,False,1.0960969248108752,False,0.029876528746277865,75,3.7554141601921183
r,Bcc3,False,False,29434.27832271655,0.042410583332222446,3.6775008153669484,0.10423488102802474,fno_full,False,0.0,0.7430122389649173,False,1.123013316704328,False,1.0956964669948406,False,1.4898747119966944,False,0.048656204449595813,75,3.59840060957089
r,Bcc3,True,False,29434.278322716556,0.04241058333222245,3.676383511300319,0.10423488102802472,fno_full,False,0.0,0.7430122389649174,False,1.1227155407423248,False,1.0956964669948406,False,1.4898747119966944,False,0.048656204449595813,75,3.59840060957089
combined,Bcc3,False,False,29434.27832271655,0.055524951511511406,3.647460477642326,0.12116085057335704,fno_full,False,1.161276733069277e-16,0.37676906165297214,False,1.1917429240004402,False,0.5534949536471723,False,1.1156407636676697,False,0.050941674449171054,75,3.8230289756605655
combined,Bcc3,True,False,29434.278322716556,0.05552495151151141,3.6463431735756964,0.12116085057335704,fno_full,False,3.484848370316081e-16,0.3767690616529722,False,1.1914271644674383,False,0.5534949536471723,False,1.1156407636676697,False,0.050941674449171054,75,3.8230289756605655
phi,rho,False,False,15338.435246653686,5.28802952607444e-05,45.77078803423069,3.707221821328372e-05,fno_full,False,0.0,5517.522603042964,False,0.001182036749940221,False,369.48519878558596,False,73.74461606510984,False,0.2111088467216788,75,0.0001441573606770491
phi,rho,True,False,15338.435246653687,5.28802952607444e-05,35.52696780343487,3.707221821328372e-05,fno_full,False,2.0000044491191588e-16,5517.522603042964,False,0.0010134456193240146,False,369.48519878558596,False,73.74461606510984,False,0.2111088467216788,75,0.0001441573606770491
theta,rho,False,False,15338.435246653686,0.15474963935346608,43.747928929970094,1.8681994174206156,fno_full,False,0.0,0.0004690016656152323,False,0.0012597253084028989,False,0.0005098989553949855,False,0.0010750478556342503,False,0.055174980385413415,75,33.38406233453364
theta,rho,True,False,15338.435246653687,0.15474963935346608,33.50410869917427,1.8681994174206156,fno_full,False,0.0,0.0004690016656152323,False,0.0010786272025891516,False,0.0005098989553949855,False,0.0010750478556342503,False,0.055174980385413415,75,33.38406233453364
r,rho,False,False,15338.435246653686,0.8111009846808557,41.71505570761883,3.2447212944444908,fno_full,False,0.0,0.002551646056646251,False,0.0011819727222802808,False,0.0010428648436572809,False,0.001290843519264329,False,0.07758609220945878,75,32.19626644429532
r,rho,True,False,15338.435246653687,0.8111009846808558,31.471235476823,3.244721294444491,fno_full,False,0.0,0.002551646056646251,False,0.0009950939548448794,False,0.0010428648436572813,False,0.001290843519264329,False,0.07758609220945878,75,32.19626644429532
combined,rho,False,False,15338.435246653686,0.8889606864287917,40.72149226595689,4.160425034358493,fno_full,False,0.0,0.0014351625052289622,False,0.0012822521155628228,False,0.0006557258120949019,False,0.0010134481853146823,False,0.08398830478910073,75,35.527057755948356
combined,rho,True,False,15338.435246653687,0.8889606864287917,30.477672035161067,4.160425034358493,fno_full,False,2.0000044491191588e-16,0.0014351625052289622,False,0.001084944959998145,False,0.0006557258120949019,False,0.0010134481853146821,False,0.08398830478910073,75,35.527057755948356
phi,press,False,False,7118.869723081525,6.924162971165722e-07,0.5034253181088447,5.05643646064982e-07,fno_full,False,2.2053328320372438e-16,11.069613339597742,False,0.02438633394352304,False,1.2401574166393923,False,0.43327197224438746,False,0.1887858992430839,75,2.2040676961173686e-06
phi,press,True,False,7118.869723081525,6.924162971165722e-07,0.31162888165588454,5.05643646064982e-07,fno_full,False,1.7813155675433476e-16,11.069613339597742,False,0.01591661121865581,False,1.2401574166393923,False,0.43327197224438746,False,0.1887858992430839,75,2.2040676961173686e-06
theta,press,False,False,7118.869723081525,0.0010401849463223438,0.49619334588476244,0.006192985337703225,fno_full,False,0.0,0.0012871120307875329,False,0.028124926762320843,False,0.0028238271693238025,False,0.017444743413058433,False,0.03628137179207023,75,0.29121127652621837
theta,press,True,False,7118.869723081525,0.0010401849463223438,0.30439690943180214,0.006192985337703225,fno_full,False,0.0,0.0012871120307875329,False,0.018361968777374935,False,0.002823827169323803,False,0.017444743413058433,False,0.03628137179207023,75,0.29121127652621837
r,press,False,False,7118.869723081525,0.004929221413311388,0.48151023540769505,0.016987059347781545,fno_full,False,0.0,0.004716880323138677,False,0.027545341198919132,False,0.00801999291843023,False,0.01776543191405122,False,0.06089865559482932,75,0.2935178654152489
r,press,True,False,7118.869723081525,0.004929221413311388,0.28971379895473476,0.016987059347781545,fno_full,False,0.0,0.004716880323138677,False,0.01764853699978787,False,0.00801999291843023,False,0.01776543191405122,False,0.06089865559482932,75,0.2935178654152489
combined,press,False,False,7118.869723081525,0.0052341252137062385,0.4796484404911163,0.01854395046396551,fno_full,False,0.0,0.002962019840235045,False,0.03156731455731305,False,0.005036101271286666,False,0.01591667202789352,False,0.06267944709686542,75,0.31163007971582773
combined,press,True,False,7118.869723081525,0.0052341252137062385,0.28785200403815603,0.01854395046396551,fno_full,False,0.0,0.002962019840235045,False,0.020372321481178034,False,0.005036101271286666,False,0.015916672027893517,False,0.06267944709686542,75,0.31163007971582773
phi,vel1,False,False,26330.87102152178,0.0027589022905453254,43956.04263381144,0.0019417854661690648,fno_full,False,0.0,0.6313800359142233,False,1.2250210390152778,False,0.12253430785191276,False,0.10082203836825385,False,0.1968009811799378,75,0.008271247585559072
phi,vel1,True,False,26330.87102152178,0.0027589022905453254,5997.27564136,0.0019417854661690648,fno_full,False,0.0,0.6313800359142233,False,0.3367988110836081,False,0.12253430785191276,False,0.10082203836825385,False,0.1968009811799378,75,0.008271247585559072
theta,vel1,False,False,26330.87102152178,27.089624303910853,43835.178856064544,93.778854130752,fno_full,False,0.0,2.110757434114471,False,1.2259565855099488,False,0.8287611067232454,False,0.5015731073528777,False,0.03474039585993304,75,5386.50212764341
theta,vel1,True,False,26330.87102152178,27.089624303910853,5876.411863613095,93.778854130752,fno_full,False,0.0,2.110757434114471,False,0.3323624869078464,False,0.8287611067232454,False,0.5015731073528777,False,0.03474039585993304,75,5386.50212764341
r,vel1,False,False,26330.87102152178,72.64430037332997,43678.98722304899,204.41581107688762,fno_full,False,0.0,0.11603145708534437,False,1.26955032068204,False,0.2402833560546743,False,0.35142099339649346,False,0.06298691056426974,75,5569.762206017613
r,vel1,True,False,26330.87102152178,72.64430037332997,5720.22023059754,204.41581107688762,fno_full,False,0.0,0.11603145708534437,False,0.3502907978859443,False,0.2402833560546743,False,0.35142099339649346,False,0.06298691056426974,75,5569.762206017613
combined,vel1,False,False,26330.87102152178,86.96587533339657,43620.712509834724,248.36894933109457,fno_full,False,1.6552802300021277e-16,0.1363093775390701,False,1.2719318698970876,False,0.26170704070633766,False,0.33679869268961754,False,0.0645793360271544,75,5997.280342047758
combined,vel1,True,False,26330.87102152178,86.96587533339657,5661.9455173832675,248.36894933109457,fno_full,False,1.516511901897158e-16,0.1363093775390701,False,0.3490786772727597,False,0.26170704070633766,False,0.33679869268961754,False,0.0645793360271544,75,5997.280342047758
phi,vel2,False,False,26372.630188904557,3.622308309849607e-05,139.9780485970968,2.573913632400734e-05,fno_full,False,0.0,9.739240008278061,False,3.3271182230938945,False,2.068219640584018,False,0.6764559757513591,False,0.1966311803012483,75,0.00010939333870415045
phi,vel2,True,False,26372.630188904557,3.622308309849607e-05,121.01973245791748,2.573913632400734e-05,fno_full,False,0.0,9.739240008278061,False,2.87650318137005,False,2.068219640584018,False,0.6764559757513592,False,0.1966311803012483,75,0.00010939333870415046
