axis,channel,demeaned,ground_truth_available,high_k_axis_anisotropy,high_k_energy,low_k_energy,mid_k_energy,model,oracle_available,parseval_relative_error,retention_vs_canonical_initial_high_k_energy,retention_vs_canonical_initial_high_k_energy_undefined,retention_vs_canonical_initial_low_k_energy,retention_vs_canonical_initial_low_k_energy_undefined,retention_vs_canonical_initial_mid_k_energy,retention_vs_canonical_initial_mid_k_energy_undefined,retention_vs_canonical_initial_total_nonzero_mode_energy,retention_vs_canonical_initial_total_nonzero_mode_energy_undefined,spectral_centroid,step,total_nonzero_mode_energy
phi,vel1,False,False,4597.542779632956,0.020711296983971964,21742.8876395659,0.03216351597391432,fno_plain,False,0.0,4.739819702344595,False,0.6059575250963372,False,2.029644487824377,False,7.480472721664236,False,0.05355842959302807,25,0.6136837038734967
phi,vel1,True,False,4597.542779632956,0.020711296983971964,7416.873913493319,0.03216351597391432,fno_plain,False,2.452483967367351e-16,4.739819702344595,False,0.41652151166677215,False,2.029644487824377,False,7.480472721664236,False,0.05355842959302807,25,0.6136837038734967
theta,vel1,False,False,4597.542779632956,25.105928129914055,21658.0491344782,59.7854517707435,fno_plain,False,0.0,1.956192667940003,False,0.605719621970658,False,0.528347863009587,False,0.2567875139638078,False,0.0370841040361269,25,2757.6966748043424
theta,vel1,True,False,4597.542779632956,25.105928129914055,7332.03540840562,59.7854517707435,fno_plain,False,0.0,1.956192667940003,False,0.4146907294778624,False,0.528347863009587,False,0.2567875139638078,False,0.0370841040361269,25,2757.6966748043424
r,vel1,False,False,4597.542779632956,95.22107390549412,21491.184097283225,156.53534319013656,fno_plain,False,1.6731770041342274e-16,0.15209231686044367,False,0.6246513803814822,False,0.1840016063569015,False,0.4589194872506771,False,0.03796943414236982,25,7273.5336355102
r,vel1,True,False,4597.542779632956,95.22107390549412,7165.170371210647,156.53534319013656,fno_plain,False,0.0,0.15209231686044367,False,0.4387756319056827,False,0.1840016063569015,False,0.4589194872506771,False,0.03796943414236982,25,7273.5336355102
combined,vel1,False,False,4597.542779632956,112.59359961986905,21444.52471000479,185.82220475420152,fno_plain,False,0.0,0.17647799691810692,False,0.6252986905544253,False,0.1958013650044493,False,0.4165240081512045,False,0.041735541084621956,25,7416.926788306279
combined,vel1,True,False,4597.542779632956,112.59359961986905,7118.510983932207,185.82220475420152,fno_plain,False,1.2262419836836755e-16,0.17647799691810692,False,0.43888101550844666,False,0.1958013650044493,False,0.4165240081512045,False,0.041735541084621956,25,7416.926788306279
phi,vel2,False,False,8470.059602190931,3.971273482769391e-05,24.710865677556672,3.754813312923927e-05,fno_plain,False,1.4377086652068464e-16,10.677496855260017,False,0.5873490331392536,False,3.0171092544672264,False,3.1297752654697275,False,0.07445298975661817,25,0.0005061328127127782
phi,vel2,True,False,8470.059602190933,3.971273482769391e-05,24.64603942850871,3.754813312923926e-05,fno_plain,False,1.4414902451272756e-16,10.677496855260017,False,0.5858086890824131,False,3.017109254467226,False,3.129775265469727,False,0.07445298975661815,25,0.0005061328127127781
theta,vel2,False,False,8470.059602190931,0.15058970220626203,24.17440521796341,0.38594801825495284,fno_plain,False,2.8754173304136927e-16,0.37846059147130867,False,0.5876963599635284,False,0.7149846993719402,False,0.5644933270516872,False,0.027795416366467218,25,23.747230462098337
theta,vel2,True,False,8470.059602190933,0.15058970220626203,24.10957896891545,0.38594801825495284,fno_plain,False,1.4414902451272756e-16,0.37846059147130867,False,0.58612090291742,False,0.7149846993719402,False,0.5644933270516872,False,0.02779541636646721,25,23.747230462098337
r,vel2,False,False,8470.059602190931,0.336369230956571,23.56700223226913,0.8075714751989239,fno_plain,False,1.4377086652068464e-16,0.47645443776385343,False,0.6049892227833626,False,0.33488701206911575,False,0.6139148460706436,False,0.050423576066567645,25,23.069732627982507
r,vel2,True,False,8470.059602190933,0.33636923095657106,23.50217598322117,0.807571475198924,fno_plain,False,1.4414902451272756e-16,0.4764544377638535,False,0.6033256243455529,False,0.33488701206911575,False,0.6139148460706436,False,0.050423576066567645,25,23.069732627982507
combined,vel2,False,False,8470.059602190931,0.44050110327303604,23.254695696218306,1.0157461389332807,fno_plain,False,2.8754173304136927e-16,0.40481478713748875,False,0.6100412461626489,False,0.3546790338945688,False,0.5858103004130778,False,0.05407194151241022,25,24.64611668937666
combined,vel2,True,False,8470.059602190933,0.44050110327303604,23.18986944717035,1.0157461389332807,fno_plain,False,1.4414902451272756e-16,0.40481478713748875,False,0.608341232013629,False,0.3546790338945688,False,0.5858103004130779,False,0.05407194151241021,25,24.646116689376665
phi,vel3,False,False,12360.828733546547,0.00017563260104997878,318.3361993179644,0.0001383752505869528,fno_plain,False,0.0,1.3872849738951618,False,0.3817342012789154,False,0.24656447455756558,False,0.6209393798329447,False,0.09172565484641712,25,0.0014533932391321096
phi,vel3,True,False,12360.828733546547,0.00017563260104997878,176.7721986521173,0.0001383752505869528,fno_plain,False,1.607812719451164e-16,1.3872849738951618,False,0.35786712664632997,False,0.24656447455756558,False,0.6209393798329447,False,0.09172565484641712,25,0.0014533932391321096
theta,vel3,False,False,12360.828733546547,1.543995299139143,313.2034669344763,3.58905109220065,fno_plain,False,1.7856392993357012e-16,3.4973908448215716,False,0.3769527433404433,False,1.3816132634162444,False,0.44383827612804244,False,0.04457357142588191,25,106.6138824821306
theta,vel3,True,False,12360.828733546547,1.543995299139143,171.63946626862918,3.58905109220065,fno_plain,False,0.0,3.4973908448215716,False,0.34962681342034885,False,1.3816132634162444,False,0.44383827612804244,False,0.04457357142588191,25,106.6138824821306
r,vel3,False,False,12360.828733546547,2.170964501606095,310.11840684175854,6.047141982451459,fno_plain,False,1.7856392993357012e-16,0.2703843473914903,False,0.38232493116000943,False,0.4098573153003969,False,0.4080159035310023,False,0.04343888164438264,25,160.85834797774334
r,vel3,True,False,12360.828733546547,2.170964501606095,168.55440617591142,6.047141982451459,fno_plain,False,0.0,0.2703843473914903,False,0.3577300360619471,False,0.4098573153003969,False,0.4080159035310023,False,0.04343888164438264,25,160.85834797774334
combined,vel3,False,False,12360.828733546547,3.32513272767178,306.9680923242849,8.043288273859494,fno_plain,False,1.7856392993357012e-16,0.39838859272112837,False,0.37912869069810406,False,0.5056113208548146,False,0.3578672640286019,False,0.048558055148686365,25,176.77251265996898
combined,vel3,True,False,12360.828733546547,3.32513272767178,165.40409165843766,8.043288273859494,fno_plain,False,1.607812719451164e-16,0.39838859272112837,False,0.35214341708122965,False,0.5056113208548146,False,0.3578672640286019,False,0.048558055148686365,25,176.77251265996898
phi,Bcc1,False,False,8293.257063952122,0.004389580295013112,1266.5189285050344,0.0024959801805691214,fno_plain,False,3.590509927521642e-16,210.62021714628665,False,0.09306834801594262,False,41.57077941446269,False,28.672472227770946,False,0.2168169662760579,50,0.011090249766608525
phi,Bcc1,True,False,8293.257063952122,0.004389580295013112,1168.889561046636,0.0024959801805691214,fno_plain,False,0.0,210.62021714628665,False,0.08589621637412395,False,41.57077941446269,False,28.672472227770946,False,0.2168169662760579,50,0.011090249766608525
theta,Bcc1,False,False,8293.257063952122,7.268184150933439,1237.5441136018371,21.71351631273923,fno_plain,False,0.0,0.024958638127486138,False,0.0966737750738923,False,0.04207771286303767,False,0.0751911377643948,False,0.040487458631547936,50,1023.183023428986
theta,Bcc1,True,False,8293.257063952122,7.26818415093344,1139.9147461434386,21.713516312739234,fno_plain,False,0.0,0.02495863812748614,False,0.08904944969906725,False,0.04207771286303768,False,0.0751911377643948,False,0.04048745863154794,50,1023.1830234289861
r,Bcc1,False,False,8293.257063952122,36.40391778940253,1172.2319686136711,57.88992766243615,fno_plain,False,1.795254963760821e-16,0.09935240740892941,False,0.09193272307278741,False,0.11787960115659485,False,0.12733151853990798,False,0.06189224544350763,50,1056.6451473150628
r,Bcc1,True,False,8293.257063952122,36.40391778940253,1074.6026011552726,57.88992766243615,fno_plain,False,0.0,0.09935240740892941,False,0.0842782234901277,False,0.11787960115659485,False,0.127331518539908,False,0.06189224544350762,50,1056.645147315063
combined,Bcc1,False,False,8293.257063952122,39.873813459907545,1158.1660095830146,68.48599102258767,fno_plain,False,3.590509927521642e-16,0.061588746852356296,False,0.09640887077572008,False,0.07224285368417747,False,0.0858967218511524,False,0.06769697392025177,50,1168.8964466071116
combined,Bcc1,True,False,8293.257063952122,39.87381345990755,1060.536642124616,68.48599102258768,fno_plain,False,1.9451994751392785e-16,0.0615887468523563,False,0.08828429477371287,False,0.07224285368417749,False,0.0858967218511524,False,0.06769697392025177,50,1168.8964466071116
phi,Bcc2,False,False,2168.2316642430123,0.0003176162235445055,25.660384411148993,0.00016341890464397076,fno_plain,False,1.3844870845211185e-16,1315.2777021495751,False,0.10663226654249758,False,218.58601766816136,False,101.57120695915334,False,0.2005286057410743,50,0.0008981663834266521
phi,Bcc2,True,False,2168.231664243013,0.0003176162235445055,23.776421015743626,0.00016341890464397076,fno_plain,False,1.4941869513527462e-16,1315.2777021495747,False,0.12414211701086456,False,218.58601766816133,False,101.5712069591533,False,0.2005286057410743,50,0.0008981663834266521
theta,Bcc2,False,False,2168.2316642430123,0.4162183372322583,24.43364709768489,0.8110000113600342,fno_plain,False,0.0,28.399945289695207,False,0.10158113970626655,False,8.469646062802562,False,0.2510253855989657,False,0.06034537795294656,50,18.718035602305726
theta,Bcc2,True,False,2168.231664243013,0.41621833723225843,22.549683702279523,0.8110000113600343,fno_plain,False,2.9883739027054923e-16,28.399945289695214,False,0.11780495237603222,False,8.469646062802564,False,0.2510253855989657,False,0.06034537795294657,50,18.718035602305726
r,Bcc2,False,False,2168.2316642430123,0.6886655529664838,22.969242216341133,2.002957676969568,fno_plain,False,0.0,0.2995694808356234,False,0.09820153454129296,False,0.4505233317554734,False,0.13211658217555247,False,0.07044758678842361,50,22.485442164528926
r,Bcc2,True,False,2168.231664243013,0.6886655529664839,21.08527882093577,2.0029576769695683,fno_plain,False,2.9883739027054923e-16,0.29956948083562346,False,0.11410948365296669,False,0.4505233317554734,False,0.13211658217555247,False,0.07044758678842361,50,22.48544216452893
combined,Bcc2,False,False,2168.2316642430123,0.9347117296268244,22.52383380674588,2.2023199099044786,fno_plain,False,1.3844870845211185e-16,0.40446132670181983,False,0.09632239597993911,False,0.489977589092638,False,0.12414462796385994,False,0.07797689168324384,50,23.776902050871815
combined,Bcc2,True,False,2168.231664243013,0.9347117296268246,20.639870411340514,2.2023199099044786,fno_plain,False,1.4941869513527462e-16,0.40446132670181983,False,0.11173593073517353,False,0.4899775890926379,False,0.12414462796385997,False,0.07797689168324384,50,23.77690205087182
phi,Bcc3,False,False,24383.82432561903,1.0884083898601436e-06,2.4005037637411166,5.859100465485618e-07,fno_plain,False,1.8499821029734551e-16,792.9058081056982,False,0.7004919195763644,False,18.647374965161365,False,2.7773314160655787,False,0.22553758032668694,50,2.550447316776405e-06
phi,Bcc3,True,False,24383.82432561903,1.0884083898601436e-06,2.265505431708307,5.859100465485618e-07,fno_plain,False,0.0,792.905808105698,False,0.6611224372619459,False,18.647374965161365,False,2.7773314160655787,False,0.22553758032668697,50,2.550447316776405e-06
theta,Bcc3,False,False,24383.82432561903,0.020982388192910817,2.336969627612573,0.04255342225406927,fno_plain,False,0.0,0.20072104161940854,False,0.7415520010540801,False,0.24901013609665965,False,0.6104199082270476,False,0.03886170631018803,50,2.09140224293081
theta,Bcc3,True,False,24383.82432561903,0.020982388192910817,2.201971295579763,0.04255342225406927,fno_plain,False,1.9602198936771752e-16,0.20072104161940854,False,0.6987432880694661,False,0.24901013609665965,False,0.6104199082270476,False,0.03886170631018803,50,2.09140224293081
r,Bcc3,False,False,24383.82432561903,0.026539558972879608,2.3261330119172734,0.04783286716939958,fno_plain,False,1.8499821029734551e-16,0.4649598186167507,False,0.7103406579525087,False,0.502809645359057,False,0.8810749189542084,False,0.040556579920390086,50,2.12800479121729
r,Bcc3,True,False,24383.82432561903,0.026539558972879608,2.1911346798844638,0.04783286716939958,fno_plain,False,0.0,0.46495981861675073,False,0.669141548862961,False,0.502809645359057,False,0.8810749189542084,False,0.040556579920390086,50,2.12800479121729
combined,Bcc3,False,False,24383.82432561903,0.042178649845575636,2.285803412035172,0.07252337617880533,fno_plain,False,0.0,0.28620664929013345,False,0.7468456638931966,False,0.33130604932589724,False,0.661122919536725,False,0.052675279618770776,50,2.2655071060267433
combined,Bcc3,True,False,24383.82432561903,0.04217864984557563,2.1508050800023617,0.07252337617880533,fno_plain,False,0.0,0.2862066492901334,False,0.7027664363462796,False,0.33130604932589724,False,0.6611229195367251,False,0.052675279618770776,50,2.2655071060267433
phi,rho,False,False,9428.237374384236,8.090303586453333e-05,197.1553307370013,5.818220095819709e-05,fno_plain,False,2.8831773681988094e-16,8441.411433811167,False,0.005091562902597759,False,579.8806524913956,False,135.97115228598432,False,0.18565726233192953,50,0.0002657989625230198
phi,rho,True,False,9428.237374384236,8.090303586453333e-05,178.84712278661334,5.818220095819709e-05,fno_plain,False,4.767483013092325e-16,8441.411433811167,False,0.00510180981725306,False,579.8806524913956,False,135.97115228598432,False,0.18565726233192953,50,0.0002657989625230198
theta,rho,False,False,9428.237374384236,0.12898897622134636,196.34707642674672,0.6794044192699997,fno_plain,False,0.0,0.0003909285019762474,False,0.005653830648797759,False,0.00018543395338106627,False,0.0038825314256316495,False,0.031028765969529342,50,120.56641985728481
theta,rho,True,False,9428.237374384236,0.12898897622134636,178.0388684763588,0.6794044192699997,fno_plain,False,0.0,0.0003909285019762474,False,0.005731761688724633,False,0.00018543395338106627,False,0.003882531425631649,False,0.031028765969529342,50,120.56641985728481
r,rho,False,False,9428.237374384236,0.7627730264391414,185.22466479195842,11.168032003840533,fno_plain,False,1.4415886840994047e-16,0.002399610926123316,False,0.005248237058871244,False,0.0035894447913248704,False,0.0068251215866915755,False,0.06037074393123834,50,170.2324331651513
r,rho,True,False,9428.237374384236,0.7627730264391414,166.9164568415705,11.168032003840533,fno_plain,False,0.0,0.0023996109261233156,False,0.005277757757222325,False,0.003589444791324871,False,0.006825121586691576,False,0.060370743931238334,50,170.23243316515132
combined,rho,False,False,9428.237374384236,0.8350485059428725,184.81479332998939,11.505627986305855,fno_plain,False,2.8831773681988094e-16,0.0013481252029165776,False,0.005819510694425091,False,0.0018134054075428256,False,0.005101813784795587,False,0.06068443693544237,50,178.84726187185012
combined,rho,True,False,9428.237374384236,0.8350485059428725,166.50658537960143,11.505627986305853,fno_plain,False,1.5891610043641083e-16,0.0013481252029165776,False,0.005927305747161037,False,0.0018134054075428254,False,0.005101813784795587,False,0.060684436935442364,50,178.84726187185015
phi,press,False,False,5212.783372731335,9.271211160611919e-07,0.3137460562805206,5.134574698679975e-07,fno_plain,False,1.7692938361891065e-16,14.821823686864931,False,0.015198115443740784,False,1.2593218452187591,False,0.4141501272387314,False,0.2334473615533331,50,2.1067942891882046e-06
phi,press,True,False,5212.783372731335,9.271211160611919e-07,0.2544126231819509,5.134574698679975e-07,fno_plain,False,0.0,14.821823686864931,False,0.012994260322690562,False,1.2593218452187591,False,0.4141501272387314,False,0.2334473615533331,50,2.1067942891882046e-06
theta,press,False,False,5212.783372731335,0.004006274944985937,0.3017531264611477,0.007988095452972938,fno_plain,False,1.7692938361891065e-16,0.004957315233762382,False,0.01710378555538332,False,0.003642346903992923,False,0.008005177191530688,False,0.05138258074502033,50,0.1336332563664524
theta,press,True,False,5212.783372731335,0.004006274944985938,0.242419693362578,0.007988095452972938,fno_plain,False,0.0,0.004957315233762384,False,0.014623350969145578,False,0.003642346903992924,False,0.008005177191530688,False,0.05138258074502033,50,0.1336332563664524
r,press,False,False,5212.783372731335,0.004832881538311899,0.2988683142531743,0.010046301067620356,fno_plain,False,0.0,0.004624690579035977,False,0.01709710216788864,False,0.004743096598956408,False,0.01478422885732429,False,0.049716652192711,50,0.2442628649281619
r,press,True,False,5212.783372731335,0.004832881538311899,0.23953488115460458,0.010046301067620356,fno_plain,False,0.0,0.004624690579035977,False,0.014591780674752497,False,0.004743096598956408,False,0.01478422885732429,False,0.04971665219271101,50,0.2442628649281619
combined,press,False,False,5212.783372731335,0.007226577591282259,0.293270425206253,0.013250494061571295,fno_plain,False,1.7692938361891065e-16,0.00408955944468496,False,0.019301135959836825,False,0.003598522877761487,False,0.012994333588890667,False,0.055880449554694483,50,0.25441406376053693
combined,press,True,False,5212.783372731335,0.007226577591282259,0.23393699210768332,0.013250494061571293,fno_plain,False,4.3638429739880114e-16,0.00408955944468496,False,0.0165565622010601,False,0.0035985228777614866,False,0.012994333588890666,False,0.055880449554694483,50,0.25441406376053693
phi,vel1,False,False,39792.67001528867,0.0020346020155680346,22816.265653267943,0.0011643617779089474,fno_plain,False,1.5944670141524347e-16,0.4656225405527432,False,0.635871743274613,False,0.07347581235468638,False,0.06050496295718061,False,0.22226981980104504,50,0.00496371167329523
phi,vel1,True,False,39792.67001528867,0.0020346020155680346,7340.362462914368,0.0011643617779089474,fno_plain,False,1.2390318734342427e-16,0.4656225405527432,False,0.4122247330742462,False,0.07347581235468638,False,0.06050496295718061,False,0.22226981980104504,50,0.00496371167329523
theta,vel1,False,False,39792.67001528867,22.304620342485975,22736.659961710982,57.3042701782698,fno_plain,False,3.1889340283048694e-16,1.737921599606916,False,0.6358855772913906,False,0.5064206724758573,False,0.3142012102737848,False,0.03667747752076459,50,3374.2747823542495
theta,vel1,True,False,39792.67001528867,22.304620342485975,7260.756771357405,57.3042701782698,fno_plain,False,0.0,1.737921599606916,False,0.4106592991386383,False,0.5064206724758573,False,0.3142012102737848,False,0.03667747752076459,50,3374.2747823542495
r,vel1,False,False,39792.67001528867,80.96224661794002,22597.734406453328,137.5721991604681,fno_plain,False,3.1889340283048694e-16,0.1293173366073393,False,0.6568137859034766,False,0.1617111198001496,False,0.43905139762870404,False,0.03769840282685832,50,6958.639144965684
r,vel1,True,False,39792.67001528867,80.96224661794002,7121.831216099754,137.5721991604681,fno_plain,False,1.2390318734342427e-16,0.1293173366073393,False,0.4361216593991186,False,0.1617111198001496,False,0.43905139762870404,False,0.03769840282685832,50,6958.639144965684
combined,vel1,False,False,39792.67001528867,95.903654252825,22557.606837524734,162.75836045418268,fno_plain,False,1.5944670141524347e-16,0.15031835607712962,False,0.6577549378357203,False,0.1714989292316778,False,0.4122244447122491,False,0.04207077037318009,50,7340.3656618781615
combined,vel1,True,False,39792.67001528867,95.903654252825,7081.703647171154,162.75836045418268,fno_plain,False,2.4780637468684854e-16,0.15031835607712962,False,0.43661171489595696,False,0.1714989292316778,False,0.4122244447122491,False,0.04207077037318009,50,7340.3656618781615
phi,vel2,False,False,15818.098195011464,2.7678641481146995e-05,33.059767884997505,1.55956940813805e-05,fno_plain,False,2.1492643510140193e-16,7.441910224896446,False,0.7857928959849123,False,1.2531625149195846,False,0.4089884107219626,False,0.22797790391654696,50,6.613971839111211e-05
phi,vel2,True,False,15818.098195011464,2.7678641481146995e-05,32.75447133150293,1.55956940813805e-05,fno_plain,False,0.0,7.441910224896446,False,0.7785370127299287,False,1.2531625149195846,False,0.4089884107219626,False,0.22797790391654696,50,6.613971839111211e-05
theta,vel2,False,False,15818.098195011464,0.18929328116825583,32.363819746686886,0.506698131477922,fno_plain,False,0.0,0.4757300539339522,False,0.7867866401738924,False,0.9386792885868556,False,0.7458625699466639,False,0.029842419278936667,50,31.377111991891752
theta,vel2,True,False,15818.098195011464,0.18929328116825583,32.058523193192315,0.506698131477922,fno_plain,False,0.0,0.4757300539339522,False,0.7793653545098881,False,0.9386792885868556,False,0.7458625699466639,False,0.029842419278936667,50,31.377111991891752
r,vel2,False,False,15818.098195011464,0.4378234688533007,31.575902378440194,1.0460853120395737,fno_plain,False,0.0,0.6201605720567596,False,0.8105859392018457,False,0.4337948965223533,False,0.8315715696945211,False,0.04839238854974926,50,31.248851362159094
r,vel2,True,False,15818.098195011464,0.4378234688533007,31.27060582494562,1.0460853120395737,fno_plain,False,0.0,0.6201605720567596,False,0.8027494048409898,False,0.4337948965223533,False,0.8315715696945211,False,0.04839238854974926,50,31.248851362159094
combined,vel2,False,False,15818.098195011464,0.5657855793968357,31.1922365580298,1.3017890219064345,fno_plain,False,4.2985287020280386e-16,0.519949591924236,False,0.8182670334213433,False,0.45455971224189684,False,0.7785377421913069,False,0.05386736752949127,50,32.754514605838494
combined,vel2,True,False,15818.098195011464,0.5657855793968357,30.886940004535226,1.3017890219064345,fno_plain,False,2.1692971009054302e-16,0.519949591924236,False,0.8102589442469998,False,0.45455971224189684,False,0.7785377421913069,False,0.05386736752949127,50,32.754514605838494
phi,vel3,False,False,28310.442001949592,0.00011342800553040964,337.5926808591515,7.233402557573019e-05,fno_plain,False,0.0,0.8959439577305833,False,0.40482569265286683,False,0.12888866277070404,False,0.12387218548742392,False,0.21804942545156192,50,0.0002899397312381388
phi,vel3,True,False,28310.442001949592,0.00011342800553040964,191.08396973369472,7.233402557573019e-05,fno_plain,False,1.487392262151204e-16,0.8959439577305833,False,0.38684064416343417,False,0.12888866277070404,False,0.12387218548742392,False,0.21804942545156192,50,0.0002899397312381388
theta,vel3,False,False,28310.442001949592,1.1528927789327867,333.9061474257797,2.533826416470168,fno_plain,False,1.6837861365297377e-16,2.6114824652306527,False,0.4018692370244999,False,0.9754021590266964,False,0.4372946845243692,False,0.039888081340052235,50,105.04205385948198
theta,vel3,True,False,28310.442001949592,1.1528927789327867,187.39743630032288,2.533826416470168,fno_plain,False,1.487392262151204e-16,2.6114824652306527,False,0.38172554320509294,False,0.9754021590266964,False,0.4372946845243692,False,0.039888081340052235,50,105.04205385948198
r,vel3,False,False,28310.442001949592,3.21119697196548,329.29491805357094,5.0867515956462395,fno_plain,False,0.0,0.39994085438434074,False,0.4059664118564016,False,0.3447649085537761,False,0.465979834528722,False,0.0417931440612642,50,183.71035473017287
r,vel3,True,False,28310.442001949592,3.21119697196548,182.78620692811413,5.0867515956462395,fno_plain,False,2.974784524302408e-16,0.39994085438434074,False,0.38793477951432864,False,0.3447649085537761,False,0.465979834528722,False,0.0417931440612642,50,183.71035473017287
combined,vel3,False,False,28310.442001949592,3.9348784604409857,327.6768370237112,5.981151137030452,fno_plain,False,0.0,0.47144304326203174,False,0.40470554855471996,False,0.37598276024180594,False,0.3868404815742429,False,0.04592679579808477,50,191.08415549572587
combined,vel3,True,False,28310.442001949592,3.9348784604409857,181.16812589825437,5.981151137030452,fno_plain,False,1.487392262151204e-16,0.47144304326203174,False,0.3857048654621916,False,0.37598276024180594,False,0.3868404815742429,False,0.04592679579808477,50,191.08415549572587
phi,Bcc1,False,False,9125.185909510143,0.0036188830423187534,1163.7964572837277,0.0025269384660214084,fno_plain,False,0.0,173.6407312257432,False,0.08551993283989244,False,42.086392505306044,False,30.208698746841016,False,0.18655714545212812,75,0.011684448120319832
phi,Bcc1,True,False,9125.18590951014,0.003618883042318754,1073.7087730141793,0.0025269384660214084,fno_plain,False,2.117635430546043e-16,173.64073122574322,False,0.0789018262829207,False,42.086392505306044,False,30.208698746841012,False,0.18655714545212815,75,0.01168444812031983
theta,Bcc1,False,False,9125.185909510143,4.147220843090809,1140.3654954079234,19.289886854221685,fno_plain,False,1.9537134118497243e-16,0.014241381630950834,False,0.08908243043089022,False,0.03738106295276639,False,0.06801048135249488,False,0.0384328055767309,75,925.4703679727791
theta,Bcc1,True,False,9125.18590951014,4.147220843090809,1050.277811138375,19.289886854221685,fno_plain,False,0.0,0.014241381630950834,False,0.08204706661566817,False,0.03738106295276639,False,0.06801048135249488,False,0.0384328055767309,75,925.4703679727791
r,Bcc1,False,False,9125.185909510143,33.022980545932285,1095.7675736575725,35.012048901730836,fno_plain,False,1.9537134118497243e-16,0.09012526168300804,False,0.08593597478862253,False,0.07129403208581489,False,0.10838981068336671,False,0.052588896378650614,75,899.4596843756494
r,Bcc1,True,False,9125.18590951014,33.022980545932285,1005.6798893880243,35.012048901730836,fno_plain,False,0.0,0.09012526168300804,False,0.07887279854548206,False,0.07129403208581489,False,0.1083898106833667,False,0.052588896378650614,75,899.4596843756493
combined,Bcc1,False,False,9125.185909510143,35.81137753015697,1084.9986168037399,42.992608771339135,fno_plain,False,1.9537134118497243e-16,0.055313943507226106,False,0.09031821912726326,False,0.045351008265976094,False,0.0789022774415718,False,0.055972864857206345,75,1073.7149188356877
combined,Bcc1,True,False,9125.18590951014,35.81137753015697,994.9109325341915,42.992608771339135,fno_plain,False,0.0,0.055313943507226106,False,0.08282128740547302,False,0.045351008265976094,False,0.0789022774415718,False,0.055972864857206345,75,1073.7149188356877
phi,Bcc2,False,False,5424.298657517607,0.00015535997155267757,54.37340899759162,0.00010835640662469984,fno_plain,False,1.3067771594129341e-16,643.3597884561336,False,0.2259498434690757,False,144.93546792842838,False,62.742843206394554,False,0.17617697690514864,75,0.000554817789959465
phi,Bcc2,True,False,5424.298657517607,0.00015535997155267757,49.25544485533916,0.00010835640662469984,fno_plain,False,1.442559159869836e-16,643.3597884561334,False,0.25717391169195947,False,144.93546792842835,False,62.74284320639453,False,0.17617697690514864,75,0.000554817789959465
theta,Bcc2,False,False,5424.298657517607,0.4107352183716475,52.89624069015639,1.0666968054417654,fno_plain,False,0.0,28.025814066420082,False,0.21991233621411346,False,11.14000526740207,False,0.43666532090321186,False,0.04427510268361048,75,32.560519739690626
theta,Bcc2,True,False,5424.298657517607,0.4107352183716475,47.778276547903914,1.0666968054417654,fno_plain,False,0.0,28.025814066420082,False,0.24960516819868905,False,11.14000526740207,False,0.43666532090321186,False,0.04427510268361048,75,32.560519739690626
r,Bcc2,False,False,5424.298657517607,0.8427188851251626,51.22886898175679,2.302084847087848,fno_plain,False,0.0,0.36658267256124366,False,0.2190213111708276,False,0.5178057166255164,False,0.2664142641859424,False,0.05264788407414284,75,45.34209431181486
r,Bcc2,True,False,5424.298657517607,0.8427188851251626,46.11090483950432,2.302084847087848,fno_plain,False,1.442559159869836e-16,0.36658267256124366,False,0.2495433703623847,False,0.5178057166255163,False,0.2664142641859424,False,0.05264788407414284,75,45.34209431181486
combined,Bcc2,False,False,5424.298657517607,1.0881105343758146,50.68434903388688,2.6012131457071077,fno_plain,False,0.0,0.4708388868807431,False,0.21674986503253846,False,0.5787243443233122,False,0.2571752872871824,False,0.05680678617867872,75,49.255708571717335
combined,Bcc2,True,False,5424.298657517607,1.0881105343758146,45.56638489163441,2.6012131457071077,fno_plain,False,0.0,0.47083888688074305,False,0.24667802290592214,False,0.5787243443233121,False,0.2571752872871824,False,0.05680678617867872,75,49.255708571717335
phi,Bcc3,False,False,16331.66360316886,1.5880386777763215e-06,2.3639209807829733,9.728580377767023e-07,fno_plain,False,1.8786107165484484e-16,1156.8866087729593,False,0.689816683717597,False,30.962515022840954,False,4.467036354282188,False,0.21399590634638593,75,4.102117888350941e-06
phi,Bcc3,True,False,16331.66360316886,1.5880386777763215e-06,2.3028749133610273,9.728580377767023e-07,fno_plain,False,1.9284100644268984e-16,1156.886608772959,False,0.67202764298058,False,30.962515022840954,False,4.467036354282187,False,0.21399590634638593,75,4.102117888350941e-06
theta,Bcc3,False,False,16331.66360316886,0.02244608215946317,2.2967187955789674,0.04475866394125862,fno_plain,False,0.0,0.2147229833849171,False,0.7287798688509312,False,0.26191456313367745,False,0.6265286423770551,False,0.03798226892415391,75,2.1465935010762944
theta,Bcc3,True,False,16331.66360316886,0.02244608215946317,2.235672728157021,0.04475866394125862,fno_plain,False,1.9284100644268984e-16,0.2147229833849171,False,0.7094376372006089,False,0.26191456313367745,False,0.6265286423770551,False,0.03798226892415391,75,2.1465935010762944
r,Bcc3,False,False,16331.66360316886,0.02593531347426395,2.2917364724880747,0.04625175571735035,fno_plain,False,1.8786107165484484e-16,0.45437373925788027,False,0.6998368474119034,False,0.4861893142870655,False,0.8066955743695691,False,0.040529554139913264,75,1.9483610421572393
