axis,channel,demeaned,model,model_high_k_axis_anisotropy,model_high_k_energy,model_high_k_energy_undefined,model_low_k_energy,model_low_k_energy_undefined,model_mid_k_energy,model_mid_k_energy_undefined,model_parseval_relative_error,model_retention_high_k_energy,model_retention_low_k_energy,model_retention_mid_k_energy,model_retention_total_nonzero_mode_energy,model_spectral_centroid,model_total_nonzero_mode_energy,model_total_nonzero_mode_energy_undefined,normalization,oracle_high_k_axis_anisotropy,oracle_high_k_energy,oracle_low_k_energy,oracle_mid_k_energy,oracle_parseval_relative_error,oracle_spectral_centroid,oracle_total_nonzero_mode_energy,preprocessing_high_k_energy_undefined,preprocessing_low_k_energy_undefined,preprocessing_mid_k_energy_undefined,preprocessing_retention_high_k_energy,preprocessing_retention_low_k_energy,preprocessing_retention_mid_k_energy,preprocessing_retention_total_nonzero_mode_energy,preprocessing_total_nonzero_mode_energy_undefined,raw_high_k_axis_anisotropy,raw_high_k_energy,raw_low_k_energy,raw_mid_k_energy,raw_parseval_relative_error,raw_spectral_centroid,raw_total_nonzero_mode_energy,step,total_high_k_energy_undefined,total_low_k_energy_undefined,total_mid_k_energy_undefined,total_retention_high_k_energy,total_retention_low_k_energy,total_retention_mid_k_energy,total_retention_total_nonzero_mode_energy,total_total_nonzero_mode_energy_undefined,window
combined,Bcc2,True,fno_full,87047.08102482662,0.6070076678321711,False,0.9928599784292363,False,0.4531670696390128,False,0.0,0.20464648748480427,0.007991173539339669,0.08991108064224872,0.015523789334088139,0.1807011629878059,2.053034715900421,False,ortho,4009.0359008756514,2.9661279570080263,124.24457728786588,5.040169313970765,2.149075348288744e-16,0.04854338875457,132.25087455884466,False,False,False,0.007049007380165468,0.036597040784915276,0.007719712232099845,0.029595477510584067,False,8842.16405688205,420.7866153402154,3394.935071883668,652.8960099073258,4.0705863128851293e-16,0.10138545659724142,4468.617697131209,5,False,False,False,0.0014425546006053252,0.00029245330393854965,0.000694087669035283,0.0004594339581160503,False,none
phi,Bcc2,False,localno_plain,23151.96702825531,0.000213334272549307,False,69.87092195993405,False,0.0001452228379923458,False,2.033862068941955e-16,0.3079768718052317,0.526880117230777,0.08427479562993498,0.08880197442278477,0.09767447851755508,0.0016057317414564756,False,ortho,4009.035900875652,0.000692695757635405,132.61256152000536,0.0017232060535636784,0.0,0.07132945251079,0.01808216260836288,False,False,False,0.014584304154164143,0.029544097300007992,0.022400553871826805,0.019197910520239878,False,8842.164056882053,0.04749597583218429,4488.631355812976,0.07692693954906873,4.0523242814095973e-16,0.08217870391980123,0.941881804756789,5,False,False,False,0.004491628370855518,0.015566197448905694,0.0018878020995455528,0.0017048123589892522,False,none
phi,Bcc2,True,localno_plain,23151.967028255305,0.000213334272549307,False,62.69843916034915,False,0.00014522283799234573,False,2.266527466641472e-16,0.3079768718052317,0.4740958026811348,0.08427479562993495,0.08880197442278477,0.09767447851755506,0.0016057317414564756,False,ortho,4009.0359008756514,0.000692695757635405,132.24845865703347,0.0017232060535636784,2.149075348288744e-16,0.07132945251078998,0.01808216260836288,False,False,False,0.014584304154164143,0.029595760929111307,0.022400553871826805,0.01919791052023988,False,8842.16405688205,0.04749597583218429,4468.493274215828,0.07692693954906873,4.0705863128851293e-16,0.08217870391980124,0.9418818047567887,5,False,False,False,0.004491628370855518,0.014031226033645993,0.0018878020995455522,0.0017048123589892526,False,none
theta,Bcc2,False,localno_plain,23151.96702825531,4.939108044058387,False,58.30272799198731,False,6.629444480998911,False,0.0,13.63479083275596,0.44562764111311814,4.668956285645837,0.3826749992283953,0.11109543945464948,44.19089345886598,False,ortho,4009.035900875652,0.362243037289048,130.83283578719423,1.419898597333277,0.0,0.026452166919595614,115.47891434760581,False,False,False,0.3459110878577486,0.029212878215150565,0.15590919454033866,0.03217620029966445,False,8842.164056882053,1.0472142987160207,4478.601349159115,9.107215270526615,2.0261621407047986e-16,0.024166052211834814,3588.954359810163,5,False,False,False,4.716425329671472,0.013018066009142343,0.7279332138390939,0.012313027424846785,False,none
theta,Bcc2,True,localno_plain,23151.967028255305,4.939108044058386,False,51.13024519240239,False,6.629444480998911,False,1.133263733320736e-16,13.634790832755957,0.3918965413889579,4.668956285645837,0.3826749992283953,0.11109543945464946,44.19089345886598,False,ortho,4009.0359008756514,0.362243037289048,130.46873292422234,1.419898597333277,0.0,0.026452166919595614,115.47891434760581,False,False,False,0.3459110878577486,0.02926316201222555,0.1559091945403387,0.03217620029966445,False,8842.16405688205,1.0472142987160207,4458.463267561967,9.107215270526613,0.0,0.024166052211834814,3588.954359810163,5,False,False,False,4.7164253296714715,0.01146813198269593,0.727933213839094,0.012313027424846785,False,none
r,Bcc2,False,localno_plain,23151.96702825531,3.822875326856344,False,60.260621519267865,False,5.787783670920396,False,0.0,1.3765996717281852,0.4802379045731243,1.3283366268732426,0.5080662480683282,0.07321311789859178,56.15262437345788,False,ortho,4009.035900875652,2.7770421607445983,125.48076889689196,4.357166364179988,0.0,0.050693411156588285,110.52224899203713,False,False,False,0.006612521388112703,0.03669042442012455,0.006715713314213063,0.026689154656127444,False,8842.164056882053,419.96721034987854,3419.986846161045,648.8017222174342,2.0261621407047986e-16,0.10626029788438397,4141.092155823033,5,False,False,False,0.00910279477217155,0.017620132541419205,0.008920727970849505,0.013559858670254025,False,none
r,Bcc2,True,localno_plain,23151.967028255305,3.822875326856344,False,53.08813871968296,False,5.787783670920396,False,0.0,1.3765996717281854,0.42430909008788936,1.3283366268732426,0.5080662480683282,0.07321311789859176,56.15262437345788,False,ortho,4009.0359008756514,2.777042160744598,125.11666603392007,4.357166364179988,0.0,0.05069341115658828,110.52224899203713,False,False,False,0.006612521388112704,0.03680065635212717,0.006715713314213063,0.026689154656127444,False,8842.16405688205,419.9672103498784,3399.8487645638966,648.8017222174342,0.0,0.10626029788438396,4141.092155823033,5,False,False,False,0.009102794772171552,0.015614853011408185,0.008920727970849505,0.013559858670254025,False,none
combined,Bcc2,False,localno_plain,23151.96702825531,7.469664449772723,False,54.145417636803124,False,8.256198430468762,False,2.033862068941955e-16,2.5183217170804304,0.434523642905619,1.6380795795060963,0.4740898532928948,0.10397914677454849,62.69879771745971,False,ortho,4009.035900875652,2.966127957008027,124.60868015083777,5.040169313970766,0.0,0.04854338875457001,132.25087455884469,False,False,False,0.007049007380165469,0.03648785093339223,0.007719712232099847,0.029595477510584074,False,8842.164056882053,420.7866153402154,3415.073153480817,652.8960099073258,4.0523242814095973e-16,0.10138545659724142,4468.617697131209,5,False,False,False,0.01775166836933093,0.015854833909374783,0.012645502967066185,0.01403091559112597,False,none
combined,Bcc2,True,localno_plain,23151.967028255305,7.469664449772722,False,46.97293483721821,False,8.256198430468762,False,1.133263733320736e-16,2.5183217170804304,0.3780682896798405,1.6380795795060967,0.47408985329289494,0.10397914677454849,62.69879771745971,False,ortho,4009.0359008756514,2.9661279570080263,124.24457728786588,5.040169313970765,2.149075348288744e-16,0.04854338875457,132.25087455884466,False,False,False,0.007049007380165468,0.036597040784915276,0.007719712232099845,0.029595477510584067,False,8842.16405688205,420.7866153402154,3394.935071883668,652.8960099073258,4.0705863128851293e-16,0.10138545659724142,4468.617697131209,5,False,False,False,0.01775166836933093,0.013836180616896288,0.012645502967066185,0.01403091559112597,False,none
phi,Bcc3,False,persistence,76153827.13888958,1.372683083833652e-09,False,3.426882875669524,False,3.142051080343531e-08,False,0.0,6.732120157588651,0.7905111222676279,29.24236914504275,44.6144686232748,0.0513820966901488,9.183085972467117e-07,False,ortho,402550676.5218699,2.0390056203710535e-10,4.335021708283254,1.0744858136353089e-09,2.0488442254881778e-16,0.039323062143377344,2.058320149458514e-08,False,False,False,2.7073419207661305e-10,3.7140524791007108e-06,1.97767851437544e-09,4.1913881285490685e-10,False,143307.08648892067,0.7531393078691924,1167194.522069031,0.5433066121844563,0.0,0.03463995213251744,49.10831653691404,5,False,False,False,1.8226151118274442e-09,2.9359997934147682e-06,5.783200516758635e-08,1.869965541491189e-08,False,none
phi,Bcc3,True,persistence,76153827.13888957,1.3726830838336522e-09,False,3.426756231555158,False,3.142051080343531e-08,False,0.0,6.732120157588652,0.7904941546297681,29.24236914504275,44.6144686232748,0.051382096690148794,9.183085972467118e-07,False,ortho,402550676.5218699,2.0390056203710535e-10,4.334954548980942,1.0744858136353089e-09,0.0,0.039323062143377344,2.058320149458514e-08,False,False,False,2.7073419207661305e-10,3.7140208705337435e-06,1.97767851437544e-09,4.1913881285490685e-10,False,143307.08648892067,0.7531393078691924,1167186.3729613249,0.5433066121844563,0.0,0.03463995213251744,49.10831653691404,5,False,False,False,1.8226151118274446e-09,2.9359117883298873e-06,5.783200516758635e-08,1.869965541491189e-08,False,none
theta,Bcc3,False,persistence,76153827.13888958,0.1045350702827458,False,3.1514575165203302,False,0.1708903216596415,False,0.0,1.273570620198392,0.7629252787251473,1.3986050569364834,0.7903747693396319,0.054465399847128095,3.426169780414348,False,ortho,402550676.5218699,0.08208030919122626,4.130755139987542,0.12218626038287114,2.0488442254881778e-16,0.03436217095956274,4.334867348153024,False,False,False,7.402389421779623e-06,3.6683298825366613e-06,4.0662789302434855e-06,3.7141324189016892e-06,False,143307.08648892067,11088.353302479076,1126058.7984881862,30048.66672428562,0.0,0.033914755947147435,1167127.8401632467,5,False,False,False,9.427465686845891e-06,2.798661598090069e-06,5.6871182747528125e-06,2.935556553886272e-06,False,none
theta,Bcc3,True,persistence,76153827.13888957,0.1045350702827458,False,3.1513308724059645,False,0.1708903216596415,False,0.0,1.273570620198392,0.7629070235131136,1.3986050569364834,0.7903747693396319,0.054465399847128095,3.426169780414348,False,ortho,402550676.5218699,0.08208030919122626,4.130687980685233,0.12218626038287114,2.048875967216293e-16,0.03436217095956274,4.334867348153024,False,False,False,7.402389421779622e-06,3.668296788388528e-06,4.0662789302434855e-06,3.7141324189016892e-06,False,143307.08648892067,11088.353302479078,1126050.6493804804,30048.66672428562,0.0,0.033914755947147435,1167127.8401632467,5,False,False,False,9.42746568684589e-06,2.798569384192206e-06,5.6871182747528125e-06,2.935556553886272e-06,False,none
r,Bcc3,False,persistence,76153827.13888958,0.05707925268001533,False,3.2746724911145266,False,0.0951311646681759,False,0.0,3.118765794164645,0.7632441525896683,3.6234070101802844,1.5865026154013284,0.04854294608247966,2.415237053556268,False,ortho,402550676.5218699,0.018301872101718332,4.2904652200788505,0.026254617381071578,2.0488442254881778e-16,0.028561628028832053,1.5223656299774202,False,False,False,1.6957137217772234e-07,4.642358705635056e-06,1.9438332851954232e-07,1.4828776708107746e-06,False,143307.08648892067,107930.1999310162,924199.4193320165,135066.1992519182,0.0,0.09909847503721157,1026629.2762673103,5,False,False,False,5.288533952174428e-07,3.5432531362996975e-06,7.043299152198869e-07,2.352589303061524e-06,False,none
r,Bcc3,True,persistence,76153827.13888957,0.057079252680015326,False,3.2745458470001605,False,0.0951311646681759,False,0.0,3.1187657941646445,0.7632265819194141,3.6234070101802844,1.5865026154013284,0.04854294608247966,2.415237053556268,False,ortho,402550676.5218699,0.018301872101718332,4.290398060776539,0.026254617381071578,2.048875967216293e-16,0.028561628028832053,1.5223656299774202,False,False,False,1.6957137217772234e-07,4.642326971704912e-06,1.9438332851954232e-07,1.4828776708107746e-06,False,143307.08648892067,107930.1999310162,924191.2702243105,135066.1992519182,0.0,0.09909847503721157,1026629.2762673103,5,False,False,False,5.288533952174427e-07,3.5431473467666445e-06,7.043299152198869e-07,2.352589303061524e-06,False,none
combined,Bcc3,False,persistence,76153827.13888958,0.1473713135253482,False,3.0606101401454415,False,0.2189014547919285,False,2.591796811927133e-16,1.474695408151891,0.7484537561880423,1.5009269815503763,0.7904941619614799,0.06650564811925985,3.4267562643483513,False,ortho,402550676.5218699,0.09993339147236921,4.089244144799896,0.1458441732893729,0.0,0.038190763471373665,4.334954550259328,False,False,False,8.433324862000272e-07,4.5892083403543565e-06,9.25166165317582e-07,3.7140167463051e-06,False,143307.08648892067,118498.21168713563,891056.548651732,157641.05817608337,0.0,0.09917235393535112,1167187.6694072448,5,False,False,False,1.243658544944498e-06,3.43481022026771e-06,1.3886068599426546e-06,2.9359085553813524e-06,False,none
combined,Bcc3,True,persistence,76153827.13888957,0.1473713135253482,False,3.060483496031075,False,0.2189014547919285,False,0.0,1.474695408151891,0.7484350779839538,1.5009269815503763,0.7904941619614798,0.06650564811925985,3.426756264348351,False,ortho,402550676.5218699,0.09993339147236921,4.089176985497586,0.1458441732893729,0.0,0.038190763471373665,4.334954550259328,False,False,False,8.433324862000272e-07,4.58917493998096e-06,9.25166165317582e-07,3.7140167463051e-06,False,143307.08648892067,118498.21168713563,891048.399544026,157641.05817608337,1.9948004057660447e-16,0.09917235393535112,1167187.6694072448,5,False,False,False,1.243658544944498e-06,3.4346995040866564e-06,1.3886068599426546e-06,2.935908555381352e-06,False,none
phi,Bcc3,False,fno_plain,48746.11905493544,9.499806119330267e-07,False,2.3618086100066713,False,9.005447406192567e-07,False,0.0,4659.038712017633,0.5448204804819743,838.11691991767,241.18251513491174,0.14066557322477882,4.964308305992718e-06,False,ortho,402550676.5218699,2.0390056203710535e-10,4.335021708283254,1.0744858136353089e-09,2.0488442254881778e-16,0.039323062143377344,2.058320149458514e-08,False,False,False,2.7073419207661305e-10,3.7140524791007108e-06,1.97767851437544e-09,4.1913881285490685e-10,False,143307.08648892067,0.7531393078691924,1167194.522069031,0.5433066121844563,0.0,0.03463995213251744,49.10831653691404,5,False,False,False,1.2613610815517578e-06,2.023491856198917e-06,1.6575258250556973e-06,1.0108895307500751e-07,False,none
phi,Bcc3,True,fno_plain,48746.119054935436,9.499806119330268e-07,False,2.3531607692639906,False,9.005447406192567e-07,False,1.8872015308904474e-16,4659.038712017633,0.5428340119084224,838.11691991767,241.18251513491174,0.14066557322477882,4.964308305992718e-06,False,ortho,402550676.5218699,2.0390056203710535e-10,4.334954548980942,1.0744858136353089e-09,0.0,0.039323062143377344,2.058320149458514e-08,False,False,False,2.7073419207661305e-10,3.7140208705337435e-06,1.97767851437544e-09,4.1913881285490685e-10,False,143307.08648892067,0.7531393078691924,1167186.3729613249,0.5433066121844563,0.0,0.03463995213251744,49.10831653691404,5,False,False,False,1.2613610815517578e-06,2.0160968494634434e-06,1.6575258250556973e-06,1.0108895307500751e-07,False,none
theta,Bcc3,False,fno_plain,48746.11905493544,0.046307868009167745,False,2.2359994603790696,False,0.07950313214378778,False,0.0,0.5641775532458361,0.5413052540281564,0.6506716212990266,0.5381996938798956,0.046899296808166555,2.333024279785912,False,ortho,402550676.5218699,0.08208030919122626,4.130755139987542,0.12218626038287114,2.0488442254881778e-16,0.03436217095956274,4.334867348153024,False,False,False,7.402389421779623e-06,3.6683298825366613e-06,4.0662789302434855e-06,3.7141324189016892e-06,False,143307.08648892067,11088.353302479076,1126058.7984881862,30048.66672428562,0.0,0.033914755947147435,1167127.8401632467,5,False,False,False,4.176261952152487e-06,1.985686238925585e-06,2.6458123041955997e-06,1.9989449308822854e-06,False,none
theta,Bcc3,True,fno_plain,48746.119054935436,0.046307868009167745,False,2.2273516196363885,False,0.07950313214378778,False,1.8872015308904474e-16,0.5641775532458361,0.5392204954843617,0.6506716212990266,0.5381996938798956,0.046899296808166555,2.333024279785912,False,ortho,402550676.5218699,0.08208030919122626,4.130687980685233,0.12218626038287114,2.048875967216293e-16,0.03436217095956274,4.334867348153024,False,False,False,7.402389421779622e-06,3.668296788388528e-06,4.0662789302434855e-06,3.7141324189016892e-06,False,143307.08648892067,11088.353302479078,1126050.6493804804,30048.66672428562,0.0,0.033914755947147435,1167127.8401632467,5,False,False,False,4.1762619521524865e-06,1.9780208118185546e-06,2.6458123041955997e-06,1.9989449308822854e-06,False,none
r,Bcc3,False,fno_plain,48746.11905493544,0.029691557959767002,False,2.289354209420136,False,0.04276469315212167,False,1.8802914851601875e-16,1.6223235412610775,0.5335911356899572,1.628844653548565,1.0545841193621084,0.04227115844333375,1.6054626172368789,False,ortho,402550676.5218699,0.018301872101718332,4.2904652200788505,0.026254617381071578,2.0488442254881778e-16,0.028561628028832053,1.5223656299774202,False,False,False,1.6957137217772234e-07,4.642358705635056e-06,1.9438332851954232e-07,1.4828776708107746e-06,False,143307.08648892067,107930.1999310162,924199.4193320165,135066.1992519182,0.0,0.09909847503721157,1026629.2762673103,5,False,False,False,2.7509962900786264e-07,2.477121454019969e-06,3.166202453980308e-07,1.563819242593715e-06,False,none
r,Bcc3,True,fno_plain,48746.119054935436,0.029691557959767002,False,2.280706368677455,False,0.04276469315212167,False,1.8872015308904474e-16,1.6223235412610775,0.5315838615367683,1.628844653548565,1.0545841193621084,0.04227115844333375,1.6054626172368789,False,ortho,402550676.5218699,0.018301872101718332,4.290398060776539,0.026254617381071578,2.048875967216293e-16,0.028561628028832053,1.5223656299774202,False,False,False,1.6957137217772234e-07,4.642326971704912e-06,1.9438332851954232e-07,1.4828776708107746e-06,False,143307.08648892067,107930.1999310162,924191.2702243105,135066.1992519182,0.0,0.09909847503721157,1026629.2762673103,5,False,False,False,2.7509962900786264e-07,2.467786098135189e-06,3.166202453980308e-07,1.563819242593715e-06,False,none
combined,Bcc3,False,fno_plain,48746.11905493544,0.07024057157689258,False,2.18747698426017,False,0.10409290469496195,False,0.0,0.7028738897179682,0.5349343073687307,0.7137268657859147,0.5428344386329431,0.05730880633857083,2.3531626197893445,False,ortho,402550676.5218699,0.09993339147236921,4.089244144799896,0.1458441732893729,0.0,0.038190763471373665,4.334954550259328,False,False,False,8.433324862000272e-07,4.5892083403543565e-06,9.25166165317582e-07,3.7140167463051e-06,False,143307.08648892067,118498.21168713563,891056.548651732,157641.05817608337,0.0,0.09917235393535112,1167187.6694072448,5,False,False,False,5.927563849009378e-07,2.45492498491826e-06,6.603159475032912e-07,2.0160961955538786e-06,False,none
combined,Bcc3,True,fno_plain,48746.119054935436,0.07024057157689256,False,2.1788291435174894,False,0.10409290469496195,False,1.8872015308904474e-16,0.702873889717968,0.5328282809095292,0.7137268657859147,0.5428344386329431,0.05730880633857083,2.3531626197893445,False,ortho,402550676.5218699,0.09993339147236921,4.089176985497586,0.1458441732893729,0.0,0.038190763471373665,4.334954550259328,False,False,False,8.433324862000272e-07,4.58917493998096e-06,9.25166165317582e-07,3.7140167463051e-06,False,143307.08648892067,118498.21168713563,891048.399544026,157641.05817608337,1.9948004057660447e-16,0.09917235393535112,1167187.6694072448,5,False,False,False,5.927563849009377e-07,2.4452421940631466e-06,6.603159475032912e-07,2.0160961955538786e-06,False,none
phi,Bcc3,False,fno_full,51772.27166027747,8.692788377269441e-07,False,2.444597583327354,False,9.299466008621199e-07,False,0.0,4263.248855433536,0.5639181872275926,865.4805759750617,214.15170405202602,0.14536161589659963,4.407927674911617e-06,False,ortho,402550676.5218699,2.0390056203710535e-10,4.335021708283254,1.0744858136353089e-09,2.0488442254881778e-16,0.039323062143377344,2.058320149458514e-08,False,False,False,2.7073419207661305e-10,3.7140524791007108e-06,1.97767851437544e-09,4.1913881285490685e-10,False,143307.08648892067,0.7531393078691924,1167194.522069031,0.5433066121844563,0.0,0.03463995213251744,49.10831653691404,5,False,False,False,1.1542072344973437e-06,2.094421741282619e-06,1.71164233971516e-06,8.975929100722153e-08,False,none
phi,Bcc3,True,fno_full,51772.27166027745,8.692788377269442e-07,False,2.423403199643785,False,9.299466008621199e-07,False,1.8325010060525481e-16,4263.248855433537,0.5590377412869246,865.4805759750617,214.15170405202602,0.14536161589659963,4.407927674911617e-06,False,ortho,402550676.5218699,2.0390056203710535e-10,4.334954548980942,1.0744858136353089e-09,0.0,0.039323062143377344,2.058320149458514e-08,False,False,False,2.7073419207661305e-10,3.7140208705337435e-06,1.97767851437544e-09,4.1913881285490685e-10,False,143307.08648892067,0.7531393078691924,1167186.3729613249,0.5433066121844563,0.0,0.03463995213251744,49.10831653691404,5,False,False,False,1.154207234497344e-06,2.0762778385556814e-06,1.71164233971516e-06,8.975929100722153e-08,False,none
theta,Bcc3,False,fno_full,51772.27166027747,0.045004540135329604,False,2.3011045172366247,False,0.09849032518083842,False,0.0,0.5482988621604783,0.5570663085209075,0.8060671050265275,0.5551594921068228,0.04956875483475435,2.4065427553510825,False,ortho,402550676.5218699,0.08208030919122626,4.130755139987542,0.12218626038287114,2.0488442254881778e-16,0.03436217095956274,4.334867348153024,False,False,False,7.402389421779623e-06,3.6683298825366613e-06,4.0662789302434855e-06,3.7141324189016892e-06,False,143307.08648892067,11088.353302479076,1126058.7984881862,30048.66672428562,0.0,0.033914755947147435,1167127.8401632467,5,False,False,False,4.058721697230528e-06,2.043502986101632e-06,3.2776936855317307e-06,2.061935867294947e-06,False,none
theta,Bcc3,True,fno_full,51772.27166027745,0.0450045401353296,False,2.2799101335530554,False,0.09849032518083842,False,0.0,0.5482988621604782,0.5519444083440176,0.8060671050265275,0.5551594921068228,0.04956875483475434,2.4065427553510825,False,ortho,402550676.5218699,0.08208030919122626,4.130687980685233,0.12218626038287114,2.048875967216293e-16,0.03436217095956274,4.334867348153024,False,False,False,7.402389421779622e-06,3.668296788388528e-06,4.0662789302434855e-06,3.7141324189016892e-06,False,143307.08648892067,11088.353302479078,1126050.6493804804,30048.66672428562,0.0,0.033914755947147435,1167127.8401632467,5,False,False,False,4.058721697230527e-06,2.0246959004973657e-06,3.2776936855317307e-06,2.061935867294947e-06,False,none
r,Bcc3,False,fno_full,51772.27166027747,0.016148193753045076,False,2.3963665090124886,False,0.03208467978725835,False,0.0,0.8823246968013152,0.5585330228987261,1.2220585553225387,1.0295949756852822,0.03685384122220742,1.5674200037807113,False,ortho,402550676.5218699,0.018301872101718332,4.2904652200788505,0.026254617381071578,2.0488442254881778e-16,0.028561628028832053,1.5223656299774202,False,False,False,1.6957137217772234e-07,4.642358705635056e-06,1.9438332851954232e-07,1.4828776708107746e-06,False,143307.08648892067,107930.1999310162,924199.4193320165,135066.1992519182,0.0,0.09909847503721157,1026629.2762673103,5,False,False,False,1.4961700954289183e-07,2.5929106412385653e-06,2.3754780962937833e-07,1.5267633994226674e-06,False,none
r,Bcc3,True,fno_full,51772.27166027745,0.01614819375304507,False,2.37517212532892,False,0.03208467978725834,False,0.0,0.8823246968013148,0.5536018084296418,1.2220585553225385,1.029594975685282,0.036853841222207424,1.5674200037807111,False,ortho,402550676.5218699,0.018301872101718332,4.290398060776539,0.026254617381071578,2.048875967216293e-16,0.028561628028832053,1.5223656299774202,False,False,False,1.6957137217772234e-07,4.642326971704912e-06,1.9438332851954232e-07,1.4828776708107746e-06,False,143307.08648892067,107930.1999310162,924191.2702243105,135066.1992519182,0.0,0.09909847503721157,1026629.2762673103,5,False,False,False,1.4961700954289178e-07,2.570000606857542e-06,2.3754780962937828e-07,1.5267633994226672e-06,False,none
combined,Bcc3,False,fno_full,51772.27166027747,0.05838472207849139,False,2.268188706074223,False,0.11802595440007806,False,0.0,0.5842363720302067,0.5546718722966381,0.8092606769137081,0.5590381561726523,0.056783290745457994,2.4234049988692234,False,ortho,402550676.5218699,0.09993339147236921,4.089244144799896,0.1458441732893729,0.0,0.038190763471373665,4.334954550259328,False,False,False,8.433324862000272e-07,4.5892083403543565e-06,9.25166165317582e-07,3.7140167463051e-06,False,143307.08648892067,118498.21168713563,891056.548651732,157641.05817608337,0.0,0.09917235393535112,1167187.6694072448,5,False,False,False,4.927055121527183e-07,2.545504782503698e-06,7.487005972025659e-07,2.076277073848756e-06,False,none
combined,Bcc3,True,fno_full,51772.27166027745,0.058384722078491394,False,2.246994322390654,False,0.11802595440007806,False,0.0,0.5842363720302068,0.5494979381816196,0.8092606769137081,0.5590381561726523,0.05678329074545799,2.423404998869224,False,ortho,402550676.5218699,0.09993339147236921,4.089176985497586,0.1458441732893729,0.0,0.038190763471373665,4.334954550259328,False,False,False,8.433324862000272e-07,4.58917493998096e-06,9.25166165317582e-07,3.7140167463051e-06,False,143307.08648892067,118498.21168713563,891048.399544026,157641.05817608337,1.9948004057660447e-16,0.09917235393535112,1167187.6694072448,5,False,False,False,4.927055121527184e-07,2.5217421674742954e-06,7.487005972025659e-07,2.0762770738487563e-06,False,none
phi,Bcc3,False,localno_plain,195394.46250292571,3.560008213978753e-07,False,1.0347976431642725,False,2.591705699866111e-07,False,0.0,1745.9531147986295,0.23870645011696398,241.20427342801213,362.25757980866933,0.06154372942723015,7.4564207581425984e-06,False,ortho,402550676.5218699,2.0390056203710535e-10,4.335021708283254,1.0744858136353089e-09,2.0488442254881778e-16,0.039323062143377344,2.058320149458514e-08,False,False,False,2.7073419207661305e-10,3.7140524791007108e-06,1.97767851437544e-09,4.1913881285490685e-10,False,143307.08648892067,0.7531393078691924,1167194.522069031,0.5433066121844563,0.0,0.03463995213251744,49.10831653691404,5,False,False,False,4.72689205938653e-07,8.865682828342403e-07,4.770245091341185e-07,1.5183621194869734e-07,False,none
phi,Bcc3,True,localno_plain,195394.4625029257,3.560008213978753e-07,False,1.0340716702699155,False,2.591705699866111e-07,False,2.1472832030332412e-16,1745.9531147986295,0.2385426787261251,241.20427342801213,362.25757980866933,0.06154372942723016,7.456420758142598e-06,False,ortho,402550676.5218699,2.0390056203710535e-10,4.334954548980942,1.0744858136353089e-09,0.0,0.039323062143377344,2.058320149458514e-08,False,False,False,2.7073419207661305e-10,3.7140208705337435e-06,1.97767851437544e-09,4.1913881285490685e-10,False,143307.08648892067,0.7531393078691924,1167186.3729613249,0.5433066121844563,0.0,0.03463995213251744,49.10831653691404,5,False,False,False,4.72689205938653e-07,8.859524873018543e-07,4.770245091341185e-07,1.5183621194869732e-07,False,none
theta,Bcc3,False,localno_plain,195394.46250292571,0.0695605891476379,False,0.8900720877285087,False,0.07516558145951693,False,2.1457767553857386e-16,0.847469872287876,0.21547442478790765,0.6151721251144382,0.23589095928444914,0.07552684997560903,1.022556017126653,False,ortho,402550676.5218699,0.08208030919122626,4.130755139987542,0.12218626038287114,2.0488442254881778e-16,0.03436217095956274,4.334867348153024,False,False,False,7.402389421779623e-06,3.6683298825366613e-06,4.0662789302434855e-06,3.7141324189016892e-06,False,143307.08648892067,11088.353302479076,1126058.7984881862,30048.66672428562,0.0,0.033914755947147435,1167127.8401632467,5,False,False,False,6.2733020179007015e-06,7.9043127137188e-07,2.5014614508259493e-06,8.76130259204191e-07,False,none
theta,Bcc3,True,localno_plain,195394.4625029257,0.06956058914763788,False,0.8893461148341519,False,0.07516558145951693,False,0.0,0.8474698722878758,0.21530217702055043,0.6151721251144382,0.23589095928444914,0.07552684997560903,1.022556017126653,False,ortho,402550676.5218699,0.08208030919122626,4.130687980685233,0.12218626038287114,2.048875967216293e-16,0.03436217095956274,4.334867348153024,False,False,False,7.402389421779622e-06,3.668296788388528e-06,4.0662789302434855e-06,3.7141324189016892e-06,False,143307.08648892067,11088.353302479078,1126050.6493804804,30048.66672428562,0.0,0.033914755947147435,1167127.8401632467,5,False,False,False,6.273302017900699e-06,7.897922844975435e-07,2.5014614508259493e-06,8.76130259204191e-07,False,none
r,Bcc3,False,localno_plain,195394.46250292571,0.015414097567155676,False,0.9947949055661945,False,0.024589255202313372,False,2.1457767553857386e-16,0.842214254448236,0.23186178060847026,0.9365687888501144,0.4883264344398079,0.041530288657773015,0.7434113800005855,False,ortho,402550676.5218699,0.018301872101718332,4.2904652200788505,0.026254617381071578,2.0488442254881778e-16,0.028561628028832053,1.5223656299774202,False,False,False,1.6957137217772234e-07,4.642358705635056e-06,1.9438332851954232e-07,1.4828776708107746e-06,False,143307.08648892067,107930.1999310162,924199.4193320165,135066.1992519182,0.0,0.09909847503721157,1026629.2762673103,5,False,False,False,1.428154267944248e-07,1.0763855557117774e-06,1.8205335856420166e-07,7.241283656974327e-07,False,none
