E_model_oracle,E_model_raw,E_norm,E_norm_Bcc1,E_norm_Bcc2,E_norm_Bcc3,E_norm_press,E_norm_rho,E_norm_vel1,E_norm_vel2,E_norm_vel3,E_oracle_raw,above_rin,above_rout,artifact_flag_count,evaluation_bound_clamp_fraction,finite,model_only_saturation_mean,prediction_global_norm,rho_press_positive,step
0.644667978261594,0.8534424843532126,0.44451605762883406,0.630828608855359,0.3994809710409188,0.3846620022730106,0.5395196305005316,0.4732380300512069,0.5411268535517889,0.32199138706934416,0.2652809776885123,0.4003378552452749,False,False,4,0.0045146942138671875,True,0.004608631134033203,3551.9541015625,True,1
0.7647552777700612,0.8955695108415631,0.6257462341515351,0.6630685548796693,0.5600763381306244,0.6852065018675467,0.6627271500442813,0.6445967898057244,0.7053138091655464,0.6461669768260222,0.43881375249286564,0.43902090694493034,False,False,6,0.009031295776367188,True,0.006142139434814453,3413.36376953125,True,2
0.9054932914353924,0.940652367649994,0.8171284447820159,0.6934739436086741,0.79509433664804,0.9275882250975288,0.6923263650260266,0.7326951749086816,0.7642742571971293,1.5150480324837319,0.41652722328631414,0.38306088363676666,False,False,7,0.007966995239257812,True,0.00592041015625,3373.251220703125,True,3
0.9335036319330737,0.9620719138586866,0.8588563187777272,0.7224744319304853,0.9306419142557288,0.9515571726246588,0.7185250256263646,0.7613838823958837,0.729945167083777,1.603771833649869,0.45255112265505004,0.39051390875552233,False,False,7,0.0068359375,True,0.006508350372314453,3373.5537109375,True,4
0.9559758123446124,0.9763121903992671,0.8849103918396429,0.7508262132045128,0.9333954441524975,0.9722488725995589,0.7483348078663974,0.7885103395403942,0.7582527490609444,1.645779419824492,0.48193528846834627,0.3924685541174242,False,False,8,0.0040283203125,True,0.008222103118896484,3397.43115234375,True,5
0.9675107368566367,0.9850985933404098,0.9063133160006475,0.7742875958508613,0.9940315082594174,0.9897169871140441,0.7723570589234605,0.8077178597891733,0.798117764028415,1.606520769107858,0.5077569849319503,0.39137890651244966,False,False,8,0.0009593963623046875,True,0.009508609771728516,3438.63916015625,True,6
0.9895729450001959,1.0014504708634613,0.9352400543035742,0.794240926546266,1.027529887428686,1.0047410619646586,0.7998581590300395,0.8245418718942565,0.8316440554882577,1.6700780266877033,0.5292864453887258,0.39045259877193783,False,False,7,0.0,True,0.011854171752929688,3491.929931640625,True,7
1.0082997826498272,1.0146069579707566,0.961673771224644,0.8134927649838639,1.0494138229694534,1.0195621571319855,0.832304006290721,0.840980789327611,0.8531917897420773,1.7354861365994854,0.5489587027519547,0.39044701132793636,False,False,8,0.0,True,0.013696670532226562,3555.2724609375,True,8
1.0272718943886308,1.0283972549274474,0.985235720599865,0.8321923737134247,1.0678221243135138,1.0348678628661137,0.8595473188872316,0.8573991741407654,0.8670166234945154,1.7959860260243006,0.5670542613590546,0.3903270852215107,False,False,9,0.0,True,0.016702651977539062,3622.50390625,True,9
1.0437377862674053,1.0400193889433689,1.0044367929557714,0.8496786916336503,1.0810657000658597,1.0510068076739716,0.8790526974295727,0.8742574661452704,0.8754641795390521,1.8418407823685317,0.5831280187902631,0.39024927493140305,False,False,10,0.0,True,0.02010345458984375,3689.21240234375,True,10
1.057322396873545,1.0492359051776528,1.021157406710428,0.8655276100903283,1.090387303245408,1.0679453653879034,0.8955866440716835,0.8911484513898741,0.8820591566723613,1.8791157106027565,0.5974890122231099,0.39033456944648365,False,False,8,0.0,True,0.023952007293701172,3752.0771484375,True,11
1.0684917951518573,1.0573103185823272,1.0365912247963527,0.8804790448533218,1.0965885285380124,1.0867153981196696,0.9101851556476682,0.9060462123487284,0.8879275876343555,1.9140088523018948,0.610779018927171,0.3896964528687618,False,False,10,0.0,True,0.02690887451171875,3810.9462890625,True,12
1.0774458640721674,1.063406518988296,1.0500888948539984,0.8952361956626864,1.1007054838156125,1.1061699001299494,0.9234192531020431,0.9171690847770577,0.8945530583454394,1.9402399662898662,0.6232182167093319,0.38993489208850984,False,False,9,0.0,True,0.030202865600585938,3864.416015625,True,13
1.0845625027567725,1.0681375569082947,1.062048346762419,0.9110411520813436,1.1041297941812076,1.127103560082693,0.9326436338257493,0.924451761855802,0.8995826457685232,1.962324480008736,0.635109746295298,0.38971765900616495,False,False,9,0.0,True,0.0319976806640625,3914.6171875,True,14
1.0912697272415,1.0719595243411486,1.0728742742433746,0.9270844372505308,1.1080712874186214,1.1505063075363042,0.9381194769422762,0.9291527410853779,0.9040747298869236,1.979639752185007,0.6463454616419552,0.38976629954676945,False,False,9,0.0,True,0.034548282623291016,3964.3740234375,True,15
1.097963245941234,1.0764263315618186,1.0842799141467165,0.9433470136305806,1.113993391522101,1.1771288736844339,0.9433933690286508,0.9327928185989485,0.9090115324075613,1.9971509505894367,0.6574213637120202,0.38926343457779855,True,False,9,0.0,True,0.0367279052734375,4016.13427734375,True,16
1.1042929250219116,1.0801857459804167,1.0962890844988307,0.9610462973215309,1.1227353288367627,1.2066169151424513,0.9479715480890257,0.9357719985721131,0.9137800283742029,2.013475189277961,0.6689153703765991,0.38851751834700365,True,False,9,0.0,True,0.0380854606628418,4070.77783203125,True,17
1.1097458857708138,1.080960812443625,1.1080419484276454,0.9789219323158759,1.1328651172130848,1.2361221964312694,0.9545182838863688,0.9391648415063011,0.9172633765308897,2.0244801307937452,0.6809997087436278,0.39002320765702747,True,False,9,0.0,True,0.04010295867919922,4126.4228515625,True,18
1.1130394225610027,1.0823931361621493,1.1178644130454622,0.9931613489603488,1.1434964176616014,1.2602895895505415,0.9606536853704923,0.9426332713984265,0.9181783813094864,2.031890326973569,0.6926122831392312,0.3906404871867953,True,False,9,0.0,True,0.04116964340209961,4175.3193359375,True,19
