channel,model,radial_absolute_error,radial_persistence_absolute_error,radial_skill,source_snapshot,target_snapshot
Bcc1,Stage AG,2.602286613349098,0.09620959888107598,-26.048097524715455,189,190
Bcc2,Stage AG,0.18805297897433215,0.0682939720111605,-1.7535809301529688,189,190
Bcc3,Stage AG,0.9254940178533817,0.8299454485240187,-0.11512632486784202,189,190
rho,Stage AG,4.569764440970184,0.5235874109224623,-7.727796630784381,189,190
press,Stage AG,60.74195880066584,0.5936552129565656,-101.31858067606994,189,190
vel1,Stage AG,0.06160645539318464,0.060220689069904125,-0.023011465738492554,189,190
vel2,Stage AG,0.0057060123062217735,0.00447771696664353,-0.27431285825530116,189,190
vel3,Stage AG,0.05418612910294061,0.03891727366542332,-0.39234134355827566,189,190
Bcc1,Stage AD,1.7120366026598577,0.12057702240356066,-13.198696970056385,190,191
Bcc2,Stage AD,0.1799116261778592,0.06521632306928823,-1.7586901209795962,190,191
Bcc3,Stage AD,1.0555172020038748,1.6665595013453947,0.36664895483673543,190,191
rho,Stage AD,2.8609032893838187,0.6016317855159046,-3.755239597140914,190,191
press,Stage AD,15992.330806617902,0.6678441657866838,-23945.20126355347,190,191
vel1,Stage AD,0.13097464943511783,0.057569174606786545,-1.2750829819901202,190,191
vel2,Stage AD,0.003418676934783557,0.004482368959933247,0.23730577171530542,190,191
vel3,Stage AD,0.03302360670032692,0.016291444357349888,-1.0270521125051943,190,191
Bcc1,Stage AG,2.5284372332828253,0.12057702240356066,-19.969478121796445,190,191
Bcc2,Stage AG,0.23804183023456504,0.06521632306928823,-2.6500345163841974,190,191
Bcc3,Stage AG,1.8001990040071478,1.6665595013453947,-0.08018885767586914,190,191
rho,Stage AG,5.040088676422284,0.6016317855159046,-7.377364357669972,190,191
press,Stage AG,6.49324558836116,0.6678441657866838,-8.722695684123364,190,191
vel1,Stage AG,0.07303451266427907,0.057569174606786545,-0.26863921817752434,190,191
vel2,Stage AG,0.010771691052062389,0.004482368959933247,-1.4031245862060415,190,191
vel3,Stage AG,0.03382743444813655,0.016291444357349888,-1.0763925963921852,190,191
Bcc1,Stage AD,1.5761587814232703,0.035679431540625216,-43.17555755137603,191,192
Bcc2,Stage AD,0.23556303151654656,0.08053694687582116,-1.9249064020238813,191,192
Bcc3,Stage AD,0.4563162656954766,0.8267893003921893,0.44808639216905444,191,192
rho,Stage AD,3.3243302530051646,0.47827297964088455,-5.950696348142576,191,192
press,Stage AD,16164442891188.363,0.4117702061566151,-39255979790436.5,191,192
vel1,Stage AD,0.12719251564759057,0.07193281572739407,-0.7682126629050061,191,192
vel2,Stage AD,0.0033165042473320525,0.005786715094502851,0.4268761822259749,191,192
vel3,Stage AD,0.035416160302023526,0.02790969639275562,-0.2689554126148188,191,192
Bcc1,Stage AG,2.5537012754669517,0.035679431540625216,-70.5734854844664,191,192
Bcc2,Stage AG,0.1945236023923017,0.08053694687582116,-1.4153337063079263,191,192
Bcc3,Stage AG,0.9221858478657665,0.8267893003921893,-0.11538193277093156,191,192
rho,Stage AG,4.981912332906759,0.47827297964088455,-9.416462031050703,191,192
press,Stage AG,10.703534570582695,0.4117702061566151,-24.99395102061282,191,192
vel1,Stage AG,0.09823255856086016,0.07193281572739407,-0.3656153671661486,191,192
vel2,Stage AG,0.008584443279424682,0.005786715094502851,-0.48347432683865166,191,192
vel3,Stage AG,0.047307181223940224,0.02790969639275562,-0.6950088083444546,191,192
Bcc1,Stage AD,1.173654827139611,0.05389810570013381,-20.775437409049744,192,193
Bcc2,Stage AD,0.6512718980900994,0.07760736471552532,-7.391882658010326,192,193
Bcc3,Stage AD,0.3193814505691606,0.22240854650810604,-0.4360124895538591,192,193
rho,Stage AD,2.3838739965273827,0.8783657883161654,-1.7139877579900844,192,193
press,Stage AD,169980.93800402302,0.14293363980943813,-1189228.758863238,192,193
vel1,Stage AD,0.10683661779441668,0.06455954375983224,-0.6548539777768452,192,193
vel2,Stage AD,0.006773183204907881,0.00459389741453607,-0.4743871257281642,192,193
vel3,Stage AD,0.02856047885691196,0.027496686865044064,-0.03868800619831303,192,193
Bcc1,Stage AG,2.361744081329604,0.05389810570013381,-42.81868436099305,192,193
Bcc2,Stage AG,0.13638430727082032,0.07760736471552532,-0.7573629483586459,192,193
Bcc3,Stage AG,0.6915127116023739,0.22240854650810604,-2.1092002643754997,192,193
rho,Stage AG,4.118289387732175,0.8783657883161654,-3.6885812750368734,192,193
press,Stage AG,3.180175665139466,0.14293363980943813,-21.249315622126023,192,193
vel1,Stage AG,0.08651641469788116,0.06455954375983224,-0.34010263485954306,192,193
vel2,Stage AG,0.005822117823771816,0.00459389741453607,-0.26735912851458,192,193
vel3,Stage AG,0.0231391672906411,0.027496686865044064,0.15847434986585907,192,193
Bcc1,Stage AD,0.7100183187916942,0.12585216963509802,-4.6416851680058935,193,194
Bcc2,Stage AD,0.13247485386428093,0.0381048634853812,-2.476586497025621,193,194
Bcc3,Stage AD,0.50573511409599,0.7246297848696313,0.3020779373746316,193,194
rho,Stage AD,1.558957946926121,0.6162964118729466,-1.5295586943113828,193,194
press,Stage AD,6.929408013347195,0.4072559456532302,-16.014872556943438,193,194
vel1,Stage AD,0.1031567448892943,0.061680990934863955,-0.6724235996504881,193,194
vel2,Stage AD,0.002472719836168244,0.001278096437854205,-0.9346895609220938,193,194
vel3,Stage AD,0.03629315138446175,0.016602366958639897,-1.1860227204275073,193,194
Bcc1,Stage AG,2.151038458210713,0.12585216963509802,-16.091786851569903,193,194
Bcc2,Stage AG,0.049384137293503716,0.0381048634853812,-0.2960061466287569,193,194
Bcc3,Stage AG,0.6269165187308747,0.7246297848696313,0.13484577666971864,193,194
rho,Stage AG,4.3944226924417285,0.6162964118729466,-6.130372021941394,193,194
press,Stage AG,5.45272663034287,0.4072559456532302,-12.388942969504859,193,194
vel1,Stage AG,0.07669485532236851,0.061680990934863955,-0.2434115301967088,193,194
vel2,Stage AG,0.010398467114662448,0.001278096437854205,-7.135901804186565,193,194
vel3,Stage AG,0.032766401337142086,0.016602366958639897,-0.9735981874614812,193,194
Bcc1,Stage AD,0.7255735900545129,0.07392977696126145,-8.814361950999894,194,195
Bcc2,Stage AD,0.1291471579964921,0.016840607213666384,-6.668794619928396,194,195
Bcc3,Stage AD,3.397753189677698,0.8825418090453598,-2.8499628627827014,194,195
rho,Stage AD,2.148454527181694,0.42895713987123957,-4.008552900708442,194,195
press,Stage AD,21.43260881528851,0.181669686812624,-116.9757018978864,194,195
vel1,Stage AD,0.10911732843097725,0.06521262992327358,-0.6732545299792401,194,195
vel2,Stage AD,0.003891424853482012,0.0023806779548111484,-0.6345868392731457,194,195
vel3,Stage AD,0.04875281334039721,0.025744572529374468,-0.8937122876975494,194,195
Bcc1,Stage AG,2.1753185346184005,0.07392977696126145,-28.424118724965833,194,195
Bcc2,Stage AG,0.1004417167144045,0.016840607213666384,-4.964257430865953,194,195
Bcc3,Stage AG,0.7062358065819289,0.8825418090453598,0.19977070848817935,194,195
rho,Stage AG,3.9430444181545967,0.42895713987123957,-8.192164092054007,194,195
press,Stage AG,0.8988284729637868,0.181669686812624,-3.9475974155823135,194,195
vel1,Stage AG,0.0843591772709957,0.06521262992327358,-0.2936018279012693,194,195
vel2,Stage AG,0.0113112919007229,0.0023806779548111484,-3.7512902271656428,194,195
vel3,Stage AG,0.039154713848541335,0.025744572529374468,-0.5208919784496691,194,195
Bcc1,Stage AD,0.6244451568499119,0.05909871170464665,-9.566138226001543,195,196
Bcc2,Stage AD,0.12449865356753745,0.03791048147175283,-2.2840166817797245,195,196
Bcc3,Stage AD,0.731754850389498,0.7717790727844657,0.05185968861602608,195,196
rho,Stage AD,1.246175215142775,0.5820625048851448,-1.140964595183254,195,196
press,Stage AD,18.06033537149073,0.16416104452990402,-109.01596281997834,195,196
vel1,Stage AD,0.12026851091284668,0.07007665736629766,-0.7162421187442092,195,196
vel2,Stage AD,0.004446373183258462,0.0015353584411867082,-1.895983806766174,195,196
vel3,Stage AD,0.08231944389149937,0.04827826725327053,-0.7051035294959302,195,196
Bcc1,Stage AG,2.268308090053579,0.05909871170464665,-37.381684213181124,195,196
Bcc2,Stage AG,0.1303538175449778,0.03791048147175283,-2.438463783217965,195,196
Bcc3,Stage AG,0.9753574584767523,0.7717790727844657,-0.26377805886573946,195,196
rho,Stage AG,3.404783774752174,0.5820625048851448,-4.849515724130042,195,196
press,Stage AG,3.2676414082895335,0.16416104452990402,-18.905096350031393,195,196
vel1,Stage AG,0.09098363586213824,0.07007665736629766,-0.2983444028524038,195,196
vel2,Stage AG,0.01023680923346319,0.0015353584411867082,-5.667374183679846,195,196
vel3,Stage AG,0.07587661104829617,0.04827826725327053,-0.5716514979761631,195,196
Bcc1,Stage AD,0.7055928763227897,0.033523334452383216,-20.04781304869952,196,197
Bcc2,Stage AD,0.13771290122183402,0.08511891286819039,-0.617888393794306,196,197
Bcc3,Stage AD,0.2203519022122734,0.8527842229039023,0.7416088427833119,196,197
rho,Stage AD,2.638328266356808,0.293945559963382,-7.975567675475267,196,197
press,Stage AD,65.15631258825876,0.06333103874217008,-1027.821157560981,196,197
vel1,Stage AD,0.13489407400544806,0.06932722802272251,-0.9457589442525458,196,197
vel2,Stage AD,0.005352800930907676,0.003999129424224326,-0.33849154730617625,196,197
vel3,Stage AD,0.0586498140477779,0.026296114775425754,-1.2303604372227386,196,197
Bcc1,Stage AG,2.4044309025549886,0.033523334452383216,-70.72409731407416,196,197
Bcc2,Stage AG,0.3514469996142737,0.08511891286819039,-3.1288943640351903,196,197
Bcc3,Stage AG,0.16496560019248374,0.8527842229039023,0.8065564585250621,196,197
rho,Stage AG,3.657997312917855,0.293945559963382,-11.444472076304017,196,197
press,Stage AG,13.121151253777468,0.06333103874217008,-206.18357876926024,196,197
vel1,Stage AG,0.08135039873417954,0.06932722802272251,-0.17342638750126205,196,197
vel2,Stage AG,0.006454631071337185,0.003999129424224326,-0.6140090471288333,196,197
vel3,Stage AG,0.03335274857364951,0.026296114775425754,-0.2683527151630143,196,197
Bcc1,Stage AD,1.3336286896387988,0.03701471488483553,-35.029689646080996,197,198
Bcc2,Stage AD,0.3227420557052181,0.06314893246021147,-4.110807786158057,197,198
Bcc3,Stage AD,2.2125612228705203,1.3337694540184604,-0.6588783137928249,197,198
rho,Stage AD,2.053839434003123,0.8746270067789891,-1.3482460729938461,197,198
press,Stage AD,14922.062109211176,0.285798347296501,-52210.85584299516,197,198
vel1,Stage AD,0.1670131915480042,0.06387714212159358,-1.6146002466748683,197,198
vel2,Stage AD,0.004134934930279558,0.004941367717486692,0.16320031888201725,197,198
vel3,Stage AD,0.11658405025895921,0.05305955714359102,-1.197229990884709,197,198
Bcc1,Stage AG,2.4922976439007223,0.03701471488483553,-66.33261762666679,197,198
Bcc2,Stage AG,1.699408871449874,0.06314893246021147,-25.911125893072352,197,198
Bcc3,Stage AG,4.041078368112655,1.3337694540184604,-2.029817751439315,197,198
rho,Stage AG,4.147861456341085,0.8746270067789891,-3.7424346883782134,197,198
press,Stage AG,18.74495233205509,0.285798347296501,-64.58803614286884,197,198
vel1,Stage AG,0.07432396686059327,0.06387714212159358,-0.16354558754544146,197,198
vel2,Stage AG,0.009488062420481858,0.004941367717486692,-0.9201287908416849,197,198
vel3,Stage AG,0.09756482732305627,0.05305955714359102,-0.8387795257888044,197,198
Bcc1,Stage AD,1.5142684510804605,0.031361331369003966,-47.28457163579129,198,199
Bcc2,Stage AD,1.1797585665830077,0.03166532278192111,-36.25711481635599,198,199
Bcc3,Stage AD,4.2399321622017005,1.341484121580983,-2.1606279150026775,198,199
rho,Stage AD,2.085469486214136,0.5173406712081355,-3.0311338394176124,198,199
press,Stage AD,620.890945513421,0.2839539357812245,-2185.5903841241116,198,199
vel1,Stage AD,0.17323156595424968,0.07786934004221358,-1.224644075066509,198,199
vel2,Stage AD,0.008700262833209935,0.002716735796898883,-2.2024692438407767,198,199
vel3,Stage AD,0.08766959505515116,0.02642476846501548,-2.317705325260257,198,199
Bcc1,Stage AG,2.327081030682008,0.031361331369003966,-73.20223979974215,198,199
Bcc2,Stage AG,0.43615124042849956,0.03166532278192111,-12.77378160432062,198,199
Bcc3,Stage AG,2.8875319157078425,1.341484121580983,-1.1524905656764628,198,199
rho,Stage AG,4.25912233700556,0.5173406712081355,-7.2327227957146984,198,199
press,Stage AG,15.922996408267643,0.2839539357812245,-55.075984171375225,198,199
vel1,Stage AG,0.08636502020215006,0.07786934004221358,-0.10910173574517157,198,199
vel2,Stage AG,0.008009311700625181,0.002716735796898883,-1.94813787552242,198,199
vel3,Stage AG,0.0615894780379084,0.02642476846501548,-1.3307480676490506,198,199
Bcc1,Stage AD,1.7783406144356182,0.05506561350134349,-31.294938735082475,199,200
Bcc2,Stage AD,1.1359306608585908,0.03112669189669074,-35.49378047075276,199,200
Bcc3,Stage AD,0.5715671289511295,1.1314448904145424,0.49483431867219196,199,200
rho,Stage AD,1.6460612050897276,0.660557026677318,-1.4919289911570774,199,200
press,Stage AD,11269.977008615297,0.20815722233859404,-54140.657358798024,199,200
vel1,Stage AD,0.15903525381679096,0.05734167933409552,-1.7734669731276629,199,200
vel2,Stage AD,0.008711080160407985,0.00800681773268658,-0.08795784433138332,199,200
vel3,Stage AD,0.07228545603449862,0.017952322271053717,-3.026523975176823,199,200
Bcc1,Stage AG,2.4781126403211644,0.05506561350134349,-44.00290621951763,199,200
Bcc2,Stage AG,0.8161678364916627,0.03112669189669074,-25.220834491519938,199,200
Bcc3,Stage AG,10.69471502861371,1.1314448904145424,-8.452263313236003,199,200
rho,Stage AG,4.334501194922155,0.660557026677318,-5.561887951938416,199,200
press,Stage AG,5524138.692589134,0.20815722233859404,-26538298.41871257,199,200
vel1,Stage AG,0.07419927848027943,0.05734167933409552,-0.29398509673853135,199,200
vel2,Stage AG,0.010919777934930996,0.00800681773268658,-0.3638099803811834,199,200
vel3,Stage AG,0.05750828154096008,0.017952322271053717,-2.203389548865569,199,200
Bcc1,Stage AD,2.0277570693944655,0.08892165543660382,-21.803860987947342,200,201
Bcc2,Stage AD,0.5357728555578004,0.03408834595062234,-14.717185466665889,200,201
Bcc3,Stage AD,0.8229192082702577,0.8291092274870391,0.007465866995043369,200,201
rho,Stage AD,2.7275680475632798,0.19649702333391406,-12.8809636974919,200,201
press,Stage AD,463.59012335599283,0.33642930619466094,-1376.9718794407154,200,201
vel1,Stage AD,0.15261272001912904,0.06122618273932735,-1.492605502924837,200,201
vel2,Stage AD,0.0043779320271264376,0.0030783851486830866,-0.42215214005930646,200,201
vel3,Stage AD,0.0593954609105544,0.023822027355544225,-1.4933000044066773,200,201
Bcc1,Stage AG,2.7199189401474633,0.08892165543660382,-29.587812685140726,200,201
Bcc2,Stage AG,0.8072790391372474,0.03408834595062234,-22.681965687235383,200,201
Bcc3,Stage AG,1.4174340448289104,0.8291092274870391,-0.7095866236165709,200,201
rho,Stage AG,3.8552936560247315,0.19649702333391406,-18.620112257239136,200,201
press,Stage AG,8.20379917843167,0.33642930619466094,-23.384912453747056,200,201
vel1,Stage AG,0.07341197693682279,0.06122618273932735,-0.1990291351230713,200,201
vel2,Stage AG,0.007771011672182749,0.0030783851486830866,-1.5243792757729286,200,201
vel3,Stage AG,0.061252408254920135,0.023822027355544225,-1.5712508570629504,200,201
Bcc1,Stage AD,1.968506523337706,0.10185396703294826,-18.326753593219625,201,202
Bcc2,Stage AD,0.5388038061237839,0.058564226434246774,-8.200220662501673,201,202
Bcc3,Stage AD,1.1045163578289916,0.9240220053973484,-0.19533555627176535,201,202
rho,Stage AD,1.5804000394934818,0.25058477278412095,-5.306847866031342,201,202
press,Stage AD,66.37780776308789,0.17822084611351768,-371.4469342986318,201,202
vel1,Stage AD,0.15085196428227765,0.07298208902414365,-1.066972407879054,201,202
vel2,Stage AD,0.005705407534189673,0.0013894517633713968,-3.1062292946002996,201,202
vel3,Stage AD,0.10256479696133307,0.0465613636469328,-1.2027876532797692,201,202
Bcc1,Stage AG,2.7591694272276697,0.10185396703294826,-26.089464530479397,201,202
Bcc2,Stage AG,0.251840050691263,0.058564226434246774,-3.3002369539366736,201,202
Bcc3,Stage AG,0.7323550445167211,0.9240220053973484,0.20742683589900712,201,202
rho,Stage AG,3.2846390403981895,0.25058477278412095,-12.107895599178764,201,202
press,Stage AG,27.12022377104923,0.17822084611351768,-151.17200660003047,201,202
vel1,Stage AG,0.08066194721466925,0.07298208902414365,-0.10522935549275636,201,202
vel2,Stage AG,0.008254421012159157,0.0013894517633713968,-4.940775512875989,201,202
vel3,Stage AG,0.09870922453178524,0.0465613636469328,-1.1199813923037376,201,202
Bcc1,Stage AD,2.0576458090935907,0.04983727245035704,-40.28728776526071,202,203
Bcc2,Stage AD,1.1130602362177349,0.03657094676629459,-29.435641804154237,202,203
Bcc3,Stage AD,0.7809851752218562,0.9200101186196541,0.15111240690089944,202,203
rho,Stage AD,2.298967487117625,0.4639649649563194,-3.9550454468777927,202,203
press,Stage AD,11.270271821204211,0.3962380204000628,-27.44318626926601,202,203
vel1,Stage AD,0.17073310755747081,0.07744317399728057,-1.204624355446306,202,203
vel2,Stage AD,0.006890788299798912,0.0023964316769759172,-1.8754369949300922,202,203
vel3,Stage AD,0.08988681620158945,0.05415059824096627,-0.6599413325333836,202,203
Bcc1,Stage AG,2.836516916351656,0.04983727245035704,-55.9155729615242,202,203
Bcc2,Stage AG,0.3931051457501199,0.03657094676629459,-9.749110441746152,202,203
Bcc3,Stage AG,0.9100347960502359,0.9200101186196541,0.010842622670699353,202,203
rho,Stage AG,3.781118495586613,0.4639649649563194,-7.149577621540004,202,203
press,Stage AG,2.4589576502730908,0.3962380204000628,-5.205758972322741,202,203
vel1,Stage AG,0.10413805524431849,0.07744317399728057,-0.34470283007738445,202,203
vel2,Stage AG,0.009529048314312097,0.0023964316769759172,-2.9763488380928536,202,203
vel3,Stage AG,0.05527387980882952,0.05415059824096627,-0.020743659430404238,202,203
Bcc1,Stage AD,1.9823345562564474,0.06254312915395935,-30.695480911686268,203,204
Bcc2,Stage AD,1.2607682751992733,0.10926616051423955,-10.538506242607198,203,204
Bcc3,Stage AD,1.0523483293263938,0.597728938896656,-0.7605778486631696,203,204
rho,Stage AD,2.047426947439595,0.3562631910795749,-4.746950565494379,203,204
press,Stage AD,88.48875447460857,0.3946664659490058,-223.2114851633786,203,204
vel1,Stage AD,0.1692178941066165,0.08973098548900428,-0.8858356807788834,203,204
vel2,Stage AD,0.005316862107294014,0.0067974451135412485,0.21781463204428853,203,204
vel3,Stage AD,0.11932348907225669,0.05686216725956178,-1.0984688910567613,203,204
Bcc1,Stage AG,2.669679573242058,0.06254312915395935,-41.68541739685328,203,204
Bcc2,Stage AG,0.5560347925808335,0.10926616051423955,-4.088810570115815,203,204
Bcc3,Stage AG,0.5322850459684301,0.597728938896656,0.1094875765075527,203,204
rho,Stage AG,4.074746357686204,0.3562631910795749,-10.437461011165954,203,204
press,Stage AG,0.27912776408736045,0.3946664659490058,0.29275023806196365,203,204
vel1,Stage AG,0.09961215456377182,0.08973098548900428,-0.11011992146211735,203,204
vel2,Stage AG,0.012393624108184126,0.0067974451135412485,-0.8232768196236968,203,204
vel3,Stage AG,0.10765762399597943,0.05686216725956178,-0.8933084893607539,203,204
Bcc1,Stage AD,1.8582283876821997,0.06878505792624606,-26.015000694986146,204,205
Bcc2,Stage AD,0.6707671596446928,0.06698803862527418,-9.013237787075862,204,205
Bcc3,Stage AD,0.6487814991651256,0.901080119173508,0.27999576801205717,204,205
rho,Stage AD,2.548909721235247,0.6961219923868474,-2.6615848214988915,204,205
press,Stage AD,959665.2574380185,0.3918417338157882,-2449113.46285396,204,205
vel1,Stage AD,0.1912503903300243,0.0971313705295315,-0.9689868400639645,204,205
vel2,Stage AD,0.007679679020044268,0.006344865704362344,-0.21037692173124922,204,205
vel3,Stage AD,0.0641219030648178,0.02704617461580977,-1.3708307727679725,204,205
Bcc1,Stage AG,2.7290252078780863,0.06878505792624606,-38.6746806669008,204,205
Bcc2,Stage AG,0.35195065476163573,0.06698803862527418,-4.25393282120738,204,205
Bcc3,Stage AG,1.2333860434105395,0.901080119173508,-0.3687862124200789,204,205
rho,Stage AG,4.400016393374718,0.6961219923868474,-5.320754754907313,204,205
press,Stage AG,7655.1969114456715,0.3918417338157882,-19535.45120160814,204,205
vel1,Stage AG,0.11903784802382841,0.0971313705295315,-0.2255345247870928,204,205
vel2,Stage AG,0.011559555612701958,0.006344865704362344,-0.8218755370589339,204,205
vel3,Stage AG,0.0565813740948705,0.02704617461580977,-1.0920287212002249,204,205
Bcc1,Stage AD,1.8676706336321696,0.10698424435569366,-16.457436325134662,205,206
Bcc2,Stage AD,0.4420036141100553,0.12006384713088303,-2.6814047248396253,205,206
Bcc3,Stage AD,0.8676624515618436,0.6951062973526863,-0.24824426834620517,205,206
rho,Stage AD,1.9537507459241497,0.4731336962904847,-3.129384064678046,205,206
press,Stage AD,576636106.1134068,0.1263854424425622,-4562519977.323199,205,206
vel1,Stage AD,0.1846379717366057,0.09331852814724007,-0.9785778387468753,205,206
vel2,Stage AD,0.00861186276995012,0.005966133682366848,-0.4434578955887014,205,206
vel3,Stage AD,0.06571068640045363,0.05920943899327894,-0.10980086144563317,205,206
Bcc1,Stage AG,2.7099566061853393,0.10698424435569366,-24.330427134442964,205,206
Bcc2,Stage AG,0.26541817724088873,0.12006384713088303,-1.210641950791009,205,206
Bcc3,Stage AG,0.7808105453770507,0.6951062973526863,-0.1232966070812036,205,206
rho,Stage AG,3.681608446416774,0.4731336962904847,-6.781327931791223,205,206
press,Stage AG,16164442866056.535,0.1263854424425622,-127897980603284.97,205,206
vel1,Stage AG,0.1137505581050565,0.09331852814724007,-0.21894933796617888,205,206
vel2,Stage AG,0.01523794719241137,0.005966133682366848,-1.554074045884648,205,206
vel3,Stage AG,0.03888998939024429,0.05920943899327894,0.34317922865881534,205,206
Bcc1,Stage AD,1.8098037102265339,0.130757918337349,-12.84087276119928,206,207
Bcc2,Stage AD,0.3808923903301495,0.04654522682739845,-7.183274984191085,206,207
Bcc3,Stage AD,0.6289023633873989,0.4101866428543634,-0.5332102454898573,206,207
rho,Stage AD,1.7168986248451523,0.45171566847380834,-2.8008392107494555,206,207
press,Stage AD,31.156088249651717,0.13782474842158515,-225.05583254431153,206,207
vel1,Stage AD,0.1647088233751565,0.0986134596019775,-0.6702468815104179,206,207
vel2,Stage AD,0.008234909190732673,0.0018792749016924935,-3.3819609272258324,206,207
vel3,Stage AD,0.04265296254390857,0.035731875206383774,-0.19369504951949135,206,207
Bcc1,Stage AG,2.736757519911235,0.130757918337349,-19.929956324714002,206,207
Bcc2,Stage AG,0.29419954575852786,0.04654522682739845,-5.320724289291674,206,207
Bcc3,Stage AG,0.5677595824049183,0.4101866428543634,-0.38414936784399667,206,207
rho,Stage AG,3.2002107677683065,0.45171566847380834,-6.084568880642808,206,207
press,Stage AG,6666825777.850406,0.13782474842158515,-48371760906.97271,206,207
vel1,Stage AG,0.11387927320917234,0.0986134596019775,-0.15480456388824138,206,207
vel2,Stage AG,0.013601303542531822,0.0018792749016924935,-6.237527373074772,206,207
vel3,Stage AG,0.028667371241212793,0.035731875206383774,0.1977087383286521,206,207
Bcc1,Stage AD,1.5033998799217343,0.09346572167646132,-15.085040086951523,207,208
Bcc2,Stage AD,0.2180557557066947,0.036603943665149,-4.957165645905741,207,208
Bcc3,Stage AD,0.4825449225722584,0.49397203526241024,0.023133116602605752,207,208
rho,Stage AD,4.125525968637571,0.36360425007069863,-10.346198422695581,207,208
press,Stage AD,14957325.41518121,0.29310478379133814,-51030641.4265984,207,208
vel1,Stage AD,0.148289540216372,0.10550938904401047,-0.4054629787925026,207,208
vel2,Stage AD,0.006277737818995259,0.0014646329839877168,-3.286219064862947,207,208
vel3,Stage AD,0.029404095727064917,0.02480191032288795,-0.18555769875233885,207,208
Bcc1,Stage AG,2.541206866050721,0.09346572167646132,-26.188650774529954,207,208
Bcc2,Stage AG,0.1075454513254682,0.036603943665149,-1.9380837297010527,207,208
Bcc3,Stage AG,0.49493876221289873,0.49397203526241024,-0.001957047932834799,207,208
rho,Stage AG,3.6050680471331242,0.36360425007069863,-8.914812729587624,207,208
press,Stage AG,16164442865673.375,0.29310478379133814,-55149024374779.836,207,208
vel1,Stage AG,0.11947296280069901,0.10550938904401047,-0.13234437127547016,207,208
vel2,Stage AG,0.01070707722308233,0.0014646329839877168,-6.310416561786324,207,208
vel3,Stage AG,0.033014257057429004,0.02480191032288795,-0.3311175077898114,207,208
Bcc1,Stage AD,1.4166259824689795,0.04572083559179443,-29.98425398688958,208,209
Bcc2,Stage AD,0.19869136438216295,0.042336034460162944,-3.6931973415962265,208,209
Bcc3,Stage AD,0.4163488215441968,0.3329562179521127,-0.2504611690539984,208,209
rho,Stage AD,3.3872779724205153,0.37031787055320997,-8.14694710077138,208,209
press,Stage AD,16164442865669.398,0.3876092854196769,-41702929918635.09,208,209
vel1,Stage AD,0.14238173826329953,0.10888960726375282,-0.30757876569819875,208,209
vel2,Stage AD,0.0030208415949141837,0.002387964765262486,-0.26502770847296464,208,209
vel3,Stage AD,0.05090437282551976,0.039922446790979914,-0.27508148716528824,208,209
Bcc1,Stage AG,2.366835801185034,0.04572083559179443,-50.767116032538404,208,209
Bcc2,Stage AG,0.19196212957871514,0.042336034460162944,-3.5342491810220507,208,209
Bcc3,Stage AG,0.6542447402459086,0.3329562179521127,-0.9649572675648457,208,209
rho,Stage AG,4.320996250988608,0.37031787055320997,-10.66834385965107,208,209
press,Stage AG,16.755253503608433,0.3876092854196769,-42.22717265523448,208,209
vel1,Stage AG,0.11966056033449488,0.10888960726375282,-0.09891626337353387,208,209
vel2,Stage AG,0.0091520173209284,0.002387964765262486,-2.8325596148075523,208,209
vel3,Stage AG,0.05358555094701553,0.039922446790979914,-0.3422411513896153,208,209
Bcc1,Stage AD,1.536000062955795,0.027505093173533685,-54.84420504467825,209,210
Bcc2,Stage AD,0.19311792908999212,0.05309430828877728,-2.6372623603952685,209,210
Bcc3,Stage AD,1.0106648810546333,0.3509920995776134,-1.8794519371543554,209,210
rho,Stage AD,6.302500299054637,0.12488102143123438,-49.46803931312416,209,210
press,Stage AD,16559593555164.658,0.6294418705818303,-26308376244270.21,209,210
vel1,Stage AD,0.13792478667841288,0.11235303140027168,-0.22760182755584601,209,210
vel2,Stage AD,0.007182102224054603,0.0026262694452385774,-1.734716438587725,209,210
vel3,Stage AD,0.038731228901163504,0.03919980186295362,0.011953452301322609,209,210
Bcc1,Stage AG,2.327236728506656,0.027505093173533685,-83.61111961423931,209,210
Bcc2,Stage AG,0.7626256219792908,0.05309430828877728,-13.363604057734557,209,210
Bcc3,Stage AG,0.5208876828220649,0.3509920995776134,-0.4840438957141917,209,210
rho,Stage AG,4.3831827401644,0.12488102143123438,-34.098870027884864,209,210
press,Stage AG,118.95049998927473,0.6294418705818303,-187.9777365451106,209,210
vel1,Stage AG,0.11639876005303972,0.11235303140027168,-0.03600907427548283,209,210
vel2,Stage AG,0.00585471325887202,0.0026262694452385774,-1.229288875704131,209,210
vel3,Stage AG,0.024369674846320445,0.03919980186295362,0.37832147898300006,209,210
Bcc1,Stage AD,1.1738605647816374,0.0964680615257813,-11.168385538336132,210,211
Bcc2,Stage AD,0.11337150987430865,0.04919037261549194,-1.3047499713105162,210,211
Bcc3,Stage AD,1.0914687346800525,0.888747706398621,-0.22809738559314718,210,211
rho,Stage AD,1.8029456963097175,0.25950499160709567,-5.947633974761738,210,211
press,Stage AD,39595127188716.31,0.15868297738116122,-249523470268694.8,210,211
vel1,Stage AD,0.1363980400714372,0.12575521725078195,-0.08463126264917697,210,211
vel2,Stage AD,0.007806676727542848,0.004183641494383021,-0.8660004061113109,210,211
