bootstrap_samples,bootstrap_seed,ci95_high,ci95_low,delta_definition,higher_is_better,mean_paired_delta,median_paired_delta,metric,win_fraction
10000,42,0.00926409844517748,0.004292533058950574,Stage_AG_minus_Stage_AD,False,0.006697597127924118,0.004468382034559182,state_l2,0.23809523809523808
10000,42,0.026977529213051982,0.017436391931306562,Stage_AG_minus_Stage_AD,False,0.02210287740121644,0.018967021424612818,residual_l2,0.047619047619047616
10000,42,-0.002733285003159113,-0.010699947009604967,Stage_AG_minus_Stage_AD,True,-0.006788155767520901,-0.006319971978365702,residual_cosine,0.21428571428571427
10000,42,26.452298825855525,-21.811621251038776,Stage_AG_minus_Stage_AD,False,3.5035594282907363,-0.06046457100108309,shell_absolute_error,0.6904761904761905
10000,42,0.054483023731330446,-0.12123795835984773,Stage_AG_minus_Stage_AD,False,-0.04260148847344935,-0.03449171601947251,radial_absolute_error,0.7857142857142857
