Bcc1_physical_relative_l2,Bcc1_plain_loss,Bcc1_radial_error,Bcc1_residual_cosine,Bcc1_residual_relative_l2,Bcc1_shell_error,Bcc1_state_relative_l2,Bcc2_physical_relative_l2,Bcc2_plain_loss,Bcc2_radial_error,Bcc2_residual_cosine,Bcc2_residual_relative_l2,Bcc2_shell_error,Bcc2_state_relative_l2,Bcc3_physical_relative_l2,Bcc3_plain_loss,Bcc3_radial_error,Bcc3_residual_cosine,Bcc3_residual_relative_l2,Bcc3_shell_error,Bcc3_state_relative_l2,decoder_extreme_tail_fraction,display_name,formal_best_epoch,physical_relative_l2,plain_residual_loss,press_physical_relative_l2,press_plain_loss,press_radial_error,press_residual_cosine,press_residual_relative_l2,press_shell_error,press_state_relative_l2,radial_error,residual_cosine,residual_cosine_error,residual_global_relative_l2,residual_relative_l2,rho_physical_relative_l2,rho_plain_loss,rho_press_physical_tail_contribution,rho_radial_error,rho_residual_cosine,rho_residual_relative_l2,rho_shell_error,rho_state_relative_l2,shell_error,source_snapshot,split,state_relative_l2,target_snapshot,variant,vel1_physical_relative_l2,vel1_plain_loss,vel1_radial_error,vel1_residual_cosine,vel1_residual_relative_l2,vel1_shell_error,vel1_state_relative_l2,vel2_physical_relative_l2,vel2_plain_loss,vel2_radial_error,vel2_residual_cosine,vel2_residual_relative_l2,vel2_shell_error,vel2_state_relative_l2,vel3_physical_relative_l2,vel3_plain_loss,vel3_radial_error,vel3_residual_cosine,vel3_residual_relative_l2,vel3_shell_error,vel3_state_relative_l2
0.5988922463856097,0.7431868374853028,44.07823753567201,0.8130537195829237,0.5887930956810234,34.413171649413925,0.22196425748427145,1.2597232630094872,178.89795212893523,1.9531500385821077,0.7863807550376173,0.6397619718426687,27.26779114298552,0.37294491385464335,0.229480375328273,147.11772017751767,2.07246471148678,0.9227286936935537,0.387758271744404,0.4578593078571612,0.14447884202343206,0.1766657829284668,Direction+Transport,150,1945494.6000955906,333.7137783994716,15563227.942852136,0.03498732941481297,12323035.38276694,0.4066979051452121,0.9341994806510546,1.0768503346078412e+16,0.14860600061904483,2.07246471148678,0.8756923794549687,0.1243076205450313,0.4836385886564368,0.7959539676462486,725.8037494713747,0.0260666475687109,0.9999999999999949,841.5766546757335,0.45805362044984965,0.9001035317506865,15030997.546334384,0.16364734463263622,5.269672319091595,169,validation,0.2513393767937901,170,direction_transport,0.07146579217122022,0.05140632496975331,2.101839891309994,0.2725778604519639,1.116205327118687,2.2847620015992263,0.09735051307766021,0.7543911945053476,3.810526138820193,17.561280120244223,0.6367632867279228,0.8102496567769342,5.240376978943491,0.7171952069292084,0.14021024619721653,3.0319328147599665,2.84085057691941,0.4294781620248805,0.9905604056045305,5.269672319091595,0.14452793572942435
0.6009068478414911,0.6155137795147638,13.458171848558617,0.837286579365575,0.5524653412340367,20.961872426642255,0.2017782775526778,0.9005830810346874,157.811489837987,3.3174653635456757,0.824069048823425,0.569185400190767,10.681043359462238,0.3458084640425889,0.14575139896744352,92.37773813905389,0.49224548845984917,0.9515918752369692,0.31232606978867433,0.708819293492057,0.11388953442258648,0.1772918701171875,Direction+Transport,150,89.1043670386422,256.8091800132872,660.3109578935757,0.03234976205483239,3407.695830049838,0.4436076547738644,0.9099824818263843,12913365.769714061,0.14243092093469925,3.3174653635456757,0.9069363881825026,0.09306361181749745,0.4216025304086995,0.7516827557225845,49.96181273426725,0.023482525198248456,0.9999976911524947,52.81622082933239,0.5106868086192583,0.8632380197833965,13523.57839364007,0.15496194572103714,5.1018394227284976,170,validation,0.23268396011141845,171,direction_transport,0.06807460665417776,0.04608999690461791,2.0851666047815023,0.2946154510779869,1.1102123619578124,2.1720776306608633,0.09227969710026943,0.719737101409773,3.4169596139237273,5.467011816386756,0.6573551417921238,0.7840317068777864,11.069243739118187,0.6792749085115853,0.1271126453870846,2.4855563586500686,4.921589571106255,0.5185578631552148,0.9120206641218187,5.1018394227284976,0.13104793260590353
0.6109120392770373,0.700242089786846,30.981836667104268,0.7946592939041441,0.6074844743741099,40.68862969410512,0.21504461011584722,0.9194724524095927,183.98630293419882,1.8952373189946048,0.8074133808483438,0.595781474106401,13.500172372766253,0.3750425683174003,0.1714652646113991,168.80359007802906,0.990911854142613,0.9039423256751579,0.4277294559514939,0.9340833598577929,0.15302560477082577,0.17694091796875,Direction+Transport,150,141.25806261688115,360.32221828609784,899.7983791450486,0.033449160431901166,8004.802581878433,0.39749818099445383,0.9467341189210483,21757233.563615926,0.1446298996094406,1.8952373189946048,0.8674227832294384,0.13257721677056156,0.4982686174435158,0.8051912159665922,227.6215090964572,0.023811225022845085,0.9999989770049142,569.5301099665978,0.4761269880410924,0.8900507880379974,1377425.4388644726,0.15597742841551568,2.942720662734466,171,validation,0.24935558141406328,172,direction_transport,0.06690243722299358,0.044199655234428675,1.8210458187426142,0.2940900851881049,1.136082403402614,2.228541289662126,0.09026905141321424,0.7353672802102854,3.6977572320653156,10.507096806191965,0.625760603575635,0.8344688912309175,2.0373481645474354,0.7159904319288423,0.1404932198120671,3.032865911328568,4.040017722562974,0.4200533439622528,1.0031981217081547,2.942720662734466,0.14486505674142028
0.608633221869142,0.6228629040688207,13.100105111538506,0.7964948994101266,0.6046530235936779,24.528870806873385,0.20264354170663448,0.587062958345104,141.82445132162383,5.054321077012616,0.8052908293354085,0.5998099540890101,4.31689568852033,0.32797104760279644,0.15847930532421445,155.40706774598354,0.9540251998766784,0.9030484448479782,0.4299492635098624,0.7442671769256457,0.14637295679562687,0.1775064468383789,Direction+Transport,150,218.28590275363737,303.54116582315015,1061.3265450174215,0.03043937882456504,3779.7704064495883,0.415214201435045,0.9293601356926783,46599369.87957752,0.13759176676934987,3.7211085904776158,0.8705601838742272,0.12943981612577282,0.49392039707991436,0.7876338224925006,682.718508390242,0.021077682106095036,0.9999997102364869,786.0661099254753,0.49135753431458545,0.8772783883834823,7474843.774154263,0.14651581750707948,4.31689568852033,172,validation,0.22921938995530583,173,direction_transport,0.06305884261229894,0.0375021607971394,1.479546440674208,0.3137345870931024,1.1087426515616472,2.4092099200602926,0.08307698680525943,0.6971483680559455,3.078299847324567,25.8419749864941,0.6483739910115823,0.8083930891922044,10.089014032010027,0.6578230625444118,0.12778592522872304,2.519464782421614,3.7211085904776158,0.47251966065475887,0.9428840739174421,8.782663278780113,0.1317599399112883
0.6083586225470321,0.6631809543588951,71.13827283812387,0.7522020683814358,0.6595402013857514,32.08003277470992,0.20891808547516766,0.8253961793454824,152.2087272025526,3.471600979440524,0.7473017914011105,0.6821475379384762,23.819367289404806,0.3415692966926129,0.18719480987322623,198.76940620132962,0.6988133998424939,0.8600055180045773,0.5117053606782037,2.6759303178053013,0.16486012489039248,0.17785882949829102,Direction+Transport,150,408.73147743551385,357.3277144204137,2482.8182457730354,0.029013054862044557,5810.557550505266,0.3880564280112221,0.9434720015788745,568726683.7584661,0.13443941021810168,3.4248965029665666,0.8240946683565392,0.17590533164346078,0.5713179818669509,0.8237431698554016,784.5292440143348,0.01914924355931848,0.9999998831828828,981.0081659849338,0.47784638654157746,0.8847123908465779,6918042.501377583,0.13969252366016396,5.793824814561953,173,validation,0.2315459376192779,174,direction_transport,0.05929034370029168,0.031818211854883705,1.276708183896169,0.341100327357272,1.086979978945197,3.0677054626569977,0.07637247818450187,0.6940459878430209,2.9904190412954197,8.100626086027848,0.5898131645504204,0.8501143452968399,3.3522821024850034,0.6524257888618751,0.13004375343129537,2.6160005106009443,3.4248965029665666,0.4205748225141931,0.971273542173293,5.793824814561953,0.13408979297140766
0.6079167713604957,0.6040692884089631,65.84445655864774,0.7548429000111655,0.6562590705448026,28.69622030590094,0.19925197266590916,0.7583830864619028,149.06168056595203,2.2828757010516165,0.7119710097164852,0.7301482149299586,20.220061090412322,0.33615981540917705,0.15645139421137622,186.24206874398124,1.2134209449309166,0.8603514286609041,0.5101113451979434,1.0063656699063745,0.15843824363876452,0.1784210205078125,Direction+Transport,150,89.46652029470134,340.9913484196515,640.6872239433455,0.02588016064522012,4843.204484490914,0.402265742894451,0.9349926937403663,17794247.815219518,0.12673816828688145,1.8465933126005534,0.815750350085352,0.18424964991464798,0.5830391928769267,0.827608436427771,72.68561645222279,0.017102146909043513,0.9999975158232152,220.05526937602843,0.48333637340917346,0.8823688333063148,170580.9674830229,0.13198897005884624,1.0063656699063745,174,validation,0.22099587281148075,175,direction_transport,0.056727412713405846,0.02809019007062466,1.22386232695343,0.3395943632481889,1.1014012466192198,3.7858065757641786,0.07152998752231596,0.658676841576742,2.6716966564213096,8.015883978489779,0.5991957303767391,0.8394820701212387,9.839351597259215,0.6189976776875128,0.12116645571842508,2.340760667263086,1.8465933126005534,0.43253906994622415,0.966104016962324,0.4831371409286361,0.12486214722243888
0.6118984045444033,0.5453677306615867,30.70276770742003,0.7434813502617807,0.6736576354472733,28.59761776374584,0.1891968144652343,0.6523512167883087,142.7278204367434,5.5087227072239155,0.740042649665023,0.678170317112541,50.822336675697734,0.3275747999109371,0.13843410631850495,167.09206718420666,1.226867467761644,0.8579840224483148,0.5173970489188828,1.2188176603567318,0.1497009074990431,0.17852163314819336,Direction+Transport,150,183.993286908535,315.3837186006503,438.9014589254671,0.021596737990784272,1296.1949631416414,0.4151383176456418,0.9330209496863924,221616943.82308173,0.11528075598910843,1.5704597766115524,0.8186535129817207,0.18134648701827927,0.5786332969362439,0.8195773705136067,1030.8205544929042,0.013741701849248477,0.9999998501118643,942.5698344034951,0.5077555849109003,0.8691791506738094,9631977.450076578,0.1182098100862649,3.185627603440487,175,validation,0.2130651283542787,176,direction_transport,0.05414064418023649,0.02418517634200902,1.216175848520361,0.36385350749146517,1.0856004592475585,5.226876522256405,0.06615722811766953,0.644771312077408,2.59408253870595,7.367654466132576,0.5701826765962706,0.8616279130268797,2.515527040017873,0.6119260313428824,0.12268616599979376,2.3648570941506364,1.5704597766115524,0.44529839000120347,0.9379654899955163,3.185627603440487,0.12647467942309
0.6122238571066239,0.5890536691135051,40.28734603122291,0.6585559251975287,0.7666737716825007,26.295727214556887,0.19649882313045552,0.6478465093746354,137.02021665679894,2.6289064150133594,0.6960099702220962,0.7306880061919718,84.47674333705956,0.32177796286103216,0.15297236870940556,215.2640526251442,1.2479117689580728,0.7664630795744789,0.658817494248239,0.8874622599309259,0.16947789837296293,0.17893171310424805,Direction+Transport,150,312.7034701686457,357.21104623072034,2438.263839773814,0.018895674667780273,3828.4976491014986,0.3676617812269829,0.965907958809174,250021228.8870737,0.10773312531056628,2.6289064150133594,0.7414873328788224,0.2585126671211776,0.6862374545434996,0.8734733759262168,61.17375209550339,0.012242649691180288,0.9999998128478051,149.57874007832865,0.45774639620469276,0.9064964620604294,67842.8829452515,0.11154302956544226,2.673455370700821,176,validation,0.20858895531812294,177,direction_transport,0.05110763477710795,0.020965330352895536,1.0978796363385195,0.35127575809983547,1.0791791113958258,4.553560781420201,0.061361014484051325,0.6146015644681068,2.336732958771672,9.499615333940064,0.5181633977622309,0.9122502963455539,1.8779557326586487,0.5854574643203262,0.11141754541226821,1.9488866661802156,3.8689249321794614,0.4151198439518416,0.9677739066760402,2.673455370700821,0.11486232450014686
0.610403310353858,0.48131341083330725,85.00299146963474,0.671834951765255,0.750113985130102,24.570523013915558,0.17751213505937688,0.4977145706895098,98.71028810586985,2.968303772169074,0.683831297988111,0.7422090073925823,13.297276635629855,0.2727816375264971,0.12722895166432235,149.32406076636542,0.6819950589937698,0.7968486398956023,0.6187678557532267,1.108535868242945,0.1406126239040042,0.1791400909423828,Direction+Transport,150,51.057819524318056,252.1269776276196,383.07223704015695,0.01641518571469808,2450.282756970172,0.3764490967763566,0.9530903812805167,5173607.245826932,0.10021407333724014,2.6451769585149245,0.7609583019918862,0.2390416980081138,0.6627317457903147,0.8662009981555355,23.45101438801327,0.010294210019168592,0.9999925082572337,33.113832744750795,0.4674510116216218,0.8973689529113942,3006.2444356055125,0.10215434318563382,1.108535868242945,177,validation,0.18561087670020804,178,direction_transport,0.04764085397496549,0.018133354060181867,0.9763135989000385,0.337686528057333,1.0652249177162132,4.693734697290725,0.05686919281910069,0.5537402226655787,1.894141075744131,7.342412260718511,0.4748482860689419,0.9466783116406552,1.8554510132792252,0.5290214026772733,0.10257685702601742,1.6723315190128516,2.6451769585149245,0.4162257381400169,0.9561545734195942,0.9748792704660505,0.1057216050925382
0.6096171108609199,0.4181030830200875,27.887420197051423,0.5236862390543039,0.8971081123236749,28.274825026275288,0.16537501507770777,0.4057134025509115,78.34300965179378,1.5831054573095746,0.6307203946759209,0.8055098821783273,18.759805646572804,0.24298064383295848,0.12281982915026712,141.46640333805902,0.49457361333351235,0.6398281610864465,0.8795123746695918,1.1194670410098269,0.13617913157242698,0.1790018081665039,Direction+Transport,150,8.239263926044426,223.103817298844,44.345314800590806,0.010573334263317278,236.0789932977181,0.27876185215093247,1.0449987109782497,36178.25342795878,0.08016567995744395,1.5831054573095746,0.6304824973365065,0.3695175026634935,0.8528060019154763,0.979451248661585,19.81064843587317,0.006197690737253691,0.9997733361732881,56.78671305474921,0.36952092151967386,1.0203774143070292,6071.059732788466,0.0791762127231219,2.349962252322441,178,validation,0.1637407320941131,179,direction_transport,0.04433897989200014,0.015196771616634033,1.0957429775674377,0.24616791491221016,1.0914274978364413,3.9179303366567795,0.051812472016894144,0.48003335941265607,1.3841188211543507,7.387799641907003,0.35639310116760636,1.0698750980389684,0.44184512843284607,0.4556846194681003,0.09562549002467474,1.4602146081995768,2.8878411050814483,0.29018397946255997,1.0268008989603976,2.349962252322441,0.09855208210425116
