Bcc1_physical_relative_l2,Bcc1_plain_loss,Bcc1_radial_error,Bcc1_residual_cosine,Bcc1_residual_relative_l2,Bcc1_shell_error,Bcc1_state_relative_l2,Bcc2_physical_relative_l2,Bcc2_plain_loss,Bcc2_radial_error,Bcc2_residual_cosine,Bcc2_residual_relative_l2,Bcc2_shell_error,Bcc2_state_relative_l2,Bcc3_physical_relative_l2,Bcc3_plain_loss,Bcc3_radial_error,Bcc3_residual_cosine,Bcc3_residual_relative_l2,Bcc3_shell_error,Bcc3_state_relative_l2,decoder_extreme_tail_fraction,physical_relative_l2,plain_residual_loss,press_physical_relative_l2,press_plain_loss,press_radial_error,press_residual_cosine,press_residual_relative_l2,press_shell_error,press_state_relative_l2,radial_error,residual_cosine,residual_cosine_error,residual_global_relative_l2,residual_relative_l2,rho_physical_relative_l2,rho_plain_loss,rho_press_physical_tail_contribution,rho_radial_error,rho_residual_cosine,rho_residual_relative_l2,rho_shell_error,rho_state_relative_l2,shell_error,source_snapshot,split,state_relative_l2,target_snapshot,vel1_physical_relative_l2,vel1_plain_loss,vel1_radial_error,vel1_residual_cosine,vel1_residual_relative_l2,vel1_shell_error,vel1_state_relative_l2,vel2_physical_relative_l2,vel2_plain_loss,vel2_radial_error,vel2_residual_cosine,vel2_residual_relative_l2,vel2_shell_error,vel2_state_relative_l2,vel3_physical_relative_l2,vel3_plain_loss,vel3_radial_error,vel3_residual_cosine,vel3_residual_relative_l2,vel3_shell_error,vel3_state_relative_l2
0.7376220708413522,0.008319220507328237,2952.1909501058567,0.0030852820983317208,1.0753281387420475,0.9985482645428815,0.5079152689404874,2.5027198097229078,0.15715629319800678,9.792723073260284,-0.0021251462752564392,3.356287221298918,10.698653763900039,1.3990404356867412,53.11476592782487,0.04895268634233862,54911.28112053041,-0.005696235147458869,52.7629863707608,1809.0380260157272,52.7629863707608,0.0,7.316087373365812,1.3252068494644236,0.1264567759970499,0.03079691663327096,16.784819610785206,0.04514350473757835,1.0015927169529475,78.80853580775056,0.15487911018837927,9.792723073260284,0.8810805405840506,0.11891945941594939,0.48108643801389706,7.624859827917757,0.01606101061850889,0.0022934681926684306,0.0006096329363576346,18.299744878015265,0.014191280849331888,1.0773002833738334,364.8949961121236,0.06109020769374542,10.698653763900039,0,train,7.026454539328124,1,0.8874450434268945,0.08705959993414045,0.7744165464300469,0.6136985975142332,0.8668027920712453,0.9998985577899625,0.4238407968471134,0.6984337337209695,0.690292189410667,4.414841231774878,0.9159726296708832,0.41328133818943247,0.7318956610484305,0.4132814363523681,0.44519461477394184,0.3003364752460031,0.43765501643545196,0.9291026191662335,0.44529976195283516,0.9529363950440009,0.4886026881553564
0.3397476308882269,0.003914060830385566,156.44636426515902,-0.027318428482236493,1.0102771909107728,1.0258909401067535,0.3486458891514309,0.9642692468037328,0.03610464296812087,1.2581691399198187,0.21570823043240075,1.2144413799249982,0.975721255091023,0.6470372964975127,13.430149687747178,0.010250939064988505,8411.926340839053,-0.22126561141521248,13.567145526550505,117.91064888095444,13.409444152039109,0.00299072265625,2.023460413221006,0.7153170635923326,0.033498496902075646,0.03274941016251756,3.619720681102907,0.34237282945763703,0.9773667800865485,16.212863592699986,0.16322903057969065,1.2581691399198187,0.49980041900813693,0.5001995809918631,0.8791836125142574,2.5992671186504137,0.019440582948361724,0.0024790585684665704,0.0006987580133797141,7.283855405293069,0.05788881642205917,0.9984036788387743,48.28174729351373,0.06390691553078648,1.0736383472843734,1,train,1.940520656167712,2,0.8020858347641188,0.10939034096512731,1.003026596734533,0.07009575839434776,0.9986305316407699,0.9979710964241882,0.45613596679673424,0.49054311599826267,0.4999476362844642,52.67324322683997,0.5789024672716946,0.8239252298290511,2.3735713792324042,0.3156050367552596,0.10794870971609191,0.02048097474826199,1.1988618338651686,-0.37660153243008027,1.2039466314218887,1.0736383472843734,0.12016096199117211
0.39519743914981814,0.005824266147227076,93.91313516196651,0.0705661962364927,0.998110603392466,0.9999097318816926,0.4098056404800198,0.726035188197075,0.06084172235171485,0.6499084752713682,0.5791282390760057,0.8171329467907491,0.7181437452363958,0.6636943928965933,9.058246056925897,0.014392666148595464,12403.667879715536,-0.32637158990696963,9.753019912721253,45.861651789789114,9.0410539478759,0.0032958984375,1.4562497752975005,1.1124093875742807,0.03248892406830538,0.04879606840135209,1.7864891157396423,0.5445550771927092,0.9642416415192582,19.872215694512523,0.2057188737141575,1.043464628490321,0.6719612440296655,0.3280387559703345,0.7414141062027215,2.041281508702849,0.020535904672150603,0.004843363952199726,0.0006700206796438331,3.7309765263889028,-0.02832948776706217,1.0031413452772455,49.267481778521535,0.09020299648947082,1.7290669706274397,2,train,1.4187585339802466,3,0.8264748138177608,0.1418594494418705,0.993702998114655,0.08085484222545612,0.9983440475814643,0.9938704017376695,0.5035971842808252,0.5204194510221656,0.8267665860322094,17.569432245424878,0.7210008764760923,0.6934161881770824,1.3276886789327522,0.35730791192487044,0.07060042452683091,0.009085265099111638,1.043464628490321,0.04482736961530044,1.1028453841632726,1.7290669706274397,0.07868732418013615
0.45086986766857284,0.008931733538513963,3.9810022863313446,0.24754284040166993,0.9726886600820505,0.9803668950695267,0.46574118424041083,0.48412203896021677,0.13314751959316407,0.4228711027586463,0.8586633305408152,0.5439995710175456,0.2989863921021376,0.5237771074683345,5.527709714261661,0.021227623372119343,244.6097302496398,-0.3223498641015881,6.093609189451467,20.008074393808165,5.515148233879291,0.00836181640625,1.0550865110781753,1.4474595851722398,0.11412834554536574,0.08278154045654532,0.988075335735759,0.7164258278969853,0.9412062454255962,1.66002821746752,0.2755497144054303,0.8455022024250455,0.8784730262509203,0.12152697374907973,0.4781709544697452,1.4881029151512721,0.023452094009668627,0.014791254703023254,0.0006595727337192981,2.5424467513898255,-0.20744193744391137,1.0138435920811684,12.452103252989465,0.16040244309456186,0.9601649894077245,3,train,1.002551591489973,4,1.1059622521551016,0.20775802566295792,1.0027513849525647,-0.2169760355764377,1.0073597522055218,1.0047164742012102,0.6028141512948388,0.5629115528330962,0.9237376219770776,9.42877873289757,0.9130373402661228,0.410072118398803,0.48997795490394497,0.2918297421147975,0.17153622319171888,0.05508426586883827,0.8455022024250455,0.4146470006685896,0.9220441925480257,0.9601649894077245,0.18515015542211896
0.5435379860980499,0.019116724007023814,10.46121563253035,0.12335372741888574,0.9935781478581615,0.9888843969214857,0.5543503525857149,0.22212432101351673,0.2360653093521291,0.19270466500738942,0.972794430650504,0.24263858180521344,0.2148083622780152,0.23336783544320472,3.883777237867972,0.05030161693765667,165.87956931734735,0.33189035953390367,4.4194906059219345,17.388410365525484,3.863144055311764,0.012725830078125,1.0035315916945349,3.588823824509727,0.6722816428967747,0.20497977209110252,0.9352690340357247,0.3527301210050806,0.9749961804560394,0.9722929662488707,0.415882818860922,0.9482794114617322,0.8711350793708738,0.12886492062912625,0.49132931631552046,1.2565917682553258,0.028662556869653057,0.05471834214927132,0.0014297856561223724,1.2080520650946989,0.06754397150208143,0.9977603490025084,11.616663222196289,0.3080598703728701,0.9267835815473273,4,train,0.8933537297479999,5,1.0233553472788686,0.15174911292612148,0.9966819771581475,0.00456962543918549,1.0012197724064735,1.019511294530576,0.620064505509489,0.8330129322170445,2.194789558498382,5.4145140281671225,0.8791167228124129,0.47674051440223186,0.8102660857480583,0.42176384723630644,0.8215007093143993,0.6771033885480401,0.9482794114617322,0.48933625330476,0.9463099941900452,0.9267835815473273,0.7301965526637276
0.8663329963704635,0.27943496284425684,9.941438777718016,0.6837485661738777,0.8936179480029324,0.9861761280700129,0.7927320703192305,0.32680779143014105,1.2338575895049595,0.5000305837286418,0.918439600705586,0.4022554127000642,0.43879376326895975,0.3032891920926213,0.39992083075807217,0.47603095277946605,213.6713733397024,0.906666689930853,0.43039113898419723,0.12101006948792402,0.43021321068977025,0.03460693359375,0.5625958812336844,5.197568501830099,1.0730326736831435,0.14442163785240245,1.0520824146474839,-0.1733171912028982,1.0250055854521172,1.200883611743529,0.376976970054877,0.6073715926444234,0.9230052121204401,0.07699478787955993,0.3849384222993675,0.7063021855492088,0.03025038521461454,0.04067584234541911,0.001992905656480845,1.2969596031921,-0.13106765473430226,1.0226091429292994,10.749504626413259,0.273191975574278,0.43879376326895975,5,train,0.47162076951245646,6,0.6265584098547491,0.14134334827098188,0.8473142444458447,0.4643700481013626,0.9166366967565099,0.9862828090330006,0.7022891147434053,0.707229036116387,2.2540840407095546,5.426818901552696,0.9496109385763281,0.31528221445094917,0.6573030799134763,0.4024571203988624,0.4706349264419045,0.6277201275230584,0.6073715926444234,0.7742280874390676,0.6446193451176007,0.7337090821611555,0.4918165022266069
0.5800467366885617,0.14407640187935705,5.10817408406616,0.7270987842812469,0.8085431846627841,0.5963358561555415,0.5242504085263757,0.2732741776326827,1.0173179359966076,0.15992248293489153,0.9516288410189687,0.30756757501268506,0.15441976149119951,0.2796364581153878,0.2642030699706977,0.8538362336129124,3.8425837599527086,0.9503960818210145,0.3282728488940293,0.294872499498258,0.25889516627013986,0.021881580352783203,0.413133488043905,5.355667679220007,0.6049228485102693,0.06472385258837546,3.5884157354338866,-0.02936097356011704,1.017182805477628,1.900156793470833,0.2584951101341564,0.44298519548158755,0.949816931336943,0.050183068663056996,0.3227394983736737,0.6518453044666351,0.027153956965743173,0.0160940938785478,0.0011580672048483833,2.5099544067887525,0.04097329920134259,1.0158496586310986,4.833713716117406,0.17246939035686515,0.294872499498258,6,train,0.3737399309296604,7,0.5303684558373336,0.17688285356563876,0.7357421455983562,0.2996672330722243,0.9553779970950295,1.012125984057998,0.7292973207840012,0.7606982704811276,2.3985435295102957,4.142578153901093,0.963351897900006,0.2852672083647247,0.8594782812038891,0.48657502564202604,0.26440038826482415,0.6841927781882725,0.44298519548158755,0.9120145792740532,0.49670115759510225,0.6450833172858629,0.2803005676083308
0.40586118698426554,0.07161539656717542,2.9541279274374,0.6570563546079244,0.8161711417610436,4.072724255299898,0.3589812095059715,0.28893706143087244,0.9675090046597763,0.494328570551803,0.9081947837717554,0.42011556023859475,1.5215077589104815,0.2833236191113887,0.14216734248658244,0.43118713999987934,8.6089729389749,0.9659155565800254,0.2599426115771431,0.03767203629105711,0.1292216936766311,0.032764434814453125,0.3153580705288056,3.688341785128226,0.534960336723761,0.04246918070264354,0.47750960411451004,-0.05637377779748242,1.0210790337490865,0.9518776975310751,0.21352815427513142,0.494328570551803,0.9010229578396561,0.09897704216034386,0.4349392769636999,0.6880633349931186,0.025342333831323456,0.008614825686614033,0.0013154570148856152,2.0402467492536296,0.13336050713693415,0.993228961228408,4.25401012632054,0.1267098843186117,0.6147141649468315,7,train,0.29482622797299946,8,0.423645287894998,0.13236702118327415,0.8129633970536221,0.21971707026077764,0.9766248571825301,0.9636932808863327,0.6242198882498886,0.5651072898163184,1.7471273183428673,8.641579330078457,0.8487945534151795,0.5350615846678094,0.038766111878923974,0.47827486977130296,0.13684372506232345,0.28745189798599546,0.32658416295587156,0.9046562328838926,0.4822829295403334,0.6147141649468315,0.1443505048750699
0.22520228236364448,0.02265529328453054,12.006963236533592,0.6883953648554562,0.7559218834149599,3.4835628942473553,0.19703292539421552,0.17445902090150503,0.5409520202548354,0.17320849260603827,0.9605261565262733,0.2952419259544557,0.36120124522839353,0.14509931025396752,0.12133434307023652,0.38759466080680105,11.89461539073078,0.9503763838052627,0.319673761572577,0.26185921578384624,0.10801429274312233,0.038105010986328125,0.25221148383761016,2.692589406141212,0.29288216252778837,0.029115397256629795,3.312322361888188,-0.156557290442765,1.0446141196810128,1.8006887982414257,0.17818317607820913,0.23326228726534315,0.9114082183944442,0.08859178160555581,0.41358654779813697,0.7047770434596312,0.025083409039433843,0.005373971487469988,0.0015622296269557812,2.932364128688724,0.1349236114934155,0.9966067377237993,5.419815116705798,0.10015028205765546,0.36120124522839353,8,train,0.232887755426541,9,0.3695266223042891,0.1017196891287803,0.8671226037761922,0.15077907246852762,0.989685581797345,0.9923755510336442,0.5774840054993488,0.6563100483512797,1.150698289967968,9.89186225899532,0.8772250307420808,0.4923986305165092,0.920816390442639,0.3962539832868185,0.15289398214270444,0.45448008395419714,0.23326228726534315,0.6805620813243993,0.744073707016391,1.660926380252788,0.16088406809899103
0.1751657031314415,0.0163159622934006,10.682749279943433,0.7459713672368985,0.7229540805094621,1.5776523229933488,0.16293236252752796,0.18527324333612852,0.6431426594894748,0.7527728193027354,0.8793655271398426,0.5099886062177412,4.646887130429641,0.14697234852004248,0.1467620077045758,0.47575784972196417,12.760210145618796,0.9100242219555794,0.4477284724267838,1.4088429852877242,0.11128571265599838,0.04486083984375,0.2223853423427385,2.1132344713459226,0.23137026201986796,0.01986919861548824,7.555873308232505,-0.10969260684656812,1.0296184013125311,3.3484687477767143,0.14667772412859129,0.7527728193027354,0.8647331090278577,0.13526689097214228,0.5154244851258212,0.7438644980291004,0.02079374730634421,0.0037579589915574365,0.0014658749298562838,4.0470824491474495,-0.0004979077965147365,1.0343165599767004,8.302478787335536,0.08351610125851665,1.4088429852877242,9,train,0.19666919424131785,10,0.3252495160594049,0.0728895425624498,0.9927075903586895,0.1057190690849394,0.9983690836153176,0.9825262226079139,0.520907998205014,0.6062489458079564,0.7147472864210093,25.88484497272672,0.8545441768070181,0.5215136925437506,5.723409627356369,0.3082064046811269,0.0882193133761885,0.1667540132505784,0.6425714188710756,0.7706970931673951,0.6864270876305166,0.5789354496887779,0.09285490195372503
