accumulation_count,clipping_triggered,decoded_press_minimum,decoded_rho_minimum,diagnostic_h1_mode,epoch,input_norm,learning_rate,loss.disabled_components,loss.metadata.channel_weights,loss.metadata.enabled_priors,loss.metadata.reduction,loss.metadata.schema_version,loss.metadata.space,loss.model_bound_clamp_fraction.combined,loss.model_bound_clamp_fraction.press,loss.model_bound_clamp_fraction.rho,loss.model_inverse_clamp_fraction_by_channel.Bcc1,loss.model_inverse_clamp_fraction_by_channel.Bcc2,loss.model_inverse_clamp_fraction_by_channel.Bcc3,loss.model_inverse_clamp_fraction_by_channel.press,loss.model_inverse_clamp_fraction_by_channel.rho,loss.model_inverse_clamp_fraction_by_channel.vel1,loss.model_inverse_clamp_fraction_by_channel.vel2,loss.model_inverse_clamp_fraction_by_channel.vel3,loss.normalized_per_channel_squared_error.Bcc1,loss.normalized_per_channel_squared_error.Bcc2,loss.normalized_per_channel_squared_error.Bcc3,loss.normalized_per_channel_squared_error.press,loss.normalized_per_channel_squared_error.rho,loss.normalized_per_channel_squared_error.vel1,loss.normalized_per_channel_squared_error.vel2,loss.normalized_per_channel_squared_error.vel3,loss.target_bound_clamp_fraction.combined,loss.target_bound_clamp_fraction.press,loss.target_bound_clamp_fraction.rho,loss.target_inverse_clamp_fraction_by_channel.Bcc1,loss.target_inverse_clamp_fraction_by_channel.Bcc2,loss.target_inverse_clamp_fraction_by_channel.Bcc3,loss.target_inverse_clamp_fraction_by_channel.press,loss.target_inverse_clamp_fraction_by_channel.rho,loss.target_inverse_clamp_fraction_by_channel.vel1,loss.target_inverse_clamp_fraction_by_channel.vel2,loss.target_inverse_clamp_fraction_by_channel.vel3,loss.total,loss_finite,microbatch,mode,nonfinite,nonfinite_count,optimizer_seconds,optimizer_update,pair_index,parameter_update_norm,prediction_norm,source_snapshot,target_norm,target_snapshot,total_gradient_norm_clipped,total_gradient_norm_unclipped,total_loss
4,False,8.397221972700208e-05,0.0006245411350391805,,0,3159.412841796875,0.0005,"[""h1"", ""roi"", ""bounds_training_penalty"", ""radial_envelope"", ""dissipation""]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],spatial_mean_per_channel_then_channel_sum_then_batch_mean,paper-plain-l2-v1,canonical_normalized_state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5433809161186218,4.989375114440918,10.868072509765625,0.899192750453949,1.129249095916748,0.8078603744506836,6.905636787414551,11.28808879852295,0.0003662109375,0.000244140625,0.00048828125,0.0,0.0,0.212890625,0.0,0.0,0.0,0.0341796875,0.201904296875,37.43085479736328,True,0,plain,False,0,0.0,False,42,,106.64690399169922,53,3128.644287109375,54,1.4075334072113037,1.4075334072113037,37.43085479736328
4,False,8.279651956399903e-05,0.000612316420301795,,0,3260.31982421875,0.0005,"[""h1"", ""roi"", ""bounds_training_penalty"", ""radial_envelope"", ""dissipation""]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],spatial_mean_per_channel_then_channel_sum_then_batch_mean,paper-plain-l2-v1,canonical_normalized_state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5694196224212646,5.577913761138916,11.800849914550781,0.9026710987091064,1.1542322635650635,0.8708715438842773,6.9635162353515625,12.038436889648438,0.00048828125,0.00048828125,0.00048828125,0.0,0.0,0.229248046875,0.0,0.0,0.0,0.033447265625,0.216064453125,39.87791442871094,True,1,plain,False,0,0.0,False,48,,107.15950012207031,59,3228.75830078125,60,2.9008748531341553,2.9008748531341553,39.87791442871094
4,False,8.203650213545188e-05,0.0006043586763553321,,0,3339.499755859375,0.0005,"[""h1"", ""roi"", ""bounds_training_penalty"", ""radial_envelope"", ""dissipation""]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],spatial_mean_per_channel_then_channel_sum_then_batch_mean,paper-plain-l2-v1,canonical_normalized_state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6184287071228027,6.678653240203857,12.451068878173828,0.9001575708389282,1.1908190250396729,0.9552512764930725,6.813600540161133,12.335369110107422,0.000244140625,0.00048828125,0.0,0.0,0.0,0.246337890625,0.0,0.0,0.0,0.032470703125,0.2373046875,41.9433479309082,True,2,plain,False,0,0.0,False,55,,107.97924041748047,66,3310.114990234375,67,4.469851493835449,4.469851493835449,41.9433479309082
4,True,8.309605618705973e-05,0.0005898670060560107,,0,3264.41162109375,0.0005,"[""h1"", ""roi"", ""bounds_training_penalty"", ""radial_envelope"", ""dissipation""]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],spatial_mean_per_channel_then_channel_sum_then_batch_mean,paper-plain-l2-v1,canonical_normalized_state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49664193391799927,4.32056999206543,11.935903549194336,0.7977122068405151,1.0417213439941406,1.0784059762954712,5.792177677154541,13.854715347290039,0.00048828125,0.00048828125,0.00048828125,0.0,0.0,0.228759765625,0.0,0.0,0.0,0.036376953125,0.234619140625,39.317848205566406,True,3,plain,False,0,0.1637506150000263,True,17,0.4128947854042053,107.38436889648438,28,3208.2216796875,29,0.9999998807907104,6.185623645782471,39.317848205566406
4,False,8.344475645571947e-05,0.0006468521896749735,,0,2802.3642578125,0.0005,"[""h1"", ""roi"", ""bounds_training_penalty"", ""radial_envelope"", ""dissipation""]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],spatial_mean_per_channel_then_channel_sum_then_batch_mean,paper-plain-l2-v1,canonical_normalized_state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36670243740081787,1.4314463138580322,8.634622573852539,0.9323742389678955,1.0383931398391724,0.8504341840744019,4.8357768058776855,8.846142768859863,0.0020751953125,0.004150390625,0.0,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,26.935894012451172,True,4,plain,False,0,0.0,False,2,,101.44784545898438,13,2659.60546875,14,1.1499693393707275,1.1499693393707275,26.935894012451172
4,False,8.268505189334974e-05,0.0006358599639497697,,0,3136.81298828125,0.0005,"[""h1"", ""roi"", ""bounds_training_penalty"", ""radial_envelope"", ""dissipation""]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],spatial_mean_per_channel_then_channel_sum_then_batch_mean,paper-plain-l2-v1,canonical_normalized_state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49594295024871826,4.080501079559326,10.4644775390625,0.8787968754768372,1.0963287353515625,0.824667751789093,7.447669982910156,11.479223251342773,0.0003662109375,0.000244140625,0.00048828125,0.0,0.0,0.2021484375,0.0,0.0,0.0,0.03564453125,0.189208984375,36.767608642578125,True,5,plain,False,0,0.0,False,32,,102.42477416992188,43,3105.732421875,44,2.547107696533203,2.547107696533203,36.767608642578125
4,False,8.207704377127811e-05,0.0005912329070270061,,0,3568.494140625,0.0005,"[""h1"", ""roi"", ""bounds_training_penalty"", ""radial_envelope"", ""dissipation""]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],spatial_mean_per_channel_then_channel_sum_then_batch_mean,paper-plain-l2-v1,canonical_normalized_state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8291440010070801,10.649575233459473,14.136210441589355,0.8917081356048584,1.3415355682373047,1.4006706476211548,6.604755401611328,12.451168060302734,0.000732421875,0.00146484375,0.0,0.0,0.000244140625,0.309814453125,0.0,0.0,0.0,0.042236328125,0.28857421875,48.30476760864258,True,6,plain,False,0,0.0,False,70,,106.67691802978516,81,3553.146728515625,82,4.160414218902588,4.160414218902588,48.30476760864258
4,True,8.114078809740022e-05,0.0005825294065289199,,0,3706.78125,0.0005,"[""h1"", ""roi"", ""bounds_training_penalty"", ""radial_envelope"", ""dissipation""]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],spatial_mean_per_channel_then_channel_sum_then_batch_mean,paper-plain-l2-v1,canonical_normalized_state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0053054094314575,12.37232780456543,16.349517822265625,0.9182852506637573,1.4917893409729004,1.6028378009796143,6.8275837898254395,12.074673652648926,0.0025634765625,0.00244140625,0.002685546875,0.0,0.0048828125,0.325927734375,0.0,0.0,0.0,0.059814453125,0.275390625,52.6423225402832,True,7,plain,False,0,0.005475029999843173,True,75,0.4063589870929718,108.2470932006836,86,3708.244384765625,87,0.9999998211860657,6.066068649291992,52.6423225402832
4,False,7.978385110618547e-05,0.0006558012682944536,,0,3092.638671875,0.0005,"[""h1"", ""roi"", ""bounds_training_penalty"", ""radial_envelope"", ""dissipation""]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],spatial_mean_per_channel_then_channel_sum_then_batch_mean,paper-plain-l2-v1,canonical_normalized_state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49063125252723694,3.428708076477051,11.8174409866333,0.8304397463798523,1.021354079246521,1.1403855085372925,5.711078643798828,12.20037841796875,0.0025634765625,0.004638671875,0.00048828125,0.0,0.0,0.254150390625,0.0,0.0,0.0,0.03515625,0.240478515625,36.64041519165039,True,8,plain,False,0,0.0,False,11,,99.06461334228516,22,3106.510009765625,23,1.587296485900879,1.587296485900879,36.64041519165039
4,False,8.134059316944331e-05,0.0005997150437906384,,0,3614.576904296875,0.0005,"[""h1"", ""roi"", ""bounds_training_penalty"", ""radial_envelope"", ""dissipation""]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],spatial_mean_per_channel_then_channel_sum_then_batch_mean,paper-plain-l2-v1,canonical_normalized_state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867933750152588,11.332952499389648,14.76225471496582,0.8957157135009766,1.3821388483047485,1.4817233085632324,6.679712295532227,12.258197784423828,0.0009765625,0.001708984375,0.000244140625,0.0,0.00341796875,0.307861328125,0.0,0.0,0.0,0.04638671875,0.2861671447753906,49.67948913574219,True,9,plain,False,0,0.0,False,72,,103.96450805664062,83,3606.542724609375,84,3.225529432296753,3.225529432296753,49.67948913574219
