mode,status,total_loss,base,selected_h1_raw,selected_h1_weighted,current_upstream_h1,h1_base_value_ratio,h1_base_parameter_gradient_ratio,clip_scale,forward_seconds,loss_seconds,backward_seconds,peak_allocated_bytes,peak_reserved_bytes,finite
unit_index,passed,32.94003677368164,32.783912658691406,2.701209306716919,0.13506047427654266,11064.154296875,0.0041197179816663265,0.002173147164285183,0.22248950600624084,0.22814907000019957,0.13276108200034287,0.012651388999984192,813990400,1019215872,True
