mode,status,total_loss,base,selected_h1_raw,selected_h1_weighted,current_upstream_h1,h1_base_value_ratio,h1_base_parameter_gradient_ratio,clip_scale,forward_seconds,loss_seconds,backward_seconds,peak_allocated_bytes,peak_reserved_bytes,finite
stored_coordinate_volume_proxy,passed,35.75601577758789,32.783912658691406,59.02075958251953,2.951038122177124,11064.154296875,0.09001482278108597,0.03698097914457321,0.22237595915794373,0.364942907999648,0.26426921900019806,0.026488645000426914,814056960,1021313024,True
