category,full,plain,no_h1,unit_index,best
center_morphology,0.9119621486628058,0.9049791654366428,0.9386367187023754,0.9387497588982585,plain
polar_morphology,0.8802570104032287,0.8357414829282004,0.8560550661111461,0.8599563203375886,plain
magnetic_texture,2.4127430854009355,0.8998306688545118,0.8520203557215574,0.8600571838609211,no_h1
radial_statistics,6.5637290469782394,4.845088301756967,5.06847850245932,5.263588684682562,plain
outer_shell_statistics,7.186381711015022,1.2060037834290263,1.8582033270278033,1.7157964717892005,plain
model_only_saturation,0.01852595806121826,0.010710477828979492,0.017721176147460938,0.01844644546508789,plain
step50_100_artifacts,5,3,4,4,plain
