mode,status,total_loss,base,selected_h1_raw,selected_h1_weighted,current_upstream_h1,h1_base_value_ratio,h1_base_parameter_gradient_ratio,clip_scale,forward_seconds,loss_seconds,backward_seconds,peak_allocated_bytes,peak_reserved_bytes,finite
no_h1,passed,32.80497741699219,32.783912658691406,-0.0,-0.0,11064.154296875,-0.0,0.0,0.22267672419548035,0.376056687000073,0.12902677500005666,0.010525724000217451,770999296,977272832,True
