category,full,plain,no_h1,unit_index,stored_coordinate,persistence,canonical_oracle
center_morphology,0.9119621486628058,0.9049791654366428,0.9386367187023754,0.9387497588982585,0.9137454762142807,0.8216484321137761,0.0
polar_morphology,0.8802570104032287,0.8357414829282004,0.8560550661111461,0.8599563203375886,0.8368519743323484,0.5940296083910317,0.0
magnetic_texture,2.4127430854009355,0.8998306688545118,0.8520203557215574,0.8600571838609211,0.9759459900953986,0.5795381347227849,0.0
model_only_saturation,0.01852595806121826,0.010710477828979492,0.017721176147460938,0.01844644546508789,0.018019914627075195,0.0,0.0
