accumulation_count,base_fidelity_raw,base_fidelity_weighted,base_gradient_norm,clipping_triggered,current_to_selected_h1_raw_ratio,diagnostic_current_upstream_h1_raw,diagnostic_h1_mode,epoch,h1_gradient_norm,h1_to_base_gradient_ratio_at_optimizer_step,h1_to_base_value_ratio,learning_rate,loss.components.base_fidelity_raw,loss.components.base_fidelity_weighted,loss.components.bounds_press_raw,loss.components.bounds_rho_raw,loss.components.bounds_weighted,loss.components.dissipation_raw,loss.components.dissipation_weighted,loss.components.envelope_press_raw,loss.components.envelope_rho_raw,loss.components.envelope_weighted,loss.components.h1_raw,loss.components.h1_weighted,loss.components.roi_ramp,loss.components.roi_raw,loss.components.roi_weighted,loss.components.total,loss.diagnostics.base_channel_raw.Bcc1,loss.diagnostics.base_channel_raw.Bcc2,loss.diagnostics.base_channel_raw.Bcc3,loss.diagnostics.base_channel_raw.press,loss.diagnostics.base_channel_raw.rho,loss.diagnostics.base_channel_raw.vel1,loss.diagnostics.base_channel_raw.vel2,loss.diagnostics.base_channel_raw.vel3,loss.diagnostics.bounds_violation_fraction.press_above,loss.diagnostics.bounds_violation_fraction.press_below,loss.diagnostics.bounds_violation_fraction.rho_above,loss.diagnostics.bounds_violation_fraction.rho_below,loss.diagnostics.canonical_raw_roi_jaccard,loss.diagnostics.diagnostic_current_upstream_h1_raw,loss.diagnostics.dissipation_gate_max,loss.diagnostics.dissipation_gate_mean,loss.diagnostics.dissipation_gate_min,loss.diagnostics.envelope_violation_fraction.press,loss.diagnostics.envelope_violation_fraction.rho,loss.diagnostics.fraction_above_Rin,loss.diagnostics.fraction_above_Rout,loss.diagnostics.input_norm_mean,loss.diagnostics.model_bound_clamp_fraction.combined,loss.diagnostics.model_bound_clamp_fraction.press,loss.diagnostics.model_bound_clamp_fraction.rho,loss.diagnostics.model_clamp_fraction_by_channel.Bcc1,loss.diagnostics.model_clamp_fraction_by_channel.Bcc2,loss.diagnostics.model_clamp_fraction_by_channel.Bcc3,loss.diagnostics.model_clamp_fraction_by_channel.press,loss.diagnostics.model_clamp_fraction_by_channel.rho,loss.diagnostics.model_clamp_fraction_by_channel.vel1,loss.diagnostics.model_clamp_fraction_by_channel.vel2,loss.diagnostics.model_clamp_fraction_by_channel.vel3,loss.diagnostics.prediction_norm_mean,loss.diagnostics.roi_clamp_overlap,loss.diagnostics.roi_voxel_fraction,loss.diagnostics.selected_h1_metadata.boundary,loss.diagnostics.selected_h1_metadata.diagnostic_proxy_only,loss.diagnostics.selected_h1_metadata.enabled,loss.diagnostics.selected_h1_metadata.extension_reason,loss.diagnostics.selected_h1_metadata.includes_l2,loss.diagnostics.selected_h1_metadata.mode,loss.diagnostics.selected_h1_metadata.paper_reference_weight,loss.diagnostics.selected_h1_metadata.reduction,loss.diagnostics.selected_h1_metadata.shell_attribution,loss.diagnostics.selected_h1_metadata.spacings,loss.diagnostics.selected_h1_metadata.squared,loss.diagnostics.selected_h1_metadata.stencil,loss.diagnostics.selected_h1_metadata.tensor_axes,loss.diagnostics.selected_h1_per_channel,loss.diagnostics.selected_h1_per_direction.phi,loss.diagnostics.selected_h1_per_direction.r,loss.diagnostics.selected_h1_per_direction.theta,loss.diagnostics.selected_h1_per_shell,loss.diagnostics.target_bound_clamp_fraction.combined,loss.diagnostics.target_bound_clamp_fraction.press,loss.diagnostics.target_bound_clamp_fraction.rho,loss.diagnostics.target_clamp_fraction_by_channel.Bcc1,loss.diagnostics.target_clamp_fraction_by_channel.Bcc2,loss.diagnostics.target_clamp_fraction_by_channel.Bcc3,loss.diagnostics.target_clamp_fraction_by_channel.press,loss.diagnostics.target_clamp_fraction_by_channel.rho,loss.diagnostics.target_clamp_fraction_by_channel.vel1,loss.diagnostics.target_clamp_fraction_by_channel.vel2,loss.diagnostics.target_clamp_fraction_by_channel.vel3,loss.metadata.bounds_weights.press_high,loss.metadata.bounds_weights.press_low,loss.metadata.bounds_weights.rho_high,loss.metadata.bounds_weights.rho_low,loss.metadata.component_weights.Bcc1,loss.metadata.component_weights.Bcc2,loss.metadata.component_weights.Bcc3,loss.metadata.component_weights.press,loss.metadata.component_weights.rho,loss.metadata.component_weights.vel1,loss.metadata.component_weights.vel2,loss.metadata.component_weights.vel3,loss.metadata.diagnostic_h1.current_upstream_h1_logged_detached,loss.metadata.diagnostic_h1.mode,loss.metadata.diagnostic_h1.paper_reference_weight,loss.metadata.dissipation_alpha,loss.metadata.envelope_delta.press,loss.metadata.envelope_delta.rho,loss.metadata.envelope_weights.press,loss.metadata.envelope_weights.rho,loss.metadata.extension_reason,loss.metadata.forbidden_extensions,loss.metadata.gamma,loss.metadata.h1.computational_grid_H1_adaptation,loss.metadata.h1.spherical_metric_H1,loss.metadata.h1.upstream_absolute_squared_minus_l2,loss.metadata.h1_weight,loss.metadata.inverse_clamp_fraction,loss.metadata.paper_faithful_full,loss.metadata.protocol_name,loss.metadata.radial_mode,loss.metadata.reproduction_level,loss.metadata.roi_kappa,loss.metadata.roi_ramp_epochs,loss.metadata.schema_version,loss.metadata.space,loss_finite,microbatch,mode,nonfinite,optimizer_seconds,optimizer_update,other_prior_weighted,pair_index,parameter_update_norm,roi_ramp,selected_h1_gradient_norm,selected_h1_raw,selected_h1_weighted,source_snapshot,target_snapshot,total_gradient_norm_clipped,total_gradient_norm_unclipped,total_loss
4,37.207237243652344,40.50857925415039,5.404802322387695,False,4096.0,13497.337890625,unit_index,0,0.013807806186378002,,0.004067346453666687,0.0005,37.207237243652344,40.50857925415039,0.0,0.0,0.0,0.0,0.0,0.054122041910886765,0.3749932050704956,0.021455761045217514,3.295248508453369,0.16476242244243622,0.0,0.9972860217094421,0.0,40.694793701171875,0.5453276038169861,5.020033836364746,10.94135570526123,0.8586407899856567,1.1144498586654663,0.8232933282852173,6.947556495666504,10.95657730102539,0.0,0.0,0.0,0.0,0.7301016367476241,13497.337890625,1.0,1.0,1.0,0.609619140625,0.734375,0.0,0.0,3117.650634765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.83094787597656,0.5483415722846985,0.20000076293945312,periodic_wrap_all_three_axes,True,True,spherical_grid_H1_adaptation_diagnosis,False,unit_index,0.05,uniform_voxel_mean,derivative_density_assigned_to_evaluation_cell,"[1.0, 1.0, 1.0]",True,second_order_centered,"[""phi"", ""theta"", ""r""]","[0.04134676605463028, 0.4288596212863922, 1.0947682857513428, 0.051793426275253296, 0.05672106519341469, 0.11063443869352341, 0.9863378405570984, 0.5247870683670044]",3.628418454582061e-09,2.02219295501709,1.2730557918548584,"[1.4838271141052246, 0.4489333927631378, 0.5047230124473572, 0.09827139973640442, 0.059113454073667526, 0.03836316615343094, 0.021755503490567207, 0.6402615308761597]",0.0003662109375,0.000244140625,0.00048828125,0.0,0.0,0.212890625,0.0,0.0,0.0,0.0341796875,0.201904296875,0.0,0.05,0.0,0.05,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,True,unit_index,0.05,0.0005,1.5,1.5,0.05,0.05,isolate_unit_cube_spacing_amplification,"[""bounded_residual"", ""hybrid_target"", ""rollout_aware_loss"", ""range_loss"", ""fold_b"", ""recency_weighting"", ""physical_evaluation_error""]",6.0,True,False,True,0.05,0.99,False,paper_reduced100_press_spherical_ks,appendix_literal_press_proxy,diagnostic_extension,8.0,375,paper-h1-diagnostic-extension-loss-v1,canonical_normalized_state,True,0,full,False,0.0,False,0.021455761045217514,42,,0.0,0.013807806186378002,3.295248508453369,0.16476242244243622,53,54,1.3543812036514282,1.3543812036514282,40.694793701171875
4,39.65619659423828,43.27057647705078,5.823631763458252,False,4096.0,14411.65234375,unit_index,0,0.01456704456359148,,0.00406566122546792,0.0005,39.65619659423828,43.27057647705078,0.0,0.0,0.0,0.0,0.0,0.053955983370542526,0.37602585554122925,0.021499091759324074,3.51846981048584,0.17592349648475647,0.0,0.9972884654998779,0.0,43.46799850463867,0.5706486701965332,5.61582088470459,11.885406494140625,0.8642270565032959,1.1302263736724854,0.8925399780273438,7.009232521057129,11.688096046447754,0.0,0.0,0.0,0.0,0.704176824313343,14411.65234375,1.0,1.0,1.0,0.6103515625,0.734375,0.0,0.0,3219.86669921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.30467224121094,0.5849625468254089,0.20000076293945312,periodic_wrap_all_three_axes,True,True,spherical_grid_H1_adaptation_diagnosis,False,unit_index,0.05,uniform_voxel_mean,derivative_density_assigned_to_evaluation_cell,"[1.0, 1.0, 1.0]",True,second_order_centered,"[""phi"", ""theta"", ""r""]","[0.04251188039779663, 0.4551656246185303, 1.2450318336486816, 0.05261901021003723, 0.05797072499990463, 0.11447134613990784, 0.9741382002830505, 0.5765612125396729]",3.5790375108035732e-09,2.1162078380584717,1.4022620916366577,"[1.5375233888626099, 0.4693283438682556, 0.5561519265174866, 0.1500818133354187, 0.09573139250278473, 0.04430721327662468, 0.020568925887346268, 0.6447769999504089]",0.00048828125,0.00048828125,0.00048828125,0.0,0.0,0.229248046875,0.0,0.0,0.0,0.033447265625,0.216064453125,0.0,0.05,0.0,0.05,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,True,unit_index,0.05,0.0005,1.5,1.5,0.05,0.05,isolate_unit_cube_spacing_amplification,"[""bounded_residual"", ""hybrid_target"", ""rollout_aware_loss"", ""range_loss"", ""fold_b"", ""recency_weighting"", ""physical_evaluation_error""]",6.0,True,False,True,0.05,0.99,False,paper_reduced100_press_spherical_ks,appendix_literal_press_proxy,diagnostic_extension,8.0,375,paper-h1-diagnostic-extension-loss-v1,canonical_normalized_state,True,1,full,False,0.0,False,0.021499091759324074,48,,0.0,0.01456704456359148,3.51846981048584,0.17592349648475647,59,60,2.812844753265381,2.812844753265381,43.46799850463867
4,41.716033935546875,45.69306182861328,6.1682209968566895,False,4096.0,15612.77734375,unit_index,0,0.014596685767173767,,0.004170997533947229,0.0005,41.716033935546875,45.69306182861328,0.0,0.0,0.0,0.0,0.0,0.05379810556769371,0.37637805938720703,0.02150880917906761,3.811713218688965,0.190585657954216,0.0,0.9971455931663513,0.0,45.905155181884766,0.6192433834075928,6.729427337646484,12.536466598510742,0.8669884204864502,1.1544771194458008,0.9803250432014465,6.85618782043457,11.972915649414062,0.0,0.0,0.0,0.0,0.6697931429845375,15612.77734375,1.0,1.0,1.0,0.610595703125,0.734375,0.0,0.0,3300.017333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.83628845214844,0.6054664254188538,0.20000076293945312,periodic_wrap_all_three_axes,True,True,spherical_grid_H1_adaptation_diagnosis,False,unit_index,0.05,uniform_voxel_mean,derivative_density_assigned_to_evaluation_cell,"[1.0, 1.0, 1.0]",True,second_order_centered,"[""phi"", ""theta"", ""r""]","[0.04552925005555153, 0.4954633116722107, 1.4320294857025146, 0.05409115552902222, 0.05934423208236694, 0.12168985605239868, 0.9762591123580933, 0.627307116985321]",3.96035293448449e-09,2.2345499992370605,1.5771634578704834,"[1.5813039541244507, 0.5145306587219238, 0.6215522289276123, 0.21465881168842316, 0.14779487252235413, 0.0616917721927166, 0.022799629718065262, 0.6473815441131592]",0.000244140625,0.00048828125,0.0,0.0,0.0,0.246337890625,0.0,0.0,0.0,0.032470703125,0.2373046875,0.0,0.05,0.0,0.05,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,True,unit_index,0.05,0.0005,1.5,1.5,0.05,0.05,isolate_unit_cube_spacing_amplification,"[""bounded_residual"", ""hybrid_target"", ""rollout_aware_loss"", ""range_loss"", ""fold_b"", ""recency_weighting"", ""physical_evaluation_error""]",6.0,True,False,True,0.05,0.99,False,paper_reduced100_press_spherical_ks,appendix_literal_press_proxy,diagnostic_extension,8.0,375,paper-h1-diagnostic-extension-loss-v1,canonical_normalized_state,True,2,full,False,0.0,False,0.02150880917906761,55,,0.0,0.014596685767173767,3.811713218688965,0.190585657954216,66,67,4.351520538330078,4.351520538330078,45.905155181884766
4,39.01818084716797,42.388275146484375,6.424073696136475,True,4096.000267712873,14941.3818359375,unit_index,0,0.013000627048313618,0.0023662864128291034,0.00430283835157752,0.0005,39.01818084716797,42.388275146484375,0.0,0.0,0.0,0.0,0.0,0.05353190377354622,0.37638726830482483,0.021495958790183067,3.6477980613708496,0.18238990008831024,0.0,0.9983036518096924,0.0,42.592159271240234,0.49837592244148254,4.347815990447998,12.004266738891602,0.7704463005065918,1.0293262004852295,1.13107430934906,5.830718994140625,13.406157493591309,0.0,0.0,0.0,0.0,0.7444642233276215,14941.3818359375,1.0,1.0,1.0,0.609375,0.734375,0.0,0.0,3224.010009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.37460327148438,0.5627419948577881,0.20000076293945312,periodic_wrap_all_three_axes,True,True,spherical_grid_H1_adaptation_diagnosis,False,unit_index,0.05,uniform_voxel_mean,derivative_density_assigned_to_evaluation_cell,"[1.0, 1.0, 1.0]",True,second_order_centered,"[""phi"", ""theta"", ""r""]","[0.03861752897500992, 0.45153456926345825, 1.2252068519592285, 0.053538091480731964, 0.05757784843444824, 0.14492067694664001, 1.124621033668518, 0.5517815947532654]",3.934694792206983e-09,2.175172805786133,1.4726252555847168,"[1.572361707687378, 0.49589964747428894, 0.5874621272087097, 0.17295967042446136, 0.08321703970432281, 0.04118410870432854, 0.027259882539510727, 0.6674540042877197]",0.00048828125,0.00048828125,0.00048828125,0.0,0.0,0.228759765625,0.0,0.0,0.0,0.036376953125,0.234619140625,0.0,0.05,0.0,0.05,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,True,unit_index,0.05,0.0005,1.5,1.5,0.05,0.05,isolate_unit_cube_spacing_amplification,"[""bounded_residual"", ""hybrid_target"", ""rollout_aware_loss"", ""range_loss"", ""fold_b"", ""recency_weighting"", ""physical_evaluation_error""]",6.0,True,False,True,0.05,0.99,False,paper_reduced100_press_spherical_ks,appendix_literal_press_proxy,diagnostic_extension,8.0,375,paper-h1-diagnostic-extension-loss-v1,canonical_normalized_state,True,3,full,False,0.1860113780003303,True,0.021495958790183067,17,0.4047865867614746,0.0,0.013000627048313618,3.6477980613708496,0.18238990008831024,28,29,0.9999997615814209,5.9132795333862305,42.592159271240234
4,26.622268676757812,28.705175399780273,4.020041465759277,False,4095.999640817575,11136.4013671875,unit_index,0,0.009264474734663963,,0.004735815338790417,0.0005,26.622268676757812,28.705175399780273,0.0,0.0,0.0,0.0,0.0,0.05403044447302818,0.36577099561691284,0.020990073680877686,2.71884822845459,0.13594241440296173,0.0,0.9971607327461243,0.0,28.86210823059082,0.370612770318985,1.418173909187317,8.625737190246582,0.9021989107131958,1.0564935207366943,0.7977628111839294,4.851213455200195,8.600075721740723,0.0,0.0,0.0,0.0,0.7613424487259167,11136.4013671875,1.0,1.0,1.0,0.610107421875,0.734375,0.0,0.0,2755.1953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.2509307861328,0.33594003319740295,0.20000076293945312,periodic_wrap_all_three_axes,True,True,spherical_grid_H1_adaptation_diagnosis,False,unit_index,0.05,uniform_voxel_mean,derivative_density_assigned_to_evaluation_cell,"[1.0, 1.0, 1.0]",True,second_order_centered,"[""phi"", ""theta"", ""r""]","[0.03090031072497368, 0.2767413854598999, 0.8474526405334473, 0.06821104884147644, 0.08976758271455765, 0.1457979679107666, 0.8547896146774292, 0.4051874876022339]",3.9750230884649795e-10,1.7229946851730347,0.9958534836769104,"[1.2680432796478271, 0.38476985692977905, 0.13514968752861023, 0.11953762173652649, 0.04695240408182144, 0.05345514789223671, 0.1001831591129303, 0.6107569932937622]",0.0020751953125,0.004150390625,0.0,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,0.0,0.05,0.0,0.05,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,True,unit_index,0.05,0.0005,1.5,1.5,0.05,0.05,isolate_unit_cube_spacing_amplification,"[""bounded_residual"", ""hybrid_target"", ""rollout_aware_loss"", ""range_loss"", ""fold_b"", ""recency_weighting"", ""physical_evaluation_error""]",6.0,True,False,True,0.05,0.99,False,paper_reduced100_press_spherical_ks,appendix_literal_press_proxy,diagnostic_extension,8.0,375,paper-h1-diagnostic-extension-loss-v1,canonical_normalized_state,True,4,full,False,0.0,False,0.020990073680877686,2,,0.0,0.009264474734663963,2.71884822845459,0.13594241440296173,13,14,1.0061625242233276,1.0061625242233276,28.86210823059082
4,36.54735565185547,39.57550048828125,5.515429496765137,False,4096.0,13406.158203125,unit_index,0,0.014254184439778328,,0.004135118797421455,0.0005,36.54735565185547,39.57550048828125,0.0,0.0,0.0,0.0,0.0,0.05355095863342285,0.3716193437576294,0.021258516237139702,3.2729878425598145,0.16364939510822296,0.0,0.9959734678268433,0.0,39.76041030883789,0.49647021293640137,4.104409217834473,10.539823532104492,0.8381748199462891,1.0894438028335571,0.8434110283851624,7.496376991271973,11.13924789428711,0.0,0.0,0.0,0.0,0.759450979076128,13406.158203125,1.0,1.0,1.0,0.609375,0.734375,0.0,0.0,3094.745849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.55361938476562,0.520265519618988,0.20000076293945312,periodic_wrap_all_three_axes,True,True,spherical_grid_H1_adaptation_diagnosis,False,unit_index,0.05,uniform_voxel_mean,derivative_density_assigned_to_evaluation_cell,"[1.0, 1.0, 1.0]",True,second_order_centered,"[""phi"", ""theta"", ""r""]","[0.038545068353414536, 0.4100014269351959, 1.0295466184616089, 0.05200978368520737, 0.05551447346806526, 0.11554227769374847, 1.0842933654785156, 0.48753494024276733]",3.3347244965398204e-09,2.042234182357788,1.2307538986206055,"[1.4773184061050415, 0.46213966608047485, 0.4940253794193268, 0.07442192733287811, 0.04294564202427864, 0.044211529195308685, 0.028873097151517868, 0.6490523815155029]",0.0003662109375,0.000244140625,0.00048828125,0.0,0.0,0.2021484375,0.0,0.0,0.0,0.03564453125,0.189208984375,0.0,0.05,0.0,0.05,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,True,unit_index,0.05,0.0005,1.5,1.5,0.05,0.05,isolate_unit_cube_spacing_amplification,"[""bounded_residual"", ""hybrid_target"", ""rollout_aware_loss"", ""range_loss"", ""fold_b"", ""recency_weighting"", ""physical_evaluation_error""]",6.0,True,False,True,0.05,0.99,False,paper_reduced100_press_spherical_ks,appendix_literal_press_proxy,diagnostic_extension,8.0,375,paper-h1-diagnostic-extension-loss-v1,canonical_normalized_state,True,5,full,False,0.0,False,0.021258516237139702,32,,0.0,0.014254184439778328,3.2729878425598145,0.16364939510822296,43,44,2.2953872680664062,2.2953872680664062,39.76041030883789
4,48.102203369140625,53.26390838623047,7.41867208480835,False,4096.0,21319.2890625,unit_index,0,0.01641511358320713,,0.004885958041995764,0.0005,48.102203369140625,53.26390838623047,0.0,0.0,0.0,0.0,0.0,0.05281814932823181,0.3723905086517334,0.02126043289899826,5.204904556274414,0.2602452337741852,0.0,0.995417594909668,0.0,53.545413970947266,0.826531708240509,10.757184028625488,14.224766731262207,0.8837292194366455,1.2622039318084717,1.4384359121322632,6.636065483093262,12.07328987121582,0.0,0.0,0.0,0.0,0.6106972243129906,21319.2890625,1.0,1.0,1.0,0.610107421875,0.734375,0.0,0.0,3531.57275390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.48553466796875,0.6420873999595642,0.20000076293945312,periodic_wrap_all_three_axes,True,True,spherical_grid_H1_adaptation_diagnosis,False,unit_index,0.05,uniform_voxel_mean,derivative_density_assigned_to_evaluation_cell,"[1.0, 1.0, 1.0]",True,second_order_centered,"[""phi"", ""theta"", ""r""]","[0.061481621116399765, 0.7266615629196167, 2.3496711254119873, 0.061796803027391434, 0.06673997640609741, 0.15748943388462067, 1.007483959197998, 0.773580014705658]",4.860042324139613e-08,2.924144744873047,2.280759811401367,"[1.9024083614349365, 1.0266759395599365, 0.7558587789535522, 0.3331538438796997, 0.3125211298465729, 0.15472619235515594, 0.0482768751680851, 0.671283483505249]",0.000732421875,0.00146484375,0.0,0.0,0.000244140625,0.309814453125,0.0,0.0,0.0,0.042236328125,0.28857421875,0.0,0.05,0.0,0.05,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,True,unit_index,0.05,0.0005,1.5,1.5,0.05,0.05,isolate_unit_cube_spacing_amplification,"[""bounded_residual"", ""hybrid_target"", ""rollout_aware_loss"", ""range_loss"", ""fold_b"", ""recency_weighting"", ""physical_evaluation_error""]",6.0,True,False,True,0.05,0.99,False,paper_reduced100_press_spherical_ks,appendix_literal_press_proxy,diagnostic_extension,8.0,375,paper-h1-diagnostic-extension-loss-v1,canonical_normalized_state,True,6,full,False,0.0,False,0.02126043289899826,70,,0.0,0.01641511358320713,5.204904556274414,0.2602452337741852,81,82,3.8841776847839355,3.8841776847839355,53.545413970947266
4,52.43718719482422,58.4290657043457,8.313862800598145,True,4095.999364046749,25159.078125,unit_index,0,0.01717507652938366,0.0024074996964665325,0.005256248638033867,0.0005,52.43718719482422,58.4290657043457,0.0,0.0,0.0,0.0,0.0,0.052495986223220825,0.37283504009246826,0.021266551688313484,6.1423540115356445,0.3071177005767822,0.0,0.9951761364936829,0.0,58.757450103759766,0.9994763731956482,12.504672050476074,16.455245971679688,0.9314285516738892,1.3837064504623413,1.6351256370544434,6.84845495223999,11.6790771484375,0.0,0.0,0.0,0.0,0.6012521951591968,25159.078125,1.0,1.0,1.0,0.610107421875,0.734375,0.0,0.0,3671.2509765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.75978088378906,0.5639626979827881,0.20000076293945312,periodic_wrap_all_three_axes,True,True,spherical_grid_H1_adaptation_diagnosis,False,unit_index,0.05,uniform_voxel_mean,derivative_density_assigned_to_evaluation_cell,"[1.0, 1.0, 1.0]",True,second_order_centered,"[""phi"", ""theta"", ""r""]","[0.07722212374210358, 0.8899526596069336, 2.957315444946289, 0.06453817337751389, 0.07154998183250427, 0.17703375220298767, 1.10606849193573, 0.7986729145050049]",3.236660361949362e-08,3.4280619621276855,2.7142913341522217,"[2.3012170791625977, 1.3019523620605469, 0.7501332759857178, 0.5471130013465881, 0.30326348543167114, 0.18581174314022064, 0.06839817762374878, 0.6844645142555237]",0.0025634765625,0.00244140625,0.002685546875,0.0,0.0048828125,0.325927734375,0.0,0.0,0.0,0.059814453125,0.275390625,0.0,0.05,0.0,0.05,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,True,unit_index,0.05,0.0005,1.5,1.5,0.05,0.05,isolate_unit_cube_spacing_amplification,"[""bounded_residual"", ""hybrid_target"", ""rollout_aware_loss"", ""range_loss"", ""fold_b"", ""recency_weighting"", ""physical_evaluation_error""]",6.0,True,False,True,0.05,0.99,False,paper_reduced100_press_spherical_ks,appendix_literal_press_proxy,diagnostic_extension,8.0,375,paper-h1-diagnostic-extension-loss-v1,canonical_normalized_state,True,7,full,False,0.018719377999786957,True,0.021266551688313484,75,0.40277236700057983,0.0,0.01717507652938366,6.1423540115356445,0.3071177005767822,86,87,0.9999997615814209,5.795652389526367,58.757450103759766
4,36.40406799316406,39.56011199951172,5.764186859130859,False,4096.0,12823.4833984375,unit_index,0,0.011433095671236515,,0.003956932108849287,0.0005,36.40406799316406,39.56011199951172,0.0,0.0,0.0,0.0,0.0,0.05285095050930977,0.3656737804412842,0.020926237106323242,3.1307332515716553,0.15653666853904724,0.0,0.9967695474624634,0.0,39.73757553100586,0.4904181957244873,3.4286646842956543,11.861130714416504,0.8017259836196899,1.02610445022583,1.195094347000122,5.759606838226318,11.84132194519043,0.0,0.0,0.0,0.0,0.706312140985794,12823.4833984375,1.0,1.0,1.0,0.609375,0.734375,0.0,0.0,3049.96240234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.46214294433594,0.5568864345550537,0.20000076293945312,periodic_wrap_all_three_axes,True,True,spherical_grid_H1_adaptation_diagnosis,False,unit_index,0.05,uniform_voxel_mean,derivative_density_assigned_to_evaluation_cell,"[1.0, 1.0, 1.0]",True,second_order_centered,"[""phi"", ""theta"", ""r""]","[0.04018499702215195, 0.3799583315849304, 1.0330113172531128, 0.06048329174518585, 0.08154061436653137, 0.19239763915538788, 0.8879773616790771, 0.4551795423030853]",3.1866238536792935e-09,1.8276443481445312,1.303088665008545,"[1.3765041828155518, 0.4558352530002594, 0.3115140199661255, 0.15248151123523712, 0.043162181973457336, 0.028224240988492966, 0.03158029541373253, 0.7314315438270569]",0.0025634765625,0.004638671875,0.00048828125,0.0,0.0,0.254150390625,0.0,0.0,0.0,0.03515625,0.240478515625,0.0,0.05,0.0,0.05,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,True,unit_index,0.05,0.0005,1.5,1.5,0.05,0.05,isolate_unit_cube_spacing_amplification,"[""bounded_residual"", ""hybrid_target"", ""rollout_aware_loss"", ""range_loss"", ""fold_b"", ""recency_weighting"", ""physical_evaluation_error""]",6.0,True,False,True,0.05,0.99,False,paper_reduced100_press_spherical_ks,appendix_literal_press_proxy,diagnostic_extension,8.0,375,paper-h1-diagnostic-extension-loss-v1,canonical_normalized_state,True,8,full,False,0.0,False,0.020926237106323242,11,,0.0,0.011433095671236515,3.1307332515716553,0.15653666853904724,22,23,1.4428995847702026,1.4428995847702026,39.73757553100586
4,49.50830078125,54.947608947753906,7.671450614929199,False,4096.0,22596.80078125,unit_index,0,0.01662825047969818,,0.005020052194595337,0.0005,49.50830078125,54.947608947753906,0.0,0.0,0.0,0.0,0.0,0.05216924846172333,0.3682195842266083,0.02101944200694561,5.516797065734863,0.2758398652076721,0.0,0.9941955208778381,0.0,55.244468688964844,0.8819570541381836,11.460175514221191,14.854375839233398,0.8942588567733765,1.2952358722686768,1.5167573690414429,6.710873126983643,11.894669532775879,0.0,0.0,0.0,0.0,0.6138703769257999,22596.80078125,1.0,1.0,1.0,0.60986328125,0.734375,0.0,0.0,3578.131103515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.29629516601562,0.6215834617614746,0.20000076293945312,periodic_wrap_all_three_axes,True,True,spherical_grid_H1_adaptation_diagnosis,False,unit_index,0.05,uniform_voxel_mean,derivative_density_assigned_to_evaluation_cell,"[1.0, 1.0, 1.0]",True,second_order_centered,"[""phi"", ""theta"", ""r""]","[0.06638313084840775, 0.7880536913871765, 2.5535874366760254, 0.06307563185691833, 0.06829833984375, 0.16454081237316132, 1.026766061782837, 0.7860918641090393]",4.4133550147762435e-08,3.0953590869903564,2.4214377403259277,"[2.020883083343506, 1.138122320175171, 0.7597337365150452, 0.38444018363952637, 0.314181923866272, 0.16821150481700897, 0.055597200989723206, 0.6756268739700317]",0.0009765625,0.001708984375,0.000244140625,0.0,0.00341796875,0.307861328125,0.0,0.0,0.0,0.04638671875,0.2861671447753906,0.0,0.05,0.0,0.05,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,True,unit_index,0.05,0.0005,1.5,1.5,0.05,0.05,isolate_unit_cube_spacing_amplification,"[""bounded_residual"", ""hybrid_target"", ""rollout_aware_loss"", ""range_loss"", ""fold_b"", ""recency_weighting"", ""physical_evaluation_error""]",6.0,True,False,True,0.05,0.99,False,paper_reduced100_press_spherical_ks,appendix_literal_press_proxy,diagnostic_extension,8.0,375,paper-h1-diagnostic-extension-loss-v1,canonical_normalized_state,True,9,full,False,0.0,False,0.02101944200694561,72,,0.0,0.01662825047969818,5.516797065734863,0.2758398652076721,83,84,3.033240795135498,3.033240795135498,55.244468688964844
