artifact_count,artifact_flags,evaluation_clamp,finite,model_over_persistence_average,model_to_oracle_average,model_to_raw_average,normalized_average,normalized_global,oracle_floor_average,persistence_average,prediction_norm,press_minimum,rho_minimum,rho_press_positive,step
4,Bcc1:possible_high_frequency_ripple;Bcc3:possible_field_collapse;vel1:possible_stripe_anisotropy;vel2:possible_stripe_anisotropy,0.0050945281982421875,True,1.8320024927031802,0.6798140905662797,0.8586644905369603,0.42038963715883004,0.3585473878008417,0.4003378552452749,0.2294700137326403,3544.386474609375,1.8857895156543236e-07,5.279021479509538e-06,True,1
8,Bcc2:possible_stripe_anisotropy;Bcc3:possible_field_collapse;rho:possible_field_collapse;press:possible_field_collapse;press:possible_stripe_anisotropy;vel1:possible_stripe_anisotropy;vel2:possible_stripe_anisotropy;vel3:possible_stripe_anisotropy,0.00146484375,True,1.201118276988829,0.9064912522403656,0.9310677153055686,0.7748313218306278,0.8222536118146245,0.38306088363676666,0.6450916089405524,3122.720458984375,6.126158496044809e-07,1.0822697731782682e-05,True,3
9,Bcc1:possible_field_collapse;Bcc2:possible_stripe_anisotropy;Bcc3:possible_field_collapse;rho:possible_field_collapse;press:possible_field_collapse;press:possible_stripe_anisotropy;vel1:possible_stripe_anisotropy;vel2:possible_stripe_anisotropy;vel3:possible_stripe_anisotropy,0.00048828125,True,1.1842464958915602,0.9439561099696,0.9517658762844735,0.8446160500444373,0.8828627619647647,0.3924685541174242,0.7132096678982089,2915.439697265625,1.497040102549363e-06,1.992760917346459e-05,True,5
11,Bcc1:possible_field_collapse;Bcc1:possible_stripe_anisotropy;Bcc2:possible_stripe_anisotropy;Bcc3:possible_field_collapse;Bcc3:possible_stripe_anisotropy;rho:possible_field_collapse;press:possible_field_collapse;press:possible_stripe_anisotropy;vel1:possible_stripe_anisotropy;vel2:possible_stripe_anisotropy;vel3:possible_stripe_anisotropy,0.001220703125,True,1.3061223866734382,0.9873585863493318,0.9839597572309396,0.968689193942575,0.9708234851262916,0.39024927493140305,0.7416526994914532,2755.102294921875,1.6356322021238157e-06,5.284564394969493e-06,True,10
9,Bcc1:possible_field_collapse;Bcc1:possible_stripe_anisotropy;Bcc3:possible_field_collapse;rho:possible_field_collapse;press:possible_field_collapse;vel1:possible_stripe_anisotropy;vel2:possible_stripe_anisotropy;vel3:possible_field_collapse;vel3:possible_stripe_anisotropy,0.0001239776611328125,True,1.3114135508142049,0.9933220480980881,0.9868748436465321,1.0366210856023867,1.0104725671424928,0.3906404871867953,0.7904608618378159,2712.5625,1.1425313459767494e-06,1.0395705430710223e-05,True,19
