above_rin,above_rout,artifact_count,artifact_flags,evaluation_clamp,finite,ground_truth_available,prediction_norm,press_maximum,press_minimum,rho_maximum,rho_minimum,rho_press_positive,step
False,False,2,Bcc1:possible_high_frequency_ripple;Bcc3:possible_field_collapse,0.0,True,False,2788.5576171875,0.011251172050833702,1.2716690207525971e-06,1.1489964723587036,1.841787525336258e-05,True,25
False,False,1,Bcc3:possible_field_collapse,0.0004673004150390625,True,False,2756.3876953125,0.011120002716779709,5.66750486541423e-07,1.209276795387268,7.350181476795115e-06,True,50
False,False,2,Bcc3:possible_field_collapse;vel3:possible_field_collapse,0.000576019287109375,True,False,2578.35791015625,0.014735326170921326,6.061269459678442e-07,1.209276795387268,6.055085577827413e-06,True,75
False,False,2,Bcc3:possible_field_collapse;vel3:possible_field_collapse,8.20159912109375e-05,True,False,2685.56982421875,0.018926676362752914,1.0614860457280884e-06,1.209276795387268,8.506350241077598e-06,True,100
