absolute_residual_error_mean,absolute_residual_error_median,channel,model,pair_count,region,residual_cosine_mean,residual_cosine_median,residual_l2_mean,residual_l2_median,stage_ag_minus_stage_ad_absolute_residual_error_mean,stage_ag_minus_stage_ad_residual_cosine_mean,stage_ag_minus_stage_ad_residual_l2_mean,stage_ag_minus_stage_ad_state_l2_mean,state_l2_mean,state_l2_median
2.770296755965376,2.8767674863786583,ALL,Stage AD,42,equatorial,0.7757164147086462,0.7744129871961858,0.6712585935802621,0.6739689260160086,,,,,0.4944016154992091,0.5032777264059413
0.5640372920185858,0.5770006650749049,Bcc1,Stage AD,42,equatorial,0.7023068913898065,0.7016412909466067,0.7257126631144533,0.7274342335570195,,,,,0.48984293187666095,0.48733723020107866
10.381180344536833,10.927919145046392,Bcc2,Stage AD,42,equatorial,0.6908715090815685,0.6925792264690045,0.7694308599918969,0.7702695908181707,,,,,0.666711427242442,0.6990210050144843
8.280737131994552,8.200953456190689,Bcc3,Stage AD,42,equatorial,0.8128263233114842,0.8121354721967216,0.6218197924335249,0.6224760888002581,,,,,0.43157034603252037,0.4201993006310697
0.1512825230609989,0.16143577610207593,press,Stage AD,42,equatorial,0.36184086679729643,0.34017503624844125,0.9397669870937113,0.9455895387227864,,,,,0.2076340509448053,0.22151512787555389
0.14149549404165157,0.15103257449599283,rho,Stage AD,42,equatorial,0.28279821734048227,0.2533099440441927,0.9831771946428601,0.9914182346391198,,,,,0.2066132507021032,0.22250185797187255
0.15983097682826722,0.1623580348743232,vel1,Stage AD,42,equatorial,0.2637376974381997,0.2542710809353915,1.0343279597274122,1.0292238781406418,,,,,0.26568576076430783,0.2735775269924634
1.5025466576365336,1.5232132265845473,vel2,Stage AD,42,equatorial,0.5537223150003336,0.5490879308019405,0.8777910562565948,0.8920105949444572,,,,,1.197898879144943,1.2141242647954398
0.9812636276055838,1.01970042664488,vel3,Stage AD,42,equatorial,0.5604070136246165,0.5572953825818803,0.99129824483673,1.0118455240058615,,,,,0.2511682938353763,0.2577795246456912
0.9235435294718157,0.9655245706249962,ALL,Stage AD,42,mid_latitude_north,0.6823450190246799,0.7245956140582188,0.8270468407306278,0.7988953077991625,,,,,0.134523121729486,0.13701366187594174
0.05728569177513291,0.05005391185303859,Bcc1,Stage AD,42,mid_latitude_north,-0.011150112167758658,-0.012093269160415168,2.4183860121971157,2.2119542442431355,,,,,0.028654350779134512,0.02663050552699447
4.921883155493588,4.559550305337737,Bcc2,Stage AD,42,mid_latitude_north,0.6921457010133815,0.7339402365639789,0.8131000501415422,0.7922637649183779,,,,,0.33134238087132145,0.3495520061719116
1.0709446389824036,0.8370275912435093,Bcc3,Stage AD,42,mid_latitude_north,0.14551269397188382,0.14078638328623871,1.779065497139981,1.6339630965359757,,,,,0.025093570354551772,0.02064815425524749
0.06326334603069717,0.06130918748976644,press,Stage AD,42,mid_latitude_north,0.0096607551272566,0.012759776619798293,1.1778890196871035,1.1686617306509337,,,,,0.0961947841535438,0.09281663893398528
0.04443006044649863,0.04104511419068402,rho,Stage AD,42,mid_latitude_north,-0.02875135542491443,-0.02418763231206332,1.3368025218918982,1.3464418096295374,,,,,0.11276281461535459,0.10554376894468288
0.10798024007033179,0.10316640719928749,vel1,Stage AD,42,mid_latitude_north,0.01411564776555537,0.01945286022758716,1.0684500790554163,1.0712359531885869,,,,,0.07858447797235127,0.07270175183724623
0.7066192393491177,0.6689620442802882,vel2,Stage AD,42,mid_latitude_north,0.37709968184299913,0.4155713707540053,0.9952975516516896,0.9848494337938788,,,,,0.4623537454456476,0.47150703034926333
0.41594186362675645,0.4028257088868905,vel3,Stage AD,42,mid_latitude_north,0.06599135623008663,0.05949994463466746,1.1122634821163702,1.1159825776403454,,,,,0.07510806188527505,0.07361351985829703
0.8815590581936054,0.8244484913259418,ALL,Stage AD,42,mid_latitude_south,0.6247655231303975,0.6651866447149928,0.947986162820092,0.8305262915453875,,,,,0.1315028954559914,0.12494596937889949
0.05987818670373751,0.05711495631776947,Bcc1,Stage AD,42,mid_latitude_south,0.011055211171169524,0.0007760835842377531,3.1300361441540385,2.692886579989946,,,,,0.03240132173792313,0.032334057279283096
4.892005158816149,4.265067915112693,Bcc2,Stage AD,42,mid_latitude_south,0.6332297067487156,0.6743794884474428,0.939449309485964,0.8263259850521294,,,,,0.3266759064198195,0.32095254052034283
0.8678412321618557,0.7092680449110275,Bcc3,Stage AD,42,mid_latitude_south,0.14435151531474386,0.13770635253380514,1.7408734233208434,1.6087429208637782,,,,,0.020973382706876716,0.01764836318213479
0.05881837163477198,0.057268737899488276,press,Stage AD,42,mid_latitude_south,-0.014784100922972046,-0.0099185436492501,1.1201276261908752,1.1166901708457955,,,,,0.08753317909856495,0.08409503963965768
0.03541607456571323,0.03578494411611066,rho,Stage AD,42,mid_latitude_south,0.01863735179491049,0.01605640511964734,1.2063027378826205,1.2013890768768514,,,,,0.08532375661024953,0.0902306303328628
0.10036860366238619,0.10011043391314667,vel1,Stage AD,42,mid_latitude_south,0.05798610001702128,0.05647484943770578,1.047061368772128,1.048691004165197,,,,,0.0697817727195766,0.07098498255116455
0.605913614932704,0.6247899005573808,vel2,Stage AD,42,mid_latitude_south,0.43366566606723483,0.49619604485295854,0.9743174026835216,0.9808397880837235,,,,,0.3994611917263841,0.42376841841991714
0.432231223071526,0.4256344321505221,vel3,Stage AD,42,mid_latitude_south,0.05324549636557748,0.0588014066328474,1.1894588760220948,1.1575717325025507,,,,,0.08346616313681327,0.08410697756392227
0.7734021827717283,0.7136384402667668,ALL,Stage AD,42,near_north_pole,0.3422232894420431,0.4008054298173828,1.0592743638127944,0.9898303590792006,,,,,0.10773940857997437,0.10070815018213568
0.04871664938801383,0.03556638926473188,Bcc1,Stage AD,42,near_north_pole,0.0016190044265104754,0.0008935823784989915,13.134083860622521,13.19352205228883,,,,,0.03308161963985749,0.028654036776969705
2.8397290539164555,2.694200822333346,Bcc2,Stage AD,42,near_north_pole,0.46197020899294194,0.47856930703292405,1.0799984274028263,0.9249258773537454,,,,,0.21711238521734944,0.20789753155547963
2.023191054830357,1.7490963004388238,Bcc3,Stage AD,42,near_north_pole,0.22771558474484527,0.23180967858262794,1.0434224024659526,1.0025212422221474,,,,,0.07686235678937144,0.06532104627962536
0.06752493543757679,0.05895224979685576,press,Stage AD,42,near_north_pole,0.006756425565604447,0.011516974829657679,1.0619005025644528,1.039606979050558,,,,,0.07829090332251128,0.07042123853196301
0.022423610511339957,0.019616819634368454,rho,Stage AD,42,near_north_pole,0.006852847100751185,0.006998723756408426,2.202178183111874,1.7016308829425109,,,,,0.041972792689454065,0.035886106059592915
0.10207332160847649,0.08612930237627481,vel1,Stage AD,42,near_north_pole,0.016928444950103743,0.027091303165068872,1.024177893523201,1.0205842913345904,,,,,0.05630580107870707,0.04588258840883687
0.34001700342457847,0.28181791072731954,vel2,Stage AD,42,near_north_pole,0.09754547801364072,0.0804368109983236,1.2303423289632005,1.1701145669730153,,,,,0.2767731722296112,0.27135769235590723
0.7435418330570289,0.6677347838294718,vel3,Stage AD,42,near_north_pole,0.13477497763880447,0.14304399010349012,0.9975314182629242,0.9960587271082164,,,,,0.15484215266907317,0.15876981007759705
0.689313529011513,0.6896876267125442,ALL,Stage AD,42,near_south_pole,0.3795710951150915,0.3485212475158986,1.0102723617498608,1.0199306481316865,,,,,0.09935682827511752,0.09606193636735708
0.042100760155922026,0.040808917667640165,Bcc1,Stage AD,42,near_south_pole,-0.0008562412625841489,0.0006236099381700952,12.757084774557958,11.833280720341577,,,,,0.033161634289384095,0.03479139826614218
2.682253519686734,2.7966288435428446,Bcc2,Stage AD,42,near_south_pole,0.43170832328662445,0.41141053672767525,1.1097920370776966,1.0164835498160354,,,,,0.19814559970345885,0.19705234540798403
1.6112511546129575,1.3939556954445411,Bcc3,Stage AD,42,near_south_pole,0.33189870679072275,0.26898621018376123,0.9590482932104335,0.9834427308560376,,,,,0.07159822994492189,0.06842344486258284
0.06671543773654001,0.06844780192828814,press,Stage AD,42,near_south_pole,-4.0670886480422064e-05,-0.006441812402750612,1.0430146333257024,1.0407241019088411,,,,,0.07543350469859456,0.07692383873715686
0.017617898901485303,0.016972958875388855,rho,Stage AD,42,near_south_pole,0.0026034524027908237,0.0034102751862164753,1.7109194431368788,1.622714275467758,,,,,0.030842740977299905,0.030561777085946554
0.10148256853097766,0.1020983922818921,vel1,Stage AD,42,near_south_pole,-0.00208619289722684,-0.005303088400090456,1.0148316843931093,1.0132439051187483,,,,,0.06330341397385983,0.06063974694925787
0.2954114063092631,0.29771952619660347,vel2,Stage AD,42,near_south_pole,0.2063758595746251,0.1755976095361549,1.2711982918782438,1.2010460908168192,,,,,0.2684825814075679,0.2908121974972921
0.6976754861582248,0.6755030087658421,vel3,Stage AD,42,near_south_pole,0.09629140519536258,0.10664444035213469,1.00041695341977,0.997455129070963,,,,,0.1400388474925436,0.13732061598925116
2.7100017850287728,2.7680179054098257,ALL,Stage AG,42,equatorial,0.7697206244493832,0.7663571912275042,0.6560578681396831,0.6616974947357251,-0.06029497093660341,-0.005995790259263001,-0.015200725440578933,-0.009981367416828868,0.4844202480823802,0.4893163136104196
0.5768524038305636,0.6076652113091869,Bcc1,Stage AG,42,equatorial,0.6723683371522413,0.674597711943046,0.7394361184653934,0.7506584089270769,0.012815111811977808,-0.029938554237565196,0.013723455350940106,0.012773861837149236,0.5026167937138102,0.5187561099364111
10.023328453935259,10.656040667019784,Bcc2,Stage AG,42,equatorial,0.6884708368021494,0.6909429582850481,0.752395644852549,0.7529292967867022,-0.35785189060157485,-0.0024006722794190916,-0.017035215139347915,-0.01413536540402538,0.6525760618384167,0.6769380013641266
8.095693730104651,8.187313637951164,Bcc3,Stage AG,42,equatorial,0.8062645887239912,0.8100669775986128,0.6067725157007167,0.6059260309657231,-0.1850434018899012,-0.0065617345874929844,-0.015047276732808257,-0.008682345252397083,0.4228880007801233,0.404022884108971
0.15232890522312173,0.16226587229428335,press,Stage AG,42,equatorial,0.36605511358094683,0.3354947223392122,0.9457346743164466,0.9555798608056338,0.0010463821621228275,0.004214246783650399,0.0059676872227353295,0.001247626621154574,0.20888167756595988,0.22237925880351644
0.1484028568180782,0.1585337012787078,rho,Stage AG,42,equatorial,0.26115595093542004,0.24853273459895703,1.065672726588901,1.0612806062809876,0.006907362776426618,-0.021642266405062227,0.08249553194604087,0.017074792637706476,0.22368804333980968,0.23791202835509345
0.16404288313531562,0.1654269298491835,vel1,Stage AG,42,equatorial,0.18660700393213417,0.1904616335222109,1.0723113196223586,1.0724654525494328,0.004211906307048402,-0.07713069350606552,0.03798335989494639,0.008788547918822609,0.27447430868313044,0.27541188986400866
1.5690105122208204,1.5790859227068208,vel2,Stage AG,42,equatorial,0.5285717349905936,0.5216539186065932,0.9027781890592741,0.9107177924934318,0.06646385458428683,-0.02515058000974002,0.02498713280267928,0.034877961438507965,1.232776840583451,1.2401264287856884
0.9503545349623718,0.9907256949694214,vel3,Stage AG,42,equatorial,0.5510843438727869,0.5379218066804633,1.0124447193332904,1.0373670257272387,-0.030909092643212066,-0.009322669751829604,0.021146474496560375,0.004105484232861112,0.2552737780682374,0.2621855167492966
0.8727340918797063,0.8538620475844452,ALL,Stage AG,42,mid_latitude_north,0.6655768332181591,0.6996603493244753,0.7884148444311843,0.7538542875811127,-0.05080943759210943,-0.01676818580652084,-0.03863199629944358,-0.006759663019404727,0.12776345871008127,0.1311484155567964
0.058283123683260815,0.05404643535885523,Bcc1,Stage AG,42,mid_latitude_north,0.012172961522078725,0.021392273517078272,2.2829296366199734,2.1502329922560284,0.0009974319081279062,0.02332307368983738,-0.1354563755771423,-0.0018410658843237525,0.02681328489481076,0.02464568073052068
