all_cross_channel,axis,band,channel_in,channel_out,cross_channel,epsilon,maximum_gain,maximum_phase_correlation,mean_gain,mean_phase_correlation,median_gain,median_phase_correlation,minimum_gain,minimum_phase_correlation,mode,state_count
True,phi,low_k,vel2,rho,True,0.001,0.9746133089065552,-7.169530589391515e-05,0.8521414928966098,-0.0033912053320403262,0.883840024471283,-0.0025269466714871124,0.6023297309875488,-0.007658523683793208,phi_low_k,9
True,phi,low_k,vel2,vel1,True,0.001,0.9172870516777039,0.0012093870693708516,0.7926802105373807,-0.0017608060128526625,0.8118254542350769,-0.0017192634857963278,0.5327702164649963,-0.005429194757378599,phi_low_k,9
False,phi,low_k,vel2,vel2,False,0.001,1.6491369009017944,0.02286390474591856,1.4342510435316298,0.01865557655556551,1.4561333656311035,0.017866800799726777,1.0067318677902222,0.014087286659403892,phi_low_k,9
True,phi,low_k,vel2,vel3,True,0.001,1.4439955949783325,0.0004692033363609416,1.258235706223382,-0.0048765487701502176,1.2667971849441528,-0.004175007955493617,0.9035940170288086,-0.007776144755747245,phi_low_k,9
True,phi,low_k,vel3,Bcc1,True,0.001,0.6270872354507446,0.00019404366024910024,0.5561634633276198,-0.003509386426992635,0.5729893445968628,-0.0024040714555164794,0.38667193055152893,-0.008832027458380184,phi_low_k,9
True,phi,low_k,vel3,Bcc2,True,0.001,1.239926815032959,0.003643802459535022,1.1304437054528131,0.0009450626123049666,1.174534559249878,0.0016350264523069314,0.8113770484924316,-0.0021267051224219727,phi_low_k,9
True,phi,low_k,vel3,Bcc3,True,0.001,1.5711472034454346,0.005839983618576601,1.4059174458185832,0.0015512756098830496,1.471519947052002,0.0009627049863995124,0.9809473752975464,-0.0028841528064037676,phi_low_k,9
True,phi,low_k,vel3,press,True,0.001,0.6974653005599976,0.0035512270012248107,0.6181731952561272,-0.0001388869496152841,0.6390169262886047,0.00031758267512373823,0.4448726773262024,-0.004937107328891907,phi_low_k,9
True,phi,low_k,vel3,rho,True,0.001,0.895908534526825,0.0021005219131741797,0.7990213632583618,-0.0017065535981037481,0.831256628036499,-0.001143051651732826,0.5810701251029968,-0.005078544149760045,phi_low_k,9
True,phi,low_k,vel3,vel1,True,0.001,0.8207575082778931,0.0008095732154459728,0.7206158704227872,-0.0015021269276222133,0.7386512160301208,-0.001697419979575642,0.4955361485481262,-0.004535870398431107,phi_low_k,9
True,phi,low_k,vel3,vel2,True,0.001,1.4491783380508423,0.006452977779485728,1.2876754336886935,0.0028097269448665147,1.3161184787750244,0.0023378358567350925,0.938170313835144,-0.0016318386797125738,phi_low_k,9
False,phi,low_k,vel3,vel3,False,0.001,1.2907556295394897,0.005419676982790012,1.1569035318162706,0.001996039171812215,1.1834495067596436,0.003602631692416644,0.8610371351242065,-0.0038033234236851394,phi_low_k,9
False,phi,mid_k,Bcc1,Bcc1,False,0.001,0.6816993951797485,0.005885602984454803,0.5943418873680962,0.00154819096763764,0.6053968667984009,0.0016141664373953135,0.4095683693885803,-0.00212676952930184,phi_mid_k,9
True,phi,mid_k,Bcc1,Bcc2,True,0.001,1.3603451251983643,0.006315834373956372,1.2154733273718092,0.004058504303709739,1.2669763565063477,0.004419468490756828,0.8365872502326965,0.0010301519761018868,phi_mid_k,9
True,phi,mid_k,Bcc1,Bcc3,True,0.001,1.7707611322402954,-0.0018740599018830927,1.54285020298428,-0.004225117218077993,1.6059215068817139,-0.003571898851444137,1.0449962615966797,-0.008370946102434844,phi_mid_k,9
True,phi,mid_k,Bcc1,press,True,0.001,0.7491408586502075,0.006030751809616338,0.6548292371961806,0.003943383664226078,0.6760376691818237,0.005520245114674874,0.45774757862091064,-0.0001455199747531411,phi_mid_k,9
