all_same_shell,channel_in,channel_out,direction,epsilon,maximum_energy_fraction,maximum_gain,mean_energy_fraction,mean_gain,median_energy_fraction,median_gain,minimum_energy_fraction,minimum_gain,same_shell,shell_in,shell_out,state_count
True,Bcc3,Bcc2,same,0.01,0.07344281752165956,0.12868182361125946,0.06371830735967136,0.11145429064830144,0.0641006568904623,0.11033737659454346,0.05548329781386513,0.08373475819826126,True,3,3,9
True,Bcc3,Bcc3,same,0.01,0.15776855107153823,0.1988670378923416,0.14314019364091346,0.16732853485478294,0.15122703033851506,0.16064980626106262,0.12799414180048643,0.12792590260505676,True,3,3,9
True,Bcc3,press,same,0.01,0.009735976291904348,0.046055134385824203,0.008837470872207206,0.041580916485852666,0.009045043148712587,0.04270615428686142,0.007730228370777024,0.029551902785897255,True,3,3,9
True,Bcc3,rho,same,0.01,0.015756729082744596,0.05694793164730072,0.013093735399786754,0.05072869753672017,0.013053269470821763,0.054433487355709076,0.008591895036489003,0.030492166057229042,True,3,3,9
True,Bcc3,vel1,same,0.01,0.024588555252851734,0.0790351927280426,0.021420648774922675,0.06513307616114616,0.022331362636081147,0.06710312515497208,0.015138817323374168,0.0404752716422081,True,3,3,9
True,Bcc3,vel2,same,0.01,0.11620270687837242,0.171815425157547,0.09762560781203228,0.1388366793592771,0.0953992708589461,0.14010988175868988,0.07556691247871854,0.0904293954372406,True,3,3,9
True,Bcc3,vel3,same,0.01,0.06722746889582071,0.1187778115272522,0.05809079706361718,0.10667843206061257,0.05650599694976542,0.11263997107744217,0.04968887303661101,0.07332859933376312,True,3,3,9
True,press,Bcc1,same,0.01,0.012666818664118477,0.044101495295763016,0.009446204937136531,0.03432763657636113,0.009826729798797252,0.034687746316194534,0.00455117512092367,0.016757439821958542,True,3,3,9
True,press,Bcc2,same,0.01,0.06434152463505408,0.09936864674091339,0.05769441768431391,0.08433293427030246,0.05875932166151866,0.08628305792808533,0.049256112567494195,0.05512847378849983,True,3,3,9
True,press,Bcc3,same,0.01,0.12686344318766746,0.14349056780338287,0.1020360980818516,0.11302167922258377,0.1022255205045496,0.11072283238172531,0.06266448082413512,0.06218084692955017,True,3,3,9
True,press,press,same,0.01,0.01165887344039412,0.04123104363679886,0.010144945484140189,0.03532917197379801,0.009992954816592728,0.03573588281869888,0.00884634330549243,0.025121277198195457,True,3,3,9
True,press,rho,same,0.01,0.01734134604385152,0.04661048203706741,0.013721556390592426,0.04111669212579727,0.013751207548549811,0.04433494061231613,0.008393689886462496,0.022757384926080704,True,3,3,9
True,press,vel1,same,0.01,0.022592687810007745,0.06053740903735161,0.018784519395579666,0.04833344825439983,0.018695474124822933,0.04802664369344711,0.013982365082881906,0.032246388494968414,True,3,3,9
True,press,vel2,same,0.01,0.11574813291755917,0.13677556812763214,0.09246616668568303,0.10748489283853108,0.09653377800814189,0.10810576379299164,0.05147709047927572,0.05635765194892883,True,3,3,9
True,press,vel3,same,0.01,0.06775796263738909,0.10199989378452301,0.061224183366573426,0.08681687712669373,0.061143736721366845,0.08949726819992065,0.05037902378692703,0.06328140944242477,True,3,3,9
True,rho,Bcc1,same,0.01,0.009974661000208815,0.04082929715514183,0.008260252277045512,0.03234679438173771,0.008849586157847809,0.03382493183016777,0.004749442931199921,0.01666904240846634,True,3,3,9
True,rho,Bcc2,same,0.01,0.06073091170804397,0.09585288912057877,0.051942754769388325,0.08062992617487907,0.05264903462912201,0.08410225808620453,0.03969456468575898,0.04818977043032646,True,3,3,9
True,rho,Bcc3,same,0.01,0.11694765577257121,0.1398036777973175,0.09663271875584495,0.11044919159677294,0.09338871751960415,0.10900304466485977,0.07414817592303866,0.06586270779371262,True,3,3,9
True,rho,press,same,0.01,0.010286805157926827,0.03878805786371231,0.008998807363992285,0.03359269868168566,0.009213533131534076,0.036021679639816284,0.007362490360123684,0.020753994584083557,True,3,3,9
True,rho,rho,same,0.01,0.017353727491382635,0.05192810297012329,0.013516486861993107,0.04125686176121235,0.013756344495991512,0.04480104148387909,0.006968773526599309,0.02019144967198372,True,3,3,9
True,rho,vel1,same,0.01,0.01817707487233496,0.05511690303683281,0.01663810594778101,0.04575131109191312,0.01691328888482046,0.046995583921670914,0.01255579960939358,0.0271026361733675,True,3,3,9
True,rho,vel2,same,0.01,0.12586938569384748,0.14503836631774902,0.1007798789608143,0.11280793779426151,0.09907784260025532,0.1102936714887619,0.07010747502960814,0.06404297798871994,True,3,3,9
True,rho,vel3,same,0.01,0.05793902376573968,0.09565188735723495,0.049972033074368795,0.07928386661741468,0.04808330334698915,0.08463309705257416,0.03885127648804955,0.04767514020204544,True,3,3,9
True,vel1,Bcc1,same,0.01,0.011031987748614453,0.04365827515721321,0.008465241747642084,0.03408986578385035,0.008663651121006189,0.034929003566503525,0.004443001334593887,0.016827350482344627,True,3,3,9
True,vel1,Bcc2,same,0.01,0.06367795737229902,0.10754325985908508,0.055654602679061256,0.08704126915997928,0.05545290184289732,0.08581859618425369,0.04362007700452413,0.052725497633218765,True,3,3,9
True,vel1,Bcc3,same,0.01,0.12251167253828288,0.15103213489055634,0.10520988638789136,0.12017483429776298,0.10727865399901963,0.12357884645462036,0.07015965237196123,0.06686843931674957,True,3,3,9
True,vel1,press,same,0.01,0.010212693978116744,0.041911542415618896,0.009121482499674632,0.035183976507849164,0.008907312632874894,0.034317754209041595,0.008060253023966926,0.02266479656100273,True,3,3,9
True,vel1,rho,same,0.01,0.014810929538283514,0.049590881913900375,0.012848392526108131,0.04180229496624735,0.01354090823035387,0.04355865716934204,0.00911304970894607,0.024099573493003845,True,3,3,9
True,vel1,vel1,same,0.01,0.022611431324498964,0.06488505005836487,0.018575279776059786,0.05035428206125895,0.017811425603921467,0.0485282726585865,0.013950300776474892,0.03338765725493431,True,3,3,9
True,vel1,vel2,same,0.01,0.13366034714296918,0.1577545553445816,0.10796697156057548,0.12168228543466991,0.10457624686014033,0.11758773028850555,0.08245938145501364,0.07249324023723602,True,3,3,9
True,vel1,vel3,same,0.01,0.06593137271959515,0.10950028151273727,0.05806816359328984,0.08872615256243283,0.05808317765519878,0.08763360232114792,0.045567163794830355,0.06242665275931358,True,3,3,9
True,vel2,Bcc1,same,0.01,0.009199562577132444,0.04754238575696945,0.007902852803100761,0.04040478666623434,0.00809253094533879,0.041953377425670624,0.006050047873219528,0.026356644928455353,True,3,3,9
True,vel2,Bcc2,same,0.01,0.06936455683805576,0.13632188737392426,0.06007596513377148,0.11135049661000569,0.058138815877869475,0.10959967970848083,0.050487490679205466,0.07910774648189545,True,3,3,9
True,vel2,Bcc3,same,0.01,0.10164856245583878,0.16916915774345398,0.08807937574528543,0.1352911608086692,0.08782853320011837,0.13270430266857147,0.06935084978492984,0.08923528343439102,True,3,3,9
True,vel2,press,same,0.01,0.010263564614197753,0.04667925462126732,0.008433603057247897,0.04134423120154275,0.008211816383069611,0.040577638894319534,0.00723541192758619,0.034328892827034,True,3,3,9
True,vel2,rho,same,0.01,0.014902017101674252,0.061828725039958954,0.01278741283394999,0.0513461290134324,0.013009892241021306,0.053651873022317886,0.009391700542054232,0.03516455739736557,True,3,3,9
True,vel2,vel1,same,0.01,0.020365941731815516,0.07623187452554703,0.018568357364398474,0.06191184661454625,0.01869674832296921,0.06045740097761154,0.015564651746675227,0.04633335396647453,True,3,3,9
True,vel2,vel2,same,0.01,0.18527028423886627,0.22513307631015778,0.17015484997625346,0.1866646624273724,0.16839841071204054,0.1831531673669815,0.15957050651231888,0.14585240185260773,True,3,3,9
True,vel2,vel3,same,0.01,0.07786709940889551,0.14572040736675262,0.06332547115182474,0.11425031556023492,0.06422468517923732,0.10740727186203003,0.0482939384840686,0.08579599112272263,True,3,3,9
True,vel3,Bcc1,same,0.01,0.011005406140278937,0.05178340896964073,0.009109608797183852,0.04223841242492199,0.00920255079278971,0.04397495836019516,0.0062575520951688715,0.029249651357531548,True,3,3,9
True,vel3,Bcc2,same,0.01,0.0697179685581621,0.11947239190340042,0.05940396133789986,0.10712634854846531,0.059276574330036365,0.10741826146841049,0.05360060683584723,0.08214392513036728,True,3,3,9
True,vel3,Bcc3,same,0.01,0.1145404166154656,0.17256657779216766,0.0943930898299647,0.13632828328344557,0.08822746873682612,0.13003484904766083,0.07862453975253146,0.09422563761472702,True,3,3,9
True,vel3,press,same,0.01,0.011903878391218944,0.05000963807106018,0.00964241724977745,0.043228419290648565,0.009439728984361913,0.04368390515446663,0.008435987845774925,0.0334506630897522,True,3,3,9
True,vel3,rho,same,0.01,0.017548622758045,0.058434128761291504,0.013281633655070431,0.050760272476408214,0.011719813902832901,0.055199820548295975,0.009684844379415213,0.03287430852651596,True,3,3,9
True,vel3,vel1,same,0.01,0.025408344125295548,0.07451985776424408,0.017974220390440315,0.0588496724764506,0.01692441895061385,0.05650715529918671,0.013710640006508831,0.043295957148075104,True,3,3,9
True,vel3,vel2,same,0.01,0.11526476396746972,0.17150360345840454,0.09069463368362905,0.1336682786544164,0.09224312745774169,0.1359538584947586,0.06582947001561575,0.08570783585309982,True,3,3,9
