all_cross_channel,channel_in,channel_out,cross_channel,epsilon,maximum_gain,maximum_phase_correlation,mean_gain,mean_phase_correlation,median_gain,median_phase_correlation,minimum_gain,minimum_phase_correlation,mode,state_count
True,Bcc3,press,True,0.001,0.7115671634674072,,0.6497957905133566,,0.6749192476272583,,0.488461434841156,,constant,9
True,Bcc3,rho,True,0.001,0.9287933707237244,,0.8465720547570122,,0.8805956244468689,,0.6361281275749207,,constant,9
True,Bcc3,vel1,True,0.001,0.8206402063369751,,0.7501669658554925,,0.7815788984298706,,0.549019455909729,,constant,9
True,Bcc3,vel2,True,0.001,1.4264850616455078,,1.3395205073886447,,1.3851217031478882,,1.0371654033660889,,constant,9
True,Bcc3,vel3,True,0.001,1.286778450012207,,1.2071153985129461,,1.2484097480773926,,0.9604511260986328,,constant,9
True,press,Bcc1,True,0.001,0.6963765621185303,,0.6175088120831383,,0.6314473152160645,,0.4449407756328583,,constant,9
True,press,Bcc2,True,0.001,1.3986601829528809,,1.2884956730736628,,1.3345491886138916,,0.9670296907424927,,constant,9
True,press,Bcc3,True,0.001,1.8191393613815308,,1.6361125707626343,,1.6922293901443481,,1.1915289163589478,,constant,9
False,press,press,False,0.001,0.767890214920044,,0.6812286708090041,,0.7094959616661072,,0.5000118613243103,,constant,9
True,press,rho,True,0.001,0.9855523705482483,,0.8807384371757507,,0.912317156791687,,0.6585145592689514,,constant,9
True,press,vel1,True,0.001,0.9250794053077698,,0.8193478253152635,,0.8469127416610718,,0.5844491720199585,,constant,9
True,press,vel2,True,0.001,1.6564915180206299,,1.489022798008389,,1.543409824371338,,1.1053587198257446,,constant,9
True,press,vel3,True,0.001,1.4637013673782349,,1.3064198427730136,,1.3371907472610474,,0.991522490978241,,constant,9
True,rho,Bcc1,True,0.001,0.6980021595954895,,0.6239503456486596,,0.6447026133537292,,0.44645896553993225,,constant,9
True,rho,Bcc2,True,0.001,1.4043960571289062,,1.2909455961651273,,1.3391236066818237,,0.9495240449905396,,constant,9
True,rho,Bcc3,True,0.001,1.8294497728347778,,1.6586682001749675,,1.7139712572097778,,1.196069359779358,,constant,9
True,rho,press,True,0.001,0.7685427665710449,,0.6887814071443346,,0.7148156762123108,,0.5071080327033997,,constant,9
False,rho,rho,False,0.001,0.9929794669151306,,0.8977073894606696,,0.941468358039856,,0.6633339524269104,,constant,9
True,rho,vel1,True,0.001,0.9292441606521606,,0.825591054227617,,0.8583714962005615,,0.5679818391799927,,constant,9
True,rho,vel2,True,0.001,1.6626981496810913,,1.5010836256874933,,1.5590022802352905,,1.0825722217559814,,constant,9
True,rho,vel3,True,0.001,1.4702061414718628,,1.3227297796143427,,1.3543875217437744,,0.9957069754600525,,constant,9
True,vel1,Bcc1,True,0.001,0.6886500120162964,,0.6146790087223053,,0.6352230906486511,,0.43314650654792786,,constant,9
True,vel1,Bcc2,True,0.001,1.3880516290664673,,1.2804575231340196,,1.3339325189590454,,0.9315992593765259,,constant,9
True,vel1,Bcc3,True,0.001,1.7844882011413574,,1.623370024893019,,1.6875351667404175,,1.1578978300094604,,constant,9
True,vel1,press,True,0.001,0.7606579661369324,,0.6803221868144141,,0.7120187282562256,,0.4923460781574249,,constant,9
True,vel1,rho,True,0.001,0.9762457013130188,,0.8801723519961039,,0.9208271503448486,,0.6345940232276917,,constant,9
False,vel1,vel1,False,0.001,0.9111900329589844,,0.8148981796370612,,0.8500706553459167,,0.5715996623039246,,constant,9
True,vel1,vel2,True,0.001,1.6324093341827393,,1.4809290965398152,,1.5427896976470947,,1.0637131929397583,,constant,9
True,vel1,vel3,True,0.001,1.4376614093780518,,1.2981849047872756,,1.3335094451904297,,0.9562762379646301,,constant,9
True,vel2,Bcc1,True,0.001,0.7051166892051697,,0.622229665517807,,0.6409003138542175,,0.42811474204063416,,constant,9
True,vel2,Bcc2,True,0.001,1.4342447519302368,,1.3062803943951924,,1.3598127365112305,,0.9450623393058777,,constant,9
True,vel2,Bcc3,True,0.001,1.8604719638824463,,1.6618863609102037,,1.7287590503692627,,1.1713862419128418,,constant,9
True,vel2,press,True,0.001,0.7776697278022766,,0.6867177883783976,,0.7125656008720398,,0.4922522306442261,,constant,9
True,vel2,rho,True,0.001,1.000071406364441,,0.8894444637828403,,0.9285688400268555,,0.6454753875732422,,constant,9
True,vel2,vel1,True,0.001,0.9431624412536621,,0.8287891878022088,,0.8560845255851746,,0.572402834892273,,constant,9
False,vel2,vel2,False,0.001,1.696973443031311,,1.5060783227284749,,1.5420031547546387,,1.1026262044906616,,constant,9
True,vel2,vel3,True,0.001,1.487939476966858,,1.3220347298516169,,1.3404350280761719,,0.9813873767852783,,constant,9
True,vel3,Bcc1,True,0.001,0.6627192497253418,,0.5907720228036245,,0.6109216809272766,,0.41570743918418884,,constant,9
True,vel3,Bcc2,True,0.001,1.3201121091842651,,1.2182828585306804,,1.2680362462997437,,0.869687557220459,,constant,9
True,vel3,Bcc3,True,0.001,1.6717383861541748,,1.5288692712783813,,1.5958174467086792,,1.075455665588379,,constant,9
