channel,model,shell_absolute_error,shell_persistence_absolute_error,shell_skill,source_snapshot,target_snapshot
Bcc1,Persistence,0.17827858695111312,48.81367874578767,0.9963477739942619,170,171
Bcc2,Persistence,0.0587558816546411,0.058755865550347154,-2.7408827696362437e-07,170,171
Bcc3,Persistence,5.675137437480556,5.675230396842717,1.637983934754672e-05,170,171
rho,Persistence,30.41851061470439,30.41857387715024,2.079730828441484e-06,170,171
press,Persistence,1.0447121187318944,1.0447860986404138,7.080866467856772e-05,170,171
vel1,Persistence,0.017883218724335095,0.04051670368794922,0.5586210847242725,170,171
vel2,Persistence,1.438946435049505e-05,0.0007370502120157574,0.9804769551437461,170,171
vel3,Persistence,0.001960534963866558,0.0019605313512658044,-1.8426641079649642e-06,170,171
Bcc1,FNO,4.43269361459186,48.81367874578767,0.9091915682553555,170,171
Bcc2,FNO,0.07131553654914935,0.058755865550347154,-0.21376029237523486,170,171
Bcc3,FNO,6.106811826665673,5.675230396842717,-0.07604650377948641,170,171
rho,FNO,754833398524.761,30.41857387715024,-24814884535.443542,170,171
press,FNO,65.14309970829287,1.0447860986404138,-61.35065703215611,170,171
vel1,FNO,0.03298926505665229,0.04051670368794922,0.18578605725854735,170,171
vel2,FNO,0.0001813662793213483,0.0007370502120157574,0.7539295473162813,170,171
vel3,FNO,0.0010085616548038802,0.0019605313512658044,0.4855671886334748,170,171
Bcc1,3D CNN/U-Net,3.6880408342694095,48.81367874578767,0.9244465705304445,170,171
Bcc2,3D CNN/U-Net,0.06990503662679311,0.058755865550347154,-0.18975417980852272,170,171
Bcc3,3D CNN/U-Net,3.9733383179724444,5.675230396842717,0.2998807026084933,170,171
rho,3D CNN/U-Net,85.87828261002116,30.41857387715024,-1.8232185689195317,170,171
press,3D CNN/U-Net,6347555.14655071,1.0447860986404138,-6075458.038755225,170,171
vel1,3D CNN/U-Net,0.08001973167969174,0.04051670368794922,-0.9749812890995821,170,171
vel2,3D CNN/U-Net,0.00012079066264449535,0.0007370502120157574,0.8361161008092717,170,171
vel3,3D CNN/U-Net,0.0028324117770693017,0.0019605313512658044,-0.44471639040129274,170,171
Bcc1,Differential LocalNO,4.235079202206377,48.81367874578767,0.913239909160261,170,171
Bcc2,Differential LocalNO,1.6218384917817976,0.058755865550347154,-26.603005701482942,170,171
Bcc3,Differential LocalNO,2.7398881748213015,5.675230396842717,0.5172199217946156,170,171
rho,Differential LocalNO,2986.5196748071785,30.41857387715024,-97.18079200125112,170,171
press,Differential LocalNO,8498.17825507598,1.0447860986404138,-8132.892924240386,170,171
vel1,Differential LocalNO,0.05960066872059307,0.04051670368794922,-0.47101474936422183,170,171
vel2,Differential LocalNO,8.361414316680589e-05,0.0007370502120157574,0.8865557029851064,170,171
vel3,Differential LocalNO,0.00698261524023405,0.0019605313512658044,-2.5615932567085804,170,171
Bcc1,Index-space DISCO3D LocalNO,3.9620554529595613,48.81367874578767,0.9188330903394274,170,171
Bcc2,Index-space DISCO3D LocalNO,0.36022672353780566,0.058755865550347154,-5.130906593983063,170,171
Bcc3,Index-space DISCO3D LocalNO,35.03912711272022,5.675230396842717,-5.174044869123451,170,171
rho,Index-space DISCO3D LocalNO,159.96773920687275,30.41857387715024,-4.258883597006399,170,171
press,Index-space DISCO3D LocalNO,215554.6053006023,1.0447860986404138,-206313.58016248947,170,171
vel1,Index-space DISCO3D LocalNO,0.04334086169949386,0.04051670368794922,-0.06970354827716707,170,171
vel2,Index-space DISCO3D LocalNO,7.98226190225457e-05,0.0007370502120157574,0.8916998900193802,170,171
vel3,Index-space DISCO3D LocalNO,0.003705423411611608,0.0019605313512658044,-0.8900097716974662,170,171
Bcc1,Anisotropic spherical DISCO3D LocalNO,3.8165145102060083,48.81367874578767,0.9218146509694201,170,171
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.19061826414714822,0.058755865550347154,-2.244242295840402,170,171
Bcc3,Anisotropic spherical DISCO3D LocalNO,4.574773114650068,5.675230396842717,0.1939053052022105,170,171
rho,Anisotropic spherical DISCO3D LocalNO,97.13085891961987,30.41857387715024,-2.1931430879007254,170,171
press,Anisotropic spherical DISCO3D LocalNO,93.30447950640234,1.0447860986404138,-88.3048630985998,170,171
vel1,Anisotropic spherical DISCO3D LocalNO,0.0473008837838684,0.04051670368794922,-0.16744156060101667,170,171
vel2,Anisotropic spherical DISCO3D LocalNO,0.00015544236292993225,0.0007370502120157574,0.7891020714792101,170,171
vel3,Anisotropic spherical DISCO3D LocalNO,0.0029071863085585467,0.0019605313512658044,-0.48285632192596184,170,171
Bcc1,Persistence,0.0942974291387109,51.5634639390001,0.9981712355622526,171,172
Bcc2,Persistence,0.048728680611328956,0.048728701455781315,4.2776539777023004e-07,171,172
Bcc3,Persistence,1.1438062261204465,1.1439036532797342,8.517077378711324e-05,171,172
rho,Persistence,6.001148837079687,6.001025486583989,-2.0554902820046905e-05,171,172
press,Persistence,1.1973958340467004,1.197471253414296,6.298219467104627e-05,171,172
vel1,Persistence,0.017698597144997545,0.04358902795702614,0.5939666935806331,171,172
vel2,Persistence,5.1929551732572956e-05,0.0008471060060384134,0.9386976938394909,171,172
vel3,Persistence,0.0040184672778375615,0.004018463796015079,-8.664561033100426e-07,171,172
Bcc1,FNO,5.016040807829004,51.5634639390001,0.902721027164447,171,172
Bcc2,FNO,0.05872603243790892,0.048728701455781315,-0.2051630904057571,171,172
Bcc3,FNO,17.132895274294444,1.1439036532797342,-13.977568456199961,171,172
rho,FNO,473480621546.9352,6.001025486583989,-78899951783.15053,171,172
press,FNO,88.20468598438045,1.197471253414296,-72.65912603988312,171,172
vel1,FNO,0.03801254851618961,0.04358902795702614,0.12793309927292507,171,172
vel2,FNO,0.00010536522066174072,0.0008471060060384134,0.8756174316901694,171,172
vel3,FNO,0.003692824073944563,0.004018463796015079,0.08103587306010762,171,172
Bcc1,3D CNN/U-Net,3.8307383916897324,51.5634639390001,0.9257082806496181,171,172
Bcc2,3D CNN/U-Net,0.6887879901350616,0.048728701455781315,-13.135159968506443,171,172
Bcc3,3D CNN/U-Net,0.25005592561481627,1.1439036532797342,0.7814012352370145,171,172
rho,3D CNN/U-Net,474.03922189995825,6.001025486583989,-77.99303593356329,171,172
press,3D CNN/U-Net,28436320.97919997,1.197471253414296,-23746974.886160746,171,172
vel1,3D CNN/U-Net,0.07908098767244423,0.04358902795702614,-0.8142406788793077,171,172
vel2,3D CNN/U-Net,0.00010984171437441999,0.0008471060060384134,0.8703329765207224,171,172
vel3,3D CNN/U-Net,0.0051628525812445585,0.004018463796015079,-0.28478265409889114,171,172
Bcc1,Differential LocalNO,4.3592623097902745,51.5634639390001,0.9154583114325424,171,172
Bcc2,Differential LocalNO,1.1687852454793934,0.048728701455781315,-22.98556108744255,171,172
Bcc3,Differential LocalNO,4.704831049031916,1.1439036532797342,-3.112960943469756,171,172
rho,Differential LocalNO,163648.93833455336,6.001025486583989,-27269.16219151379,171,172
press,Differential LocalNO,2765.162474284599,1.197471253414296,-2308.168146124941,171,172
vel1,Differential LocalNO,0.060296450681115527,0.04358902795702614,-0.3832942257983136,171,172
vel2,Differential LocalNO,6.238995106122404e-05,0.0008471060060384134,0.9263492991237334,171,172
vel3,Differential LocalNO,0.009182284584429972,0.004018463796015079,-1.2850235937264407,171,172
Bcc1,Index-space DISCO3D LocalNO,3.8885716400048067,51.5634639390001,0.924586687104555,171,172
Bcc2,Index-space DISCO3D LocalNO,0.9000320974438168,0.048728701455781315,-17.470266404709097,171,172
Bcc3,Index-space DISCO3D LocalNO,72.76297231078627,1.1439036532797342,-62.60935390158471,171,172
rho,Index-space DISCO3D LocalNO,487.7525105199167,6.001025486583989,-80.27819347049031,171,172
press,Index-space DISCO3D LocalNO,153984708595.6693,1.197471253414296,-128591570073.53802,171,172
