channel,model,radial_absolute_error,radial_persistence_absolute_error,radial_skill,source_snapshot,target_snapshot
vel2,Differential LocalNO,0.0040057075605253204,0.0012885126624432074,-2.1087840090992325,171,172
vel3,Differential LocalNO,0.04800154028132155,0.019506218643956123,-1.460832678925934,171,172
Bcc1,Index-space DISCO3D LocalNO,1.073903693531353,0.11743167325423114,-8.144923714119518,171,172
Bcc2,Index-space DISCO3D LocalNO,0.15604886825729947,0.12430757292680103,-0.2553448239970819,171,172
Bcc3,Index-space DISCO3D LocalNO,0.7632572413385418,0.3241161104025967,-1.3548883157658271,171,172
rho,Index-space DISCO3D LocalNO,2.060092260590374,0.3865280240778477,-4.32973583352773,171,172
press,Index-space DISCO3D LocalNO,17425.36531317654,0.07053169146691822,-247056.24406665665,171,172
vel1,Index-space DISCO3D LocalNO,0.07440448062238263,0.05720997558085557,-0.3005508194497628,171,172
vel2,Index-space DISCO3D LocalNO,0.006641526901717943,0.0012885126624432074,-4.154413375437571,171,172
vel3,Index-space DISCO3D LocalNO,0.03955674885231723,0.019506218643956123,-1.0279045146750487,171,172
Bcc1,Anisotropic spherical DISCO3D LocalNO,2.301873711487002,0.11743167325423114,-18.60181310287226,171,172
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.1261683458044676,0.12430757292680103,-0.014969103119423677,171,172
Bcc3,Anisotropic spherical DISCO3D LocalNO,0.3588158191563203,0.3241161104025967,-0.10705950009896714,171,172
rho,Anisotropic spherical DISCO3D LocalNO,6.032577630691029,0.3865280240778477,-14.607089925971456,171,172
press,Anisotropic spherical DISCO3D LocalNO,5.708970872169649,0.07053169146691822,-79.94192487709375,171,172
vel1,Anisotropic spherical DISCO3D LocalNO,0.07834040812321698,0.05720997558085557,-0.36934874255447814,171,172
vel2,Anisotropic spherical DISCO3D LocalNO,0.007185872017266771,0.0012885126624432074,-4.57687341903285,171,172
vel3,Anisotropic spherical DISCO3D LocalNO,0.03660363932269605,0.019506218643956123,-0.8765112803673742,171,172
Bcc1,Persistence,0.01202763625639206,0.12755923307998757,0.9057094028712921,172,173
Bcc2,Persistence,0.027020685198723023,0.027020634029531008,-1.893708043931852e-06,172,173
Bcc3,Persistence,0.5172583381340614,0.5172583100994195,-5.4198533661065085e-08,172,173
rho,Persistence,0.6255196154595667,0.6255220143953336,3.835094068205258e-06,172,173
press,Persistence,0.13770520723628163,0.13771091931059753,4.1478732002553365e-05,172,173
vel1,Persistence,0.03909786902265895,0.04998576506188807,0.21781993385014042,172,173
