channel,model,radial_absolute_error,shell_absolute_error,source_snapshot
rho,FNO,726.9018478755144,105283248.13915533,177
press,FNO,1.0437050444752713,79.73960023721533,177
vel1,FNO,0.10673396348473684,0.02631958912075649,177
vel2,FNO,0.002531359229333181,1.5635543405632685e-05,177
vel3,FNO,0.012395693663867998,0.0025200238406754057,177
Bcc1,3D CNN/U-Net,0.5182739323956899,3.1027340561160446,177
Bcc2,3D CNN/U-Net,0.29972251258851235,3.008853576727988,177
Bcc3,3D CNN/U-Net,0.39686034817939553,11.08750796262609,177
rho,3D CNN/U-Net,6.928619271304935,1525.6271095239833,177
press,3D CNN/U-Net,87108.33706582355,3527527162322.5063,177
vel1,3D CNN/U-Net,0.08431184004967118,0.12370047484977299,177
vel2,3D CNN/U-Net,0.006862781244808838,4.2857273260448963e-05,177
vel3,3D CNN/U-Net,0.04721677442775622,0.0012151266076981754,177
Bcc1,Differential LocalNO,0.7742122947851565,3.043343345640568,177
Bcc2,Differential LocalNO,0.07359135571674116,0.09863030027666653,177
Bcc3,Differential LocalNO,0.8190065045599721,10.38174302029637,177
rho,Differential LocalNO,8.716262465778197,26438.551202470113,177
press,Differential LocalNO,10.890818502536598,5383.289241069512,177
vel1,Differential LocalNO,0.06153887414921964,0.06872301183318845,177
vel2,Differential LocalNO,0.003939722709207685,4.2803574587713695e-05,177
vel3,Differential LocalNO,0.03258020753642933,0.0019411581513359166,177
Bcc1,Index-space DISCO3D LocalNO,0.7379837330947712,2.7205388339443783,177
Bcc2,Index-space DISCO3D LocalNO,0.1279891742287991,0.23904917033264977,177
Bcc3,Index-space DISCO3D LocalNO,0.8161380998590659,2.528753060647562,177
rho,Index-space DISCO3D LocalNO,5.031310821766624,32.51187428075056,177
press,Index-space DISCO3D LocalNO,128.0788506254114,7180373.057277211,177
vel1,Index-space DISCO3D LocalNO,0.05272453606413429,0.04854164965504235,177
vel2,Index-space DISCO3D LocalNO,0.0025781098964101704,3.0772373111745475e-05,177
vel3,Index-space DISCO3D LocalNO,0.011252944449923464,0.001865551095367844,177
Bcc1,Anisotropic spherical DISCO3D LocalNO,2.0634864786179294,2.8153896200827426,177
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.06738585420617242,0.1604617479053042,177
Bcc3,Anisotropic spherical DISCO3D LocalNO,0.8004881733476044,8.194946817872713,177
rho,Anisotropic spherical DISCO3D LocalNO,7.22905192058272,158.5008465680893,177
press,Anisotropic spherical DISCO3D LocalNO,2.5733972797105866,2280.70110886568,177
vel1,Anisotropic spherical DISCO3D LocalNO,0.0553967262497841,0.05417878284942318,177
vel2,Anisotropic spherical DISCO3D LocalNO,0.0022235583943368744,6.18585598569974e-05,177
vel3,Anisotropic spherical DISCO3D LocalNO,0.019407779133554307,0.0013831832544415178,177
Bcc1,Persistence,0.00823268629221911,0.0857974522369266,178
Bcc2,Persistence,0.11995442420281263,0.009865775971472568,178
Bcc3,Persistence,0.24983247493836913,6.632509542050815,178
rho,Persistence,0.6424805599735853,16.37339030821418,178
press,Persistence,0.08324924763029823,1.9171300185812852,178
vel1,Persistence,0.06780100578446724,0.01190963921511666,178
vel2,Persistence,0.0005866683151936958,4.654990708000791e-05,178
vel3,Persistence,0.013119247604420231,0.0012901107732696312,178
Bcc1,FNO,0.8508234422435356,3.611365967394345,178
Bcc2,FNO,0.04280398056025676,0.03748053628031771,178
Bcc3,FNO,0.9917142650018311,4.786615443153344,178
rho,FNO,355.8818876543908,12212146.647093087,178
press,FNO,0.4116189682247552,24.979336081009233,178
vel1,FNO,0.07917132779641278,0.02644243202786739,178
vel2,FNO,0.002876799753446771,4.011118797729116e-05,178
vel3,FNO,0.013507248634876035,0.0015323435651761466,178
Bcc1,3D CNN/U-Net,0.565371968586903,3.1869271419119825,178
Bcc2,3D CNN/U-Net,0.3091409660272758,0.6561831443406808,178
Bcc3,3D CNN/U-Net,0.39496756352667134,9.396475897548445,178
rho,3D CNN/U-Net,8.99977979096918,1562.091195947489,178
press,3D CNN/U-Net,634.8599513997627,34569707.94429912,178
vel1,3D CNN/U-Net,0.11212103442060242,0.1455683525511366,178
vel2,3D CNN/U-Net,0.007135754741389572,6.949169120241022e-05,178
vel3,3D CNN/U-Net,0.042060921711467705,0.0031978354648501675,178
Bcc1,Differential LocalNO,0.7625006296956905,2.7339823502432403,178
Bcc2,Differential LocalNO,0.11422117912655133,0.06817226928631942,178
Bcc3,Differential LocalNO,0.37363262597018715,7.551813260213705,178
rho,Differential LocalNO,2.6138127167894445,701.2076482727529,178
press,Differential LocalNO,7.235940291738366,2668.96609619497,178
vel1,Differential LocalNO,0.08546390564810967,0.07095753447179742,178
vel2,Differential LocalNO,0.002802758622849218,1.8617614078894435e-05,178
vel3,Differential LocalNO,0.02274756305683718,0.0016487464973759277,178
Bcc1,Index-space DISCO3D LocalNO,0.7602211107175737,2.5697398073524296,178
Bcc2,Index-space DISCO3D LocalNO,0.10456954678082044,0.12623965565802195,178
Bcc3,Index-space DISCO3D LocalNO,0.23661130987567688,1.9877834408520196,178
rho,Index-space DISCO3D LocalNO,3.726573010437308,188.91381514327975,178
press,Index-space DISCO3D LocalNO,3.0585942959244874,3574.71513331067,178
vel1,Index-space DISCO3D LocalNO,0.057215023629806544,0.051927483764543654,178
vel2,Index-space DISCO3D LocalNO,0.0017184105299553913,3.958491460060814e-05,178
vel3,Index-space DISCO3D LocalNO,0.015346944151449448,0.0020401314187654244,178
Bcc1,Anisotropic spherical DISCO3D LocalNO,1.9626725654795933,2.602666929342728,178
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.07548564954281095,0.07095562394654786,178
Bcc3,Anisotropic spherical DISCO3D LocalNO,0.3353326267733362,4.651907853165696,178
rho,Anisotropic spherical DISCO3D LocalNO,6.1510176796927665,139.60076802422546,178
press,Anisotropic spherical DISCO3D LocalNO,0.6633262494446313,118.00036290073571,178
vel1,Anisotropic spherical DISCO3D LocalNO,0.07474381763613866,0.05672114319066496,178
vel2,Anisotropic spherical DISCO3D LocalNO,0.002170282612518449,1.4716029391981614e-05,178
vel3,Anisotropic spherical DISCO3D LocalNO,0.016045421798613502,0.0027086394937101306,178
Bcc1,Persistence,0.0020901074257730096,0.046073994920228616,179
Bcc2,Persistence,0.08361583961599658,0.026041876873700118,179
Bcc3,Persistence,0.46199300896277123,15.981074220321247,179
rho,Persistence,0.8296058429760201,24.200686242904972,179
press,Persistence,0.07104593323583856,1.111862237580934,179
vel1,Persistence,0.0525936144431612,0.016386301565889553,179
vel2,Persistence,0.0009029246317332744,2.2330378396803493e-05,179
vel3,Persistence,0.04340360374619329,0.0029512677329128338,179
Bcc1,FNO,0.9952369631808792,3.5531561168633985,179
Bcc2,FNO,0.032695426483505305,0.01398779371063782,179
Bcc3,FNO,0.6258007029793282,17.45822844149683,179
rho,FNO,24.0204175633234,12694.50512682748,179
press,FNO,0.9262951951180298,8.845181691959112,179
vel1,FNO,0.08594432333969758,0.026780197884953918,179
vel2,FNO,0.0045368027656357175,1.7699535905270248e-05,179
vel3,FNO,0.04106648539162302,0.0023395197309382587,179
Bcc1,3D CNN/U-Net,0.3513256462004202,2.3475224024463075,179
Bcc2,3D CNN/U-Net,0.07162527799392027,0.039378129813966635,179
Bcc3,3D CNN/U-Net,1.1741034915385617,14.888568093150115,179
rho,3D CNN/U-Net,4.672458372801129,459.79000687562734,179
press,3D CNN/U-Net,13.846397688549665,2417.321507844883,179
vel1,3D CNN/U-Net,0.10716494752244293,0.15764729990798423,179
vel2,3D CNN/U-Net,0.004262046397163049,4.357537682978829e-05,179
vel3,3D CNN/U-Net,0.05866415238822069,0.00044555644143182285,179
Bcc1,Differential LocalNO,0.6972551749402407,2.362475100506846,179
Bcc2,Differential LocalNO,0.048947585409192085,0.02122140092214339,179
Bcc3,Differential LocalNO,0.3749987049821891,17.028477119543698,179
rho,Differential LocalNO,1.5446169361178304,15.887831142533063,179
press,Differential LocalNO,1.9388973579886613,112.68358992984803,179
vel1,Differential LocalNO,0.060789444378113,0.07311255895017545,179
vel2,Differential LocalNO,0.0017510921830431838,6.602673519577342e-05,179
vel3,Differential LocalNO,0.04879814681495014,0.0033993284666262303,179
Bcc1,Index-space DISCO3D LocalNO,0.7515275135633517,2.3676727298455598,179
Bcc2,Index-space DISCO3D LocalNO,0.06250842909222729,0.023710023640415242,179
Bcc3,Index-space DISCO3D LocalNO,0.7375623404419652,13.110483458967288,179
rho,Index-space DISCO3D LocalNO,2.8903846366263646,27.10737416438069,179
press,Index-space DISCO3D LocalNO,0.7869460845465153,158.6467480686851,179
vel1,Index-space DISCO3D LocalNO,0.05165404723992316,0.05502679084955207,179
vel2,Index-space DISCO3D LocalNO,0.0010669919484243562,3.8807470491276353e-05,179
vel3,Index-space DISCO3D LocalNO,0.04318576069988452,0.002460324774312763,179
Bcc1,Anisotropic spherical DISCO3D LocalNO,1.826313447004257,2.3533253904321056,179
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.03463743261362151,0.01488376554799713,179
Bcc3,Anisotropic spherical DISCO3D LocalNO,0.7057330608303666,11.756456278417392,179
rho,Anisotropic spherical DISCO3D LocalNO,4.796683362889331,102.74279105427185,179
press,Anisotropic spherical DISCO3D LocalNO,1.3760601713271683,166.06466587948316,179
vel1,Anisotropic spherical DISCO3D LocalNO,0.05673340060998803,0.05939812461792493,179
vel2,Anisotropic spherical DISCO3D LocalNO,0.0016690348182591458,6.115234903077658e-05,179
vel3,Anisotropic spherical DISCO3D LocalNO,0.04187472215836032,0.002373346893168472,179
Bcc1,Persistence,0.0033446081982161997,0.06798464068200641,180
Bcc2,Persistence,0.0826817702094941,0.01950330777233714,180
Bcc3,Persistence,0.5238084633868112,18.336796631147692,180
rho,Persistence,1.0114865402284794,23.799250531215126,180
press,Persistence,0.5972548314545009,2.505924056853978,180
vel1,Persistence,0.05785756924102969,0.016138125898563175,180
vel2,Persistence,0.0005406298789496424,3.404931315812536e-05,180
vel3,Persistence,0.09361121689555263,0.009871326773239483,180
Bcc1,FNO,0.9414264541242433,3.3502566373055815,180
Bcc2,FNO,0.05267997128465091,0.07469513602032078,180
Bcc3,FNO,0.9239978602431479,18.155625728142283,180
rho,FNO,32.38703554669599,51025.57382735561,180
press,FNO,1.4559576070358178,7.066417909541328,180
vel1,FNO,0.08792196414966048,0.02888805130145174,180
vel2,FNO,0.003751625285881385,4.008742064461575e-05,180
vel3,FNO,0.09534964647069413,0.01024069026304462,180
Bcc1,3D CNN/U-Net,0.35260312695986834,2.2192826533458696,180
Bcc2,3D CNN/U-Net,0.09451365339947213,0.008199455999039599,180
Bcc3,3D CNN/U-Net,0.6449794666416516,12.172804505775686,180
rho,3D CNN/U-Net,6.045829138262496,653.1460704214034,180
press,3D CNN/U-Net,12.015068956667251,2216.559845875922,180
vel1,3D CNN/U-Net,0.1048025382646378,0.13994764043961186,180
vel2,3D CNN/U-Net,0.0044779673515160595,4.8318006467259285e-05,180
vel3,3D CNN/U-Net,0.0826521489451093,0.01135750137828074,180
Bcc1,Differential LocalNO,0.8488163125909082,2.0904971009112945,180
Bcc2,Differential LocalNO,0.0641318637378759,0.018737254968584176,180
Bcc3,Differential LocalNO,0.491534033942524,18.04965212512286,180
rho,Differential LocalNO,0.843714748851308,19.923061056639845,180
press,Differential LocalNO,1.2075688841813725,102.90238263865551,180
vel1,Differential LocalNO,0.0672584221136199,0.07342390175099105,180
vel2,Differential LocalNO,0.001127129674082516,2.0484698853707704e-05,180
vel3,Differential LocalNO,0.09086827471106868,0.01007334600489175,180
Bcc1,Index-space DISCO3D LocalNO,0.6800921288296006,2.15319960906997,180
Bcc2,Index-space DISCO3D LocalNO,0.09734174659294585,0.0627870829035444,180
Bcc3,Index-space DISCO3D LocalNO,0.5695759700804188,19.10316292806221,180
rho,Index-space DISCO3D LocalNO,2.542642696141021,16.51145187297284,180
press,Index-space DISCO3D LocalNO,0.5063389694667108,34.83829448907483,180
vel1,Index-space DISCO3D LocalNO,0.06163458836850585,0.054691920654369154,180
vel2,Index-space DISCO3D LocalNO,0.001100880880998315,2.0082636655863196e-05,180
vel3,Index-space DISCO3D LocalNO,0.09259371565316006,0.010654143409474182,180
Bcc1,Anisotropic spherical DISCO3D LocalNO,1.7185956910354958,2.000357573433649,180
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.06758527710985066,0.027313934118203577,180
Bcc3,Anisotropic spherical DISCO3D LocalNO,0.6367213824020436,19.993496476710128,180
rho,Anisotropic spherical DISCO3D LocalNO,4.505363379381808,93.19174289182047,180
press,Anisotropic spherical DISCO3D LocalNO,1.0407194333203633,160.74083107483287,180
vel1,Anisotropic spherical DISCO3D LocalNO,0.06283959499796345,0.05994808969657929,180
vel2,Anisotropic spherical DISCO3D LocalNO,0.0015921657277797457,2.6537778131086065e-05,180
vel3,Anisotropic spherical DISCO3D LocalNO,0.09353647652452841,0.0110655406094303,180
Bcc1,Persistence,0.0032599191442700933,0.161174424057714,181
Bcc2,Persistence,0.18936463397718856,0.009201723698231922,181
Bcc3,Persistence,0.7232182027988673,15.010884652850926,181
rho,Persistence,2.260808965695985,83.48801364850617,181
press,Persistence,0.19906566134041392,3.0268347117950616,181
vel1,Persistence,0.0485769801534283,0.0155968462750202,181
vel2,Persistence,0.0009712010842470289,3.535755717998316e-05,181
vel3,Persistence,0.08166024162962426,0.005514136874633479,181
Bcc1,FNO,0.8584116458955502,2.969473533239213,181
Bcc2,FNO,0.11122565849169906,0.0019334344129240996,181
Bcc3,FNO,1.1816164594345773,17.16418662250178,181
rho,FNO,11.425534611723025,6593.694145159199,181
press,FNO,0.6830461291735085,10.557637046346219,181
vel1,FNO,0.1029735901688162,0.025184759572918314,181
vel2,FNO,0.003421942574425225,3.796477025375437e-05,181
vel3,FNO,0.08178392964647914,0.005230504346345135,181
Bcc1,3D CNN/U-Net,0.4120063071679719,2.0640216468711596,181
Bcc2,3D CNN/U-Net,0.18973841720478946,0.020048044270991335,181
Bcc3,3D CNN/U-Net,0.4079947165570721,8.613215010919028,181
rho,3D CNN/U-Net,6.2355807405649,451.88791245490603,181
press,3D CNN/U-Net,9.952796446793688,1778.2687032935419,181
vel1,3D CNN/U-Net,0.0901068963257662,0.12415829090069419,181
vel2,3D CNN/U-Net,0.0035138978274825506,7.410425826062391e-05,181
vel3,3D CNN/U-Net,0.0697018499761242,0.002888549833245955,181
Bcc1,Differential LocalNO,0.8866833181565039,1.767360643318368,181
Bcc2,Differential LocalNO,0.176204317907157,0.013340786452247556,181
Bcc3,Differential LocalNO,0.7603877728508768,14.421227585251707,181
rho,Differential LocalNO,2.0707150956010483,88.80593909721293,181
press,Differential LocalNO,1.8778960023040359,104.30614734344292,181
vel1,Differential LocalNO,0.057697215656678576,0.07058742176495149,181
vel2,Differential LocalNO,0.001180625155391116,4.068010377966336e-05,181
vel3,Differential LocalNO,0.08284494014985579,0.0055603530844427875,181
Bcc1,Index-space DISCO3D LocalNO,0.5197793943968413,2.0351533353651785,181
Bcc2,Index-space DISCO3D LocalNO,0.1479934562824452,0.07613256120777868,181
Bcc3,Index-space DISCO3D LocalNO,0.7007258334042441,14.864690507666884,181
rho,Index-space DISCO3D LocalNO,1.3925773239523562,71.1694195930463,181
press,Index-space DISCO3D LocalNO,0.6117415949109695,39.52160486568032,181
vel1,Index-space DISCO3D LocalNO,0.06278372590886078,0.05270311199397332,181
vel2,Index-space DISCO3D LocalNO,0.0014639606246212224,3.3355685542678196e-05,181
vel3,Index-space DISCO3D LocalNO,0.07942128813386407,0.0046869800839991335,181
Bcc1,Anisotropic spherical DISCO3D LocalNO,1.6946815540500364,1.6163636791519902,181
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.14662629329260923,0.0035566758567402374,181
Bcc3,Anisotropic spherical DISCO3D LocalNO,0.3173128138585131,12.801589604178723,181
rho,Anisotropic spherical DISCO3D LocalNO,2.6694161946090236,17.096049609420522,181
press,Anisotropic spherical DISCO3D LocalNO,0.5868211451508456,92.39250994449517,181
vel1,Anisotropic spherical DISCO3D LocalNO,0.0542370638059683,0.057565973601710105,181
vel2,Anisotropic spherical DISCO3D LocalNO,0.0013517542952172087,5.385638455356279e-05,181
vel3,Anisotropic spherical DISCO3D LocalNO,0.07557868968072712,0.005012744848023541,181
Bcc1,Persistence,0.00494692530192881,0.11751060567555682,182
Bcc2,Persistence,0.03382532127334482,0.020005232191939663,182
Bcc3,Persistence,0.6470768474140568,6.02666024569069,182
rho,Persistence,1.084086745887544,29.145621383291324,182
press,Persistence,0.30069766500232364,2.792593079537845,182
vel1,Persistence,0.05023800177693443,0.0144010067278917,182
vel2,Persistence,0.0003501564174041735,6.532784380479235e-05,182
vel3,Persistence,0.026743785573897384,0.0035776803741042074,182
Bcc1,FNO,0.7239801454229207,2.9949142898993695,182
Bcc2,FNO,0.06295758560390043,0.028836106282290004,182
Bcc3,FNO,0.7981801270402064,0.6215073174675072,182
rho,FNO,8.476668565862415,2478.2018577007534,182
press,FNO,0.4104897371453366,10.856719778421903,182
vel1,FNO,0.12628035962696083,0.02771903895861527,182
vel2,FNO,0.0044593496664956855,6.055631477219096e-05,182
vel3,FNO,0.03019341882032034,0.00335236822009146,182
Bcc1,3D CNN/U-Net,0.4551274873057697,2.9072470155490477,182
Bcc2,3D CNN/U-Net,0.07696032699732921,0.013071801141113814,182
Bcc3,3D CNN/U-Net,0.41848516200331803,0.3096798240974062,182
rho,3D CNN/U-Net,6.217714021800179,997.5150456572132,182
press,3D CNN/U-Net,453.36520497065675,59007323.5790208,182
vel1,3D CNN/U-Net,0.09088343907451252,0.11869375425137452,182
vel2,3D CNN/U-Net,0.008395356563686363,6.845252050266692e-05,182
vel3,3D CNN/U-Net,0.020214945141346332,0.0008014804846492515,182
Bcc1,Differential LocalNO,0.8266229806249416,1.8365774442034384,182
Bcc2,Differential LocalNO,0.026940018978351268,0.011091729410624813,182
Bcc3,Differential LocalNO,0.7890142474311809,5.814782409331423,182
rho,Differential LocalNO,1.6768673844169821,167.43238634823308,182
press,Differential LocalNO,2.8392695071470726,360.7633223645451,182
vel1,Differential LocalNO,0.058360902886578574,0.06641838370451428,182
vel2,Differential LocalNO,0.0010461167757231326,6.873575974538754e-05,182
vel3,Differential LocalNO,0.02206303715379177,0.003218923148057224,182
Bcc1,Index-space DISCO3D LocalNO,0.36602260383052393,2.336391245296137,182
Bcc2,Index-space DISCO3D LocalNO,0.03562116327237911,0.05513832040468504,182
Bcc3,Index-space DISCO3D LocalNO,0.7085984165503301,6.4493196116772005,182
rho,Index-space DISCO3D LocalNO,1.7877153159145487,41.809401592021054,182
press,Index-space DISCO3D LocalNO,0.829694135985085,252.34143126924323,182
vel1,Index-space DISCO3D LocalNO,0.07319038727407408,0.04905350660217067,182
vel2,Index-space DISCO3D LocalNO,0.0007544353182474157,7.302830690353642e-05,182
vel3,Index-space DISCO3D LocalNO,0.01965499963267148,0.0023323220880551486,182
Bcc1,Anisotropic spherical DISCO3D LocalNO,1.6840949967636085,1.7426999681184152,182
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.012411881427678743,0.0019464202272199552,182
Bcc3,Anisotropic spherical DISCO3D LocalNO,0.6681198347338694,6.181086432387512,182
rho,Anisotropic spherical DISCO3D LocalNO,2.552633400396016,17.610749155551332,182
press,Anisotropic spherical DISCO3D LocalNO,1091.8647289274859,609024946.4801227,182
vel1,Anisotropic spherical DISCO3D LocalNO,0.05625695632897632,0.05306413628564338,182
vel2,Anisotropic spherical DISCO3D LocalNO,0.0011781333127782617,8.563696888568844e-05,182
vel3,Anisotropic spherical DISCO3D LocalNO,0.026836056465462697,0.002627079418191648,182
Bcc1,Persistence,0.016505092009672515,0.10199621774751648,183
Bcc2,Persistence,0.11697421015207715,0.016749174555541202,183
Bcc3,Persistence,1.0526237026050198,5.134997244790824,183
rho,Persistence,0.285708008147689,4.840823673724516,183
press,Persistence,0.07595154980260192,1.3659309616728637,183
vel1,Persistence,0.059029715618283865,0.013230224419777021,183
vel2,Persistence,0.0012130727311418746,3.46978048858008e-05,183
vel3,Persistence,0.02111936352094111,0.0012621247221234566,183
Bcc1,FNO,0.5517087796123911,2.992278408830166,183
Bcc2,FNO,0.15758527743795053,0.06296634874514984,183
Bcc3,FNO,1.0454278365830338,0.9109269148429965,183
rho,FNO,16.330351981906468,22501.89917714954,183
press,FNO,0.9970111049790767,83.03067019680726,183
vel1,FNO,0.14407750426886054,0.028717678009985162,183
vel2,FNO,0.0035453804583387544,5.626363022404295e-05,183
vel3,FNO,0.028342622322306017,0.0013888375306922857,183
Bcc1,3D CNN/U-Net,0.6349277831671079,4.033478880555127,183
Bcc2,3D CNN/U-Net,0.048810357877659215,0.08362411694938596,183
Bcc3,3D CNN/U-Net,0.7839856309186599,98.26373682531413,183
rho,3D CNN/U-Net,10.041409359249622,4123.010056261485,183
press,3D CNN/U-Net,181807.2266469787,7779473019468.655,183
vel1,3D CNN/U-Net,0.10197239386888796,0.11160322254861156,183
vel2,3D CNN/U-Net,0.008660610107885828,8.613816548156023e-05,183
vel3,3D CNN/U-Net,0.030542699212087434,0.005358512783088395,183
Bcc1,Differential LocalNO,0.9444890032654796,2.327756846706238,183
Bcc2,Differential LocalNO,0.12123057313767124,0.02663283217622732,183
Bcc3,Differential LocalNO,0.7634535573140607,4.548438369574752,183
rho,Differential LocalNO,1.8415496597832122,296.92073102070833,183
press,Differential LocalNO,35.402484549063786,149192.61877387177,183
vel1,Differential LocalNO,0.06640709796043906,0.06410613187089007,183
vel2,Differential LocalNO,0.001484030198879538,6.16552719593033e-05,183
vel3,Differential LocalNO,0.015228336783902122,0.0005004458176651439,183
Bcc1,Index-space DISCO3D LocalNO,0.3895126742934991,2.5339262183294244,183
Bcc2,Index-space DISCO3D LocalNO,0.11588920795751219,0.047940963968954135,183
Bcc3,Index-space DISCO3D LocalNO,1.042699851798041,4.932994932093279,183
rho,Index-space DISCO3D LocalNO,2.614955159367283,23.97932398866164,183
press,Index-space DISCO3D LocalNO,4.04498235371116,4123.442718571214,183
vel1,Index-space DISCO3D LocalNO,0.08551205018963812,0.04665676277918424,183
vel2,Index-space DISCO3D LocalNO,0.0014988796165469386,5.694000676210781e-05,183
vel3,Index-space DISCO3D LocalNO,0.02196665630616765,0.001316532521912791,183
Bcc1,Anisotropic spherical DISCO3D LocalNO,1.7445755542037051,2.1666212532495264,183
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.12165286996965038,0.0018381379456839763,183
Bcc3,Anisotropic spherical DISCO3D LocalNO,1.0241117018135089,5.777905118458036,183
rho,Anisotropic spherical DISCO3D LocalNO,3.6894083446018895,42.123691663766124,183
press,Anisotropic spherical DISCO3D LocalNO,0.956919723069054,221.6050359623152,183
vel1,Anisotropic spherical DISCO3D LocalNO,0.0719498626352026,0.05125603132264906,183
vel2,Anisotropic spherical DISCO3D LocalNO,0.002299508090106911,9.705878553747844e-05,183
vel3,Anisotropic spherical DISCO3D LocalNO,0.016513990974465417,0.00022659452861936735,183
Bcc1,Persistence,0.03980352392794352,0.06375042636670984,184
Bcc2,Persistence,0.07869804137752133,0.0037684620834122873,184
Bcc3,Persistence,0.5071804303972134,6.583633138768676,184
rho,Persistence,0.5862794181646103,20.273381039154405,184
press,Persistence,0.13777154755964408,0.5197329253698788,184
vel1,Persistence,0.051471238597959136,0.013343906690129689,184
vel2,Persistence,0.001531097942953095,3.4196093317248794e-05,184
vel3,Persistence,0.04498760921835822,0.0009188275457427791,184
Bcc1,FNO,0.44964086750998844,3.2127845444250864,184
Bcc2,FNO,0.1467350089315119,0.07355168323694836,184
Bcc3,FNO,0.5308933479360769,2.744153652418129,184
rho,FNO,245.58619414316237,6744665.382542805,184
press,FNO,1.2494038271739456,174.072457056668,184
vel1,FNO,0.14363239843295622,0.029602393647511147,184
vel2,FNO,0.0051902743473511695,9.599630694454446e-05,184
vel3,FNO,0.055467780727169305,0.0007077858132307496,184
Bcc1,3D CNN/U-Net,0.6473952551127189,4.198582023665039,184
Bcc2,3D CNN/U-Net,0.024095692377756498,0.4869098873351356,184
Bcc3,3D CNN/U-Net,0.7576669817783823,32.614048481602744,184
rho,3D CNN/U-Net,6.1367136984226835,818.5451660412618,184
press,3D CNN/U-Net,39555.73823769401,551968206268.758,184
vel1,3D CNN/U-Net,0.10162696283792597,0.11148033616557172,184
vel2,3D CNN/U-Net,0.009659118260392738,8.47808520662521e-05,184
vel3,3D CNN/U-Net,0.03901798315396231,0.0053566893696243454,184
Bcc1,Differential LocalNO,1.0356539781656071,2.7208269867201365,184
Bcc2,Differential LocalNO,0.08531073021016969,0.014047173474901644,184
Bcc3,Differential LocalNO,0.4378878251928798,8.048780684005049,184
rho,Differential LocalNO,2.23145171977687,559.1104008204234,184
press,Differential LocalNO,36.57109998426746,59249.29842434666,184
vel1,Differential LocalNO,0.06818605558863382,0.06374371586469725,184
vel2,Differential LocalNO,0.0021635514710012533,8.425631613483073e-05,184
vel3,Differential LocalNO,0.03930615287176088,0.0010249545645812496,184
Bcc1,Index-space DISCO3D LocalNO,0.6577434149015223,2.5027574771406713,184
Bcc2,Index-space DISCO3D LocalNO,0.09516434572317445,0.019190948085285632,184
Bcc3,Index-space DISCO3D LocalNO,0.6288652388051296,7.573135784986493,184
rho,Index-space DISCO3D LocalNO,3.0038078417878933,140.5266467837171,184
press,Index-space DISCO3D LocalNO,1.4123317559551387,374.5707604903645,184
vel1,Index-space DISCO3D LocalNO,0.08354307820371694,0.04652162279113636,184
vel2,Index-space DISCO3D LocalNO,0.0014459370662952785,6.859079940640067e-05,184
vel3,Index-space DISCO3D LocalNO,0.04269957336281606,0.001145619699754996,184
Bcc1,Anisotropic spherical DISCO3D LocalNO,1.8930699820653825,2.3120423428258334,184
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.09464569215125465,0.022181189819118364,184
Bcc3,Anisotropic spherical DISCO3D LocalNO,0.6065650621790412,7.3887887759472095,184
rho,Anisotropic spherical DISCO3D LocalNO,4.489342444388618,71.43255082793125,184
press,Anisotropic spherical DISCO3D LocalNO,1.5202577264098698,239.18716824895193,184
vel1,Anisotropic spherical DISCO3D LocalNO,0.06282474520699458,0.05079514700652207,184
vel2,Anisotropic spherical DISCO3D LocalNO,0.005890664741310283,0.00010313043567551522,184
vel3,Anisotropic spherical DISCO3D LocalNO,0.05391752422531413,0.001573594952575108,184
Bcc1,Persistence,0.08207889395887283,0.06111385804524072,185
Bcc2,Persistence,0.0789227338659099,0.01052301490738338,185
Bcc3,Persistence,0.6993243602113962,4.999787130982477,185
rho,Persistence,0.7947686013874223,2.5815837592187525,185
press,Persistence,0.1697217648095405,0.41865822456743557,185
vel1,Persistence,0.06062279536684453,0.01241526278593048,185
vel2,Persistence,0.003729937365884579,5.647211875967457e-05,185
vel3,Persistence,0.02519770290428405,0.00452432534843034,185
Bcc1,FNO,0.5372157356439488,4.0209622234293505,185
Bcc2,FNO,0.1507066530491527,0.1219256406821608,185
Bcc3,FNO,1.344559512398268,11.69793720253871,185
rho,FNO,141.14295347668684,2560442.5672197724,185
press,FNO,2.4247301351608566,207.09909036069638,185
vel1,FNO,0.1671921184563825,0.02915666389803684,185
vel2,FNO,0.007185359548798473,8.243083624433274e-05,185
vel3,FNO,0.03503746505855716,0.003980424833130072,185
Bcc1,3D CNN/U-Net,0.5091535536686107,4.006956128069363,185
Bcc2,3D CNN/U-Net,0.06751619082616922,0.06525236368938621,185
Bcc3,3D CNN/U-Net,2.2791136058843104,130.52301000338517,185
rho,3D CNN/U-Net,5.108477453924248,617.394805416628,185
press,3D CNN/U-Net,13785.837819304219,73901306985.72952,185
vel1,3D CNN/U-Net,0.11627196434369172,0.1159025969957746,185
vel2,3D CNN/U-Net,0.008709331313171923,3.9634556685976064e-05,185
