clipping_fraction,cumulative_runtime_seconds,epoch,epoch_runtime_seconds,gpu_peak_allocated_mib,gpu_peak_reserved_mib,gradient_norm_after_clip_max,gradient_norm_after_clip_mean,gradient_norm_before_clip_max,gradient_norm_before_clip_mean,learning_rate_end,learning_rate_start,microbatches_seen,microbatches_this_epoch,nonfinite_count,optimizer_updates,optimizer_updates_this_epoch,train_loss_max,train_loss_mean,train_loss_min
0.9761904761904762,10.469948239000132,1,10.469948239000132,490.3427734375,664.0,1.0,0.9987304664793468,36.802799224853516,8.599158741178966,1.3333333333333335e-05,3.174603174603175e-07,168,168,0,42,42,659.8941562920809,108.27414905563707,4.1644568257033825
0.9523809523809523,19.657736001000103,2,9.18778776199997,490.3427734375,664.0,1.0,0.9930521831625984,39.636932373046875,7.434546118690854,2.666666666666667e-05,1.3650793650793652e-05,336,168,0,84,42,883.5091388076544,108.10034113479335,1.3462906256318092
0.9523809523809523,28.85399422899991,3,9.196258227999806,490.3427734375,664.0,1.0,0.9897024390243349,33.939022064208984,5.584755967060725,4e-05,2.6984126984126987e-05,504,168,0,126,42,651.0250921845436,107.83942069831703,1.549627173691988
0.9523809523809523,38.277445931999864,4,9.423451702999955,490.3427734375,664.0,1.0,0.9879396259784698,33.112709045410156,3.9254884890147617,5.333333333333334e-05,4.031746031746032e-05,672,168,0,168,42,1035.6214308440685,107.58287037359108,0.5592233911156654
0.8095238095238095,47.504246301999956,5,9.226800370000092,490.3427734375,664.0,1.0,0.9854885566802252,28.975482940673828,3.0335908972081684,6.666666666666667e-05,5.3650793650793654e-05,840,168,0,210,42,743.100638538599,107.38375784234987,1.562172818928957
0.7142857142857143,56.69446518699988,6,9.190218884999922,490.3427734375,664.0,0.9999999403953552,0.9289731752304804,31.00653076171875,3.016129597311928,8e-05,6.698412698412698e-05,1008,168,0,252,42,1240.6940604671836,107.25324519275732,1.7378482446074486
0.5476190476190477,66.0125692329998,7,9.318104045999917,490.3427734375,664.0,1.0,0.8198266958906537,33.47690200805664,3.563007027620361,9.333333333333333e-05,8.031746031746032e-05,1176,168,0,294,42,697.7030487060547,107.13578569631846,0.2946502175182104
0.6428571428571429,75.30303107699956,8,9.290461843999765,490.3427734375,664.0,1.0,0.8710078455152965,33.55241394042969,3.885546637432916,0.00010666666666666668,9.365079365079364e-05,1344,168,0,336,42,943.1445976868272,106.96971239513229,1.5031701400876045
0.5952380952380952,84.34723421099943,9,9.044203133999872,490.3427734375,664.0,1.0,0.8834637985343025,37.848968505859375,4.926164523476646,0.00012,0.000106984126984127,1512,168,0,378,42,656.6517702117562,106.73220655832085,1.5015758723020554
0.7380952380952381,93.43791547999945,10,9.090681269000015,490.3427734375,664.0,1.0,0.9335427660317648,43.84640121459961,6.087039569304103,0.00013333333333333334,0.00012031746031746032,1680,168,0,420,42,731.285534279421,106.46159082948274,2.1747439838945866
0.7857142857142857,102.52890708799941,11,9.090991607999968,490.3427734375,664.0,1.0000001192092896,0.9388775541668847,53.56087112426758,7.3364538961932775,0.00014666666666666666,0.00013365079365079365,1848,168,0,462,42,727.7738963365555,106.05333937921871,1.9111674576997757
0.7857142857142857,111.64356945299915,12,9.114662364999731,490.3427734375,664.0,1.0,0.9315783118917829,56.94939422607422,8.903572611155964,0.00016,0.000146984126984127,2016,168,0,504,42,659.3509480953217,105.48319772480144,0.8740256056189537
0.9047619047619048,120.66092442199897,13,9.017354968999825,490.3427734375,664.0,1.0,0.9724671088513874,70.4732894897461,11.308721038557234,0.00017333333333333334,0.00016031746031746033,2184,168,0,546,42,662.1245387867093,104.84755260967428,1.888819046318531
0.9523809523809523,129.67455268399908,14,9.013628262000111,490.3427734375,664.0,1.0,0.9807354559501013,91.47248840332031,14.57980614829631,0.00018666666666666666,0.00017365079365079368,2352,168,0,588,42,660.7756508141756,103.85371118633165,1.8638798594474792
0.9523809523809523,138.8495684279992,15,9.17501574400012,490.3427734375,664.0,1.0,0.9884466628233591,146.59605407714844,17.850826975845155,0.0002,0.00018698412698412697,2520,168,0,630,42,699.1609710529447,102.78663009671229,0.8705689646303654
0.9523809523809523,147.92141171899948,16,9.071843291000278,490.3427734375,664.0,1.0,0.9918056811605181,139.07626342773438,19.157804178340093,0.00021333333333333336,0.00020031746031746032,2688,168,0,672,42,951.8266759514809,101.67159695058528,0.6697555705904961
1.0,157.0123691039994,17,9.09095738499991,490.3427734375,664.0,1.0,0.9999997644197374,121.4831314086914,22.984179380394163,0.00022666666666666666,0.00021365079365079367,2856,168,0,714,42,663.5512349009514,100.1103012837647,1.8528650254011154
0.9523809523809523,166.0685787439993,18,9.056209639999906,490.3427734375,664.0,1.0,0.9820695320765177,140.18312072753906,25.913238435983658,0.00024,0.00022698412698412697,3024,168,0,756,42,667.460821069777,98.69781229449879,1.2149133682250977
0.9761904761904762,175.15015429299956,19,9.081575549000263,490.3427734375,664.0,1.0,0.9856824399459929,178.46688842773438,27.01100232558591,0.00025333333333333333,0.00024031746031746032,3192,168,0,798,42,923.884938955307,96.83939148277221,0.9201746545732021
