Rout_fraction,deterministic_probe_prediction,epoch,finite,normalized_relative_l2,optimizer_reload,optimizer_updates,persistence_ratio,physical_relative_l2,probe_prediction_sha256,radial_skill,residual_global_cosine,residual_relative_l2,rho_press_positive,scheduler_reload,shell_skill,strict_model_reload
0.0,True,2,True,2.7272502299577566,True,84,8.78957220753075,4.999082170068045e+23,3283b7e794409f25780dec03593b4fc50933fc06298d2994edab50a1380e29b7,-13.262387893104982,-0.011736885730474858,16.19842756420113,True,True,-8.102238348955602,True
0.0,True,10,True,0.6034019577750273,True,420,1.9446859036881163,6.903685815339455e+22,925cbaaa6d2f5d3efe05eea4a02c971b3b3c7ab06ae493dd61f9295e3d23f8a1,-0.12607411759448128,0.43077579963929175,3.096845038434691,True,True,-0.22533028209408634,True
0.0,True,30,True,0.4093067489076304,True,1260,1.3191423306283856,3.58127715633826e+22,97726559cd9dae459ada877824af3f9a25ba6bd986250f17d44f9fed8fc668f0,-0.7023799631736022,0.7437640532044233,1.9192061234758349,True,True,-1.8276902727784778,True
0.0,True,75,True,0.2885513174261223,True,3150,0.9299633059832256,2.7088913406590894e+20,44da0d8203a79904dc214bc460149172c08d1ce22fb61a88c72b7c00ef6287e1,-0.7818491365043102,0.7506961716129145,0.9759048096721364,True,True,-2.863537878358626,True
0.0,True,150,True,0.2651375255204708,True,6300,0.8545037048266386,7628411810296.268,119e35c86208ecefbe579c2c3878bd2bb5a32655b18350533c9d678a9c8c7618,-0.2922337623516382,0.7525775904078591,0.8980404916106093,True,True,-1.3916597850990966,True
0.0,True,300,True,0.26406201771230886,True,12600,0.8510374832692024,2997251795739.784,bdf799abc789c8b134949147cbdf89f9b28e3ccddaa4633d55db249aaf41c9bc,-0.3903524219100264,0.7574677153827317,0.8916399507268957,True,True,-4.354481183203323,True
