error_case,global_value_mean,model_state,per_channel_mean,per_direction_mean,reduction,relative_to_h0_mean,sample_count,split,variant
target_field,1057.9104614257812,full_best,"{""Bcc1"": 21.323732376098633, ""Bcc2"": 275.91220703125, ""Bcc3"": 406.90074462890624, ""press"": 14.010367584228515, ""rho"": 14.15157585144043, ""vel1"": 75.54596557617188, ""vel2"": 181.55935668945312, ""vel3"": 68.50648727416993}","{""phi"": 0.7314481973648072, ""r"": 230.83778686523436, ""theta"": 826.3411987304687}",uniform,0.045582560975929186,5,validation,H3_stored_logr
target_field,85.92736587524413,full_best,"{""Bcc1"": 4.1231128692626955, ""Bcc2"": 0.47767733633518217, ""Bcc3"": 9.732553672790527, ""press"": 9.113382339477539, ""rho"": 17.70636558532715, ""vel1"": 30.369019031524658, ""vel2"": 1.2590158224105834, ""vel3"": 13.146240425109863}","{""phi"": 0.021667629439616577, ""r"": 10.942004013061524, ""theta"": 74.96369781494141}",volume_proxy,0.0038636980029552862,5,validation,H3_stored_logr
target_field,898.6639770507812,full_best,"{""Bcc1"": 20.64192771911621, ""Bcc2"": 197.40776977539062, ""Bcc3"": 373.60918579101565, ""press"": 12.337583541870117, ""rho"": 12.738682174682618, ""vel1"": 69.32478065490723, ""vel2"": 156.86439514160156, ""vel3"": 55.73965682983398}","{""phi"": 0.7314481973648072, ""r"": 71.5913185119629, ""theta"": 826.3411987304687}",uniform,0.038892891075190124,5,validation,H3_stored_r
target_field,74.98833694458008,full_best,"{""Bcc1"": 3.8456408023834228, ""Bcc2"": 0.2572611466050148, ""Bcc3"": 7.764146423339843, ""press"": 8.051591300964356, ""rho"": 16.716140365600587, ""vel1"": 25.439102172851562, ""vel2"": 0.8208561360836029, ""vel3"": 12.093599414825439}","{""phi"": 0.021667629439616577, ""r"": 0.00297386166639626, ""theta"": 74.96369781494141}",volume_proxy,0.0033710004289849915,5,validation,H3_stored_r
target_field,275.62499084472654,full_best,"{""Bcc1"": 3.502339792251587, ""Bcc2"": 98.12046813964844, ""Bcc3"": 68.79629287719726, ""press"": 2.1473955631256105, ""rho"": 0.6621022939682006, ""vel1"": 3.8777388095855714, ""vel2"": 65.91691360473632, ""vel3"": 32.60174845010042}","{""phi"": 47.30731804519892, ""r"": 71.5913185119629, ""theta"": 156.72635803222656}",uniform,0.011853745092699517,5,validation,H4_spherical_metric_proxy:all_channels_naive_proxy
target_field,0.019795597717165946,full_best,"{""Bcc1"": 0.0007789959781803191, ""Bcc2"": 0.0017047311179339887, ""Bcc3"": 0.00832422198727727, ""press"": 0.0007960359565913677, ""rho"": 0.0012442281236872076, ""vel1"": 0.0033561433549039064, ""vel2"": 0.0016445884946733713, ""vel3"": 0.0019466529367491603}","{""phi"": 0.00016883959469851106, ""r"": 0.00297386166639626, ""theta"": 0.01665289718657732}",volume_proxy,8.760392999266048e-07,5,validation,H4_spherical_metric_proxy:all_channels_naive_proxy
target_field,2.809497904777527,full_best,"{""press"": 2.147395610809326, ""rho"": 0.6621022999286652}","{""phi"": 1.0011354876914993, ""r"": 0.3881098449230194, ""theta"": 1.4202526450157165}",uniform,0.00012946711562714778,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
target_field,0.0020402641035616397,full_best,"{""press"": 0.0007960359682329, ""rho"": 0.001244228146970272}","{""phi"": 2.4739601006729117e-05, ""r"": 0.00019491277053020894, ""theta"": 0.0018206117674708366}",volume_proxy,9.080910372012086e-08,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
model_error,2466.3952758789064,full_last,"{""Bcc1"": 58.41037712097168, ""Bcc2"": 319.97327041625977, ""Bcc3"": 994.6183181762696, ""press"": 46.68494358062744, ""rho"": 44.05788612365723, ""vel1"": 118.34602775573731, ""vel2"": 737.9267517089844, ""vel3"": 146.3776428222656}","{""phi"": 0.009501125194947235, ""r"": 1429.1314880371094, ""theta"": 1037.2542419433594}",uniform,1.0,5,train,H0_current_upstream
model_error,0.6021472841501236,full_last,"{""Bcc1"": 0.014260345976799727, ""Bcc2"": 0.07811847422271967, ""Bcc3"": 0.2428267378360033, ""press"": 0.011397691303864121, ""rho"": 0.010756319854408503, ""vel1"": 0.028893073182553054, ""vel2"": 0.18015789836645127, ""vel3"": 0.03573672920465469}","{""phi"": 2.3196106432976647e-06, ""r"": 0.3489090546965599, ""theta"": 0.253235898911953}",uniform,0.000244140625,5,train,H1_unit_index
model_error,2466.3952758789064,full_last,"{""Bcc1"": 58.41037712097168, ""Bcc2"": 319.97327041625977, ""Bcc3"": 994.6183181762696, ""press"": 46.68494358062744, ""rho"": 44.05788612365723, ""vel1"": 118.34602775573731, ""vel2"": 737.9267517089844, ""vel3"": 146.3776428222656}","{""phi"": 0.009501125194947235, ""r"": 1429.1314880371094, ""theta"": 1037.2542419433594}",uniform,1.0,5,train,H2_normalized_axis
model_error,172.28415451049804,full_last,"{""Bcc1"": 4.496634435653687, ""Bcc2"": 26.143284058570863, ""Bcc3"": 73.66678133010865, ""press"": 3.019792652130127, ""rho"": 2.8912830352783203, ""vel1"": 8.052838349342347, ""vel2"": 44.0228796005249, ""vel3"": 9.990657377243043}","{""phi"": 0.00024066633686743445, ""r"": 61.87580757141113, ""theta"": 110.40810356140136}",uniform,0.06724189814519904,5,train,H3_stored_logr
model_error,16.689798164367676,full_last,"{""Bcc1"": 2.333043360710144, ""Bcc2"": 0.9141207456588745, ""Bcc3"": 0.8792377293109894, ""press"": 2.762351393699646, ""rho"": 3.182119941711426, ""vel1"": 4.336771035194397, ""vel2"": 1.679392194747925, ""vel3"": 0.6027620792388916}","{""phi"": 1.2764395557951503e-05, ""r"": 5.155900931358337, ""theta"": 11.533884716033935}",volume_proxy,0.011126715634959705,5,train,H3_stored_logr
model_error,125.2185157775879,full_last,"{""Bcc1"": 3.9155137300491334, ""Bcc2"": 18.61120984554291, ""Bcc3"": 56.826335191726685, ""press"": 2.139642035961151, ""rho"": 2.043293845653534, ""vel1"": 5.547677230834961, ""vel2"": 29.008762073516845, ""vel3"": 7.126078987121582}","{""phi"": 0.00024066633686743445, ""r"": 14.810171461105346, ""theta"": 110.40810356140136}",uniform,0.04770185191985189,5,train,H3_stored_r
model_error,11.534902095794678,full_last,"{""Bcc1"": 1.9349669694900513, ""Bcc2"": 0.6195467054843903, ""Bcc3"": 0.5520261347293853, ""press"": 1.9862018942832946, ""rho"": 2.4740887880325317, ""vel1"": 2.5037160158157348, ""vel2"": 1.0779991030693055, ""vel3"": 0.38635637164115905}","{""phi"": 1.2764395557951503e-05, ""r"": 0.0010040764958830551, ""theta"": 11.533884716033935}",volume_proxy,0.008000796492156032,5,train,H3_stored_r
model_error,33.554171562194824,full_last,"{""Bcc1"": 0.5486022472381592, ""Bcc2"": 11.49226417541504, ""Bcc3"": 12.652098947763443, ""press"": 0.15924328714609146, ""rho"": 0.15206606164574624, ""vel1"": 0.48535443246364596, ""vel2"": 7.316803216934204, ""vel3"": 0.7477408945560455}","{""phi"": 0.00022530429232574533, ""r"": 14.810171461105346, ""theta"": 18.74377660751343}",uniform,0.010455264203749015,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
model_error,0.0029929163865745068,full_last,"{""Bcc1"": 0.00024174341233447195, ""Bcc2"": 0.00017396966140950098, ""Bcc3"": 0.0008774954359978438, ""press"": 0.00023237527639139444, ""rho"": 0.00022522897488670425, ""vel1"": 0.00035310339007992296, ""vel2"": 0.0007232105999719352, ""vel3"": 0.00016578959475737064}","{""phi"": 1.3270260644238084e-07, ""r"": 0.0010040764958830551, ""theta"": 0.0019887071335688233}",volume_proxy,1.4802533438921318e-06,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
model_error,0.31130934655666354,full_last,"{""press"": 0.15924329459667205, ""rho"": 0.15206606015563012}","{""phi"": 1.837011860743587e-05, ""r"": 0.08554678857326507, ""theta"": 0.22574418932199478}",uniform,0.00017850496137631862,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
model_error,0.00045760427019558847,full_last,"{""press"": 0.0002323752865777351, ""rho"": 0.00022522897488670425}","{""phi"": 3.8515837089136974e-09, ""r"": 0.0001394185637764167, ""theta"": 0.0003181818436132744}",volume_proxy,2.7782212147655355e-07,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
persistence_error,3249.2848693847654,full_last,"{""Bcc1"": 11.88758019581437, ""Bcc2"": 405.87879676818847, ""Bcc3"": 1425.3904846191406, ""press"": 19.451854664087296, ""rho"": 19.237959039211272, ""vel1"": 102.51550076007842, ""vel2"": 1067.4605621337892, ""vel3"": 197.4621109008789}","{""phi"": 0.010047709410537209, ""r"": 1924.639599609375, ""theta"": 1324.63525390625}",uniform,1.0,5,train,H0_current_upstream
persistence_error,0.79328243881464,full_last,"{""Bcc1"": 0.002902241258743743, ""Bcc2"": 0.09909150311723351, ""Bcc3"": 0.34799572378396987, ""press"": 0.0047489879550994376, ""rho"": 0.00469676734355744, ""vel1"": 0.02502819842775352, ""vel2"": 0.2606104888021946, ""vel3"": 0.04820852316915989}","{""phi"": 2.4530540553069357e-06, ""r"": 0.46988271474838256, ""theta"": 0.32339727878570557}",uniform,0.000244140625,5,train,H1_unit_index
persistence_error,3249.2848693847654,full_last,"{""Bcc1"": 11.88758019581437, ""Bcc2"": 405.87879676818847, ""Bcc3"": 1425.3904846191406, ""press"": 19.451854664087296, ""rho"": 19.237959039211272, ""vel1"": 102.51550076007842, ""vel2"": 1067.4605621337892, ""vel3"": 197.4621109008789}","{""phi"": 0.010047709410537209, ""r"": 1924.639599609375, ""theta"": 1324.63525390625}",uniform,1.0,5,train,H2_normalized_axis
persistence_error,222.67852020263672,full_last,"{""Bcc1"": 0.8056690388359129, ""Bcc2"": 32.304538226127626, ""Bcc3"": 103.44344606399537, ""press"": 1.2492836762219668, ""rho"": 1.104485460370779, ""vel1"": 7.720216691493988, ""vel2"": 62.73871374130249, ""vel3"": 13.312162160873413}","{""phi"": 0.0002545114840302176, ""r"": 83.62386198043824, ""theta"": 139.05440521240234}",uniform,0.06517492652110365,5,train,H3_stored_logr
persistence_error,5.154811573028565,full_last,"{""Bcc1"": 0.01206908083986491, ""Bcc2"": 0.007822933071292937, ""Bcc3"": 0.07416095733642578, ""press"": 0.5904713889583946, ""rho"": 0.14362284857779742, ""vel1"": 3.20473063737154, ""vel2"": 0.9695611150935293, ""vel3"": 0.1523725673556328}","{""phi"": 1.1729074258281896e-05, ""r"": 2.327053615450859, ""theta"": 2.82774612903595}",volume_proxy,0.0020533931569010205,5,train,H3_stored_logr
persistence_error,158.96531600952147,full_last,"{""Bcc1"": 0.6397396003827452, ""Bcc2"": 22.670733201503754, ""Bcc3"": 78.61361842155456, ""press"": 0.748049861099571, ""rho"": 0.6035807827487588, ""vel1"": 5.070024703443051, ""vel2"": 41.14830341339111, ""vel3"": 9.471270179748535}","{""phi"": 0.0002545114840302176, ""r"": 19.910667330026627, ""theta"": 139.05440521240234}",uniform,0.04497997621371462,5,train,H3_stored_r
persistence_error,2.8287466168403625,full_last,"{""Bcc1"": 0.008424239128362387, ""Bcc2"": 0.0034823464971850625, ""Bcc3"": 0.05316509339027107, ""press"": 0.3355142518877983, ""rho"": 0.07951499707996845, ""vel1"": 1.688890372402966, ""vel2"": 0.5692018745467067, ""vel3"": 0.09055336713790893}","{""phi"": 1.1729074258281896e-05, ""r"": 0.0009885934327030555, ""theta"": 2.82774612903595}",volume_proxy,0.0011045255066543616,5,train,H3_stored_r
persistence_error,42.777253007888795,full_last,"{""Bcc1"": 0.03398930984840263, ""Bcc2"": 15.137238544225692, ""Bcc3"": 16.278494429588317, ""press"": 0.008584711271396372, ""rho"": 0.017202770098811014, ""vel1"": 0.05376391976606101, ""vel2"": 10.126535493135453, ""vel3"": 1.1214466273784638}","{""phi"": 4.730896430089615e-05, ""r"": 19.910667330026627, ""theta"": 22.866543292999268}",uniform,0.00974248714676519,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
persistence_error,0.0027278288151137533,full_last,"{""Bcc1"": 1.9707101165522546e-05, ""Bcc2"": 0.00010495850974621135, ""Bcc3"": 0.0012028038836433552, ""press"": 6.698723030922338e-05, ""rho"": 3.668990752885293e-05, ""vel1"": 0.00028705021513815155, ""vel2"": 0.0008575130690587684, ""vel3"": 0.00015211888603516854}","{""phi"": 1.3361261596630138e-07, ""r"": 0.0009885934327030555, ""theta"": 0.0017391018336638808}",volume_proxy,8.447563409494119e-07,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
persistence_error,0.025787484337342903,full_last,"{""press"": 0.008584711120056454, ""rho"": 0.017202773079043256}","{""phi"": 5.4979739605443004e-08, ""r"": 0.014144356828182936, ""theta"": 0.011643072069273331}",uniform,4.200733041867106e-06,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
persistence_error,0.00010367713921368704,full_last,"{""press"": 6.698723030922338e-05, ""rho"": 3.6689908210973957e-05}","{""phi"": 3.0023486477490675e-09, ""r"": 4.51006468210835e-05, ""theta"": 5.857349028701719e-05}",volume_proxy,3.2119206474060204e-08,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
target_field,16085.4337890625,full_last,"{""Bcc1"": 199.50058288574218, ""Bcc2"": 2090.6462158203126, ""Bcc3"": 6180.35166015625, ""press"": 306.6344970703125, ""rho"": 246.8684814453125, ""vel1"": 621.8291625976562, ""vel2"": 4138.273681640625, ""vel3"": 2301.3296875}","{""phi"": 0.008271513525687623, ""r"": 9437.6638671875, ""theta"": 6647.7615234375}",uniform,1.0,5,train,H0_current_upstream
target_field,3.9271078586578367,full_last,"{""Bcc1"": 0.0487061969935894, ""Bcc2"": 0.510411673784256, ""Bcc3"": 1.5088749170303344, ""press"": 0.07486193776130676, ""rho"": 0.0602706253528595, ""vel1"": 0.15181376039981842, ""vel2"": 1.0103207230567932, ""vel3"": 0.5618480682373047}","{""phi"": 2.01941248185733e-06, ""r"": 2.3041171550750734, ""theta"": 1.6229886531829834}",uniform,0.000244140625,5,train,H1_unit_index
target_field,16085.4337890625,full_last,"{""Bcc1"": 199.50058288574218, ""Bcc2"": 2090.6462158203126, ""Bcc3"": 6180.35166015625, ""press"": 306.6344970703125, ""rho"": 246.8684814453125, ""vel1"": 621.8291625976562, ""vel2"": 4138.273681640625, ""vel3"": 2301.3296875}","{""phi"": 0.008271513525687623, ""r"": 9437.6638671875, ""theta"": 6647.7615234375}",uniform,1.0,5,train,H2_normalized_axis
target_field,668.0621704101562,full_last,"{""Bcc1"": 6.9925994873046875, ""Bcc2"": 88.8244026184082, ""Bcc3"": 256.81923522949216, ""press"": 5.658509922027588, ""rho"": 10.806897926330567, ""vel1"": 16.25176067352295, ""vel2"": 221.37118835449218, ""vel3"": 61.33757858276367}","{""phi"": 0.00020951992621860428, ""r"": 174.19514923095704, ""theta"": 493.86680908203124}",uniform,0.039965746414258194,5,train,H3_stored_logr
target_field,60.629757690429685,full_last,"{""Bcc1"": 3.783951473236084, ""Bcc2"": 0.28655019104480745, ""Bcc3"": 1.503965187072754, ""press"": 13.01827335357666, ""rho"": 26.46603469848633, ""vel1"": 12.165851497650147, ""vel2"": 1.2541069984436035, ""vel3"": 2.1510265469551086}","{""phi"": 1.0412765839468239e-05, ""r"": 9.468365383148193, ""theta"": 51.16138458251953}",volume_proxy,0.004360064890830091,5,train,H3_stored_logr
target_field,536.7490600585937,full_last,"{""Bcc1"": 6.621681880950928, ""Bcc2"": 64.71891174316406, ""Bcc3"": 219.38142852783204, ""press"": 4.263548517227173, ""rho"": 8.356455039978027, ""vel1"": 11.452429962158202, ""vel2"": 178.05851135253906, ""vel3"": 43.89610719680786}","{""phi"": 0.00020951992621860428, ""r"": 42.88206148147583, ""theta"": 493.86680908203124}",uniform,0.03241697233745129,5,train,H3_stored_r
target_field,51.16372299194336,full_last,"{""Bcc1"": 3.5527511119842528, ""Bcc2"": 0.15375058203935624, ""Bcc3"": 1.1835818499326707, ""press"": 11.331050682067872, ""rho"": 24.211677169799806, ""vel1"": 8.146154499053955, ""vel2"": 0.7266635745763779, ""vel3"": 1.8580944865942002}","{""phi"": 1.0412765839468239e-05, ""r"": 0.0023299031890928745, ""theta"": 51.16138458251953}",volume_proxy,0.003637042220352655,5,train,H3_stored_r
target_field,162.9403076171875,full_last,"{""Bcc1"": 1.2967687606811524, ""Bcc2"": 40.03727760314941, ""Bcc3"": 47.12792816162109, ""press"": 0.13414124250411988, ""rho"": 0.08810300454497337, ""vel1"": 1.5507059812545776, ""vel2"": 69.60041656494141, ""vel3"": 3.104968082904816}","{""phi"": 3.199649580238883e-05, ""r"": 42.88206148147583, ""theta"": 120.05821380615234}",uniform,0.010067568184393128,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
target_field,0.010091990325599908,full_last,"{""Bcc1"": 0.00042910908814519644, ""Bcc2"": 0.00040134345181286335, ""Bcc3"": 0.0029699895996600388, ""press"": 0.0008295061998069286, ""rho"": 0.0017381237354129552, ""vel1"": 0.0009318112744949758, ""vel2"": 0.0018679648637771606, ""vel3"": 0.0009241426188964397}","{""phi"": 1.1451527500935289e-07, ""r"": 0.0023299031890928745, ""theta"": 0.0077619730494916436}",volume_proxy,6.409840514713459e-07,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
target_field,0.22224425077438353,full_last,"{""press"": 0.134141243994236, ""rho"": 0.08810300379991531}","{""phi"": 3.5828394784331864e-08, ""r"": 0.10178501009941102, ""theta"": 0.12045919895172119}",uniform,1.2740303915793034e-05,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
target_field,0.0025676298420876263,full_last,"{""press"": 0.0008295062347315252, ""rho"": 0.0017381236189976334}","{""phi"": 2.647029830749765e-09, ""r"": 0.0004207759920973331, ""theta"": 0.002146851271390915}",volume_proxy,1.8581225843157867e-07,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
model_error,6137.28544921875,full_last,"{""Bcc1"": 196.603076171875, ""Bcc2"": 1819.7203857421875, ""Bcc3"": 2001.0715270996093, ""press"": 150.13068084716798, ""rho"": 178.5980026245117, ""vel1"": 469.73158874511716, ""vel2"": 971.3607299804687, ""vel3"": 350.0692443847656}","{""phi"": 36.3477424621582, ""r"": 3140.605712890625, ""theta"": 2960.331591796875}",uniform,1.0,5,validation,H0_current_upstream
model_error,1.4983607053756713,full_last,"{""Bcc1"": 0.04799879789352417, ""Bcc2"": 0.44426767230033876, ""Bcc3"": 0.48854285329580305, ""press"": 0.03665299825370312, ""rho"": 0.04360302798449993, ""vel1"": 0.11468056365847587, ""vel2"": 0.23714861571788787, ""vel3"": 0.08546612411737442}","{""phi"": 0.008873960562050342, ""r"": 0.7667494416236877, ""theta"": 0.7227372050285339}",uniform,0.000244140625,5,validation,H1_unit_index
model_error,6137.28544921875,full_last,"{""Bcc1"": 196.603076171875, ""Bcc2"": 1819.7203857421875, ""Bcc3"": 2001.0715270996093, ""press"": 150.13068084716798, ""rho"": 178.5980026245117, ""vel1"": 469.73158874511716, ""vel2"": 971.3607299804687, ""vel3"": 350.0692443847656}","{""phi"": 36.3477424621582, ""r"": 3140.605712890625, ""theta"": 2960.331591796875}",uniform,1.0,5,validation,H2_normalized_axis
model_error,464.3561767578125,full_last,"{""Bcc1"": 13.89947681427002, ""Bcc2"": 149.05665435791016, ""Bcc3"": 146.32369728088378, ""press"": 10.579661464691162, ""rho"": 8.195637512207032, ""vel1"": 43.417266845703125, ""vel2"": 68.71812896728515, ""vel3"": 24.165648460388184}","{""phi"": 0.9206991314888, ""r"": 151.7669563293457, ""theta"": 311.66852111816405}",uniform,0.07433481112751851,5,validation,H3_stored_logr
model_error,34.3033634185791,full_last,"{""Bcc1"": 3.735611152648926, ""Bcc2"": 3.1434214115142822, ""Bcc3"": 5.294990682601929, ""press"": 2.9946722030639648, ""rho"": 3.1005656242370607, ""vel1"": 8.987824106216431, ""vel2"": 4.491567134857178, ""vel3"": 2.554713022708893}","{""phi"": 0.03159646291751415, ""r"": 10.001216316223145, ""theta"": 24.27055206298828}",volume_proxy,0.007647595887561841,5,validation,H3_stored_logr
model_error,366.63523254394534,full_last,"{""Bcc1"": 12.526272964477538, ""Bcc2"": 109.6219596862793, ""Bcc3"": 116.8037181854248, ""press"": 8.99157075881958, ""rho"": 6.65994930267334, ""vel1"": 39.59842720031738, ""vel2"": 54.829454040527345, ""vel3"": 17.60388069152832}","{""phi"": 0.9206991314888, ""r"": 54.046006965637204, ""theta"": 311.66852111816405}",uniform,0.059693484559082174,5,validation,H3_stored_r
model_error,24.30425033569336,full_last,"{""Bcc1"": 2.8508649826049806, ""Bcc2"": 2.148320722579956, ""Bcc3"": 3.287231707572937, ""press"": 2.224335241317749, ""rho"": 2.1761627197265625, ""vel1"": 6.81041419506073, ""vel2"": 3.0218457221984862, ""vel3"": 1.7850751399993896}","{""phi"": 0.03159646291751415, ""r"": 0.0021015567472204566, ""theta"": 24.27055206298828}",volume_proxy,0.005435430722013348,5,validation,H3_stored_r
model_error,187.3706184387207,full_last,"{""Bcc1"": 2.306218135356903, ""Bcc2"": 71.75120620727539, ""Bcc3"": 39.740950751304624, ""press"": 2.9047653436660767, ""rho"": 0.6890486538410187, ""vel1"": 2.915574622154236, ""vel2"": 27.36138916015625, ""vel3"": 39.70146336555481}","{""phi"": 75.20272271633148, ""r"": 54.046006965637204, ""theta"": 58.12188835144043}",uniform,0.03471125457681248,5,validation,H4_spherical_metric_proxy:all_channels_naive_proxy
model_error,0.008261809684336185,full_last,"{""Bcc1"": 0.0005716935265809298, ""Bcc2"": 0.0011840325547382235, ""Bcc3"": 0.0025370401097461583, ""press"": 0.00042945281602442266, ""rho"": 0.00041191786294803023, ""vel1"": 0.0014136091456748545, ""vel2"": 0.0010054487502202392, ""vel3"": 0.000708614953327924}","{""phi"": 0.00023129661203711294, ""r"": 0.0021015567472204566, ""theta"": 0.005928956437855959}",volume_proxy,1.6427095688908658e-06,5,validation,H4_spherical_metric_proxy:all_channels_naive_proxy
model_error,3.593813896179199,full_last,"{""press"": 2.9047652959823607, ""rho"": 0.6890486538410187}","{""phi"": 2.0737978888093496, ""r"": 0.35681644082069397, ""theta"": 1.1631996631622314}",uniform,0.0008331099724439075,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
model_error,0.0008413706556893886,full_last,"{""press"": 0.00042945281602442266, ""rho"": 0.00041191785130649804}","{""phi"": 2.8505840504067237e-05, ""r"": 0.00021178609458729624, ""theta"": 0.000601078721228987}",volume_proxy,1.7805929944884977e-07,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
persistence_error,5115.828503417969,full_last,"{""Bcc1"": 22.135369777679443, ""Bcc2"": 1613.5077026367187, ""Bcc3"": 2187.892904663086, ""press"": 44.149251556396486, ""rho"": 30.66617794036865, ""vel1"": 98.02374420166015, ""vel2"": 701.7695953369141, ""vel3"": 417.6836868286133}","{""phi"": 47.992689514160155, ""r"": 2944.6854736328123, ""theta"": 2123.150262451172}",uniform,1.0,5,validation,H0_current_upstream
persistence_error,1.2489815682172776,full_last,"{""Bcc1"": 0.00540414301212877, ""Bcc2"": 0.39392277896404265, ""Bcc3"": 0.5341535411775112, ""press"": 0.01077862586826086, ""rho"": 0.007486859848722815, ""vel1"": 0.023931578174233435, ""vel2"": 0.1713304676115513, ""vel3"": 0.10197355635464192}","{""phi"": 0.011716965213418007, ""r"": 0.7189173519611358, ""theta"": 0.5183472320437431}",uniform,0.000244140625,5,validation,H1_unit_index
persistence_error,5115.828503417969,full_last,"{""Bcc1"": 22.135369777679443, ""Bcc2"": 1613.5077026367187, ""Bcc3"": 2187.892904663086, ""press"": 44.149251556396486, ""rho"": 30.66617794036865, ""vel1"": 98.02374420166015, ""vel2"": 701.7695953369141, ""vel3"": 417.6836868286133}","{""phi"": 47.992689514160155, ""r"": 2944.6854736328123, ""theta"": 2123.150262451172}",uniform,1.0,5,validation,H2_normalized_axis
persistence_error,390.8299865722656,full_last,"{""Bcc1"": 1.6153930187225343, ""Bcc2"": 148.41742782592775, ""Bcc3"": 149.81377058029176, ""press"": 3.4883546829223633, ""rho"": 1.927818274497986, ""vel1"": 8.322084522247314, ""vel2"": 49.19909038543701, ""vel3"": 28.046055603027344}","{""phi"": 1.2156691014766694, ""r"": 162.17066688537597, ""theta"": 227.44364700317382}",uniform,0.0814120904543574,5,validation,H3_stored_logr
persistence_error,4.781128656864166,full_last,"{""Bcc1"": 0.10898052138509229, ""Bcc2"": 0.1906615486368537, ""Bcc3"": 0.5132211878895759, ""press"": 0.21442907201126218, ""rho"": 0.09143351390957832, ""vel1"": 2.0640734393149613, ""vel2"": 0.40334623456001284, ""vel3"": 1.194983097910881}","{""phi"": 0.03500002869404852, ""r"": 1.7056069552898407, ""theta"": 3.040522015094757}",volume_proxy,0.004515559256331351,5,validation,H3_stored_logr
persistence_error,292.1021270751953,full_last,"{""Bcc1"": 1.2690479040145874, ""Bcc2"": 112.08452224731445, ""Bcc3"": 111.84453773498535, ""press"": 2.6576551675796507, ""rho"": 1.2665661334991456, ""vel1"": 6.759347057342529, ""vel2"": 36.71625070571899, ""vel3"": 19.504193210601805}","{""phi"": 1.2156691014766694, ""r"": 63.44279155731201, ""theta"": 227.44364700317382}",uniform,0.06213571755464409,5,validation,H3_stored_r
persistence_error,3.07696533203125,full_last,"{""Bcc1"": 0.07782585547538474, ""Bcc2"": 0.07977825875859708, ""Bcc3"": 0.29493356198072435, ""press"": 0.1300880167633295, ""rho"": 0.057892301492393015, ""vel1"": 1.438465753570199, ""vel2"": 0.21318024611100556, ""vel3"": 0.7848013132810593}","{""phi"": 0.03500002869404852, ""r"": 0.001443580724298954, ""theta"": 3.040522015094757}",volume_proxy,0.002877912826257892,5,validation,H3_stored_r
persistence_error,220.64785614013672,full_last,"{""Bcc1"": 0.037575891520828006, ""Bcc2"": 90.77579078674316, ""Bcc3"": 41.589691260666584, ""press"": 2.821079543232918, ""rho"": 0.0891893519088626, ""vel1"": 2.2229878902435303, ""vel2"": 27.54385838508606, ""vel3"": 55.567681963648646}","{""phi"": 100.19898537695408, ""r"": 63.44279155731201, ""theta"": 57.00608386993408}",uniform,0.12274695685918402,5,validation,H4_spherical_metric_proxy:all_channels_naive_proxy
persistence_error,0.004206262109801173,full_last,"{""Bcc1"": 6.092427556723123e-05, ""Bcc2"": 0.0007884111313614994, ""Bcc3"": 0.00184790046478156, ""press"": 0.00011054434107791167, ""rho"": 5.223283042141702e-05, ""vel1"": 0.00031234255075105464, ""vel2"": 0.0005058307928266004, ""vel3"": 0.0005280757759464905}","{""phi"": 0.00030946949464123464, ""r"": 0.001443580724298954, ""theta"": 0.0024532119510695337}",volume_proxy,1.551295073983851e-06,5,validation,H4_spherical_metric_proxy:all_channels_naive_proxy
persistence_error,2.91026885509491,full_last,"{""press"": 2.821079447865486, ""rho"": 0.0891893519088626}","{""phi"": 2.2570555989514105, ""r"": 0.2690374583005905, ""theta"": 0.384175731241703}",uniform,0.002276275487649939,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
persistence_error,0.00016277716713375412,full_last,"{""press"": 0.00011054433816752862, ""rho"": 5.223283042141702e-05}","{""phi"": 4.621072102963808e-05, ""r"": 4.453145475054043e-05, ""theta"": 7.20349940820597e-05}",volume_proxy,1.2454359157105276e-07,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
target_field,22876.496484375,full_last,"{""Bcc1"": 602.9452026367187, ""Bcc2"": 4909.2912109375, ""Bcc3"": 9556.38740234375, ""press"": 512.2883544921875, ""rho"": 341.003173828125, ""vel1"": 1433.3236083984375, ""vel2"": 3329.37509765625, ""vel3"": 2191.881982421875}","{""phi"": 28.87641487121582, ""r"": 10875.316015625, ""theta"": 11972.303125}",uniform,1.0,5,validation,H0_current_upstream
