channel,checkpoint_epoch,contribution_fraction,direction,enrichment,envelope_violation_h1_overlap,envelope_violation_voxel_overlap,error_case,gradient_norm_fraction,model_mode,model_state,per_voxel_mean,region,roi_h1_overlap,roi_voxel_overlap,source_snapshot,split,target_clamp_h1_overlap,target_clamp_voxel_overlap,target_snapshot,voxel_fraction
all,0,0.1501309722661972,all,1.2010477781295776,0.894551157951355,0.916015625,persistence_error,0.1499413102865219,shared,shared_initial,398.0095520019531,shell_0,0.9250859022140503,0.603515625,11,train,1.0,1.0,12,0.125
Bcc1,0,9.031186409336808e-15,phi,7.224949127469446e-14,,,persistence_error,,shared,shared_initial,1.9153933994431327e-10,shell_0,,,11,train,,,12,0.125
Bcc2,0,1.777162444982494e-10,phi,1.4217299559859953e-09,,,persistence_error,,shared,shared_initial,3.7691229408665095e-06,shell_0,,,11,train,,,12,0.125
Bcc3,0,2.6842860345512726e-14,phi,2.147428827641018e-13,,,persistence_error,,shared,shared_initial,5.693010507457075e-10,shell_0,,,11,train,,,12,0.125
rho,0,4.430982490644109e-12,phi,3.544785992515287e-11,,,persistence_error,,shared,shared_initial,9.397519562526213e-08,shell_0,,,11,train,,,12,0.125
press,0,1.5561639477024158e-10,phi,1.2449311581619327e-09,,,persistence_error,,shared,shared_initial,3.300414846307831e-06,shell_0,,,11,train,,,12,0.125
vel1,0,1.3852227143118512e-09,phi,1.108178171449481e-08,,,persistence_error,,shared,shared_initial,2.9378716135397553e-05,shell_0,,,11,train,,,12,0.125
vel2,0,1.6219320331245513e-09,phi,1.297545626499641e-08,,,persistence_error,,shared,shared_initial,3.4399003197904676e-05,shell_0,,,11,train,,,12,0.125
vel3,0,2.8210432308304473e-14,phi,2.2568345846643578e-13,,,persistence_error,,shared,shared_initial,5.983054052194348e-10,shell_0,,,11,train,,,12,0.125
Bcc1,0,0.0018831770867109299,theta,0.015065416693687439,,,persistence_error,,shared,shared_initial,39.939659118652344,shell_0,,,11,train,,,12,0.125
Bcc2,0,0.008704998530447483,theta,0.06963998824357986,,,persistence_error,,shared,shared_initial,184.621337890625,shell_0,,,11,train,,,12,0.125
Bcc3,0,0.0661180391907692,theta,0.5289443135261536,,,persistence_error,,shared,shared_initial,1402.27490234375,shell_0,,,11,train,,,12,0.125
rho,0,1.7492613551439717e-05,theta,0.00013994090841151774,,,persistence_error,,shared,shared_initial,0.3709948658943176,shell_0,,,11,train,,,12,0.125
press,0,2.1973097318550572e-05,theta,0.00017578477854840457,,,persistence_error,,shared,shared_initial,0.4660199284553528,shell_0,,,11,train,,,12,0.125
vel1,0,0.00011310761328786612,theta,0.0009048609063029289,,,persistence_error,,shared,shared_initial,2.3988606929779053,shell_0,,,11,train,,,12,0.125
vel2,0,0.026783160865306854,theta,0.21426528692245483,,,persistence_error,,shared,shared_initial,568.034912109375,shell_0,,,11,train,,,12,0.125
vel3,0,1.0576382010185625e-06,theta,8.4611056081485e-06,,,persistence_error,,shared,shared_initial,0.022431086748838425,shell_0,,,11,train,,,12,0.125
Bcc1,0,0.00016494978626724333,r,0.0013195982901379466,,,persistence_error,,shared,shared_initial,3.498363733291626,shell_0,,,11,train,,,12,0.125
Bcc2,0,0.010251374915242195,r,0.08201099932193756,,,persistence_error,,shared,shared_initial,217.41790771484375,shell_0,,,11,train,,,12,0.125
Bcc3,0,0.016932129859924316,r,0.13545703887939453,,,persistence_error,,shared,shared_initial,359.1077575683594,shell_0,,,11,train,,,12,0.125
rho,0,4.062974767293781e-05,r,0.0003250379813835025,,,persistence_error,,shared,shared_initial,0.8617024421691895,shell_0,,,11,train,,,12,0.125
press,0,4.5869404857512563e-05,r,0.0003669552388601005,,,persistence_error,,shared,shared_initial,0.9728285074234009,shell_0,,,11,train,,,12,0.125
vel1,0,0.0002911983465310186,r,0.002329586772248149,,,persistence_error,,shared,shared_initial,6.175926208496094,shell_0,,,11,train,,,12,0.125
vel2,0,0.018753955140709877,r,0.15003164112567902,,,persistence_error,,shared,shared_initial,397.7462158203125,shell_0,,,11,train,,,12,0.125
vel3,0,7.851178452256136e-06,r,6.280942761804909e-05,,,persistence_error,,shared,shared_initial,0.16651295125484467,shell_0,,,11,train,,,12,0.125
all,0,0.30099013447761536,all,2.407921075820923,1.0,1.0,persistence_error,0.2843731939792633,shared,shared_initial,797.9495849609375,shell_1,0.10070964694023132,0.05078125,11,train,0.17810969054698944,0.326171875,12,0.125
Bcc1,0,8.430062320323922e-17,phi,6.744049856259138e-16,,,persistence_error,,shared,shared_initial,1.787903158856352e-12,shell_1,,,11,train,,,12,0.125
Bcc2,0,2.7977728640771193e-13,phi,2.2382182912616955e-12,,,persistence_error,,shared,shared_initial,5.933701086036081e-09,shell_1,,,11,train,,,12,0.125
Bcc3,0,5.529920241203112e-15,phi,4.4239361929624896e-14,,,persistence_error,,shared,shared_initial,1.1728218396456214e-10,shell_1,,,11,train,,,12,0.125
rho,0,1.7458262250307389e-16,phi,1.396660980024591e-15,,,persistence_error,,shared,shared_initial,3.702663176063936e-12,shell_1,,,11,train,,,12,0.125
press,0,7.253403166453381e-15,phi,5.802722533162705e-14,,,persistence_error,,shared,shared_initial,1.5383494478271587e-10,shell_1,,,11,train,,,12,0.125
vel1,0,5.26754475541763e-14,phi,4.214035804334104e-13,,,persistence_error,,shared,shared_initial,1.1171755742722667e-09,shell_1,,,11,train,,,12,0.125
vel2,0,5.561285481604783e-13,phi,4.449028385283826e-12,,,persistence_error,,shared,shared_initial,1.1794740295556494e-08,shell_1,,,11,train,,,12,0.125
vel3,0,2.4498691581788766e-15,phi,1.9598953265431013e-14,,,persistence_error,,shared,shared_initial,5.1958437552457326e-11,shell_1,,,11,train,,,12,0.125
Bcc1,0,0.001378290238790214,theta,0.011026321910321712,,,persistence_error,,shared,shared_initial,29.231687545776367,shell_1,,,11,train,,,12,0.125
Bcc2,0,0.015461347065865993,theta,0.12369077652692795,,,persistence_error,,shared,shared_initial,327.9144287109375,shell_1,,,11,train,,,12,0.125
Bcc3,0,0.07947434484958649,theta,0.6357947587966919,,,persistence_error,,shared,shared_initial,1685.544189453125,shell_1,,,11,train,,,12,0.125
rho,0,2.6231718948110938e-05,theta,0.0002098537515848875,,,persistence_error,,shared,shared_initial,0.5563395619392395,shell_1,,,11,train,,,12,0.125
press,0,1.5477775377803482e-05,theta,0.00012382220302242786,,,persistence_error,,shared,shared_initial,0.3282628655433655,shell_1,,,11,train,,,12,0.125
vel1,0,0.0005297308671288192,theta,0.004237846937030554,,,persistence_error,,shared,shared_initial,11.234880447387695,shell_1,,,11,train,,,12,0.125
vel2,0,0.03732869029045105,theta,0.2986295223236084,,,persistence_error,,shared,shared_initial,791.69140625,shell_1,,,11,train,,,12,0.125
vel3,0,0.004251550883054733,theta,0.034012407064437866,,,persistence_error,,shared,shared_initial,90.16968536376953,shell_1,,,11,train,,,12,0.125
Bcc1,0,0.0002739323826972395,r,0.002191459061577916,,,persistence_error,,shared,shared_initial,5.8097381591796875,shell_1,,,11,train,,,12,0.125
Bcc2,0,0.02809433452785015,r,0.2247546762228012,,,persistence_error,,shared,shared_initial,595.8431396484375,shell_1,,,11,train,,,12,0.125
Bcc3,0,0.03416283428668976,r,0.27330267429351807,,,persistence_error,,shared,shared_initial,724.5479125976562,shell_1,,,11,train,,,12,0.125
rho,0,2.512575338187162e-05,r,0.00020100602705497295,,,persistence_error,,shared,shared_initial,0.5328835248947144,shell_1,,,11,train,,,12,0.125
press,0,1.3395396308624186e-05,r,0.00010716317046899348,,,persistence_error,,shared,shared_initial,0.28409838676452637,shell_1,,,11,train,,,12,0.125
vel1,0,0.0005065120640210807,r,0.004052096512168646,,,persistence_error,,shared,shared_initial,10.742441177368164,shell_1,,,11,train,,,12,0.125
vel2,0,0.09215500205755234,r,0.7372400164604187,,,persistence_error,,shared,shared_initial,1954.48388671875,shell_1,,,11,train,,,12,0.125
vel3,0,0.007293325383216143,r,0.05834660306572914,,,persistence_error,,shared,shared_initial,154.681640625,shell_1,,,11,train,,,12,0.125
all,0,0.15885668992996216,all,1.2708535194396973,1.0,1.0,persistence_error,0.14536786079406738,shared,shared_initial,421.14215087890625,shell_2,0.0847952663898468,0.046875,11,train,0.0,0.0,12,0.125
Bcc1,0,5.653544257313249e-19,phi,4.5228354058505995e-18,,,persistence_error,,shared,shared_initial,1.199040866595169e-14,shell_2,,,11,train,,,12,0.125
Bcc2,0,4.57675327156446e-17,phi,3.661402617251568e-16,,,persistence_error,,shared,shared_initial,9.706679904297744e-13,shell_2,,,11,train,,,12,0.125
Bcc3,0,8.21648428616273e-16,phi,6.573187428930184e-15,,,persistence_error,,shared,shared_initial,1.7426060594516457e-11,shell_2,,,11,train,,,12,0.125
rho,0,2.75152247435691e-19,phi,2.201217979485528e-18,,,persistence_error,,shared,shared_initial,5.835609773185979e-15,shell_2,,,11,train,,,12,0.125
press,0,1.7693498768037362e-18,phi,1.415479901442989e-17,,,persistence_error,,shared,shared_initial,3.752553823233029e-14,shell_2,,,11,train,,,12,0.125
vel1,0,6.286132595317132e-18,phi,5.028906076253706e-17,,,persistence_error,,shared,shared_initial,1.3332043802272153e-13,shell_2,,,11,train,,,12,0.125
vel2,0,1.413647828735082e-16,phi,1.1309182629880656e-15,,,persistence_error,,shared,shared_initial,2.9981572780002352e-12,shell_2,,,11,train,,,12,0.125
vel3,0,1.8815832395118398e-16,phi,1.5052665916094718e-15,,,persistence_error,,shared,shared_initial,3.990585639712663e-12,shell_2,,,11,train,,,12,0.125
Bcc1,0,0.0005437369691208005,theta,0.004349895752966404,,,persistence_error,,shared,shared_initial,11.531930923461914,shell_2,,,11,train,,,12,0.125
Bcc2,0,0.0036516229156404734,theta,0.029212983325123787,,,persistence_error,,shared,shared_initial,77.4460220336914,shell_2,,,11,train,,,12,0.125
Bcc3,0,0.021213816478848457,theta,0.16971053183078766,,,persistence_error,,shared,shared_initial,449.91656494140625,shell_2,,,11,train,,,12,0.125
rho,0,5.480974323290866e-06,theta,4.384779458632693e-05,,,persistence_error,,shared,shared_initial,0.1162441149353981,shell_2,,,11,train,,,12,0.125
press,0,1.2603790310095064e-05,theta,0.00010083032248076051,,,persistence_error,,shared,shared_initial,0.2673094868659973,shell_2,,,11,train,,,12,0.125
vel1,0,0.0008863669936545193,theta,0.0070909359492361546,,,persistence_error,,shared,shared_initial,18.798654556274414,shell_2,,,11,train,,,12,0.125
vel2,0,0.029686111956834793,theta,0.23748889565467834,,,persistence_error,,shared,shared_initial,629.6026000976562,shell_2,,,11,train,,,12,0.125
vel3,0,0.008327795192599297,theta,0.06662236154079437,,,persistence_error,,shared,shared_initial,176.62136840820312,shell_2,,,11,train,,,12,0.125
Bcc1,0,0.00020725859212689102,r,0.0016580687370151281,,,persistence_error,,shared,shared_initial,4.395676612854004,shell_2,,,11,train,,,12,0.125
Bcc2,0,0.004626045003533363,r,0.03700836002826691,,,persistence_error,,shared,shared_initial,98.1122055053711,shell_2,,,11,train,,,12,0.125
Bcc3,0,0.02092832513153553,r,0.16742660105228424,,,persistence_error,,shared,shared_initial,443.8616943359375,shell_2,,,11,train,,,12,0.125
rho,0,1.426129529136233e-05,r,0.00011409036233089864,,,persistence_error,,shared,shared_initial,0.30246293544769287,shell_2,,,11,train,,,12,0.125
press,0,1.996929495362565e-05,r,0.0001597543596290052,,,persistence_error,,shared,shared_initial,0.4235219657421112,shell_2,,,11,train,,,12,0.125
vel1,0,0.0007239690748974681,r,0.005791752599179745,,,persistence_error,,shared,shared_initial,15.354412078857422,shell_2,,,11,train,,,12,0.125
vel2,0,0.05330629274249077,r,0.42645034193992615,,,persistence_error,,shared,shared_initial,1130.554931640625,shell_2,,,11,train,,,12,0.125
vel3,0,0.014703033491969109,r,0.11762426793575287,,,persistence_error,,shared,shared_initial,311.83160400390625,shell_2,,,11,train,,,12,0.125
all,0,0.05772177129983902,all,0.46177417039871216,1.0,1.0,persistence_error,0.057441722601652145,shared,shared_initial,153.02516174316406,shell_3,0.11928690969944,0.146484375,11,train,0.0,0.0,12,0.125
Bcc1,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_3,,,11,train,,,12,0.125
Bcc2,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_3,,,11,train,,,12,0.125
Bcc3,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_3,,,11,train,,,12,0.125
rho,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_3,,,11,train,,,12,0.125
press,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_3,,,11,train,,,12,0.125
vel1,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_3,,,11,train,,,12,0.125
vel2,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_3,,,11,train,,,12,0.125
vel3,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_3,,,11,train,,,12,0.125
Bcc1,0,0.00022748192714061588,theta,0.001819855417124927,,,persistence_error,,shared,shared_initial,4.824586391448975,shell_3,,,11,train,,,12,0.125
Bcc2,0,0.0002827949356287718,theta,0.0022623594850301743,,,persistence_error,,shared,shared_initial,5.997701168060303,shell_3,,,11,train,,,12,0.125
Bcc3,0,0.0006885023321956396,theta,0.005508018657565117,,,persistence_error,,shared,shared_initial,14.602210998535156,shell_3,,,11,train,,,12,0.125
rho,0,1.3359893273445778e-05,theta,0.00010687914618756622,,,persistence_error,,shared,shared_initial,0.28334540128707886,shell_3,,,11,train,,,12,0.125
press,0,3.879025825881399e-05,theta,0.00031032206607051194,,,persistence_error,,shared,shared_initial,0.8226893544197083,shell_3,,,11,train,,,12,0.125
vel1,0,0.001118062762543559,theta,0.008944502100348473,,,persistence_error,,shared,shared_initial,23.71261215209961,shell_3,,,11,train,,,12,0.125
vel2,0,0.01566307246685028,theta,0.12530457973480225,,,persistence_error,,shared,shared_initial,332.1927490234375,shell_3,,,11,train,,,12,0.125
vel3,0,0.0014993371441960335,theta,0.011994697153568268,,,persistence_error,,shared,shared_initial,31.79892921447754,shell_3,,,11,train,,,12,0.125
Bcc1,0,0.00018565863138064742,r,0.0014852690510451794,,,persistence_error,,shared,shared_initial,3.937570571899414,shell_3,,,11,train,,,12,0.125
Bcc2,0,0.0004125084960833192,r,0.0033000679686665535,,,persistence_error,,shared,shared_initial,8.748751640319824,shell_3,,,11,train,,,12,0.125
Bcc3,0,0.0005169910728000104,r,0.0041359285824000835,,,persistence_error,,shared,shared_initial,10.964686393737793,shell_3,,,11,train,,,12,0.125
rho,0,7.475154416169971e-05,r,0.0005980123532935977,,,persistence_error,,shared,shared_initial,1.585379958152771,shell_3,,,11,train,,,12,0.125
press,0,0.00017695667338557541,r,0.0014156533870846033,,,persistence_error,,shared,shared_initial,3.7530136108398438,shell_3,,,11,train,,,12,0.125
vel1,0,0.0026716850697994232,r,0.021373480558395386,,,persistence_error,,shared,shared_initial,56.66285705566406,shell_3,,,11,train,,,12,0.125
vel2,0,0.03274943307042122,r,0.26199546456336975,,,persistence_error,,shared,shared_initial,694.571533203125,shell_3,,,11,train,,,12,0.125
vel3,0,0.0014023748226463795,r,0.011218998581171036,,,persistence_error,,shared,shared_initial,29.742488861083984,shell_3,,,11,train,,,12,0.125
all,0,0.10928899794816971,all,0.8743119835853577,1.0,1.0,persistence_error,0.10812234878540039,shared,shared_initial,289.734130859375,shell_4,0.052603382617235184,0.083984375,11,train,0.0,0.0,12,0.125
Bcc1,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_4,,,11,train,,,12,0.125
Bcc2,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_4,,,11,train,,,12,0.125
Bcc3,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_4,,,11,train,,,12,0.125
rho,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_4,,,11,train,,,12,0.125
press,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_4,,,11,train,,,12,0.125
vel1,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_4,,,11,train,,,12,0.125
vel2,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_4,,,11,train,,,12,0.125
vel3,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_4,,,11,train,,,12,0.125
Bcc1,0,9.141588816419244e-05,theta,0.0007313271053135395,,,persistence_error,,shared,shared_initial,1.9388083219528198,shell_4,,,11,train,,,12,0.125
Bcc2,0,7.722831651335582e-05,theta,0.0006178265321068466,,,persistence_error,,shared,shared_initial,1.637908935546875,shell_4,,,11,train,,,12,0.125
Bcc3,0,0.00012634256563615054,theta,0.0010107405250892043,,,persistence_error,,shared,shared_initial,2.679556369781494,shell_4,,,11,train,,,12,0.125
rho,0,0.0001850856060627848,theta,0.0014806848485022783,,,persistence_error,,shared,shared_initial,3.925417423248291,shell_4,,,11,train,,,12,0.125
press,0,0.00044388402602635324,theta,0.003551072208210826,,,persistence_error,,shared,shared_initial,9.4141845703125,shell_4,,,11,train,,,12,0.125
vel1,0,0.002368512097746134,theta,0.01894809678196907,,,persistence_error,,shared,shared_initial,50.23296356201172,shell_4,,,11,train,,,12,0.125
vel2,0,0.05612451583147049,theta,0.4489961266517639,,,persistence_error,,shared,shared_initial,1190.32568359375,shell_4,,,11,train,,,12,0.125
vel3,0,0.0010834186105057597,theta,0.008667348884046078,,,persistence_error,,shared,shared_initial,22.977853775024414,shell_4,,,11,train,,,12,0.125
Bcc1,0,4.7529254516121e-05,r,0.000380234036128968,,,persistence_error,,shared,shared_initial,1.0080317258834839,shell_4,,,11,train,,,12,0.125
Bcc2,0,0.0004383624764159322,r,0.0035068998113274574,,,persistence_error,,shared,shared_initial,9.297080039978027,shell_4,,,11,train,,,12,0.125
Bcc3,0,0.00010405170905869454,r,0.0008324136724695563,,,persistence_error,,shared,shared_initial,2.2067971229553223,shell_4,,,11,train,,,12,0.125
rho,0,0.00027635597507469356,r,0.0022108478005975485,,,persistence_error,,shared,shared_initial,5.861139297485352,shell_4,,,11,train,,,12,0.125
press,0,0.0005411257734522223,r,0.004329006187617779,,,persistence_error,,shared,shared_initial,11.476551055908203,shell_4,,,11,train,,,12,0.125
vel1,0,0.005105462856590748,r,0.04084370285272598,,,persistence_error,,shared,shared_initial,108.28001403808594,shell_4,,,11,train,,,12,0.125
vel2,0,0.0415429025888443,r,0.3323432207107544,,,persistence_error,,shared,shared_initial,881.0692138671875,shell_4,,,11,train,,,12,0.125
vel3,0,0.0007328099454753101,r,0.005862479563802481,,,persistence_error,,shared,shared_initial,15.541915893554688,shell_4,,,11,train,,,12,0.125
all,0,0.046364687383174896,all,0.37091749906539917,0.9280990362167358,0.83984375,persistence_error,0.042313102632761,shared,shared_initial,122.9166030883789,shell_5,0.1563124656677246,0.2890625,11,train,0.0,0.0,12,0.125
Bcc1,0,1.0469526462268504e-20,phi,8.375621169814803e-20,,,persistence_error,,shared,shared_initial,2.220446049250313e-16,shell_5,,,11,train,,,12,0.125
Bcc2,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_5,,,11,train,,,12,0.125
Bcc3,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_5,,,11,train,,,12,0.125
rho,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_5,,,11,train,,,12,0.125
press,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_5,,,11,train,,,12,0.125
vel1,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_5,,,11,train,,,12,0.125
vel2,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_5,,,11,train,,,12,0.125
vel3,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_5,,,11,train,,,12,0.125
Bcc1,0,0.00013067055260762572,theta,0.0010453644208610058,,,persistence_error,,shared,shared_initial,2.7713470458984375,shell_5,,,11,train,,,12,0.125
Bcc2,0,0.00012319767847657204,theta,0.0009855814278125763,,,persistence_error,,shared,shared_initial,2.6128573417663574,shell_5,,,11,train,,,12,0.125
Bcc3,0,9.282882092520595e-05,theta,0.0007426305674016476,,,persistence_error,,shared,shared_initial,1.9687747955322266,shell_5,,,11,train,,,12,0.125
rho,0,0.0003293980553280562,theta,0.0026351844426244497,,,persistence_error,,shared,shared_initial,6.986090660095215,shell_5,,,11,train,,,12,0.125
press,0,0.0008350953576155007,theta,0.0066807628609240055,,,persistence_error,,shared,shared_initial,17.711252212524414,shell_5,,,11,train,,,12,0.125
vel1,0,0.001815442810766399,theta,0.014523542486131191,,,persistence_error,,shared,shared_initial,38.50310516357422,shell_5,,,11,train,,,12,0.125
vel2,0,0.012317541055381298,theta,0.09854032844305038,,,persistence_error,,shared,shared_initial,261.238525390625,shell_5,,,11,train,,,12,0.125
vel3,0,0.0006801799172535539,theta,0.005441439338028431,,,persistence_error,,shared,shared_initial,14.425703048706055,shell_5,,,11,train,,,12,0.125
Bcc1,0,0.00013886316446587443,r,0.0011109053157269955,,,persistence_error,,shared,shared_initial,2.945101261138916,shell_5,,,11,train,,,12,0.125
Bcc2,0,0.000552964920643717,r,0.004423719365149736,,,persistence_error,,shared,shared_initial,11.727643966674805,shell_5,,,11,train,,,12,0.125
Bcc3,0,0.0001678209227975458,r,0.0013425673823803663,,,persistence_error,,shared,shared_initial,3.5592565536499023,shell_5,,,11,train,,,12,0.125
rho,0,0.0006415448151528835,r,0.005132358521223068,,,persistence_error,,shared,shared_initial,13.606304168701172,shell_5,,,11,train,,,12,0.125
press,0,0.0014817005721852183,r,0.011853604577481747,,,persistence_error,,shared,shared_initial,31.424880981445312,shell_5,,,11,train,,,12,0.125
vel1,0,0.0043080709874629974,r,0.03446456789970398,,,persistence_error,,shared,shared_initial,91.368408203125,shell_5,,,11,train,,,12,0.125
vel2,0,0.02218407392501831,r,0.17747259140014648,,,persistence_error,,shared,shared_initial,470.49444580078125,shell_5,,,11,train,,,12,0.125
vel3,0,0.000565290276426822,r,0.004522322211414576,,,persistence_error,,shared,shared_initial,11.98904800415039,shell_5,,,11,train,,,12,0.125
all,0,0.17608563601970673,all,1.4086850881576538,0.9304358959197998,0.69921875,persistence_error,0.21154627203941345,shared,shared_initial,466.8175048828125,shell_6,0.7982764840126038,0.379302978515625,11,train,0.0,0.0,12,0.125
Bcc1,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_6,,,11,train,,,12,0.125
Bcc2,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_6,,,11,train,,,12,0.125
Bcc3,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_6,,,11,train,,,12,0.125
rho,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_6,,,11,train,,,12,0.125
press,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_6,,,11,train,,,12,0.125
vel1,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_6,,,11,train,,,12,0.125
vel2,0,1.8140900841177934e-21,phi,1.4512720672942347e-20,,,persistence_error,,shared,shared_initial,3.847441691238501e-17,shell_6,,,11,train,,,12,0.125
vel3,0,7.328668362029239e-20,phi,5.862934689623391e-19,,,persistence_error,,shared,shared_initial,1.5543122344752192e-15,shell_6,,,11,train,,,12,0.125
Bcc1,0,0.00013915686577092856,theta,0.0011132549261674285,,,persistence_error,,shared,shared_initial,2.9513304233551025,shell_6,,,11,train,,,12,0.125
Bcc2,0,5.1113380322931334e-05,theta,0.0004089070425834507,,,persistence_error,,shared,shared_initial,1.0840462446212769,shell_6,,,11,train,,,12,0.125
Bcc3,0,0.00019380704907234758,theta,0.0015504563925787807,,,persistence_error,,shared,shared_initial,4.110387325286865,shell_6,,,11,train,,,12,0.125
rho,0,0.0010454942239448428,theta,0.008363953791558743,,,persistence_error,,shared,shared_initial,22.17353057861328,shell_6,,,11,train,,,12,0.125
press,0,0.0038233930245041847,theta,0.030587144196033478,,,persistence_error,,shared,shared_initial,81.08903503417969,shell_6,,,11,train,,,12,0.125
vel1,0,0.03093802183866501,theta,0.24750417470932007,,,persistence_error,,shared,shared_initial,656.1539306640625,shell_6,,,11,train,,,12,0.125
vel2,0,0.011681785807013512,theta,0.0934542864561081,,,persistence_error,,shared,shared_initial,247.7550048828125,shell_6,,,11,train,,,12,0.125
vel3,0,0.00021528360957745463,theta,0.001722268876619637,,,persistence_error,,shared,shared_initial,4.565876483917236,shell_6,,,11,train,,,12,0.125
Bcc1,0,0.00021687544358428568,r,0.0017350035486742854,,,persistence_error,,shared,shared_initial,4.599637031555176,shell_6,,,11,train,,,12,0.125
Bcc2,0,0.00012642117508221418,r,0.0010113694006577134,,,persistence_error,,shared,shared_initial,2.6812233924865723,shell_6,,,11,train,,,12,0.125
Bcc3,0,0.0003814434166997671,r,0.003051547333598137,,,persistence_error,,shared,shared_initial,8.089902877807617,shell_6,,,11,train,,,12,0.125
rho,0,0.003350690007209778,r,0.026805520057678223,,,persistence_error,,shared,shared_initial,71.06363677978516,shell_6,,,11,train,,,12,0.125
press,0,0.010810335166752338,r,0.08648268133401871,,,persistence_error,,shared,shared_initial,229.272705078125,shell_6,,,11,train,,,12,0.125
vel1,0,0.07998817414045334,r,0.6399053931236267,,,persistence_error,,shared,shared_initial,1696.44189453125,shell_6,,,11,train,,,12,0.125
vel2,0,0.03185882046818733,r,0.25487056374549866,,,persistence_error,,shared,shared_initial,675.682861328125,shell_6,,,11,train,,,12,0.125
vel3,0,0.0012648145202547312,r,0.01011851616203785,,,persistence_error,,shared,shared_initial,26.82501983642578,shell_6,,,11,train,,,12,0.125
all,0,0.0005611341912299395,all,0.004489073529839516,0.5691092610359192,0.71875,persistence_error,0.0008942769491113722,shared,shared_initial,1.4876129627227783,shell_7,0.0,0.0,11,train,0.0,0.0,12,0.125
Bcc1,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_7,,,11,train,,,12,0.125
Bcc2,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_7,,,11,train,,,12,0.125
Bcc3,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_7,,,11,train,,,12,0.125
rho,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_7,,,11,train,,,12,0.125
press,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_7,,,11,train,,,12,0.125
vel1,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_7,,,11,train,,,12,0.125
vel2,0,4.362661129970918e-24,phi,3.4901289039767346e-23,,,persistence_error,,shared,shared_initial,9.252618734758837e-20,shell_7,,,11,train,,,12,0.125
vel3,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,shell_7,,,11,train,,,12,0.125
Bcc1,0,9.241705356544117e-08,theta,7.393364285235293e-07,,,persistence_error,,shared,shared_initial,0.0019600416999310255,shell_7,,,11,train,,,12,0.125
Bcc2,0,7.281058533870066e-10,theta,5.824846827096053e-09,,,persistence_error,,shared,shared_initial,1.5442148651345633e-05,shell_7,,,11,train,,,12,0.125
Bcc3,0,2.3444203023359478e-08,theta,1.8755362418687582e-07,,,persistence_error,,shared,shared_initial,0.0004972200840711594,shell_7,,,11,train,,,12,0.125
rho,0,7.467524483217858e-07,theta,5.974019586574286e-06,,,persistence_error,,shared,shared_initial,0.015837617218494415,shell_7,,,11,train,,,12,0.125
press,0,9.495172292872667e-08,theta,7.596137834298133e-07,,,persistence_error,,shared,shared_initial,0.0020137985702604055,shell_7,,,11,train,,,12,0.125
