channel,checkpoint_epoch,contribution_fraction,direction,enrichment,envelope_violation_h1_overlap,envelope_violation_voxel_overlap,error_case,gradient_norm_fraction,model_mode,model_state,per_voxel_mean,region,roi_h1_overlap,roi_voxel_overlap,source_snapshot,split,target_clamp_h1_overlap,target_clamp_voxel_overlap,target_snapshot,voxel_fraction
vel1,28,5.805973705719225e-05,r,0.000464477896457538,,,persistence_error,,full,full_best,7.505271911621094,shell_3,,,91,validation,,,92,0.125
vel2,28,0.00032236194238066673,r,0.002578895539045334,,,persistence_error,,full,full_best,41.67111587524414,shell_3,,,91,validation,,,92,0.125
vel3,28,0.0001909354468807578,r,0.0015274835750460625,,,persistence_error,,full,full_best,24.681861877441406,shell_3,,,91,validation,,,92,0.125
all,28,0.0024519304279237986,all,0.01961544342339039,0.5262247920036316,0.7421875,persistence_error,0.0013705710880458355,full,full_best,39.61954879760742,shell_4,0.24417757987976074,0.173828125,91,validation,0.03254808858036995,0.142578125,92,0.125
Bcc1,28,4.4395712564985015e-16,phi,3.551657005198801e-15,,,persistence_error,,full,full_best,5.7389495933257706e-11,shell_4,,,91,validation,,,92,0.125
Bcc2,28,6.212261174226574e-12,phi,4.9698089393812594e-11,,,persistence_error,,full,full_best,8.030472145037493e-07,shell_4,,,91,validation,,,92,0.125
Bcc3,28,1.637863976389209e-11,phi,1.310291181111367e-10,,,persistence_error,,full,full_best,2.1172356809984194e-06,shell_4,,,91,validation,,,92,0.125
rho,28,9.06841469321476e-14,phi,7.254731754571808e-13,,,persistence_error,,full,full_best,1.1722567805350081e-08,shell_4,,,91,validation,,,92,0.125
press,28,1.738283345389946e-12,phi,1.3906266763119568e-11,,,persistence_error,,full,full_best,2.2470459271062282e-07,shell_4,,,91,validation,,,92,0.125
vel1,28,1.2594461931692003e-11,phi,1.0075569545353602e-10,,,persistence_error,,full,full_best,1.6280621366604464e-06,shell_4,,,91,validation,,,92,0.125
vel2,28,3.023575834149028e-11,phi,2.4188606673192226e-10,,,persistence_error,,full,full_best,3.908518920070492e-06,shell_4,,,91,validation,,,92,0.125
vel3,28,8.029048780000547e-12,phi,6.423239024000438e-11,,,persistence_error,,full,full_best,1.0378998922533356e-06,shell_4,,,91,validation,,,92,0.125
Bcc1,28,4.596003236656543e-06,theta,3.676802589325234e-05,,,persistence_error,,full,full_best,0.5941166281700134,shell_4,,,91,validation,,,92,0.125
Bcc2,28,8.301754860440269e-06,theta,6.641403888352215e-05,,,persistence_error,,full,full_best,1.0731520652770996,shell_4,,,91,validation,,,92,0.125
Bcc3,28,0.0014429496368393302,theta,0.011543597094714642,,,persistence_error,,full,full_best,186.52735900878906,shell_4,,,91,validation,,,92,0.125
rho,28,0.0001260470162378624,theta,0.0010083761299028993,,,persistence_error,,full,full_best,16.29385757446289,shell_4,,,91,validation,,,92,0.125
press,28,4.427400926942937e-05,theta,0.00035419207415543497,,,persistence_error,,full,full_best,5.723217010498047,shell_4,,,91,validation,,,92,0.125
vel1,28,0.00013345919433049858,theta,0.0010676735546439886,,,persistence_error,,full,full_best,17.252016067504883,shell_4,,,91,validation,,,92,0.125
vel2,28,1.7691058019408956e-05,theta,0.00014152846415527165,,,persistence_error,,full,full_best,2.2868895530700684,shell_4,,,91,validation,,,92,0.125
vel3,28,0.00024829880567267537,theta,0.001986390445381403,,,persistence_error,,full,full_best,32.09711456298828,shell_4,,,91,validation,,,92,0.125
Bcc1,28,5.159060378900904e-07,r,4.127248303120723e-06,,,persistence_error,,full,full_best,0.06669019162654877,shell_4,,,91,validation,,,92,0.125
Bcc2,28,4.161719334661029e-05,r,0.00033293754677288234,,,persistence_error,,full,full_best,5.379775524139404,shell_4,,,91,validation,,,92,0.125
Bcc3,28,0.0002606991329230368,r,0.0020855930633842945,,,persistence_error,,full,full_best,33.70008087158203,shell_4,,,91,validation,,,92,0.125
rho,28,1.5151497791521251e-05,r,0.00012121198233217001,,,persistence_error,,full,full_best,1.958605408668518,shell_4,,,91,validation,,,92,0.125
press,28,9.582600796420593e-06,r,7.666080637136474e-05,,,persistence_error,,full,full_best,1.2387245893478394,shell_4,,,91,validation,,,92,0.125
vel1,28,1.580283060320653e-05,r,0.00012642264482565224,,,persistence_error,,full,full_best,2.042801856994629,shell_4,,,91,validation,,,92,0.125
vel2,28,4.446215825737454e-05,r,0.0003556972660589963,,,persistence_error,,full,full_best,5.7475385665893555,shell_4,,,91,validation,,,92,0.125
vel3,28,3.848151391139254e-05,r,0.0003078521112911403,,,persistence_error,,full,full_best,4.974432468414307,shell_4,,,91,validation,,,92,0.125
all,28,0.0002676658914424479,all,0.002141327131539583,0.927912175655365,0.53515625,persistence_error,0.00011779143824242055,full,full_best,4.325082778930664,shell_5,0.6158910393714905,0.177734375,91,validation,0.0005189682706259191,0.0078125,92,0.125
Bcc1,28,3.4812857196991507e-15,phi,2.7850285757593206e-14,,,persistence_error,,full,full_best,4.5001918858034173e-10,shell_5,,,91,validation,,,92,0.125
Bcc2,28,2.3786151000237954e-12,phi,1.9028920800190363e-11,,,persistence_error,,full,full_best,3.074790697610297e-07,shell_5,,,91,validation,,,92,0.125
Bcc3,28,1.7431124252342833e-11,phi,1.3944899401874267e-10,,,persistence_error,,full,full_best,2.2532883576786844e-06,shell_5,,,91,validation,,,92,0.125
rho,28,3.6864088170940335e-13,phi,2.9491270536752268e-12,,,persistence_error,,full,full_best,4.7653507806444395e-08,shell_5,,,91,validation,,,92,0.125
press,28,1.6865569704704875e-11,phi,1.34924557637639e-10,,,persistence_error,,full,full_best,2.1801802176923957e-06,shell_5,,,91,validation,,,92,0.125
vel1,28,2.207571452028656e-11,phi,1.7660571616229248e-10,,,persistence_error,,full,full_best,2.853685600712197e-06,shell_5,,,91,validation,,,92,0.125
vel2,28,9.067625122982648e-11,phi,7.254100098386118e-10,,,persistence_error,,full,full_best,1.1721546798071358e-05,shell_5,,,91,validation,,,92,0.125
vel3,28,2.008831122279897e-11,phi,1.6070648978239177e-10,,,persistence_error,,full,full_best,2.5967779038182925e-06,shell_5,,,91,validation,,,92,0.125
Bcc1,28,2.3842881091695745e-07,theta,1.9074304873356596e-06,,,persistence_error,,full,full_best,0.030821241438388824,shell_5,,,91,validation,,,92,0.125
Bcc2,28,2.140359640634415e-07,theta,1.712287712507532e-06,,,persistence_error,,full,full_best,0.027668023481965065,shell_5,,,91,validation,,,92,0.125
Bcc3,28,8.215236448450014e-05,theta,0.0006572189158760011,,,persistence_error,,full,full_best,10.619680404663086,shell_5,,,91,validation,,,92,0.125
rho,28,9.476213563175406e-06,theta,7.580970850540325e-05,,,persistence_error,,full,full_best,1.224972128868103,shell_5,,,91,validation,,,92,0.125
press,28,2.115176812367281e-06,theta,1.6921414498938248e-05,,,persistence_error,,full,full_best,0.27342489361763,shell_5,,,91,validation,,,92,0.125
vel1,28,3.359797119628638e-05,theta,0.00026878376957029104,,,persistence_error,,full,full_best,4.343145847320557,shell_5,,,91,validation,,,92,0.125
vel2,28,1.2683364047916257e-06,theta,1.0146691238333005e-05,,,persistence_error,,full,full_best,0.1639554351568222,shell_5,,,91,validation,,,92,0.125
vel3,28,9.341460099676624e-05,theta,0.0007473168079741299,,,persistence_error,,full,full_best,12.075528144836426,shell_5,,,91,validation,,,92,0.125
Bcc1,28,3.394789160893197e-08,r,2.7158313287145575e-07,,,persistence_error,,full,full_best,0.0043883793987333775,shell_5,,,91,validation,,,92,0.125
Bcc2,28,7.313275318665546e-07,r,5.850620254932437e-06,,,persistence_error,,full,full_best,0.09453732520341873,shell_5,,,91,validation,,,92,0.125
Bcc3,28,2.6144420189666562e-05,r,0.0002091553615173325,,,persistence_error,,full,full_best,3.3796396255493164,shell_5,,,91,validation,,,92,0.125
rho,28,4.102039838471683e-06,r,3.281631870777346e-05,,,persistence_error,,full,full_best,0.5302628874778748,shell_5,,,91,validation,,,92,0.125
press,28,8.678521794536209e-07,r,6.942817435628967e-06,,,persistence_error,,full,full_best,0.11218560487031937,shell_5,,,91,validation,,,92,0.125
vel1,28,2.840757815647521e-06,r,2.272606252518017e-05,,,persistence_error,,full,full_best,0.36721935868263245,shell_5,,,91,validation,,,92,0.125
vel2,28,9.672688747741631e-07,r,7.738150998193305e-06,,,persistence_error,,full,full_best,0.12503701448440552,shell_5,,,91,validation,,,92,0.125
vel3,28,9.500991836830508e-06,r,7.600793469464406e-05,,,persistence_error,,full,full_best,1.228175163269043,shell_5,,,91,validation,,,92,0.125
all,28,7.125862612156197e-05,all,0.0005700690089724958,0.984157145023346,0.53515625,persistence_error,5.5724824051139876e-05,full,full_best,1.1514334678649902,shell_6,0.8129799962043762,0.17578125,91,validation,0.0,0.0,92,0.125
Bcc1,28,1.8480681429622337e-09,phi,1.478454514369787e-08,,,persistence_error,,full,full_best,0.00023889626027084887,shell_6,,,91,validation,,,92,0.125
Bcc2,28,1.3590495916149248e-11,phi,1.0872396732919398e-10,,,persistence_error,,full,full_best,1.756817596287874e-06,shell_6,,,91,validation,,,92,0.125
Bcc3,28,5.432332805810347e-09,phi,4.3458662446482776e-08,,,persistence_error,,full,full_best,0.0007022273493930697,shell_6,,,91,validation,,,92,0.125
rho,28,3.923710067965658e-08,phi,3.138968054372526e-07,,,persistence_error,,full,full_best,0.005072105675935745,shell_6,,,91,validation,,,92,0.125
press,28,4.899878547348635e-08,phi,3.919902837878908e-07,,,persistence_error,,full,full_best,0.006333979777991772,shell_6,,,91,validation,,,92,0.125
vel1,28,3.4016363770206226e-07,phi,2.721309101616498e-06,,,persistence_error,,full,full_best,0.043972305953502655,shell_6,,,91,validation,,,92,0.125
vel2,28,2.298226497998712e-09,phi,1.8385811983989697e-08,,,persistence_error,,full,full_best,0.00029708739020861685,shell_6,,,91,validation,,,92,0.125
vel3,28,4.985926807421492e-06,phi,3.988741445937194e-05,,,persistence_error,,full,full_best,0.6445212960243225,shell_6,,,91,validation,,,92,0.125
Bcc1,28,1.9790137173458788e-07,theta,1.583210973876703e-06,,,persistence_error,,full,full_best,0.025582334026694298,shell_6,,,91,validation,,,92,0.125
Bcc2,28,7.938854906797133e-09,theta,6.351083925437706e-08,,,persistence_error,,full,full_best,0.0010262407595291734,shell_6,,,91,validation,,,92,0.125
Bcc3,28,3.190902134520002e-05,theta,0.00025527217076160014,,,persistence_error,,full,full_best,4.124818801879883,shell_6,,,91,validation,,,92,0.125
rho,28,9.269908218811906e-07,theta,7.415926575049525e-06,,,persistence_error,,full,full_best,0.11983034014701843,shell_6,,,91,validation,,,92,0.125
press,28,3.680293332308793e-07,theta,2.944234665847034e-06,,,persistence_error,,full,full_best,0.04757445305585861,shell_6,,,91,validation,,,92,0.125
vel1,28,7.724178431089967e-06,theta,6.179342744871974e-05,,,persistence_error,,full,full_best,0.9984898567199707,shell_6,,,91,validation,,,92,0.125
vel2,28,5.865147159056505e-07,theta,4.692117727245204e-06,,,persistence_error,,full,full_best,0.07581764459609985,shell_6,,,91,validation,,,92,0.125
vel3,28,1.2756137039104942e-05,theta,0.00010204909631283954,,,persistence_error,,full,full_best,1.6489616632461548,shell_6,,,91,validation,,,92,0.125
Bcc1,28,1.0541923955997845e-07,r,8.433539164798276e-07,,,persistence_error,,full,full_best,0.013627344742417336,shell_6,,,91,validation,,,92,0.125
Bcc2,28,2.9861698891409105e-08,r,2.3889359113127284e-07,,,persistence_error,,full,full_best,0.003860164899379015,shell_6,,,91,validation,,,92,0.125
Bcc3,28,2.217799419668154e-06,r,1.774239535734523e-05,,,persistence_error,,full,full_best,0.28669071197509766,shell_6,,,91,validation,,,92,0.125
rho,28,4.268558484454843e-07,r,3.4148467875638744e-06,,,persistence_error,,full,full_best,0.055178843438625336,shell_6,,,91,validation,,,92,0.125
press,28,2.54396496757181e-07,r,2.035171974057448e-06,,,persistence_error,,full,full_best,0.0328853540122509,shell_6,,,91,validation,,,92,0.125
vel1,28,1.3185309626351227e-06,r,1.0548247701080982e-05,,,persistence_error,,full,full_best,0.17044399678707123,shell_6,,,91,validation,,,92,0.125
vel2,28,1.4759058331037522e-07,r,1.1807246664830018e-06,,,persistence_error,,full,full_best,0.019078753888607025,shell_6,,,91,validation,,,92,0.125
vel3,28,6.857545031380141e-06,r,5.486036025104113e-05,,,persistence_error,,full,full_best,0.8864618539810181,shell_6,,,91,validation,,,92,0.125
all,28,0.01407475396990776,all,0.11259803175926208,0.996406078338623,0.62890625,persistence_error,0.007984645664691925,full,full_best,227.42709350585938,shell_7,0.0015868457267060876,0.07421875,91,validation,0.0,0.0,92,0.125
Bcc1,28,7.693710252221209e-11,phi,6.154968201776967e-10,,,persistence_error,,full,full_best,9.945512829290237e-06,shell_7,,,91,validation,,,92,0.125
Bcc2,28,1.0971584968669235e-12,phi,8.777267974935388e-12,,,persistence_error,,full,full_best,1.418275985543005e-07,shell_7,,,91,validation,,,92,0.125
Bcc3,28,2.3266086279782883e-10,phi,1.8612869023826306e-09,,,persistence_error,,full,full_best,3.007562736456748e-05,shell_7,,,91,validation,,,92,0.125
rho,28,9.122140376405241e-09,phi,7.297712301124193e-08,,,persistence_error,,full,full_best,0.0011792017612606287,shell_7,,,91,validation,,,92,0.125
press,28,4.34604219279322e-09,phi,3.476833754234576e-08,,,persistence_error,,full,full_best,0.0005618046270683408,shell_7,,,91,validation,,,92,0.125
vel1,28,2.3753894851097357e-08,phi,1.9003115880877886e-07,,,persistence_error,,full,full_best,0.003070620819926262,shell_7,,,91,validation,,,92,0.125
vel2,28,8.833144771180912e-10,phi,7.0665158169447295e-09,,,persistence_error,,full,full_best,0.00011418438225518912,shell_7,,,91,validation,,,92,0.125
vel3,28,2.6343090553382353e-07,phi,2.1074472442705883e-06,,,persistence_error,,full,full_best,0.03405321389436722,shell_7,,,91,validation,,,92,0.125
Bcc1,28,4.5148418337248586e-08,theta,3.611873466979887e-07,,,persistence_error,,full,full_best,0.005836250260472298,shell_7,,,91,validation,,,92,0.125
Bcc2,28,1.964853141300793e-10,theta,1.5718825130406344e-09,,,persistence_error,,full,full_best,2.5399283913429826e-05,shell_7,,,91,validation,,,92,0.125
Bcc3,28,6.626511549256975e-06,theta,5.30120923940558e-05,,,persistence_error,,full,full_best,0.8565965890884399,shell_7,,,91,validation,,,92,0.125
rho,28,3.1301595981858554e-07,theta,2.5041276785486843e-06,,,persistence_error,,full,full_best,0.040462978184223175,shell_7,,,91,validation,,,92,0.125
press,28,2.557903826527763e-07,theta,2.0463230612222105e-06,,,persistence_error,,full,full_best,0.033065538853406906,shell_7,,,91,validation,,,92,0.125
vel1,28,2.9455197818606393e-06,theta,2.3564158254885115e-05,,,persistence_error,,full,full_best,0.3807617425918579,shell_7,,,91,validation,,,92,0.125
vel2,28,9.412765678007418e-08,theta,7.530212542405934e-07,,,persistence_error,,full,full_best,0.012167703360319138,shell_7,,,91,validation,,,92,0.125
vel3,28,8.99280985322548e-06,theta,7.194247882580385e-05,,,persistence_error,,full,full_best,1.1624834537506104,shell_7,,,91,validation,,,92,0.125
Bcc1,28,4.004760739917401e-06,r,3.203808591933921e-05,,,persistence_error,,full,full_best,0.5176877975463867,shell_7,,,91,validation,,,92,0.125
Bcc2,28,0.012851299718022346,r,0.10281039774417877,,,persistence_error,,full,full_best,1661.2630615234375,shell_7,,,91,validation,,,92,0.125
Bcc3,28,5.338458208825614e-07,r,4.270766567060491e-06,,,persistence_error,,full,full_best,0.06900923699140549,shell_7,,,91,validation,,,92,0.125
rho,28,1.6517447875230573e-05,r,0.00013213958300184458,,,persistence_error,,full,full_best,2.135179042816162,shell_7,,,91,validation,,,92,0.125
press,28,2.3693094135524007e-06,r,1.8954475308419205e-05,,,persistence_error,,full,full_best,0.3062761425971985,shell_7,,,91,validation,,,92,0.125
vel1,28,2.6051020540762693e-05,r,0.00020840816432610154,,,persistence_error,,full,full_best,3.367565870285034,shell_7,,,91,validation,,,92,0.125
vel2,28,0.0011466979049146175,r,0.00917358323931694,,,persistence_error,,full,full_best,148.23146057128906,shell_7,,,91,validation,,,92,0.125
vel3,28,7.70513270254014e-06,r,6.164106162032112e-05,,,persistence_error,,full,full_best,0.9960278868675232,shell_7,,,91,validation,,,92,0.125
all,28,0.6278493404388428,all,2.511397361755371,0.9655443429946899,0.94635009765625,persistence_error,0.6248803734779358,full,full_best,5072.5556640625,inner_two,0.4520863890647888,0.3742218017578125,91,validation,0.9999293684959412,0.9970703125,92,0.25
Bcc1,28,7.870043283730865e-09,phi,3.148017313492346e-08,,,persistence_error,,full,full_best,0.0005086727906018496,inner_two,,,91,validation,,,92,0.25
Bcc2,28,6.223235118341108e-07,phi,2.4892940473364433e-06,,,persistence_error,,full,full_best,0.04022328928112984,inner_two,,,91,validation,,,92,0.25
Bcc3,28,0.00013264152221381664,phi,0.0005305660888552666,,,persistence_error,,full,full_best,8.573159217834473,inner_two,,,91,validation,,,92,0.25
rho,28,8.088864689170805e-08,phi,3.235545875668322e-07,,,persistence_error,,full,full_best,0.005228160880506039,inner_two,,,91,validation,,,92,0.25
press,28,1.7473989828431513e-06,phi,6.989595931372605e-06,,,persistence_error,,full,full_best,0.11294147372245789,inner_two,,,91,validation,,,92,0.25
vel1,28,1.657992834225297e-05,phi,6.631971336901188e-05,,,persistence_error,,full,full_best,1.0716279745101929,inner_two,,,91,validation,,,92,0.25
vel2,28,0.00024369866878259927,phi,0.0009747946751303971,,,persistence_error,,full,full_best,15.751232147216797,inner_two,,,91,validation,,,92,0.25
vel3,28,0.000323264132020995,phi,0.00129305652808398,,,persistence_error,,full,full_best,20.893869400024414,inner_two,,,91,validation,,,92,0.25
Bcc1,28,4.964135951013304e-05,theta,0.00019856543804053217,,,persistence_error,,full,full_best,3.208522081375122,inner_two,,,91,validation,,,92,0.25
Bcc2,28,0.04030374810099602,theta,0.16121499240398407,,,persistence_error,,full,full_best,2604.994384765625,inner_two,,,91,validation,,,92,0.25
Bcc3,28,0.14171288907527924,theta,0.5668515563011169,,,persistence_error,,full,full_best,9159.478515625,inner_two,,,91,validation,,,92,0.25
rho,28,0.0001321550371358171,theta,0.0005286201485432684,,,persistence_error,,full,full_best,8.541715621948242,inner_two,,,91,validation,,,92,0.25
press,28,0.00011246099165873602,theta,0.0004498439666349441,,,persistence_error,,full,full_best,7.2688093185424805,inner_two,,,91,validation,,,92,0.25
vel1,28,0.0007878287578932941,theta,0.0031513150315731764,,,persistence_error,,full,full_best,50.920562744140625,inner_two,,,91,validation,,,92,0.25
vel2,28,0.00974629633128643,theta,0.03898518532514572,,,persistence_error,,full,full_best,629.942626953125,inner_two,,,91,validation,,,92,0.25
vel3,28,0.0316128134727478,theta,0.1264512538909912,,,persistence_error,,full,full_best,2043.26416015625,inner_two,,,91,validation,,,92,0.25
Bcc1,28,1.5554993296973407e-05,r,6.221997318789363e-05,,,persistence_error,,full,full_best,1.0053821802139282,inner_two,,,91,validation,,,92,0.25
Bcc2,28,0.10225275903940201,r,0.40901103615760803,,,persistence_error,,full,full_best,6609.01025390625,inner_two,,,91,validation,,,92,0.25
Bcc3,28,0.19092559814453125,r,0.763702392578125,,,persistence_error,,full,full_best,12340.294921875,inner_two,,,91,validation,,,92,0.25
rho,28,0.0013922679936513305,r,0.005569071974605322,,,persistence_error,,full,full_best,89.98792266845703,inner_two,,,91,validation,,,92,0.25
press,28,0.0006972483824938536,r,0.0027889935299754143,,,persistence_error,,full,full_best,45.06598663330078,inner_two,,,91,validation,,,92,0.25
vel1,28,0.0012575809378176928,r,0.005030323751270771,,,persistence_error,,full,full_best,81.28254699707031,inner_two,,,91,validation,,,92,0.25
vel2,28,0.03982049599289894,r,0.15928198397159576,,,persistence_error,,full,full_best,2573.760009765625,inner_two,,,91,validation,,,92,0.25
vel3,28,0.06631136685609818,r,0.2652454674243927,,,persistence_error,,full,full_best,4285.97216796875,inner_two,,,91,validation,,,92,0.25
all,28,0.358004629611969,all,0.716009259223938,0.3888559937477112,0.677734375,persistence_error,0.3670791983604431,full,full_best,1446.20556640625,middle_four,0.01988588646054268,0.150390625,91,validation,0.5653851628303528,0.35302734375,92,0.5
Bcc1,28,1.1011431566912422e-12,phi,2.2022863133824844e-12,,,persistence_error,,full,full_best,3.5585671298576926e-08,middle_four,,,91,validation,,,92,0.5
Bcc2,28,1.971557583857475e-09,phi,3.94311516771495e-09,,,persistence_error,,full,full_best,6.371487688738853e-05,middle_four,,,91,validation,,,92,0.5
Bcc3,28,3.933548242684992e-08,phi,7.867096485369984e-08,,,persistence_error,,full,full_best,0.0012712058378383517,middle_four,,,91,validation,,,92,0.5
rho,28,7.281991121210751e-10,phi,1.4563982242421503e-09,,,persistence_error,,full,full_best,2.3533229978056625e-05,middle_four,,,91,validation,,,92,0.5
press,28,1.3392250863830668e-08,phi,2.6784501727661336e-08,,,persistence_error,,full,full_best,0.00043279770761728287,middle_four,,,91,validation,,,92,0.5
vel1,28,7.70279697803744e-08,phi,1.540559395607488e-07,,,persistence_error,,full,full_best,0.002489314880222082,middle_four,,,91,validation,,,92,0.5
vel2,28,4.583419467962813e-06,phi,9.166838935925625e-06,,,persistence_error,,full,full_best,0.14812248945236206,middle_four,,,91,validation,,,92,0.5
vel3,28,2.027300922691211e-07,phi,4.054601845382422e-07,,,persistence_error,,full,full_best,0.0065516335889697075,middle_four,,,91,validation,,,92,0.5
Bcc1,28,0.0019026062218472362,theta,0.0038052124436944723,,,persistence_error,,full,full_best,61.486572265625,middle_four,,,91,validation,,,92,0.5
Bcc2,28,0.00013679977564606816,theta,0.0002735995512921363,,,persistence_error,,full,full_best,4.420961856842041,middle_four,,,91,validation,,,92,0.5
Bcc3,28,0.1664537787437439,theta,0.3329075574874878,,,persistence_error,,full,full_best,5379.291015625,middle_four,,,91,validation,,,92,0.5
rho,28,0.0012202596990391612,theta,0.0024405193980783224,,,persistence_error,,full,full_best,39.43516540527344,middle_four,,,91,validation,,,92,0.5
press,28,0.0005495144287124276,theta,0.0010990288574248552,,,persistence_error,,full,full_best,17.758670806884766,middle_four,,,91,validation,,,92,0.5
vel1,28,0.0005356959300115705,theta,0.001071391860023141,,,persistence_error,,full,full_best,17.31209945678711,middle_four,,,91,validation,,,92,0.5
vel2,28,0.004489268641918898,theta,0.008978537283837795,,,persistence_error,,full,full_best,145.07980346679688,middle_four,,,91,validation,,,92,0.5
vel3,28,0.004108360502868891,theta,0.008216721005737782,,,persistence_error,,full,full_best,132.76998901367188,middle_four,,,91,validation,,,92,0.5
Bcc1,28,0.001079157693311572,r,0.002158315386623144,,,persistence_error,,full,full_best,34.87516784667969,middle_four,,,91,validation,,,92,0.5
Bcc2,28,0.00039231794653460383,r,0.0007846358930692077,,,persistence_error,,full,full_best,12.678548812866211,middle_four,,,91,validation,,,92,0.5
Bcc3,28,0.15978151559829712,r,0.31956303119659424,,,persistence_error,,full,full_best,5163.6630859375,middle_four,,,91,validation,,,92,0.5
rho,28,0.0023640303406864405,r,0.004728060681372881,,,persistence_error,,full,full_best,76.39842987060547,middle_four,,,91,validation,,,92,0.5
press,28,0.0012277894420549273,r,0.0024555788841098547,,,persistence_error,,full,full_best,39.67850112915039,middle_four,,,91,validation,,,92,0.5
vel1,28,0.00022768360213376582,r,0.00045536720426753163,,,persistence_error,,full,full_best,7.358056545257568,middle_four,,,91,validation,,,92,0.5
vel2,28,0.006083608139306307,r,0.012167216278612614,,,persistence_error,,full,full_best,196.6041259765625,middle_four,,,91,validation,,,92,0.5
vel3,28,0.007447311654686928,r,0.014894623309373856,,,persistence_error,,full,full_best,240.67495727539062,middle_four,,,91,validation,,,92,0.5
all,28,0.01414601132273674,all,0.05658404529094696,0.9963444471359253,0.58203125,persistence_error,0.008040369488298893,full,full_best,114.28925323486328,outer_two,0.005674129817634821,0.125,91,validation,0.0,0.0,92,0.25
Bcc1,28,1.9250052663011274e-09,phi,7.70002106520451e-09,,,persistence_error,,full,full_best,0.0001244208833668381,outer_two,,,91,validation,,,92,0.25
Bcc2,28,1.4687653870915085e-11,phi,5.875061548366034e-11,,,persistence_error,,full,full_best,9.49322611631942e-07,outer_two,,,91,validation,,,92,0.25
Bcc3,28,5.664992919207634e-09,phi,2.2659971676830537e-08,,,persistence_error,,full,full_best,0.00036615144927054644,outer_two,,,91,validation,,,92,0.25
rho,28,4.835924372059708e-08,phi,1.934369748823883e-07,,,persistence_error,,full,full_best,0.003125653835013509,outer_two,,,91,validation,,,92,0.25
press,28,5.334482366947668e-08,phi,2.1337929467790673e-07,,,persistence_error,,full,full_best,0.0034478921443223953,outer_two,,,91,validation,,,92,0.25
vel1,28,3.639175361058733e-07,phi,1.4556701444234932e-06,,,persistence_error,,full,full_best,0.023521464318037033,outer_two,,,91,validation,,,92,0.25
vel2,28,3.1815410306279546e-09,phi,1.2726164122511818e-08,,,persistence_error,,full,full_best,0.00020563587895594537,outer_two,,,91,validation,,,92,0.25
vel3,28,5.249357855063863e-06,phi,2.0997431420255452e-05,,,persistence_error,,full,full_best,0.33928725123405457,outer_two,,,91,validation,,,92,0.25
Bcc1,28,2.430497829664091e-07,theta,9.721991318656364e-07,,,persistence_error,,full,full_best,0.015709292143583298,outer_two,,,91,validation,,,92,0.25
Bcc2,28,8.135339513160034e-09,theta,3.2541358052640135e-08,,,persistence_error,,full,full_best,0.0005258199525997043,outer_two,,,91,validation,,,92,0.25
Bcc3,28,3.853553062072024e-05,theta,0.00015414212248288095,,,persistence_error,,full,full_best,2.4907073974609375,outer_two,,,91,validation,,,92,0.25
rho,28,1.2400066680129385e-06,theta,4.960026672051754e-06,,,persistence_error,,full,full_best,0.0801466554403305,outer_two,,,91,validation,,,92,0.25
press,28,6.23819744305365e-07,theta,2.49527897722146e-06,,,persistence_error,,full,full_best,0.04031999781727791,outer_two,,,91,validation,,,92,0.25
vel1,28,1.0669697985576931e-05,theta,4.2678791942307726e-05,,,persistence_error,,full,full_best,0.6896257996559143,outer_two,,,91,validation,,,92,0.25
vel2,28,6.8064235847487e-07,theta,2.72256943389948e-06,,,persistence_error,,full,full_best,0.043992672115564346,outer_two,,,91,validation,,,92,0.25
vel3,28,2.1748948711319827e-05,theta,8.69957948452793e-05,,,persistence_error,,full,full_best,1.4057226181030273,outer_two,,,91,validation,,,92,0.25
Bcc1,28,4.1101793613051996e-06,r,1.6440717445220798e-05,,,persistence_error,,full,full_best,0.26565754413604736,outer_two,,,91,validation,,,92,0.25
Bcc2,28,0.01285132858902216,r,0.05140531435608864,,,persistence_error,,full,full_best,830.6334228515625,outer_two,,,91,validation,,,92,0.25
Bcc3,28,2.751645297394134e-06,r,1.1006581189576536e-05,,,persistence_error,,full,full_best,0.17784997820854187,outer_two,,,91,validation,,,92,0.25
rho,28,1.6944302842603065e-05,r,6.777721137041226e-05,,,persistence_error,,full,full_best,1.0951789617538452,outer_two,,,91,validation,,,92,0.25
press,28,2.6237062229483854e-06,r,1.0494824891793542e-05,,,persistence_error,,full,full_best,0.16958075761795044,outer_two,,,91,validation,,,92,0.25
vel1,28,2.7369551389710978e-05,r,0.00010947820555884391,,,persistence_error,,full,full_best,1.7690049409866333,outer_two,,,91,validation,,,92,0.25
vel2,28,0.0011468452867120504,r,0.004587381146848202,,,persistence_error,,full,full_best,74.12525939941406,outer_two,,,91,validation,,,92,0.25
vel3,28,1.4562678188667633e-05,r,5.825071275467053e-05,,,persistence_error,,full,full_best,0.941244900226593,outer_two,,,91,validation,,,92,0.25
all,28,0.6386639475822449,all,1.8579314947128296,0.6389654278755188,0.5440340638160706,persistence_error,0.6530932188034058,full,full_best,3752.67626953125,equatorial_band,0.2605227828025818,0.15000222623348236,91,validation,0.8048364520072937,0.42684659361839294,92,0.34375
Bcc1,28,7.759023645803609e-09,phi,2.2571706281837578e-08,,,persistence_error,,full,full_best,0.00036472518695518374,equatorial_band,,,91,validation,,,92,0.34375
