candidate_metric_status,channel,dynamic_span_floor_corrected_ratio,dynamic_span_floor_corrected_ratio_undefined,floor_corrected_std_ratio,ground_truth_available,legacy_raw_reference_detector_flag,legacy_raw_reference_std_ratio,model,radial_floor_corrected_ratio,shell_floor_corrected_std_ratio,shell_floor_corrected_std_ratio_median,step,target_oracle_available
proposal_not_validated_physical_stability_metric,Bcc3,1.0,False,1.0562389709093627,False,True,0.013298651362764593,fno_full,115.29116949244958,"[0.7829618416210323,0.6897952994428459,0.7918105461770605,0.9691638937813832,1.6703105244796892,3.165206459376914,11.587314128394235,44.595432115476676]",1.3197372091305362,75,False
proposal_not_validated_physical_stability_metric,Bcc3,1.0,False,1.0581978105385914,False,True,0.013323314239130886,fno_full,134.33823366186343,"[0.7481118016612892,0.7114770170683364,0.8188013613719832,0.9880187379002583,1.614929544081446,3.2593455227993418,11.805348235438673,43.31550376156908]",1.3014741409908521,100,False
proposal_not_validated_physical_stability_metric,rho,0.08557554594123465,False,0.06966080865136239,False,False,0.069660810444626,fno_full,0.00281386162757597,"[4.541160134680479,20.665691883448826,0.0326685719026347,0.060603248937651184,0.049944245919953466,0.0959067347582375,0.043826006809261873,0.1134471479733175]",0.07825499184794434,25,False
proposal_not_validated_physical_stability_metric,rho,0.09136392205751898,False,0.06752932766952152,False,False,0.06752932864998563,fno_full,0.00301471712298893,"[3.8403150726931794,16.00096611433843,0.01582869346758706,0.04751977281065338,0.0666110803106316,0.09604482454166366,0.17309486981319802,0.07187112079684248]",0.08395797266925306,50,False
proposal_not_validated_physical_stability_metric,rho,0.043305775933303876,False,0.03183470096160292,False,True,0.03183470112078433,fno_full,0.0005354719977655844,"[1.6597843120067162,6.509384784532643,0.013145662585842948,0.01604461436098201,0.05247484618444582,0.06981871417806919,0.06971494621335611,0.05538815823548954]",0.06255155222442282,75,False
proposal_not_validated_physical_stability_metric,rho,0.029369978048962655,False,0.02549071568662227,False,True,0.02549071497116033,fno_full,0.00037214276089400666,"[1.4023865108999252,5.8145642348767606,0.015680906881703,0.015287008115165257,0.05024362695166439,0.0720744072825175,0.0250054145384579,0.034451097307488264]",0.04234736212957633,100,False
proposal_not_validated_physical_stability_metric,press,0.2213936043582619,False,0.20355506408659912,False,False,0.20355506453261352,fno_full,0.01291223777662261,"[0.16826678626287098,1.9515298826052008,0.1034455945243679,0.7027480731570489,1.5384729004842008,6.372251319987716,3.2411523620714022,5.809286351152431]",1.745001391544701,25,False
proposal_not_validated_physical_stability_metric,press,0.18813812246444891,False,0.1821735096699179,False,False,0.18217351075392688,fno_full,0.019155603565710215,"[0.1773692974823412,1.196570386402997,0.05371154474155512,0.5113050136289901,1.7577971336112366,6.616048239637179,4.8729468829330065,5.802483471310997]",1.477183760007117,50,False
proposal_not_validated_physical_stability_metric,press,0.11298723153512727,False,0.12616129369934947,False,False,0.1261612971569355,fno_full,0.007076354675481683,"[0.07682075641383648,0.766933973261722,0.046425156715832236,0.3898341156886628,1.5403057214957485,4.39400574106621,3.020897495991896,7.073079479821299]",1.1536198473787351,75,False
proposal_not_validated_physical_stability_metric,press,0.11078680673683226,False,0.12035314820102946,False,False,0.12035314102256006,fno_full,0.006077030799112812,"[0.06291439733616333,1.0497620112539,0.046995717381918024,0.3858385499258083,1.3383492951222402,3.821634235651852,2.658292286194174,6.521888140628308]",1.19405565318807,100,False
