absolute_error,channel,delta_model,delta_persistence,delta_true,error_l2,ground_truth_available,input,metric_source,model,model_state_metric,persistence_error_l2,persistence_relative_skill,persistence_relative_skill_undefined,reference_domain,relative_error,relative_error_undefined,signed_transport_agreement,source_snapshot,step,target,target_snapshot,transport_cosine,transport_cosine_undefined
[0.039420358183554285],vel1,[0.0],[0.0],[0.039420358183554285],0.039420358183554285,True,[0.05384153460694928],computed_canonical_persistence,persistence,[0.05384153460694928],0.039420358183554285,0.0,False,canonical_oracle,1.0,False,0.0,94,4,[0.09326189279050356],95,,True
[8.959311951044335e-06],vel2,[0.0],[0.0],[-8.959311951044335e-06],8.959311951044335e-06,True,[9.122774134975467e-05],computed_canonical_persistence,persistence,[9.122774134975467e-05],8.959311951044335e-06,0.0,False,canonical_oracle,1.0,False,0.0,94,4,[8.226842939871033e-05],95,,True
[5.832718863328385e-05],vel3,[0.0],[0.0],[5.832718863328385e-05],5.832718863328385e-05,True,[0.002005175758503755],computed_canonical_persistence,persistence,[0.002005175758503755],5.832718863328385e-05,0.0,False,canonical_oracle,1.0,False,0.0,94,4,[0.002063502947137039],95,,True
[0.33045079550586975],Bcc1,[0.0],[0.0],[0.33045079550586975],0.33045079550586975,True,[1.4798401902576412],computed_canonical_persistence,persistence,[1.4798401902576412],0.33045079550586975,0.0,False,canonical_oracle,1.0,False,0.0,95,5,[1.810290985763511],96,,True
[1.796467929219319],Bcc1,[-1.4660171337134493],[0.0],[0.33045079550586975],1.796467929219319,True,[1.4798401902576412],frozen_rollout_saved_statistics,fno_plain,[0.013823056544191907],0.33045079550586975,-4.43641581031512,False,canonical_oracle,5.43641581031512,False,0.0,95,5,[1.810290985763511],96,-1.0,False
[1.7960773499203246],Bcc1,[-1.4656265544144549],[0.0],[0.33045079550586975],1.7960773499203246,True,[1.4798401902576412],frozen_rollout_saved_statistics,fno_full,[0.014213635843186377],0.33045079550586975,-4.435233851293365,False,canonical_oracle,5.435233851293365,False,0.0,95,5,[1.810290985763511],96,-1.0,False
[1.809350981945876],Bcc1,[-1.4789001864400062],[0.0],[0.33045079550586975],1.809350981945876,True,[1.4798401902576412],frozen_rollout_saved_statistics,localno_plain,[0.0009400038176349923],0.33045079550586975,-4.4754021069189305,False,canonical_oracle,5.4754021069189305,False,0.0,95,5,[1.810290985763511],96,-1.0,False
[2.0208115514820874e-05],Bcc2,[0.0],[0.0],[-2.0208115514820874e-05],2.0208115514820874e-05,True,[0.0005247051650709605],computed_canonical_persistence,persistence,[0.0005247051650709605],2.0208115514820874e-05,0.0,False,canonical_oracle,1.0,False,0.0,95,5,[0.0005044970495561396],96,,True
[3.728738308812079e-05],Bcc2,[1.707926757329992e-05],[0.0],[-2.0208115514820874e-05],3.728738308812079e-05,True,[0.0005247051650709605],frozen_rollout_saved_statistics,fno_plain,[0.0005417844326442604],2.0208115514820874e-05,-0.8451687422695986,False,canonical_oracle,1.8451687422695986,False,0.0,95,5,[0.0005044970495561396],96,-1.0,False
[0.000496665343639161],Bcc2,[-0.0005168734591539819],[0.0],[-2.0208115514820874e-05],0.000496665343639161,True,[0.0005247051650709605],frozen_rollout_saved_statistics,fno_full,[7.831705916978531e-06],2.0208115514820874e-05,-23.577519030653836,False,canonical_oracle,24.577519030653836,False,1.0,95,5,[0.0005044970495561396],96,1.0,False
[0.0002653201173453711],Bcc2,[-0.00028552823286019197],[0.0],[-2.0208115514820874e-05],0.0002653201173453711,True,[0.0005247051650709605],frozen_rollout_saved_statistics,localno_plain,[0.0002391769322107685],2.0208115514820874e-05,-12.129384437197132,False,canonical_oracle,13.129384437197132,False,1.0,95,5,[0.0005044970495561396],96,1.0,False
[5.510008436137246e-07],Bcc3,[0.0],[0.0],[5.510008436137246e-07],5.510008436137246e-07,True,[1.5985538425869188e-05],computed_canonical_persistence,persistence,[1.5985538425869188e-05],5.510008436137246e-07,0.0,False,canonical_oracle,1.0,False,0.0,95,5,[1.6536539269482912e-05],96,,True
[7.559936258201538e-06],Bcc3,[-7.008935414587814e-06],[0.0],[5.510008436137246e-07],7.559936258201538e-06,True,[1.5985538425869188e-05],frozen_rollout_saved_statistics,fno_plain,[8.976603011281374e-06],5.510008436137246e-07,-12.720371476420787,False,canonical_oracle,13.720371476420787,False,0.0,95,5,[1.6536539269482912e-05],96,-1.0,False
[7.2919828467945275e-06],Bcc3,[-6.740982003180803e-06],[0.0],[5.510008436137246e-07],7.2919828467945275e-06,True,[1.5985538425869188e-05],frozen_rollout_saved_statistics,fno_full,[9.244556422688385e-06],5.510008436137246e-07,-12.23406838902505,False,canonical_oracle,13.23406838902505,False,0.0,95,5,[1.6536539269482912e-05],96,-1.0,False
[1.2591866549751365e-05],Bcc3,[-1.204086570613764e-05],[0.0],[5.510008436137246e-07],1.2591866549751365e-05,True,[1.5985538425869188e-05],frozen_rollout_saved_statistics,localno_plain,[3.944672719731547e-06],5.510008436137246e-07,-21.852717370027854,False,canonical_oracle,22.852717370027854,False,0.0,95,5,[1.6536539269482912e-05],96,-1.0,False
[11.225701906181088],rho,[0.0],[0.0],[11.225701906181088],11.225701906181088,True,[10.11854187075029],computed_canonical_persistence,persistence,[10.11854187075029],11.225701906181088,0.0,False,canonical_oracle,1.0,False,0.0,95,5,[21.34424377693138],96,,True
[21.329763939742236],rho,[-10.104062033561148],[0.0],[11.225701906181088],21.329763939742236,True,[10.11854187075029],frozen_rollout_saved_statistics,fno_plain,[0.014479837189143169],11.225701906181088,-0.9000828739268103,False,canonical_oracle,1.9000828739268103,False,0.0,95,5,[21.34424377693138],96,-1.0,False
[21.324903646950805],rho,[-10.099201740769717],[0.0],[11.225701906181088],21.324903646950805,True,[10.11854187075029],frozen_rollout_saved_statistics,fno_full,[0.01934012998057293],11.225701906181088,-0.8996499127781845,False,canonical_oracle,1.8996499127781845,False,0.0,95,5,[21.34424377693138],96,-1.0,False
[21.341015230353158],rho,[-10.115313324172071],[0.0],[11.225701906181088],21.341015230353158,True,[10.11854187075029],frozen_rollout_saved_statistics,localno_plain,[0.0032285465782193037],11.225701906181088,-0.9010851534016222,False,canonical_oracle,1.9010851534016222,False,0.0,95,5,[21.34424377693138],96,-1.0,False
[0.1192983365779386],press,[0.0],[0.0],[0.1192983365779386],0.1192983365779386,True,[0.07581540121872789],computed_canonical_persistence,persistence,[0.07581540121872789],0.1192983365779386,0.0,False,canonical_oracle,1.0,False,0.0,95,5,[0.1951137377966665],96,,True
[0.19511288360650325],press,[-0.07581454702856463],[0.0],[0.1192983365779386],0.19511288360650325,True,[0.07581540121872789],frozen_rollout_saved_statistics,fno_plain,[8.541901632590577e-07],0.1192983365779386,-0.6355038067025718,False,canonical_oracle,1.6355038067025718,False,0.0,95,5,[0.1951137377966665],96,-1.0,False
[0.19511182282067296],press,[-0.07581348624273437],[0.0],[0.1192983365779386],0.19511182282067296,True,[0.07581540121872789],frozen_rollout_saved_statistics,fno_full,[1.9149759935106532e-06],0.1192983365779386,-0.6354949148281273,False,canonical_oracle,1.6354949148281273,False,0.0,95,5,[0.1951137377966665],96,-1.0,False
[0.19511356956295867],press,[-0.07581523298502006],[0.0],[0.1192983365779386],0.19511356956295867,True,[0.07581540121872789],frozen_rollout_saved_statistics,localno_plain,[1.6823370782608608e-07],0.1192983365779386,-0.635509556627299,False,canonical_oracle,1.635509556627299,False,0.0,95,5,[0.1951137377966665],96,-1.0,False
[0.011304419855196257],vel1,[0.0],[0.0],[0.011304419855196257],0.011304419855196257,True,[0.09326189279050356],computed_canonical_persistence,persistence,[0.09326189279050356],0.011304419855196257,0.0,False,canonical_oracle,1.0,False,0.0,95,5,[0.10456631264569982],96,,True
[0.06911337681951463],vel1,[-0.05780895696431838],[0.0],[0.011304419855196257],0.06911337681951463,True,[0.09326189279050356],frozen_rollout_saved_statistics,fno_plain,[0.03545293582618519],0.011304419855196257,-5.113836685546102,False,canonical_oracle,6.113836685546102,False,0.0,95,5,[0.10456631264569982],96,-1.0,False
[0.08284512567865142],vel1,[-0.07154070582345516],[0.0],[0.011304419855196257],0.08284512567865142,True,[0.09326189279050356],frozen_rollout_saved_statistics,fno_full,[0.021721186967048403],0.011304419855196257,-6.328560575408063,False,canonical_oracle,7.328560575408063,False,0.0,95,5,[0.10456631264569982],96,-1.0,False
[0.07643179848894684],vel1,[-0.06512737863375058],[0.0],[0.011304419855196257],0.07643179848894684,True,[0.09326189279050356],frozen_rollout_saved_statistics,localno_plain,[0.028134514156752985],0.011304419855196257,-5.761231400460922,False,canonical_oracle,6.761231400460922,False,0.0,95,5,[0.10456631264569982],96,-1.0,False
[1.0691264723922833e-05],vel2,[0.0],[0.0],[1.0691264723922833e-05],1.0691264723922833e-05,True,[8.226842939871033e-05],computed_canonical_persistence,persistence,[8.226842939871033e-05],1.0691264723922833e-05,0.0,False,canonical_oracle,1.0,False,0.0,95,5,[9.295969412263317e-05],96,,True
[3.561260161633861e-05],vel2,[-2.492133689241578e-05],[0.0],[1.0691264723922833e-05],3.561260161633861e-05,True,[8.226842939871033e-05],frozen_rollout_saved_statistics,fno_plain,[5.7347092506294554e-05],1.0691264723922833e-05,-2.3309998897185342,False,canonical_oracle,3.3309998897185342,False,0.0,95,5,[9.295969412263317e-05],96,-1.0,False
[5.240289334092381e-06],vel2,[1.5931554058015214e-05],[0.0],[1.0691264723922833e-05],5.240289334092381e-06,True,[8.226842939871033e-05],frozen_rollout_saved_statistics,fno_full,[9.819998345672555e-05],1.0691264723922833e-05,0.5098531867453735,False,canonical_oracle,0.4901468132546265,False,1.0,95,5,[9.295969412263317e-05],96,1.0,False
[6.899839052788686e-05],vel2,[-5.830712580396403e-05],[0.0],[1.0691264723922833e-05],6.899839052788686e-05,True,[8.226842939871033e-05],frozen_rollout_saved_statistics,localno_plain,[2.3961303594746304e-05],1.0691264723922833e-05,-5.453716403962543,False,canonical_oracle,6.453716403962543,False,0.0,95,5,[9.295969412263317e-05],96,-1.0,False
[2.6873018997104845e-05],vel3,[0.0],[0.0],[2.6873018997104845e-05],2.6873018997104845e-05,True,[0.002063502947137039],computed_canonical_persistence,persistence,[0.002063502947137039],2.6873018997104845e-05,0.0,False,canonical_oracle,1.0,False,0.0,95,5,[0.002090375966134144],96,,True
[0.0012935631425603287],vel3,[-0.001266690123563224],[0.0],[2.6873018997104845e-05],0.0012935631425603287,True,[0.002063502947137039],frozen_rollout_saved_statistics,fno_plain,[0.0007968128235738151],2.6873018997104845e-05,-47.13613024646357,False,canonical_oracle,48.13613024646357,False,0.0,95,5,[0.002090375966134144],96,-1.0,False
[0.0008413646484541051],vel3,[-0.0008144916294570003],[0.0],[2.6873018997104845e-05],0.0008413646484541051,True,[0.002063502947137039],frozen_rollout_saved_statistics,fno_full,[0.0012490113176800387],2.6873018997104845e-05,-30.308899403701133,False,canonical_oracle,31.308899403701133,False,0.0,95,5,[0.002090375966134144],96,-1.0,False
[0.00166849641907266],vel3,[-0.0016416234000755552],[0.0],[2.6873018997104845e-05],0.00166849641907266,True,[0.002063502947137039],frozen_rollout_saved_statistics,localno_plain,[0.0004218795470614839],2.6873018997104845e-05,-61.08816431277836,False,canonical_oracle,62.08816431277836,False,0.0,95,5,[0.002090375966134144],96,-1.0,False
[0.360418094319777],Bcc1,[0.0],[0.0],[0.360418094319777],0.360418094319777,True,[1.810290985763511],computed_canonical_persistence,persistence,[1.810290985763511],0.360418094319777,0.0,False,canonical_oracle,1.0,False,0.0,96,6,[2.170709080083288],97,,True
[1.3769047554448074e-06],Bcc2,[0.0],[0.0],[1.3769047554448074e-06],1.3769047554448074e-06,True,[0.0005044970495561396],computed_canonical_persistence,persistence,[0.0005044970495561396],1.3769047554448074e-06,0.0,False,canonical_oracle,1.0,False,0.0,96,6,[0.0005058739543115844],97,,True
[4.445368957823165e-07],Bcc3,[0.0],[0.0],[4.445368957823165e-07],4.445368957823165e-07,True,[1.6536539269482912e-05],computed_canonical_persistence,persistence,[1.6536539269482912e-05],4.445368957823165e-07,0.0,False,canonical_oracle,1.0,False,0.0,96,6,[1.698107616526523e-05],97,,True
[6.982797135388871],rho,[0.0],[0.0],[-6.982797135388871],6.982797135388871,True,[21.34424377693138],computed_canonical_persistence,persistence,[21.34424377693138],6.982797135388871,0.0,False,canonical_oracle,1.0,False,0.0,96,6,[14.361446641542507],97,,True
[0.04471955576182532],press,[0.0],[0.0],[-0.04471955576182532],0.04471955576182532,True,[0.1951137377966665],computed_canonical_persistence,persistence,[0.1951137377966665],0.04471955576182532,0.0,False,canonical_oracle,1.0,False,0.0,96,6,[0.15039418203484117],97,,True
[0.012931904882173106],vel1,[0.0],[0.0],[0.012931904882173106],0.012931904882173106,True,[0.10456631264569982],computed_canonical_persistence,persistence,[0.10456631264569982],0.012931904882173106,0.0,False,canonical_oracle,1.0,False,0.0,96,6,[0.11749821752787293],97,,True
[1.4690237754774456e-06],vel2,[0.0],[0.0],[1.4690237754774456e-06],1.4690237754774456e-06,True,[9.295969412263317e-05],computed_canonical_persistence,persistence,[9.295969412263317e-05],1.4690237754774456e-06,0.0,False,canonical_oracle,1.0,False,0.0,96,6,[9.442871789811061e-05],97,,True
[1.157507412050205e-06],vel3,[0.0],[0.0],[1.157507412050205e-06],1.157507412050205e-06,True,[0.002090375966134144],computed_canonical_persistence,persistence,[0.002090375966134144],1.157507412050205e-06,0.0,False,canonical_oracle,1.0,False,0.0,96,6,[0.002091533473546194],97,,True
[0.25369054796370794],Bcc1,[0.0],[0.0],[0.25369054796370794],0.25369054796370794,True,[2.170709080083288],computed_canonical_persistence,persistence,[2.170709080083288],0.25369054796370794,0.0,False,canonical_oracle,1.0,False,0.0,97,7,[2.424399628046996],98,,True
[9.357013210405194e-06],Bcc2,[0.0],[0.0],[9.357013210405194e-06],9.357013210405194e-06,True,[0.0005058739543115844],computed_canonical_persistence,persistence,[0.0005058739543115844],9.357013210405194e-06,0.0,False,canonical_oracle,1.0,False,0.0,97,7,[0.0005152309675219896],98,,True
[4.220665497182139e-07],Bcc3,[0.0],[0.0],[4.220665497182139e-07],4.220665497182139e-07,True,[1.698107616526523e-05],computed_canonical_persistence,persistence,[1.698107616526523e-05],4.220665497182139e-07,0.0,False,canonical_oracle,1.0,False,0.0,97,7,[1.7403142714983443e-05],98,,True
[0.5321233605826734],rho,[0.0],[0.0],[0.5321233605826734],0.5321233605826734,True,[14.361446641542507],computed_canonical_persistence,persistence,[14.361446641542507],0.5321233605826734,0.0,False,canonical_oracle,1.0,False,0.0,97,7,[14.89357000212518],98,,True
[0.039904744314733565],press,[0.0],[0.0],[0.039904744314733565],0.039904744314733565,True,[0.15039418203484117],computed_canonical_persistence,persistence,[0.15039418203484117],0.039904744314733565,0.0,False,canonical_oracle,1.0,False,0.0,97,7,[0.19029892634957474],98,,True
[0.01384271307053167],vel1,[0.0],[0.0],[0.01384271307053167],0.01384271307053167,True,[0.11749821752787293],computed_canonical_persistence,persistence,[0.11749821752787293],0.01384271307053167,0.0,False,canonical_oracle,1.0,False,0.0,97,7,[0.1313409305984046],98,,True
[2.4362586343322414e-06],vel2,[0.0],[0.0],[-2.4362586343322414e-06],2.4362586343322414e-06,True,[9.442871789811061e-05],computed_canonical_persistence,persistence,[9.442871789811061e-05],2.4362586343322414e-06,0.0,False,canonical_oracle,1.0,False,0.0,97,7,[9.199245926377837e-05],98,,True
[2.4504495428007492e-05],vel3,[0.0],[0.0],[-2.4504495428007492e-05],2.4504495428007492e-05,True,[0.002091533473546194],computed_canonical_persistence,persistence,[0.002091533473546194],2.4504495428007492e-05,0.0,False,canonical_oracle,1.0,False,0.0,97,7,[0.0020670289781181865],98,,True
[0.227539138310779],Bcc1,[0.0],[0.0],[0.227539138310779],0.227539138310779,True,[2.424399628046996],computed_canonical_persistence,persistence,[2.424399628046996],0.227539138310779,0.0,False,canonical_oracle,1.0,False,0.0,98,8,[2.651938766357775],99,,True
[6.409917915980719e-06],Bcc2,[0.0],[0.0],[6.409917915980719e-06],6.409917915980719e-06,True,[0.0005152309675219896],computed_canonical_persistence,persistence,[0.0005152309675219896],6.409917915980719e-06,0.0,False,canonical_oracle,1.0,False,0.0,98,8,[0.0005216408854379703],99,,True
[4.38131693378914e-07],Bcc3,[0.0],[0.0],[4.38131693378914e-07],4.38131693378914e-07,True,[1.7403142714983443e-05],computed_canonical_persistence,persistence,[1.7403142714983443e-05],4.38131693378914e-07,0.0,False,canonical_oracle,1.0,False,0.0,98,8,[1.7841274408362357e-05],99,,True
[0.6596107698698788],rho,[0.0],[0.0],[0.6596107698698788],0.6596107698698788,True,[14.89357000212518],computed_canonical_persistence,persistence,[14.89357000212518],0.6596107698698788,0.0,False,canonical_oracle,1.0,False,0.0,98,8,[15.55318077199506],99,,True
[0.03631171302166636],press,[0.0],[0.0],[0.03631171302166636],0.03631171302166636,True,[0.19029892634957474],computed_canonical_persistence,persistence,[0.19029892634957474],0.03631171302166636,0.0,False,canonical_oracle,1.0,False,0.0,98,8,[0.2266106393712411],99,,True
[0.012248006910581283],vel1,[0.0],[0.0],[0.012248006910581283],0.012248006910581283,True,[0.1313409305984046],computed_canonical_persistence,persistence,[0.1313409305984046],0.012248006910581283,0.0,False,canonical_oracle,1.0,False,0.0,98,8,[0.14358893750898588],99,,True
[9.68461207155022e-07],vel2,[0.0],[0.0],[9.68461207155022e-07],9.68461207155022e-07,True,[9.199245926377837e-05],computed_canonical_persistence,persistence,[9.199245926377837e-05],9.68461207155022e-07,0.0,False,canonical_oracle,1.0,False,0.0,98,8,[9.296092047093339e-05],99,,True
[1.891782090313824e-05],vel3,[0.0],[0.0],[-1.891782090313824e-05],1.891782090313824e-05,True,[0.0020670289781181865],computed_canonical_persistence,persistence,[0.0020670289781181865],1.891782090313824e-05,0.0,False,canonical_oracle,1.0,False,0.0,98,8,[0.0020481111572150483],99,,True
[0.20960894611943193],Bcc1,[0.0],[0.0],[0.20960894611943193],0.20960894611943193,True,[2.651938766357775],computed_canonical_persistence,persistence,[2.651938766357775],0.20960894611943193,0.0,False,canonical_oracle,1.0,False,0.0,99,9,[2.861547712477207],100,,True
[4.3087288716353155e-07],Bcc2,[0.0],[0.0],[4.3087288716353155e-07],4.3087288716353155e-07,True,[0.0005216408854379703],computed_canonical_persistence,persistence,[0.0005216408854379703],4.3087288716353155e-07,0.0,False,canonical_oracle,1.0,False,0.0,99,9,[0.0005220717583251338],100,,True
[4.0309567752004423e-07],Bcc3,[0.0],[0.0],[4.0309567752004423e-07],4.0309567752004423e-07,True,[1.7841274408362357e-05],computed_canonical_persistence,persistence,[1.7841274408362357e-05],4.0309567752004423e-07,0.0,False,canonical_oracle,1.0,False,0.0,99,9,[1.82443700858824e-05],100,,True
[0.3720542081027727],rho,[0.0],[0.0],[0.3720542081027727],0.3720542081027727,True,[15.55318077199506],computed_canonical_persistence,persistence,[15.55318077199506],0.3720542081027727,0.0,False,canonical_oracle,1.0,False,0.0,99,9,[15.925234980097832],100,,True
[0.03712715527203153],press,[0.0],[0.0],[0.03712715527203153],0.03712715527203153,True,[0.2266106393712411],computed_canonical_persistence,persistence,[0.2266106393712411],0.03712715527203153,0.0,False,canonical_oracle,1.0,False,0.0,99,9,[0.2637377946432726],100,,True
[0.011842425603823759],vel1,[0.0],[0.0],[0.011842425603823759],0.011842425603823759,True,[0.14358893750898588],computed_canonical_persistence,persistence,[0.14358893750898588],0.011842425603823759,0.0,False,canonical_oracle,1.0,False,0.0,99,9,[0.15543136311280964],100,,True
[2.1143761811876004e-06],vel2,[0.0],[0.0],[2.1143761811876004e-06],2.1143761811876004e-06,True,[9.296092047093339e-05],computed_canonical_persistence,persistence,[9.296092047093339e-05],2.1143761811876004e-06,0.0,False,canonical_oracle,1.0,False,0.0,99,9,[9.507529665212099e-05],100,,True
[6.396596028808432e-06],vel3,[0.0],[0.0],[-6.396596028808432e-06],6.396596028808432e-06,True,[0.0020481111572150483],computed_canonical_persistence,persistence,[0.0020481111572150483],6.396596028808432e-06,0.0,False,canonical_oracle,1.0,False,0.0,99,9,[0.00204171456118624],100,,True
[0.1944009370252986],Bcc1,[0.0],[0.0],[0.1944009370252986],0.1944009370252986,True,[2.861547712477207],computed_canonical_persistence,persistence,[2.861547712477207],0.1944009370252986,0.0,False,canonical_oracle,1.0,False,0.0,100,10,[3.0559486495025054],101,,True
[3.042620189170989],Bcc1,[-2.8482192521456904],[0.0],[0.1944009370252986],3.042620189170989,True,[2.861547712477207],frozen_rollout_saved_statistics,fno_plain,[0.013328460331516351],0.1944009370252986,-14.651262981181176,False,canonical_oracle,15.651262981181176,False,0.0,100,10,[3.0559486495025054],101,-1.0,False
[3.052517961418777],Bcc1,[-2.8581170243934784],[0.0],[0.1944009370252986],3.052517961418777,True,[2.861547712477207],frozen_rollout_saved_statistics,fno_full,[0.0034306880837284646],0.1944009370252986,-14.702177202065307,False,canonical_oracle,15.702177202065307,False,0.0,100,10,[3.0559486495025054],101,-1.0,False
[3.050443795310165],Bcc1,[-2.8560428582848663],[0.0],[0.1944009370252986],3.050443795310165,True,[2.861547712477207],frozen_rollout_saved_statistics,localno_plain,[0.005504854192340631],0.1944009370252986,-14.691507674745374,False,canonical_oracle,15.691507674745374,False,0.0,100,10,[3.0559486495025054],101,-1.0,False
[4.6395489211874426e-07],Bcc2,[0.0],[0.0],[4.6395489211874426e-07],4.6395489211874426e-07,True,[0.0005220717583251338],computed_canonical_persistence,persistence,[0.0005220717583251338],4.6395489211874426e-07,0.0,False,canonical_oracle,1.0,False,0.0,100,10,[0.0005225357132172526],101,,True
[7.138092787498454e-06],Bcc2,[-6.67413789537971e-06],[0.0],[4.6395489211874426e-07],7.138092787498454e-06,True,[0.0005220717583251338],frozen_rollout_saved_statistics,fno_plain,[0.0005153976204297541],4.6395489211874426e-07,-14.385316350261775,False,canonical_oracle,15.385316350261775,False,0.0,100,10,[0.0005225357132172526],101,-1.0,False
[0.0005203507466017157],Bcc2,[-0.000519886791709597],[0.0],[4.6395489211874426e-07],0.0005203507466017157,True,[0.0005220717583251338],frozen_rollout_saved_statistics,fno_full,[2.1849666155368706e-06],4.6395489211874426e-07,-1120.5546067968555,False,canonical_oracle,1121.5546067968555,False,0.0,100,10,[0.0005225357132172526],101,-1.0,False
[0.0003056039971002973],Bcc2,[-0.00030514004220817854],[0.0],[4.6395489211874426e-07],0.0003056039971002973,True,[0.0005220717583251338],frozen_rollout_saved_statistics,localno_plain,[0.0002169317161169553],4.6395489211874426e-07,-657.6933391405672,False,canonical_oracle,658.6933391405672,False,0.0,100,10,[0.0005225357132172526],101,-1.0,False
[3.026195100963171e-07],Bcc3,[0.0],[0.0],[3.026195100963171e-07],3.026195100963171e-07,True,[1.82443700858824e-05],computed_canonical_persistence,persistence,[1.82443700858824e-05],3.026195100963171e-07,0.0,False,canonical_oracle,1.0,False,0.0,100,10,[1.8546989595978718e-05],101,,True
[9.92350615522758e-06],Bcc3,[-9.620886645131263e-06],[0.0],[3.026195100963171e-07],9.92350615522758e-06,True,[1.82443700858824e-05],frozen_rollout_saved_statistics,fno_plain,[8.623483440751138e-06],3.026195100963171e-07,-31.792023726656446,False,canonical_oracle,32.792023726656446,False,0.0,100,10,[1.8546989595978718e-05],101,-1.0,False
[9.41832554271736e-06],Bcc3,[-9.115706032621043e-06],[0.0],[3.026195100963171e-07],9.41832554271736e-06,True,[1.82443700858824e-05],frozen_rollout_saved_statistics,fno_full,[9.128664053261358e-06],3.026195100963171e-07,-30.122664694420116,False,canonical_oracle,31.122664694420116,False,0.0,100,10,[1.8546989595978718e-05],101,-1.0,False
[1.4987783149403978e-05],Bcc3,[-1.4685163639307661e-05],[0.0],[3.026195100963171e-07],1.4987783149403978e-05,True,[1.82443700858824e-05],frozen_rollout_saved_statistics,localno_plain,[3.5592064465747394e-06],3.026195100963171e-07,-48.526823781565504,False,canonical_oracle,49.526823781565504,False,0.0,100,10,[1.8546989595978718e-05],101,-1.0,False
[0.19824011079659343],rho,[0.0],[0.0],[-0.19824011079659343],0.19824011079659343,True,[15.925234980097832],computed_canonical_persistence,persistence,[15.925234980097832],0.19824011079659343,0.0,False,canonical_oracle,1.0,False,0.0,100,10,[15.726994869301238],101,,True
[15.718743814117346],rho,[-15.91698392491394],[0.0],[-0.19824011079659343],15.718743814117346,True,[15.925234980097832],frozen_rollout_saved_statistics,fno_plain,[0.008251055183892627],0.19824011079659343,-78.29143981485032,False,canonical_oracle,79.29143981485032,False,1.0,100,10,[15.726994869301238],101,1.0,False
[15.726325947897942],rho,[-15.924566058694536],[0.0],[-0.19824011079659343],15.726325947897942,True,[15.925234980097832],frozen_rollout_saved_statistics,fno_full,[0.0006689214032952509],0.19824011079659343,-78.32968703812985,False,canonical_oracle,79.32968703812985,False,1.0,100,10,[15.726994869301238],101,1.0,False
[15.722618059679409],rho,[-15.920858170476002],[0.0],[-0.19824011079659343],15.722618059679409,True,[15.925234980097832],frozen_rollout_saved_statistics,localno_plain,[0.004376809621828861],0.19824011079659343,-78.31098301196867,False,canonical_oracle,79.31098301196867,False,1.0,100,10,[15.726994869301238],101,1.0,False
[0.03795131475652591],press,[0.0],[0.0],[0.03795131475652591],0.03795131475652591,True,[0.2637377946432726],computed_canonical_persistence,persistence,[0.2637377946432726],0.03795131475652591,0.0,False,canonical_oracle,1.0,False,0.0,100,10,[0.30168910939979854],101,,True
[0.3016883614275089],press,[-0.26373704667098297],[0.0],[0.03795131475652591],0.3016883614275089,True,[0.2637377946432726],frozen_rollout_saved_statistics,fno_plain,[7.47972289688028e-07],0.03795131475652591,-6.949352041239417,False,canonical_oracle,7.949352041239417,False,0.0,100,10,[0.30168910939979854],101,-1.0,False
[0.30168690203022386],press,[-0.26373558727369795],[0.0],[0.03795131475652591],0.30168690203022386,True,[0.2637377946432726],frozen_rollout_saved_statistics,fno_full,[2.2073695746777875e-06],0.03795131475652591,-6.949313586780214,False,canonical_oracle,7.949313586780214,False,0.0,100,10,[0.30168910939979854],101,-1.0,False
[0.3016889028576086],press,[-0.26373758810108267],[0.0],[0.03795131475652591],0.3016889028576086,True,[0.2637377946432726],frozen_rollout_saved_statistics,localno_plain,[2.065421899764713e-07],0.03795131475652591,-6.9493663076779635,False,canonical_oracle,7.9493663076779635,False,0.0,100,10,[0.30168910939979854],101,-1.0,False
[0.012990502149558658],vel1,[0.0],[0.0],[0.012990502149558658],0.012990502149558658,True,[0.15543136311280964],computed_canonical_persistence,persistence,[0.15543136311280964],0.012990502149558658,0.0,False,canonical_oracle,1.0,False,0.0,100,10,[0.1684218652623683],101,,True
[0.13654662095814615],vel1,[-0.1235561188085875],[0.0],[0.012990502149558658],0.13654662095814615,True,[0.15543136311280964],frozen_rollout_saved_statistics,fno_plain,[0.031875244304222144],0.012990502149558658,-9.511265799127342,False,canonical_oracle,10.511265799127342,False,0.0,100,10,[0.1684218652623683],101,-1.0,False
[0.14622419199107559],vel1,[-0.13323368984151693],[0.0],[0.012990502149558658],0.14622419199107559,True,[0.15543136311280964],frozen_rollout_saved_statistics,fno_full,[0.022197673271292722],0.012990502149558658,-10.256238620155528,False,canonical_oracle,11.256238620155528,False,0.0,100,10,[0.1684218652623683],101,-1.0,False
[0.146389246842779],vel1,[-0.13339874469322033],[0.0],[0.012990502149558658],0.146389246842779,True,[0.15543136311280964],frozen_rollout_saved_statistics,localno_plain,[0.022032618419589305],0.012990502149558658,-10.2689444301237,False,canonical_oracle,11.2689444301237,False,0.0,100,10,[0.1684218652623683],101,-1.0,False
[2.1140616495820462e-06],vel2,[0.0],[0.0],[2.1140616495820462e-06],2.1140616495820462e-06,True,[9.507529665212099e-05],computed_canonical_persistence,persistence,[9.507529665212099e-05],2.1140616495820462e-06,0.0,False,canonical_oracle,1.0,False,0.0,100,10,[9.718935830170304e-05],101,,True
