absolute_error,channel,delta_model,delta_persistence,delta_true,error_l2,ground_truth_available,input,metric_source,model,model_state_metric,persistence_error_l2,persistence_relative_skill,persistence_relative_skill_undefined,reference_domain,relative_error,relative_error_undefined,signed_transport_agreement,source_snapshot,step,target,target_snapshot,transport_cosine,transport_cosine_undefined
[2.551923111517059e-05],vel2,[-2.3405169465588545e-05],[0.0],[2.1140616495820462e-06],2.551923111517059e-05,True,[9.507529665212099e-05],frozen_rollout_saved_statistics,fno_plain,[7.167012718653245e-05],2.1140616495820462e-06,-11.071185871147982,False,canonical_oracle,12.071185871147982,False,0.0,100,10,[9.718935830170304e-05],101,-1.0,False
[0.00010688451985280225],vel2,[0.00010899858150238429],[0.0],[2.1140616495820462e-06],0.00010688451985280225,True,[9.507529665212099e-05],frozen_rollout_saved_statistics,fno_full,[0.00020407387815450529],2.1140616495820462e-06,-49.55884717171494,False,canonical_oracle,50.55884717171494,False,1.0,100,10,[9.718935830170304e-05],101,1.0,False
[7.56743413446996e-05],vel2,[-7.356027969511755e-05],[0.0],[2.1140616495820462e-06],7.56743413446996e-05,True,[9.507529665212099e-05],frozen_rollout_saved_statistics,localno_plain,[2.1515016957003445e-05],2.1140616495820462e-06,-34.795711709571265,False,canonical_oracle,35.795711709571265,False,0.0,100,10,[9.718935830170304e-05],101,-1.0,False
[1.2597484575372492e-07],vel3,[0.0],[0.0],[-1.2597484575372492e-07],1.2597484575372492e-07,True,[0.00204171456118624],computed_canonical_persistence,persistence,[0.00204171456118624],1.2597484575372492e-07,0.0,False,canonical_oracle,1.0,False,0.0,100,10,[0.002041588586340486],101,,True
[0.0013649638915977638],vel3,[-0.0013650898664435175],[0.0],[-1.2597484575372492e-07],0.0013649638915977638,True,[0.00204171456118624],frozen_rollout_saved_statistics,fno_plain,[0.0006766246947427222],1.2597484575372492e-07,-10834.209866152216,False,canonical_oracle,10835.209866152216,False,1.0,100,10,[0.002041588586340486],101,1.0,False
[0.0009479881765155599],vel3,[-0.0009481141513613136],[0.0],[-1.2597484575372492e-07],0.0009479881765155599,True,[0.00204171456118624],frozen_rollout_saved_statistics,fno_full,[0.0010936004098249263],1.2597484575372492e-07,-7524.217997637667,False,canonical_oracle,7525.217997637667,False,1.0,100,10,[0.002041588586340486],101,1.0,False
[0.0018150018421527964],vel3,[-0.0018151278169985501],[0.0],[-1.2597484575372492e-07],0.0018150018421527964,True,[0.00204171456118624],frozen_rollout_saved_statistics,localno_plain,[0.00022658674418768985],1.2597484575372492e-07,-14406.652823810893,False,canonical_oracle,14407.652823810893,False,1.0,100,10,[0.002041588586340486],101,1.0,False
[0.17618519913081876],Bcc1,[0.0],[0.0],[0.17618519913081876],0.17618519913081876,True,[3.0559486495025054],computed_canonical_persistence,persistence,[3.0559486495025054],0.17618519913081876,0.0,False,canonical_oracle,1.0,False,0.0,101,11,[3.232133848633324],102,,True
[1.877599384708488e-06],Bcc2,[0.0],[0.0],[1.877599384708488e-06],1.877599384708488e-06,True,[0.0005225357132172526],computed_canonical_persistence,persistence,[0.0005225357132172526],1.877599384708488e-06,0.0,False,canonical_oracle,1.0,False,0.0,101,11,[0.0005244133126019611],102,,True
[2.240195078943673e-07],Bcc3,[0.0],[0.0],[2.240195078943673e-07],2.240195078943673e-07,True,[1.8546989595978718e-05],computed_canonical_persistence,persistence,[1.8546989595978718e-05],2.240195078943673e-07,0.0,False,canonical_oracle,1.0,False,0.0,101,11,[1.8771009103873085e-05],102,,True
[0.46437902716825796],rho,[0.0],[0.0],[-0.46437902716825796],0.46437902716825796,True,[15.726994869301238],computed_canonical_persistence,persistence,[15.726994869301238],0.46437902716825796,0.0,False,canonical_oracle,1.0,False,0.0,101,11,[15.26261584213298],102,,True
[0.03673022946117194],press,[0.0],[0.0],[0.03673022946117194],0.03673022946117194,True,[0.30168910939979854],computed_canonical_persistence,persistence,[0.30168910939979854],0.03673022946117194,0.0,False,canonical_oracle,1.0,False,0.0,101,11,[0.3384193388609705],102,,True
[0.014271985570608492],vel1,[0.0],[0.0],[0.014271985570608492],0.014271985570608492,True,[0.1684218652623683],computed_canonical_persistence,persistence,[0.1684218652623683],0.014271985570608492,0.0,False,canonical_oracle,1.0,False,0.0,101,11,[0.1826938508329768],102,,True
[3.1456252521773286e-06],vel2,[0.0],[0.0],[3.1456252521773286e-06],3.1456252521773286e-06,True,[9.718935830170304e-05],computed_canonical_persistence,persistence,[9.718935830170304e-05],3.1456252521773286e-06,0.0,False,canonical_oracle,1.0,False,0.0,101,11,[0.00010033498355388037],102,,True
[2.6180842837919896e-06],vel3,[0.0],[0.0],[-2.6180842837919896e-06],2.6180842837919896e-06,True,[0.002041588586340486],computed_canonical_persistence,persistence,[0.002041588586340486],2.6180842837919896e-06,0.0,False,canonical_oracle,1.0,False,0.0,101,11,[0.002038970502056694],102,,True
[0.16082940256477452],Bcc1,[0.0],[0.0],[0.16082940256477452],0.16082940256477452,True,[3.232133848633324],computed_canonical_persistence,persistence,[3.232133848633324],0.16082940256477452,0.0,False,canonical_oracle,1.0,False,0.0,102,12,[3.3929632511980987],103,,True
[4.9191225445684985e-06],Bcc2,[0.0],[0.0],[4.9191225445684985e-06],4.9191225445684985e-06,True,[0.0005244133126019611],computed_canonical_persistence,persistence,[0.0005244133126019611],4.9191225445684985e-06,0.0,False,canonical_oracle,1.0,False,0.0,102,12,[0.0005293324351465296],103,,True
[1.7658575512023318e-07],Bcc3,[0.0],[0.0],[1.7658575512023318e-07],1.7658575512023318e-07,True,[1.8771009103873085e-05],computed_canonical_persistence,persistence,[1.8771009103873085e-05],1.7658575512023318e-07,0.0,False,canonical_oracle,1.0,False,0.0,102,12,[1.894759485899332e-05],103,,True
[0.47955276057269813],rho,[0.0],[0.0],[-0.47955276057269813],0.47955276057269813,True,[15.26261584213298],computed_canonical_persistence,persistence,[15.26261584213298],0.47955276057269813,0.0,False,canonical_oracle,1.0,False,0.0,102,12,[14.783063081560282],103,,True
[0.03791046470318299],press,[0.0],[0.0],[0.03791046470318299],0.03791046470318299,True,[0.3384193388609705],computed_canonical_persistence,persistence,[0.3384193388609705],0.03791046470318299,0.0,False,canonical_oracle,1.0,False,0.0,102,12,[0.37632980356415346],103,,True
[0.015254432379470773],vel1,[0.0],[0.0],[0.015254432379470773],0.015254432379470773,True,[0.1826938508329768],computed_canonical_persistence,persistence,[0.1826938508329768],0.015254432379470773,0.0,False,canonical_oracle,1.0,False,0.0,102,12,[0.19794828321244756],103,,True
[2.8132462180206644e-06],vel2,[0.0],[0.0],[2.8132462180206644e-06],2.8132462180206644e-06,True,[0.00010033498355388037],computed_canonical_persistence,persistence,[0.00010033498355388037],2.8132462180206644e-06,0.0,False,canonical_oracle,1.0,False,0.0,102,12,[0.00010314822977190103],103,,True
[8.261535527400495e-06],vel3,[0.0],[0.0],[-8.261535527400495e-06],8.261535527400495e-06,True,[0.002038970502056694],computed_canonical_persistence,persistence,[0.002038970502056694],8.261535527400495e-06,0.0,False,canonical_oracle,1.0,False,0.0,102,12,[0.0020307089665292937],103,,True
[0.1552424335996756],Bcc1,[0.0],[0.0],[0.1552424335996756],0.1552424335996756,True,[3.3929632511980987],computed_canonical_persistence,persistence,[3.3929632511980987],0.1552424335996756,0.0,False,canonical_oracle,1.0,False,0.0,103,13,[3.5482056847977743],104,,True
[4.469426713074381e-06],Bcc2,[0.0],[0.0],[4.469426713074381e-06],4.469426713074381e-06,True,[0.0005293324351465296],computed_canonical_persistence,persistence,[0.0005293324351465296],4.469426713074381e-06,0.0,False,canonical_oracle,1.0,False,0.0,103,13,[0.000533801861859604],104,,True
[1.3882696105430934e-07],Bcc3,[0.0],[0.0],[1.3882696105430934e-07],1.3882696105430934e-07,True,[1.894759485899332e-05],computed_canonical_persistence,persistence,[1.894759485899332e-05],1.3882696105430934e-07,0.0,False,canonical_oracle,1.0,False,0.0,103,13,[1.9086421820047628e-05],104,,True
[0.006724566199375559],rho,[0.0],[0.0],[-0.006724566199375559],0.006724566199375559,True,[14.783063081560282],computed_canonical_persistence,persistence,[14.783063081560282],0.006724566199375559,0.0,False,canonical_oracle,1.0,False,0.0,103,13,[14.776338515360907],104,,True
[0.03445117767816486],press,[0.0],[0.0],[0.03445117767816486],0.03445117767816486,True,[0.37632980356415346],computed_canonical_persistence,persistence,[0.37632980356415346],0.03445117767816486,0.0,False,canonical_oracle,1.0,False,0.0,103,13,[0.4107809812423183],104,,True
[0.01668109167683926],vel1,[0.0],[0.0],[0.01668109167683926],0.01668109167683926,True,[0.19794828321244756],computed_canonical_persistence,persistence,[0.19794828321244756],0.01668109167683926,0.0,False,canonical_oracle,1.0,False,0.0,103,13,[0.21462937488928682],104,,True
[4.442919340953472e-06],vel2,[0.0],[0.0],[4.442919340953472e-06],4.442919340953472e-06,True,[0.00010314822977190103],computed_canonical_persistence,persistence,[0.00010314822977190103],4.442919340953472e-06,0.0,False,canonical_oracle,1.0,False,0.0,103,13,[0.0001075911491128545],104,,True
[2.1674326678685144e-06],vel3,[0.0],[0.0],[-2.1674326678685144e-06],2.1674326678685144e-06,True,[0.0020307089665292937],computed_canonical_persistence,persistence,[0.0020307089665292937],2.1674326678685144e-06,0.0,False,canonical_oracle,1.0,False,0.0,103,13,[0.002028541533861425],104,,True
[0.15779513946866608],Bcc1,[0.0],[0.0],[0.15779513946866608],0.15779513946866608,True,[3.5482056847977743],computed_canonical_persistence,persistence,[3.5482056847977743],0.15779513946866608,0.0,False,canonical_oracle,1.0,False,0.0,104,14,[3.7060008242664404],105,,True
[2.920015232404211e-06],Bcc2,[0.0],[0.0],[2.920015232404211e-06],2.920015232404211e-06,True,[0.000533801861859604],computed_canonical_persistence,persistence,[0.000533801861859604],2.920015232404211e-06,0.0,False,canonical_oracle,1.0,False,0.0,104,14,[0.0005367218770920082],105,,True
[1.0268183925186161e-07],Bcc3,[0.0],[0.0],[1.0268183925186161e-07],1.0268183925186161e-07,True,[1.9086421820047628e-05],computed_canonical_persistence,persistence,[1.9086421820047628e-05],1.0268183925186161e-07,0.0,False,canonical_oracle,1.0,False,0.0,104,14,[1.918910365929949e-05],105,,True
[0.21620921531077109],rho,[0.0],[0.0],[0.21620921531077109],0.21620921531077109,True,[14.776338515360907],computed_canonical_persistence,persistence,[14.776338515360907],0.21620921531077109,0.0,False,canonical_oracle,1.0,False,0.0,104,14,[14.992547730671678],105,,True
[0.03721487063401624],press,[0.0],[0.0],[0.03721487063401624],0.03721487063401624,True,[0.4107809812423183],computed_canonical_persistence,persistence,[0.4107809812423183],0.03721487063401624,0.0,False,canonical_oracle,1.0,False,0.0,104,14,[0.44799585187633456],105,,True
[0.016127486039422184],vel1,[0.0],[0.0],[0.016127486039422184],0.016127486039422184,True,[0.21462937488928682],computed_canonical_persistence,persistence,[0.21462937488928682],0.016127486039422184,0.0,False,canonical_oracle,1.0,False,0.0,104,14,[0.230756860928709],105,,True
[3.4538170480139446e-06],vel2,[0.0],[0.0],[3.4538170480139446e-06],3.4538170480139446e-06,True,[0.0001075911491128545],computed_canonical_persistence,persistence,[0.0001075911491128545],3.4538170480139446e-06,0.0,False,canonical_oracle,1.0,False,0.0,104,14,[0.00011104496616086845],105,,True
[1.031697747870628e-06],vel3,[0.0],[0.0],[1.031697747870628e-06],1.031697747870628e-06,True,[0.002028541533861425],computed_canonical_persistence,persistence,[0.002028541533861425],1.031697747870628e-06,0.0,False,canonical_oracle,1.0,False,0.0,104,14,[0.0020295732316092958],105,,True
[0.15583379262620234],Bcc1,[0.0],[0.0],[0.15583379262620234],0.15583379262620234,True,[3.7060008242664404],computed_canonical_persistence,persistence,[3.7060008242664404],0.15583379262620234,0.0,False,canonical_oracle,1.0,False,0.0,105,15,[3.8618346168926427],106,,True
[2.2871443434455217e-06],Bcc2,[0.0],[0.0],[2.2871443434455217e-06],2.2871443434455217e-06,True,[0.0005367218770920082],computed_canonical_persistence,persistence,[0.0005367218770920082],2.2871443434455217e-06,0.0,False,canonical_oracle,1.0,False,0.0,105,15,[0.0005390090214354537],106,,True
[9.67302069650644e-08],Bcc3,[0.0],[0.0],[9.67302069650644e-08],9.67302069650644e-08,True,[1.918910365929949e-05],computed_canonical_persistence,persistence,[1.918910365929949e-05],9.67302069650644e-08,0.0,False,canonical_oracle,1.0,False,0.0,105,15,[1.9285833866264554e-05],106,,True
[0.2282474622696462],rho,[0.0],[0.0],[0.2282474622696462],0.2282474622696462,True,[14.992547730671678],computed_canonical_persistence,persistence,[14.992547730671678],0.2282474622696462,0.0,False,canonical_oracle,1.0,False,0.0,105,15,[15.220795192941324],106,,True
[0.03916320040672855],press,[0.0],[0.0],[0.03916320040672855],0.03916320040672855,True,[0.44799585187633456],computed_canonical_persistence,persistence,[0.44799585187633456],0.03916320040672855,0.0,False,canonical_oracle,1.0,False,0.0,105,15,[0.4871590522830631],106,,True
[0.014952273406785094],vel1,[0.0],[0.0],[0.014952273406785094],0.014952273406785094,True,[0.230756860928709],computed_canonical_persistence,persistence,[0.230756860928709],0.014952273406785094,0.0,False,canonical_oracle,1.0,False,0.0,105,15,[0.2457091343354941],106,,True
[3.307033336380437e-06],vel2,[0.0],[0.0],[3.307033336380437e-06],3.307033336380437e-06,True,[0.00011104496616086845],computed_canonical_persistence,persistence,[0.00011104496616086845],3.307033336380437e-06,0.0,False,canonical_oracle,1.0,False,0.0,105,15,[0.00011435199949724889],106,,True
[3.4002320851720183e-06],vel3,[0.0],[0.0],[3.4002320851720183e-06],3.4002320851720183e-06,True,[0.0020295732316092958],computed_canonical_persistence,persistence,[0.0020295732316092958],3.4002320851720183e-06,0.0,False,canonical_oracle,1.0,False,0.0,105,15,[0.002032973463694468],106,,True
[0.1562057616144985],Bcc1,[0.0],[0.0],[0.1562057616144985],0.1562057616144985,True,[3.8618346168926427],computed_canonical_persistence,persistence,[3.8618346168926427],0.1562057616144985,0.0,False,canonical_oracle,1.0,False,0.0,106,16,[4.018040378507141],107,,True
[1.9367898966964623e-06],Bcc2,[0.0],[0.0],[1.9367898966964623e-06],1.9367898966964623e-06,True,[0.0005390090214354537],computed_canonical_persistence,persistence,[0.0005390090214354537],1.9367898966964623e-06,0.0,False,canonical_oracle,1.0,False,0.0,106,16,[0.0005409458113321502],107,,True
[1.0251038723340582e-07],Bcc3,[0.0],[0.0],[1.0251038723340582e-07],1.0251038723340582e-07,True,[1.9285833866264554e-05],computed_canonical_persistence,persistence,[1.9285833866264554e-05],1.0251038723340582e-07,0.0,False,canonical_oracle,1.0,False,0.0,106,16,[1.938834425349796e-05],107,,True
[0.37991942683432],rho,[0.0],[0.0],[0.37991942683432],0.37991942683432,True,[15.220795192941324],computed_canonical_persistence,persistence,[15.220795192941324],0.37991942683432,0.0,False,canonical_oracle,1.0,False,0.0,106,16,[15.600714619775644],107,,True
[0.0403193931238941],press,[0.0],[0.0],[0.0403193931238941],0.0403193931238941,True,[0.4871590522830631],computed_canonical_persistence,persistence,[0.4871590522830631],0.0403193931238941,0.0,False,canonical_oracle,1.0,False,0.0,106,16,[0.5274784454069572],107,,True
[0.014979823877715265],vel1,[0.0],[0.0],[0.014979823877715265],0.014979823877715265,True,[0.2457091343354941],computed_canonical_persistence,persistence,[0.2457091343354941],0.014979823877715265,0.0,False,canonical_oracle,1.0,False,0.0,106,16,[0.26068895821320937],107,,True
[2.289613190181714e-06],vel2,[0.0],[0.0],[2.289613190181714e-06],2.289613190181714e-06,True,[0.00011435199949724889],computed_canonical_persistence,persistence,[0.00011435199949724889],2.289613190181714e-06,0.0,False,canonical_oracle,1.0,False,0.0,106,16,[0.0001166416126874306],107,,True
[1.3313434094153025e-06],vel3,[0.0],[0.0],[1.3313434094153025e-06],1.3313434094153025e-06,True,[0.002032973463694468],computed_canonical_persistence,persistence,[0.002032973463694468],1.3313434094153025e-06,0.0,False,canonical_oracle,1.0,False,0.0,106,16,[0.002034304807103883],107,,True
[0.16288372182233068],Bcc1,[0.0],[0.0],[0.16288372182233068],0.16288372182233068,True,[4.018040378507141],computed_canonical_persistence,persistence,[4.018040378507141],0.16288372182233068,0.0,False,canonical_oracle,1.0,False,0.0,107,17,[4.180924100329472],108,,True
[1.3113070596633284e-06],Bcc2,[0.0],[0.0],[1.3113070596633284e-06],1.3113070596633284e-06,True,[0.0005409458113321502],computed_canonical_persistence,persistence,[0.0005409458113321502],1.3113070596633284e-06,0.0,False,canonical_oracle,1.0,False,0.0,107,17,[0.0005422571183918135],108,,True
[1.0064106536867589e-07],Bcc3,[0.0],[0.0],[1.0064106536867589e-07],1.0064106536867589e-07,True,[1.938834425349796e-05],computed_canonical_persistence,persistence,[1.938834425349796e-05],1.0064106536867589e-07,0.0,False,canonical_oracle,1.0,False,0.0,107,17,[1.9488985318866635e-05],108,,True
[0.48780318596598704],rho,[0.0],[0.0],[0.48780318596598704],0.48780318596598704,True,[15.600714619775644],computed_canonical_persistence,persistence,[15.600714619775644],0.48780318596598704,0.0,False,canonical_oracle,1.0,False,0.0,107,17,[16.08851780574163],108,,True
[0.04163420519361427],press,[0.0],[0.0],[0.04163420519361427],0.04163420519361427,True,[0.5274784454069572],computed_canonical_persistence,persistence,[0.5274784454069572],0.04163420519361427,0.0,False,canonical_oracle,1.0,False,0.0,107,17,[0.5691126506005715],108,,True
[0.014467664425337479],vel1,[0.0],[0.0],[0.014467664425337479],0.014467664425337479,True,[0.26068895821320937],computed_canonical_persistence,persistence,[0.26068895821320937],0.014467664425337479,0.0,False,canonical_oracle,1.0,False,0.0,107,17,[0.27515662263854684],108,,True
[1.7504643821098485e-06],vel2,[0.0],[0.0],[1.7504643821098485e-06],1.7504643821098485e-06,True,[0.0001166416126874306],computed_canonical_persistence,persistence,[0.0001166416126874306],1.7504643821098485e-06,0.0,False,canonical_oracle,1.0,False,0.0,107,17,[0.00011839207706954045],108,,True
[2.4688757046058794e-06],vel3,[0.0],[0.0],[2.4688757046058794e-06],2.4688757046058794e-06,True,[0.002034304807103883],computed_canonical_persistence,persistence,[0.002034304807103883],2.4688757046058794e-06,0.0,False,canonical_oracle,1.0,False,0.0,107,17,[0.002036773682808489],108,,True
[0.15843756743288662],Bcc1,[0.0],[0.0],[0.15843756743288662],0.15843756743288662,True,[4.180924100329472],computed_canonical_persistence,persistence,[4.180924100329472],0.15843756743288662,0.0,False,canonical_oracle,1.0,False,0.0,108,18,[4.3393616677623585],109,,True
[1.1943329255620534e-06],Bcc2,[0.0],[0.0],[1.1943329255620534e-06],1.1943329255620534e-06,True,[0.0005422571183918135],computed_canonical_persistence,persistence,[0.0005422571183918135],1.1943329255620534e-06,0.0,False,canonical_oracle,1.0,False,0.0,108,18,[0.0005434514513173755],109,,True
[9.967384666580714e-08],Bcc3,[0.0],[0.0],[9.967384666580714e-08],9.967384666580714e-08,True,[1.9488985318866635e-05],computed_canonical_persistence,persistence,[1.9488985318866635e-05],9.967384666580714e-08,0.0,False,canonical_oracle,1.0,False,0.0,108,18,[1.9588659165532443e-05],109,,True
[0.494839992932544],rho,[0.0],[0.0],[0.494839992932544],0.494839992932544,True,[16.08851780574163],computed_canonical_persistence,persistence,[16.08851780574163],0.494839992932544,0.0,False,canonical_oracle,1.0,False,0.0,108,18,[16.583357798674175],109,,True
[0.04560899719719602],press,[0.0],[0.0],[0.04560899719719602],0.04560899719719602,True,[0.5691126506005715],computed_canonical_persistence,persistence,[0.5691126506005715],0.04560899719719602,0.0,False,canonical_oracle,1.0,False,0.0,108,18,[0.6147216477977675],109,,True
[0.011738973342313497],vel1,[0.0],[0.0],[0.011738973342313497],0.011738973342313497,True,[0.27515662263854684],computed_canonical_persistence,persistence,[0.27515662263854684],0.011738973342313497,0.0,False,canonical_oracle,1.0,False,0.0,108,18,[0.28689559598086034],109,,True
[2.0628576788539314e-06],vel2,[0.0],[0.0],[2.0628576788539314e-06],2.0628576788539314e-06,True,[0.00011839207706954045],computed_canonical_persistence,persistence,[0.00011839207706954045],2.0628576788539314e-06,0.0,False,canonical_oracle,1.0,False,0.0,108,18,[0.00012045493474839438],109,,True
[2.4826358104991335e-06],vel3,[0.0],[0.0],[2.4826358104991335e-06],2.4826358104991335e-06,True,[0.002036773682808489],computed_canonical_persistence,persistence,[0.002036773682808489],2.4826358104991335e-06,0.0,False,canonical_oracle,1.0,False,0.0,108,18,[0.002039256318618988],109,,True
[0.1629125478205511],Bcc1,[0.0],[0.0],[0.1629125478205511],0.1629125478205511,True,[4.3393616677623585],computed_canonical_persistence,persistence,[4.3393616677623585],0.1629125478205511,0.0,False,canonical_oracle,1.0,False,0.0,109,19,[4.50227421558291],110,,True
[4.496435059981607],Bcc1,[-4.333522512161056],[0.0],[0.1629125478205511],4.496435059981607,True,[4.3393616677623585],frozen_rollout_saved_statistics,fno_plain,[0.005839155601302831],0.1629125478205511,-26.60029917974428,False,canonical_oracle,27.60029917974428,False,0.0,109,19,[4.50227421558291],110,-1.0,False
[4.498190547011418],Bcc1,[-4.3352779991908665],[0.0],[0.1629125478205511],4.498190547011418,True,[4.3393616677623585],frozen_rollout_saved_statistics,fno_full,[0.004083668571492097],0.1629125478205511,-26.611074820131073,False,canonical_oracle,27.611074820131073,False,0.0,109,19,[4.50227421558291],110,-1.0,False
[4.496592322401232],Bcc1,[-4.3336797745806805],[0.0],[0.1629125478205511],4.496592322401232,True,[4.3393616677623585],frozen_rollout_saved_statistics,localno_plain,[0.005681893181678392],0.1629125478205511,-26.601264497773666,False,canonical_oracle,27.601264497773666,False,0.0,109,19,[4.50227421558291],110,-1.0,False
[1.4554053046323366e-06],Bcc2,[0.0],[0.0],[1.4554053046323366e-06],1.4554053046323366e-06,True,[0.0005434514513173755],computed_canonical_persistence,persistence,[0.0005434514513173755],1.4554053046323366e-06,0.0,False,canonical_oracle,1.0,False,0.0,109,19,[0.0005449068566220079],110,,True
[0.00026052477585286735],Bcc2,[-0.000259069370548235],[0.0],[1.4554053046323366e-06],0.00026052477585286735,True,[0.0005434514513173755],frozen_rollout_saved_statistics,fno_plain,[0.0002843820807691405],1.4554053046323366e-06,-178.00496516238886,False,canonical_oracle,179.00496516238886,False,0.0,109,19,[0.0005449068566220079],110,-1.0,False
[0.0005279484617603983],Bcc2,[-0.000526493056455766],[0.0],[1.4554053046323366e-06],0.0005279484617603983,True,[0.0005434514513173755],frozen_rollout_saved_statistics,fno_full,[1.695839486160954e-05],1.4554053046323366e-06,-361.7501288335405,False,canonical_oracle,362.7501288335405,False,0.0,109,19,[0.0005449068566220079],110,-1.0,False
[0.0003368313582101641],Bcc2,[-0.0003353759529055318],[0.0],[1.4554053046323366e-06],0.0003368313582101641,True,[0.0005434514513173755],frozen_rollout_saved_statistics,localno_plain,[0.00020807549841184375],1.4554053046323366e-06,-230.43474682830993,False,canonical_oracle,231.43474682830993,False,0.0,109,19,[0.0005449068566220079],110,-1.0,False
[9.437486294149573e-08],Bcc3,[0.0],[0.0],[9.437486294149573e-08],9.437486294149573e-08,True,[1.9588659165532443e-05],computed_canonical_persistence,persistence,[1.9588659165532443e-05],9.437486294149573e-08,0.0,False,canonical_oracle,1.0,False,0.0,109,19,[1.9683034028473938e-05],110,,True
[1.1221255478559455e-05],Bcc3,[-1.112688061561796e-05],[0.0],[9.437486294149573e-08],1.1221255478559455e-05,True,[1.9588659165532443e-05],frozen_rollout_saved_statistics,fno_plain,[8.461778549914483e-06],9.437486294149573e-08,-117.90089297947553,False,canonical_oracle,118.90089297947553,False,0.0,109,19,[1.9683034028473938e-05],110,-1.0,False
[1.0078844516707617e-05],Bcc3,[-9.984469653766122e-06],[0.0],[9.437486294149573e-08],1.0078844516707617e-05,True,[1.9588659165532443e-05],frozen_rollout_saved_statistics,fno_full,[9.604189511766321e-06],9.437486294149573e-08,-105.79585858530604,False,canonical_oracle,106.79585858530604,False,0.0,109,19,[1.9683034028473938e-05],110,-1.0,False
[1.6643431857154753e-05],Bcc3,[-1.6549056994213257e-05],[0.0],[9.437486294149573e-08],1.6643431857154753e-05,True,[1.9588659165532443e-05],frozen_rollout_saved_statistics,localno_plain,[3.0396021713191866e-06],9.437486294149573e-08,-175.35450095935232,False,canonical_oracle,176.35450095935232,False,0.0,109,19,[1.9683034028473938e-05],110,-1.0,False
[0.4353340101880825],rho,[0.0],[0.0],[0.4353340101880825],0.4353340101880825,True,[16.583357798674175],computed_canonical_persistence,persistence,[16.583357798674175],0.4353340101880825,0.0,False,canonical_oracle,1.0,False,0.0,109,19,[17.018691808862258],110,,True
[17.01669140190766],rho,[-16.58135739171958],[0.0],[0.4353340101880825],17.01669140190766,True,[16.583357798674175],frozen_rollout_saved_statistics,fno_plain,[0.0020004069545972404],0.4353340101880825,-38.08881687087976,False,canonical_oracle,39.08881687087976,False,0.0,109,19,[17.018691808862258],110,-1.0,False
[17.01809160625888],rho,[-16.5827575960708],[0.0],[0.4353340101880825],17.01809160625888,True,[16.583357798674175],frozen_rollout_saved_statistics,fno_full,[0.0006002026033747838],0.4353340101880825,-38.092033261785254,False,canonical_oracle,39.092033261785254,False,0.0,109,19,[17.018691808862258],110,-1.0,False
[17.017819633051786],rho,[-16.582485622863704],[0.0],[0.4353340101880825],17.017819633051786,True,[16.583357798674175],frozen_rollout_saved_statistics,localno_plain,[0.0008721758104718879],0.4353340101880825,-38.09140851572653,False,canonical_oracle,39.09140851572653,False,0.0,109,19,[17.018691808862258],110,-1.0,False
[0.044427352073930115],press,[0.0],[0.0],[0.044427352073930115],0.044427352073930115,True,[0.6147216477977675],computed_canonical_persistence,persistence,[0.6147216477977675],0.044427352073930115,0.0,False,canonical_oracle,1.0,False,0.0,109,19,[0.6591489998716976],110,,True
[0.6591482330883187],press,[-0.6147208810143886],[0.0],[0.044427352073930115],0.6591482330883187,True,[0.6147216477977675],frozen_rollout_saved_statistics,fno_plain,[7.667833788792556e-07],0.044427352073930115,-13.83654105676727,False,canonical_oracle,14.83654105676727,False,0.0,109,19,[0.6591489998716976],110,-1.0,False
[0.6591463198659905],press,[-0.6147189677920604],[0.0],[0.044427352073930115],0.6591463198659905,True,[0.6147216477977675],frozen_rollout_saved_statistics,fno_full,[2.6800057071568034e-06],0.044427352073930115,-13.836497992703379,False,canonical_oracle,14.836497992703379,False,0.0,109,19,[0.6591489998716976],110,-1.0,False
[0.6591488358474338],press,[-0.6147214837735037],[0.0],[0.044427352073930115],0.6591488358474338,True,[0.6147216477977675],frozen_rollout_saved_statistics,localno_plain,[1.640242638925453e-07],0.044427352073930115,-13.836554624065048,False,canonical_oracle,14.836554624065048,False,0.0,109,19,[0.6591489998716976],110,-1.0,False
[0.011486016621946427],vel1,[0.0],[0.0],[0.011486016621946427],0.011486016621946427,True,[0.28689559598086034],computed_canonical_persistence,persistence,[0.28689559598086034],0.011486016621946427,0.0,False,canonical_oracle,1.0,False,0.0,109,19,[0.29838161260280677],110,,True
[0.2693067411346145],vel1,[-0.2578207245126681],[0.0],[0.011486016621946427],0.2693067411346145,True,[0.28689559598086034],frozen_rollout_saved_statistics,fno_plain,[0.029074871468192254],0.011486016621946427,-22.44648715030134,False,canonical_oracle,23.44648715030134,False,0.0,109,19,[0.29838161260280677],110,-1.0,False
[0.2804542801736724],vel1,[-0.268968263551726],[0.0],[0.011486016621946427],0.2804542801736724,True,[0.28689559598086034],frozen_rollout_saved_statistics,fno_full,[0.01792733242913435],0.011486016621946427,-23.417018484703053,False,canonical_oracle,24.417018484703053,False,0.0,109,19,[0.29838161260280677],110,-1.0,False
[0.27592797367167643],vel1,[-0.26444195704973],[0.0],[0.011486016621946427],0.27592797367167643,True,[0.28689559598086034],frozen_rollout_saved_statistics,localno_plain,[0.022453638931130324],0.011486016621946427,-23.022947445893347,False,canonical_oracle,24.022947445893347,False,0.0,109,19,[0.29838161260280677],110,-1.0,False
