absolute_error,channel,delta_model,delta_persistence,delta_true,error_l2,ground_truth_available,grouped_absolute_error,input,metric_source,model,model_state_metric,persistence_error_l2,persistence_relative_skill,persistence_relative_skill_undefined,reference_domain,relative_error,relative_error_undefined,signed_transport_agreement,source_snapshot,step,target,target_snapshot,transport_cosine,transport_cosine_undefined
"[3.356226522757661e-05,6.965535443013575,0.7241110193429126,0.024880012616373404,0.0013981226350711362,0.0005922277539419461,0.0006373677336758143,0.00013357332752459566]",rho,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3.356226522757661e-05,6.965535443013575,-0.7241110193429126,0.024880012616373404,0.0013981226350711362,0.0005922277539419461,-0.0006373677336758143,0.00013357332752459566]",7.00311662918207,True,"{""inner"":3.4827845026394013,""middle"":0.18774534558707476,""outer"":0.000385470530600205}","[8.161768692848479e-05,0.005079175706277911,1.8941613763180136,0.13852829050416388,0.02697908624113074,0.01545300598276096,0.0641160452475931,0.04572354975401747]",computed_canonical_persistence,persistence,"[8.161768692848479e-05,0.005079175706277911,1.8941613763180136,0.13852829050416388,0.02697908624113074,0.01545300598276096,0.0641160452475931,0.04572354975401747]",7.00311662918207,0.0,False,canonical_oracle,1.0,False,0.0,92,2,"[0.0001151799521560614,6.970614618719853,1.170050356975101,0.16340830312053728,0.028377208876201876,0.016045233736702906,0.06347867751391728,0.045857123081542064]",93,,True
"[0.0006877676060046512,0.015162180685300721,0.0007652044233676447,9.247463214205303e-07,3.036974270779004e-09,1.0229656098115806e-09,1.2428256935839494e-09,2.5679540697058274e-10]",press,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0006877676060046512,0.015162180685300721,-0.0007652044233676447,9.247463214205303e-07,3.036974270779004e-09,1.0229656098115806e-09,-1.2428256935839494e-09,2.5679540697058274e-10]",0.015197048597615417,True,"{""inner"":0.007924974145652686,""middle"":0.00019153330740723644,""outer"":7.498105502772661e-10}","[0.000527167012455676,0.00030958396579811617,0.0010780410703510063,1.0769698525849181e-05,2.7972921226287517e-07,2.9102949320603442e-08,9.298914772602577e-08,5.900321542519351e-08]",computed_canonical_persistence,persistence,"[0.000527167012455676,0.00030958396579811617,0.0010780410703510063,1.0769698525849181e-05,2.7972921226287517e-07,2.9102949320603442e-08,9.298914772602577e-08,5.900321542519351e-08]",0.015197048597615417,0.0,False,canonical_oracle,1.0,False,0.0,92,2,"[0.0012149346184603272,0.015471764651098837,0.00031283664698336167,1.1694444847269711e-05,2.827661865336542e-07,3.012591493041502e-08,9.174632203244182e-08,5.926001083216409e-08]",93,,True
"[0.007082865828862389,0.009037663184159765,0.00360079208224557,0.005915256418771851,0.007241004806649326,0.006813412875857634,0.00417694292598083,0.001588742778715832]",vel1,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-0.007082865828862389,-0.009037663184159765,0.00360079208224557,0.005915256418771851,0.007241004806649326,0.006813412875857634,0.00417694292598083,0.001588742778715832]",0.017280856684493726,True,"{""inner"":0.008060264506511077,""middle"":0.005892616545881095,""outer"":0.002882842852348331}","[0.1037988333530096,0.019263525675905134,0.016877000438560733,0.04110514755367502,0.056039829939224295,0.060899164052289644,0.047113645205719756,0.03052281661605996]",computed_canonical_persistence,persistence,"[0.1037988333530096,0.019263525675905134,0.016877000438560733,0.04110514755367502,0.056039829939224295,0.060899164052289644,0.047113645205719756,0.03052281661605996]",0.017280856684493726,0.0,False,canonical_oracle,1.0,False,0.0,92,2,"[0.09671596752414721,0.010225862491745369,0.020477792520806302,0.04702040397244687,0.06328083474587362,0.06771257692814728,0.051290588131700586,0.03211155939477579]",93,,True
"[3.690732915894628e-05,0.00018246830755263443,4.824262983539571e-06,4.6364312068401535e-07,1.6242612377119314e-07,1.0592991827494268e-08,3.385945490484864e-09,1.871242724992045e-09]",vel2,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-3.690732915894628e-05,-0.00018246830755263443,-4.824262983539571e-06,-4.6364312068401535e-07,1.6242612377119314e-07,1.0592991827494268e-08,3.385945490484864e-09,-1.871242724992045e-09]",0.00018622660710669307,True,"{""inner"":0.00010968781835579035,""middle"":1.3652313049555685e-06,""outer"":2.6285941077384545e-09}","[0.0007660672091102765,0.00040999826877838785,1.81359302790428e-05,6.7529955139426745e-06,1.7005623128819705e-06,1.6202517875146183e-07,5.476142460317864e-08,2.8062305836187727e-08]",computed_canonical_persistence,persistence,"[0.0007660672091102765,0.00040999826877838785,1.81359302790428e-05,6.7529955139426745e-06,1.7005623128819705e-06,1.6202517875146183e-07,5.476142460317864e-08,2.8062305836187727e-08]",0.00018622660710669307,0.0,False,canonical_oracle,1.0,False,0.0,92,2,"[0.0007291598799513302,0.00022752996122575342,1.3311667295503229e-05,6.289352393258659e-06,1.8629884366531636e-06,1.726181705789561e-07,5.8147370093663504e-08,2.6191063111195682e-08]",93,,True
"[0.001661275094576434,0.0009895110790083532,0.00035016471793900515,5.521586572060713e-05,3.178970690767579e-05,4.994344927295965e-05,1.5803925285783998e-05,2.9629847191226186e-06]",vel3,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.001661275094576434,-0.0009895110790083532,-0.00035016471793900515,-5.521586572060713e-05,3.178970690767579e-05,4.994344927295965e-05,1.5803925285783998e-05,2.9629847191226186e-06]",0.0019668235085488063,True,"{""inner"":0.0013253930867923936,""middle"":0.00012177843496006193,""outer"":9.383455002453308e-06}","[0.0004844580422649843,0.0028528758241146883,0.0014904572418496151,0.0011566192745104814,0.0009800720865614696,0.0004958570695635927,0.0001606480427512249,3.108008252540245e-05]",computed_canonical_persistence,persistence,"[0.0004844580422649843,0.0028528758241146883,0.0014904572418496151,0.0011566192745104814,0.0009800720865614696,0.0004958570695635927,0.0001606480427512249,3.108008252540245e-05]",0.0019668235085488063,0.0,False,canonical_oracle,1.0,False,0.0,92,2,"[0.0021457331368414183,0.001863364745106335,0.00114029252391061,0.0011014034087898743,0.0010118617934691454,0.0005458005188365523,0.0001764519680370089,3.404306724452507e-05]",93,,True
"[6.7067130481319435,0.3566442526181708,0.015760469262565788,0.001033292092519027,9.413037870247064e-05,5.366887997466143e-06,2.2886386921740345e-07,8.662138685732568e-09]",Bcc1,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[6.7067130481319435,0.3566442526181708,0.015760469262565788,0.001033292092519027,9.413037870247064e-05,5.366887997466143e-06,2.2886386921740345e-07,-8.662138685732568e-09]",6.716207598182336,True,"{""inner"":3.5316786503750572,""middle"":0.0042233146554461875,""outer"":1.1876300395156801e-07}","[1.39893558378529,0.5585907483909027,0.08610376235177195,0.01071397557150213,0.001416130893847084,0.0002081227893288536,5.705335087212136e-05,1.835716290685012e-05]",computed_canonical_persistence,persistence,"[1.39893558378529,0.5585907483909027,0.08610376235177195,0.01071397557150213,0.001416130893847084,0.0002081227893288536,5.705335087212136e-05,1.835716290685012e-05]",6.716207598182336,0.0,False,canonical_oracle,1.0,False,0.0,93,3,"[8.105648631917234,0.9152350010090735,0.10186423161433773,0.011747267664021156,0.0015102612725495547,0.00021348967732631973,5.7282214741338763e-05,1.8348500768164387e-05]",94,,True
"[8.051267099001711,0.8962475474257793,0.09593968503680726,0.0026240539517309036,0.001486164657330277,0.0013818378727106196,5.836270400996737e-05,0.00047439352161883806]",Bcc1,"[-1.3445540508697678,-0.5396032948076085,-0.08017921577424147,0.0036573460442499307,0.0015802950360327475,0.0013872047607080857,5.859156787918477e-05,0.0004743848594801523]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[6.7067130481319435,0.3566442526181708,0.015760469262565788,0.001033292092519027,9.413037870247064e-05,5.366887997466143e-06,2.2886386921740345e-07,-8.662138685732568e-09]",8.101566343687804,True,"{""inner"":4.4737573232137455,""middle"":0.025357935379644765,""outer"":0.00026637811281440273}","[1.39893558378529,0.5585907483909027,0.08610376235177195,0.01071397557150213,0.001416130893847084,0.0002081227893288536,5.705335087212136e-05,1.835716290685012e-05]",stage_l_saved_selected_step_metrics,fno_plain,"[0.05438153291552208,0.01898745358329427,0.0059245465775304654,0.01437132161575206,0.0029964259298798316,0.0015953275500369393,0.00011564491875130613,0.0004927420223870024]",6.716207598182336,-0.2062709833270191,False,canonical_oracle,1.206270983327019,False,0.5,93,3,"[8.105648631917234,0.9152350010090735,0.10186423161433773,0.011747267664021156,0.0015102612725495547,0.00021348967732631973,5.7282214741338763e-05,1.8348500768164387e-05]",94,-0.9451970095011699,False
"[8.066190897830797,0.9089557357492047,0.10132290218267971,0.011000492665120945,0.0005230127561241412,4.082131199080084e-05,0.00011530176667006917,0.005491289711149159]",Bcc1,"[-1.3594778496988544,-0.552311483131034,-0.08556243292011392,-0.009967200572601918,-0.0004288823774216705,4.618819998826698e-05,0.00011553063053928658,0.005491281049010473]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[6.7067130481319435,0.3566442526181708,0.015760469262565788,0.001033292092519027,9.413037870247064e-05,5.366887997466143e-06,2.2886386921740345e-07,-8.662138685732568e-09]",8.11788481772877,True,"{""inner"":4.487573316790001,""middle"":0.0282218072289789,""outer"":0.0028032957389096144}","[1.39893558378529,0.5585907483909027,0.08610376235177195,0.01071397557150213,0.001416130893847084,0.0002081227893288536,5.705335087212136e-05,1.835716290685012e-05]",stage_l_saved_selected_step_metrics,fno_full,"[0.039457734086435395,0.0062792652598688235,0.0005413294316580194,0.0007467749989002116,0.0009872485164254135,0.00025431098931712057,0.00017258398141140795,0.005509638211917324]",6.716207598182336,-0.20870069887741138,False,canonical_oracle,1.2087006988774114,False,0.25,93,3,"[8.105648631917234,0.9152350010090735,0.10186423161433773,0.011747267664021156,0.0015102612725495547,0.00021348967732631973,5.7282214741338763e-05,1.8348500768164387e-05]",94,-0.9436450515470646,False
"[8.087557815998194,0.9140913599334454,0.09796131423748314,0.009718625371473643,2.8228535064514114e-05,8.804382459693362e-05,1.5691299707051544e-05,5.2078419662224336e-05]",Bcc1,"[-1.3808447678662508,-0.5574471073152746,-0.08220084497491735,-0.008685333278954616,6.590184363795652e-05,-8.267693659946748e-05,1.5920163576268948e-05,5.20697575235386e-05]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[6.7067130481319435,0.3566442526181708,0.015760469262565788,0.001033292092519027,9.413037870247064e-05,5.366887997466143e-06,2.2886386921740345e-07,-8.662138685732568e-09]",8.13964651097894,True,"{""inner"":4.50082458796582,""middle"":0.026949052992154554,""outer"":3.388485968463794e-05}","[1.39893558378529,0.5585907483909027,0.08610376235177195,0.01071397557150213,0.001416130893847084,0.0002081227893288536,5.705335087212136e-05,1.835716290685012e-05]",frozen_rollout_saved_statistics,localno_plain,"[0.018090815919039084,0.0011436410756281614,0.0039029173768545884,0.002028642292547513,0.0014820327374850406,0.00012544585272938612,7.297351444839031e-05,7.042692043038872e-05]",6.716207598182336,-0.21194087466591127,False,canonical_oracle,1.2119408746659113,False,0.25,93,3,"[8.105648631917234,0.9152350010090735,0.10186423161433773,0.011747267664021156,0.0015102612725495547,0.00021348967732631973,5.7282214741338763e-05,1.8348500768164387e-05]",94,-0.9445329645216561,False
"[0.002061479323890966,0.0003639963119441264,6.071450657677452e-06,5.841612695907062e-07,4.275406193955319e-09,4.765599142345825e-11,1.4432113275122799e-11,6.402249661474052e-13]",Bcc2,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.002061479323890966,-0.0003639963119441264,6.071450657677452e-06,-5.841612695907062e-07,4.275406193955319e-09,-4.765599142345825e-11,-1.4432113275122799e-11,6.402249661474052e-13]",0.002093377061523948,True,"{""inner"":0.0012127378179175462,""middle"":1.6649837473633843e-06,""outer"":7.536169120635102e-12}","[0.0008316292769300641,0.0007181861516298495,4.2060739463973886e-05,2.2381122449812294e-06,9.80289892858962e-08,1.1368933165720856e-08,1.808033927702093e-09,1.6675315528419073e-10]",computed_canonical_persistence,persistence,"[0.0008316292769300641,0.0007181861516298495,4.2060739463973886e-05,2.2381122449812294e-06,9.80289892858962e-08,1.1368933165720856e-08,1.808033927702093e-09,1.6675315528419073e-10]",0.002093377061523948,0.0,False,canonical_oracle,1.0,False,0.0,93,3,"[0.0028931086008210302,0.0003541898396857231,4.813219012165134e-05,1.6539509753905232e-06,1.0230439547985151e-07,1.1321277174297397e-08,1.7936018144269702e-09,1.6739338025033814e-10]",94,,True
"[0.0018154375795065582,0.0006313972159314269,0.0005204231995392775,1.4305310695660308e-05,1.0599779100747602e-08,1.1494080259801185e-08,7.80790029477822e-09,3.6357560812126817e-09]",Bcc2,"[0.00024604174438440764,0.0002674009039873005,0.0005264946501969549,1.3721149426069603e-05,1.4875185294702921e-08,1.1446424268377727e-08,7.793468181503098e-09,3.636396306178829e-09]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.002061479323890966,-0.0003639963119441264,6.071450657677452e-06,-5.841612695907062e-07,4.275406193955319e-09,-4.765599142345825e-11,-1.4432113275122799e-11,6.402249661474052e-13]",0.001991361594041132,True,"{""inner"":0.0012234173977189926,""middle"":0.0001336876510235746,""outer"":5.721828187995451e-09}","[0.0008316292769300641,0.0007181861516298495,4.2060739463973886e-05,2.2381122449812294e-06,9.80289892858962e-08,1.1368933165720856e-08,1.808033927702093e-09,1.6675315528419073e-10]",stage_l_saved_selected_step_metrics,fno_plain,"[0.0010776710213144718,0.00098558705561715,0.0005685553896609288,1.5959261671050832e-05,1.1290417458059912e-07,2.2815357434098583e-08,9.60150210920519e-09,3.80314946146302e-09]",0.002093377061523948,0.04873248558888388,False,canonical_oracle,0.9512675144111161,False,0.5,93,3,"[0.0028931086008210302,0.0003541898396857231,4.813219012165134e-05,1.6539509753905232e-06,1.0230439547985151e-07,1.1321277174297397e-08,1.7936018144269702e-09,1.6739338025033814e-10]",94,0.30837883277319916,False
"[0.0027916546111599366,0.00035353112873977565,4.6870250440654336e-05,1.166304261707925e-06,1.6071946391858858e-08,2.7567368387439193e-08,8.025708458398265e-09,1.171822233001322e-08]",Bcc2,"[-0.0007301752872689709,-0.000717527440683902,-4.0798799782976884e-05,-1.7504655312986312e-06,2.0347352585814177e-08,2.7519712396015734e-08,8.011276345123143e-09,1.1718862554979368e-08]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.002061479323890966,-0.0003639963119441264,6.071450657677452e-06,-5.841612695907062e-07,4.275406193955319e-09,-4.765599142345825e-11,-1.4432113275122799e-11,6.402249661474052e-13]",0.0028143414698398902,True,"{""inner"":0.0015725928699498561,""middle"":1.202004850428539e-05,""outer"":9.871965394205742e-09}","[0.0008316292769300641,0.0007181861516298495,4.2060739463973886e-05,2.2381122449812294e-06,9.80289892858962e-08,1.1368933165720856e-08,1.808033927702093e-09,1.6675315528419073e-10]",stage_l_saved_selected_step_metrics,fno_full,"[0.00010145398966109328,6.587109459474339e-07,1.2619396809969992e-06,4.876467136825981e-07,1.1837634187171037e-07,3.888864556173659e-08,9.819310272825236e-09,1.1885615710263559e-08]",0.002093377061523948,-0.3444025548799561,False,canonical_oracle,1.344402554879956,False,0.5,93,3,"[0.0028931086008210302,0.0003541898396857231,4.813219012165134e-05,1.6539509753905232e-06,1.0230439547985151e-07,1.1321277174297397e-08,1.7936018144269702e-09,1.6739338025033814e-10]",94,-0.5801697966542547,False
"[0.002533614735760613,0.0004452300083406957,0.0005006223925350604,6.954554801154875e-07,5.3338657470661664e-08,1.7238492424538124e-08,3.14775292557292e-08,4.498430578684886e-08]",Bcc2,"[-0.00047213541186964727,8.123369639656932e-05,0.0005066938431927379,-1.2796167497061937e-06,-4.9063251276706346e-08,1.7190836433114666e-08,3.146309714245408e-08,4.498494601181501e-08]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.002061479323890966,-0.0003639963119441264,6.071450657677452e-06,-5.841612695907062e-07,4.275406193955319e-09,-4.765599142345825e-11,-1.4432113275122799e-11,6.402249661474052e-13]",0.0026206977428373597,True,"{""inner"":0.0014894223720506544,""middle"":0.00012534710629126777,""outer"":3.8230917521289033e-08}","[0.0008316292769300641,0.0007181861516298495,4.2060739463973886e-05,2.2381122449812294e-06,9.80289892858962e-08,1.1368933165720856e-08,1.808033927702093e-09,1.6675315528419073e-10]",frozen_rollout_saved_statistics,localno_plain,"[0.00035949386506041686,0.0007994198480264188,0.0005487545826567118,9.584954952750357e-07,4.896573800918985e-08,2.855976959883552e-08,3.327113107015617e-08,4.51516991670992e-08]",0.002093377061523948,-0.2518995220715423,False,canonical_oracle,1.2518995220715423,False,0.375,93,3,"[0.0028931086008210302,0.0003541898396857231,4.813219012165134e-05,1.6539509753905232e-06,1.0230439547985151e-07,1.1321277174297397e-08,1.7936018144269702e-09,1.6739338025033814e-10]",94,-0.6849054675923104,False
"[1.1118626237912287e-08,3.5251894484592303e-07,4.8652774981571044e-06,3.962209362291081e-06,1.2666972607626463e-06,1.9577796141214875e-07,1.6758162753197316e-08,1.0195693555740254e-09]",Bcc3,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.1118626237912287e-08,3.5251894484592303e-07,4.8652774981571044e-06,3.962209362291081e-06,1.2666972607626463e-06,1.9577796141214875e-07,1.6758162753197316e-08,1.0195693555740254e-09]",6.413856424271163e-06,True,"{""inner"":1.8181878554191766e-07,""middle"":2.5724905206557452e-06,""outer"":8.88886605438567e-09}","[2.913569293886461e-05,2.87942926202566e-05,2.3947766615229318e-05,1.8839326334764353e-05,8.499831632598526e-06,1.6531715525567084e-06,1.30877997977012e-07,6.524690585155294e-09]",computed_canonical_persistence,persistence,"[2.913569293886461e-05,2.87942926202566e-05,2.3947766615229318e-05,1.8839326334764353e-05,8.499831632598526e-06,1.6531715525567084e-06,1.30877997977012e-07,6.524690585155294e-09]",6.413856424271163e-06,0.0,False,canonical_oracle,1.0,False,0.0,93,3,"[2.9146811565102524e-05,2.9146811565102524e-05,2.8813044113386423e-05,2.2801535697055434e-05,9.766528893361172e-06,1.8489495139688572e-06,1.4763616073020933e-07,7.54425994072932e-09]",94,,True
"[8.899211511383743e-06,1.2870518566795174e-05,1.5588383410532104e-05,6.950199173323687e-06,3.0540436770853325e-06,9.539556664816776e-07,2.6041075904468394e-08,7.643625135468964e-09]",Bcc3,"[-8.88809288514583e-06,-1.251799962194925e-05,-1.0723105912375e-05,-2.987989811032606e-06,-1.7873464163226861e-06,-7.581777050695287e-07,-9.282913151271078e-09,8.66319449104299e-09]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.1118626237912287e-08,3.5251894484592303e-07,4.8652774981571044e-06,3.962209362291081e-06,1.2666972607626463e-06,1.9577796141214875e-07,1.6758162753197316e-08,1.0195693555740254e-09]",2.337492524828652e-05,True,"{""inner"":1.0884865039089458e-05,""middle"":6.6366454818557e-06,""outer"":1.684235051996868e-08}","[2.913569293886461e-05,2.87942926202566e-05,2.3947766615229318e-05,1.8839326334764353e-05,8.499831632598526e-06,1.6531715525567084e-06,1.30877997977012e-07,6.524690585155294e-09]",stage_l_saved_selected_step_metrics,fno_plain,"[2.024760005371878e-05,1.627629299830735e-05,1.3224660702854319e-05,1.5851336523731747e-05,6.71248521627584e-06,8.949938474871797e-07,1.2159508482574093e-07,1.5187885076198283e-08]",6.413856424271163e-06,-2.6444416123553505,False,canonical_oracle,3.6444416123553505,False,0.125,93,3,"[2.9146811565102524e-05,2.9146811565102524e-05,2.8813044113386423e-05,2.2801535697055434e-05,9.766528893361172e-06,1.8489495139688572e-06,1.4763616073020933e-07,7.54425994072932e-09]",94,-0.5801698539918523,False
"[8.972431820931133e-06,1.128993706709145e-05,1.5163232419722054e-05,1.1248517247280195e-05,3.659043145836054e-06,2.3593578125628403e-08,6.934516713173217e-07,2.819782641006117e-07]",Bcc3,"[-8.96131319469322e-06,-1.0937418122245527e-05,-1.029795492156495e-05,-7.2863078849891145e-06,-2.3923458850734075e-06,1.7218438328652034e-07,7.10209834070519e-07,2.829978334561857e-07]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.1118626237912287e-08,3.5251894484592303e-07,4.8652774981571044e-06,3.962209362291081e-06,1.2666972607626463e-06,1.9577796141214875e-07,1.6758162753197316e-08,1.0195693555740254e-09]",2.404931412325328e-05,True,"{""inner"":1.0131184444011291e-05,""middle"":7.523596597740983e-06,""outer"":4.877149677089667e-07}","[2.913569293886461e-05,2.87942926202566e-05,2.3947766615229318e-05,1.8839326334764353e-05,8.499831632598526e-06,1.6531715525567084e-06,1.30877997977012e-07,6.524690585155294e-09]",stage_l_saved_selected_step_metrics,fno_full,"[2.017437974417139e-05,1.7856874498011074e-05,1.3649811693664369e-05,1.1553018449775239e-05,6.1074857475251185e-06,1.8253559358432288e-06,8.41087832047531e-07,2.89522524041341e-07]",6.413856424271163e-06,-2.7495872268431887,False,canonical_oracle,3.7495872268431887,False,0.375,93,3,"[2.9146811565102524e-05,2.9146811565102524e-05,2.8813044113386423e-05,2.2801535697055434e-05,9.766528893361172e-06,1.8489495139688572e-06,1.4763616073020933e-07,7.54425994072932e-09]",94,-0.7007222306255166,False
"[2.1855586460097383e-05,2.143441274209588e-05,2.0369780246550537e-05,1.1867114649360015e-05,5.371414242198327e-06,1.5278002880263103e-06,5.580396401947894e-08,1.9334666792166117e-08]",Bcc3,"[-2.184446783385947e-05,-2.1081893797249958e-05,-1.5504502748393432e-05,-7.904905287068934e-06,-4.104716981435681e-06,-1.3320223266141616e-06,-3.9045801266281626e-08,2.0354236147740142e-08]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.1118626237912287e-08,3.5251894484592303e-07,4.8652774981571044e-06,3.962209362291081e-06,1.2666972607626463e-06,1.9577796141214875e-07,1.6758162753197316e-08,1.0195693555740254e-09]",3.903904224107264e-05,True,"{""inner"":2.164499960109663e-05,""middle"":9.784027356533798e-06,""outer"":3.7569315405822526e-08}","[2.913569293886461e-05,2.87942926202566e-05,2.3947766615229318e-05,1.8839326334764353e-05,8.499831632598526e-06,1.6531715525567084e-06,1.30877997977012e-07,6.524690585155294e-09]",frozen_rollout_saved_statistics,localno_plain,"[7.2912251050051395e-06,7.712398823006643e-06,8.443263866835884e-06,1.093442104769542e-05,4.395114651162845e-06,3.2114922594254675e-07,9.183219671073038e-08,2.6878926732895438e-08]",6.413856424271163e-06,-5.086672301135714,False,canonical_oracle,6.086672301135714,False,0.125,93,3,"[2.9146811565102524e-05,2.9146811565102524e-05,2.8813044113386423e-05,2.2801535697055434e-05,9.766528893361172e-06,1.8489495139688572e-06,1.4763616073020933e-07,7.54425994072932e-09]",94,-0.5301587727993821,False
"[118.80093849851104,4.8663071939015765,0.29568509880594296,0.01586641296581137,0.0015214841031153704,0.0006100161263205769,0.0006338655675175858,0.0001339152646316344]",rho,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[118.80093849851104,4.8663071939015765,-0.29568509880594296,0.01586641296581137,0.0015214841031153704,0.0006100161263205769,-0.0006338655675175858,0.0001339152646316344]",118.90093194908059,True,"{""inner"":61.83362284620631,""middle"":0.07842075300029756,""outer"":0.0003838904160746101}","[0.0001151799521560614,6.970614618719853,1.170050356975101,0.16340830312053728,0.028377208876201876,0.016045233736702906,0.06347867751391728,0.045857123081542064]",computed_canonical_persistence,persistence,"[0.0001151799521560614,6.970614618719853,1.170050356975101,0.16340830312053728,0.028377208876201876,0.016045233736702906,0.06347867751391728,0.045857123081542064]",118.90093194908059,0.0,False,canonical_oracle,1.0,False,0.0,93,3,"[118.8010536784632,11.83692181262143,0.8743652581691581,0.17927471608634865,0.029898692979317246,0.016655249863023483,0.0628448119463997,0.0459910383461737]",94,,True
"[118.80105218999125,11.836921174130321,0.874363411659913,0.17925343372355174,0.02988690206363992,0.016434129882058567,0.030711588313990797,0.047861992089513514]",rho,"[-0.0001136914802071195,-6.970613980228745,-1.170048510465856,-0.16338702075774036,-0.02836541796052455,-0.01582411375573799,-0.03134545388150838,0.04799590735414515]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[118.80093849851104,4.8663071939015765,-0.29568509880594296,0.01586641296581137,0.0015214841031153704,0.0006100161263205769,-0.0006338655675175858,0.0001339152646316344]",119.39264527088858,True,"{""inner"":65.31898668206078,""middle"":0.2749844693322908,""outer"":0.03928679020175216}","[0.0001151799521560614,6.970614618719853,1.170050356975101,0.16340830312053728,0.028377208876201876,0.016045233736702906,0.06347867751391728,0.045857123081542064]",stage_l_saved_selected_step_metrics,fno_plain,"[1.4884719489418965e-06,6.384911090379282e-07,1.8465092450265248e-06,2.1282362796903126e-05,1.1790915677327454e-05,0.00022111998096491716,0.0321332236324089,0.09385303043568721]",118.90093194908059,-0.00413548753359283,False,canonical_oracle,1.0041354875335928,False,0.375,93,3,"[118.8010536784632,11.83692181262143,0.8743652581691581,0.17927471608634865,0.029898692979317246,0.016655249863023483,0.0628448119463997,0.0459910383461737]",94,-0.03995786058248955,False
"[118.80102183332922,11.836914880361206,0.8743631919775023,0.17924996679208524,0.029892356797720645,0.0160782041891069,0.002133089190201401,0.127288327559961]",rho,"[-8.333481816581915e-05,-6.97060768645963,-1.1700482907834453,-0.16338355382627387,-0.028370872694605274,-0.015468188062786322,0.0014992236226838151,0.12742224282459264]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[118.80093849851104,4.8663071939015765,-0.29568509880594296,0.01586641296581137,0.0015214841031153704,0.0006100161263205769,-0.0006338655675175858,0.0001339152646316344]",119.39266871546263,True,"{""inner"":65.3189683568452,""middle"":0.27489592993910383,""outer"":0.0647107083750812}","[0.0001151799521560614,6.970614618719853,1.170050356975101,0.16340830312053728,0.028377208876201876,0.016045233736702906,0.06347867751391728,0.045857123081542064]",stage_l_saved_selected_step_metrics,fno_full,"[3.1845133990242246e-05,6.932260223243472e-06,2.0661916556815694e-06,2.474929426341209e-05,6.336181596600083e-06,0.0005770456739165839,0.0649779011366011,0.1732793659061347]",118.90093194908059,-0.004135684710971255,False,canonical_oracle,1.0041356847109713,False,0.25,93,3,"[118.8010536784632,11.83692181262143,0.8743652581691581,0.17927471608634865,0.029898692979317246,0.016655249863023483,0.0628448119463997,0.0459910383461737]",94,-0.03994841106648201,False
