absolute_error,channel,delta_model,delta_persistence,delta_true,error_l2,ground_truth_available,grouped_absolute_error,input,metric_source,model,model_state_metric,persistence_error_l2,persistence_relative_skill,persistence_relative_skill_undefined,reference_domain,relative_error,relative_error_undefined,signed_transport_agreement,source_snapshot,step,target,target_snapshot,transport_cosine,transport_cosine_undefined
"[0.0,0.0,5.112660409746191e-09,3.1339067549075944e-08,1.0778470252261628e-06,1.2356095053733219e-06,1.2970459700889125e-07,4.048984252665339e-09]",Bcc3,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,5.112660409746191e-09,-3.1339067549075944e-08,1.0778470252261628e-06,1.2356095053733219e-06,1.2970459700889125e-07,4.048984252665339e-09]",1.6450936182381298e-06,True,"{""inner"":0.0,""middle"":5.874770646395767e-07,""outer"":6.687679063077829e-08}","[2.9146811565102524e-05,2.9146811565102524e-05,2.9141698904692778e-05,2.8816818124843008e-05,2.3176394724816414e-05,6.146657247655481e-06,3.577780848743885e-07,2.0138222180449645e-08]",computed_canonical_persistence,persistence,"[2.9146811565102524e-05,2.9146811565102524e-05,2.9141698904692778e-05,2.8816818124843008e-05,2.3176394724816414e-05,6.146657247655481e-06,3.577780848743885e-07,2.0138222180449645e-08]",1.6450936182381298e-06,0.0,False,canonical_oracle,1.0,False,0.25,100,10,"[2.9146811565102524e-05,2.9146811565102524e-05,2.9146811565102524e-05,2.8785479057293932e-05,2.4254241750042577e-05,7.382266753028803e-06,4.874826818832798e-07,2.4187206433114984e-08]",101,,True
"[1.2545357165182337e-05,1.45657192470864e-05,1.6907761171242653e-05,9.826630456324066e-06,1.921762535551753e-05,6.828605176922894e-06,1.2086456026776417e-07,1.3937466305021075e-09]",Bcc3,"[-1.2545357165182337e-05,-1.45657192470864e-05,-1.6902648510832907e-05,-9.857969523873142e-06,-1.813977833029137e-05,-5.5929956715495725e-06,8.840036741127084e-09,2.6552376221632317e-09]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,5.112660409746191e-09,-3.1339067549075944e-08,1.0778470252261628e-06,1.2356095053733219e-06,1.2970459700889125e-07,4.048984252665339e-09]",3.4175178136882595e-05,True,"{""inner"":1.3555538206134368e-05,""middle"":1.3195155540001785e-05,""outer"":6.112915344913314e-08}","[2.9146811565102524e-05,2.9146811565102524e-05,2.9141698904692778e-05,2.8816818124843008e-05,2.3176394724816414e-05,6.146657247655481e-06,3.577780848743885e-07,2.0138222180449645e-08]",frozen_rollout_saved_statistics,fno_plain,"[1.6601454399920187e-05,1.4581092318016124e-05,1.2239050393859869e-05,1.8958848600969866e-05,5.0366163945250445e-06,5.536615761059089e-07,3.666181216155156e-07,2.2793459802612877e-08]",1.6450936182381298e-06,-19.77400201301838,False,canonical_oracle,20.77400201301838,False,0.375,100,10,"[2.9146811565102524e-05,2.9146811565102524e-05,2.9146811565102524e-05,2.8785479057293932e-05,2.4254241750042577e-05,7.382266753028803e-06,4.874826818832798e-07,2.4187206433114984e-08]",101,-0.4781409710002942,False
"[1.1305838851152468e-05,1.218296664622198e-05,1.6683641475305765e-05,2.030494374953425e-05,1.753251303391878e-05,4.825371469149532e-06,3.866539380597822e-06,2.9502018657207484e-06]",Bcc3,"[-1.1305838851152468e-05,-1.218296664622198e-05,-1.667852881489602e-05,-2.0336282817083327e-05,-1.645466600869262e-05,-3.5897619637762105e-06,3.996243977606713e-06,2.954250849973414e-06]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,5.112660409746191e-09,-3.1339067549075944e-08,1.0778470252261628e-06,1.2356095053733219e-06,1.2970459700889125e-07,4.048984252665339e-09]",3.634842971724513e-05,True,"{""inner"":1.1744402748687224e-05,""middle"":1.4836617431977082e-05,""outer"":3.408370623159285e-06}","[2.9146811565102524e-05,2.9146811565102524e-05,2.9141698904692778e-05,2.8816818124843008e-05,2.3176394724816414e-05,6.146657247655481e-06,3.577780848743885e-07,2.0138222180449645e-08]",frozen_rollout_saved_statistics,fno_full,"[1.7840972713950055e-05,1.6963844918880544e-05,1.246317008979676e-05,8.480535307759682e-06,6.721728716123796e-06,2.5568952838792706e-06,4.354022062481102e-06,2.9743890721538636e-06]",1.6450936182381298e-06,-21.095052411773224,False,canonical_oracle,22.095052411773224,False,0.375,100,10,"[2.9146811565102524e-05,2.9146811565102524e-05,2.9146811565102524e-05,2.8785479057293932e-05,2.4254241750042577e-05,7.382266753028803e-06,4.874826818832798e-07,2.4187206433114984e-08]",101,-0.35882362982245924,False
"[2.7486754698363944e-05,2.5095724424467112e-05,2.1020394656901792e-05,1.860052405122831e-05,2.0721543724556627e-05,7.044109398582294e-06,1.0876165945538557e-07,5.6222814232711066e-08]",Bcc3,"[-2.7486754698363944e-05,-2.5095724424467112e-05,-2.1015281996492046e-05,-1.8631863118777386e-05,-1.9643696699330464e-05,-5.808499893208972e-06,2.0942937553505684e-08,6.027179848537641e-08]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,5.112660409746191e-09,-3.1339067549075944e-08,1.0778470252261628e-06,1.2356095053733219e-06,1.2970459700889125e-07,4.048984252665339e-09]",5.149922714371907e-05,True,"{""inner"":2.6291239561415528e-05,""middle"":1.6846642957817258e-05,""outer"":8.249223684404832e-08}","[2.9146811565102524e-05,2.9146811565102524e-05,2.9141698904692778e-05,2.8816818124843008e-05,2.3176394724816414e-05,6.146657247655481e-06,3.577780848743885e-07,2.0138222180449645e-08]",frozen_rollout_saved_statistics,localno_plain,"[1.6600568667385806e-06,4.051087140635413e-06,8.126416908200731e-06,1.0184955006065622e-05,3.532698025485949e-06,3.3815735444650854e-07,3.787210224278942e-07,8.041002066582605e-08]",1.6450936182381298e-06,-30.304739482774213,False,canonical_oracle,31.304739482774213,False,0.375,100,10,"[2.9146811565102524e-05,2.9146811565102524e-05,2.9146811565102524e-05,2.8785479057293932e-05,2.4254241750042577e-05,7.382266753028803e-06,4.874826818832798e-07,2.4187206433114984e-08]",101,-0.33265388038143495,False
"[1.586268466856552,0.13041772174828914,0.014626147607067486,0.004600141622062237,0.009335676469166498,0.0006636994841868679,0.0005554174301332995,0.00011033680884178082]",rho,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-1.586268466856552,0.13041772174828914,0.014626147607067486,-0.004600141622062237,0.009335676469166498,0.0006636994841868679,-0.0005554174301332995,0.00011033680884178082]",1.5917221593610777,True,"{""inner"":0.8583430943024206,""middle"":0.007306416295620772,""outer"":0.0003328771194875402}","[107.27401305620921,13.061580472089894,1.6567352314514117,0.2567829789579291,0.04885536960601106,0.020643521695520802,0.05925761129833757,0.046758288076568046]",computed_canonical_persistence,persistence,"[107.27401305620921,13.061580472089894,1.6567352314514117,0.2567829789579291,0.04885536960601106,0.020643521695520802,0.05925761129833757,0.046758288076568046]",1.5917221593610777,0.0,False,canonical_oracle,1.0,False,0.0,100,10,"[105.68774458935266,13.191998193838183,1.6713613790584791,0.2521828373358669,0.05819104607517756,0.02130722117970767,0.05870219386820427,0.046868624885409826]",101,,True
"[105.6877439468279,13.191997399091285,1.6713586583276805,0.2521585504585178,0.05818457687356518,0.02092213669706685,0.048103741780853325,0.005510303230747894]",rho,"[-107.27401241368445,-13.061579677342996,-1.656732510720613,-0.25675869208058005,-0.04884890040439868,-0.02025843721287998,-0.048659159210986624,-0.005399966421906113]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-1.586268466856552,0.13041772174828914,0.014626147607067486,-0.004600141622062237,0.009335676469166498,0.0006636994841868679,-0.0005554174301332995,0.00011033680884178082]",106.52131808779608,True,"{""inner"":59.439870672959586,""middle"":0.5006559805892076,""outer"":0.02680702250580061}","[107.27401305620921,13.061580472089894,1.6567352314514117,0.2567829789579291,0.04885536960601106,0.020643521695520802,0.05925761129833757,0.046758288076568046]",frozen_rollout_saved_statistics,fno_plain,"[6.42524772660759e-07,7.947468979790721e-07,2.720730798679279e-06,2.4286877349084426e-05,6.4692016123814276e-06,0.0003850844826408204,0.010598452087350949,0.04135832165466193]",1.5917221593610777,-65.92205512207863,False,canonical_oracle,66.92205512207863,False,0.375,100,10,"[105.68774458935266,13.191998193838183,1.6713613790584791,0.2521828373358669,0.05819104607517756,0.02130722117970767,0.05870219386820427,0.046868624885409826]",101,0.9791098185691447,False
"[105.68712860085259,13.191922127943098,1.6712962990280067,0.25216760298508223,0.05818473768396454,0.021289234520235945,0.058615037032966,0.042827478596851785]",rho,"[-107.27339706770914,-13.061504406194809,-1.6566701514209392,-0.25676774460714447,-0.04884906121479804,-0.020625535036049077,-0.0591704544630993,-0.042717141788010005]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-1.586268466856552,0.13041772174828914,0.014626147607067486,-0.004600141622062237,0.009335676469166498,0.0006636994841868679,-0.0005554174301332995,0.00011033680884178082]",106.52071108358554,True,"{""inner"":59.439525364397845,""middle"":0.5007344685543224,""outer"":0.050721257814908896}","[107.27401305620921,13.061580472089894,1.6567352314514117,0.2567829789579291,0.04885536960601106,0.020643521695520802,0.05925761129833757,0.046758288076568046]",frozen_rollout_saved_statistics,fno_full,"[0.0006159885000796523,7.606589508459424e-05,6.508003047241644e-05,1.5234350784629929e-05,6.308391213026785e-06,1.7986659471726543e-05,8.715683523827292e-05,0.0040411462885580444]",1.5917221593610777,-65.92167377147233,False,canonical_oracle,66.92167377147233,False,0.375,100,10,"[105.68774458935266,13.191998193838183,1.6713613790584791,0.2521828373358669,0.05819104607517756,0.02130722117970767,0.05870219386820427,0.046868624885409826]",101,0.9791097162750436,False
"[105.68771903289594,13.191988612870768,1.6700117971618236,0.22459353079983874,0.053279738269276095,0.02129891692785822,0.058676852972521384,0.04686615992070569]",rho,"[-107.2739874997525,-13.061570891122479,-1.655385649554756,-0.22919367242190097,-0.043944061800109596,-0.02063521744367135,-0.059232270402654684,-0.04675582311186391]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-1.586268466856552,0.13041772174828914,0.014626147607067486,-0.004600141622062237,0.009335676469166498,0.0006636994841868679,-0.0005554174301332995,0.00011033680884178082]",106.52122244595017,True,"{""inner"":59.43985382288336,""middle"":0.4922959957896991,""outer"":0.052771506446613534}","[107.27401305620921,13.061580472089894,1.6567352314514117,0.2567829789579291,0.04885536960601106,0.020643521695520802,0.05925761129833757,0.046758288076568046]",frozen_rollout_saved_statistics,localno_plain,"[2.5556456720926663e-05,9.580967415660853e-06,0.001349581896655639,0.027589306536028157,0.004911307805901469,8.304251849449992e-06,2.534089568288583e-05,2.4649647041393284e-06]",1.5917221593610777,-65.92199503505569,False,canonical_oracle,66.92199503505569,False,0.375,100,10,"[105.68774458935266,13.191998193838183,1.6713613790584791,0.2521828373358669,0.05819104607517756,0.02130722117970767,0.05870219386820427,0.046868624885409826]",101,0.9791101074687335,False
"[0.2847624392401751,0.002088582936783174,1.8356404335380687e-06,7.577978491392707e-07,1.9765700286042445e-07,1.4846972478217257e-09,1.0879480465627638e-09,1.8001951994590228e-10]",press,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.2847624392401751,0.002088582936783174,-1.8356404335380687e-06,-7.577978491392707e-07,1.9765700286042445e-07,1.4846972478217257e-09,-1.0879480465627638e-09,1.8001951994590228e-10]",0.2847700984736304,True,"{""inner"":0.14342551108847912,""middle"":6.981449956963964e-07,""outer"":6.339837832543331e-10}","[2.013098424626086,0.019060314201573163,0.00032943478983758355,1.0499864630907059e-05,4.949855710895983e-07,3.811050352663729e-08,8.364429259980119e-08,6.085414705768129e-08]",computed_canonical_persistence,persistence,"[2.013098424626086,0.019060314201573163,0.00032943478983758355,1.0499864630907059e-05,4.949855710895983e-07,3.811050352663729e-08,8.364429259980119e-08,6.085414705768129e-08]",0.2847700984736304,0.0,False,canonical_oracle,1.0,False,0.0,100,10,"[2.297860863866261,0.021148897138356337,0.0003275991494040455,9.742066781767788e-06,6.926425739500227e-07,3.9595200774459015e-08,8.255634455323842e-08,6.103416657762719e-08]",101,,True
"[2.2978598274687174,0.021148228785624827,0.00032609229082895586,8.480737879217068e-06,6.583139378311993e-07,3.8641682943736106e-08,7.431140007718269e-08,5.180395993968144e-08]",press,"[-2.0130973882285423,-0.019059645848841653,-0.0003279279312624939,-9.238535728356339e-06,-4.6065693497077487e-07,-3.715698569591438e-08,-7.539934812374546e-08,-5.162394041973554e-08]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.2847624392401751,0.002088582936783174,-1.8356404335380687e-06,-7.577978491392707e-07,1.9765700286042445e-07,1.4846972478217257e-09,-1.0879480465627638e-09,1.8001951994590228e-10]",2.297957166851437,True,"{""inner"":1.1595040281271711,""middle"":8.381749608223698e-05,""outer"":6.305768000843207e-08}","[2.013098424626086,0.019060314201573163,0.00032943478983758355,1.0499864630907059e-05,4.949855710895983e-07,3.811050352663729e-08,8.364429259980119e-08,6.085414705768129e-08]",frozen_rollout_saved_statistics,fno_plain,"[1.0363975437305232e-06,6.683527315092919e-07,1.5068585750896221e-06,1.2613289025507196e-06,3.4328636118823435e-08,9.535178307229098e-10,8.244944476055728e-09,9.230206637945756e-09]",0.2847700984736304,-7.069517056630955,False,canonical_oracle,8.069517056630955,False,0.375,100,10,"[2.297860863866261,0.021148897138356337,0.0003275991494040455,9.742066781767788e-06,6.926425739500227e-07,3.9595200774459015e-08,8.255634455323842e-08,6.103416657762719e-08]",101,-0.9999977103769627,False
"[2.297853202367359,0.021148437824030756,0.00032720869797606714,9.59341905519201e-06,6.555148590770966e-07,1.0011777431144327e-07,4.885503965230008e-06,8.978450432571503e-07]",press,"[-2.0130907631271837,-0.019059854887247582,-0.0003290443384096052,-1.0351216904331281e-05,-4.5785785621667225e-07,1.0160247155926499e-07,4.8844160171834455e-06,8.980250627770963e-07]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.2847624392401751,0.002088582936783174,-1.8356404335380687e-06,-7.577978491392707e-07,1.9765700286042445e-07,1.4846972478217257e-09,-1.0879480465627638e-09,1.8001951994590228e-10]",2.297950544122959,True,"{""inner"":1.1595008200956949,""middle"":8.438943741616192e-05,""outer"":2.891674504243579e-06}","[2.013098424626086,0.019060314201573163,0.00032943478983758355,1.0499864630907059e-05,4.949855710895983e-07,3.811050352663729e-08,8.364429259980119e-08,6.085414705768129e-08]",frozen_rollout_saved_statistics,fno_full,"[7.66149890234743e-06,4.5931432558056863e-07,3.904514279783602e-07,1.4864772657577851e-07,3.712771487292602e-08,1.397129750859023e-07,4.968060309783247e-06,9.588792098347776e-07]",0.2847700984736304,-7.069493800226882,False,canonical_oracle,8.069493800226882,False,0.5,100,10,"[2.297860863866261,0.021148897138356337,0.0003275991494040455,9.742066781767788e-06,6.926425739500227e-07,3.9595200774459015e-08,8.255634455323842e-08,6.103416657762719e-08]",101,-0.9999977099876584,False
"[2.297860006717005,0.021148797093099865,0.0003274718393409913,9.390630428394826e-06,6.022528076519414e-07,3.6903272124345856e-08,7.696027993096435e-08,6.01619144612245e-08]",press,"[-2.01309756747683,-0.01906021415631669,-0.0003293074797745294,-1.0148428277534097e-05,-4.0459580479151696e-07,-3.541857487652413e-08,-7.804822797752711e-08,-5.99818949412786e-08]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.2847624392401751,0.002088582936783174,-1.8356404335380687e-06,-7.577978491392707e-07,1.9765700286042445e-07,1.4846972478217257e-09,-1.0879480465627638e-09,1.8001951994590228e-10]",2.2979573515220695,True,"{""inner"":1.1595044019050524,""middle"":8.43754064622906e-05,""outer"":6.856109719609442e-08}","[2.013098424626086,0.019060314201573163,0.00032943478983758355,1.0499864630907059e-05,4.949855710895983e-07,3.811050352663729e-08,8.364429259980119e-08,6.085414705768129e-08]",frozen_rollout_saved_statistics,localno_plain,"[8.571492558996806e-07,1.0004525647174741e-07,1.273100630541794e-07,3.5143635337296203e-07,9.038976629808135e-08,2.6919286501131577e-09,5.596064622274078e-09,8.72252116402688e-10]",0.2847700984736304,-7.069517705121205,False,canonical_oracle,8.069517705121205,False,0.375,100,10,"[2.297860863866261,0.021148897138356337,0.0003275991494040455,9.742066781767788e-06,6.926425739500227e-07,3.9595200774459015e-08,8.255634455323842e-08,6.103416657762719e-08]",101,-0.9999977096569019,False
"[0.001707574319756766,0.003358155474686021,0.007076438659752542,0.007132195407130046,0.036335982683052936,0.07208054307684125,0.05713345816662388,0.0060882589914518365]",vel1,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-0.001707574319756766,0.003358155474686021,0.007076438659752542,0.007132195407130046,-0.036335982683052936,0.07208054307684125,0.05713345816662388,0.0060882589914518365]",0.09966114830313881,True,"{""inner"":0.0025328648972213937,""middle"":0.030656289956694192,""outer"":0.03161085857903786}","[0.1604266345734201,0.056797586513974645,0.05428773607414461,0.06459144736066753,0.15070766378568776,0.34307299614210274,0.14696471395836452,0.05410876041353831]",computed_canonical_persistence,persistence,"[0.1604266345734201,0.056797586513974645,0.05428773607414461,0.06459144736066753,0.15070766378568776,0.34307299614210274,0.14696471395836452,0.05410876041353831]",0.09966114830313881,0.0,False,canonical_oracle,1.0,False,0.0,100,10,"[0.15871906025366334,0.060155741988660666,0.06136417473389715,0.07172364276779758,0.11437168110263482,0.415153539218944,0.2040981721249884,0.06019701940499014]",101,,True
"[0.1456608906245459,0.05490199326616409,0.05531332090683468,0.06602290665395281,0.10165236663423302,0.39069906077778194,0.17872317687296108,0.05088459093462801]",vel1,"[-0.14736846494430267,-0.051543837791478066,-0.04823688224708214,-0.05889071124682277,-0.13798834931728596,-0.3186185177009407,-0.12158971870633721,-0.04479633194317617]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-0.001707574319756766,0.003358155474686021,0.007076438659752542,0.007132195407130046,-0.036335982683052936,0.07208054307684125,0.05713345816662388,0.0060882589914518365]",0.4787066814616676,True,"{""inner"":0.10028144194535499,""middle"":0.1534219137432006,""outer"":0.11480388390379453}","[0.1604266345734201,0.056797586513974645,0.05428773607414461,0.06459144736066753,0.15070766378568776,0.34307299614210274,0.14696471395836452,0.05410876041353831]",frozen_rollout_saved_statistics,fno_plain,"[0.013058169629117444,0.005253748722496577,0.0060508538270624655,0.0057007361138447675,0.012719314468401787,0.024454478441162057,0.02537499525202731,0.009312428470362132]",0.09966114830313881,-3.8033430239594264,False,canonical_oracle,4.803343023959426,False,0.25,100,10,"[0.15871906025366334,0.060155741988660666,0.06136417473389715,0.07172364276779758,0.11437168110263482,0.415153539218944,0.2040981721249884,0.06019701940499014]",101,-0.6338424105285779,False
"[0.145037347194681,0.05390677922739271,0.05490040555675996,0.06363046188800553,0.1059964620641547,0.38630608409026473,0.17086766479336757,0.029392215993670194]",vel1,"[-0.14674492151443777,-0.05054862375270669,-0.047823966897007415,-0.05649826648087548,-0.14233244474720763,-0.3142255410134235,-0.11373420662674369,-0.023303957002218358]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-0.001707574319756766,0.003358155474686021,0.007076438659752542,0.007132195407130046,-0.036335982683052936,0.07208054307684125,0.05713345816662388,0.0060882589914518365]",0.4706718229791843,True,"{""inner"":0.09947206321103685,""middle"":0.15270835339979622,""outer"":0.10012994039351888}","[0.1604266345734201,0.056797586513974645,0.05428773607414461,0.06459144736066753,0.15070766378568776,0.34307299614210274,0.14696471395836452,0.05410876041353831]",frozen_rollout_saved_statistics,fno_full,"[0.01368171305898232,0.006248962761267954,0.006463769177137197,0.008093180879792059,0.008375219038480118,0.028847455128679252,0.03323050733162083,0.03080480341131995]",0.09966114830313881,-3.722721250888503,False,canonical_oracle,4.722721250888503,False,0.25,100,10,"[0.15871906025366334,0.060155741988660666,0.06136417473389715,0.07172364276779758,0.11437168110263482,0.415153539218944,0.2040981721249884,0.06019701940499014]",101,-0.6176306419005033,False
"[0.1443022381648271,0.04986288951523921,0.04819706487809657,0.05495833232669918,0.10544008549766778,0.4097796559197042,0.1980634920639213,0.04261557884937742]",vel1,"[-0.14600981248458386,-0.04650473404055319,-0.04112062621834403,-0.047826136919569134,-0.14177606818072072,-0.33769911284286297,-0.1409300338972974,-0.03652731985792558]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-0.001707574319756766,0.003358155474686021,0.007076438659752542,0.007132195407130046,-0.036335982683052936,0.07208054307684125,0.05713345816662388,0.0060882589914518365]",0.4987334273234871,True,"{""inner"":0.09708256384003315,""middle"":0.15459378465554194,""outer"":0.12033953545664935}","[0.1604266345734201,0.056797586513974645,0.05428773607414461,0.06459144736066753,0.15070766378568776,0.34307299614210274,0.14696471395836452,0.05410876041353831]",frozen_rollout_saved_statistics,localno_plain,"[0.014416822088836247,0.010292852473421453,0.01316710985580058,0.016765310441098396,0.008931595604967035,0.00537388329923977,0.006034680061067117,0.017581440555612726]",0.09966114830313881,-4.004291399558152,False,canonical_oracle,5.004291399558152,False,0.25,100,10,"[0.15871906025366334,0.060155741988660666,0.06136417473389715,0.07172364276779758,0.11437168110263482,0.415153539218944,0.2040981721249884,0.06019701940499014]",101,-0.6571984053337183,False
"[2.3607443902144785e-06,1.4125019050441974e-07,3.0029630588569825e-06,6.131047177011239e-06,1.0297042222059097e-05,4.6100840944042264e-07,1.7551873532861023e-07,6.228232047363319e-11]",vel2,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-2.3607443902144785e-06,1.4125019050441974e-07,3.0029630588569825e-06,6.131047177011239e-06,1.0297042222059097e-05,-4.6100840944042264e-07,1.7551873532861023e-07,-6.228232047363319e-11]",1.2588606214296196e-05,True,"{""inner"":1.2509972903594491e-06,""middle"":4.973015216841935e-06,""outer"":8.779050882454193e-08}","[0.0005312369940111486,1.6409931440072985e-05,7.276271584350777e-05,0.00010669025173073078,2.927773075056067e-05,3.8046021349518743e-06,2.12796826075757e-07,1.6414240809988326e-08]",computed_canonical_persistence,persistence,"[0.0005312369940111486,1.6409931440072985e-05,7.276271584350777e-05,0.00010669025173073078,2.927773075056067e-05,3.8046021349518743e-06,2.12796826075757e-07,1.6414240809988326e-08]",1.2588606214296196e-05,0.0,False,canonical_oracle,1.0,False,0.0,100,10,"[0.0005288762496209341,1.6551181630577404e-05,7.576567890236475e-05,0.00011282129890774202,3.957477297261977e-05,3.3435937255114517e-06,3.8831556140436725e-07,1.6351958489514693e-08]",101,,True
"[0.00017154136627293986,9.399625278394719e-05,1.1634732159935955e-05,9.843180378998521e-05,2.9337927433821673e-05,2.214453338442584e-06,2.2919213159675445e-06,3.128619553447245e-07]",vel2,"[-0.00017390211066315434,9.413750297445161e-05,-8.631769101078972e-06,-9.230075661297397e-05,-1.9040885211762575e-05,-2.6754617478830067e-06,2.467440051296155e-06,3.127996730242509e-07]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-2.3607443902144785e-06,1.4125019050441974e-07,3.0029630588569825e-06,6.131047177011239e-06,1.0297042222059097e-05,-4.6100840944042264e-07,1.7551873532861023e-07,-6.228232047363319e-11]",0.00022126204248721973,True,"{""inner"":0.00013276880952844353,""middle"":3.5404729180546356e-05,""outer"":1.3023916356561344e-06}","[0.0005312369940111486,1.6409931440072985e-05,7.276271584350777e-05,0.00010669025173073078,2.927773075056067e-05,3.8046021349518743e-06,2.12796826075757e-07,1.6414240809988326e-08]",frozen_rollout_saved_statistics,fno_plain,"[0.00035733488334799426,0.00011054743441452459,6.41309467424288e-05,1.438949511775681e-05,1.0236845538798095e-05,1.1291403870688674e-06,2.680236877371912e-06,3.2921391383423923e-07]",1.2588606214296196e-05,-16.576373326853645,False,canonical_oracle,17.576373326853645,False,0.5,100,10,"[0.0005288762496209341,1.6551181630577404e-05,7.576567890236475e-05,0.00011282129890774202,3.957477297261977e-05,3.3435937255114517e-06,3.8831556140436725e-07,1.6351958489514693e-08]",101,-0.13129191203825546,False
"[2.997219215722239e-05,0.0001283581774419339,0.000232653697198595,4.519678279131314e-05,1.696925781908209e-05,3.049347789173941e-05,0.00026545078711056794,7.001464682097116e-05]",vel2,"[2.761144776700791e-05,0.0001284994276324383,0.000235656660257452,-3.90657356143019e-05,2.7266300041141187e-05,3.0032469482298987e-05,0.00026562630584589655,7.001458453865069e-05]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-2.3607443902144785e-06,1.4125019050441974e-07,3.0029630588569825e-06,6.131047177011239e-06,1.0297042222059097e-05,-4.6100840944042264e-07,1.7551873532861023e-07,-6.228232047363319e-11]",0.00038746435328393115,True,"{""inner"":7.916518479957814e-05,""middle"":8.13283039251824e-05,""outer"":0.00016773271696576955}","[0.0005312369940111486,1.6409931440072985e-05,7.276271584350777e-05,0.00010669025173073078,2.927773075056067e-05,3.8046021349518743e-06,2.12796826075757e-07,1.6414240809988326e-08]",frozen_rollout_saved_statistics,fno_full,"[0.0005588484417781565,0.00014490935907251129,0.00030841937610095977,6.762451611642888e-05,5.6544030791701856e-05,3.383707161725086e-05,0.0002658391026719723,7.003099877946067e-05]",1.2588606214296196e-05,-29.778971610368504,False,canonical_oracle,30.778971610368504,False,0.5,100,10,"[0.0005288762496209341,1.6551181630577404e-05,7.576567890236475e-05,0.00011282129890774202,3.957477297261977e-05,3.3435937255114517e-06,3.8831556140436725e-07,1.6351958489514693e-08]",101,0.14996402981293308,False
"[0.0004646107372445663,9.927241193493043e-06,2.708863893764419e-05,0.00010462807549648175,3.454755503830542e-05,1.431023499700853e-06,5.146347267248724e-06,4.760964967129892e-06]",vel2,"[-0.0004669714816347808,1.0068491383997463e-05,-2.4085675878787207e-05,-9.849702831947051e-05,-2.4250512816246326e-05,-1.8920319091412756e-06,5.321866002577334e-06,4.760902684809418e-06]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-2.3607443902144785e-06,1.4125019050441974e-07,3.0029630588569825e-06,6.131047177011239e-06,1.0297042222059097e-05,-4.6100840944042264e-07,1.7551873532861023e-07,-6.228232047363319e-11]",0.00047842162251223504,True,"{""inner"":0.00023726898921902967,""middle"":4.1923823243033054e-05,""outer"":4.953656117189308e-06}","[0.0005312369940111486,1.6409931440072985e-05,7.276271584350777e-05,0.00010669025173073078,2.927773075056067e-05,3.8046021349518743e-06,2.12796826075757e-07,1.6414240809988326e-08]",frozen_rollout_saved_statistics,localno_plain,"[6.426551237636782e-05,2.6478422824070447e-05,4.867703996472056e-05,8.193223411260272e-06,5.027217934314344e-06,1.9125702258105987e-06,5.534662828653091e-06,4.777316925619407e-06]",1.2588606214296196e-05,-37.00433617257148,False,canonical_oracle,38.00433617257148,False,0.5,100,10,"[0.0005288762496209341,1.6551181630577404e-05,7.576567890236475e-05,0.00011282129890774202,3.957477297261977e-05,3.3435937255114517e-06,3.8831556140436725e-07,1.6351958489514693e-08]",101,0.02982449154242507,False
