canonical_inverse_clamp_occupancy,channel,classification,counterfactual,diagnostic_dynamic_span_q99_q01,diagnostic_high_k_energy,diagnostic_radial_profile_variance,diagnostic_std,diagnostic_total_variation,diagnostic_variance,dynamic_span_retention,dynamic_span_retention_undefined,finite,global_variance_retention,global_variance_retention_undefined,high_k_retention,high_k_retention_undefined,nonfinite_count,note,radial_variance_retention,radial_variance_retention_undefined,raw_dynamic_span_q99_q01,raw_high_k_energy,raw_radial_profile_variance,raw_std,raw_total_variation,raw_variance,recovery_dynamic_span_retention,recovery_global_variance_retention,recovery_high_k_retention,recovery_shell_radial_variance_retention,relative_l2,role,saturation_occupancy_abs_ge_0.90_gamma,shell_radial_variance_retention,shell_radial_variance_retention_undefined,shell_variance_retention,shell_variance_retention_median,sign_agreement,snapshot,std_retention,std_retention_undefined,total_variation_retention,total_variation_retention_undefined
0.0,Bcc1,diagnostic_counterfactual,CANONICAL_FULL,1.3487608885765074,647.4204379494049,1.5274596405402454e-06,0.227839890546372,0.006931017809806672,0.051911015724182774,1.000000208586996,False,True,0.9999999852348441,False,0.9999999623886168,False,0,frozen canonical tensor encode/decode,0.9999994524908855,False,1.3487606072425842,647.420462299784,1.5274604768387784e-06,0.22783989222841777,0.0069310179272725194,0.051911016490657026,0.0,0.0,0.0,0.0,3.897111055995196e-07,control_input,0.0,0.9999994524908855,False,"[0.9999999813333248,0.9999999927292657,0.9999999918028888,0.9999999956177823,0.9999999974144642,0.9999999954897404,1.0000000432549307,0.9999999702083202]",0.999999994109503,1.0,91,0.999999992617422,False,0.9999999830521507,False
0.0,Bcc1,diagnostic_counterfactual,NO_FINAL_INVERSE_CLAMP,1.3487608140499372,647.4202293332775,1.527459657407116e-06,0.2278398557119939,0.006931016731155071,0.0519109998508622,1.0000001533314007,False,True,0.9999996794554229,False,0.9999996401619656,False,0,diagnostic_counterfactual; actual float32 encoded state; inverse clamp bypassed,0.9999994635333125,False,1.3487606072425842,647.420462299784,1.5274604768387784e-06,0.22783989222841777,0.0069310179272725194,0.051911016490657026,-5.52555952104683e+22,-20.70952882594662,-8.56726404258934,0.02016848063449878,4.005383323803758e-07,control_input,0.0,0.9999994635333125,False,"[0.999999670389836,0.9999996922473915,0.9999996950195233,0.9999997345551296,0.9999997607182809,0.999999787791989,0.9999998624749646,0.9999997865476258]",0.9999997476367053,1.0,91,0.9999998397276986,False,0.9999998274254286,False
0.0,Bcc1,diagnostic_counterfactual,NO_SOFTCLIP_COUNTERFACTUAL,1.348760607242584,647.4204622997839,1.5274604768387782e-06,0.22783989222841777,0.0069310179272725194,0.05191101649065702,0.9999999999999999,False,True,0.9999999999999999,False,0.9999999999999998,False,0,diagnostic_counterfactual,0.9999999999999999,False,1.3487606072425842,647.420462299784,1.5274604768387784e-06,0.22783989222841777,0.0069310179272725194,0.051911016490657026,-2.0858699600889707e+23,0.9999999924807903,0.9999999940963457,0.9999999997972229,2.9214697852327963e-16,control_input,0.0,0.9999999999999999,False,"[0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0]",1.0,1.0,91,1.0,False,1.0,False
0.0,Bcc1,diagnostic_counterfactual,NORMALIZER_ONLY_ROUNDTRIP,1.348760607242584,647.4204622997839,1.5274604768387782e-06,0.22783989222841777,0.0069310179272725194,0.05191101649065702,0.9999999999999999,False,True,0.9999999999999999,False,0.9999999999999998,False,0,diagnostic_counterfactual,0.9999999999999999,False,1.3487606072425842,647.420462299784,1.5274604768387784e-06,0.22783989222841777,0.0069310179272725194,0.051911016490657026,-2.0858699600889707e+23,0.9999999924807903,0.9999999940963457,0.9999999997972229,2.9214697852327963e-16,control_input,0.0,0.9999999999999999,False,"[0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0]",1.0,1.0,91,1.0,False,1.0,False
0.0,Bcc1,diagnostic_counterfactual,NONLINEAR_ONLY_ROUNDTRIP,1.348760607242584,647.4204622997839,1.5274604768387782e-06,0.22783989222841777,0.0069310179272725194,0.05191101649065702,0.9999999999999999,False,True,0.9999999999999999,False,0.9999999999999998,False,0,diagnostic_counterfactual,0.9999999999999999,False,1.3487606072425842,647.420462299784,1.5274604768387784e-06,0.22783989222841777,0.0069310179272725194,0.051911016490657026,-2.0858699600889707e+23,0.9999999924807903,0.9999999940963457,0.9999999997972229,2.904970206885558e-16,control_input,0.0,0.9999999999999999,False,"[0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",1.0,1.0,91,1.0,False,1.0,False
0.0,Bcc1,diagnostic_counterfactual,FLOAT64_REFERENCE,1.3487606072425837,647.4204622997842,1.5274604768387786e-06,0.22783989222841777,0.00693101792727252,0.051911016490657026,0.9999999999999997,False,True,1.0,False,1.0000000000000002,False,0,diagnostic_counterfactual; full canonical calculation in CPU float64,1.0000000000000002,False,1.3487606072425842,647.420462299784,1.5274604768387784e-06,0.22783989222841777,0.0069310179272725194,0.051911016490657026,-2.0858699623094165e+23,1.0,1.0000000059036542,1.0,7.303470781337814e-16,control_input,0.0,1.0,False,"[1.0000000000000002,1.0000000000000002,0.9999999999999999,0.9999999999999997,1.0,1.0,1.0,1.0]",1.0,1.0,91,1.0,False,1.0000000000000002,False
0.108642578125,Bcc2,diagnostic_counterfactual,CANONICAL_FULL,0.11968115497380497,2.3110039648263334,0.0004461651491322671,0.02702985448671925,0.000979207128337155,0.0007306130335732169,0.6263192950854065,False,True,0.5086611211529246,False,0.4716522105023575,False,0,frozen canonical tensor encode/decode,0.5610941032672082,False,0.19108648881316187,4.899805223778936,0.0007951699127370639,0.03789914702265331,0.001547670759063653,0.001436345345044691,0.0,0.0,0.0,0.0,0.346779872809021,control_input,0.284912109375,0.5610941032672082,False,"[0.5107004428422397,0.31709788061343225,0.694697884708942,0.9999999961655807,1.0000000103122677,1.0000000502003128,1.0000001946789172,1.000000344574951]",1.0000000032389242,0.9999961853027344,91,0.7132048241234242,False,0.6326973114938085,False
0.108642578125,Bcc2,diagnostic_counterfactual,NO_FINAL_INVERSE_CLAMP,0.19108523475479003,4.899806346599936,0.0007951694648309577,0.037899135310510236,0.0015476702675558467,0.0014363444572843638,0.9999934372211262,False,True,0.9999993819311419,False,1.000000229156252,False,0,diagnostic_counterfactual; actual float32 encoded state; inverse clamp bypassed,0.9999994367164816,False,0.19108648881316187,4.899805223778936,0.0007951699127370639,0.03789914702265331,0.001547670759063653,0.001436345345044691,0.9999824374692419,0.9999987420721529,1.0000004337223634,0.9999987166189322,4.201340278517362e-06,control_input,0.284912109375,0.9999994367164816,False,"[0.9999994324941242,0.9999991550165365,0.9999994599426082,0.9999999105736124,0.9999998098010391,0.9999999165288773,1.0000000561304587,1.0000001621439198]",0.9999998601873257,1.0,91,0.9999996909655231,False,0.999999682420952,False
0.108642578125,Bcc2,diagnostic_counterfactual,NO_SOFTCLIP_COUNTERFACTUAL,0.19108648881316187,4.899805223778935,0.0007951699127370639,0.037899147022653304,0.0015476707590636532,0.0014363453450446906,1.0,False,True,0.9999999999999997,False,0.9999999999999998,False,0,diagnostic_counterfactual,1.0,False,0.19108648881316187,4.899805223778936,0.0007951699127370639,0.03789914702265331,0.001547670759063653,0.001436345345044691,1.0,0.9999999999999993,0.9999999999999996,1.0,3.354096734702459e-16,control_input,0.284912109375,1.0,False,"[0.9999999999999999,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,1.0]",1.0,1.0,91,0.9999999999999998,False,1.0000000000000002,False
0.108642578125,Bcc2,diagnostic_counterfactual,NORMALIZER_ONLY_ROUNDTRIP,0.19108648881316187,4.899805223778935,0.0007951699127370639,0.037899147022653304,0.0015476707590636532,0.0014363453450446906,1.0,False,True,0.9999999999999997,False,0.9999999999999998,False,0,diagnostic_counterfactual,1.0,False,0.19108648881316187,4.899805223778936,0.0007951699127370639,0.03789914702265331,0.001547670759063653,0.001436345345044691,1.0,0.9999999999999993,0.9999999999999996,1.0,3.354096734702459e-16,control_input,0.284912109375,1.0,False,"[0.9999999999999999,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,1.0]",1.0,1.0,91,0.9999999999999998,False,1.0000000000000002,False
