channel,domain,dynamic_span_q99_q01,element_count,evaluation_bounds_clamp_occupancy,exact_zero_occupancy,finite_count,gradient_energy,high_k_energy,inverse_clamp_occupancy,low_k_energy,maximum,mean,mid_k_energy,minimum,near_zero_occupancy,parseval_relative_error,q001,q01,q50,q99,q999,radial_profile_variance,rms,role,saturation_occupancy_abs_ge_0.90_gamma,shell_variance,sign_balance,snapshot,stage,std,total_variation,variance
Bcc3,robust_z,344.2915767266114,262144,,0.0,262144,284.92233860633803,41175472.553070344,,910046029.798427,201.8616727608988,0.3374245640083775,63154271.08968162,-201.864310559885,0.00048828125,1.1751985080082742e-16,-199.80354115875377,-171.8228092465534,0.0012998640158578723,172.468767480058,199.8032034772476,0.31640587450862234,62.20651368304372,control_input,,"[20779.483357878053,7149.847863446419,2298.2536256857347,599.8376224583571,111.74045494910942,13.65755928683499,1.300062611706836,0.06558124496317859]",0.00634765625,91,T2_robust_normalized_unclipped,62.205598536323954,2.6092821062477403,3869.5364892623093
Bcc3,canonical_normalized,12.0,262144,,0.0,262144,4.573711161276437,215509.89130892453,0.40625,4375510.822871886,6.0,0.026378944204441698,315652.81491689774,-6.0,0.0,0.0,-6.0,-6.0,0.0012998639954708662,6.0,6.0,0.0031085798501273086,4.3264500394042384,control_input,0.46533203125,"[35.897094343530256,35.52222447013695,33.103854059985764,23.12585103948318,15.453671326235172,5.472142441564385,1.0885860574258384,0.06434054744096132]",0.00634765625,91,T3_forward_softclip_canonical_normalized,4.326369620682403,0.2556810668163949,18.717474094763595
Bcc3,canonical_normalized,12.0,262144,,0.0,262144,4.573711161276437,215509.89130892453,0.40625,4375510.822871886,6.0,0.026378944204441698,315652.81491689774,-6.0,0.0,0.0,-6.0,-6.0,0.0012998639954708662,6.0,6.0,0.0031085798501273086,4.3264500394042384,control_input,0.46533203125,"[35.897094343530256,35.52222447013695,33.103854059985764,23.12585103948318,15.453671326235172,5.472142441564385,1.0885860574258384,0.06434054744096132]",0.00634765625,91,T4_decode_input_no_forward_hard_clamp,4.326369620682403,0.2556810668163949,18.717474094763595
Bcc3,robust_z,31.759828948346886,262144,,0.0,262144,26.426952187367668,1289558.3778503507,0.40625,26871182.973084252,15.879914474173443,0.06509318277839424,1916587.0604200072,-15.879914474173443,0.0,0.0,-15.879914474173443,-15.879914474173443,0.001299864015857872,15.879914474173443,15.879914474173443,0.019403863414614184,10.711682387493749,control_input,,"[251.16094490005474,245.8499729679234,211.7215573613257,131.9504861335426,62.2222861427621,13.530593438153424,1.300062611706836,0.06558124496317859]",0.00634765625,91,T5_inverse_input_clamp_then_inverse_softclip,10.711484605230947,0.6060669838481704,114.73590244809957
Bcc3,nonlinear_representation,0.3749725002183808,262144,,0.0,262144,0.0036837454003058796,179.75605772287585,0.40625,3745.6682850167385,0.18748625011138492,0.0007685228280977497,267.1597813493914,-0.18748625010699588,0.0,2.169293864724896e-16,-0.18748625010699588,-0.18748625010699588,1.5346849961327695e-05,0.18748625011138492,0.18748625011138492,2.704772464677753e-06,0.12646750500188741,control_input,,"[0.03501020355855926,0.034269888584383235,0.029512609231124046,0.018393040291453257,0.008673382338977449,0.001886076797196165,0.000181220279661078,9.141599370468533e-06]",0.00634765625,91,T6_inverse_robust_normalization,0.12646516988509174,0.00715553136646192,0.015993439194065116
Bcc3,physical,0.010797557421028614,262144,,0.0,262144,3.0092367690261324e-06,0.1473713135253482,0.40625,3.060483496031075,0.005398778710514307,2.1979739688640868e-05,0.2189014547919285,-0.005398778710514307,0.0,0.0,-0.005398778710514307,-0.005398778710514307,3.53455533286251e-07,0.005398778710514307,0.005398778710514307,2.237203640088305e-09,0.0036155941227590488,control_input,,"[2.902769632636589e-05,2.8374360520490112e-05,2.417688878432193e-05,1.4885474830711057e-05,6.670950837228213e-06,1.3216880898272698e-06,1.0433962052279495e-07,4.966731611834715e-09]",0.00634765625,91,T7_inverse_nonlinear_canonical_oracle,0.003615527313072465,0.00020281415560114793,1.3072037751572997e-05
Bcc3,physical,0.010797557421028614,262144,0.0,0.0,262144,3.0092367690261324e-06,0.1473713135253482,,3.060483496031075,0.005398778710514307,2.1979739688640868e-05,0.2189014547919285,-0.005398778710514307,0.0,0.0,-0.005398778710514307,-0.005398778710514307,3.53455533286251e-07,0.005398778710514307,0.005398778710514307,2.237203640088305e-09,0.0036155941227590488,control_input,,"[2.902769632636589e-05,2.8374360520490112e-05,2.417688878432193e-05,1.4885474830711057e-05,6.670950837228213e-06,1.3216880898272698e-06,1.0433962052279495e-07,4.966731611834715e-09]",0.00634765625,91,T8_evaluation_bounds_clamp_then_decode,0.003615527313072465,0.00020281415560114793,1.3072037751572997e-05
rho,physical,1.4963400883296207,262144,,0.0,262144,0.05403011026873416,619.4146745855685,,28091.44614329846,5.712070465087891,0.11826238714487844,6344.763266946591,4.556613475870108e-06,0.0,0.0,4.733228252007393e-06,7.577457122351916e-06,0.003439443651586771,1.4963476657867432,5.048143250465393,0.015266662336016517,0.38433395056173003,control_input,,"[4.925294933055825e-05,4.301986861320775e-06,0.7411831580316908,0.11525966709346062,0.025708316923682216,0.014876947698277078,0.06475722617962146,0.04559057316352723]",1.0,91,T0_raw_physical,0.3656864686328731,0.020594734819346434,0.13372659334118125
rho,nonlinear_representation,5.294936263564192,262144,,0.0,262144,0.07406488299152829,2847.7128590984753,,512087.80346052675,0.7567935570932175,-2.400523822964326,6757.081079694723,-5.3404057460896714,0.0,2.2314926914292957e-16,-5.32392597587477,-5.119903750160979,-2.4635105385172533,0.17503251340321188,0.7031316711859106,0.027076932420172513,2.784351621008965,control_input,,"[0.04855628057682766,0.04005692923329465,1.4203893834155892,2.012993629001751,2.080760465751889,2.449914651846229,3.819858436313397,3.9398965469958207]",-0.96484375,91,T1_forward_nonlinear,1.4107088022678491,0.062064122017009234,1.9900993247959895
rho,robust_z,4.578434125782445,262144,,0.0,262144,0.0553764112809013,2129.161785260446,,382874.9019910972,3.2778766680681994,0.5478023254828235,5052.096024648703,-1.9942595715092297,0.0,1.4922892370976278e-16,-1.9800098169170626,-1.8035955459741042,0.4933388695309749,2.7748385798083404,3.231476221025523,0.02024472712791716,1.3371737187207486,control_input,,"[0.03630428422874586,0.029949537463342873,1.0619886712579338,1.5050636496406198,1.5557311734590338,1.8317382797899082,2.8560100719838637,2.9457594851746274]",0.3344879150390625,91,T2_robust_normalized_unclipped,1.2198139883740828,0.05366570626822348,1.4879461662330868
