split,batch,source_index,target_index,case,batch_size,components.base_fidelity_raw,components.base_fidelity_weighted,components.bounds_press_raw,components.bounds_rho_raw,components.bounds_weighted,components.dissipation_raw,components.dissipation_weighted,components.envelope_press_raw,components.envelope_rho_raw,components.envelope_weighted,components.h1_raw,components.h1_weighted,components.roi_ramp,components.roi_raw,components.roi_weighted,components.total,diagnostics.base_channel_raw.Bcc1,diagnostics.base_channel_raw.Bcc2,diagnostics.base_channel_raw.Bcc3,diagnostics.base_channel_raw.press,diagnostics.base_channel_raw.rho,diagnostics.base_channel_raw.vel1,diagnostics.base_channel_raw.vel2,diagnostics.base_channel_raw.vel3,diagnostics.bounds_violation_fraction.press_above,diagnostics.bounds_violation_fraction.press_below,diagnostics.bounds_violation_fraction.rho_above,diagnostics.bounds_violation_fraction.rho_below,diagnostics.canonical_raw_roi_jaccard,diagnostics.dissipation_gate_max,diagnostics.dissipation_gate_mean,diagnostics.dissipation_gate_min,diagnostics.envelope_violation_fraction.press,diagnostics.envelope_violation_fraction.rho,diagnostics.fraction_above_Rin,diagnostics.fraction_above_Rout,diagnostics.input_norm_mean,diagnostics.prediction_norm_mean,diagnostics.roi_clamp_overlap,diagnostics.roi_voxel_fraction,diagnostics.target_clamp_fraction_by_channel.Bcc1,diagnostics.target_clamp_fraction_by_channel.Bcc2,diagnostics.target_clamp_fraction_by_channel.Bcc3,diagnostics.target_clamp_fraction_by_channel.press,diagnostics.target_clamp_fraction_by_channel.rho,diagnostics.target_clamp_fraction_by_channel.vel1,diagnostics.target_clamp_fraction_by_channel.vel2,diagnostics.target_clamp_fraction_by_channel.vel3,epoch,finite,plain_l2,roi_ramp
train,1,12,13,normalized_target,1,0.0,0.0,3.061377640278806e-07,0.0,1.530688820139403e-08,0.0,0.0,0.08214105665683746,0.8359490633010864,0.04590450972318649,0.0,0.0,0.0026666666381061077,0.0,0.0,0.04590452462434769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.6988756060600281,1.0,1.0,1.0,0.482177734375,0.88916015625,0.0,0.0,2843.154052734375,2755.138427734375,0.3308092951774597,0.20000076293945312,0.0,0.0,0.163818359375,0.0,0.0,0.0,0.007568359375,0.151123046875,1,True,0.0,0.0026666666381061077
train,1,12,13,persistence_normalized_input,1,1.5947424173355103,1.6592857837677002,3.064499480842642e-07,0.0,1.532249704894184e-08,0.0,0.0,0.08788774907588959,0.8389670252799988,0.04634273797273636,2166.72216796875,108.33611297607422,0.0026666666381061077,0.2110823392868042,0.004503089934587479,110.0462417602539,0.0046269274316728115,0.16355019807815552,0.15454016625881195,0.014783645048737526,0.005748430732637644,0.13528931140899658,1.060708999633789,0.05549465864896774,0.0,0.00390625,0.0,0.0,0.6988756060600281,1.0,1.0,1.0,0.485107421875,0.88671875,0.0,0.0,2843.154052734375,2843.154052734375,0.3308092951774597,0.20000076293945312,0.0,0.0,0.163818359375,0.0,0.0,0.0,0.007568359375,0.151123046875,1,True,1.5947424173355103,0.0026666666381061077
train,1,12,13,zero_tensor,1,28.95775604248047,31.196033477783203,0.0,0.0,0.0,0.0,0.0,0.031168334186077118,0.4214981198310852,0.022633323445916176,10799.669921875,539.9835205078125,0.0026666666381061077,1.0,0.02133333310484886,571.2235717773438,0.35909557342529297,2.3592841625213623,8.473007202148438,0.9537162780761719,1.0580880641937256,0.7816566228866577,6.088687419891357,8.884220123291016,0.0,0.0,0.0,0.0,0.6988756060600281,1.0,1.0,1.0,0.546875,0.734375,0.0,0.0,2843.154052734375,0.0,0.3308092951774597,0.20000076293945312,0.0,0.0,0.163818359375,0.0,0.0,0.0,0.007568359375,0.151123046875,1,True,28.95775604248047,0.0026666666381061077
train,1,12,13,deterministic_random,1,36.94499969482422,39.783138275146484,0.0005531663773581386,0.005818208213895559,0.00031856875284574926,0.0,0.0,0.48759666085243225,1.0948907136917114,0.07912436872720718,59975.55078125,2998.777587890625,0.0026666666381061077,1.058614730834961,0.02258378081023693,3038.662841796875,1.3556926250457764,3.357541799545288,9.477460861206055,1.9510693550109863,2.0581841468811035,1.7856543064117432,7.091156959533691,9.868240356445312,0.028812408447265625,0.003047943115234375,0.00588226318359375,0.0230712890625,0.6988756060600281,1.0,1.0,1.0,0.4568214416503906,0.6317520141601562,0.0,0.0,2843.154052734375,1448.6929931640625,0.3308092951774597,0.20000076293945312,0.0,0.0,0.163818359375,0.0,0.0,0.0,0.007568359375,0.151123046875,1,True,36.94499969482422,0.0026666666381061077
train,1,12,13,isolated_Bcc1,1,0.33333587646484375,0.4000030755996704,3.061377640278806e-07,0.0,1.530688820139403e-08,0.0,0.0,0.08214105665683746,0.8359490633010864,0.04590450972318649,124.03125,6.201562404632568,0.0026666666381061077,0.0,0.0,6.647469997406006,0.33333587646484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.6988756060600281,1.0,1.0,1.0,0.482177734375,0.88916015625,0.0,0.0,2843.154052734375,2770.6357421875,0.3308092951774597,0.20000076293945312,0.0,0.0,0.163818359375,0.0,0.0,0.0,0.007568359375,0.151123046875,1,True,0.33333587646484375,0.0026666666381061077
train,1,12,13,isolated_Bcc3,1,0.33333587646484375,0.4000030755996704,3.061377640278806e-07,0.0,1.530688820139403e-08,0.0,0.0,0.08214105665683746,0.8359490633010864,0.04590450972318649,124.03125,6.201562404632568,0.0026666666381061077,0.0,0.0,6.647469997406006,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.6988756060600281,1.0,1.0,1.0,0.482177734375,0.88916015625,0.0,0.0,2843.154052734375,2772.083984375,0.3308092951774597,0.20000076293945312,0.0,0.0,0.163818359375,0.0,0.0,0.0,0.007568359375,0.151123046875,1,True,0.33333587646484375,0.0026666666381061077
train,1,12,13,isolated_rho,1,0.33333587646484375,0.33333587646484375,3.061377640278806e-07,0.005117576103657484,0.00025589411961846054,0.0,0.0,0.08214105665683746,1.1207524538040161,0.06014467775821686,124.03124237060547,6.201562404632568,0.0026666666381061077,0.0,0.0,6.595299243927002,0.0,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.0,0.00390625,0.03296661376953125,0.028079986572265625,0.6988756060600281,1.0,1.0,1.0,0.482177734375,0.8025779724121094,0.0,0.0,2843.154052734375,2770.927001953125,0.3308092951774597,0.20000076293945312,0.0,0.0,0.163818359375,0.0,0.0,0.0,0.007568359375,0.151123046875,1,True,0.33333587646484375,0.0026666666381061077
train,1,12,13,isolated_press,1,0.33333587646484375,0.33333587646484375,0.004696121904999018,0.0,0.00023480609524995089,0.0,0.0,0.23477323353290558,0.8359490633010864,0.05353611707687378,124.03125,6.201562404632568,0.0026666666381061077,0.0,0.0,6.5886688232421875,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.0,0.029720306396484375,0.022441864013671875,0.0,0.0,0.6988756060600281,1.0,1.0,1.0,0.43601226806640625,0.88916015625,0.0,0.0,2843.154052734375,2770.956787109375,0.3308092951774597,0.20000076293945312,0.0,0.0,0.163818359375,0.0,0.0,0.0,0.007568359375,0.151123046875,1,True,0.33333587646484375,0.0026666666381061077
train,1,12,13,isolated_vel1,1,0.33333587646484375,0.33333587646484375,3.061377640278806e-07,0.0,1.530688820139403e-08,0.0,0.0,0.08214105665683746,0.8359490633010864,0.04590450972318649,124.03125,6.201562404632568,0.0026666666381061077,0.11653804779052734,0.0024861448910087347,6.58328914642334,0.0,0.0,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.00390625,0.0,0.0,0.6988756060600281,1.0,1.0,1.0,0.482177734375,0.88916015625,0.0,0.0,2843.154052734375,2770.97412109375,0.3308092951774597,0.20000076293945312,0.0,0.0,0.163818359375,0.0,0.0,0.0,0.007568359375,0.151123046875,1,True,0.33333587646484375,0.0026666666381061077
train,1,12,13,isolated_vel3,1,0.33333587646484375,0.33333587646484375,3.061377640278806e-07,0.0,1.530688820139403e-08,0.0,0.0,0.08214105665683746,0.8359490633010864,0.04590450972318649,124.03125,6.201562404632568,0.0026666666381061077,0.11653804779052734,0.0024861448910087347,6.58328914642334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333587646484375,0.0,0.00390625,0.0,0.0,0.6988756060600281,1.0,1.0,1.0,0.482177734375,0.88916015625,0.0,0.0,2843.154052734375,2770.847412109375,0.3308092951774597,0.20000076293945312,0.0,0.0,0.163818359375,0.0,0.0,0.0,0.007568359375,0.151123046875,1,True,0.33333587646484375,0.0026666666381061077
train,2,13,14,normalized_target,1,0.0,0.0,3.0514252102875616e-07,0.0,1.5257127117251912e-08,0.0,0.0,0.0687105804681778,0.8196014761924744,0.04441560432314873,0.0,0.0,0.9973333477973938,0.0,0.0,0.04441561922430992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000244140625,0.00390625,0.0,0.0,0.761342465877533,1.0,1.0,1.0,0.477294921875,0.885498046875,0.0,0.0,2755.138427734375,2659.5595703125,0.33594003319740295,0.20000076293945312,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,374,True,0.0,0.9973333477973938
train,2,13,14,persistence_normalized_input,1,3.67710542678833,3.827251434326172,3.061377640278806e-07,0.0,1.530688820139403e-08,0.0,0.0,0.08214105665683746,0.8359490633010864,0.04590450972318649,2923.416015625,146.17080688476562,0.9973333477973938,0.22048169374465942,1.7591499090194702,151.80311584472656,0.003707495052367449,0.6508002281188965,0.09622155129909515,0.014480622485280037,0.0068240296095609665,0.13492870330810547,2.7170283794403076,0.05311447009444237,0.0,0.00390625,0.0,0.0,0.761342465877533,1.0,1.0,1.0,0.482177734375,0.88916015625,0.0,0.0,2755.138427734375,2755.138427734375,0.33594003319740295,0.20000076293945312,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,374,True,3.67710542678833,0.9973333477973938
train,2,13,14,zero_tensor,1,26.983264923095703,29.079309463500977,0.0,0.0,0.0,0.0,0.0,0.031168334186077118,0.4214981198310852,0.022633323445916176,11132.6220703125,556.631103515625,0.9973333477973938,1.0,7.97866678237915,593.711669921875,0.3679859936237335,1.4819433689117432,8.630290985107422,0.9188923835754395,1.043567180633545,0.8354318141937256,4.806494235992432,8.898658752441406,0.0,0.0,0.0,0.0,0.761342465877533,1.0,1.0,1.0,0.546875,0.734375,0.0,0.0,2755.138427734375,0.0,0.33594003319740295,0.20000076293945312,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,374,True,26.983264923095703,0.9973333477973938
train,2,13,14,deterministic_random,1,34.960060119628906,37.651893615722656,0.0004709043714683503,0.005618720781058073,0.00030448127654381096,0.0,0.0,0.48148444294929504,1.0947121381759644,0.07880982756614685,60278.83203125,3013.941650390625,0.9973333477973938,1.0608023405075073,8.463788032531738,3060.136474609375,1.3668922185897827,2.4811246395111084,9.611159324645996,1.9131664037704468,2.0454556941986084,1.8319172859191895,5.7932586669921875,9.917084693908691,0.02881622314453125,0.002956390380859375,0.0059356689453125,0.023151397705078125,0.761342465877533,1.0,1.0,1.0,0.45632171630859375,0.6336784362792969,0.0,0.0,2755.138427734375,1447.6478271484375,0.33594003319740295,0.20000076293945312,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,374,True,34.960060119628906,0.9973333477973938
train,2,13,14,isolated_Bcc1,1,0.33333587646484375,0.4000030755996704,3.0514252102875616e-07,0.0,1.5257127117251912e-08,0.0,0.0,0.0687105804681778,0.8196014761924744,0.04441560432314873,124.03125,6.201562404632568,0.9973333477973938,0.0,0.0,6.6459808349609375,0.33333587646484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000244140625,0.00390625,0.0,0.0,0.761342465877533,1.0,1.0,1.0,0.477294921875,0.885498046875,0.0,0.0,2755.138427734375,2675.60107421875,0.33594003319740295,0.20000076293945312,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,374,True,0.33333587646484375,0.9973333477973938
train,2,13,14,isolated_Bcc3,1,0.33333587646484375,0.4000030755996704,3.0514252102875616e-07,0.0,1.5257127117251912e-08,0.0,0.0,0.0687105804681778,0.8196014761924744,0.04441560432314873,124.03125,6.201562404632568,0.9973333477973938,0.0,0.0,6.6459808349609375,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.0,0.0,0.000244140625,0.00390625,0.0,0.0,0.761342465877533,1.0,1.0,1.0,0.477294921875,0.885498046875,0.0,0.0,2755.138427734375,2677.1796875,0.33594003319740295,0.20000076293945312,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,374,True,0.33333587646484375,0.9973333477973938
train,2,13,14,isolated_rho,1,0.33333587646484375,0.33333587646484375,3.0514252102875616e-07,0.004975875373929739,0.00024880902492441237,0.0,0.0,0.0687105804681778,1.104358434677124,0.05865345150232315,124.03125,6.201562404632568,0.9973333477973938,0.0,0.0,6.5938005447387695,0.0,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.000244140625,0.00390625,0.032978057861328125,0.02776336669921875,0.761342465877533,1.0,1.0,1.0,0.477294921875,0.803131103515625,0.0,0.0,2755.138427734375,2675.915283203125,0.33594003319740295,0.20000076293945312,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,374,True,0.33333587646484375,0.9973333477973938
train,2,13,14,isolated_press,1,0.33333587646484375,0.33333587646484375,0.004579142667353153,0.0,0.0002289571420988068,0.0,0.0,0.21787288784980774,0.8196014761924744,0.051873721182346344,124.03125,6.201562404632568,0.9973333477973938,0.0,0.0,6.587000846862793,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.0,0.029247283935546875,0.021026611328125,0.0,0.0,0.761342465877533,1.0,1.0,1.0,0.4278564453125,0.885498046875,0.0,0.0,2755.138427734375,2675.916015625,0.33594003319740295,0.20000076293945312,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,374,True,0.33333587646484375,0.9973333477973938
train,2,13,14,isolated_vel1,1,0.33333587646484375,0.33333587646484375,3.0514252102875616e-07,0.0,1.5257127117251912e-08,0.0,0.0,0.0687105804681778,0.8196014761924744,0.04441560432314873,124.03125,6.201562404632568,0.9973333477973938,0.11824209243059158,0.9434142708778381,7.522727966308594,0.0,0.0,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.000244140625,0.00390625,0.0,0.0,0.761342465877533,1.0,1.0,1.0,0.477294921875,0.885498046875,0.0,0.0,2755.138427734375,2675.925048828125,0.33594003319740295,0.20000076293945312,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,374,True,0.33333587646484375,0.9973333477973938
train,2,13,14,isolated_vel3,1,0.33333587646484375,0.33333587646484375,3.0514252102875616e-07,0.0,1.5257127117251912e-08,0.0,0.0,0.0687105804681778,0.8196014761924744,0.04441560432314873,124.03125,6.201562404632568,0.9973333477973938,0.11824209243059158,0.9434142708778381,7.522727966308594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333587646484375,0.000244140625,0.00390625,0.0,0.0,0.761342465877533,1.0,1.0,1.0,0.477294921875,0.885498046875,0.0,0.0,2755.138427734375,2675.864013671875,0.33594003319740295,0.20000076293945312,0.0,0.0,0.166748046875,0.0,0.0,0.0,0.0068359375,0.152587890625,374,True,0.33333587646484375,0.9973333477973938
train,3,14,15,normalized_target,1,0.0,0.0,3.031853736956691e-07,0.0,1.515926939532619e-08,46.787841796875,0.023393921554088593,0.05681605264544487,0.7889056205749512,0.04228608310222626,0.0,0.0,1.0,0.0,0.0,0.06568001955747604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000244140625,0.00390625,0.0,0.0,0.8265398740768433,1.0,1.0,1.0,0.4638671875,0.880126953125,0.0,0.0,2659.5595703125,2706.347412109375,0.3688988983631134,0.20000076293945312,0.0,0.0,0.16650390625,0.0,0.0,0.0,0.007568359375,0.144775390625,375,True,0.0,1.0
train,3,14,15,persistence_normalized_input,1,3.393594741821289,3.481753349304199,3.0514252102875616e-07,0.0,1.5257127117251912e-08,0.0,0.0,0.0687105804681778,0.8196014761924744,0.04441560432314873,3005.428955078125,150.27145385742188,1.0,0.2540772259235382,2.0326178073883057,155.8302459716797,0.00629197433590889,0.3764076232910156,0.05809378623962402,0.01883314922451973,0.00962837040424347,0.16108115017414093,2.6991796493530273,0.06407907605171204,0.000244140625,0.00390625,0.0,0.0,0.8265398740768433,1.0,1.0,1.0,0.477294921875,0.885498046875,0.0,0.0,2659.5595703125,2659.5595703125,0.3688988983631134,0.20000076293945312,0.0,0.0,0.16650390625,0.0,0.0,0.0,0.007568359375,0.144775390625,375,True,3.393594741821289,1.0
train,3,14,15,zero_tensor,1,27.941497802734375,30.025188446044922,0.0,0.0,0.0,0.0,0.0,0.031168334186077118,0.4214981198310852,0.022633323445916176,11833.96484375,591.6982421875,1.0,1.0,8.0,629.74609375,0.3780834674835205,1.3303695917129517,8.709993362426758,0.8859635591506958,1.027022361755371,0.8747341632843018,5.897504806518555,8.8378267288208,0.0,0.0,0.0,0.0,0.8265398740768433,1.0,1.0,1.0,0.546875,0.734375,0.0,0.0,2659.5595703125,0.0,0.3688988983631134,0.20000076293945312,0.0,0.0,0.16650390625,0.0,0.0,0.0,0.007568359375,0.144775390625,375,True,27.941497802734375,1.0
train,3,14,15,deterministic_random,1,35.949363708496094,38.635101318359375,0.0005756738828495145,0.005832525435835123,0.00032040997757576406,0.0,0.0,0.4833535850048065,1.100365400314331,0.07918594777584076,60936.05078125,3046.802490234375,1.0,1.059428334236145,8.47542667388916,3093.9921875,1.377605676651001,2.338066816329956,9.713006019592285,1.8846192359924316,2.023590087890625,1.871620774269104,6.899823188781738,9.841035842895508,0.02869415283203125,0.003200531005859375,0.005859375,0.022754669189453125,0.8265398740768433,1.0,1.0,1.0,0.45661163330078125,0.6336746215820312,0.0,0.0,2659.5595703125,1446.945556640625,0.3688988983631134,0.20000076293945312,0.0,0.0,0.16650390625,0.0,0.0,0.0,0.007568359375,0.144775390625,375,True,35.949363708496094,1.0
train,3,14,15,isolated_Bcc1,1,0.33333587646484375,0.4000030755996704,3.031853736956691e-07,0.0,1.515926939532619e-08,62.529052734375,0.031264528632164,0.05681605264544487,0.7889056205749512,0.04228608310222626,124.03125,6.201562404632568,1.0,0.0,0.0,6.675115585327148,0.33333587646484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000244140625,0.00390625,0.0,0.0,0.8265398740768433,1.0,1.0,1.0,0.4638671875,0.880126953125,0.0,0.0,2659.5595703125,2722.088623046875,0.3688988983631134,0.20000076293945312,0.0,0.0,0.16650390625,0.0,0.0,0.0,0.007568359375,0.144775390625,375,True,0.33333587646484375,1.0
train,3,14,15,isolated_Bcc3,1,0.33333587646484375,0.4000030755996704,3.031853736956691e-07,0.0,1.515926939532619e-08,64.134033203125,0.03206701949238777,0.05681605264544487,0.7889056205749512,0.04228608310222626,124.03125,6.201562404632568,1.0,0.0,0.0,6.675918102264404,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.0,0.0,0.000244140625,0.00390625,0.0,0.0,0.8265398740768433,1.0,1.0,1.0,0.4638671875,0.880126953125,0.0,0.0,2659.5595703125,2723.693603515625,0.3688988983631134,0.20000076293945312,0.0,0.0,0.16650390625,0.0,0.0,0.0,0.007568359375,0.144775390625,375,True,0.33333587646484375,1.0
