split,batch,source_index,target_index,case,batch_size,components.base_fidelity_raw,components.base_fidelity_weighted,components.bounds_press_raw,components.bounds_rho_raw,components.bounds_weighted,components.dissipation_raw,components.dissipation_weighted,components.envelope_press_raw,components.envelope_rho_raw,components.envelope_weighted,components.h1_raw,components.h1_weighted,components.roi_ramp,components.roi_raw,components.roi_weighted,components.total,diagnostics.base_channel_raw.Bcc1,diagnostics.base_channel_raw.Bcc2,diagnostics.base_channel_raw.Bcc3,diagnostics.base_channel_raw.press,diagnostics.base_channel_raw.rho,diagnostics.base_channel_raw.vel1,diagnostics.base_channel_raw.vel2,diagnostics.base_channel_raw.vel3,diagnostics.bounds_violation_fraction.press_above,diagnostics.bounds_violation_fraction.press_below,diagnostics.bounds_violation_fraction.rho_above,diagnostics.bounds_violation_fraction.rho_below,diagnostics.canonical_raw_roi_jaccard,diagnostics.dissipation_gate_max,diagnostics.dissipation_gate_mean,diagnostics.dissipation_gate_min,diagnostics.envelope_violation_fraction.press,diagnostics.envelope_violation_fraction.rho,diagnostics.fraction_above_Rin,diagnostics.fraction_above_Rout,diagnostics.input_norm_mean,diagnostics.prediction_norm_mean,diagnostics.roi_clamp_overlap,diagnostics.roi_voxel_fraction,diagnostics.target_clamp_fraction_by_channel.Bcc1,diagnostics.target_clamp_fraction_by_channel.Bcc2,diagnostics.target_clamp_fraction_by_channel.Bcc3,diagnostics.target_clamp_fraction_by_channel.press,diagnostics.target_clamp_fraction_by_channel.rho,diagnostics.target_clamp_fraction_by_channel.vel1,diagnostics.target_clamp_fraction_by_channel.vel2,diagnostics.target_clamp_fraction_by_channel.vel3,epoch,finite,plain_l2,roi_ramp
train,3,14,15,isolated_rho,1,0.33333587646484375,0.33333587646484375,3.031853736956691e-07,0.004783036187291145,0.00023916696954984218,62.870121002197266,0.03143506124615669,0.05681605264544487,1.0726134777069092,0.05647147819399834,124.03125,6.201562404632568,1.0,0.0,0.0,6.623044013977051,0.0,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.000244140625,0.00390625,0.0329742431640625,0.027111053466796875,0.8265398740768433,1.0,1.0,1.0,0.4638671875,0.8005180358886719,0.0,0.0,2659.5595703125,2722.4296875,0.3688988983631134,0.20000076293945312,0.0,0.0,0.16650390625,0.0,0.0,0.0,0.007568359375,0.144775390625,375,True,0.33333587646484375,1.0
train,3,14,15,isolated_press,1,0.33333587646484375,0.33333587646484375,0.004401283338665962,0.0,0.00022006417566444725,62.878173828125,0.03143908828496933,0.19883906841278076,0.7889056205749512,0.049387235194444656,124.03125,6.201562404632568,1.0,0.0,0.0,6.615945339202881,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.0,0.029254913330078125,0.019588470458984375,0.0,0.0,0.8265398740768433,1.0,1.0,1.0,0.415283203125,0.880126953125,0.0,0.0,2659.5595703125,2722.437744140625,0.3688988983631134,0.20000076293945312,0.0,0.0,0.16650390625,0.0,0.0,0.0,0.007568359375,0.144775390625,375,True,0.33333587646484375,1.0
train,3,14,15,isolated_vel1,1,0.33333587646484375,0.33333587646484375,3.031853736956691e-07,0.0,1.515926939532619e-08,62.892822265625,0.031446412205696106,0.05681605264544487,0.7889056205749512,0.04228608310222626,124.03125,6.201562404632568,1.0,0.11688654124736786,0.9350923299789429,7.543723106384277,0.0,0.0,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.000244140625,0.00390625,0.0,0.0,0.8265398740768433,1.0,1.0,1.0,0.4638671875,0.880126953125,0.0,0.0,2659.5595703125,2722.452392578125,0.3688988983631134,0.20000076293945312,0.0,0.0,0.16650390625,0.0,0.0,0.0,0.007568359375,0.144775390625,375,True,0.33333587646484375,1.0
train,3,14,15,isolated_vel3,1,0.33333587646484375,0.33333587646484375,3.031853736956691e-07,0.0,1.515926939532619e-08,62.805419921875,0.03140271082520485,0.05681605264544487,0.7889056205749512,0.04228608310222626,124.03125,6.201562404632568,1.0,0.11688654124736786,0.9350923299789429,7.543679237365723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333587646484375,0.000244140625,0.00390625,0.0,0.0,0.8265398740768433,1.0,1.0,1.0,0.4638671875,0.880126953125,0.0,0.0,2659.5595703125,2722.364990234375,0.3688988983631134,0.20000076293945312,0.0,0.0,0.16650390625,0.0,0.0,0.0,0.007568359375,0.144775390625,375,True,0.33333587646484375,1.0
validation,0,91,92,normalized_target,1,0.0,0.0,0.0,0.0,0.0,32.534912109375,0.016267456114292145,0.07334291189908981,0.536274254322052,0.03048085980117321,0.0,0.0,1.0,0.0,0.0,0.046748317778110504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03174591064453125,0.0,0.021240234375,0.0,0.6047565340995789,1.0,1.0,1.0,0.3380470275878906,0.6253814697265625,0.0,0.0,3855.134033203125,3887.6689453125,0.4791050851345062,0.20000076293945312,0.0,0.13833999633789062,0.421173095703125,0.0,0.0,0.0,0.07946395874023438,0.25096893310546875,376,True,0.0,1.0
validation,0,91,92,persistence_normalized_input,1,5.713337421417236,6.5629425048828125,0.0,0.0,0.0,0.0,0.0,0.07684604078531265,0.5678153038024902,0.032233066856861115,16158.5126953125,807.9256591796875,1.0,0.23034709692001343,1.8427767753601074,816.3635864257812,0.014920275658369064,0.936623215675354,3.2964792251586914,0.03680266812443733,0.07264827936887741,0.028877584263682365,0.5109646916389465,0.8160212635993958,0.0185546875,0.0,0.013427734375,0.0,0.6047565340995789,1.0,1.0,1.0,0.3404426574707031,0.6631011962890625,0.0,0.0,3855.134033203125,3855.134033203125,0.4791050851345062,0.20000076293945312,0.0,0.13833999633789062,0.421173095703125,0.0,0.0,0.0,0.07946395874023438,0.25096893310546875,376,True,5.713337421417236,1.0
validation,0,91,92,zero_tensor,1,57.66533660888672,64.34642028808594,0.0,0.0,0.0,0.0,0.0,0.031168334186077118,0.4214981198310852,0.022633323445916176,29585.25390625,1479.2626953125,1.0,1.0,8.0,1551.6317138671875,1.3317170143127441,12.9033784866333,19.17032241821289,1.0947047472000122,1.7914748191833496,1.7763210535049438,6.221180438995361,13.376239776611328,0.0,0.0,0.0,0.0,0.6047565340995789,1.0,1.0,1.0,0.546875,0.734375,0.0,0.0,3855.134033203125,0.0,0.4791050851345062,0.20000076293945312,0.0,0.13833999633789062,0.421173095703125,0.0,0.0,0.0,0.07946395874023438,0.25096893310546875,376,True,57.66533660888672,1.0
validation,0,91,92,deterministic_random,1,65.61927032470703,72.8943862915039,0.0005237802979536355,0.005993939936161041,0.00032588603789918125,0.0,0.0,0.4824328124523163,1.0968061685562134,0.07896194607019424,78640.0546875,3932.002685546875,1.0,1.0310873985290527,8.248699188232422,4013.224853515625,2.3320088386535645,13.898848533630371,20.14469337463379,2.091022491455078,2.792581081390381,2.770488739013672,7.214759826660156,14.374868392944336,0.0287322998046875,0.003040313720703125,0.005878448486328125,0.022785186767578125,0.6047565340995789,1.0,1.0,1.0,0.4568595886230469,0.63201904296875,0.0,0.0,3855.134033203125,1448.4444580078125,0.4791050851345062,0.20000076293945312,0.0,0.13833999633789062,0.421173095703125,0.0,0.0,0.0,0.07946395874023438,0.25096893310546875,376,True,65.61927032470703,1.0
validation,0,91,92,isolated_Bcc1,1,0.33333587646484375,0.4000030755996704,0.0,0.0,0.0,43.20751953125,0.021603761240839958,0.07334291189908981,0.536274254322052,0.03048085980117321,124.03124237060547,6.201562404632568,1.0,0.0,0.0,6.653649806976318,0.33333587646484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03174591064453125,0.0,0.021240234375,0.0,0.6047565340995789,1.0,1.0,1.0,0.3380470275878906,0.6253814697265625,0.0,0.0,3855.134033203125,3898.341552734375,0.4791050851345062,0.20000076293945312,0.0,0.13833999633789062,0.421173095703125,0.0,0.0,0.0,0.07946395874023438,0.25096893310546875,376,True,0.33333587646484375,1.0
validation,0,91,92,isolated_Bcc3,1,0.33333587646484375,0.4000030755996704,0.0,0.0,0.0,45.178955078125,0.02258947864174843,0.07334291189908981,0.536274254322052,0.03048085980117321,124.03125762939453,6.201562881469727,1.0,0.0,0.0,6.654636383056641,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.0,0.0,0.03174591064453125,0.0,0.021240234375,0.0,0.6047565340995789,1.0,1.0,1.0,0.3380470275878906,0.6253814697265625,0.0,0.0,3855.134033203125,3900.31298828125,0.4791050851345062,0.20000076293945312,0.0,0.13833999633789062,0.421173095703125,0.0,0.0,0.0,0.07946395874023438,0.25096893310546875,376,True,0.33333587646484375,1.0
validation,0,91,92,isolated_rho,1,0.33333587646484375,0.33333587646484375,0.0,0.0030538076534867287,0.0001526903797639534,43.700927734375,0.0218504648655653,0.07334291189908981,0.736879825592041,0.04051113873720169,124.03124237060547,6.201562404632568,1.0,0.0,0.0,6.597412586212158,0.0,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.03174591064453125,0.0,0.07309341430664062,0.025478363037109375,0.6047565340995789,1.0,1.0,1.0,0.3380470275878906,0.5683860778808594,0.0,0.0,3855.134033203125,3898.8349609375,0.4791050851345062,0.20000076293945312,0.0,0.13833999633789062,0.421173095703125,0.0,0.0,0.0,0.07946395874023438,0.25096893310546875,376,True,0.33333587646484375,1.0
validation,0,91,92,isolated_press,1,0.33333587646484375,0.33333587646484375,0.00011561276187421754,0.0,5.780638275609817e-06,43.770263671875,0.021885132417082787,0.1853654533624649,0.536274254322052,0.036081984639167786,124.03124237060547,6.201562404632568,1.0,0.0,0.0,6.592870712280273,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.0,0.06560134887695312,0.004322052001953125,0.021240234375,0.0,0.6047565340995789,1.0,1.0,1.0,0.34308624267578125,0.6253814697265625,0.0,0.0,3855.134033203125,3898.904296875,0.4791050851345062,0.20000076293945312,0.0,0.13833999633789062,0.421173095703125,0.0,0.0,0.0,0.07946395874023438,0.25096893310546875,376,True,0.33333587646484375,1.0
validation,0,91,92,isolated_vel1,1,0.33333587646484375,0.33333587646484375,0.0,0.0,0.0,43.7275390625,0.021863769739866257,0.07334291189908981,0.536274254322052,0.03048085980117321,124.03124237060547,6.201562404632568,1.0,0.08572331815958023,0.6857865452766418,7.273029804229736,0.0,0.0,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.03174591064453125,0.0,0.021240234375,0.0,0.6047565340995789,1.0,1.0,1.0,0.3380470275878906,0.6253814697265625,0.0,0.0,3855.134033203125,3898.861572265625,0.4791050851345062,0.20000076293945312,0.0,0.13833999633789062,0.421173095703125,0.0,0.0,0.0,0.07946395874023438,0.25096893310546875,376,True,0.33333587646484375,1.0
validation,0,91,92,isolated_vel3,1,0.33333587646484375,0.33333587646484375,0.0,0.0,0.0,43.761474609375,0.02188073843717575,0.07334291189908981,0.536274254322052,0.03048085980117321,124.03124237060547,6.201562404632568,1.0,0.08572331815958023,0.6857865452766418,7.273046493530273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333587646484375,0.03174591064453125,0.0,0.021240234375,0.0,0.6047565340995789,1.0,1.0,1.0,0.3380470275878906,0.6253814697265625,0.0,0.0,3855.134033203125,3898.8955078125,0.4791050851345062,0.20000076293945312,0.0,0.13833999633789062,0.421173095703125,0.0,0.0,0.0,0.07946395874023438,0.25096893310546875,376,True,0.33333587646484375,1.0
validation,1,92,93,normalized_target,1,0.0,0.0,0.0,0.0,0.0,28.247802734375,0.014123901724815369,0.06904316693544388,0.4842677414417267,0.02766554430127144,0.0,0.0,1.0,0.0,0.0,0.04178944602608681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055126190185546875,0.0,0.03857421875,0.0,0.5656289458274841,1.0,1.0,1.0,0.3352165222167969,0.4981117248535156,0.0,0.0,3887.6689453125,3915.916748046875,0.4164298474788666,0.20000076293945312,0.0,0.13673019409179688,0.434814453125,0.0,0.0,0.0,0.07134246826171875,0.2524070739746094,500,True,0.0,1.0
validation,1,92,93,persistence_normalized_input,1,12.966171264648438,14.73741340637207,0.0,0.0,0.0,0.0,0.0,0.07334291189908981,0.536274254322052,0.03048085980117321,24733.384765625,1236.6693115234375,1.0,0.47222900390625,3.77783203125,1255.215087890625,0.022710062563419342,1.4252198934555054,7.408274173736572,0.060027122497558594,0.1470135599374771,0.13190767168998718,1.338101863861084,2.4329164028167725,0.03174591064453125,0.0,0.021240234375,0.0,0.5656289458274841,1.0,1.0,1.0,0.3380470275878906,0.6253814697265625,0.0,0.0,3887.6689453125,3887.6689453125,0.4164298474788666,0.20000076293945312,0.0,0.13673019409179688,0.434814453125,0.0,0.0,0.0,0.07134246826171875,0.2524070739746094,500,True,12.966171264648438,1.0
validation,1,92,93,zero_tensor,1,58.50666809082031,65.24176025390625,0.0,0.0,0.0,0.0,0.0,0.031168334186077118,0.4214981198310852,0.022633323445916176,27575.75,1378.7874755859375,1.0,1.0,8.0,1452.0518798828125,1.467522382736206,12.584885597229004,19.62303924560547,1.2216942310333252,2.0961334705352783,1.572678804397583,5.120821952819824,14.819893836975098,0.0,0.0,0.0,0.0,0.5656289458274841,1.0,1.0,1.0,0.546875,0.734375,0.0,0.0,3887.6689453125,0.0,0.4164298474788666,0.20000076293945312,0.0,0.13673019409179688,0.434814453125,0.0,0.0,0.0,0.07134246826171875,0.2524070739746094,500,True,58.50666809082031,1.0
validation,1,92,93,deterministic_random,1,66.44358825683594,73.77336883544922,0.0005930971819907427,0.005581246688961983,0.00030871719354763627,0.0,0.0,0.48147791624069214,1.1025716066360474,0.07920248061418533,76703.046875,3835.15234375,1.0,1.0361257791519165,8.289006233215332,3917.294189453125,2.470187187194824,13.579349517822266,20.599365234375,2.2185726165771484,3.1043472290039062,2.5721869468688965,6.11167049407959,15.787904739379883,0.028598785400390625,0.0030670166015625,0.00579071044921875,0.02297210693359375,0.5656289458274841,1.0,1.0,1.0,0.45623779296875,0.633880615234375,0.0,0.0,3887.6689453125,1448.4603271484375,0.4164298474788666,0.20000076293945312,0.0,0.13673019409179688,0.434814453125,0.0,0.0,0.0,0.07134246826171875,0.2524070739746094,500,True,66.44358825683594,1.0
validation,1,92,93,isolated_Bcc1,1,0.33333587646484375,0.4000030755996704,0.0,0.0,0.0,38.830078125,0.01941503956913948,0.06904316693544388,0.4842677414417267,0.02766554430127144,124.0312271118164,6.201561450958252,1.0,0.0,0.0,6.648644924163818,0.33333587646484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055126190185546875,0.0,0.03857421875,0.0,0.5656289458274841,1.0,1.0,1.0,0.3352165222167969,0.4981117248535156,0.0,0.0,3887.6689453125,3926.4990234375,0.4164298474788666,0.20000076293945312,0.0,0.13673019409179688,0.434814453125,0.0,0.0,0.0,0.07134246826171875,0.2524070739746094,500,True,0.33333587646484375,1.0
validation,1,92,93,isolated_Bcc3,1,0.33333587646484375,0.4000030755996704,0.0,0.0,0.0,40.94482421875,0.020472412928938866,0.06904316693544388,0.4842677414417267,0.02766554430127144,124.03125,6.201562404632568,1.0,0.0,0.0,6.649703502655029,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.0,0.0,0.055126190185546875,0.0,0.03857421875,0.0,0.5656289458274841,1.0,1.0,1.0,0.3352165222167969,0.4981117248535156,0.0,0.0,3887.6689453125,3928.61376953125,0.4164298474788666,0.20000076293945312,0.0,0.13673019409179688,0.434814453125,0.0,0.0,0.0,0.07134246826171875,0.2524070739746094,500,True,0.33333587646484375,1.0
validation,1,92,93,isolated_rho,1,0.33333587646484375,0.33333587646484375,0.0,0.0030511291697621346,0.00015255645848810673,39.336669921875,0.01966833509504795,0.06904316693544388,0.6522079706192017,0.03606255725026131,124.03124237060547,6.201562404632568,1.0,0.0,0.0,6.5907816886901855,0.0,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.055126190185546875,0.0,0.08732986450195312,0.02530670166015625,0.5656289458274841,1.0,1.0,1.0,0.3352165222167969,0.5044059753417969,0.0,0.0,3887.6689453125,3927.005615234375,0.4164298474788666,0.20000076293945312,0.0,0.13673019409179688,0.434814453125,0.0,0.0,0.0,0.07134246826171875,0.2524070739746094,500,True,0.33333587646484375,1.0
validation,1,92,93,isolated_press,1,0.33333587646484375,0.33333587646484375,0.00011684036144288257,0.0,5.842018254043069e-06,39.436767578125,0.019718384370207787,0.18015046417713165,0.4842677414417267,0.03322090953588486,124.03124237060547,6.201562404632568,1.0,0.0,0.0,6.58784294128418,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.0,0.0,0.08455276489257812,0.004241943359375,0.03857421875,0.0,0.5656289458274841,1.0,1.0,1.0,0.33943939208984375,0.4981117248535156,0.0,0.0,3887.6689453125,3927.105712890625,0.4164298474788666,0.20000076293945312,0.0,0.13673019409179688,0.434814453125,0.0,0.0,0.0,0.07134246826171875,0.2524070739746094,500,True,0.33333587646484375,1.0
validation,1,92,93,isolated_vel1,1,0.33333587646484375,0.33333587646484375,0.0,0.0,0.0,39.35791015625,0.019678955897688866,0.06904316693544388,0.4842677414417267,0.02766554430127144,124.03124237060547,6.201562404632568,1.0,0.09065761417150497,0.7252609133720398,7.307503700256348,0.0,0.0,0.0,0.0,0.0,0.33333587646484375,0.0,0.0,0.055126190185546875,0.0,0.03857421875,0.0,0.5656289458274841,1.0,1.0,1.0,0.3352165222167969,0.4981117248535156,0.0,0.0,3887.6689453125,3927.02685546875,0.4164298474788666,0.20000076293945312,0.0,0.13673019409179688,0.434814453125,0.0,0.0,0.0,0.07134246826171875,0.2524070739746094,500,True,0.33333587646484375,1.0
validation,1,92,93,isolated_vel3,1,0.33333587646484375,0.33333587646484375,0.0,0.0,0.0,39.402099609375,0.019701050594449043,0.06904316693544388,0.4842677414417267,0.02766554430127144,124.03124237060547,6.201562404632568,1.0,0.09065761417150497,0.7252609133720398,7.307525634765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333587646484375,0.055126190185546875,0.0,0.03857421875,0.0,0.5656289458274841,1.0,1.0,1.0,0.3352165222167969,0.4981117248535156,0.0,0.0,3887.6689453125,3927.071044921875,0.4164298474788666,0.20000076293945312,0.0,0.13673019409179688,0.434814453125,0.0,0.0,0.0,0.07134246826171875,0.2524070739746094,500,True,0.33333587646484375,1.0
