split,batch,source_index,target_index,case,component,batch_size,epoch,finite,gradient_nonzero,gradient_norm,roi_ramp,weighted_value
train,3,14,15,zero_tensor,total,1,375,True,True,0.9983109831809998,1.0,629.74609375
train,3,14,15,deterministic_random,base,1,375,True,True,0.025271521881222725,1.0,38.635101318359375
train,3,14,15,deterministic_random,h1,1,375,True,True,3.794334888458252,1.0,3046.802490234375
train,3,14,15,deterministic_random,roi,1,375,True,True,0.0070729670114815235,1.0,8.47542667388916
train,3,14,15,deterministic_random,bounds,1,375,True,True,1.5635007002856582e-05,1.0,0.00032040997757576406
train,3,14,15,deterministic_random,envelope,1,375,True,True,0.0002457924420014024,1.0,0.07918594777584076
train,3,14,15,deterministic_random,dissipation,1,375,True,False,0.0,1.0,0.0
train,3,14,15,deterministic_random,total,1,375,True,True,3.8088314533233643,1.0,3093.9921875
train,3,14,15,isolated_Bcc1,base,1,375,True,True,0.002706338418647647,1.0,0.4000030755996704
train,3,14,15,isolated_Bcc1,h1,1,375,True,True,0.10001488775014877,1.0,6.201562404632568
train,3,14,15,isolated_Bcc1,roi,1,375,True,False,0.0,1.0,0.0
train,3,14,15,isolated_Bcc1,bounds,1,375,True,True,1.0754354917708042e-07,1.0,1.515926939532619e-08
train,3,14,15,isolated_Bcc1,envelope,1,375,True,True,0.0001796166761778295,1.0,0.04228608310222626
train,3,14,15,isolated_Bcc1,dissipation,1,375,True,True,0.0005000029923394322,1.0,0.031264528632164
train,3,14,15,isolated_Bcc1,total,1,375,True,True,0.1011979877948761,1.0,6.675115585327148
train,3,14,15,isolated_Bcc3,base,1,375,True,True,0.0027063381858170033,1.0,0.4000030755996704
train,3,14,15,isolated_Bcc3,h1,1,375,True,True,0.10001488775014877,1.0,6.201562404632568
train,3,14,15,isolated_Bcc3,roi,1,375,True,False,0.0,1.0,0.0
train,3,14,15,isolated_Bcc3,bounds,1,375,True,True,1.0754354917708042e-07,1.0,1.515926939532619e-08
train,3,14,15,isolated_Bcc3,envelope,1,375,True,True,0.0001796166761778295,1.0,0.04228608310222626
train,3,14,15,isolated_Bcc3,dissipation,1,375,True,True,0.0004999901866540313,1.0,0.03206701949238777
train,3,14,15,isolated_Bcc3,total,1,375,True,True,0.10119936615228653,1.0,6.675918102264404
train,3,14,15,isolated_rho,base,1,375,True,True,0.0022552809678018093,1.0,0.33333587646484375
train,3,14,15,isolated_rho,h1,1,375,True,True,0.10001488775014877,1.0,6.201562404632568
train,3,14,15,isolated_rho,roi,1,375,True,False,0.0,1.0,0.0
train,3,14,15,isolated_rho,bounds,1,375,True,True,1.350817456113873e-05,1.0,0.00023916696954984218
train,3,14,15,isolated_rho,envelope,1,375,True,True,0.00020756844605784863,1.0,0.05647147819399834
train,3,14,15,isolated_rho,dissipation,1,375,True,True,0.0005000022938475013,1.0,0.03143506124615669
train,3,14,15,isolated_rho,total,1,375,True,True,0.10104221105575562,1.0,6.623044013977051
train,3,14,15,isolated_press,base,1,375,True,True,0.0022552809678018093,1.0,0.33333587646484375
train,3,14,15,isolated_press,h1,1,375,True,True,0.10001488775014877,1.0,6.201562404632568
train,3,14,15,isolated_press,roi,1,375,True,False,0.0,1.0,0.0
train,3,14,15,isolated_press,bounds,1,375,True,True,1.2957455510331783e-05,1.0,0.00022006417566444725
train,3,14,15,isolated_press,envelope,1,375,True,True,0.0001941121299751103,1.0,0.049387235194444656
train,3,14,15,isolated_press,dissipation,1,375,True,True,0.000499995774589479,1.0,0.03143908828496933
train,3,14,15,isolated_press,total,1,375,True,True,0.10102272778749466,1.0,6.615945339202881
train,3,14,15,isolated_vel1,base,1,375,True,True,0.0022552809678018093,1.0,0.33333587646484375
train,3,14,15,isolated_vel1,h1,1,375,True,True,0.10001488775014877,1.0,6.201562404632568
train,3,14,15,isolated_vel1,roi,1,375,True,True,0.0070729744620621204,1.0,0.9350923299789429
train,3,14,15,isolated_vel1,bounds,1,375,True,True,1.0754354917708042e-07,1.0,1.515926939532619e-08
train,3,14,15,isolated_vel1,envelope,1,375,True,True,0.0001796166761778295,1.0,0.04228608310222626
train,3,14,15,isolated_vel1,dissipation,1,375,True,True,0.0004999989178031683,1.0,0.031446412205696106
