ood_score,snapshot,split,time
1.0674753761959266,49,train,490.00177706087743
1.0906675493517008,50,train,500.00064099873885
1.102210173832311,51,train,510.0013000647758
1.083970089116469,52,train,520.0001640026372
1.0723795459119976,53,train,530.0008230686742
1.116670973184863,54,train,540.0014821347112
1.1024409829199684,55,train,550.0003460725726
1.0842477775578405,56,train,560.0010051386096
1.0273148542018646,57,train,570.0016642046465
0.9808369798745732,58,train,580.000528142508
1.0226955685922483,59,train,590.0011872085449
1.116598356455043,60,train,600.0000511464063
1.1679142493771224,61,train,610.0007102124433
1.1480927536411776,62,train,620.0013692784803
1.1045706823959527,63,train,630.0002332163417
1.0177694060936509,64,train,640.0008922823787
0.9891027875418684,65,train,650.0015513484157
1.027889165875415,66,train,660.0004152862771
1.0825966385496175,67,train,670.001074352314
1.1105104517570583,68,train,680.001733418351
1.0937275350227027,69,train,690.0005973562124
1.0369583651169205,70,train,700.0012564222494
1.0411020323756701,71,train,710.0001203601108
1.0833031130306223,72,train,720.0007794261478
1.1225792328714417,73,train,730.0014384921848
1.1382286256622174,74,train,740.0003024300462
1.113574693922188,75,train,750.0009614960832
1.1140409390573809,76,train,760.0016205621201
1.153561714261942,77,train,770.0004844999816
1.1763724765145018,78,train,780.0011435660185
1.1977123732624162,79,train,790.0000075038799
1.223713811800638,80,train,800.0006665699169
1.2514873919938023,81,train,810.0013256359539
1.3067438765436852,82,train,820.0001895738153
1.3844857725902553,83,train,830.0008486398523
1.470963604621593,84,train,840.0015077058893
1.5483500006922706,85,train,850.0003716437507
1.7069175064190574,86,train,860.0010307097876
1.8508230205113632,87,train,870.0016897758246
2.0570723250917275,88,train,880.000553713686
3.3062035295311603,89,train,890.001212779723
6.200677511199344,90,train,900.0000767175844
10.042712595924412,91,train,910.0007357836214
13.566146289674652,92,train,920.0013948496584
16.235593728167657,93,train,930.0002587875198
13.515263514519608,94,train,940.0009178535568
12.43228329477431,95,train,950.0015769195937
11.697412029081095,96,train,960.0004408574551
10.998595170888906,97,train,970.0010999234921
11.125577376347614,98,train,980.0017589895291
11.56018921582977,99,train,990.0006229273905
12.10732487527646,100,train,1000.0012819934275
12.695368444155665,101,train,1010.0001459312889
13.316980002363671,102,train,1020.0008049973259
14.252756796853262,103,train,1030.001464063743
15.721440732333791,104,train,1040.0003280022377
17.620772093688156,105,train,1050.000987068908
19.744469689938292,106,train,1060.0016461355783
21.808449730597548,107,train,1070.000510074073
23.750305808334762,108,train,1080.0011691407433
26.203967675469794,109,train,1090.000033079238
29.014845129013114,110,train,1100.0006921459083
31.990651986594155,111,train,1110.0013512125786
35.48150036560716,112,train,1120.0002151510732
38.874106512485454,113,train,1130.0008742177436
42.20086181556314,114,train,1140.0015332844139
45.51495008456427,115,train,1150.0003972229085
48.99649869502035,116,train,1160.0010562895789
53.88661503594952,117,train,1170.0017153562492
60.96394477372466,118,train,1180.0005792947438
69.00070379145451,119,train,1190.0012383614142
77.75512440188673,120,train,1200.0001022999088
85.7130235239505,121,train,1210.0007613665791
93.2804928858321,122,train,1220.0014204332495
100.22256038310832,123,train,1230.000284371744
106.197754510232,124,train,1240.0009434384144
111.1436469486197,125,train,1250.0016025050847
115.36081504639604,126,train,1260.0004664435794
119.14240030120578,127,train,1270.0011255102497
122.19583122518439,128,train,1280.00178457692
124.48996105496238,129,train,1290.0006485154147
126.02881486188133,130,train,1300.001307582085
126.96950411295076,131,train,1310.0001715205797
127.24317037366991,132,train,1320.00083058725
127.01788649794906,133,train,1330.0014896539203
126.1709779430603,134,train,1340.000353592415
125.13464487296798,135,train,1350.0010126590853
123.51263002059567,136,train,1360.0016717257556
121.24551303531213,137,train,1370.0005356642503
118.80792709253717,138,train,1380.0011947309206
116.12714224344937,139,train,1390.0000586694152
113.31507882158652,140,train,1400.0007177360856
110.7564961987876,141,train,1410.0013768027559
108.35594146870693,142,train,1420.0002407412505
105.88636605582248,143,train,1430.0008998079209
103.11613810035293,144,train,1440.0015588745912
100.36734435067565,145,train,1450.0004228130858
97.78865421980397,146,train,1460.0010818797562
95.32067472123818,147,train,1470.0017409464265
93.25087258061451,148,train,1480.0006048849211
91.06573364297807,149,train,1490.0012639515915
88.94884909458487,150,train,1500.000127890086
86.96058155801174,151,train,1510.0007869567564
84.96782948900801,152,train,1520.0014460234268
83.33436526188375,153,train,1530.0003099619214
81.95137502085656,154,train,1540.0009690285917
80.63280072395003,155,train,1550.001628095262
79.74077445362295,156,train,1560.0004920337567
78.9249497279341,157,train,1570.001151100427
78.2959584445371,158,train,1580.0000150389217
77.9467985667765,159,train,1590.000674105592
77.82377426754286,160,train,1600.0013331722623
77.63836390528265,161,train,1610.000197110757
77.32354284921452,162,train,1620.0008561774273
77.23731475746837,163,train,1630.0015152440976
77.02146783272694,164,train,1640.0003791825923
76.59783361471793,165,train,1650.0010382492626
76.13030750913607,166,train,1660.001697315933
75.64945232797582,167,train,1670.0005612544276
74.96922659096859,168,train,1680.001220321098
74.15849140552841,169,validation,1690.0000842595925
73.4257274672351,170,validation,1700.0007433262629
72.70412445915399,171,validation,1710.0014023929332
72.01160256366522,172,validation,1720.0002663314278
71.46174050615822,173,validation,1730.0009253980982
70.99699833970729,174,validation,1740.0015844647685
70.74388087733979,175,validation,1750.0004484032631
70.43156946688244,176,validation,1760.0011074699335
70.1787976600725,177,validation,1770.0017665366038
69.78792282639212,178,validation,1780.0006304750984
69.62503919003761,179,validation,1790.0012895417688
69.45419207361122,180,validation,1800.0001534802634
69.42711962471242,181,validation,1810.0008125469337
69.60842855140355,182,validation,1820.001471613604
70.18021972755488,183,validation,1830.0003355520987
70.98528994000678,184,validation,1840.000994618769
72.2138081784936,185,validation,1850.0016536854394
73.70683191278474,186,validation,1860.000517623934
75.33902530235275,187,validation,1870.0011766906043
77.32821571950284,188,validation,1880.000040629099
79.16727333556793,189,validation,1890.0006996957693
81.03505548774125,190,validation,1900.0013587624396
82.9329791882915,191,validation,1910.0002227009343
84.56594812269138,192,validation,1920.0008817676046
85.81296754882901,193,validation,1930.001540834275
86.97807090602232,194,validation,1940.0004047727696
87.61993556829421,195,validation,1950.00106383944
87.36740680350476,196,validation,1960.0017229061102
86.63292259499524,197,validation,1970.0005868446049
85.16908472362537,198,validation,1980.0012459112752
83.28698235550671,199,validation,1990.0001098497698
80.6774385070693,200,validation,2000.0007689164402
78.53130234241517,201,validation,2010.0014279831105
76.98017207919979,202,validation,2020.0002919216051
74.89259189776013,203,validation,2030.0009509882755
73.03792330858538,204,validation,2040.0016100549458
71.87904111063062,205,validation,2050.00047399344
71.06189350093858,206,validation,2060.0011330601105
70.22442105092134,207,validation,2070.001792126781
69.27787010907933,208,validation,2080.0006560652755
68.4090774846198,209,validation,2090.001315131946
67.74564625655634,210,validation,2100.0001790704405
67.19981448292243,211,validation,2110.000838137111
