clip_fraction,cumulative_runtime_seconds,differential_gradient_norm_mean,differential_weight_norm,disco_gradient_norm_mean,disco_gradient_norm_min,disco_weight_norm,epoch,epoch_runtime_seconds,gpu_peak_allocated_mib,gpu_peak_reserved_mib,gradient_norm_after_clip_mean,gradient_norm_before_clip_max,gradient_norm_before_clip_mean,learning_rate,learning_rate_start,microbatches_completed,microbatches_this_epoch,nonfinite_count,optimizer_updates,optimizer_updates_this_epoch,spectral_gradient_norm_mean,spectral_weight_norm,train_loss_max,train_loss_mean,train_loss_median,train_loss_min
1.0,13918.604382197998,44.95752112070719,7.539633274078369,86.18198832443782,3.6540939807891846,17.433916091918945,45,309.80449499399947,1608.5966796875,1992.0,0.9999999545869374,2117.757080078125,161.8073124999092,0.0006000000000000001,0.000586984126984127,7560,168,0,1890,42,23.38622259242194,35.98186492919922,1595.11572265625,29.28011955351879,4.4221413135528564,0.10236935317516327
1.0,14229.060938171997,50.24433876361166,7.578798770904541,96.27379947475025,0.6014772057533264,17.41961669921875,46,310.45655597399855,1608.5966796875,1992.0,0.999999938976197,2381.86669921875,185.14661943912506,0.0006133333333333334,0.0006003174603174603,7728,168,0,1932,42,26.67653860861347,35.03750228881836,1536.99560546875,29.40618133917451,4.608202934265137,0.08630675077438354
1.0,14540.574206245998,51.94794191065289,7.610315322875977,99.09709137110482,1.9990144968032837,17.40620994567871,47,311.51326807400073,1608.5966796875,1992.0,0.9999999503294627,2361.51123046875,188.37238970256988,0.0006266666666666666,0.0006136507936507937,7896,168,0,1974,42,26.86973840282077,34.153717041015625,1653.148193359375,29.977994341447594,4.462729215621948,0.08760899305343628
1.0,14851.371299689998,51.243600030740105,7.661018371582031,95.47182851178306,3.320441722869873,17.392791748046875,48,310.797093444,1608.5966796875,1992.0,0.9999999446528298,2348.874755859375,179.37659456616356,0.00064,0.000626984126984127,8064,168,0,2016,42,26.80647318419956,33.45957946777344,1516.47998046875,28.93355897578987,4.552856922149658,0.10109446942806244
1.0,15162.172587699997,46.80902143035616,7.689436435699463,93.25914820744877,0.8982674479484558,17.375486373901367,49,310.80128800999955,1608.5966796875,1992.0,0.9999999290420896,2587.75390625,176.35138145514898,0.0006533333333333332,0.0006403174603174603,8232,168,0,2058,42,24.8117768182641,32.855323791503906,1655.366455078125,29.39645370401974,4.535131931304932,0.08295924961566925
1.0,15473.507887513,45.89414723998024,7.717136859893799,85.15869748024713,2.646531105041504,17.362836837768555,50,311.3352998130031,1608.5966796875,1992.0,0.9999999503294627,2969.03466796875,163.400586048762,0.0006666666666666666,0.0006536507936507937,8400,168,0,2100,42,23.774310371705464,32.38518524169922,1690.33837890625,28.691084262161027,4.36725115776062,0.0800812691450119
1.0,15784.955864811998,45.64926689295542,7.752915859222412,84.7406707945324,2.181974411010742,17.35015106201172,51,311.447977298998,1608.5966796875,1992.0,0.9999999432336717,2282.7158203125,164.41076073192414,0.0006799999999999999,0.000666984126984127,8568,168,0,2142,42,23.908721617289952,31.84507942199707,1457.2562255859375,27.568015334329434,4.494359970092773,0.08804585039615631
1.0,16092.340357490999,51.93960325207029,7.7930216789245605,93.8096699090231,3.191298007965088,17.337875366210938,52,307.3844926790007,1608.5966796875,1992.0,0.9999999474911463,2397.845458984375,178.9476189045679,0.0006933333333333333,0.0006803174603174604,8736,168,0,2184,42,25.738605397088186,31.324493408203125,1496.359375,27.94954154418693,4.5292980670928955,0.08035829663276672
1.0,16398.975876746998,60.53570657542774,7.824051380157471,104.87652861788159,1.3833948373794556,17.324575424194336,53,306.6355192560004,1608.5966796875,1992.0,0.999999946071988,2719.25048828125,198.6368861311958,0.0007066666666666666,0.0006936507936507937,8904,168,0,2226,42,28.108014553785324,30.724349975585938,1585.02978515625,29.433288722165994,4.618056297302246,0.0835215374827385
1.0,16705.369667224997,50.43529672423998,7.8678812980651855,88.85267345394406,1.5416909456253052,17.309751510620117,54,306.3937904779996,1608.5966796875,1992.0,0.9999999489103045,2027.5745849609375,164.8579390105747,0.00072,0.0007069841269841269,9072,168,0,2268,42,24.776752078817005,30.27728271484375,1454.924072265625,27.71743101373847,4.591440916061401,0.0631902664899826
1.0,17011.751149219,46.98186289270719,7.901487350463867,87.06139345396133,1.9715574979782104,17.293872833251953,55,306.38148199400166,1608.5966796875,1992.0,0.9999999403953552,2281.66259765625,162.37360986073813,0.0007333333333333333,0.0007203174603174603,9240,168,0,2310,42,24.405149675550916,29.975547790527344,1371.3511962890625,27.025228416680225,4.6112449169158936,0.08693253993988037
1.0,17318.226112291,49.89267791594778,7.941933631896973,88.43535725559506,1.095176100730896,17.286102294921875,56,306.4749630719998,1608.5966796875,1992.0,0.9999999304612478,2565.7119140625,163.6938254208792,0.0007466666666666666,0.0007336507936507936,9408,168,0,2352,42,23.84075979391734,29.62229347229004,1411.885986328125,26.330356835786784,4.265307664871216,0.07647550851106644
1.0,17624.645961936,56.514003884224664,7.972589492797852,104.01965089071365,2.621187686920166,17.269790649414062,57,306.4198496450008,1608.5966796875,1992.0,0.9999999673593611,2248.95703125,196.68523737362452,0.00076,0.000746984126984127,9576,168,0,2394,42,28.85085426909583,29.270631790161133,1145.369140625,25.891432962779486,4.619882106781006,0.10158563405275345
1.0,17931.049421197,48.268674122435705,8.006071090698242,105.73084092707862,2.603515386581421,17.256839752197266,58,306.40345926100053,1608.5966796875,1992.0,0.9999999347187224,3439.4609375,193.2133587314969,0.0007733333333333333,0.0007603174603174603,9744,168,0,2436,42,28.988715970800037,29.00624656677246,1551.279541015625,27.0465185860438,4.433372497558594,0.06971028447151184
1.0,18237.455629936,52.94775669915335,8.040755271911621,103.14489884035928,3.9295828342437744,17.242761611938477,59,306.40620873900116,1608.5966796875,1992.0,0.999999958844412,2645.3779296875,197.85880412374223,0.0007866666666666667,0.0007736507936507936,9912,168,0,2478,42,28.16369521901721,28.687236785888672,1258.61279296875,25.559315004386008,4.31417989730835,0.09949763119220734
1.0,18543.866688927003,50.32661460410981,8.06497859954834,94.92835349412192,1.6938692331314087,17.228923797607422,60,306.4110589910015,1608.5966796875,1992.0,0.9999999602635702,3117.240234375,174.94047625291915,0.0008,0.000786984126984127,10080,168,0,2520,42,26.688091354710714,28.451780319213867,1445.6021728515625,26.09381876482318,4.446739912033081,0.07977312058210373
1.0,18851.18568691,49.33342468454724,8.11825180053711,88.28560380708603,2.0259315967559814,17.215621948242188,61,307.31899798299855,1608.5966796875,1992.0,0.9999999531677791,2301.088623046875,164.6642228989374,0.0008133333333333333,0.0008003174603174603,10248,168,0,2562,42,24.497857579163142,28.33694839477539,1206.65673828125,24.212837794973026,4.326670169830322,0.09870469570159912
1.0,19161.93812631,47.733818653083986,8.156381607055664,88.85281397615161,2.1554460525512695,17.20119857788086,62,310.7524393999993,1608.5966796875,1992.0,0.9999999503294627,2309.527099609375,162.22967914172582,0.0008266666666666667,0.0008136507936507937,10416,168,0,2604,42,25.392148571355,27.984928131103516,1161.315185546875,24.42025872683596,4.259545087814331,0.06972833722829819
1.0,19472.585166334,52.90690257577669,8.179606437683105,103.05654092062088,2.162827491760254,17.18730926513672,63,310.6470400239996,1608.5966796875,1992.0,0.999999946071988,3031.36474609375,187.41866015252612,0.0008399999999999999,0.000826984126984127,10584,168,0,2646,42,28.77855794202714,27.79620933532715,1470.147216796875,26.31659386204999,4.1632466316223145,0.09348428249359131
1.0,19783.149407486002,46.598547616175246,8.22259521484375,96.73975584620521,3.398308753967285,17.169343948364258,64,310.56424115200207,1608.5966796875,1992.0,0.9999999616827283,2889.443115234375,174.77217668578737,0.0008533333333333334,0.0008403174603174604,10752,168,0,2688,42,27.739308411166782,27.55938148498535,1399.909423828125,25.574833706863934,4.630475997924805,0.09647353738546371
1.0,20093.685953239,49.7157646446001,8.255765914916992,89.97846343971435,2.909153938293457,17.152244567871094,65,310.5365457529988,1608.5966796875,1992.0,0.999999946071988,3004.429443359375,169.10710618609474,0.0008666666666666666,0.0008536507936507937,10920,168,0,2730,42,25.24483627364749,27.44804573059082,1334.90771484375,24.13985737444212,4.462846755981445,0.09113887697458267
1.0,20404.106762618,60.239138906910306,8.300969123840332,106.95307624907721,2.7590928077697754,17.138771057128906,66,310.4208093790003,1608.5966796875,1992.0,0.9999999446528298,2759.232421875,198.89941904658363,0.00088,0.000866984126984127,11088,168,0,2772,42,28.825555577164604,27.059165954589844,1164.1995849609375,25.513633248440566,4.450690031051636,0.10682249814271927
1.0,20714.016627171,51.59545261519296,8.333443641662598,87.94404161544074,4.498703479766846,17.11918830871582,67,309.90986455299935,1608.5966796875,1992.0,0.9999999574252537,2555.7099609375,164.46085017068046,0.0008933333333333333,0.0008803174603174604,11256,168,0,2814,42,24.037013340564002,27.0983829498291,1222.6383056640625,24.02070919202552,4.449901819229126,0.07907743006944656
1.0,21022.995164291002,46.548029121898466,8.355134010314941,72.72977840332757,2.0206024646759033,17.104021072387695,68,308.9785371200014,1608.5966796875,1992.0,0.9999999276229313,1040.359375,146.37720640500388,0.0009066666666666666,0.0008936507936507936,11424,168,0,2856,42,20.749823522000085,26.754776000976562,835.7750854492188,22.142334386706352,4.244282484054565,0.09187804162502289
1.0,21332.59944506,54.05537186846847,8.400551795959473,102.428453036717,2.235309362411499,17.092435836791992,69,309.60428076899916,1608.5966796875,1992.0,0.9999999318804059,2717.888916015625,186.28642206532615,0.00092,0.0009069841269841271,11592,168,0,2898,42,28.122409675802505,26.644851684570312,1275.23291015625,25.206932306555764,3.7903237342834473,0.08450877666473389
1.0,21640.091007270003,50.300788067636034,8.418312072753906,97.26436177321843,1.2474699020385742,17.07309341430664,70,307.4915622100016,1608.5966796875,1992.0,0.9999999474911463,2233.4375,178.69915761266435,0.0009333333333333333,0.0009203174603174603,11760,168,0,2940,42,27.33899460803895,26.592363357543945,997.1593017578125,23.2155239166071,4.144959211349487,0.07415354251861572
1.0,21948.819907341003,50.447286546230316,8.456318855285645,96.27960962624778,1.2672890424728394,17.058181762695312,71,308.7289000710007,1608.5966796875,1992.0,0.9999999361378806,2526.22998046875,179.5884735754558,0.0009466666666666667,0.0009336507936507937,11928,168,0,2982,42,27.566624664124987,26.35902976989746,1064.8187255859375,23.694995057857817,4.304118394851685,0.08864854276180267
1.0,22257.541870292003,48.1337276384944,8.496119499206543,99.87731724693661,2.231184482574463,17.047334671020508,72,308.721962951,1608.5966796875,1992.0,0.999999946071988,3080.018310546875,173.35311012041,0.00096,0.000946984126984127,12096,168,0,3024,42,27.486026742628642,26.236364364624023,1136.23388671875,23.599721462687565,4.21790623664856,0.08198240399360657
1.0,22566.646635013003,52.7987089242254,8.530112266540527,88.84505748464947,1.3231834173202515,17.028987884521484,73,309.1047647209998,1608.5966796875,1992.0,0.9999999531677791,1952.1529541015625,166.07861610253653,0.0009733333333333334,0.0009603174603174603,12264,168,0,3066,42,24.827371980462754,25.970645904541016,916.4456176757812,22.21250277717731,4.333084583282471,0.09120598435401917
1.0,22873.307840968002,43.12272464093708,8.600194931030273,73.05367757025219,1.8538563251495361,17.014680862426758,74,306.6612059549989,1608.5966796875,1992.0,0.9999999474911463,1650.9710693359375,140.87150860968092,0.0009866666666666667,0.0009736507936507937,12432,168,0,3108,42,21.063363313674927,25.83429527282715,793.1935424804688,21.796156609475258,4.388515472412109,0.06870110332965851
1.0,23180.637739481,47.09538208586829,8.626996040344238,75.83161769026802,1.9483890533447266,16.998319625854492,75,307.3298985129986,1608.5966796875,1992.0,0.9999999517486209,1896.0250244140625,144.504357224419,0.001,0.000986984126984127,12600,168,0,3150,42,22.013787600256148,25.74063491821289,988.714111328125,22.19623432525744,4.276538848876953,0.06553066521883011
1.0,23487.836393822003,49.5997799379485,8.664416313171387,98.3477911665326,3.3901524543762207,16.981130599975586,76,307.1986543410021,1608.5966796875,1992.0,0.9999999375570388,2753.0947265625,177.08966702506655,0.0009999980523993305,0.0009999999988959173,12768,168,0,3192,42,28.998275805087317,25.606674194335938,1148.190185546875,22.921220638079657,4.437755823135376,0.07084110379219055
1.0,23795.138187646,52.01832778964724,8.691332817077637,100.02122713270641,2.405156373977661,16.962081909179688,77,307.3017938239973,1608.5966796875,1992.0,0.9999999517486209,3077.353271484375,176.9407211485363,0.0009999922096125098,0.0009999979585524235,12936,168,0,3234,42,28.519167743978045,25.49896240234375,1174.662841796875,22.719010083714412,3.8991998434066772,0.06799427419900894
1.0,24102.324075552,48.1364501728898,8.707243919372559,90.29055043629238,1.316664695739746,16.948654174804688,78,307.18588790599824,1608.5966796875,1992.0,0.9999999446528298,2507.630126953125,162.97741366000403,0.000999982471685101,0.00099999202302351,13104,168,0,3276,42,25.96853759175255,25.343385696411133,984.935546875,21.55426666450997,4.217358112335205,0.06846663355827332
1.0,24409.489519662,37.57816000637554,8.728859901428223,66.93569636061078,1.2894339561462402,16.92845344543457,79,307.16544410999995,1608.5966796875,1992.0,0.9999999233654567,1302.5311279296875,120.0414256084533,0.0009999688386930427,0.000999982192355464,13272,168,0,3318,42,19.40263035183861,25.273784637451172,740.26025390625,19.50350021300394,3.7052851915359497,0.07338996976613998
1.0,24716.965380472,46.553106632970625,8.767217636108398,86.6391537416549,2.738368511199951,16.918292999267578,80,307.4758608100019,1608.5966796875,1992.0,0.9999999503294627,2118.019775390625,160.76657924197968,0.0009999513107426476,0.0009999684666249463,13440,168,0,3360,42,25.234885488237655,25.1375675201416,906.3565673828125,20.923095658554562,3.8232104778289795,0.08351744711399078
1.0,25024.067120494,46.653307877126196,8.795269966125488,85.15106050173442,1.2327178716659546,16.896703720092773,81,307.10174002200074,1608.5966796875,1992.0,0.9999999219462985,2858.535888671875,150.53031010854812,0.0009999298879706019,0.0009999508459389934,13608,168,0,3402,42,24.558155539489928,25.069820404052734,985.9759521484375,21.183462892126823,3.6219160556793213,0.07544159889221191
1.0,25331.268796862,46.556182983375734,8.807820320129395,76.48861572855995,1.3150532245635986,16.886966705322266,82,307.20167636800034,1608.5966796875,1992.0,0.9999999290420896,2212.9384765625,140.41057389690764,0.000999904570543965,0.0009999293304350147,13776,168,0,3444,42,22.94691503899438,24.867746353149414,954.8016357421875,21.132795518485917,3.730507493019104,0.07073493301868439
1.0,25638.446643281,38.56513803203901,8.832808494567871,67.43331303482964,2.0804290771484375,16.871288299560547,83,307.17784641899925,1608.5966796875,1992.0,0.999999924784615,1345.2374267578125,126.47140323548089,0.000999875358660167,0.0009999039202807922,13944,168,0,3486,42,20.07090932840393,25.060466766357422,666.7406616210938,19.15704840004799,3.583856463432312,0.060006044805049896
1.0,25945.617328654,48.84904652266275,8.885406494140625,84.82217590581803,2.3160088062286377,16.862287521362305,84,307.1706853729993,1608.5966796875,1992.0,0.9999999531677791,2680.886962890625,153.4844581740243,0.0009998422525470084,0.00099987461567448,14112,168,0,3528,42,25.369990533306485,24.845617294311523,1020.7247314453125,21.39094316520329,3.8303967714309692,0.09207997471094131
1.0,26252.835219512,46.37937714514278,8.886149406433105,77.63225961015338,1.2226465940475464,16.842700958251953,85,307.217890857999,1608.5966796875,1992.0,0.9999999560060955,1740.755126953125,145.15004954451607,0.000999805252462657,0.0009998414168446007,14280,168,0,3570,42,22.260808311757586,24.830013275146484,672.631591796875,19.19833340353909,3.6094231605529785,0.08276750147342682
1.0,26560.047258274,59.56777236575172,8.92429256439209,94.98086797055744,2.4607303142547607,16.835573196411133,86,307.2120387620016,1608.5966796875,1992.0,0.9999999403953552,2091.877197265625,173.81186498914445,0.000999764358695647,0.0009998043240500459,14448,168,0,3612,42,26.327828234150296,24.56837272644043,825.129150390625,21.580836509310064,3.8407901525497437,0.06422050297260284
1.0,26867.192419018,38.956915213238624,8.95586109161377,77.23746950427692,0.7497757077217102,16.818552017211914,87,307.14516074399944,1608.5966796875,1992.0,0.9999999120121911,1542.1595458984375,136.29957713115783,0.0009997195715648764,0.0009997633375800725,14616,168,0,3654,42,22.26209835140478,24.557518005371094,543.6629638671875,18.502733890854177,3.5428853034973145,0.0784568339586258
1.0,27174.496417823997,43.20843550137111,8.978182792663574,87.27612357480186,2.2749531269073486,16.80432891845703,88,307.30399880599725,1608.5966796875,1992.0,0.9999999418145135,2324.798583984375,150.15711816151938,0.000999670891419604,0.000999718457754301,14784,168,0,3696,42,26.872000338066194,24.46780776977539,739.6922607421875,19.48207971888284,3.542253613471985,0.07713429629802704
1.0,27481.623944704996,47.291804736568814,9.006268501281738,84.52929378123511,1.58119797706604,16.79083824157715,89,307.12752688099863,1608.5966796875,1992.0,0.9999999432336717,1954.802001953125,155.93603860764276,0.0009996183186394474,0.0009996696849227135,14952,168,0,3738,42,24.772437131121045,24.47551155090332,651.3939208984375,19.33743672259152,3.6180052757263184,0.057058900594711304
1.0,27788.956219632997,45.743759195009865,9.016231536865234,88.18665645519893,1.0090689659118652,16.77530288696289,90,307.3322749280014,1608.5966796875,1992.0,0.9999999148505074,2348.38720703125,155.98605015731994,0.0009995618536343797,0.0009996170194656504,15120,168,0,3780,42,27.424715233700617,24.544750213623047,898.3215942382812,20.41425856717286,3.5011037588119507,0.07123027741909027
1.0,28094.786594953996,45.98996393098717,9.058194160461426,73.13765092406955,1.2008260488510132,16.76009750366211,91,305.8303753209984,1608.5966796875,1992.0,0.9999999120121911,1961.9783935546875,137.81881099655516,0.0009995014968447265,0.0009995604617938074,15288,168,0,3822,42,21.60936078429222,24.307680130004883,623.215576171875,19.242517123575368,3.6344525814056396,0.07044282555580139
1.0,28401.586171370993,51.61224029319627,9.076791763305664,94.33331313019707,2.713212728500366,16.74901580810547,92,306.7995764169973,1608.5966796875,1992.0,0.9999999631018865,2091.43798828125,161.62215925398328,0.000999437248741162,0.0009995000123482329,15456,168,0,3864,42,26.53662550733203,24.14043617248535,861.1453247070312,20.926686214017018,3.5224313735961914,0.07809499651193619
1.0,28708.861733568992,50.373614889880024,9.104668617248535,91.11050818221909,0.5857680439949036,16.731950759887695,93,307.27556219799953,1608.5966796875,1992.0,0.9999999318804059,2797.8671875,167.22796236617225,0.0009993691098247057,0.0009994356716003232,15624,168,0,3906,42,26.154664350407465,24.08114242553711,1046.473388671875,21.06165866633611,3.6299877166748047,0.06581880152225494
1.0,29015.63897182199,42.2276888801938,9.133429527282715,94.34848850681668,1.253385305404663,16.719284057617188,94,306.77723825299836,1608.5966796875,1992.0,0.9999999361378806,3499.45361328125,165.7876110190437,0.000999297080626719,0.0009993674400518209,15792,168,0,3948,42,27.31538808061963,24.255943298339844,915.5980224609375,19.26263365176107,3.6729211807250977,0.08010917901992798
1.0,29320.15111169299,45.44712534404936,9.134072303771973,78.37650678839002,2.468655586242676,16.706130981445312,95,304.5121398709998,1608.5966796875,1992.0,0.999999938976197,2123.768798828125,143.8792624700637,0.0009992211617088995,0.000999295318234809,15960,168,0,3990,42,22.43024737778164,24.079345703125,713.15283203125,18.48785615588228,3.4790221452713013,0.06714514642953873
1.0,29627.02254160899,56.6798363398938,9.162983894348145,98.10661768913269,1.334129810333252,16.692012786865234,96,306.8714299159983,1608.5966796875,1992.0,0.9999999574252537,2343.6806640625,176.4796627305803,0.0009991413536632786,0.0009992193067117083,16128,168,0,4032,42,27.8609819767021,23.894046783447266,918.4921875,20.354209732175583,3.845816135406494,0.07689062505960464
1.0,29933.65211385199,49.79691009507293,9.204026222229004,83.06341314031964,1.079133152961731,16.67871856689453,97,306.62957224300044,1608.5966796875,1992.0,0.9999999233654567,2216.779296875,155.43111283154715,0.0009990576571122154,0.0009991394060752715,16296,168,0,4074,42,24.480009667930148,23.937959671020508,791.3634033203125,19.00573146764544,3.465557098388672,0.07422639429569244
1.0,30240.17777081299,58.41115136941274,9.211139678955078,85.01933337109429,1.9378377199172974,16.665485382080078,98,306.5256569609992,1608.5966796875,1992.0,0.9999999304612478,1596.943115234375,155.06732757318588,0.000998970072708392,0.0009990556169485801,16464,168,0,4116,42,22.75546146290643,23.769777297973633,695.2815551757812,20.327527627881086,3.6083168983459473,0.06864356994628906
1.0,30546.83373542499,37.66380240094094,9.242290496826172,63.041876164220625,0.96702641248703,16.65300941467285,99,306.6559646120004,1608.5966796875,1992.0,0.9999999233654567,1170.13427734375,115.41506788844154,0.00099887860113481,0.0009989679399850383,16632,168,0,4158,42,19.207127894674027,23.905841827392578,523.0396118164062,17.47189667129091,3.61012864112854,0.07336495816707611
1.0,30852.94431367799,43.76400420637358,9.267557144165039,75.19068795868328,0.9894145131111145,16.637285232543945,100,306.1105782529994,1608.5966796875,1992.0,0.9999999332995642,1849.1815185546875,132.8733000414712,0.0009987832431047822,0.000998876375868369,16800,168,0,4200,42,22.061025413728895,23.846832275390625,531.0601806640625,17.692183513149974,3.44213604927063,0.07254569232463837
1.0,31159.53609720199,44.444930488155,9.290387153625488,81.74443623565492,2.4167346954345703,16.62485694885254,101,306.5917835240034,1608.5966796875,1992.0,0.9999999304612478,2121.55859375,144.6423509234474,0.0009986839993619302,0.0009987809253126072,16968,168,0,4242,42,24.511921601636068,23.6024227142334,733.988037109375,18.59134475791472,3.6042176485061646,0.055677417665719986
1.0,31465.28026909099,45.09577577738535,9.301992416381836,64.95697231235958,1.276187777519226,16.61337661743164,102,305.7441718889968,1608.5966796875,1992.0,0.999999938976197,824.6378173828125,125.01173812434787,0.0009985808706801766,0.000998681589062096,17136,168,0,4284,42,17.78260893906866,23.565736770629883,450.8760070800781,17.30472708054419,3.4536675214767456,0.06532851606607437
1.0,31771.84091087099,43.30660368573098,9.32967758178711,76.71115882623764,1.0782215595245361,16.601131439208984,103,306.5606417800009,1608.5966796875,1992.0,0.9999999233654567,1917.8472900390625,135.35596980367387,0.0009984738578637396,0.000998578367891479,17304,168,0,4326,42,22.799818474622,23.561006546020508,580.2567138671875,17.445286538895395,3.3644254207611084,0.0728432834148407
1.0,32077.91034608199,64.02347941058022,9.366425514221191,121.091474765823,1.299163818359375,16.584583282470703,104,306.0694352110004,1608.5966796875,1992.0,0.9999999233654567,3706.5107421875,212.13712639468056,0.0009983629617471264,0.0009984712626056956,17472,168,0,4368,42,33.5261117659864,23.328067779541016,972.8624267578125,21.047773317034757,3.3620482683181763,0.06671500205993652
1.0,32383.387449626993,41.416751376220155,9.379088401794434,65.95773377588817,1.6593066453933716,16.576208114624023,105,305.47710354500305,1608.5966796875,1992.0,0.999999938976197,1369.990234375,121.6147913194838,0.0009982481831951274,0.0009983602740399745,17640,168,0,4410,42,19.97293799547922,23.322582244873047,521.258544921875,17.443822465947875,3.4632785320281982,0.05608301982283592
1.0,32686.430131516994,46.398583163817726,9.415725708007812,76.38569069476355,2.071882963180542,16.56048011779785,106,303.0426818900014,1608.5966796875,1992.0,0.9999999332995642,1196.0003662109375,147.72110363415308,0.0009981295231028088,0.000998245403059827,17808,168,0,4452,42,20.478974802153452,23.19814109802246,456.94586181640625,17.712893349739414,3.464983105659485,0.07876747101545334
1.0,32992.845466358995,42.23711293935776,9.428351402282715,73.87745393741699,1.8723706007003784,16.542068481445312,107,306.41533484200045,1608.5966796875,1992.0,0.9999999304612478,1572.2696533203125,132.00649766694931,0.0009980069823955057,0.00099812665056104,17976,168,0,4494,42,20.504538846867426,23.398813247680664,468.8524169921875,16.558502861254272,3.3033286333084106,0.07300825417041779
1.0,33298.34028004499,51.43803557043984,9.456266403198242,100.46991713274093,2.130140781402588,16.533458709716797,108,305.49481368599663,1608.5966796875,1992.0,0.9999999403953552,3394.728759765625,173.63260253270468,0.0009978805620288154,0.000998004017469669,18144,168,0,4536,42,29.469455256348564,23.284446716308594,775.782470703125,18.897040281843925,3.6395263671875,0.06801297515630722
1.0,33604.301518809996,44.91347612937292,9.469858169555664,80.53908259528023,2.9728188514709473,16.519420623779297,109,305.96123876500496,1608.5966796875,1992.0,0.9999999489103045,2571.1455078125,147.23258262588865,0.000997750262988589,0.000997877504742032,18312,168,0,4578,42,23.17509598107565,23.3538761138916,670.8048706054688,17.340256034263543,3.3101987838745117,0.07396264374256134
1.0,33908.690091838995,45.077295624784064,9.48989200592041,79.93000495149975,0.7163742780685425,16.506437301635742,110,304.3885730289985,1608.5966796875,1992.0,0.9999998992397672,2779.712646484375,142.46554247538248,0.0009976160862909247,0.0009977471133647,18480,168,0,4620,42,23.128011623308772,23.380884170532227,752.5253295898438,17.67530602979518,3.455599784851074,0.07268306612968445
1.0,34214.418780449996,40.80119738408497,9.51911449432373,66.81079343954723,2.9675121307373047,16.49161148071289,111,305.7286886110014,1608.5966796875,1992.0,0.9999999432336717,1108.8734130859375,121.40418648719788,0.0009974780329821595,0.0009976128443544916,18648,168,0,4662,42,18.914785592328933,23.208829879760742,484.29425048828125,16.86563645662474,3.5195181369781494,0.07202625274658203
1.0,34516.403586873996,40.340923962138945,9.537785530090332,69.62002947216942,2.6279680728912354,16.481733322143555,112,301.98480642399954,1608.5966796875,1992.0,0.9999999290420896,1780.7252197265625,125.8428141162509,0.0009973361041388607,0.0009974746987584636,18816,168,0,4704,42,20.43159046911058,23.33312225341797,495.610107421875,16.368920066371736,3.3803741931915283,0.05987708643078804
1.0,34819.148689213995,34.31236569512458,9.53659725189209,58.826804152556825,1.2554458379745483,16.47340965270996,113,302.745102339999,1608.5966796875,1992.0,0.9999999332995642,1581.979736328125,108.96003819079627,0.0009971903008678179,0.000997332677653903,18984,168,0,4746,42,17.21745404601097,23.38335609436035,441.78125,15.355841773251692,3.283470392227173,0.06196398288011551
1.0,35121.22563980399,47.68327849535715,9.533491134643555,78.11132757152829,1.0121456384658813,16.461854934692383,114,302.07695058999525,1608.5966796875,1992.0,0.9999999105930328,1932.692626953125,139.47796395846777,0.0009970406243060344,0.000997186782148319,19152,168,0,4788,42,21.583578050136566,23.138669967651367,443.3666076660156,16.12815031129867,3.3778579235076904,0.06348332017660141
1.0,35422.832699126986,48.169377118349075,9.563989639282227,82.54683002687636,1.3141859769821167,16.44553565979004,115,301.60705932299607,1608.5966796875,1992.0,0.9999999347187224,2198.921875,146.8754833198729,0.000996887075620718,0.0009970370133794335,19320,168,0,4830,42,23.94681903719902,23.1713924407959,580.1199951171875,17.39379317530741,3.3359551429748535,0.0751994326710701
1.0,35724.66081134299,37.89928213826248,9.58929443359375,64.59234668527331,0.5893683433532715,16.431352615356445,116,301.82811221600423,1608.5966796875,1992.0,0.9999999091738746,1011.1725463867188,114.68176690737407,0.000996729656009272,0.0009968833725151741,19488,168,0,4872,42,19.412934174849873,23.15789031982422,379.0059509277344,16.081949045105528,3.2510820627212524,0.05603115260601044
1.0,36026.311554778986,41.852760649862745,9.596306800842285,71.59740663142432,2.3757569789886475,16.415681838989258,117,301.65074343599554,1608.5966796875,1992.0,0.9999999332995642,1766.439453125,128.1316902864547,0.0009965683666992868,0.000996725860753663,19656,168,0,4914,42,21.310861039729346,23.27399444580078,442.32745361328125,16.17461665134345,3.267936587333679,0.06194358319044113
1.0,36327.51904284699,39.28280888710703,9.600502014160156,61.17134651399794,1.0458961725234985,16.404949188232422,118,301.2074880680011,1608.5966796875,1992.0,0.9999999304612478,1126.6259765625,113.9283927849361,0.0009964032089485283,0.0009965644793232084,19824,168,0,4956,42,18.09875367794718,23.024242401123047,381.55023193359375,15.00022903523807,3.325870990753174,0.06524549424648285
1.0,36634.478005736986,40.86568012691679,9.622901916503906,60.87892937660217,2.2564609050750732,16.393062591552734,119,306.9589628899994,1608.5966796875,1992.0,0.9999999205271403,1271.6885986328125,109.07061371349153,0.0009962341840449298,0.0009963992294822952,19992,168,0,4998,42,16.905119385038102,23.16649627685547,322.399169921875,14.686441629947652,3.222294807434082,0.05497140437364578
1.0,36940.988984599986,41.86368927785328,9.652702331542969,63.97162082081749,2.0573601722717285,16.382753372192383,120,306.51097886299976,1608.5966796875,1992.0,0.9999999304612478,1685.3570556640625,118.59101416951134,0.0009960612933065818,0.0009962301125195747,20160,168,0,5040,42,17.347515307721636,22.948843002319336,392.4975891113281,15.737296999476495,3.246212601661682,0.06324121356010437
