channel,epoch,optimizer_updates,persistence_ratio,persistence_relative_l2,physical_relative_l2,radial_skill,residual_cosine,residual_relative_l2,shell_skill,state_relative_l2
vel2,300,12600,1.0106683326662367,0.7525195952519917,0.7859221563151582,-1.96439546469968,0.5542873766703748,1.0106683327069836,-2.9855059270720425,0.7605477246320018
vel3,300,12600,1.0642613037920905,0.1413763843103537,0.14590507920824788,-0.16606548497141893,0.3607877798714591,1.0642613040209357,-0.1664070834283572,0.15046141509154867
Bcc1,600,25200,0.7369246863030628,0.323328573506534,0.6292880218792772,-20.632819826005736,0.6930502095939729,0.7369246863911253,-40.30204596308795,0.23826880760411936
Bcc2,600,25200,0.8491050069046361,0.5612767165103862,12.410442099676377,-1.1572692788369578,0.6381078389119649,0.8491050068837627,-37.55705855969167,0.476582870247963
Bcc3,600,25200,0.6194338538082407,0.30795050740141605,9.106236280032851,-0.16568804615319488,0.8049853699419046,0.6194338538079608,-4.914846072779923,0.1907549695818623
rho,600,25200,1.0158128859699214,0.15490373767862164,22043.9018544353,-230.62115623159895,0.25943313323135925,1.0158128853555184,-236153.84669172834,0.15735321281884831
press,600,25200,1.0173158495246384,0.14467580377795203,9062458394223.365,-1950.3989349595222,0.2497663823885746,1.0173158495554662,-15200168.758560654,0.14718098822602715
vel1,600,25200,1.0478025811120724,0.09622849176929547,0.07604470426197892,-0.6696876742721848,0.1245846166609951,1.0478025822443773,-3.815008061761676,0.10082846205238961
vel2,600,25200,0.9059917485033387,0.7525195952519917,0.7598542367910471,-1.9307259434398205,0.57144250208243,0.9059917485818885,-1.7954975946540466,0.6817765438853768
vel3,600,25200,1.088171568047526,0.1413763843103537,0.14918306099962886,-0.40506805693996706,0.3721170084773189,1.0881715679785378,-0.6474047777474966,0.15384176179988723
Bcc1,900,37800,0.7335187608808172,0.323328573506534,0.6374394322990806,-35.8461277314211,0.6995460330921016,0.7335187609280888,-40.78700083869686,0.23716757459587504
Bcc2,900,37800,0.8463156198747765,0.5612767165103862,3.4727957842573876,-1.2840923810904985,0.6383056870313838,0.8463156198920989,-55.5750529923548,0.47501725225476676
Bcc3,900,37800,0.6175406685629987,0.30795050740141605,11.125257060621985,-0.4081741608612178,0.8048282528985734,0.6175406685328619,-5.82930472816862,0.19017196222498517
rho,900,37800,1.0124029102938055,0.15490373767862164,3497963.090445677,-192.85769642686066,0.26769310458501244,1.0124029098420262,-216678.89488984778,0.15682499484122475
press,900,37800,0.9849404228239037,0.14467580377795203,12816368163685.191,-511.4138858172485,0.2854079567349779,0.9849404227908912,-5820339.782758215,0.1424970473454442
vel1,900,37800,1.040098210648524,0.09622849176929547,0.07521343761759787,-0.5762715075274878,0.1361016189896497,1.0400982139802486,-4.14406704636052,0.10008708210265044
vel2,900,37800,0.9124641868643474,0.7525195952519917,0.7587731619346637,-1.953637506444236,0.5846163776889456,0.9124641868664559,-1.90636622282378,0.6866471805810964
vel3,900,37800,1.0646207507029917,0.1413763843103537,0.1459543577217033,-0.4185329497803324,0.38844486747171997,1.064620751114259,-0.6695534552455942,0.1505122323961634
Bcc1,1200,50400,0.7231962606640865,0.323328573506534,0.6392280910393993,-43.289252785694046,0.6988770230399137,0.7231962607214626,-41.670440929740906,0.2338300153257786
Bcc2,1200,50400,0.8533536331066459,0.5612767165103862,3.9908240882764603,-1.4798385582882267,0.6367220225334979,0.8533536331057794,-83.9642551104294,0.47896752521230707
Bcc3,1200,50400,0.6163620144824635,0.30795050740141605,6.047978210755574,-0.1913094136551935,0.8054354599018517,0.6163620144896828,-5.531276826072612,0.18980899510283358
rho,1200,50400,1.0234051380964087,0.15490373767862164,115010.80938981935,-496.7753081683776,0.23347789380080256,1.0234051384797922,-1728212.246694064,0.15852928105063965
press,1200,50400,0.9912665265042235,0.14467580377795203,15696624941767.592,-3028.370043134708,0.25530657476200586,0.9912665265129209,-151941940.36009786,0.14341228148017712
vel1,1200,50400,1.0456544683725186,0.09622849176929547,0.07519434050279449,-0.41483307662594204,0.13109336484565695,1.045654467254291,-3.7605395964502826,0.10062175240331195
vel2,1200,50400,0.9127166172610564,0.7525195952519917,0.7607886223753828,-1.997855059708028,0.585361077396544,0.9127166173004743,-1.9228141010804622,0.6868371394010572
vel3,1200,50400,1.06111174081073,0.1413763843103537,0.14547328944685897,-0.41407768540847856,0.39532300007532567,1.061111741219695,-0.5602086967534144,0.1500161412650862
