clipping_fraction,cumulative_runtime_seconds,epoch,epoch_runtime_seconds,gpu_peak_allocated_mib,gpu_peak_reserved_mib,gradient_norm_after_clip_mean,gradient_norm_before_clip_max,gradient_norm_before_clip_mean,learning_rate,learning_rate_start,microbatches_completed,microbatches_this_epoch,model,nonfinite_count,optimizer_updates,optimizer_updates_this_epoch,train_loss_max,train_loss_mean,train_loss_median,train_loss_min
1.0,1216.8587978739993,105,11.559890962000281,515.2626953125,706.0,0.9999999148505074,746.6277465820312,76.49102040131886,0.0009982481831951274,0.0009983602740399745,17640,168,cnn,0,4410,42,755.60693359375,16.876719265156204,3.2485581636428833,0.08176599442958832
1.0,1228.4488390089996,106,11.59004113500032,515.2626953125,706.0,0.9999999148505074,1985.28076171875,104.03985881237756,0.0009981295231028088,0.000998245403059827,17808,168,cnn,0,4452,42,880.2667236328125,17.744269813543983,3.3915586471557617,0.09791377186775208
1.0,1240.0017508879996,107,11.552911879000021,515.2626953125,706.0,0.9999999105930328,1218.1676025390625,79.97787727628436,0.0009980069823955057,0.00099812665056104,17976,168,cnn,0,4494,42,753.77294921875,16.017855589144997,3.0138487815856934,0.09019304066896439
1.0,1251.6363843429995,108,11.634633454999857,515.2626953125,706.0,0.9999999219462985,528.1124267578125,82.3436934153239,0.0009978805620288154,0.000998004017469669,18144,168,cnn,0,4536,42,715.6173706054688,16.20464672307883,3.269558906555176,0.11113293468952179
1.0,1263.3237551849993,109,11.687370841999837,515.2626953125,706.0,0.9999999361378806,437.3570251464844,53.05276014691307,0.000997750262988589,0.000997877504742032,18312,168,cnn,0,4578,42,672.832275390625,14.623790714845416,2.996150493621826,0.10049460828304291
1.0,1274.9442480029988,110,11.620492817999548,515.2626953125,706.0,0.999999924784615,518.1553344726562,61.62738017808823,0.0009976160862909247,0.0009977471133647,18480,168,cnn,0,4620,42,668.137451171875,14.550728812547666,2.9032647609710693,0.08387613296508789
1.0,1286.5264981079995,111,11.58225010500064,515.2626953125,706.0,0.9999999276229313,548.0537719726562,57.412108830043245,0.0009974780329821595,0.0009976128443544916,18648,168,cnn,0,4662,42,706.4593505859375,14.815175912121223,3.1888375282287598,0.12338045239448547
1.0,1298.112169227999,112,11.58567111999946,515.2626953125,706.0,0.9999999347187224,342.9747314453125,64.91252945718311,0.0009973361041388607,0.0009974746987584636,18816,168,cnn,0,4704,42,646.0767822265625,14.177476707136346,3.1501511335372925,0.09096592664718628
1.0,1309.7177031559982,113,11.605533927999204,515.2626953125,706.0,0.9999999361378806,424.24951171875,64.70818278903053,0.0009971903008678179,0.000997332677653903,18984,168,cnn,0,4746,42,622.1583251953125,13.810436558510576,2.9993362426757812,0.09493856132030487
1.0,1321.2828750589983,114,11.565171903000191,515.2626953125,706.0,0.9999999361378806,803.2342529296875,73.86465258257729,0.0009970406243060344,0.000997186782148319,19152,168,cnn,0,4788,42,664.8356323242188,14.148842216868486,3.2328165769577026,0.0926496684551239
1.0,1332.9032207439982,115,11.620345684999847,515.2626953125,706.0,0.9999999219462985,499.1423645019531,72.0617564632779,0.000996887075620718,0.0009970370133794335,19320,168,cnn,0,4830,42,567.7562866210938,14.524060646160727,3.0744125843048096,0.13159292936325073
1.0,1344.5475626609982,116,11.64434191700002,515.2626953125,706.0,0.9999999176888239,723.7866821289062,69.17799425125122,0.000996729656009272,0.0009968833725151741,19488,168,cnn,0,4872,42,617.5048828125,13.86597004532814,2.7692244052886963,0.09036403894424438
1.0,1356.1699502629986,117,11.622387602000344,515.2626953125,706.0,0.9999999134313493,514.9407348632812,59.236934860547386,0.0009965683666992868,0.000996725860753663,19656,168,cnn,0,4914,42,633.677490234375,13.47432402317368,2.97394061088562,0.10205066204071045
1.0,1367.7765425129987,118,11.606592250000176,515.2626953125,706.0,0.9999999162696657,315.946533203125,59.14425930522737,0.0009964032089485283,0.0009965644793232084,19824,168,cnn,0,4956,42,556.65576171875,13.111118602122934,3.04332435131073,0.1021212637424469
1.0,1379.334123744999,119,11.557581232000302,515.2626953125,706.0,0.9999999162696657,770.1400146484375,66.85930492196765,0.0009962341840449298,0.0009963992294822952,19992,168,cnn,0,4998,42,648.4332885742188,13.102462540824144,2.808266758918762,0.07173541188240051
1.0,1391.0324905969987,120,11.698366851999708,515.2626953125,706.0,0.9999999091738746,763.5594482421875,71.75570893855323,0.0009960612933065818,0.0009962301125195747,20160,168,cnn,0,5040,42,607.5557861328125,13.574675036682969,2.8693149089813232,0.09552621841430664
1.0,1402.6298602199981,121,11.597369622999395,515.2626953125,706.0,0.9999999191079821,437.8941345214844,57.42943214802515,0.0009958845380817205,0.000996057129753855,20328,168,cnn,0,5082,42,524.730712890625,12.179403625872164,3.091336965560913,0.11176098883152008
1.0,1414.2550433989986,122,11.625183179000487,515.2626953125,706.0,0.9999999403953552,715.2182006835938,81.26962029082435,0.0009957039197487192,0.0009958802825340907,20496,168,cnn,0,5124,42,611.3949584960938,13.763901941034765,2.9468472003936768,0.10067977756261826
1.0,1425.8196099399988,123,11.564566541000204,515.2626953125,706.0,0.9999999276229313,484.92120361328125,53.389957961582,0.0009955194397160757,0.0009956995722393718,20664,168,cnn,0,5166,42,543.4375,12.534513687005354,3.11969256401062,0.08959023654460907
1.0,1437.4318212989988,124,11.612211358999957,515.2626953125,706.0,0.999999924784615,309.41705322265625,56.0297999892916,0.000995331099422402,0.0009955150002789134,20832,168,cnn,0,5208,42,494.775634765625,12.30311856219279,2.9066970348358154,0.0962146520614624
