alpha,channel,decoder_derivative_finite,decoder_derivative_maximum,decoder_derivative_median,derivative_over_train_q999,evaluation_clamp_occupancy,fraction_outside_train_min_max,fraction_outside_train_q001_q999,gate_0_passed,gate_1_floor_reference,gate_2_failed,gate_3_passed,global_variance_retention,high_k_retention,inverse_clamp_occupancy,inverse_clamp_policy,legacy_flags,maximum_minmax_excess,maximum_normalized_excess,maximum_normalized_excess_over_robust_span,normalized_relative_l2,normalized_state_norm,physical_finite,physical_maximum,physical_minimum,physical_relative_l2_to_p3_oracle,physical_relative_l2_to_raw,radial_transport_skill,residual_cosine,residual_norm,residual_over_true_residual,residual_sign_agreement,rho_press_positive,rout_failure,shell_radial_variance_retention,shell_transport_skill,source_index,split,stage_p_primary_driver,target_index,true_residual_norm
0.125,Bcc3,True,0.004211966090378119,0.00027290325639114975,0.17110355601331706,0.0,0.0,0.0,False,frozen_stage_p_p3_floor,False,False,0.89922300849696,0.9001464409275575,0.0,no_softclip,,0.0,0.0,0.0,0.12446939411469628,15212.8203125,True,0.143134206533432,-0.14493441581726074,0.13365748882786885,0.1336574924929758,-22.171557136000583,0.2964422437585172,146.98284409099628,0.09979814839377342,0.57171630859375,True,True,0.7067690963675983,-0.9168517179327282,11,train,True,12,1472.801314018836
0.125,rho,True,2.070444069382557,0.0016617371919514278,0.5567603074868193,0.0,0.0,0.0,False,frozen_stage_p_p3_floor,,,,,0.0,canonical,,0.0,0.0,0.0,0.10829515019153382,15212.8203125,True,0.6595560908317566,6.590624707314419e-06,0.34279934798134,0.3427991072291541,,0.0925870105190926,45.49716009314362,1.157954090799152,0.5627021789550781,True,True,,,11,train,False,12,39.29098783332952
0.125,press,True,0.1399804053893568,0.00017747020368417098,2.512881744140396,0.000244140625,0.0,0.000244140625,False,frozen_stage_p_p3_floor,,,,,0.0,canonical,,0.0,0.2816430330276489,0.061045206271836044,0.1438085403518458,15212.8203125,True,0.01892666704952717,4.055665669966402e-08,0.2878006351918291,0.2878006629335503,,0.16919795246054434,44.199980932542275,0.668030056186381,0.6069068908691406,True,True,,,11,train,False,12,66.16465909463577
0.125,vel1,True,0.48373259685394604,0.18481410667017473,1.2646364591040749,0.0,0.0,0.00048828125,False,frozen_stage_p_p3_floor,,,,,0.0,canonical,,0.0,0.3995385532379174,0.06886791410762666,0.4385969703320782,15212.8203125,True,1.3841233253479004,0.008446911349892616,0.3219350289807612,0.32193503764753306,,0.31898299906365585,46.97721539757041,0.2345922461257947,0.617889404296875,True,True,,,11,train,False,12,200.2505034730771
0.125,vel2,True,0.11303244884963504,0.002315251158084946,1.114850634404744,0.0,0.001953125,0.001953125,False,frozen_stage_p_p3_floor,,,,,0.003879547119140625,canonical,,0.14896345138549805,0.1489729881286621,0.01241443540960218,0.3165897873359174,15212.8203125,True,0.03573155030608177,-0.03573150932788849,0.37440488110263853,0.4130628630162639,,0.2829969955689447,191.5507793977105,0.4158939741771654,0.6287460327148438,True,True,,,11,train,False,12,460.5759912167238
0.125,vel3,True,0.006249537981890898,0.006249537981890898,1.0,0.0,0.0,0.0,False,frozen_stage_p_p3_floor,False,False,0.9698325359777322,0.9672949429205518,0.0,no_softclip,,0.0,0.0,0.0,0.06303370095383276,15212.8203125,True,0.6267004609107971,-0.0024002576246857643,0.06217127660509795,0.0621712825026615,0.09090826718380163,0.12353797593432884,95.9748926694126,0.14640414700714774,0.6264190673828125,True,True,0.9459025607054532,0.8969613995392406,11,train,True,12,655.5476373543361
0.25,Bcc1,True,4.253877655975939,0.013408952988715485,2.2345324765211703,0.0,0.000732421875,0.0029296875,False,frozen_stage_p_p3_floor,,,,,0.0,canonical,Bcc1:possible_high_frequency_ripple,0.02056431770324707,0.24335551261901855,0.07650459525494455,0.21864690296871134,15142.2587890625,True,0.2324315309524536,-1.0493578910827637,1.468266902380662,1.468267231670964,,0.07771026677057723,52.769544043615944,1.1943147181028675,0.5828971862792969,True,True,,,11,train,False,12,44.18395188785646
0.25,Bcc2,True,0.0041907465381215425,0.0002938250134319904,0.21519801824564525,0.0,0.0,0.0,False,frozen_stage_p_p3_floor,False,False,1.3256523889803402,1.038112422286776,0.0,no_softclip,,0.0,0.0,0.0,0.2529910440468741,15142.2587890625,True,0.014782660640776157,-0.0055333878844976425,0.30160903534606825,0.3016089629546685,0.5378590807635042,0.5020291058314105,286.3526414104574,0.8761391883645107,0.4872322082519531,True,True,1.1123958337076587,0.6754449411501557,11,train,True,12,326.8346459253717
0.25,Bcc3,True,0.004080931307085564,0.000273314926030473,0.16578050333394995,0.0,0.0,0.0,False,frozen_stage_p_p3_floor,False,False,0.8544218549086461,0.8440771513638565,0.0,no_softclip,,0.0,0.0,0.0,0.12253721506798147,15142.2587890625,True,0.13664610683918,-0.14011439681053162,0.14149364986013044,0.1414936535306082,-43.58753854597506,0.29644223718768153,293.9656828761177,0.19959629318497343,0.57171630859375,True,True,1.0622558672935467,-1.775463644950369,11,train,True,12,1472.801314018836
0.25,rho,True,1.3747567070211795,0.0016386267245998877,0.3696839621216803,0.0,0.0,0.0,False,frozen_stage_p_p3_floor,,,,,0.0,canonical,,0.0,0.0,0.0,0.1809164900049703,15142.2587890625,True,0.4461385905742645,9.468696589465253e-06,0.560605265948747,0.5606051016182961,,0.09258701272366868,90.99432058633143,2.31590819177988,0.5627021789550781,True,True,,,11,train,False,12,39.29098783332952
