alpha,application,channel,decoded_maximum,decoded_minimum,decoded_variance,fixed_point_tendency,fraction_outside_train_min_max,fraction_outside_train_q001_q999,gate_2_failed,maximum_minmax_excess,maximum_normalized_excess,maximum_normalized_excess_over_robust_span,normalized_state_norm,output_delta,radial_variance,rout_failure,second_over_first_delta,shell_variance,state
1.0,2,Bcc3,0.2088894098997116,-0.19964270293712616,0.0010577017697556564,True,0.0,0.0,False,0.0,0.0,0.0,20339.353515625,0.044576241155183945,2.208694276268407e-06,True,0.520054117234329,"[0.008360891583653187, 9.820295029486605e-05, 2.03145006641462e-06, 1.9611919283821038e-07, 8.050233031757234e-08, 2.3187602447090977e-08, 2.3381678050380786e-08, 4.1405622955216424e-08]",train_middle
1.0,2,rho,1.2092770338058472,3.665635176730575e-06,0.0047673304736769295,True,0.001953125,0.00244140625,,0.5747754573822021,0.5832387208938599,0.12984813875422263,20339.353515625,0.044576241155183945,0.0007351912059092329,True,0.520054117234329,"[0.002833617308635994, 9.923138077835832e-05, 6.367963778969495e-07, 1.245283228542007e-07, 5.034511927132743e-07, 0.0006705178551492644, 0.012121340796232082, 0.017351016519726595]",train_middle
1.0,2,press,0.01892666704952717,1.1532208787912168e-07,5.580706970196559e-06,True,0.0029296875,0.01155853271484375,,2.0548794269561768,2.725364327430725,0.590713804440459,20339.353515625,0.044576241155183945,1.835461745826275e-06,True,0.520054117234329,"[3.328390644707812e-05, 4.68455080518694e-07, 1.0402827919803085e-08, 4.381718226545429e-09, 7.01328940792081e-10, 9.543659130155575e-10, 7.994475432388538e-09, 2.1821510901225676e-08]",train_middle
1.0,2,vel1,1.769795536994934,-0.23341791331768036,0.027342697081846203,True,0.00146484375,0.0107421875,,0.5322121381759644,1.0052819614410424,0.17327907710884172,20339.353515625,0.044576241155183945,0.010439026702477375,True,0.520054117234329,"[0.06856949819212557, 0.012145747064827687, 0.005971157247078266, 0.002718097662509866, 0.003937567678558764, 0.017664487188508965, 0.021827094233050973, 0.017652644870033915]",train_middle
1.0,2,vel2,0.03573155030608177,-0.03573150932788849,4.0342500068550236e-05,True,0.007671356201171875,0.007671356201171875,,1.2677993774414062,1.2678089141845703,0.10565091077631437,20339.353515625,0.044576241155183945,7.853782187085779e-07,True,0.520054117234329,"[0.00021674764665951222, 7.221481003643742e-05, 1.787536562890037e-05, 7.6180893247142036e-06, 4.334850938127414e-06, 5.979570778334887e-07, 6.025492646897193e-07, 2.0346326433320555e-06]",train_middle
1.0,2,vel3,0.8909868001937866,-0.012660627253353596,0.025370251089329526,True,0.0,0.0045623779296875,False,0.0,1.2827868506908418,0.006634228983613621,20339.353515625,0.044576241155183945,0.024999126744061004,True,0.520054117234329,"[0.03524147355542659, 0.0022537874592527263, 0.00038585149129444945, 0.00012576771207861237, 3.337377051616614e-05, 8.043385412804475e-06, 7.559685865033885e-06, 2.1112638695922916e-05]",train_middle
0.0,1,Bcc1,0.9655067324638367,-0.9655160307884216,0.03428968618272278,,0.0,0.0516815185546875,,0.0,0.22374540793895736,0.07033969228928258,39426.16015625,0.0,9.809069335433071e-07,True,,"[0.18410137059968493, 0.04990048226001639, 0.03055855109529622, 0.008307564045712427, 0.0011734107990509605, 0.00019370327955240188, 5.6531660456424785e-05, 1.839025235537425e-05]",train_late
0.0,1,Bcc2,0.09478441625833511,-0.11268341541290283,0.0007101680513133539,,0.0,0.080810546875,,0.0,2.585560376167301,0.0846411439422866,39426.16015625,0.0,0.0003920689269378355,True,,"[0.0019179573737778091, 0.0009825497432896816, 0.00043282456092779895, 3.7808706687214904e-06, 9.978558835025551e-08, 1.1760169762469183e-08, 1.8542663177415078e-09, 1.6507194598276177e-10]",train_late
0.0,1,Bcc3,2.0717148780822754,-2.0717363357543945,0.05875403659928826,,0.0,0.03173828125,,0.0,39.256422988891615,0.12487754130341693,39426.16015625,0.0,2.807252658127653e-06,True,,"[0.45487840560381165, 0.013512806193470641, 0.0014642729702382432, 0.00014531931258102555, 1.3870024062574847e-05, 1.1832698164010235e-06, 9.381905192028082e-08, 4.353250805756209e-09]",train_late
0.0,1,rho,1.2092770338058472,4.498394446272869e-06,0.043390169483744696,,3.814697265625e-06,0.00927734375,,2.384185791015625e-07,0.4022756860256198,0.0895598101176322,39426.16015625,0.0,0.006302053978920024,True,,"[3.243715082185404e-05, 4.154959263683503e-06, 0.0757383249511445, 0.08916562680920873, 0.02459328016322059, 0.014316723158698762, 0.06539896569023007, 0.045458212095727604]",train_late
0.0,1,press,0.01892666704952717,1.2511902980349987e-07,8.268374764491171e-06,,0.0,0.0126953125,,0.0,0.6704849004745483,0.1453254093013626,39426.16015625,0.0,2.9840525564462663e-06,True,,"[1.2606585421435542e-05, 1.0717362344864813e-06, 2.516734684472731e-05, 9.84670861009566e-06, 2.7830027831244255e-07, 2.7162322763395914e-08, 9.551858637857636e-08, 5.8474423442988554e-08]",train_late
0.0,1,vel1,1.3826141357421875,-0.03194361925125122,0.0663595872677798,,0.0,0.0048828125,,0.0,0.39641526985168696,0.06832955802100237,39426.16015625,0.0,0.028191336157648184,True,,"[0.09857598957382316, 0.023879812519269683, 0.008551373887475011, 0.03010935801706452, 0.04667143194362183, 0.05136855549470018, 0.04085131371608042, 0.027973253179191918]",train_late
0.0,1,vel2,0.03573155030608177,-0.03573150932788849,0.00015980715031823657,,0.0,0.01611328125,,0.0,9.5367431640625e-06,7.947298601943019e-07,39426.16015625,0.0,1.1214110050084386e-08,True,,"[0.0006883820434166664, 0.0005537042803302738, 2.598247763345012e-05, 8.413410011089676e-06, 1.674963289690354e-06, 1.53034329640684e-07, 5.0666725255589354e-08, 3.189550139926432e-08]",train_late
0.0,1,vel3,1.4723321199417114,-0.0268842913210392,0.07470058025181674,,0.0,0.024486541748046875,,0.0,42.97476718139683,0.22225395111068372,39426.16015625,0.0,0.064902401169772,True,,"[0.08856063861017986, 0.037472979024148464, 0.009659193028902589, 0.002614120993687132, 0.0010721527870843721, 0.0004100904560108809, 0.00013191216146455031, 2.477234269905571e-05]",train_late
0.0,2,Bcc1,0.9655067324638367,-0.9655160307884216,0.03428968618272278,False,0.0,0.0516815185546875,,0.0,0.22374540793895736,0.07033969228928258,39426.16015625,0.0,9.809069335433071e-07,True,0.0,"[0.18410137059968493, 0.04990048226001639, 0.03055855109529622, 0.008307564045712427, 0.0011734107990509605, 0.00019370327955240188, 5.6531660456424785e-05, 1.839025235537425e-05]",train_late
0.0,2,Bcc2,0.09478441625833511,-0.11268341541290283,0.0007101680513133539,False,0.0,0.080810546875,,0.0,2.585560376167301,0.0846411439422866,39426.16015625,0.0,0.0003920689269378355,True,0.0,"[0.0019179573737778091, 0.0009825497432896816, 0.00043282456092779895, 3.7808706687214904e-06, 9.978558835025551e-08, 1.1760169762469183e-08, 1.8542663177415078e-09, 1.6507194598276177e-10]",train_late
0.0,2,Bcc3,2.0717148780822754,-2.0717363357543945,0.05875403659928826,False,0.0,0.03173828125,,0.0,39.256422988891615,0.12487754130341693,39426.16015625,0.0,2.807252658127653e-06,True,0.0,"[0.45487840560381165, 0.013512806193470641, 0.0014642729702382432, 0.00014531931258102555, 1.3870024062574847e-05, 1.1832698164010235e-06, 9.381905192028082e-08, 4.353250805756209e-09]",train_late
0.0,2,rho,1.2092770338058472,4.498394446272869e-06,0.043390169483744696,False,3.814697265625e-06,0.00927734375,,2.384185791015625e-07,0.4022756860256198,0.0895598101176322,39426.16015625,0.0,0.006302053978920024,True,0.0,"[3.243715082185404e-05, 4.154959263683503e-06, 0.0757383249511445, 0.08916562680920873, 0.02459328016322059, 0.014316723158698762, 0.06539896569023007, 0.045458212095727604]",train_late
0.0,2,press,0.01892666704952717,1.2511902980349987e-07,8.268374764491171e-06,False,0.0,0.0126953125,,0.0,0.6704849004745483,0.1453254093013626,39426.16015625,0.0,2.9840525564462663e-06,True,0.0,"[1.2606585421435542e-05, 1.0717362344864813e-06, 2.516734684472731e-05, 9.84670861009566e-06, 2.7830027831244255e-07, 2.7162322763395914e-08, 9.551858637857636e-08, 5.8474423442988554e-08]",train_late
0.0,2,vel1,1.3826141357421875,-0.03194361925125122,0.0663595872677798,False,0.0,0.0048828125,,0.0,0.39641526985168696,0.06832955802100237,39426.16015625,0.0,0.028191336157648184,True,0.0,"[0.09857598957382316, 0.023879812519269683, 0.008551373887475011, 0.03010935801706452, 0.04667143194362183, 0.05136855549470018, 0.04085131371608042, 0.027973253179191918]",train_late
0.0,2,vel2,0.03573155030608177,-0.03573150932788849,0.00015980715031823657,False,0.0,0.01611328125,,0.0,9.5367431640625e-06,7.947298601943019e-07,39426.16015625,0.0,1.1214110050084386e-08,True,0.0,"[0.0006883820434166664, 0.0005537042803302738, 2.598247763345012e-05, 8.413410011089676e-06, 1.674963289690354e-06, 1.53034329640684e-07, 5.0666725255589354e-08, 3.189550139926432e-08]",train_late
0.0,2,vel3,1.4723321199417114,-0.0268842913210392,0.07470058025181674,False,0.0,0.024486541748046875,,0.0,42.97476718139683,0.22225395111068372,39426.16015625,0.0,0.064902401169772,True,0.0,"[0.08856063861017986, 0.037472979024148464, 0.009659193028902589, 0.002614120993687132, 0.0010721527870843721, 0.0004100904560108809, 0.00013191216146455031, 2.477234269905571e-05]",train_late
1.0,1,Bcc1,2.089942019337422e+22,-2.089942019337422e+22,6.2175612671343326e+41,,0.24020004272460938,0.3025665283203125,,5.7578513622283936,5.980642557144165,1.8801572780277056,40106.91015625,0.14608828187261147,6.24442321674882e+39,True,,"[4.250482315038459e+42, 7.081216406324872e+41, 1877100137537379.8, 485623.3361815142, 1.0225799567224128, 30.27033036799529, 0.010551580001046876, 144882711.73347926]",train_late
1.0,1,Bcc2,0.5103392601013184,-0.1015046015381813,0.00036651154335034,,0.00634765625,0.014984130859375,,6.30792236328125,8.893482739448551,0.2911378746505042,40106.91015625,0.14608828187261147,0.00012960509893619184,True,,"[0.0024393141595196012, 0.00010892587108161034, 1.9561042783396147e-05, 3.1714688737639747e-06, 2.9177058165836304e-07, 4.2114918099056775e-08, 8.195451247380061e-08, 2.2732707604286566e-07]",train_late
1.0,1,Bcc3,2.5603370666503906,-3.442070960998535,0.07243540574795254,,0.003662109375,0.03173828125,,18.6044921875,57.860915176391615,0.18405978626320474,40106.91015625,0.14608828187261147,9.130615496001302e-05,True,,"[0.566329678353516, 0.011686631196847236, 0.001317196267996464, 9.54538241182847e-05, 1.2998925257071418e-05, 1.0053131792982043e-06, 1.733448316773021e-07, 2.3287333456977002e-07]",train_late
1.0,1,rho,1.2092770338058472,3.665635176730575e-06,0.15019940370526097,,0.1701507568359375,0.22418212890625,,6.731176853179932,7.133452300786972,1.588141306409903,40106.91015625,0.14608828187261147,0.038063111673176914,True,,"[0.17261897048501784, 0.12286731721047116, 0.019226899312580058, 0.0066196797158742755, 3.517012266982746e-05, 0.04121290925708397, 0.3011054988980253, 0.2989364073863926]",train_late
1.0,1,press,0.01892666704952717,2.0342165285569536e-08,3.5716140736797726e-05,,0.0869140625,0.13499069213867188,,5.27755331993103,5.948038220405579,1.2892178307204127,40106.91015625,0.14608828187261147,1.6390033274400326e-05,True,,"[7.426824868163776e-05, 6.61701541664795e-05, 2.0488682088959056e-05, 2.5000610925542555e-06, 8.225652516088829e-09, 4.103281047180343e-09, 4.3569935802124186e-07, 8.333295466694963e-07]",train_late
1.0,1,vel1,3.1266329288482666,-2.7056705951690674,0.196661781153487,,0.11540985107421875,0.19610214233398438,,7.127333045005798,7.414330720901489,1.2779980482847755,40106.91015625,0.14608828187261147,0.05703916794153771,True,,"[0.5010731847750387, 0.3328984962931098, 0.0903083931130383, 0.06793983062935688, 0.047972990504419874, 0.04332311942385353, 0.040718119548810675, 0.048907257917045165]",train_late
1.0,1,vel2,0.03573155030608177,-0.03573150932788849,0.00011853978272250695,,0.06717681884765625,0.06717681884765625,,9.31031608581543,9.310325622558594,0.7758617017455128,40106.91015625,0.14608828187261147,6.180171815070537e-06,True,,"[0.0004636144768016411, 0.00031690164482508555, 6.442812341646163e-05, 3.267722983225549e-05, 1.1454518746660518e-05, 4.510057537197694e-06, 4.5741068071674506e-06, 8.728394599022759e-06]",train_late
1.0,1,vel3,1.5352325439453125,-0.027961788699030876,0.08259443441060402,,0.002201080322265625,0.07146835327148438,,10.0648193359375,53.03958651733433,0.2743064929007335,40106.91015625,0.14608828187261147,0.07156393587738752,True,,"[0.09692297205774607, 0.033980810346345716, 0.015957067171028155, 0.004826153731204172, 0.001384811304404555, 0.00035492283300997364, 7.823721078825983e-05, 0.00013199024887341264]",train_late
1.0,2,Bcc1,6.680599717794701e+21,-2.089942019337422e+22,1.0704638260204455e+41,True,0.23245620727539062,0.2907829284667969,,5.143571615219116,5.366362810134888,1.6870438247408384,40245.14453125,0.07625224636814255,1.6430000164345747e+39,True,0.5219600462864933,"[8.54995298116215e+41, 5574987326288600.0, 18127277048.529236, 270310.19190394436, 2.2663768453436157, 23.835413707577764, 0.029548731772175704, 1177903.4927539625]",train_late
1.0,2,Bcc2,0.4253155589103699,-0.09584048390388489,0.0003851154495851962,True,0.00597381591796875,0.015594482421875,,5.623048782348633,8.208609158515934,0.2687177896738322,40245.14453125,0.07625224636814255,0.0001364749286083521,True,0.5219600462864933,"[0.00258196469024548, 8.966050139688815e-05, 2.063682792834666e-05, 3.3371150075844524e-06, 3.137644460360627e-07, 7.648588200948871e-08, 8.465383587155301e-08, 1.9324245714832444e-07]",train_late
1.0,2,Bcc3,3.0920095443725586,-3.8213846683502197,0.08406445023029777,True,0.00388336181640625,0.0378265380859375,,22.4393310546875,61.695754043579115,0.19625868806239988,40245.14453125,0.07625224636814255,0.00026051324579363857,True,0.5219600462864933,"[0.6592096516025089, 0.011708819382422636, 0.0013041594795293993, 8.290928374227871e-05, 1.125178791301569e-05, 1.247122279545055e-06, 1.656407370970479e-07, 3.559008363350291e-07]",train_late
1.0,2,rho,1.2092770338058472,3.665635176730575e-06,0.1464355646703085,True,0.16427993774414062,0.2146453857421875,,4.964996337890625,5.367271785497666,1.1949313832710282,40245.14453125,0.07625224636814255,0.03583156372133942,True,0.5219600462864933,"[0.18401007709146822, 0.12293002418419847, 0.037345833425043204, 0.012691501388586183, 2.1950759479407846e-05, 0.04098871624998168, 0.2650237798081347, 0.29571910428323345]",train_late
1.0,2,press,0.01892666704952717,2.0342165285569536e-08,3.510117872572731e-05,True,0.0833740234375,0.1277008056640625,,5.996431589126587,6.666916489601135,1.4450323444175264,40245.14453125,0.07625224636814255,1.4906032179365635e-05,True,0.5219600462864933,"[7.243412175974709e-05, 6.240118094542774e-05, 2.5237552360020403e-05, 5.125997500118601e-06, 4.782424564524362e-09, 1.124426897678708e-08, 4.2065662292363314e-07, 1.0610639240197345e-06]",train_late
1.0,2,vel1,3.1266329288482666,-2.7056705951690674,0.22208241794236222,True,0.10194015502929688,0.18048858642578125,,4.910547137260437,5.197544813156128,0.8958936925163964,40245.14453125,0.07625224636814255,0.06603413248077067,True,0.5219600462864933,"[0.6751984849040706, 0.3140092880504014, 0.09279197895047912, 0.05591537026880484, 0.03916873267480279, 0.04293461393465245, 0.039820116935468886, 0.04801678540932843]",train_late
1.0,2,vel2,0.03573155030608177,-0.03573150932788849,0.00011223106237343608,True,0.0634307861328125,0.0634307861328125,,9.340483665466309,9.340493202209473,0.7783756707122655,40245.14453125,0.07625224636814255,6.291220909551182e-06,True,0.5219600462864933,"[0.0004440901763478202, 0.00028822601936939366, 7.374258180075337e-05, 2.8464666665162843e-05, 1.119232306413438e-05, 4.725495860124914e-06, 4.021846181456643e-06, 7.246109402018431e-06]",train_late
1.0,2,vel3,1.564228892326355,-0.02600223757326603,0.08610969857992419,True,0.0029296875,0.08313751220703125,,14.704574584960938,57.679341766357766,0.2983020606237481,40245.14453125,0.07625224636814255,0.07394339725319604,True,0.5219600462864933,"[0.11362527206693149, 0.03484064218800258, 0.01631835166126584, 0.004446407029150034, 0.0012259777948555623, 0.00042468868950606324, 7.2580988519732e-05, 0.000184054083615863]",train_late
0.0,1,Bcc1,1.1472558975219727,-1.1472653150558472,0.05191099163789449,,0.00390625,0.08815765380859375,,0.04254293441772461,0.2662884615659715,0.08371411337231564,40712.078125,0.0,1.5274612857072175e-06,True,,"[0.27180600689722956, 0.08544671172879956, 0.04741220632290408, 0.00908902824696451, 0.00124885775829977, 0.00019830614134450891, 5.668357197574102e-05, 1.837829974680205e-05]",validation_snapshot91
0.0,1,Bcc2,0.10061140358448029,-0.1728242039680481,0.0014363448637355312,,0.0556640625,0.124267578125,True,1.5991764068603516,3.473897475242614,0.11372182949315524,40712.078125,0.0,0.0007951696987192079,True,,"[0.0035968468154009827, 0.002258071100270545, 0.0006827202292489315, 3.350270365789692e-06, 9.612154172496567e-08, 1.1594942394621086e-08, 1.8383854415667316e-09, 1.6559269761318694e-10]",validation_snapshot91
0.0,1,Bcc3,2.407020092010498,-2.4071943759918213,0.08246173618950102,,0.0029296875,0.04150390625,False,5.4957733154296875,44.7521963043213,0.1423599965792323,40712.078125,0.0,4.006485899516212e-06,True,,"[0.6360613847465438, 0.0212706601054256, 0.0021369403609940675, 0.00018357058376109635, 1.635409632058586e-05, 1.3401822778719339e-06, 1.0433962258663478e-07, 4.966731719795662e-09]",validation_snapshot91
0.0,1,rho,1.2092770338058472,4.556610747386003e-06,0.05073585459986004,,0.001708984375,0.015380859375,,0.07216644287109375,0.47444189047813445,0.10562638284921363,40712.078125,0.0,0.006598592588034823,True,,"[4.925296955952087e-05, 4.301989563871641e-06, 0.1254375517030996, 0.0948064341282489, 0.025708323191146524, 0.014876945789921594, 0.06475726660211173, 0.045590592326672494]",validation_snapshot91
0.0,1,press,0.01892666704952717,1.265807014760867e-07,1.0816249740458337e-05,,0.000244140625,0.019775390625,,0.09098196029663086,0.7614668607711792,0.1650454516316076,40712.078125,0.0,3.3920335919650876e-06,True,,"[1.4066780479432938e-05, 1.13813064173167e-06, 3.987977075888367e-05, 9.62284120818679e-06, 2.780682140582974e-07, 2.8115835294692393e-08, 9.424845213616069e-08, 5.874134264239801e-08]",validation_snapshot91
0.0,1,vel1,1.367659330368042,-0.028803855180740356,0.06792725430871205,,0.0,0.004150390625,,0.0,0.36510041999817133,0.06293186017049998,40712.078125,0.0,0.026960390071694925,True,,"[0.10075941952770304, 0.023351180235466396, 0.01200309301518683, 0.03508934774725113, 0.05062361616771925, 0.055606878616988306, 0.04366382750645788, 0.02914323330992164]",validation_snapshot91
0.0,1,vel2,0.03573155030608177,-0.03573150932788849,0.0001604912979979283,,0.0,0.021007537841796875,,0.0,9.5367431640625e-06,7.947298601943019e-07,40712.078125,0.0,1.3785762155006841e-08,True,,"[0.0007348413083774028, 0.0005175037797373343, 2.2302178036468852e-05, 7.324723808091586e-06, 1.6512934223900132e-06, 1.5627009979895731e-07, 5.2420147058741437e-08, 2.9931767872786066e-08]",validation_snapshot91
0.0,1,vel3,1.489025354385376,-0.048464249819517136,0.07450607773972738,,0.00409698486328125,0.03179168701171875,False,3.4530482292175293,45.645894500732766,0.23606830403402176,40712.078125,0.0,0.063693737554422,True,,"[0.09671827144107062, 0.03961742066596474, 0.0093130014550228, 0.0026835333741050496, 0.0011558819767477659, 0.0004508664049060109, 0.0001460467199474391, 2.790924210484654e-05]",validation_snapshot91
0.0,2,Bcc1,1.1472558975219727,-1.1472653150558472,0.05191099163789449,False,0.00390625,0.08815765380859375,,0.04254293441772461,0.2662884615659715,0.08371411337231564,40712.078125,0.0,1.5274612857072175e-06,True,0.0,"[0.27180600689722956, 0.08544671172879956, 0.04741220632290408, 0.00908902824696451, 0.00124885775829977, 0.00019830614134450891, 5.668357197574102e-05, 1.837829974680205e-05]",validation_snapshot91
0.0,2,Bcc2,0.10061140358448029,-0.1728242039680481,0.0014363448637355312,False,0.0556640625,0.124267578125,True,1.5991764068603516,3.473897475242614,0.11372182949315524,40712.078125,0.0,0.0007951696987192079,True,0.0,"[0.0035968468154009827, 0.002258071100270545, 0.0006827202292489315, 3.350270365789692e-06, 9.612154172496567e-08, 1.1594942394621086e-08, 1.8383854415667316e-09, 1.6559269761318694e-10]",validation_snapshot91
0.0,2,Bcc3,2.407020092010498,-2.4071943759918213,0.08246173618950102,False,0.0029296875,0.04150390625,False,5.4957733154296875,44.7521963043213,0.1423599965792323,40712.078125,0.0,4.006485899516212e-06,True,0.0,"[0.6360613847465438, 0.0212706601054256, 0.0021369403609940675, 0.00018357058376109635, 1.635409632058586e-05, 1.3401822778719339e-06, 1.0433962258663478e-07, 4.966731719795662e-09]",validation_snapshot91
0.0,2,rho,1.2092770338058472,4.556610747386003e-06,0.05073585459986004,False,0.001708984375,0.015380859375,,0.07216644287109375,0.47444189047813445,0.10562638284921363,40712.078125,0.0,0.006598592588034823,True,0.0,"[4.925296955952087e-05, 4.301989563871641e-06, 0.1254375517030996, 0.0948064341282489, 0.025708323191146524, 0.014876945789921594, 0.06475726660211173, 0.045590592326672494]",validation_snapshot91
0.0,2,press,0.01892666704952717,1.265807014760867e-07,1.0816249740458337e-05,False,0.000244140625,0.019775390625,,0.09098196029663086,0.7614668607711792,0.1650454516316076,40712.078125,0.0,3.3920335919650876e-06,True,0.0,"[1.4066780479432938e-05, 1.13813064173167e-06, 3.987977075888367e-05, 9.62284120818679e-06, 2.780682140582974e-07, 2.8115835294692393e-08, 9.424845213616069e-08, 5.874134264239801e-08]",validation_snapshot91
0.0,2,vel1,1.367659330368042,-0.028803855180740356,0.06792725430871205,False,0.0,0.004150390625,,0.0,0.36510041999817133,0.06293186017049998,40712.078125,0.0,0.026960390071694925,True,0.0,"[0.10075941952770304, 0.023351180235466396, 0.01200309301518683, 0.03508934774725113, 0.05062361616771925, 0.055606878616988306, 0.04366382750645788, 0.02914323330992164]",validation_snapshot91
0.0,2,vel2,0.03573155030608177,-0.03573150932788849,0.0001604912979979283,False,0.0,0.021007537841796875,,0.0,9.5367431640625e-06,7.947298601943019e-07,40712.078125,0.0,1.3785762155006841e-08,True,0.0,"[0.0007348413083774028, 0.0005175037797373343, 2.2302178036468852e-05, 7.324723808091586e-06, 1.6512934223900132e-06, 1.5627009979895731e-07, 5.2420147058741437e-08, 2.9931767872786066e-08]",validation_snapshot91
0.0,2,vel3,1.489025354385376,-0.048464249819517136,0.07450607773972738,False,0.00409698486328125,0.03179168701171875,False,3.4530482292175293,45.645894500732766,0.23606830403402176,40712.078125,0.0,0.063693737554422,True,0.0,"[0.09671827144107062, 0.03961742066596474, 0.0093130014550228, 0.0026835333741050496, 0.0011558819767477659, 0.0004508664049060109, 0.0001460467199474391, 2.790924210484654e-05]",validation_snapshot91
1.0,1,Bcc1,2.089942019337422e+22,-2.089942019337422e+22,9.595198271881599e+41,,0.2663383483886719,0.32924652099609375,,6.167367696762085,6.3901588916778564,2.008898480914844,41245.9453125,0.17558070576268192,1.8095459707288224e+40,True,,"[7.663114365108949e+42, 3.4421169676296835e+29, 116643685431550.1, 4053927.0562508125, 4.417341072775139, 112.1512763563236, 0.05473092130885029, 63437109193.004974]",validation_snapshot91
1.0,1,Bcc2,0.6975175142288208,-0.2578344941139221,0.0005365190151229368,,0.007568359375,0.016445159912109375,True,7.482662200927734,10.068222577095035,0.3295942667771372,41245.9453125,0.17558070576268192,0.0001467223509154773,True,,"[0.0036495340973812995, 0.0002412174493493492, 2.1737303761896854e-05, 2.511894223283193e-06, 2.777802063359939e-07, 7.71975892129644e-08, 1.3587229734084246e-07, 2.555946537523372e-07]",validation_snapshot91
1.0,1,Bcc3,2.9313042163848877,-4.196778297424316,0.09756630967863923,,0.004638671875,0.039794921875,False,25.877593994140625,65.13401698303224,0.20719605294546786,41245.9453125,0.17558070576268192,0.00016878065846257656,True,,"[0.7615215856840604, 0.016967594635633743, 0.001779063869441804, 0.00011040651946826762, 1.4782008184835701e-05, 1.153679970826554e-06, 3.277402558703979e-07, 3.760343214131004e-07]",validation_snapshot91
1.0,1,rho,1.2092770338058472,3.665635176730575e-06,0.1539476056689925,,0.20344924926757812,0.2560615539550781,,8.31666874885559,8.325132012367249,1.8534484388011137,41245.9453125,0.17558070576268192,0.03562228870775136,True,,"[0.18752259222259432, 0.11874716301451074, 0.03861957539801976, 0.019666950868729955, 5.026972194384665e-05, 0.05315844127909734, 0.30715539735213954, 0.2866782567212003]",validation_snapshot91
1.0,1,press,0.01892666704952717,2.0342165285569536e-08,3.48451658704005e-05,,0.102020263671875,0.1430206298828125,,5.8073179721832275,6.477802872657776,1.404042586456828,41245.9453125,0.17558070576268192,1.4837415517110542e-05,True,,"[7.534390736018751e-05, 6.0817272422718834e-05, 2.7489554815425035e-05, 3.6635198085147623e-06, 9.366843943361964e-09, 9.345078688788499e-09, 7.834065824548928e-07, 1.426731603188045e-06]",validation_snapshot91
1.0,1,vel1,3.1266329288482666,-2.7056705951690674,0.24587923452549612,,0.1373138427734375,0.22478103637695312,,8.537865996360779,8.82486367225647,1.5211296844001185,41245.9453125,0.17558070576268192,0.06915607498472195,True,,"[0.7099575216574334, 0.36022942905314675, 0.12930497009595673, 0.08930311687706186, 0.05534668754180275, 0.04367658332278078, 0.04187210774626071, 0.05608336085735878]",validation_snapshot91
1.0,1,vel2,0.03573155030608177,-0.03573150932788849,0.00012070414772011403,,0.06912612915039062,0.06912612915039062,,10.058849334716797,10.058858871459961,0.8382395716342476,41245.9453125,0.17558070576268192,8.738739125810276e-06,True,,"[0.0004262442709043436, 0.0002832606317674545, 0.00012042255193875613, 3.735299956130794e-05, 1.2619352745212736e-05, 6.113509622703039e-06, 7.334056696508209e-06, 1.230316777441908e-05]",validation_snapshot91
1.0,1,vel3,1.5560671091079712,-0.030578982084989548,0.08471449260369335,,0.00244140625,0.082275390625,False,13.398590087890625,56.37335726928745,0.291547859644881,41245.9453125,0.17558070576268192,0.07306439854954454,True,,"[0.10376800106883839, 0.03438820899796206, 0.01664575980359565, 0.005017938151104634, 0.0015009250849642838, 0.00041811983085404214, 0.00011907904088772942, 0.00020594065442856567]",validation_snapshot91
1.0,2,Bcc1,2.089942019337422e+22,-2.089942019337422e+22,1.1430646147097228e+42,True,0.2542762756347656,0.31982421875,,5.600286245346069,5.823077440261841,1.8306229347796368,41209.60546875,0.08496693540988091,4.659017295289156e+40,True,0.48391954594785475,"[8.470989283800386e+42, 1.7916829299261125e+21, 6.2211293314201285e+41, 4677397.733748057, 4.866440011616977, 108.77608187093752, 0.043707399381501005, 97018552.92257039]",validation_snapshot91
1.0,2,Bcc2,0.6072980761528015,-0.12614285945892334,0.0005077126931834728,True,0.006103515625,0.015533447265625,True,6.961832046508789,9.54739242267609,0.31254432260410475,41209.60546875,0.08496693540988091,0.00015390586130450135,True,0.48391954594785475,"[0.003499230564734872, 0.00012106443454206178, 2.561731452526082e-05, 2.6631892229976784e-06, 3.0736147221959595e-07, 1.3191784962950722e-07, 1.3473692627921855e-07, 2.49858955251543e-07]",validation_snapshot91
1.0,2,Bcc3,3.4803144931793213,-4.544784069061279,0.11068534334793885,True,0.005615234375,0.042018890380859375,False,28.801254272460938,68.05767726135255,0.21649642927538504,41209.60546875,0.08496693540988091,0.0002445040889199323,True,0.48391954594785475,"[0.8669865767885363, 0.016517389917257104, 0.001707023247612799, 9.136222383603812e-05, 1.2491530482016e-05, 1.4207708681136396e-06, 2.8685807079233686e-07, 7.786465101070091e-07]",validation_snapshot91
1.0,2,rho,1.2092770338058472,3.665635176730575e-06,0.14639442552022652,True,0.19665145874023438,0.24267196655273438,,6.315813302993774,6.324276566505432,1.4079921509140003,41209.60546875,0.08496693540988091,0.030373458459875293,True,0.48391954594785475,"[0.19916852288695983, 0.12390573283981544, 0.06856381363969122, 0.010094630554169632, 1.7229919153095785e-05, 0.0456095283386133, 0.26273526423300964, 0.27548136271340856]",validation_snapshot91
