clipping_fraction,cumulative_runtime_seconds,epoch,epoch_runtime_seconds,gpu_peak_allocated_mib,gpu_peak_reserved_mib,gradient_norm_after_clip_mean,gradient_norm_before_clip_max,gradient_norm_before_clip_mean,learning_rate_end,learning_rate_start,microbatches_seen,microbatches_this_epoch,nonfinite_count,optimizer_updates,optimizer_updates_this_epoch,train_direction_mean,train_direction_weighted_mean,train_plain_mean,train_radial_mean,train_shell_mean,train_total_mean,train_transport_mean,train_transport_weighted_mean
1.0,12.245478403000106,1,12.245478403000106,562.81787109375,714.0,0.9999998509883881,38.90890884399414,9.442554374535879,1.3333333333333335e-05,3.174603174603175e-07,168,168,0,42,42,1.0011379034036683,0.14912811655513575,108.33145809741248,,,108.48058601451062,,
0.9761904761904762,23.55644166800039,2,11.310963265000282,562.81787109375,714.0,0.9943872264453343,41.919044494628906,8.069500649259204,2.666666666666667e-05,1.3650793650793652e-05,336,168,0,84,42,0.9986677890022596,0.14876017173244407,108.09604620206214,,,108.24480545343388,,
0.9761904761904762,34.869906311000705,3,11.313464643000316,562.81787109375,714.0,0.9943004463400159,35.89547348022461,6.082033503623236,4e-05,2.6984126984126987e-05,504,168,0,126,42,0.9929370507597923,0.14790652889496472,107.74796916704092,,,107.89587510430387,,
0.9523809523809523,46.234611908000716,4,11.364705597000011,562.81787109375,714.0,0.9923115117209298,35.29896545410156,4.878572428510303,5.333333333333334e-05,4.031746031746032e-05,672,168,0,168,42,0.9844794493345987,0.1466466962916589,107.36631214596508,,,107.51295842957639,,
0.9761904761904762,57.54702726400046,5,11.312415355999747,562.81787109375,714.0,0.9993140967119307,32.747154235839844,5.585164876211257,6.666666666666667e-05,5.3650793650793654e-05,840,168,0,210,42,0.977365778315635,0.14558705370171776,106.9799810745975,,,107.12556916874435,,
1.0,68.8258526880004,6,11.278825423999933,562.81787109375,714.0,0.9999996551445552,47.45615768432617,7.554799148014614,8e-05,6.698412698412698e-05,1008,168,0,252,42,0.967031676144827,0.1440477001443492,106.5876945168046,,,106.73174290296932,,
0.9285714285714286,80.08952169200029,7,11.263669003999894,562.81787109375,714.0,0.9756566974378768,61.50885009765625,11.615528944702376,9.333333333333333e-05,8.031746031746032e-05,1176,168,0,294,42,0.9544531500765255,0.1421740203094053,106.05227129356493,,,106.194445297122,,
0.9761904761904762,91.52092407000009,8,11.431402377999802,562.81787109375,714.0,0.9896811090764546,50.95320129394531,16.34159327121008,0.00010666666666666668,9.365079365079364e-05,1344,168,0,336,42,0.9496023772018296,0.1414514558952714,105.10947189959032,,,105.25092283591982,,
0.9285714285714286,102.93559907100007,9,11.414675000999978,562.81787109375,714.0,0.9769718803110576,100.98548126220703,25.706820903789428,0.00012,0.000106984126984127,1512,168,0,378,42,0.9407112992235592,0.14012705322453392,103.52281562398586,,,103.6629444359846,,
1.0,114.25461311899971,10,11.319014047999644,562.81787109375,714.0,0.9999998807907104,199.74124145507812,30.77557931627546,0.00013333333333333334,0.00012031746031746032,1680,168,0,420,42,0.9313149001626742,0.1387273786246749,101.57040789621394,,,101.7091354015505,,
1.0,125.83823464199986,11,11.583621523000147,562.81787109375,714.0,0.999999924784615,208.24044799804688,40.72903587420782,0.00014666666666666666,0.00013365079365079365,1848,168,0,462,42,0.9249386989644596,0.13777758851860306,99.23647850082212,,,99.3742561241878,,
0.9761904761904762,137.62347131199977,12,11.785236669999904,562.81787109375,714.0,0.9984672623021262,136.0859832763672,40.13145570527939,0.00016,0.000146984126984127,2016,168,0,504,42,0.916652350908234,0.13654326558013072,96.3811035526118,,,96.51764596093979,,
0.9761904761904762,149.38288765599964,13,11.759416343999874,562.81787109375,714.0,0.9988505996408916,203.75563049316406,40.00995650035994,0.00017333333333333334,0.00016031746031746033,2184,168,0,546,42,0.906616286152885,0.13504830726369677,93.3750422117522,,,93.51008927901941,,
1.0,160.7268232489996,14,11.34393559299997,562.81787109375,714.0,0.9999999176888239,121.84764862060547,47.433425596782136,0.00018666666666666666,0.00017365079365079368,2352,168,0,588,42,0.9005953123172125,0.13415143133392832,89.22720134865847,,,89.36135244449335,,
1.0,172.06935127499946,15,11.342528025999854,562.81787109375,714.0,0.9999999020780835,275.2004089355469,45.0263943303199,0.0002,0.00018698412698412697,2520,168,0,630,42,0.891677394154526,0.132823030586466,85.08511747073915,,,85.21794002245935,,
1.0,183.3373547239994,16,11.268003448999934,562.81787109375,714.0,0.9999999233654567,194.90933227539062,46.97849103098824,0.00021333333333333336,0.00020031746031746032,2688,168,0,672,42,0.8863280678079242,0.13202620233713558,80.7373055734982,,,80.86933111195408,,
1.0,194.6924153999994,17,11.355060675999994,562.81787109375,714.0,0.9999999375570388,176.02423095703125,52.65894608270554,0.00022666666666666666,0.00021365079365079367,2856,168,0,714,42,0.8798186143948918,0.13105656316556033,75.35418412541705,,,75.48524119385651,,
