clip_scale_mean,clipping_fraction,epoch,final_accumulation_count,microbatches,nonfinite_count,optimizer_steps,parameter_displacement,peak_allocated_mib,peak_reserved_mib,train_total_maximum,train_total_mean,train_total_median,train_total_q95,validation_arithmetic_average,validation_global,wall_seconds
0.16262968508157746,1.0,15,3,79,0,20,97.82582092285156,654.43798828125,824.0,110.27457427978516,7.888421464381339,1.555456519126892,25.00165176391573,0.23365451604248963,0.1707868470290275,10.501143536006566
0.18894363628305458,1.0,16,3,79,0,20,99.76361083984375,653.9853515625,824.0,108.90520477294922,7.750624226429794,1.56258225440979,24.53369941711398,0.23211439438418452,0.17096977857483073,10.536558926003636
0.14481578065902748,1.0,17,3,79,0,20,101.42031860351562,654.43798828125,824.0,107.16012573242188,7.662306770116468,1.5512807369232178,24.294233512878147,0.23479033174744623,0.17155846150694576,10.216538278000371
0.1437757589212409,1.0,18,3,79,0,20,102.81607818603516,653.9853515625,824.0,107.06961059570312,7.605585989506939,1.4937362670898438,25.417588424682343,0.2352212360025271,0.17148947865564274,10.410717726001167
0.17471036885925378,1.0,19,3,79,0,20,103.98625183105469,654.43798828125,824.0,105.90410614013672,7.495218262265,1.534534215927124,24.721765518188214,0.23296602068568084,0.1713297016808753,10.3229245620023
0.13996123016361336,1.0,20,3,79,0,20,104.95487213134766,653.9853515625,824.0,103.56053161621094,7.361788303791722,1.5829102993011475,24.089032363891352,0.2372788271161175,0.17240760745665767,10.273110515998269
0.1371491350090057,1.0,21,3,79,0,20,105.74198913574219,654.43798828125,824.0,102.3697280883789,7.278865045573138,1.504987120628357,24.341541099548095,0.23636605173340275,0.17193527894180494,10.295650182000827
0.13832607390874713,1.0,22,3,79,0,20,106.36900329589844,653.9853515625,824.0,100.92157745361328,7.20466491787494,1.5587446689605713,24.201602554321045,0.23781449817675196,0.17231477254487157,10.383451413996227
0.13902425280686562,1.0,23,3,79,0,20,106.85420227050781,654.43798828125,824.0,101.71449279785156,7.178912083559398,1.4965407848358154,24.26174564361548,0.23616826534237262,0.1721088180811645,10.289139018001151
0.14545737679859017,1.0,24,3,79,0,20,107.2162094116211,653.9853515625,824.0,100.94403076171875,7.114951451179348,1.4508867263793945,24.21203975677467,0.23627849750510083,0.1721771193723549,10.440680757004884
0.13688787679492295,1.0,25,3,79,0,20,107.47254180908203,654.43798828125,824.0,100.546875,7.072132637229147,1.4228979349136353,24.372395706176523,0.23697954745178398,0.172365980544596,10.404193606998888
0.16259442904423585,1.0,26,3,79,0,20,107.64036560058594,653.9853515625,824.0,100.2537841796875,7.047968959129309,1.4086867570877075,24.46397895812965,0.23647040489061327,0.17229094384748891,10.470418839999184
0.15950020416595048,1.0,27,3,79,0,20,107.73773956298828,654.43798828125,824.0,100.08688354492188,7.031721210177941,1.3994688987731934,24.402991867065197,0.2365534912693936,0.17242909633949205,10.623835261998465
0.14654172131350154,1.0,28,3,79,0,20,107.78373718261719,653.9853515625,824.0,99.922119140625,7.02255392074585,1.421230435371399,24.347253036498792,0.23636392773302883,0.17240418908515984,10.196830335000413
0.16110411744112232,1.0,29,3,79,0,20,107.79806518554688,654.43798828125,824.0,99.8969955444336,7.0170913815875595,1.4139213562011719,24.35163879394508,0.2364028001666288,0.17240644062654645,10.23563947799994
0.13382270555024117,1.0,30,3,79,0,20,107.80157470703125,653.9853515625,824.0,99.85596466064453,7.015099931932703,1.4141652584075928,24.347135162353286,0.23642448837004665,0.17241376663580488,10.268813112001226
