Rout_fraction,clipping_fraction,deterministic_probe_prediction,epoch,finite,learning_rate,normalized_relative_l2,optimizer_reload,optimizer_updates,persistence_ratio,physical_relative_l2,probe_prediction_sha256,radial_skill,residual_global_cosine,residual_relative_l2,rho_press_positive,scheduler_reload,shell_skill,strict_model_reload,train_loss_mean
0.0,0.9761904761904762,True,2,True,2.666666666666667e-05,0.39289887544254354,True,84,1.2662618919325777,4.878043660465226,314b8d7eea6d41cb432d69c1ca524d6c0deb58de8b275d14a0429596f92a4cd1,-0.15124207822893265,0.0033822988336647095,1.5596439820791743,True,True,-0.0049222731365972106,True,108.09565894279096
0.0,1.0,True,10,True,0.00013333333333333334,0.3995350010095504,True,420,1.2876492601354401,3.704292235987033e+22,889770106a402f9036baf082a18138fec5b76713faa38b7faab26cc0243e7aa2,-0.09732701805104282,0.3290181948575742,1.6564860353327324,True,True,-0.43612623503554926,True,101.55742946834792
0.0,1.0,True,30,True,0.0004,0.38981494275133277,True,1260,1.2563227786180722,3.3398146165034508e+22,03b6ef7edbccf55294fcfa2ed632f5ec822c16088cba4f9f832b1576b38df1e2,-0.3088103933403883,0.7050806416426175,1.7573254214407643,True,True,-2.390193494571081,True,46.151131473348606
0.0,1.0,True,75,True,0.001,0.2675412526448434,True,3150,0.8622506042107851,230847.9018594243,665750d536fe06af6e0b87fd5d20ba4448ef7ce5feff259f460dd2ea0208c838,-0.3354174080497826,0.7356726402987955,0.9008648066790585,True,True,-1.4294483794422974,True,24.242027714937215
0.0,1.0,True,150,True,0.000989084726566536,0.26671131913718105,True,6300,0.8595758366324685,297.77736896854765,dd9441ddc869139a9883a86c766db60a74556a25b48e274778e1cf2ff4f96fdf,-0.3480888795195025,0.7406020960063326,0.8918514314288021,True,True,-1.6794721761992293,True,14.012604675765726
0.0,1.0,True,300,True,0.0009046039886902864,0.2776228842572882,True,12600,0.8947423895460387,1962123915435.7834,4f23ad72fd264a312b7d6502d058e977cb68f8dd6074718be2c28e458bd9f43e,-0.24289676174832697,0.7385648749787823,0.9190763782351261,True,True,-1.428044387587371,True,10.011608492183898
0.0,1.0,True,600,True,0.000552711967402193,0.2683234520270592,True,25200,0.864771530921195,1132807302036.2996,9c0a76978543c8576b6f16ef73e7d0409bca48409c2249704e66e37dadd053ab,-0.38104686153601375,0.7380407989922659,0.9100697725998297,True,True,-2.6994903549737375,True,6.4614225540842325
0.0,1.0,True,900,True,0.0001662692621237505,0.26736566579277576,True,37800,0.8616847106605753,1602046457708.0623,9b12d3a1c962ea8a2791f03bced965bebacd8af0129f25ba83fc14666c7ab695,-0.6359616899075186,0.7380327974577586,0.9014876917433663,True,True,-2.9216802000823066,True,4.666133566571045
0.0,1.0,True,1200,True,1e-06,0.2677528914051489,True,50400,0.8629326883647009,1962078132098.7576,68a9f71177855d92989645484c968f9da4c166c6e41dc82a3f8fd35248a2729a,-0.5445468981747613,0.7372210625704042,0.9033832998855122,True,True,-2.857336016581321,True,4.082256963476539
