clipping_fraction,cumulative_runtime_seconds,epoch,epoch_runtime_seconds,gpu_peak_allocated_mib,gpu_peak_reserved_mib,gradient_norm_after_clip_max,gradient_norm_after_clip_mean,gradient_norm_before_clip_max,gradient_norm_before_clip_mean,learning_rate_end,learning_rate_start,microbatches_seen,microbatches_this_epoch,nonfinite_count,optimizer_updates,optimizer_updates_this_epoch,train_loss_max,train_loss_mean,train_loss_min
0.9761904761904762,12.092573169999014,1,12.092573169999014,562.81591796875,714.0,1.0,0.9995170718147641,38.89436340332031,9.42597221618607,1.3333333333333335e-05,3.174603174603175e-07,168,168,0,42,42,659.9599743336439,108.33139369281984,4.1940345242619514
0.9761904761904762,23.17232347999925,2,11.079750310000236,562.81591796875,714.0,1.0,0.9938609458151317,41.86302185058594,8.037212546382632,2.666666666666667e-05,1.3650793650793652e-05,336,168,0,84,42,883.4539565294981,108.09565894279096,1.346664384007454
0.9523809523809523,34.27034653299961,3,11.098023053000361,562.81591796875,714.0,1.0000001192092896,0.9909297497499556,35.84739685058594,6.046692683583214,4e-05,2.6984126984126987e-05,504,168,0,126,42,651.0357709042728,107.74696207152945,1.5416133999824524
0.9523809523809523,45.36518574599904,4,11.094839212999432,562.81591796875,714.0,1.0,0.9883812751088824,35.23018264770508,4.8431925518172125,5.333333333333334e-05,4.031746031746032e-05,672,168,0,168,42,1035.0131559744477,107.36465838693437,0.5586626715958118
0.9761904761904762,56.44393702099842,5,11.078751274999377,562.81591796875,714.0,1.0,0.9977429821377709,32.69649887084961,5.562392253251303,6.666666666666667e-05,5.3650793650793654e-05,840,168,0,210,42,740.1454069316387,106.97823325850602,1.576036922633648
0.9761904761904762,67.55393182999796,6,11.109994808999545,562.81591796875,714.0,0.9999999403953552,0.999733954668045,47.52328109741211,7.539779813516708,8e-05,6.698412698412698e-05,1008,168,0,252,42,1236.6284455135465,106.58609991307769,1.7817605920135975
0.9285714285714286,78.7404696679987,7,11.186537838000731,562.81591796875,714.0,1.0,0.9694922694138118,61.62348937988281,11.626289523783184,9.333333333333333e-05,8.031746031746032e-05,1176,168,0,294,42,696.9737553596497,106.05040732780029,0.3022473882883787
0.9761904761904762,90.0407817569976,8,11.300312088998908,562.81591796875,714.0,1.0,0.9876655567260015,51.07476043701172,16.397324868610927,0.00010666666666666668,9.365079365079364e-05,1344,168,0,336,42,938.4254186265171,105.10737355590044,1.5222322940826416
0.9285714285714286,101.1954811359974,9,11.154699378999794,562.81591796875,714.0,1.0,0.9699705910115015,101.26205444335938,25.782864625964844,0.00012,0.000106984126984127,1512,168,0,378,42,656.4552685581148,103.51203620620072,1.5104669332504272
1.0,112.34278321899728,10,11.147302082999886,562.81591796875,714.0,1.0,0.9999998935631343,200.38958740234375,30.81204611346835,0.00013333333333333334,0.00012031746031746032,1680,168,0,420,42,691.3932750076056,101.55742946834792,2.227889522910118
