absolute_difference,channel,increment_profile,profile_cosine,profile_relative_l2,r,radial_index,reference_increment_profile,reference_semantics,resolution,source_snapshot,target_snapshot,reproduction_scope
0.001733475274199413,vel1,0.00022524213353689347,0.9825141290335521,0.18621285725364492,77.46703714718372,78,-0.0015082331406625195,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0013167144514025294,vel1,0.0025069962203916577,0.9825141290335521,0.18621285725364492,81.78145529747418,79,0.0011902817689891283,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
5.3857073200763196e-05,vel1,0.005485261627149561,0.9825141290335521,0.18621285725364492,86.33615892480168,80,0.005539118700350325,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0007996545286409343,vel1,0.006709087182470184,0.9825141290335521,0.18621285725364492,91.14453039231776,81,0.007508741711111118,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0027714428999590585,vel1,0.002869244839530438,0.9825141290335521,0.18621285725364492,96.22069737514929,82,0.005640687739489497,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.00271638332762652,vel1,-0.0009564286608818091,0.9825141290335521,0.18621285725364492,101.57957436950512,83,-0.003672811988508329,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
5.538503238413945e-05,vel1,-0.006670029054576945,0.9825141290335521,0.18621285725364492,107.23690651357443,84,-0.006725414086961084,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.000219141770180108,vel1,-0.01019769442468209,0.9825141290335521,0.18621285725364492,113.20931584896859,85,-0.009978552654501982,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0018703032595415916,vel1,-0.006688393500452448,0.9825141290335521,0.18621285725364492,119.5143501586293,86,-0.004818090240910856,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0002442481070627561,vel1,-0.0011340291530359536,0.9825141290335521,0.18621285725364492,126.17053452469555,87,-0.0013782772600987097,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.000479761784340048,vel1,0.00047289847053535696,0.9825141290335521,0.18621285725364492,133.1974257578139,88,-6.863313804691036e-06,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
6.921427686595351e-06,vel1,-0.0030225989596349085,0.9825141290335521,0.18621285725364492,140.61566985781272,89,-0.003015677531948313,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0005029883458418124,vel1,-0.003284954025123928,0.9825141290335521,0.18621285725364492,148.44706267456834,90,-0.0037879423709657406,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0008735728078035108,vel1,-0.0006525176765232269,0.9825141290335521,0.18621285725364492,156.7146139472937,91,-0.0015260904843267377,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
7.174065760611685e-05,vel1,-0.0006524838683819528,0.9825141290335521,0.18621285725364492,165.44261491040467,92,-0.0007242245259880696,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0002950443555770712,vel1,-0.0025298944654221283,0.9825141290335521,0.18621285725364492,174.65670966460064,93,-0.002234850109845057,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0013894362645159061,vel1,-0.0010773049135524263,0.9825141290335521,0.18621285725364492,184.3839705228579,94,-0.0024667411780683324,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0007321769508052967,vel1,-0.0008854669495121925,0.9825141290335521,0.18621285725364492,194.6529775527125,95,-0.0016176439003174892,HIGHER_RES_SAMPLING_REFERENCE,96,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0016479719779454172,1.0000000000000002,0.0,1.1225854340129873,0,0.0016479719779454172,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0017952500784303993,1.0000000000000002,0.0,1.1691569595464162,1,0.0017952500784303993,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0019561868102755398,1.0000000000000002,0.0,1.2176605491569257,2,0.0019561868102755398,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0022321295728033874,1.0000000000000002,0.0,1.2681763563622548,3,0.0022321295728033874,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0026430110665387474,1.0000000000000002,0.0,1.3207878599251381,4,0.0026430110665387474,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0031249498533725273,1.0000000000000002,0.0,1.3755820018042626,5,0.0031249498533725273,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0035847127546730917,1.0000000000000002,0.0,1.4326493308282477,6,0.0035847127546730917,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.003897134414728498,1.0000000000000002,0.0,1.4920841523300787,7,0.003897134414728498,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.003849101092782803,1.0000000000000002,0.0,1.553984683989267,8,0.003849101092782803,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0032820465130498633,1.0000000000000002,0.0,1.6184532181392712,9,0.0032820465130498633,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.002810988557030214,1.0000000000000002,0.0,1.6855962908083941,10,0.002810988557030214,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0024291441186505836,1.0000000000000002,0.0,1.7555248577735056,11,0.0024291441186505836,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0021485905490408186,1.0000000000000002,0.0,1.8283544779175183,12,0.0021485905490408186,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0019824516130029224,1.0000000000000002,0.0,1.9042055041936254,13,0.0019824516130029224,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0018588987732073292,1.0000000000000002,0.0,1.9832032825118706,14,0.0018588987732073292,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0017741067003953503,1.0000000000000002,0.0,2.0654783588767156,15,0.0017741067003953503,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0016726962639950216,1.0000000000000002,0.0,2.15116669511791,16,0.0016726962639950216,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0015893695672275499,1.0000000000000002,0.0,2.2404098935711563,17,0.0015893695672275499,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0014906832820997806,1.0000000000000002,0.0,2.333355431079875,18,0.0014906832820997806,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0013558270402427297,1.0000000000000002,0.0,2.4301569027047454,19,0.0013558270402427297,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0011848653193737846,1.0000000000000002,0.0,2.530974275543776,20,0.0011848653193737846,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.001019340435959748,1.0000000000000002,0.0,2.635974153082339,21,0.001019340435959748,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0007960149014252238,1.0000000000000002,0.0,2.7453300505100193,22,0.0007960149014252238,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0006379396691045258,1.0000000000000002,0.0,2.859222681459244,23,0.0006379396691045258,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.00045143201532482635,1.0000000000000002,0.0,2.977840256639537,24,0.00045143201532482635,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.00023199962743092328,1.0000000000000002,0.0,3.101378794860901,25,0.00023199962743092328,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,2.2705909941578284e-05,1.0000000000000002,0.0,3.230042446960299,26,2.2705909941578284e-05,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.00018162619562644977,1.0000000000000002,0.0,3.3640438331665363,27,-0.00018162619562644977,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.00038491975465149153,1.0000000000000002,0.0,3.5036043944610418,28,-0.00038491975465149153,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.000595596033235779,1.0000000000000002,0.0,3.6489547585151936,29,-0.000595596033235779,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0008140709487634012,1.0000000000000002,0.0,3.8003351208088936,30,-0.0008140709487634012,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.001077388213161612,1.0000000000000002,0.0,3.9579956415602164,31,-0.001077388213161612,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0013357263251236873,1.0000000000000002,0.0,4.122196859122059,32,-0.0013357263251236873,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0016120101754495408,1.0000000000000002,0.0,4.293210120528942,33,-0.0016120101754495408,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0018729078637989005,1.0000000000000002,0.0,4.471318029905462,34,-0.0018729078637989005,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.002074136957162409,1.0000000000000002,0.0,4.656814915477393,35,-0.002074136957162409,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.002211637407526723,1.0000000000000002,0.0,4.850007315957176,36,-0.002211637407526723,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.002209838061389746,1.0000000000000002,0.0,5.0512144871075915,37,-0.002209838061389746,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0020312641117925523,1.0000000000000002,0.0,5.260768929320704,38,-0.0020312641117925523,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0017477497367508477,1.0000000000000002,0.0,5.479016937083909,39,-0.0017477497367508477,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.001509538169557345,1.0000000000000002,0.0,5.706319171241117,40,-0.001509538169557345,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.001488888869062066,1.0000000000000002,0.0,5.943051254994731,41,-0.001488888869062066,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0016281784519378562,1.0000000000000002,0.0,6.1896043946333315,42,-0.0016281784519378562,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.00181261356556206,1.0000000000000002,0.0,6.446386026010845,43,-0.00181261356556206,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0021343195676308824,1.0000000000000002,0.0,6.713820487845514,44,-0.0021343195676308824,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0023381358387268847,1.0000000000000002,0.0,6.992349722951318,45,-0.0023381358387268847,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.002722011819059844,1.0000000000000002,0.0,7.282434008560643,46,-0.002722011819059844,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.003246473150284146,1.0000000000000002,0.0,7.584552716945083,47,-0.003246473150284146,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.003742548333320883,1.0000000000000002,0.0,7.8992051075913325,48,-0.003742548333320883,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.004103023500647396,1.0000000000000002,0.0,8.226911152241227,49,-0.004103023500647396,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.004336275194873451,1.0000000000000002,0.0,8.56821239415937,50,-0.004336275194873451,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.004417019210450235,1.0000000000000002,0.0,8.923672843048305,51,-0.004417019210450235,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.004091261929715984,1.0000000000000002,0.0,9.29387990709006,52,-0.004091261929715984,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0031901795737212524,1.0000000000000002,0.0,9.679445363654374,53,-0.0031901795737212524,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0023137835723900935,1.0000000000000002,0.0,10.081006370277628,54,-0.0023137835723900935,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.002076212780593778,1.0000000000000002,0.0,10.499226517583235,55,-0.002076212780593778,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0019421839388087392,1.0000000000000002,0.0,10.934796925883424,56,-0.0019421839388087392,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.001932246870637755,1.0000000000000002,0.0,11.388437387274577,57,-0.001932246870637755,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0020134250316914404,1.0000000000000002,0.0,11.860897555113505,58,-0.0020134250316914404,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0021451977827382507,1.0000000000000002,0.0,12.352958182840268,59,-0.0021451977827382507,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0022099937486927956,1.0000000000000002,0.0,12.86543241419473,60,-0.0022099937486927956,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0020170276275166543,1.0000000000000002,0.0,13.399167126958993,61,-0.0020170276275166543,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0023104584424800123,1.0000000000000002,0.0,13.955044332446262,62,-0.0023104584424800123,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0026534352009548456,1.0000000000000002,0.0,14.533982633048808,63,-0.0026534352009548456,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.002975585598505859,1.0000000000000002,0.0,15.136938740253752,64,-0.002975585598505859,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0032047134891399764,1.0000000000000002,0.0,15.764909055635128,65,-0.0032047134891399764,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.003169166558109282,1.0000000000000002,0.0,16.41893131743494,66,-0.003169166558109282,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.002944434469100088,1.0000000000000002,0.0,17.100086315454167,67,-0.002944434469100088,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.002590493547359074,1.0000000000000002,0.0,17.809499677087707,68,-0.002590493547359074,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.00212920202739042,1.0000000000000002,0.0,18.548343727454647,69,-0.00212920202739042,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.00166056049602048,1.0000000000000002,0.0,19.31783942669777,70,-0.00166056049602048,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0012648227257159306,1.0000000000000002,0.0,20.11925838765386,71,-0.0012648227257159306,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0009647189672250533,1.0000000000000002,0.0,20.953924977228933,72,-0.0009647189672250533,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0007699195621171384,1.0000000000000002,0.0,21.82321850495101,73,-0.0007699195621171384,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.000653823112770624,1.0000000000000002,0.0,22.72857550231711,74,-0.000653823112770624,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.000569951277157088,1.0000000000000002,0.0,23.67149209670112,75,-0.000569951277157088,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0004929444821755169,1.0000000000000002,0.0,24.65352648374548,76,-0.0004929444821755169,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.00041638572429292253,1.0000000000000002,0.0,25.676301502322403,77,-0.00041638572429292253,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.00032183982693823054,1.0000000000000002,0.0,26.741507316319797,78,-0.00032183982693823054,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.00018706689206737792,1.0000000000000002,0.0,27.850904207683662,79,-0.00018706689206737792,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,7.480255590053275e-06,1.0000000000000002,0.0,29.00632548533246,80,7.480255590053275e-06,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.00029044662642263575,1.0000000000000002,0.0,30.209680514750623,81,0.00029044662642263575,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0006747204679413699,1.0000000000000002,0.0,31.462957873267595,82,0.0006747204679413699,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0011989975450887869,1.0000000000000002,0.0,32.76822863623665,83,0.0011989975450887869,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.001764477830533906,1.0000000000000002,0.0,34.12764979954392,84,0.001764477830533906,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0023698364577739994,1.0000000000000002,0.0,35.54346784410353,85,0.0023698364577739994,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0027096202279608406,1.0000000000000002,0.0,37.01802244822921,86,0.0027096202279608406,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.002811560166264826,1.0000000000000002,0.0,38.55375035401709,87,0.002811560166264826,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0025071694668099553,1.0000000000000002,0.0,40.15318939412917,88,0.0025071694668099553,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0022162141216313103,1.0000000000000002,0.0,41.81898268563169,89,0.0022162141216313103,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0019755705323802886,1.0000000000000002,0.0,43.553882997818874,90,0.0019755705323802886,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0016764361558614382,1.0000000000000002,0.0,45.36075730123997,91,0.0016764361558614382,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,0.0006419933411052625,1.0000000000000002,0.0,47.24259150544712,92,0.0006419933411052625,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0009876521616973832,1.0000000000000002,0.0,49.20249539329306,93,-0.0009876521616973832,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.00255909983343372,1.0000000000000002,0.0,51.24370775993299,94,-0.00255909983343372,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0034612078579812078,1.0000000000000002,0.0,53.36960176502272,95,-0.0034612078579812078,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0034339363637627685,1.0000000000000002,0.0,55.583690506957986,96,-0.0034339363637627685,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0032111364762386074,1.0000000000000002,0.0,57.88963282836624,97,-0.0032111364762386074,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.0038894240678928327,1.0000000000000002,0.0,60.29123936244486,98,-0.0038894240678928327,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,vel1,-0.00567047027470835,1.0000000000000002,0.0,62.79247883013751,99,-0.00567047027470835,HIGHER_RES_SAMPLING_REFERENCE,128,50,51,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
